osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction,tunnel
16561020,2,N70,New Line,primary,50,False,False,232.08500000000004,"LINESTRING (-9.7847263 52.1063114, -9.7848025 52.106419, -9.7848946 52.1065773, -9.7850511 52.1070169, -9.7852123 52.1075303, -9.7853446 52.1079184, -9.7853928 52.108128, -9.7854785 52.1082848, -9.7855441 52.1083227)",,,
"[19111126, 209272669, 209272670]",2,N70,,primary,50,False,True,208.78199999999998,"LINESTRING (-9.7847263 52.1063114, -9.7837722 52.1063954, -9.7836044 52.1064102, -9.7818784 52.1065404, -9.7816947 52.1065521)",yes,,
245260823,,N70,,primary,,True,False,79.434,"LINESTRING (-9.7847263 52.1063114, -9.7855781 52.1062304, -9.7858792 52.1062277)",,,
16561266,,,Langford Street,unclassified,,False,True,21.519,"LINESTRING (-9.7869667 52.1064725, -9.7870306 52.106283)",,,
19110937,,N70,Upper Bridge Street,primary,,True,False,83.771,"LINESTRING (-9.7869667 52.1064725, -9.78746 52.1067757, -9.7878023 52.1070232)",,,
16187877,,,,unclassified,,False,False,29.197,"LINESTRING (-9.7862456 52.1081706, -9.78621 52.1081295, -9.7861645 52.1079153)",,,
"[1099362159, 840316303]",,N70,New Line,primary,50,False,True,53.275,"LINESTRING (-9.7862456 52.1081706, -9.7861696 52.1081987, -9.7859344 52.1082855, -9.7857778 52.1083244, -9.7856469 52.1083431, -9.7855728 52.1083392, -9.7855441 52.1083227)",,,
840316304,,N70,New Line,primary,50,False,False,23.196,"LINESTRING (-9.7862456 52.1081706, -9.7864653 52.1080834, -9.7865309 52.1080574)",,,
210834682,,,,residential,,False,True,21.747,"LINESTRING (-9.7816947 52.1065521, -9.7813791 52.1065781)",,,
"[209272670, 209272669, 19111126]",2,N70,,primary,50,False,False,208.782,"LINESTRING (-9.7816947 52.1065521, -9.7818784 52.1065404, -9.7836044 52.1064102, -9.7837722 52.1063954, -9.7847263 52.1063114)",yes,,
