osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,maxspeed,junction,bridge,tunnel,access
136726553,False,,R876,Lewis Road,secondary,True,187.72500000000002,"LINESTRING (-9.5061317 52.0621146, -9.5061288 52.062424, -9.5061182 52.0635343, -9.5061293 52.0635865, -9.5061417 52.0636446, -9.5061869 52.0637306, -9.5062417 52.0637884)",50,,,,
126797076,False,2,N71,Muckross Road,primary,False,46.606,"LINESTRING (-9.507122 52.0555622, -9.5071539 52.0558741, -9.5071622 52.0559806)",50,,,,
86092109,True,2,N71,Kenmare Place,primary,False,19.135,"LINESTRING (-9.506884 52.0576741, -9.5068736 52.0576316, -9.5068786 52.0575456, -9.506894 52.0575036)",50,roundabout,,,
112575555,True,1,N71,Kenmare Place,primary,False,16.826999999999998,"LINESTRING (-9.506894 52.0575036, -9.5069263 52.0574777, -9.5069867 52.0574518, -9.5071047 52.0574406)",50,roundabout,,,
994049348,True,1,N71,The Haha,primary,False,25.057,"LINESTRING (-9.506894 52.0575036, -9.5068533 52.0574104, -9.5068581 52.0573475, -9.5068631 52.0572817)",50,,,,
86188260,True,1,N71,Kenmare Place,primary,False,75.128,"LINESTRING (-9.508193 52.0577655, -9.5081244 52.0577938, -9.5079011 52.0578178, -9.5078056 52.057824, -9.5076918 52.057824, -9.5075762 52.0578177, -9.5074244 52.0578095, -9.507115 52.0577887)",,roundabout,,,
115014360,False,,,,unclassified,False,99.87700000000001,"LINESTRING (-9.5085916 52.0625594, -9.5083978 52.0620739, -9.507755 52.0621236)",,,,,
233756164,False,2,R876,Saint Anne's Road,secondary,False,115.19999999999999,"LINESTRING (-9.5085916 52.0625594, -9.5079497 52.0630231, -9.5074995 52.0633484)",50,,,,
"[427722088, 233756164]",False,2,R876,Saint Anne's Road,secondary,True,162.084,"LINESTRING (-9.5085916 52.0625594, -9.5090754 52.0621736, -9.5091371 52.0621267, -9.5092406 52.0620636, -9.509382 52.0619921, -9.5094806 52.0619559, -9.5096279 52.0619157, -9.5098265 52.0618727, -9.5099667 52.0618609, -9.5100905 52.0618637, -9.5102551 52.0618786, -9.5103041 52.0618849, -9.5104834 52.0619081)",50,,,,
115014360,False,,,,unclassified,True,99.87700000000001,"LINESTRING (-9.507755 52.0621236, -9.5083978 52.0620739, -9.5085916 52.0625594)",,,,,
34918986,False,,,,residential,False,82.455,"LINESTRING (-9.5072346 52.0621171, -9.507547 52.0620923, -9.5076015 52.0620441, -9.5075703 52.0615553)",30,,,,
34918986,False,,,,residential,True,75.414,"LINESTRING (-9.5072346 52.0621171, -9.5066657 52.0621227, -9.5061317 52.0621146)",30,,,,
115014363,False,,,O'sullivan's Place,unclassified,False,143.461,"LINESTRING (-9.5072346 52.0621171, -9.5072569 52.0629078, -9.5072569 52.0630072, -9.5072509 52.0631202, -9.5072598 52.0631865, -9.5073237 52.0632472, -9.5074995 52.0633484)",30,,,,
115014363,False,,,O'sullivan's Place,unclassified,True,143.461,"LINESTRING (-9.5074995 52.0633484, -9.5073237 52.0632472, -9.5072598 52.0631865, -9.5072509 52.0631202, -9.5072569 52.0630072, -9.5072569 52.0629078, -9.5072346 52.0621171)",30,,,,
233756164,False,2,R876,Saint Anne's Road,secondary,False,93.036,"LINESTRING (-9.5074995 52.0633484, -9.507161 52.0635577, -9.5068186 52.0637523, -9.5066548 52.0638235, -9.5065016 52.0638541, -9.5064488 52.0638559)",50,,,,
233756164,False,2,R876,Saint Anne's Road,secondary,True,115.19999999999999,"LINESTRING (-9.5074995 52.0633484, -9.5079497 52.0630231, -9.5085916 52.0625594)",50,,,,
"[55637441, 425404069, 38289831, 1146534868, 168780282]",False,2,R876,"['Park Road', 'Fairhill']",secondary,True,279.391,"LINESTRING (-9.4994165 52.0600471, -9.4997216 52.0600245, -9.5004983 52.0599645, -9.500643 52.0599534, -9.5007944 52.0599519, -9.5012815 52.0599572, -9.5015722 52.0599703, -9.501788 52.0599836, -9.5028181 52.0600471, -9.503486 52.0600642)",50,,,yes,
197664084,False,,,,residential,False,82.056,"LINESTRING (-9.4994165 52.0600471, -9.4994176 52.0603364, -9.4994415 52.0607848)",,,,,
119081583,False,,,Sunnyhill Lower,residential,False,148.79000000000002,"LINESTRING (-9.5061433 52.0610639, -9.5066527 52.061064, -9.5083197 52.0610644)",,,,,
"[427722064, 295213017]",False,,R876,Lewis Road,secondary,False,73.29,"LINESTRING (-9.5061433 52.0610639, -9.5061399 52.0607967, -9.5061377 52.0606212, -9.506135 52.0604048)",50,,,,
295213019,False,,R876,Lewis Road,secondary,True,54.75,"LINESTRING (-9.5061433 52.0610639, -9.5061344 52.0614641, -9.5061298 52.0615562)",50,,,,
172693334,False,,,O'Connor's Terrace,residential,True,53.063,"LINESTRING (-9.508272 52.0605881, -9.5083197 52.0610644)",,,,,
172693348,False,,,O'Connel's Terrace,residential,True,19.404,"LINESTRING (-9.508272 52.0605881, -9.5082374 52.0604149)",,,,,
172693346,False,,,Sunnyhill,residential,False,106.66300000000001,"LINESTRING (-9.508272 52.0605881, -9.508334 52.0605842, -9.5087143 52.0605606, -9.508748 52.0605812, -9.5087759 52.0605983, -9.5088075 52.0606807, -9.5090119 52.0612139)",,,,,
168780370,False,,,,residential,False,24.7,"LINESTRING (-9.4994415 52.0607848, -9.4997964 52.0607432)",,,,,
197664084,False,,,,residential,False,108.52300000000001,"LINESTRING (-9.4994415 52.0607848, -9.4994651 52.0612704, -9.4995227 52.0613987, -9.4998785 52.0616809)",,,,,
197664084,False,,,,residential,True,82.056,"LINESTRING (-9.4994415 52.0607848, -9.4994176 52.0603364, -9.4994165 52.0600471)",,,,,
119081601,False,,,Arlington Heights,residential,True,125.737,"LINESTRING (-9.4998785 52.0616809, -9.5000184 52.0616406, -9.5001689 52.0615973, -9.5004117 52.0615848, -9.5016818 52.0616528)",,,,,
197664084,False,,,,residential,False,124.678,"LINESTRING (-9.4998785 52.0616809, -9.5008835 52.0621295, -9.5010702 52.0622128, -9.5012698 52.0623904)",,,,,
197664084,False,,,,residential,True,108.523,"LINESTRING (-9.4998785 52.0616809, -9.4995227 52.0613987, -9.4994651 52.0612704, -9.4994415 52.0607848)",,,,,
136726551,True,,R876,High Street,secondary,False,89.686,"LINESTRING (-9.5098055 52.0599863, -9.5099342 52.0602201, -9.5099986 52.0603357, -9.5101361 52.0605824, -9.5102289 52.0607497)",50,,,,
"[232571401, 232571402, 172440395, 427722061]",False,,,"[""Hogan's Lane (Hilliard's Lane)"", ""Hogan's Ln. (Hilliard's Ln.)""]",residential,False,129.957,"LINESTRING (-9.5098055 52.0599863, -9.5097582 52.0599929, -9.5096325 52.0600181, -9.5086351 52.0602085, -9.5082222 52.0602584, -9.5082349 52.0603887, -9.5082374 52.0604149)",,,,building_passage,
155998921,False,,,Msgr.O'Flaherty Road,residential,False,88.656,"LINESTRING (-9.5116874 52.0598654, -9.5118356 52.0601857, -9.5118539 52.0602263, -9.5118548 52.060271, -9.5118153 52.0604466, -9.511817 52.0605028, -9.5118378 52.0605591, -9.5118688 52.0606432)",,,,,
34918984,False,,,Countess Road,tertiary,False,111.219,"LINESTRING (-9.5071735 52.0567707, -9.5070568 52.0567682, -9.5068735 52.056758, -9.5067216 52.0567751, -9.5055694 52.0569051)",50,,,,
"[233762296, 427722089]",False,2,N71,The Haha,primary,False,61.531,"LINESTRING (-9.5071735 52.0567707, -9.5071279 52.0568706, -9.5069981 52.0570298, -9.5068837 52.0571637, -9.5068577 52.0572213, -9.5068631 52.0572817)",50,,,,
427722069,False,2,N71,Muckross Road,primary,True,88.054,"LINESTRING (-9.5071735 52.0567707, -9.507184 52.056732, -9.5071981 52.0566796, -9.5071805 52.0565022, -9.5071709 52.0563362, -9.5071626 52.0561388, -9.5071604 52.0561028, -9.5071622 52.0559806)",50,,,,
136726552,True,1,N71,Kenmare Place,primary,False,17.474,"LINESTRING (-9.507973 52.0575194, -9.5080975 52.0575567, -9.5081491 52.0575721, -9.5081968 52.0575942)",,roundabout,,,
136726555,True,1,N71,Mission Road,primary,False,19.905,"LINESTRING (-9.507973 52.0575194, -9.5081342 52.0574979, -9.508155 52.0574951, -9.5082564 52.0574786)",50,,,,
38287748,False,2,R877,College Street,secondary,True,58.881,"LINESTRING (-9.5075022 52.0587183, -9.5073563 52.0587874, -9.5068742 52.0590797)",30,,,,
136726559,True,,R877,Plunkett Street,secondary,False,22.326,"LINESTRING (-9.5075022 52.0587183, -9.5076419 52.0586801, -9.5078147 52.0586695)",,,,,
"[1102321685, 136726547, 427722053, 427722054]",False,2,,Beech Road,unclassified,True,182.779,"LINESTRING (-9.511562 52.0588903, -9.5114498 52.058533, -9.511385 52.0583468, -9.5112673 52.0580366, -9.5112293 52.0579415, -9.511225 52.057918, -9.5111666 52.0577212, -9.5111354 52.0576092, -9.5110418 52.0572785)",,,,,
427722080,False,,R877,New Street,secondary,True,61.223,"LINESTRING (-9.511562 52.0588903, -9.5112956 52.0589277, -9.510684 52.0589981)",50,,,,
38287748,False,2,R877,College Street,secondary,True,9.177,"LINESTRING (-9.5068742 52.0590797, -9.5067936 52.0591457)",30,,,,
38287748,False,2,R877,College Street,secondary,False,58.881,"LINESTRING (-9.5068742 52.0590797, -9.5073563 52.0587874, -9.5075022 52.0587183)",30,,,,
"[232475208, 172821027, 232475205]",False,,,Saint Anthony's Place,unclassified,True,122.78,"LINESTRING (-9.5068742 52.0590797, -9.506807 52.0590258, -9.5067219 52.0589568, -9.5058669 52.0581659)",,,,yes,
136726554,False,,,New Market Lane,unclassified,False,52.423,"LINESTRING (-9.5096637 52.0597173, -9.5089314 52.0598571)",,,,,
136726551,True,,R876,High Street,secondary,False,31.444,"LINESTRING (-9.5096637 52.0597173, -9.5096949 52.0597737, -9.5098055 52.0599863)",50,,,,
"[55637440, 361533110, 427722055]",False,2,R876,"['Michael Collins Place', 'College Street']",secondary,False,83.033,"LINESTRING (-9.5060323 52.0597836, -9.5059359 52.0598132, -9.5056844 52.0598903, -9.5055184 52.0599138, -9.5054587 52.0599223, -9.5054029 52.0599323, -9.5053341 52.0599366, -9.5049646 52.0599599, -9.5049067 52.0599636, -9.5048696 52.059965)",50,,,,
"[295213018, 427722063, 361533111]",False,,R876,"['Lewis Road', 'Michael Collins Place']",secondary,True,73.218,"LINESTRING (-9.5060323 52.0597836, -9.5061068 52.059805, -9.5061572 52.0598646, -9.5061654 52.0600213, -9.5061433 52.0603006, -9.506135 52.0604048)",50,,,,
"[361533112, 38287748]",False,2,R877,"['Michael Collins Place', 'College Street']",secondary,False,88.235,"LINESTRING (-9.5060323 52.0597836, -9.5061044 52.059733, -9.5061546 52.0596978, -9.5063543 52.0595621, -9.5065659 52.0593704, -9.5067936 52.0591457)","['50', '30']",,,,
"[136726548, 26526878, 26526879]",False,,,Dennehy's Boreen,residential,False,410.627,"LINESTRING (-9.503486 52.0600642, -9.5032314 52.0607499, -9.5031383 52.0609117, -9.5030015 52.0610538, -9.5028415 52.0612216, -9.5028359 52.0613347, -9.5031705 52.0615713, -9.5032101 52.0616766, -9.5031748 52.0617036, -9.5029964 52.0617714, -9.5026391 52.061833, -9.5023751 52.0625743, -9.5023695 52.0626978, -9.5025573 52.0633368)",,,yes,,
"[55637441, 425404069, 38289831, 1146534868, 168780282]",False,2,R876,"['Park Road', 'Fairhill']",secondary,False,279.391,"LINESTRING (-9.503486 52.0600642, -9.5028181 52.0600471, -9.501788 52.0599836, -9.5015722 52.0599703, -9.5012815 52.0599572, -9.5007944 52.0599519, -9.500643 52.0599534, -9.5004983 52.0599645, -9.4997216 52.0600245, -9.4994165 52.0600471)",50,,,yes,
425404068,False,1,R876,Fairhill,secondary,True,22.358,"LINESTRING (-9.503486 52.0600642, -9.5036843 52.0600572, -9.5037031 52.0600566, -9.5038125 52.0600527)",,,,,
172962661,False,,,Msgr.O'Flaherty Road,residential,True,169.097,"LINESTRING (-9.5106684 52.0616052, -9.5108337 52.0615611, -9.511991 52.061252, -9.5120335 52.061218, -9.512058 52.0611885, -9.5120562 52.0611606, -9.5120555 52.0611499, -9.511878 52.0606682, -9.5118688 52.0606432)",,,,,
433168966,False,3,R876,High Street,secondary,False,36.008,"LINESTRING (-9.5106684 52.0616052, -9.510651 52.0616467, -9.5105773 52.0617616, -9.5105662 52.0617789, -9.5104834 52.0619081)",50,,,,
38287749,False,2,R876,East Avenue Road,secondary,True,256.66799999999995,"LINESTRING (-9.5045592 52.0595601, -9.5045776 52.0595048, -9.5046152 52.0593642, -9.5047113 52.05913, -9.5047497 52.0590524, -9.5048083 52.0589651, -9.5048869 52.0588599, -9.5050184 52.0586796, -9.5050768 52.0586093, -9.5054016 52.0583455, -9.5057876 52.0581059, -9.5058862 52.058066, -9.5063128 52.0579516, -9.5066432 52.0578966, -9.5066717 52.0578905, -9.5067389 52.0578752)",,,,,
1135273535,True,2,R876,,secondary,False,33.397,"LINESTRING (-9.5045592 52.0595601, -9.5045278 52.0597211, -9.5045161 52.0598591)",,,,,
168780328,True,1,,East Avenue,secondary,False,34.424,"LINESTRING (-9.5043742 52.0598479, -9.5044324 52.0597678, -9.5045592 52.0595601)",,,,,
1135273531,True,,R876,,secondary,False,10.08,"LINESTRING (-9.5043742 52.0598479, -9.5044226 52.0598427, -9.5044714 52.0598466, -9.5045161 52.0598591)",,,,,
1135273529,True,,R876,,secondary,False,21.783,"LINESTRING (-9.504575 52.0599007, -9.5047009 52.0599482, -9.5048696 52.059965)",,,,,
1135273533,True,,R876,,secondary,False,12.085999999999999,"LINESTRING (-9.504575 52.0599007, -9.5045883 52.0599266, -9.5045899 52.0599538, -9.5045796 52.0599802, -9.5045583 52.060004)",,,,,
"[1135273531, 1135273534]",True,,R876,,secondary,False,12.261000000000001,"LINESTRING (-9.5042639 52.0599283, -9.5042767 52.0599019, -9.5043007 52.0598786, -9.504334 52.0598602, -9.5043742 52.0598479)",,,,,
1135273528,True,2,R876,,secondary,False,21.72,"LINESTRING (-9.5048696 52.059965, -9.5045583 52.060004)",,,,,
"[55637440, 361533110, 427722055]",False,2,R876,"['Michael Collins Place', 'College Street']",secondary,True,83.033,"LINESTRING (-9.5048696 52.059965, -9.5049067 52.0599636, -9.5049646 52.0599599, -9.5053341 52.0599366, -9.5054029 52.0599323, -9.5054587 52.0599223, -9.5055184 52.0599138, -9.5056844 52.0598903, -9.5059359 52.0598132, -9.5060323 52.0597836)",50,,,,
38289830,True,1,R876,Fairhill,secondary,False,34.874,"LINESTRING (-9.5043194 52.0600206, -9.5042797 52.060026, -9.5041193 52.0600394, -9.5038125 52.0600527)",,,,,
1135273532,True,,R876,,secondary,False,11.373,"LINESTRING (-9.5043194 52.0600206, -9.504284 52.0599943, -9.5042647 52.0599624, -9.5042639 52.0599283)",,,,,
168780354,False,,,Friary Downs,residential,True,81.203,"LINESTRING (-9.5012735 52.0604521, -9.5006996 52.0604452, -9.5005543 52.0604681, -9.5003307 52.0607179)",,,,,
168780354,False,,,Friary Downs,residential,False,81.203,"LINESTRING (-9.5003307 52.0607179, -9.5005543 52.0604681, -9.5006996 52.0604452, -9.5012735 52.0604521)",,,,,
168780370,False,,,,residential,True,37.411,"LINESTRING (-9.5003307 52.0607179, -9.5002077 52.060695, -9.4997964 52.0607432)",,,,,
361950887,False,,,Friary Downs,residential,False,134.843,"LINESTRING (-9.5003307 52.0607179, -9.5003791 52.060782, -9.5003866 52.060947, -9.5004947 52.0609974, -9.501948 52.061002)",,,,,
361950887,False,,,Friary Downs,residential,True,134.843,"LINESTRING (-9.501948 52.061002, -9.5004947 52.0609974, -9.5003866 52.060947, -9.5003791 52.060782, -9.5003307 52.0607179)",,,,,
119081601,False,,,Arlington Heights,residential,False,125.737,"LINESTRING (-9.5016818 52.0616528, -9.5004117 52.0615848, -9.5001689 52.0615973, -9.5000184 52.0616406, -9.4998785 52.0616809)",,,,,
168780325,False,,,Burr Ridge,residential,True,44.762,"LINESTRING (-9.5018948 52.0622704, -9.5013591 52.0623732, -9.5012698 52.0623904)",,,,,
168780325,False,,,Burr Ridge,residential,False,44.762,"LINESTRING (-9.5012698 52.0623904, -9.5013591 52.0623732, -9.5018948 52.0622704)",,,,,
197664084,False,,,,residential,False,37.958999999999996,"LINESTRING (-9.5012698 52.0623904, -9.5014487 52.0626081, -9.5014688 52.0626645, -9.5014827 52.0627033)",,,,,
197664084,False,,,,residential,True,124.678,"LINESTRING (-9.5012698 52.0623904, -9.5010702 52.0622128, -9.5008835 52.0621295, -9.4998785 52.0616809)",,,,,
168780330,False,,,,residential,True,15.458,"LINESTRING (-9.5021071 52.0626122, -9.5018871 52.0626443)",,,,,
168780330,False,,,,residential,False,15.458,"LINESTRING (-9.5018871 52.0626443, -9.5021071 52.0626122)",,,,,
168780330,False,,,,residential,True,28.414,"LINESTRING (-9.5018871 52.0626443, -9.5014827 52.0627033)",,,,,
168780332,False,,,,residential,False,90.33,"LINESTRING (-9.5018871 52.0626443, -9.5020251 52.0630087, -9.5021071 52.063444)",,,,,
168780330,False,,,,residential,False,28.414,"LINESTRING (-9.5014827 52.0627033, -9.5018871 52.0626443)",,,,,
197664084,False,,,,residential,False,19.638,"LINESTRING (-9.5014827 52.0627033, -9.5015443 52.0628758)",,,,,
197664084,False,,,,residential,True,37.959,"LINESTRING (-9.5014827 52.0627033, -9.5014688 52.0626645, -9.5014487 52.0626081, -9.5012698 52.0623904)",,,,,
168780286,False,,,Saill Ardán,residential,False,30.357,"LINESTRING (-9.5015443 52.0628758, -9.5011397 52.0629883)",,,,,
197664084,False,,,,residential,True,19.638,"LINESTRING (-9.5015443 52.0628758, -9.5014827 52.0627033)",,,,,
197664084,False,,,,residential,False,70.65,"LINESTRING (-9.5015443 52.0628758, -9.5016052 52.0630663, -9.5014673 52.0634993)",,,,,
168780286,False,,,Saill Ardán,residential,True,30.357,"LINESTRING (-9.5011397 52.0629883, -9.5015443 52.0628758)",,,,,
168780286,False,,,Saill Ardán,residential,False,97.12799999999999,"LINESTRING (-9.5011397 52.0629883, -9.5010474 52.0632653, -9.5009868 52.0633058, -9.5009051 52.0633123, -9.5008129 52.0632896, -9.5007813 52.0632378, -9.500834 52.0630887, -9.5008867 52.0630547, -9.5011397 52.0629883)",,,,,
168780286,False,,,Saill Ardán,residential,True,97.128,"LINESTRING (-9.5011397 52.0629883, -9.5008867 52.0630547, -9.500834 52.0630887, -9.5007813 52.0632378, -9.5008129 52.0632896, -9.5009051 52.0633123, -9.5009868 52.0633058, -9.5010474 52.0632653, -9.5011397 52.0629883)",,,,,
168780332,False,,,,residential,True,90.33,"LINESTRING (-9.5021071 52.063444, -9.5020251 52.0630087, -9.5018871 52.0626443)",,,,,
197664084,False,,,,residential,True,70.65,"LINESTRING (-9.5014673 52.0634993, -9.5016052 52.0630663, -9.5015443 52.0628758)",,,,,
"[136726562, 233756165]",False,,R876,Rock Road,secondary,False,72.22,"LINESTRING (-9.5104834 52.0619081, -9.5106383 52.0619725, -9.5107071 52.0620018, -9.5107327 52.0620156, -9.5109985 52.0621339, -9.5113252 52.0622996)",,,,,
"[427722088, 233756164]",False,2,R876,Saint Anne's Road,secondary,False,162.084,"LINESTRING (-9.5104834 52.0619081, -9.5103041 52.0618849, -9.5102551 52.0618786, -9.5100905 52.0618637, -9.5099667 52.0618609, -9.5098265 52.0618727, -9.5096279 52.0619157, -9.5094806 52.0619559, -9.509382 52.0619921, -9.5092406 52.0620636, -9.5091371 52.0621267, -9.5090754 52.0621736, -9.5085916 52.0625594)",50,,,,
433168966,False,3,R876,High Street,secondary,True,36.008,"LINESTRING (-9.5104834 52.0619081, -9.5105662 52.0617789, -9.5105773 52.0617616, -9.510651 52.0616467, -9.5106684 52.0616052)",50,,,,
168871174,False,,,Countess Grove,residential,False,15.16,"LINESTRING (-9.5030072 52.0552148, -9.5029762 52.0550798)",,,,,
168871174,False,,,Countess Grove,residential,True,55.929,"LINESTRING (-9.5030072 52.0552148, -9.5030539 52.055383, -9.5031449 52.0557106)",,,,,
168871185,False,,,Countess Grove,residential,True,240.03,"LINESTRING (-9.4998991 52.055293, -9.5022328 52.055918, -9.5024106 52.0559348, -9.5031845 52.055853)",,,,,
168871174,False,,,Countess Grove,residential,False,16.064,"LINESTRING (-9.5031845 52.055853, -9.5031449 52.0557106)",,,,,
168871174,False,,,Countess Grove,residential,True,52.152,"LINESTRING (-9.5031845 52.055853, -9.5032998 52.056307, -9.5033022 52.0563164)",,,,,
168871185,False,,,Countess Grove,residential,False,240.03,"LINESTRING (-9.5031845 52.055853, -9.5024106 52.0559348, -9.5022328 52.055918, -9.4998991 52.055293)",,,,,
168871182,False,,,Countess Grove,residential,True,164.657,"LINESTRING (-9.4999401 52.0560077, -9.5020368 52.0565739, -9.5020964 52.0566367)",,,,,
168871174,False,,,Countess Grove,residential,False,19.212,"LINESTRING (-9.5033456 52.0564871, -9.5033022 52.0563164)",,,,,
168871184,False,,,Countess Grove,residential,False,87.015,"LINESTRING (-9.5033456 52.0564871, -9.5020964 52.0566367)",,,,,
168871174,False,,,Countess Grove,residential,True,76.126,"LINESTRING (-9.5033456 52.0564871, -9.5033875 52.0566556, -9.5033392 52.0571689)",,,,,
168871184,False,,,Countess Grove,residential,False,97.176,"LINESTRING (-9.5020964 52.0566367, -9.5007013 52.0568037)",,,,,
168871184,False,,,Countess Grove,residential,True,87.015,"LINESTRING (-9.5020964 52.0566367, -9.5033456 52.0564871)",,,,,
168871182,False,,,Countess Grove,residential,False,164.657,"LINESTRING (-9.5020964 52.0566367, -9.5020368 52.0565739, -9.4999401 52.0560077)",,,,,
168871184,False,,,Countess Grove,residential,True,97.176,"LINESTRING (-9.5007013 52.0568037, -9.5020964 52.0566367)",,,,,
