osmid,oneway,ref,highway,reversed,length,geometry,name,maxspeed,lanes,junction,bridge
348782377,True,R595,secondary,False,114.447,"LINESTRING (-9.2675811 51.5479711, -9.2676681 51.5481429, -9.2677344 51.5482877, -9.2678237 51.5484336, -9.2678781 51.5485378, -9.2679979 51.5487672, -9.2680193 51.5488112, -9.2680586 51.5488793, -9.2681026 51.5489474)",Townsend Street,50,1,,
854784163,False,R595,secondary,False,10.149,"LINESTRING (-9.2625154 51.5538823, -9.2624405 51.5539608)",Cork Road,50,2,,
854784163,False,R595,secondary,True,25.529,"LINESTRING (-9.2625154 51.5538823, -9.2627126 51.5536882)",Cork Road,50,2,,
186630098,True,,residential,False,31.186,"LINESTRING (-9.2629492 51.5541476, -9.262856 51.5540102, -9.2627652 51.5539459, -9.2626971 51.5539285)",Mill Road,,1,,
110541137,False,R595,secondary,False,28.716,"LINESTRING (-9.2629345 51.5534699, -9.2627126 51.5536882)",Cork Road,50,2,,
80916357,True,,residential,False,32.109,"LINESTRING (-9.2629345 51.5534699, -9.2629113 51.5536184, -9.262893 51.5537575)",Mill Road,,1,,
110541139,False,R595,secondary,True,41.92400000000001,"LINESTRING (-9.2629345 51.5534699, -9.2632286 51.5531949, -9.263254 51.5531712, -9.2632704 51.553156)",North Street,,2,,
80916357,True,,residential,False,36.81,"LINESTRING (-9.2628998 51.5538205, -9.2629414 51.5539046, -9.2629492 51.5541476)",Mill Road,,1,,
186630105,True,,residential,False,20.296,"LINESTRING (-9.2628998 51.5538205, -9.2628777 51.5538739, -9.2628026 51.5539106, -9.2626971 51.5539285)",,,1,,
80916357,True,,residential,False,7.021,"LINESTRING (-9.262893 51.5537575, -9.2628998 51.5538205)",Mill Road,,1,,
116828644,True,R595,secondary,False,22.305,"LINESTRING (-9.2678997 51.5491295, -9.2677077 51.5491466, -9.2675806 51.5491589)",Main Street,,,,
123278768,True,R595,secondary,False,7.559,"LINESTRING (-9.265792 51.5490917, -9.2656966 51.5490585)",Market Street,,,,
186630119,True,R931,secondary,False,26.667,"LINESTRING (-9.270673 51.5525456, -9.2707188 51.5524635, -9.2707457 51.5523115)",,,1,,
954671038,True,N71,primary,False,19.33,"LINESTRING (-9.270673 51.5525456, -9.270815 51.5525209, -9.2709471 51.5525225)",,,1,roundabout,
186630104,True,N71,primary,False,32.147000000000006,"LINESTRING (-9.2716134 51.552731, -9.2713508 51.5527365, -9.2711632 51.5527834)",Schull Road,,2,,
116828645,True,N71,primary,False,36.027,"LINESTRING (-9.2711343 51.5526036, -9.2716134 51.552731)",Schull Road,,1,,
308163488,True,N71,primary,False,20.55,"LINESTRING (-9.2711343 51.5526036, -9.2711716 51.5526699, -9.2711795 51.5527232, -9.2711632 51.5527834)",,,1,roundabout,
176845307,False,,tertiary,True,26.5,"LINESTRING (-9.2700993 51.5467504, -9.2701837 51.5468088, -9.2703232 51.546943)",,,,,
187424737,False,,residential,False,48.60699999999999,"LINESTRING (-9.2700993 51.5467504, -9.2699138 51.546878, -9.2697905 51.546908, -9.2696724 51.5469047, -9.2695222 51.546848)",,,,,
176845307,False,,tertiary,False,26.5,"LINESTRING (-9.2703232 51.546943, -9.2701837 51.5468088, -9.2700993 51.5467504)",,,,,
176845307,False,,tertiary,True,62.86999999999999,"LINESTRING (-9.2703232 51.546943, -9.2704144 51.5470206, -9.2705069 51.5471107, -9.2706518 51.5472495, -9.2706873 51.5473142, -9.2706947 51.5473675, -9.2706759 51.5474113, -9.2706525 51.5474372)",,,,,
187424733,False,,unclassified,True,74.91900000000001,"LINESTRING (-9.2703232 51.546943, -9.2701177 51.5471282, -9.2699889 51.5471182, -9.2695759 51.5473818)",,,,,
28500924,False,R931,secondary,True,25.468,"LINESTRING (-9.2707552 51.5498679, -9.2709217 51.5499147, -9.2710896 51.5499639)",Bridge Street,,2,,
123811151,False,R931,secondary,False,189.499,"LINESTRING (-9.2707552 51.5498679, -9.270336 51.5497573, -9.2700574 51.5496846, -9.2698294 51.5496167, -9.2695629 51.5495131, -9.2690122 51.5493254, -9.2687626 51.5492403, -9.2685719 51.5492018, -9.2682775 51.5491577)",Bridge Street,,2,,
123811155,True,L4254,unclassified,False,244.758,"LINESTRING (-9.2707552 51.5498679, -9.2710766 51.5493582, -9.27124 51.5488336, -9.2712721 51.5485704, -9.2712639 51.5484059, -9.2712269 51.5482635, -9.2711518 51.5479165, -9.27101 51.547741)",Rossa Road / The Cutting,,1,,
187430929,False,,residential,True,174.285,"LINESTRING (-9.2632023 51.546556, -9.2630957 51.5467079, -9.2625217 51.5467012, -9.26235 51.5467212, -9.2618565 51.5469848, -9.2618028 51.5470281, -9.2618189 51.5470882, -9.2619155 51.5471549, -9.2623017 51.5472216, -9.2624251 51.547225)",Cois Caol,,,,
1015699197,False,,tertiary,False,83.217,"LINESTRING (-9.2632023 51.546556, -9.263536 51.5466443, -9.2639463 51.5468014, -9.2640758 51.5468565, -9.2641034 51.5468682, -9.2642426 51.5469274)",School Link Road,,2,,
1015699197,False,,tertiary,True,71.304,"LINESTRING (-9.2632023 51.546556, -9.2628867 51.546496, -9.2625331 51.5464679, -9.2622691 51.5464709, -9.2621885 51.5464718)",School Link Road,,2,,
1015699197,False,,tertiary,False,29.042,"LINESTRING (-9.2617743 51.546515, -9.2621885 51.5464718)",School Link Road,,2,,
187430940,False,,residential,False,138.98800000000003,"LINESTRING (-9.2617743 51.546515, -9.2618565 51.5467279, -9.2618243 51.5467913, -9.261776 51.546848, -9.2617271 51.5468799, -9.2613415 51.5471316, -9.2612503 51.5471449, -9.2611484 51.5471182, -9.2608265 51.5469147, -9.2607407 51.5468347)",The Mills,,,,
1015699197,False,,tertiary,True,156.94199999999998,"LINESTRING (-9.2617743 51.546515, -9.2608026 51.5466304, -9.2604587 51.5466354, -9.2601484 51.5466159, -9.25986 51.546579, -9.25955 51.5465086)",School Link Road,,2,,
176845308,False,,residential,True,99.968,"LINESTRING (-9.2675203 51.5461516, -9.2672212 51.5462967, -9.2671341 51.5463267, -9.2670348 51.5462942, -9.2668544 51.5461153, -9.2667519 51.5461107, -9.2665762 51.5461541, -9.2663737 51.5462124)",,,,,
176845308,False,,residential,False,99.968,"LINESTRING (-9.2663737 51.5462124, -9.2665762 51.5461541, -9.2667519 51.5461107, -9.2668544 51.5461153, -9.2670348 51.5462942, -9.2671341 51.5463267, -9.2672212 51.5462967, -9.2675203 51.5461516)",,,,,
348782377,True,R595,secondary,False,212.72500000000002,"LINESTRING (-9.2663737 51.5462124, -9.2669681 51.5470286, -9.2671713 51.547307, -9.2673014 51.5475204, -9.2673164 51.5475455, -9.2674247 51.5477272, -9.2675811 51.5479711)",Townsend Street,50,1,,
176845311,False,,residential,True,60.012,"LINESTRING (-9.2660023 51.5482485, -9.2657492 51.5482994, -9.2654693 51.5483914, -9.2652376 51.5484949)",Warners Lane,,,,
176845292,True,,tertiary,False,48.27,"LINESTRING (-9.2685851 51.5486375, -9.2682175 51.5488516, -9.268161 51.5488849, -9.2681299 51.5489127, -9.2681026 51.5489474)",Mardyke Street,,1,,
341231077,False,,residential,True,190.86899999999997,"LINESTRING (-9.2685851 51.5486375, -9.2684085 51.5485293, -9.2682831 51.5483869, -9.2681447 51.5480992, -9.2681565 51.5480427, -9.2684571 51.5479222, -9.2685915 51.5478041, -9.2685813 51.5477907, -9.2685706 51.5477767, -9.2675811 51.5479711)",Ninety Eight Street,,,,
348782377,True,R595,secondary,False,11.782,"LINESTRING (-9.2681026 51.5489474, -9.2681009 51.5489962, -9.2680909 51.549053)",Townsend Street,50,1,,
176845291,True,R595,secondary,False,86.18599999999999,"LINESTRING (-9.267394 51.5491753, -9.2672795 51.5491791, -9.2671722 51.5491779, -9.2667988 51.5491737, -9.2665024 51.5491589, -9.2662083 51.5491248, -9.2661543 51.5491203)",Main Street,,,,
176845304,False,,residential,False,42.765,"LINESTRING (-9.267394 51.5491753, -9.2674911 51.5494326, -9.2673529 51.5494768, -9.2673161 51.5494828)",,,,,
176845293,False,,residential,False,72.90700000000001,"LINESTRING (-9.2651986 51.5493744, -9.2651833 51.5495279, -9.2651541 51.5496252, -9.2651829 51.549705, -9.2656659 51.5498186)",Windmill Lane,,,,
44150792,False,,tertiary,True,80.281,"LINESTRING (-9.2720496 51.5503599, -9.2714222 51.5500519, -9.2712175 51.5499933, -9.2710896 51.5499639)",Upper Bridge Street,,,,
176845298,False,,residential,False,60.86899999999999,"LINESTRING (-9.2720496 51.5503599, -9.2718771 51.5505275, -9.2718559 51.5505969, -9.2718627 51.5506413, -9.271886 51.550674, -9.2719352 51.5506905, -9.2719907 51.5506983, -9.2721392 51.5506107)",,,,,
"[177714372, 186640740]",False,R595,secondary,False,169.14700000000002,"LINESTRING (-9.2642426 51.5469274, -9.2642668 51.546866, -9.264291 51.5468045, -9.2643018 51.5467772, -9.2643204 51.5467435, -9.2643518 51.5466901, -9.2644312 51.5465553, -9.2644806 51.5464715, -9.2645777 51.5463394, -9.2646525 51.5462375, -9.2647117 51.546157, -9.264933 51.5458559, -9.2650392 51.5457271, -9.2652045 51.545533)",,,2,,
1015699197,False,,tertiary,True,83.217,"LINESTRING (-9.2642426 51.5469274, -9.2641034 51.5468682, -9.2640758 51.5468565, -9.2639463 51.5468014, -9.263536 51.5466443, -9.2632023 51.546556)",School Link Road,,2,,
168904169,True,,unclassified,False,26.777,"LINESTRING (-9.2711134 51.5528392, -9.2711054 51.5529321, -9.2711695 51.5530744)",,,1,,
954671040,True,N71,primary,False,14.695,"LINESTRING (-9.2711134 51.5528392, -9.2710408 51.5528832, -9.2709409 51.5529135)",,,1,roundabout,
854784164,True,,residential,False,13.572,"LINESTRING (-9.2626971 51.5539285, -9.2625154 51.5538823)",Mill Road,,1,,
443246823,True,,tertiary,False,35.379999999999995,"LINESTRING (-9.2705626 51.553163, -9.2706051 51.55301, -9.2706158 51.552915, -9.2706105 51.5528474)",,,2,,
186630120,True,,unclassified,False,23.987,"LINESTRING (-9.2711695 51.5530744, -9.2710222 51.5529561, -9.2709409 51.5529135)",,,1,,
110541137,False,R595,secondary,True,28.716,"LINESTRING (-9.2627126 51.5536882, -9.2629345 51.5534699)",Cork Road,50,2,,
854784163,False,R595,secondary,False,25.529,"LINESTRING (-9.2627126 51.5536882, -9.2625154 51.5538823)",Cork Road,50,2,,
186630112,True,,residential,False,14.989,"LINESTRING (-9.2627126 51.5536882, -9.2628138 51.5537106, -9.262893 51.5537575)",,,1,,
854784163,False,R595,secondary,True,10.149,"LINESTRING (-9.2624405 51.5539608, -9.2625154 51.5538823)",Cork Road,50,2,,
344255633,False,,unclassified,False,224.434,"LINESTRING (-9.2624405 51.5539608, -9.2621684 51.5538681, -9.2620835 51.5538392, -9.2618487 51.5537861, -9.2615015 51.5539873, -9.261126 51.5541841, -9.2609565 51.5542186, -9.2608408 51.5542183, -9.2607435 51.5541754, -9.2604876 51.554014, -9.2604096 51.5539255, -9.2603326 51.5538381, -9.2600811 51.5535529)",,,,,
1015699197,False,,tertiary,False,156.942,"LINESTRING (-9.25955 51.5465086, -9.25986 51.546579, -9.2601484 51.5466159, -9.2604587 51.5466354, -9.2608026 51.5466304, -9.2617743 51.546515)",School Link Road,,2,,
1015699197,False,,tertiary,True,29.042,"LINESTRING (-9.2621885 51.5464718, -9.2617743 51.546515)",School Link Road,,2,,
187430934,False,,residential,False,205.38899999999998,"LINESTRING (-9.2621885 51.5464718, -9.2621783 51.546411, -9.2619852 51.5461041, -9.2618887 51.546004, -9.2617814 51.5458839, -9.2616741 51.5458238, -9.2614863 51.5457838, -9.2613254 51.5457705, -9.2611055 51.5457838, -9.2607782 51.5458238, -9.2603866 51.5459172, -9.2600594 51.5459639, -9.2599414 51.5459706)",The Mills,,,,
1015699197,False,,tertiary,False,71.304,"LINESTRING (-9.2621885 51.5464718, -9.2622691 51.5464709, -9.2625331 51.5464679, -9.2628867 51.546496, -9.2632023 51.546556)",School Link Road,,2,,
1214250370,False,,residential,False,11.113,"LINESTRING (-9.2721392 51.5506107, -9.2720237 51.5505412)",,,,,
1214250370,False,,residential,True,11.651,"LINESTRING (-9.2721392 51.5506107, -9.2722604 51.5506835)",,,,,
176845298,False,,residential,True,60.869,"LINESTRING (-9.2721392 51.5506107, -9.2719907 51.5506983, -9.2719352 51.5506905, -9.271886 51.550674, -9.2718627 51.5506413, -9.2718559 51.5505969, -9.2718771 51.5505275, -9.2720496 51.5503599)",,,,,
187424753,False,,residential,False,36.79,"LINESTRING (-9.2685365 51.54719, -9.2684064 51.5469247, -9.2684011 51.5468713)",,,,,
187424731,False,,residential,True,23.313,"LINESTRING (-9.2689904 51.5465316, -9.2689429 51.546481, -9.2687658 51.5463776)",,,,,
187424737,False,,residential,False,56.934,"LINESTRING (-9.2689904 51.5465316, -9.2689375 51.5465277, -9.2684011 51.5468713)",,,,,
187424737,False,,residential,True,51.457,"LINESTRING (-9.2689904 51.5465316, -9.2690287 51.5465344, -9.2695222 51.546848)",,,,,
187424737,False,,residential,False,23.188000000000002,"LINESTRING (-9.2684011 51.5468713, -9.2683313 51.5468713, -9.2681489 51.5467513)",,,,,
187424737,False,,residential,True,56.934,"LINESTRING (-9.2684011 51.5468713, -9.2689375 51.5465277, -9.2689904 51.5465316)",,,,,
187424753,False,,residential,True,36.79,"LINESTRING (-9.2684011 51.5468713, -9.2684064 51.5469247, -9.2685365 51.54719)",,,,,
187424731,False,,residential,False,23.313,"LINESTRING (-9.2687658 51.5463776, -9.2689429 51.546481, -9.2689904 51.5465316)",,,,,
187424733,False,,unclassified,False,74.919,"LINESTRING (-9.2695759 51.5473818, -9.2699889 51.5471182, -9.2701177 51.5471282, -9.2703232 51.546943)",,,,,
187424717,False,,residential,False,54.900999999999996,"LINESTRING (-9.2689536 51.5471115, -9.2690394 51.5471516, -9.2695222 51.546848)",,,,,
187424737,False,,residential,True,23.188000000000002,"LINESTRING (-9.2681489 51.5467513, -9.2683313 51.5468713, -9.2684011 51.5468713)",,,,,
187424717,False,,residential,True,54.900999999999996,"LINESTRING (-9.2695222 51.546848, -9.2690394 51.5471516, -9.2689536 51.5471115)",,,,,
187424737,False,,residential,False,51.457,"LINESTRING (-9.2695222 51.546848, -9.2690287 51.5465344, -9.2689904 51.5465316)",,,,,
187424737,False,,residential,True,48.607,"LINESTRING (-9.2695222 51.546848, -9.2696724 51.5469047, -9.2697905 51.546908, -9.2699138 51.546878, -9.2700993 51.5467504)",,,,,
187430924,False,,residential,False,31.275999999999996,"LINESTRING (-9.2624251 51.547225, -9.2624251 51.5472917, -9.2623554 51.5474585, -9.262291 51.5474451)",,,,,
187430929,False,,residential,False,174.285,"LINESTRING (-9.2624251 51.547225, -9.2623017 51.5472216, -9.2619155 51.5471549, -9.2618189 51.5470882, -9.2618028 51.5470281, -9.2618565 51.5469848, -9.26235 51.5467212, -9.2625217 51.5467012, -9.2630957 51.5467079, -9.2632023 51.546556)",Cois Caol,,,,
187430929,False,,residential,True,34.62,"LINESTRING (-9.2624251 51.547225, -9.2628221 51.5471215, -9.2628864 51.547104)",Cois Caol,,,,
187430923,False,,residential,False,12.175,"LINESTRING (-9.2608802 51.5467679, -9.2607407 51.5468347)",,,,,
187430924,False,,residential,True,31.276000000000003,"LINESTRING (-9.262291 51.5474451, -9.2623554 51.5474585, -9.2624251 51.5472917, -9.2624251 51.547225)",,,,,
187430923,False,,residential,True,12.175,"LINESTRING (-9.2607407 51.5468347, -9.2608802 51.5467679)",,,,,
187430940,False,,residential,False,12.059000000000001,"LINESTRING (-9.2607407 51.5468347, -9.2606709 51.5467846, -9.2606495 51.5467446)",The Mills,,,,
187430940,False,,residential,True,138.988,"LINESTRING (-9.2607407 51.5468347, -9.2608265 51.5469147, -9.2611484 51.5471182, -9.2612503 51.5471449, -9.2613415 51.5471316, -9.2617271 51.5468799, -9.261776 51.546848, -9.2618243 51.5467913, -9.2618565 51.5467279, -9.2617743 51.546515)",The Mills,,,,
187430940,False,,residential,True,12.059000000000001,"LINESTRING (-9.2606495 51.5467446, -9.2606709 51.5467846, -9.2607407 51.5468347)",The Mills,,,,
622313327,False,,residential,False,14.702,"LINESTRING (-9.2634229 51.5485827, -9.2632673 51.5484926)",Chapel Lane,,,,
187430930,False,,residential,True,63.163,"LINESTRING (-9.2634229 51.5485827, -9.2636697 51.5486527, -9.264131 51.5487328, -9.2642225 51.5487763, -9.264238 51.5488046)",,,,,
187430947,False,,residential,True,25.646,"LINESTRING (-9.2634229 51.5485827, -9.2635329 51.5487078, -9.2635603 51.5487942)",Chapel Lane,,,,
622313327,False,,residential,True,14.702,"LINESTRING (-9.2632673 51.5484926, -9.2634229 51.5485827)",Chapel Lane,,,,
187430944,False,,unclassified,False,106.465,"LINESTRING (-9.2632673 51.5484926, -9.2633692 51.5483859, -9.2635677 51.5482024, -9.2637179 51.5480923, -9.2642061 51.5478488, -9.2643182 51.5478124)",The Mill,,,,
187430934,False,,residential,False,28.701,"LINESTRING (-9.2599414 51.5459706, -9.2595712 51.5458539)",The Mills,,,,
187430928,False,,residential,True,138.24999999999997,"LINESTRING (-9.2599414 51.5459706, -9.2601506 51.5464043, -9.2602203 51.5464577, -9.2603062 51.5464744, -9.2606388 51.5464777, -9.2607943 51.546471, -9.2610196 51.5464043, -9.2611269 51.5463443, -9.2611913 51.5464543)",,,,,
187430934,False,,residential,True,205.389,"LINESTRING (-9.2599414 51.5459706, -9.2600594 51.5459639, -9.2603866 51.5459172, -9.2607782 51.5458238, -9.2611055 51.5457838, -9.2613254 51.5457705, -9.2614863 51.5457838, -9.2616741 51.5458238, -9.2617814 51.5458839, -9.2618887 51.546004, -9.2619852 51.5461041, -9.2621783 51.546411, -9.2621885 51.5464718)",The Mills,,,,
187430921,False,,residential,False,47.0,"LINESTRING (-9.259936 51.5456403, -9.2598931 51.545577, -9.2597161 51.5456637, -9.2596088 51.5457604, -9.2595712 51.5458539)",,,,,
123278769,True,R595,secondary,False,99.899,"LINESTRING (-9.2643182 51.5478124, -9.2641994 51.5475536, -9.2641795 51.5473172, -9.2641831 51.5472734, -9.2641991 51.5470763, -9.2642426 51.5469274)",Market Street,,2,,
187430944,False,,unclassified,True,106.465,"LINESTRING (-9.2643182 51.5478124, -9.2642061 51.5478488, -9.2637179 51.5480923, -9.2635677 51.5482024, -9.2633692 51.5483859, -9.2632673 51.5484926)",The Mill,,,,
187430928,False,,residential,False,138.25,"LINESTRING (-9.2611913 51.5464543, -9.2611269 51.5463443, -9.2610196 51.5464043, -9.2607943 51.546471, -9.2606388 51.5464777, -9.2603062 51.5464744, -9.2602203 51.5464577, -9.2601506 51.5464043, -9.2599414 51.5459706)",,,,,
187430934,False,,residential,True,28.701,"LINESTRING (-9.2595712 51.5458539, -9.2599414 51.5459706)",The Mills,,,,
187430921,False,,residential,False,55.511,"LINESTRING (-9.2595712 51.5458539, -9.2593942 51.5462809, -9.2594854 51.5462942)",,,,,
187430921,False,,residential,True,46.99999999999999,"LINESTRING (-9.2595712 51.5458539, -9.2596088 51.5457604, -9.2597161 51.5456637, -9.2598931 51.545577, -9.259936 51.5456403)",,,,,
187430929,False,,residential,False,34.62,"LINESTRING (-9.2628864 51.547104, -9.2628221 51.5471215, -9.2624251 51.547225)",Cois Caol,,,,
34678784,False,,tertiary,False,47.033,"LINESTRING (-9.264238 51.5488046, -9.2642298 51.5488034, -9.2638139 51.5487816, -9.2635603 51.5487942)",High Street,,2,,
34678784,False,,tertiary,True,104.768,"LINESTRING (-9.264238 51.5488046, -9.2645871 51.5488554, -9.2650362 51.5489386, -9.2655976 51.5490427, -9.2656966 51.5490585)",High Street,,2,,
187430930,False,,residential,False,63.16300000000001,"LINESTRING (-9.264238 51.5488046, -9.2642225 51.5487763, -9.264131 51.5487328, -9.2636697 51.5486527, -9.2634229 51.5485827)",,,,,
187430921,False,,residential,True,55.511,"LINESTRING (-9.2594854 51.5462942, -9.2593942 51.5462809, -9.2595712 51.5458539)",,,,,
"[392498282, 176845291, 116828644]",True,R595,secondary,False,13.046000000000001,"LINESTRING (-9.2675806 51.5491589, -9.26754 51.5491628, -9.267435 51.549174, -9.267394 51.5491753)",Main Street,,,,yes
288106903,False,,residential,False,107.68199999999999,"LINESTRING (-9.2675806 51.5491589, -9.2676474 51.5493494, -9.2676902 51.5493938, -9.2682932 51.5494635, -9.2686205 51.5496636, -9.268591 51.5497153)",,,,,
288106903,False,,residential,True,107.68199999999999,"LINESTRING (-9.268591 51.5497153, -9.2686205 51.5496636, -9.2682932 51.5494635, -9.2676902 51.5493938, -9.2676474 51.5493494, -9.2675806 51.5491589)",,,,,
176845304,False,,residential,True,42.866,"LINESTRING (-9.2667167 51.5495812, -9.2673161 51.5494828)",,,,,
176845304,False,,residential,False,42.866,"LINESTRING (-9.2673161 51.5494828, -9.2667167 51.5495812)",,,,,
176845304,False,,residential,True,42.765,"LINESTRING (-9.2673161 51.5494828, -9.2673529 51.5494768, -9.2674911 51.5494326, -9.267394 51.5491753)",,,,,
