osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,tunnel
14216568,True,1,R505,Lower Gate Street,secondary,50,False,10.315999999999999,"LINESTRING (-7.8913557 52.5156987, -7.8914284 52.5157219, -7.8914694 52.5157567)",,
"[373146139, 373146140, 373146141, 373146142]",False,2,R639,,secondary,50,True,283.91499999999996,"LINESTRING (-7.8913557 52.5156987, -7.8913676 52.5156688, -7.8913596 52.5156033, -7.8913145 52.515517, -7.8912007 52.5153451, -7.8911345 52.5152582, -7.890995 52.5150363, -7.8909564 52.5149603, -7.8909493 52.514946, -7.8908377 52.514723, -7.8907639 52.5145053, -7.8907208 52.5143609, -7.8907081 52.5142887, -7.8906939 52.5142085, -7.8906789 52.5140307, -7.8906576 52.5137262, -7.890634 52.513384, -7.8906285 52.5133044, -7.8906265 52.5132117)",,
1017531686,True,1,R639,Ladyswell Street,secondary,50,False,20.924,"LINESTRING (-7.8865835 52.519692, -7.8867433 52.5198531)",,
292189593,False,2,R639,Ladyswell Street,secondary,50,True,84.46300000000001,"LINESTRING (-7.8865835 52.519692, -7.8865397 52.519564, -7.8863982 52.519052, -7.8863573 52.5189452)",,
1221638375,False,2,R505,Lower Gate Street,secondary,50,True,6.879,"LINESTRING (-7.8917257 52.5161048, -7.8916773 52.5160504)",,
373146119,False,2,R505,Lower Gate Street,secondary,50,False,59.037000000000006,"LINESTRING (-7.8917257 52.5161048, -7.891755 52.5161539, -7.891869 52.5163451, -7.8920148 52.5166057)",,
171412414,False,1,,Commandant PJ Hogan Square,residential,,False,102.257,"LINESTRING (-7.8902279 52.5159775, -7.8902533 52.5160258, -7.8902989 52.5161126, -7.8903618 52.5162323, -7.8905036 52.5165022, -7.8903587 52.5165315, -7.8904867 52.5167961)",,
373146120,False,2,R639,Main Street,secondary,50,False,53.196,"LINESTRING (-7.8902279 52.5159775, -7.8900567 52.5160104, -7.8897583 52.5160592, -7.889479 52.5161218)",,
"[373146120, 373146121]",False,2,R639,Main Street,secondary,50,True,45.211999999999996,"LINESTRING (-7.8902279 52.5159775, -7.8905934 52.5159205, -7.8907334 52.5159014, -7.8908156 52.5158902, -7.8908772 52.5158818)",,
373146145,False,2,R692,Clonmel Road,secondary,50,True,21.316,"LINESTRING (-7.88143 52.5134132, -7.8811833 52.513294)",,
373146146,False,2,R692,Clonmel Road,secondary,50,False,35.019,"LINESTRING (-7.88143 52.5134132, -7.8818344 52.5136097)",,
150536841,False,,,Árd Mhuire,residential,,True,37.426,"LINESTRING (-7.88143 52.5134132, -7.8813922 52.5134591, -7.8814023 52.513608, -7.8813751 52.5137432)",,
373146146,False,2,R692,Clonmel Road,secondary,50,False,18.567,"LINESTRING (-7.8818344 52.5136097, -7.8820414 52.5137193)",,
373146146,False,2,R692,Clonmel Road,secondary,50,True,35.019,"LINESTRING (-7.8818344 52.5136097, -7.88143 52.5134132)",,
150536798,False,,,Árd Mhuire,residential,,True,35.183,"LINESTRING (-7.8818344 52.5136097, -7.8817691 52.5136566, -7.8813751 52.5137432)",,
292189599,False,2,R692,Upper Friar Street,secondary,50,True,29.684,"LINESTRING (-7.8826992 52.5141642, -7.8824151 52.5139608)",,
150536834,False,2,,Cathal Brugha Street,residential,,False,233.02300000000002,"LINESTRING (-7.8826992 52.5141642, -7.8826494 52.5141893, -7.8825414 52.5142438, -7.881668 52.5146844, -7.8812689 52.5148857, -7.8811294 52.514964, -7.8810982 52.5150369, -7.8810904 52.5153068, -7.8810759 52.515811)",,
292189599,False,2,R692,Upper Friar Street,secondary,50,False,105.146,"LINESTRING (-7.8826992 52.5141642, -7.8833166 52.5146587, -7.8836145 52.5149279)",,
"[159474336, 25159959]",False,2,,The Green,tertiary,50,False,49.858000000000004,"LINESTRING (-7.8854572 52.5144662, -7.8853558 52.5144823, -7.8852129 52.5144999, -7.885099 52.5145005, -7.8850077 52.5144891, -7.8849453 52.5144761, -7.8847494 52.514425)",,
159474336,False,2,,The Green,tertiary,50,True,35.642,"LINESTRING (-7.8854572 52.5144662, -7.88563 52.5144124, -7.8859261 52.5143202)",,
171412415,False,1,,John Street,residential,50,False,189.58200000000002,"LINESTRING (-7.8854572 52.5144662, -7.8855025 52.5145254, -7.8855531 52.5146093, -7.8855984 52.5146996, -7.8856579 52.5147672, -7.8856737 52.5147852, -7.885957 52.5150254, -7.8861451 52.5152013, -7.8861642 52.5152172, -7.8863528 52.5153744, -7.8864983 52.5154837, -7.8866138 52.5155758, -7.886728 52.5156516, -7.8870954 52.5158194)",,
25159959,False,2,,The Green,tertiary,50,False,97.35499999999999,"LINESTRING (-7.8847494 52.514425, -7.8845871 52.5143663, -7.8842834 52.5142735, -7.8836165 52.5140716, -7.8834675 52.5140282)",,
"[159474336, 25159959]",False,2,,The Green,tertiary,50,True,49.858,"LINESTRING (-7.8847494 52.514425, -7.8849453 52.5144761, -7.8850077 52.5144891, -7.885099 52.5145005, -7.8852129 52.5144999, -7.8853558 52.5144823, -7.8854572 52.5144662)",,
126341112,False,2,,Feehan's Road,tertiary,,True,46.218999999999994,"LINESTRING (-7.8847494 52.514425, -7.8847044 52.5144826, -7.8846076 52.5145114, -7.884235 52.5146862)",,
25159959,False,2,,The Green,tertiary,50,True,15.579,"LINESTRING (-7.8826052 52.5137946, -7.8828155 52.5138516)",,
