osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge
23399625,2,Turvey Avenue,tertiary,50,False,True,81.545,"LINESTRING (-6.1517064 53.4853532, -6.1517212 53.4853822, -6.1527735 53.4857019)",,
"[26876161, 28975628, 28975629]",2,Hearse Road,tertiary,50,False,False,129.764,"LINESTRING (-6.1517064 53.4853532, -6.1516713 53.4853586, -6.1516435 53.4853628, -6.1513716 53.4853465, -6.1512803 53.4853339, -6.1508645 53.4852862, -6.1507958 53.4852806, -6.1505213 53.4852786, -6.1504543 53.4852798, -6.1502943 53.4852826, -6.1500629 53.4852866, -6.149949 53.485289, -6.1498541 53.4853041, -6.1497704 53.4853256)",L2170,yes
366003372,2,Hearse Road,tertiary,50,False,True,144.42100000000002,"LINESTRING (-6.1517064 53.4853532, -6.1520673 53.4852963, -6.1534793 53.4849686, -6.1535952 53.484938, -6.1537343 53.484883)",L2170,
23399505,2,Balcarrick Road,tertiary,50,False,False,39.619,"LINESTRING (-6.1497704 53.4853256, -6.1497119 53.4852996, -6.149558 53.4852456, -6.1493892 53.4851941, -6.1492516 53.4851486)",L2170,
"[26876161, 28975628, 28975629]",2,Hearse Road,tertiary,50,False,True,129.76399999999998,"LINESTRING (-6.1497704 53.4853256, -6.1498541 53.4853041, -6.149949 53.485289, -6.1500629 53.4852866, -6.1502943 53.4852826, -6.1504543 53.4852798, -6.1505213 53.4852786, -6.1507958 53.4852806, -6.1508645 53.4852862, -6.1512803 53.4853339, -6.1513716 53.4853465, -6.1516435 53.4853628, -6.1516713 53.4853586, -6.1517064 53.4853532)",L2170,yes
23399628,2,Saint Patrick's Terrace,residential,30,False,False,45.035,"LINESTRING (-6.1478266 53.4847012, -6.1475299 53.4850657)",,
23399505,2,Balcarrick Road,tertiary,50,False,True,64.13,"LINESTRING (-6.1478266 53.4847012, -6.1482131 53.4848178, -6.1485996 53.4849343, -6.1486902 53.484963)",L2170,
23399552,2,Saint Patrick's Terrace,residential,,False,False,62.969,"LINESTRING (-6.1475299 53.4850657, -6.1483764 53.4853245)",,
23399628,2,Saint Patrick's Terrace,residential,30,False,True,45.035,"LINESTRING (-6.1475299 53.4850657, -6.1478266 53.4847012)",,
23399552,2,Saint Patrick's Terrace,residential,,False,True,40.664,"LINESTRING (-6.148923 53.4854917, -6.1483764 53.4853245)",,
23399622,2,Prospect Hill,residential,,False,True,107.236,"LINESTRING (-6.152852 53.4842786, -6.1530023 53.4842792, -6.1532274 53.4842618, -6.1534474 53.4841912, -6.1534707 53.4841764, -6.1536448 53.4840658, -6.1538444 53.4839239, -6.1540114 53.4839043, -6.1541978 53.4839777)",,
23399624,2,,residential,50,False,False,15.287,"LINESTRING (-6.153857 53.4851379, -6.1538689 53.4852752)",,
23789235,1,,residential,50,False,False,42.374,"LINESTRING (-6.153857 53.4851379, -6.1544974 53.4851341)",,
23399624,2,,residential,50,False,True,29.528999999999996,"LINESTRING (-6.153857 53.4851379, -6.1537946 53.484994, -6.1537658 53.4849278, -6.1537343 53.484883)",,
23399624,2,,residential,50,False,True,15.287,"LINESTRING (-6.1538689 53.4852752, -6.153857 53.4851379)",,
23399624,2,,residential,50,False,False,71.739,"LINESTRING (-6.1538689 53.4852752, -6.1535857 53.4858615, -6.153555 53.4858915)",,
23789235,1,,residential,50,False,True,64.026,"LINESTRING (-6.1538689 53.4852752, -6.1545413 53.4853066, -6.1544974 53.4851341)",,
23399624,2,,residential,50,False,True,71.739,"LINESTRING (-6.153555 53.4858915, -6.1535857 53.4858615, -6.1538689 53.4852752)",,
23399625,2,Turvey Avenue,tertiary,50,False,False,55.903999999999996,"LINESTRING (-6.153555 53.4858915, -6.1530714 53.4857616, -6.1527735 53.4857019)",,
23399625,2,Turvey Avenue,tertiary,50,False,False,81.545,"LINESTRING (-6.1527735 53.4857019, -6.1517212 53.4853822, -6.1517064 53.4853532)",,
23399625,2,Turvey Avenue,tertiary,50,False,True,55.903999999999996,"LINESTRING (-6.1527735 53.4857019, -6.1530714 53.4857616, -6.153555 53.4858915)",,
"[273899015, 1017271628, 366072909, 1250416567, 1250416569]",2,Hearse Road,tertiary,50,False,False,470.28700000000003,"LINESTRING (-6.1622759 53.4803338, -6.1620405 53.4803911, -6.1615394 53.4805564, -6.1610899 53.4807047, -6.1605214 53.4808946, -6.158519 53.4815353, -6.1576876 53.4818659, -6.1575531 53.4819194, -6.157397 53.481984, -6.1570593 53.4821124, -6.1569955 53.4821367, -6.1567283 53.4822382, -6.1561238 53.4824425)",L2170,
165278785,,,residential,,False,False,182.73199999999997,"LINESTRING (-6.1571229 53.4847628, -6.1569956 53.4847716, -6.1569098 53.4847792, -6.1565534 53.4848371, -6.1561974 53.4848268, -6.1559204 53.484815, -6.1557425 53.4848075, -6.1556348 53.4848308, -6.1553557 53.4848911, -6.1551248 53.4849699, -6.1550539 53.4849941, -6.1549458 53.4850278, -6.1548457 53.485059, -6.1545941 53.4851132, -6.1544974 53.4851341)",,
23399505,2,Balcarrick Road,tertiary,50,False,True,42.493,"LINESTRING (-6.1486902 53.484963, -6.1492516 53.4851486)",L2170,
513701107,2,Saint Patrick's Terrace,residential,,False,False,45.242,"LINESTRING (-6.1486902 53.484963, -6.1483764 53.4853245)",,
23399505,2,Balcarrick Road,tertiary,50,False,False,64.13,"LINESTRING (-6.1486902 53.484963, -6.1485996 53.4849343, -6.1482131 53.4848178, -6.1478266 53.4847012)",L2170,
23399552,2,Saint Patrick's Terrace,residential,,False,False,40.664,"LINESTRING (-6.1483764 53.4853245, -6.148923 53.4854917)",,
23399552,2,Saint Patrick's Terrace,residential,,False,True,62.969,"LINESTRING (-6.1483764 53.4853245, -6.1475299 53.4850657)",,
513701107,2,Saint Patrick's Terrace,residential,,False,True,45.242,"LINESTRING (-6.1483764 53.4853245, -6.1486902 53.484963)",,
23399505,2,Balcarrick Road,tertiary,50,False,False,42.493,"LINESTRING (-6.1492516 53.4851486, -6.1486902 53.484963)",L2170,
23399505,2,Balcarrick Road,tertiary,50,False,True,39.619,"LINESTRING (-6.1492516 53.4851486, -6.1493892 53.4851941, -6.149558 53.4852456, -6.1497119 53.4852996, -6.1497704 53.4853256)",L2170,
594831869,1,Station Court,residential,,False,False,99.66099999999999,"LINESTRING (-6.1492516 53.4851486, -6.1493528 53.484961, -6.149495 53.4849371, -6.1500179 53.4850584, -6.1502996 53.4850663, -6.1503399 53.4849594)",,
594831869,1,Station Court,residential,,False,True,99.661,"LINESTRING (-6.1503399 53.4849594, -6.1502996 53.4850663, -6.1500179 53.4850584, -6.149495 53.4849371, -6.1493528 53.484961, -6.1492516 53.4851486)",,
23399622,2,Prospect Hill,residential,,False,False,107.23599999999999,"LINESTRING (-6.1541978 53.4839777, -6.1540114 53.4839043, -6.1538444 53.4839239, -6.1536448 53.4840658, -6.1534707 53.4841764, -6.1534474 53.4841912, -6.1532274 53.4842618, -6.1530023 53.4842792, -6.152852 53.4842786)",,
"[366003372, 273899015]",2,Hearse Road,tertiary,50,False,False,106.31,"LINESTRING (-6.1541978 53.4839777, -6.1541523 53.484098, -6.154131 53.4841673, -6.1540889 53.4842787, -6.1540647 53.4843379, -6.1539184 53.4846964, -6.1539036 53.4847326, -6.1537343 53.484883)",L2170,
273899015,2,Hearse Road,tertiary,50,False,True,220.65300000000002,"LINESTRING (-6.1541978 53.4839777, -6.1542166 53.4839327, -6.1542386 53.4838727, -6.1543364 53.4836587, -6.154397 53.4835188, -6.154409 53.4834912, -6.154425 53.4834625, -6.1544584 53.4834027, -6.1545336 53.4833268, -6.1546146 53.4832548, -6.1546516 53.4832256, -6.154919 53.4830652, -6.1550818 53.4829768, -6.1551328 53.4829491, -6.1555822 53.4827115, -6.1557312 53.4826211, -6.1559582 53.4825055, -6.1561238 53.4824425)",L2170,
731543584,2,"The Drive, Semple Woods",residential,,False,False,18.502,"LINESTRING (-6.1549538 53.4818172, -6.1549969 53.4817261, -6.1550561 53.4816636)",,
866256370,2,"The Avenue, Semple Woods",residential,30,False,False,43.519999999999996,"LINESTRING (-6.1549538 53.4818172, -6.1546442 53.4818086, -6.1543747 53.4817799, -6.1543028 53.4817695)",,
866256370,2,"The Avenue, Semple Woods",residential,30,False,True,22.351,"LINESTRING (-6.1549538 53.4818172, -6.155025 53.4818935, -6.1551514 53.4819788)",,
731543584,2,"The Drive, Semple Woods",residential,,False,True,82.848,"LINESTRING (-6.154258 53.4808108, -6.1543903 53.4808333, -6.1546531 53.4809179, -6.1548951 53.4809778, -6.1551884 53.4810788, -6.1552613 53.4811337, -6.155304 53.4811856)",,
1000937187,2,"The Terrace, Semple Woods",residential,,False,False,31.366,"LINESTRING (-6.154258 53.4808108, -6.1542759 53.4807587, -6.1543767 53.4805378)",,
1250420154,2,"The Drive, Semple Woods",residential,,False,False,46.7,"LINESTRING (-6.154258 53.4808108, -6.154028 53.4807975, -6.1538388 53.4807927, -6.1535676 53.48074)",,
866256370,2,"The Avenue, Semple Woods",residential,30,False,True,16.35,"LINESTRING (-6.1557734 53.4822331, -6.1559594 53.4823299)",,
866256370,2,"The Avenue, Semple Woods",residential,30,False,False,50.03,"LINESTRING (-6.1557734 53.4822331, -6.1554838 53.4820979, -6.1551514 53.4819788)",,
1000937184,2,"The Avenue, Semple Woods",residential,,False,False,33.843,"LINESTRING (-6.1557734 53.4822331, -6.1557238 53.4822822, -6.1557013 53.4823044, -6.15563 53.4823748, -6.1555692 53.4824663, -6.1555441 53.482504)",,
866256370,2,"The Avenue, Semple Woods",residential,30,False,False,86.203,"LINESTRING (-6.1543028 53.4817695, -6.1541869 53.4817528, -6.1539786 53.481687, -6.153736 53.4816274, -6.1535211 53.4816126, -6.1532691 53.481638, -6.1531811 53.4816739, -6.1531099 53.4817211)",,
866256370,2,"The Avenue, Semple Woods",residential,30,False,True,43.519999999999996,"LINESTRING (-6.1543028 53.4817695, -6.1543747 53.4817799, -6.1546442 53.4818086, -6.1549538 53.4818172)",,
866256577,2,"The Walk, Semple Woods",residential,30,False,False,76.995,"LINESTRING (-6.1543028 53.4817695, -6.1542592 53.4818116, -6.1542016 53.4818671, -6.1540777 53.4820567, -6.1539871 53.482213, -6.1538972 53.4823868, -6.1538953 53.4824139)",,
1000937190,2,"The Garden, Semple Woods",residential,,False,True,53.64999999999999,"LINESTRING (-6.1539739 53.4814358, -6.1538557 53.4814254, -6.1535246 53.4813928, -6.1533588 53.4813435, -6.1532397 53.4813206, -6.1531967 53.4813123)",,
1000937188,2,"The Green, Semple Woods",residential,,False,False,51.929,"LINESTRING (-6.1543157 53.4815165, -6.1544261 53.4815401, -6.1545767 53.4815721, -6.1547886 53.4815934, -6.1549432 53.4816306, -6.155022 53.4816553, -6.1550561 53.4816636)",,
731543584,2,"The Drive, Semple Woods",residential,,False,False,57.459,"LINESTRING (-6.1550561 53.4816636, -6.1551153 53.4816012, -6.1552963 53.4813958, -6.1553279 53.4813157, -6.155304 53.4811856)",,
731543584,2,"The Drive, Semple Woods",residential,,False,True,18.502,"LINESTRING (-6.1550561 53.4816636, -6.1549969 53.4817261, -6.1549538 53.4818172)",,
1000937188,2,"The Green, Semple Woods",residential,,False,True,51.929,"LINESTRING (-6.1550561 53.4816636, -6.155022 53.4816553, -6.1549432 53.4816306, -6.1547886 53.4815934, -6.1545767 53.4815721, -6.1544261 53.4815401, -6.1543157 53.4815165)",,
"[1250420153, 881290659]",2,"The Park, Semple Woods",residential,,False,True,188.91400000000002,"LINESTRING (-6.1535676 53.48074, -6.1535703 53.4807227, -6.153575 53.4806931, -6.1535539 53.4805898, -6.1534934 53.4804615, -6.1535277 53.4803295, -6.1535512 53.4802391, -6.153572 53.4801588, -6.1535504 53.4801266, -6.1534987 53.4801068, -6.1530262 53.4800251, -6.1529754 53.4800289, -6.1529336 53.4800628, -6.1529064 53.4801395, -6.1528633 53.4803092, -6.1528691 53.4804702, -6.152903 53.4806066, -6.1529498 53.4807261)",,
1250420152,2,"The Drive, Semple Woods",residential,,False,False,32.613,"LINESTRING (-6.1535676 53.48074, -6.1534378 53.4807364, -6.1533143 53.4807578, -6.1531934 53.4808023, -6.1531206 53.4808359)",,
1250420154,2,"The Drive, Semple Woods",residential,,False,True,46.7,"LINESTRING (-6.1535676 53.48074, -6.1538388 53.4807927, -6.154028 53.4807975, -6.154258 53.4808108)",,
881290660,2,"The Place, Semple Woods",residential,,False,True,45.92700000000001,"LINESTRING (-6.1529498 53.4807261, -6.1529008 53.4807351, -6.1523795 53.4808306, -6.1522826 53.4808361)",,
"[1250420153, 881290659]",2,"The Park, Semple Woods",residential,,False,False,188.91400000000002,"LINESTRING (-6.1529498 53.4807261, -6.152903 53.4806066, -6.1528691 53.4804702, -6.1528633 53.4803092, -6.1529064 53.4801395, -6.1529336 53.4800628, -6.1529754 53.4800289, -6.1530262 53.4800251, -6.1534987 53.4801068, -6.1535504 53.4801266, -6.153572 53.4801588, -6.1535512 53.4802391, -6.1535277 53.4803295, -6.1534934 53.4804615, -6.1535539 53.4805898, -6.153575 53.4806931, -6.1535703 53.4807227, -6.1535676 53.48074)",,
1250420153,2,"The Park, Semple Woods",residential,,False,True,16.637,"LINESTRING (-6.1529498 53.4807261, -6.1530803 53.48081, -6.1531206 53.4808359)",,
881290661,2,"The Grove, Semple Woods",residential,30,False,False,40.585,"LINESTRING (-6.1527333 53.4816176, -6.1527001 53.4816393, -6.1525069 53.4817429, -6.1522035 53.4817319)",,
1250420152,2,"The Drive, Semple Woods",residential,,False,False,27.663999999999998,"LINESTRING (-6.1527333 53.4816176, -6.1528174 53.4816555, -6.1530632 53.4817106, -6.1531099 53.4817211)",,
1250420152,2,"The Drive, Semple Woods",residential,,False,True,52.544,"LINESTRING (-6.1527333 53.4816176, -6.1527064 53.4815757, -6.1527284 53.4815071, -6.1527882 53.4814393, -6.1528808 53.4813841, -6.1530125 53.4813435, -6.1531208 53.4813331, -6.1531967 53.4813123)",,
881290661,2,"The Grove, Semple Woods",residential,30,False,True,40.585,"LINESTRING (-6.1522035 53.4817319, -6.1525069 53.4817429, -6.1527001 53.4816393, -6.1527333 53.4816176)",,
273899015,2,Hearse Road,tertiary,50,False,False,220.65300000000002,"LINESTRING (-6.1561238 53.4824425, -6.1559582 53.4825055, -6.1557312 53.4826211, -6.1555822 53.4827115, -6.1551328 53.4829491, -6.1550818 53.4829768, -6.154919 53.4830652, -6.1546516 53.4832256, -6.1546146 53.4832548, -6.1545336 53.4833268, -6.1544584 53.4834027, -6.154425 53.4834625, -6.154409 53.4834912, -6.154397 53.4835188, -6.1543364 53.4836587, -6.1542386 53.4838727, -6.1542166 53.4839327, -6.1541978 53.4839777)",L2170,
"[273899015, 1017271628, 366072909, 1250416567, 1250416569]",2,Hearse Road,tertiary,50,False,True,470.2869999999999,"LINESTRING (-6.1561238 53.4824425, -6.1567283 53.4822382, -6.1569955 53.4821367, -6.1570593 53.4821124, -6.157397 53.481984, -6.1575531 53.4819194, -6.1576876 53.4818659, -6.158519 53.4815353, -6.1605214 53.4808946, -6.1610899 53.4807047, -6.1615394 53.4805564, -6.1620405 53.4803911, -6.1622759 53.4803338)",L2170,
866256370,2,"The Avenue, Semple Woods",residential,30,False,False,16.596,"LINESTRING (-6.1561238 53.4824425, -6.1560685 53.4824083, -6.1560561 53.4823989, -6.1559594 53.4823299)",,
1000937183,2,"The Mews, Semple Woods",residential,,False,False,50.154,"LINESTRING (-6.1548307 53.4823779, -6.1548736 53.4822503, -6.1549648 53.4821194, -6.1550855 53.4820252, -6.155097 53.4820171, -6.1551514 53.4819788)",,
866256370,2,"The Avenue, Semple Woods",residential,30,False,False,22.351,"LINESTRING (-6.1551514 53.4819788, -6.155025 53.4818935, -6.1549538 53.4818172)",,
866256370,2,"The Avenue, Semple Woods",residential,30,False,True,50.03,"LINESTRING (-6.1551514 53.4819788, -6.1554838 53.4820979, -6.1557734 53.4822331)",,
1000937183,2,"The Mews, Semple Woods",residential,,False,True,50.153999999999996,"LINESTRING (-6.1551514 53.4819788, -6.155097 53.4820171, -6.1550855 53.4820252, -6.1549648 53.4821194, -6.1548736 53.4822503, -6.1548307 53.4823779)",,
1000937184,2,"The Avenue, Semple Woods",residential,,False,True,33.843,"LINESTRING (-6.1555441 53.482504, -6.1555692 53.4824663, -6.15563 53.4823748, -6.1557013 53.4823044, -6.1557238 53.4822822, -6.1557734 53.4822331)",,
1000937185,2,"The Close, Semple Woods",residential,,False,False,26.161,"LINESTRING (-6.1560196 53.4813068, -6.155701 53.4811675)",,
1000937185,2,"The Close, Semple Woods",residential,,False,True,26.161,"LINESTRING (-6.155701 53.4811675, -6.1560196 53.4813068)",,
1000937185,2,"The Close, Semple Woods",residential,,False,False,27.469,"LINESTRING (-6.155701 53.4811675, -6.1555556 53.4811424, -6.1554161 53.4811567, -6.1553437 53.4811754, -6.155304 53.4811856)",,
"[1000937186, 1181298307]",2,"The Close, Semple Woods",residential,,False,False,67.056,"LINESTRING (-6.155701 53.4811675, -6.1557197 53.4811455, -6.1559166 53.4809132, -6.1561415 53.4806245)",,
731543584,2,"The Drive, Semple Woods",residential,,False,False,82.848,"LINESTRING (-6.155304 53.4811856, -6.1552613 53.4811337, -6.1551884 53.4810788, -6.1548951 53.4809778, -6.1546531 53.4809179, -6.1543903 53.4808333, -6.154258 53.4808108)",,
731543584,2,"The Drive, Semple Woods",residential,,False,True,57.459,"LINESTRING (-6.155304 53.4811856, -6.1553279 53.4813157, -6.1552963 53.4813958, -6.1551153 53.4816012, -6.1550561 53.4816636)",,
1000937185,2,"The Close, Semple Woods",residential,,False,True,27.469,"LINESTRING (-6.155304 53.4811856, -6.1553437 53.4811754, -6.1554161 53.4811567, -6.1555556 53.4811424, -6.155701 53.4811675)",,
1000937187,2,"The Terrace, Semple Woods",residential,,False,True,31.366,"LINESTRING (-6.1543767 53.4805378, -6.1542759 53.4807587, -6.154258 53.4808108)",,
881290660,2,"The Place, Semple Woods",residential,,False,False,45.92700000000001,"LINESTRING (-6.1522826 53.4808361, -6.1523795 53.4808306, -6.1529008 53.4807351, -6.1529498 53.4807261)",,
1000937190,2,"The Garden, Semple Woods",residential,,False,False,53.65,"LINESTRING (-6.1531967 53.4813123, -6.1532397 53.4813206, -6.1533588 53.4813435, -6.1535246 53.4813928, -6.1538557 53.4814254, -6.1539739 53.4814358)",,
