osmid,oneway,highway,reversed,length,geometry,maxspeed,name,ref,lanes,tunnel,junction
56236552,False,residential,True,34.149,"LINESTRING (-7.7378024 54.9547335, -7.737799 54.9550406)",30,Beechwood Road,,,,
56236554,False,residential,True,52.005,"LINESTRING (-7.7378024 54.9547335, -7.7371839 54.9550378)",30,Beechwood Avenue,,,,
56236552,False,residential,False,61.525000000000006,"LINESTRING (-7.7378024 54.9547335, -7.7378204 54.9542854, -7.7377956 54.9542175, -7.7377969 54.9541818)",30,Beechwood Road,,,,
64884541,False,residential,True,14.205,"LINESTRING (-7.7377969 54.9541818, -7.738011 54.9541471)",,New Line Road,,,,
56236552,False,residential,True,61.525000000000006,"LINESTRING (-7.7377969 54.9541818, -7.7377956 54.9542175, -7.7378204 54.9542854, -7.7378024 54.9547335)",30,Beechwood Road,,,,
64884541,False,residential,False,191.60399999999998,"LINESTRING (-7.7377969 54.9541818, -7.7375544 54.9542073, -7.7369424 54.9542717, -7.7368153 54.9542767, -7.7366928 54.9542802, -7.7366139 54.9542778, -7.7364511 54.9542719, -7.7363552 54.9542658, -7.7363056 54.9542627, -7.7361531 54.9542361, -7.7359858 54.9541925, -7.735931 54.9541763, -7.735759 54.9541234, -7.7355931 54.9540563, -7.7352431 54.9539123, -7.7350926 54.9538705, -7.7350403 54.9538264)",,New Line Road,,,,
56236554,False,residential,False,52.005,"LINESTRING (-7.7371839 54.9550378, -7.7378024 54.9547335)",30,Beechwood Avenue,,,,
67239946,False,residential,False,39.276,"LINESTRING (-7.7371839 54.9550378, -7.737799 54.9550406)",30,,,,,
56237476,False,residential,True,171.95200000000003,"LINESTRING (-7.7318961 54.9549654, -7.7330398 54.9552025, -7.7335608 54.9552961, -7.7343021 54.9554047, -7.7344668 54.9553921)",30,Sprackburn Drive,,,,
209992403,False,residential,True,27.605,"LINESTRING (-7.7400662 54.9510651, -7.740405 54.9512193)",50,Sentry Hill Road,,,,
56157127,False,residential,False,180.805,"LINESTRING (-7.7400662 54.9510651, -7.7405957 54.9507478, -7.7408883 54.9506474, -7.7410661 54.9505757, -7.7413078 54.9505109, -7.7414984 54.9504922, -7.7416862 54.9504928, -7.7420496 54.9505222, -7.7422617 54.9505269, -7.7424564 54.9505104, -7.7425263 54.9504836)",50,Cathedral Street,,,,
209992403,False,residential,False,42.597,"LINESTRING (-7.7400662 54.9510651, -7.7398071 54.9509571, -7.7397014 54.9509113, -7.7395511 54.9508234)",50,Sentry Hill Road,,,,
56046431,False,residential,False,104.858,"LINESTRING (-7.73728 54.9501181, -7.7372189 54.9500989, -7.7370325 54.9500534, -7.7366891 54.9499691, -7.7358158 54.9496936)",,Rosemount Lane,,,,
63861924,True,tertiary,False,66.17999999999999,"LINESTRING (-7.73728 54.9501181, -7.7375637 54.9496991, -7.7376543 54.9495631)",50,Upper Main Street,,,,
"[55933556, 754346837, 754346836]",False,tertiary,False,287.51300000000003,"LINESTRING (-7.7324698 54.9504599, -7.7326392 54.9505342, -7.7328371 54.9505985, -7.733055 54.9506632, -7.7332766 54.9507325, -7.7334594 54.9507178, -7.7339914 54.9508919, -7.7340763 54.9509248, -7.7341302 54.9509457, -7.7342039 54.9510153, -7.734218 54.9510911, -7.7341159 54.9512113, -7.734094 54.9512741, -7.7341092 54.9513432, -7.7341618 54.9513978, -7.7343172 54.9514667, -7.734668 54.9515875, -7.7349325 54.9516798, -7.7351319 54.9517468, -7.7353138 54.9518134, -7.7354423 54.9518579, -7.7355458 54.9518966, -7.7355735 54.9519039, -7.7356557 54.9519171)",50,Justice Walsh Road,,2,building_passage,
"[131391147, 1161831371]",False,secondary,False,181.664,"LINESTRING (-7.7324698 54.9504599, -7.7332779 54.9497797, -7.7336889 54.9493826, -7.7339283 54.949203, -7.7339415 54.949194, -7.7339846 54.9491608, -7.734052 54.9491037)",50,Pearse Road,R250,2,,
131391147,False,secondary,True,330.95500000000004,"LINESTRING (-7.7324698 54.9504599, -7.7315383 54.9512956, -7.731194 54.951599, -7.7310526 54.9517236, -7.7307893 54.9519556, -7.730303 54.9523763, -7.7298047 54.9527339, -7.7295102 54.9528947)",50,Pearse Road,R250,2,,
130258314,True,tertiary,False,314.31199999999995,"LINESTRING (-7.731232 54.9530817, -7.7321145 54.9528959, -7.73379 54.9525106, -7.7340881 54.9524445, -7.7342383 54.9524185, -7.7350094 54.952255, -7.7351512 54.952206, -7.735224 54.9521705, -7.7353078 54.9521234, -7.7353752 54.9520847, -7.735384 54.9520788, -7.7354535 54.9520324, -7.7355318 54.9519812, -7.7356557 54.9519171)",50,Upper Port Road,,,,
"[130258318, 64889143]",False,residential,False,253.473,"LINESTRING (-7.731232 54.9530817, -7.7312841 54.953167, -7.7313579 54.9532711, -7.7314822 54.9533805, -7.7318577 54.9537113, -7.7318562 54.9537455, -7.7318302 54.9537671, -7.7317988 54.9537841, -7.7317297 54.9538096, -7.7315884 54.953854, -7.7315251 54.953868, -7.7314465 54.9538799, -7.7313494 54.953925, -7.7312592 54.9539702, -7.7311668 54.9540273, -7.7310258 54.9541427, -7.7308408 54.9542861, -7.7308015 54.9543087, -7.7307414 54.9543392, -7.7304594 54.9545556, -7.7302927 54.9546875, -7.7301843 54.9547733, -7.730096 54.9548423)",,,,,,
64126394,False,residential,True,85.993,"LINESTRING (-7.7427323 54.9478844, -7.742616 54.9479062, -7.7425893 54.9479119, -7.7419309 54.9480465, -7.7419101 54.9480516, -7.7418933 54.9480589, -7.7418804 54.948068, -7.7418725 54.9480805, -7.7418696 54.9480919, -7.7418696 54.9481032, -7.7418706 54.948114, -7.7418706 54.9481259, -7.7418745 54.9481379, -7.7419737 54.948306)",,,,,,
64884504,False,tertiary,False,63.132999999999996,"LINESTRING (-7.7427323 54.9478844, -7.7425595 54.9476681, -7.7423662 54.9474644, -7.7423437 54.9474407, -7.7422826 54.9473792)",50,Convent Road,,2,,
64884504,False,tertiary,True,99.456,"LINESTRING (-7.7427323 54.9478844, -7.7427789 54.9479737, -7.7428205 54.9480565, -7.7429433 54.9482822, -7.7430949 54.9485233, -7.7431592 54.9486134, -7.7432173 54.9487337)",50,Convent Road,,2,,
64884504,False,tertiary,False,99.456,"LINESTRING (-7.7432173 54.9487337, -7.7431592 54.9486134, -7.7430949 54.9485233, -7.7429433 54.9482822, -7.7428205 54.9480565, -7.7427789 54.9479737, -7.7427323 54.9478844)",50,Convent Road,,2,,
64884504,False,tertiary,True,213.73100000000005,"LINESTRING (-7.7432173 54.9487337, -7.7432758 54.948764, -7.7432729 54.948819, -7.7432549 54.9488672, -7.7432098 54.9489293, -7.7431123 54.9490039, -7.7429824 54.9491106, -7.7427817 54.9492898, -7.7426252 54.9493912, -7.742533 54.9494876, -7.7424713 54.949578, -7.742419 54.9497045, -7.7423927 54.9498114, -7.7423708 54.9499189, -7.7423669 54.9500265, -7.7423678 54.9501338, -7.7423914 54.9502543, -7.7424212 54.9503492, -7.7425263 54.9504836)",50,Convent Road,,2,,
209992403,False,residential,False,27.605,"LINESTRING (-7.740405 54.9512193, -7.7400662 54.9510651)",50,Sentry Hill Road,,,,
63861948,False,residential,False,76.81599999999999,"LINESTRING (-7.740405 54.9512193, -7.7403873 54.9512557, -7.7403529 54.9512856, -7.7402673 54.951356, -7.7402162 54.951368, -7.7401035 54.9513826, -7.739907 54.9514009, -7.7396585 54.9514223, -7.7395605 54.9514301, -7.7394627 54.9514065, -7.7394068 54.9513595)",50,Cathedral Square,,,,
209992403,False,residential,True,87.036,"LINESTRING (-7.740405 54.9512193, -7.7414119 54.9515938, -7.7415481 54.9516456)",50,Sentry Hill Road,,,,
63862008,True,secondary,False,36.692,"LINESTRING (-7.734052 54.9491037, -7.7340552 54.9490454, -7.7340623 54.9490086, -7.7340607 54.9489731, -7.7340411 54.9489277, -7.7339521 54.9488417, -7.7339063 54.9487965)",50,Canal Road,R250,2,,
"[1161831371, 131391147]",False,secondary,True,181.664,"LINESTRING (-7.734052 54.9491037, -7.7339846 54.9491608, -7.7339415 54.949194, -7.7339283 54.949203, -7.7336889 54.9493826, -7.7332779 54.9497797, -7.7324698 54.9504599)",50,Pearse Road,R250,2,,
209992403,False,residential,False,34.468,"LINESTRING (-7.7395511 54.9508234, -7.7394832 54.9507662, -7.7394158 54.9507239, -7.7393698 54.9506763, -7.7393238 54.9506472, -7.7392634 54.9506226, -7.7392733 54.9505758)",50,Sentry Hill Road,,,,
209992403,False,residential,True,42.596999999999994,"LINESTRING (-7.7395511 54.9508234, -7.7397014 54.9509113, -7.7398071 54.9509571, -7.7400662 54.9510651)",50,Sentry Hill Road,,,,
927871100,True,residential,False,62.153000000000006,"LINESTRING (-7.7395511 54.9508234, -7.7394994 54.9508479, -7.7394641 54.9508874, -7.7394365 54.9509249, -7.7394344 54.9509354, -7.739424 54.9509874, -7.7394145 54.9512217, -7.7394048 54.9512771, -7.7394068 54.9513595)",50,Cathedral Square,,,,
63861924,True,tertiary,False,10.646,"LINESTRING (-7.7356557 54.9519171, -7.7357037 54.951852, -7.735728 54.9518312)",50,Upper Main Street,,,,
130261756,False,tertiary,True,59.87799999999999,"LINESTRING (-7.7356557 54.9519171, -7.7357122 54.9519703, -7.7356701 54.9520642, -7.7356421 54.9521501, -7.7356107 54.9522352, -7.7355667 54.9523258, -7.735527 54.9524342)",50,High Road,,2,,
"[55933556, 754346836, 754346837]",False,tertiary,True,287.51300000000003,"LINESTRING (-7.7356557 54.9519171, -7.7355735 54.9519039, -7.7355458 54.9518966, -7.7354423 54.9518579, -7.7353138 54.9518134, -7.7351319 54.9517468, -7.7349325 54.9516798, -7.734668 54.9515875, -7.7343172 54.9514667, -7.7341618 54.9513978, -7.7341092 54.9513432, -7.734094 54.9512741, -7.7341159 54.9512113, -7.734218 54.9510911, -7.7342039 54.9510153, -7.7341302 54.9509457, -7.7340763 54.9509248, -7.7339914 54.9508919, -7.7334594 54.9507178, -7.7332766 54.9507325, -7.733055 54.9506632, -7.7328371 54.9505985, -7.7326392 54.9505342, -7.7324698 54.9504599)",50,Justice Walsh Road,,2,building_passage,
64884524,True,residential,False,88.796,"LINESTRING (-7.7392733 54.9505758, -7.7391798 54.9504829, -7.7390741 54.9503814, -7.7389685 54.9502789, -7.7389029 54.9502102, -7.7388155 54.9501004, -7.7387864 54.9500533, -7.7387691 54.9500105, -7.7387654 54.9499707, -7.7387764 54.9499268, -7.7387767 54.9499049, -7.7387822 54.9498502)",50,Castle Street,,,,
209992403,False,residential,True,34.468,"LINESTRING (-7.7392733 54.9505758, -7.7392634 54.9506226, -7.7393238 54.9506472, -7.7393698 54.9506763, -7.7394158 54.9507239, -7.7394832 54.9507662, -7.7395511 54.9508234)",50,Sentry Hill Road,,,,
401694725,False,residential,True,13.82,"LINESTRING (-7.7387822 54.9498502, -7.7388547 54.9497331)",,Mountsouthwell,,,,
64884524,True,residential,False,78.915,"LINESTRING (-7.7387822 54.9498502, -7.7386012 54.9498173, -7.7384901 54.949783, -7.7383208 54.9497328, -7.7382406 54.9497098, -7.7381839 54.9496954, -7.7377435 54.9495833, -7.7376543 54.9495631)",50,Castle Street,,,,
"[1161831352, 448571857, 1167119698]",True,secondary,False,217.95299999999997,"LINESTRING (-7.7339063 54.9487965, -7.7337142 54.9486881, -7.733574 54.9486202, -7.7334228 54.9485354, -7.7332462 54.948435, -7.7330877 54.9483357, -7.7329348 54.9482468, -7.7327764 54.9481506, -7.7326088 54.9480502, -7.7324631 54.9479634, -7.7324494 54.9479548, -7.7323781 54.9479099, -7.7323084 54.9478661, -7.732139 54.9477584, -7.7321057 54.9477375, -7.7319733 54.9476548, -7.7318755 54.9475901, -7.7318378 54.9475651, -7.7317637 54.9475269, -7.7316954 54.9475033, -7.731618 54.9474863, -7.73154 54.9474771, -7.73145 54.9474769)",50,Canal Road,R250,2,,
63861967,True,secondary,False,34.403,"LINESTRING (-7.7344209 54.94882, -7.7342998 54.9488418, -7.73425 54.9488489, -7.7341976 54.9488509, -7.7341043 54.9488414, -7.7340626 54.9488324, -7.7339757 54.9488091, -7.7339063 54.9487965)",50,Pearse Road,R250,,,
63990001,False,residential,True,105.358,"LINESTRING (-7.7344209 54.94882, -7.7345023 54.9488579, -7.7346021 54.9489149, -7.7348431 54.9492325, -7.734972 54.9493245, -7.7351904 54.9494482, -7.7354281 54.9495423)",,Rosemount Lane,,,,
131391146,True,secondary,False,39.818,"LINESTRING (-7.7344209 54.94882, -7.7343784 54.9488814, -7.7342472 54.9489789, -7.7342361 54.9489876, -7.7341541 54.9490524, -7.734052 54.9491037)",50,Pearse Road,R250,,,
56155003,False,tertiary,True,192.27100000000004,"LINESTRING (-7.7381859 54.9485585, -7.7380793 54.9485425, -7.738007 54.9485277, -7.7379283 54.9485126, -7.7378438 54.9484926, -7.7377578 54.9484624, -7.7376865 54.948434, -7.7376165 54.9484022, -7.7375379 54.9483704, -7.7374736 54.9483422, -7.7374061 54.9483106, -7.7372649 54.9482345, -7.7369207 54.9480488, -7.7366264 54.9478901, -7.7364891 54.9478161, -7.7363829 54.9477588, -7.7359564 54.9475578, -7.7358245 54.9475131)",50,Oliver Plunkett Road,,,,
64884527,False,residential,True,166.545,"LINESTRING (-7.7381859 54.9485585, -7.7383717 54.9485798, -7.7384938 54.948596, -7.738573 54.9486174, -7.7386749 54.9486715, -7.7388713 54.9487462, -7.7389898 54.9487926, -7.7390505 54.9488059, -7.7391227 54.9487993, -7.7392239 54.9487744, -7.7395215 54.9486981, -7.7396602 54.9486499, -7.7398618 54.9486181, -7.7399877 54.9485847, -7.7401551 54.9485445, -7.740551 54.9484598)",30,Fortwell,,,,
480397430,True,tertiary,False,109.768,"LINESTRING (-7.7381859 54.9485585, -7.7383095 54.9483067, -7.7384779 54.9479975, -7.7386655 54.9476715, -7.7387026 54.9476173)",50,Lower Main Street,,,,
63990001,False,residential,False,29.933,"LINESTRING (-7.7358158 54.9496936, -7.7354281 54.9495423)",,Rosemount Lane,,,,
56046431,False,residential,True,104.858,"LINESTRING (-7.7358158 54.9496936, -7.7366891 54.9499691, -7.7370325 54.9500534, -7.7372189 54.9500989, -7.73728 54.9501181)",,Rosemount Lane,,,,
63989941,False,residential,True,100.637,"LINESTRING (-7.7358158 54.9496936, -7.7357335 54.9497802, -7.735181 54.9501014, -7.7347653 54.950364)",30,,,,,
63990001,False,residential,True,29.933,"LINESTRING (-7.7354281 54.9495423, -7.7358158 54.9496936)",,Rosemount Lane,,,,
63989967,False,residential,True,46.166000000000004,"LINESTRING (-7.7354281 54.9495423, -7.7356735 54.949304, -7.7357117 54.9492655, -7.7357022 54.9492381, -7.7356258 54.9491887)",,,,,,
63990001,False,residential,False,105.358,"LINESTRING (-7.7354281 54.9495423, -7.7351904 54.9494482, -7.734972 54.9493245, -7.7348431 54.9492325, -7.7346021 54.9489149, -7.7345023 54.9488579, -7.7344209 54.94882)",,Rosemount Lane,,,,
63989967,False,residential,False,46.166,"LINESTRING (-7.7356258 54.9491887, -7.7357022 54.9492381, -7.7357117 54.9492655, -7.7356735 54.949304, -7.7354281 54.9495423)",,,,,,
64126410,False,residential,True,98.378,"LINESTRING (-7.7422826 54.9473792, -7.7418162 54.9475001, -7.7413436 54.9476226, -7.7409214 54.947732, -7.7408794 54.9477442)",30,Saint Eunan's Terrace,,,,
64884504,False,tertiary,True,63.132999999999996,"LINESTRING (-7.7422826 54.9473792, -7.7423437 54.9474407, -7.7423662 54.9474644, -7.7425595 54.9476681, -7.7427323 54.9478844)",50,Convent Road,,2,,
64126413,False,residential,False,57.099,"LINESTRING (-7.7411147 54.9484485, -7.7419737 54.948306)",,,,,,
64126394,False,residential,True,12.146,"LINESTRING (-7.7419737 54.948306, -7.7420537 54.9484051)",,,,,,
64126413,False,residential,True,57.099,"LINESTRING (-7.7419737 54.948306, -7.7411147 54.9484485)",,,,,,
64126394,False,residential,False,85.993,"LINESTRING (-7.7419737 54.948306, -7.7418745 54.9481379, -7.7418706 54.9481259, -7.7418706 54.948114, -7.7418696 54.9481032, -7.7418696 54.9480919, -7.7418725 54.9480805, -7.7418804 54.948068, -7.7418933 54.9480589, -7.7419101 54.9480516, -7.7419309 54.9480465, -7.7425893 54.9479119, -7.742616 54.9479062, -7.7427323 54.9478844)",,,,,,
64126394,False,residential,False,12.146,"LINESTRING (-7.7420537 54.9484051, -7.7419737 54.948306)",,,,,,
750005778,False,residential,False,126.32900000000001,"LINESTRING (-7.7391704 54.948294, -7.7396992 54.9480619, -7.7396557 54.9479757, -7.7392106 54.9477424, -7.7390495 54.9476933, -7.7387685 54.9476337, -7.7387026 54.9476173)",,,,,,
64273217,True,secondary,False,33.507,"LINESTRING (-7.7287777 54.9532936, -7.728706 54.9532348, -7.7285775 54.9531707, -7.7285313 54.9531492, -7.7284292 54.9530711)",50,Port Road,R229,,,
946663686,True,secondary,False,16.349,"LINESTRING (-7.7287777 54.9532936, -7.7288201 54.953249, -7.7288836 54.9532127, -7.7289516 54.9531908)",50,Station Roundabout,R229,2,,roundabout
64273193,True,secondary,False,40.634,"LINESTRING (-7.7295102 54.9528947, -7.7294696 54.952963, -7.7294468 54.9529925, -7.7294107 54.9530316, -7.7293808 54.9530764, -7.7293507 54.9531261, -7.7293332 54.9531748, -7.7293142 54.9532403)",50,Pearse Road,R250,,,
131391147,False,secondary,False,330.95500000000004,"LINESTRING (-7.7295102 54.9528947, -7.7298047 54.9527339, -7.730303 54.9523763, -7.7307893 54.9519556, -7.7310526 54.9517236, -7.731194 54.951599, -7.7315383 54.9512956, -7.7324698 54.9504599)",50,Pearse Road,R250,2,,
64273243,True,secondary,False,35.949,"LINESTRING (-7.7284292 54.9530711, -7.728577 54.9531062, -7.7286901 54.9531376, -7.7287805 54.9531556, -7.7289516 54.9531908)",50,Port Road,R229,2,,
946663683,True,secondary,False,8.33,"LINESTRING (-7.7293142 54.9532403, -7.7293662 54.953309)",50,Station Roundabout,R229,2,,roundabout
130257805,True,secondary,False,33.364000000000004,"LINESTRING (-7.7289273 54.9537936, -7.7289666 54.9536635, -7.7289666 54.9535973, -7.7288973 54.9535036)",60,,R229,1,,
65738795,True,secondary,False,33.849,"LINESTRING (-7.7291695 54.9535231, -7.7291195 54.9535896, -7.7290497 54.9536681, -7.7289773 54.9537421, -7.7289273 54.9537936)",60,,R229,2,,
946663689,True,secondary,False,18.07,"LINESTRING (-7.7291695 54.9535231, -7.7290543 54.9535328, -7.7289752 54.9535249, -7.7288973 54.9535036)",50,Station Roundabout,R229,2,,roundabout
63989941,False,residential,False,100.637,"LINESTRING (-7.7347653 54.950364, -7.735181 54.9501014, -7.7357335 54.9497802, -7.7358158 54.9496936)",30,,,,,
64847315,False,residential,False,203.161,"LINESTRING (-7.736928 54.9537224, -7.7367899 54.9537092, -7.7367016 54.9537108, -7.7366019 54.9537252, -7.7364046 54.9538007, -7.7361983 54.9538853, -7.7361076 54.9539322, -7.73606 54.9539712, -7.7360555 54.9540207, -7.7360918 54.9540558, -7.7362505 54.9541001, -7.7364296 54.9541418, -7.7365406 54.9541574, -7.7366721 54.9541613, -7.7369646 54.9541639, -7.7371596 54.9541522, -7.7373387 54.9541313, -7.7374747 54.9541001, -7.7375631 54.9540675, -7.7376606 54.9540116, -7.7377409 54.9539645, -7.7378966 54.9538866)",30,,,,,
56157120,False,residential,True,44.437,"LINESTRING (-7.7377055 54.9535652, -7.7376179 54.9534539, -7.737443 54.9533217, -7.7373223 54.9532344)",30,,,,,
56157121,True,residential,False,194.682,"LINESTRING (-7.7377055 54.9535652, -7.7380252 54.9535125, -7.7383173 54.953462, -7.7386356 54.9534085, -7.7389496 54.9533225, -7.7391867 54.9532254, -7.7392935 54.9531469, -7.739406 54.9530508, -7.7396281 54.9528929, -7.740043 54.9525607)",30,Upper Ard O'Donnell Road,,,,
64847314,False,residential,True,37.763999999999996,"LINESTRING (-7.7377055 54.9535652, -7.7377558 54.9536496, -7.7378966 54.9538866)",30,,,,,
64847314,False,residential,False,37.763999999999996,"LINESTRING (-7.7378966 54.9538866, -7.7377558 54.9536496, -7.7377055 54.9535652)",30,,,,,
64847314,False,residential,True,29.984,"LINESTRING (-7.7378966 54.9538866, -7.7379773 54.9540243, -7.7379941 54.9540965, -7.738011 54.9541471)",30,,,,,
64847315,False,residential,True,203.161,"LINESTRING (-7.7378966 54.9538866, -7.7377409 54.9539645, -7.7376606 54.9540116, -7.7375631 54.9540675, -7.7374747 54.9541001, -7.7373387 54.9541313, -7.7371596 54.9541522, -7.7369646 54.9541639, -7.7366721 54.9541613, -7.7365406 54.9541574, -7.7364296 54.9541418, -7.7362505 54.9541001, -7.7360918 54.9540558, -7.7360555 54.9540207, -7.73606 54.9539712, -7.7361076 54.9539322, -7.7361983 54.9538853, -7.7364046 54.9538007, -7.7366019 54.9537252, -7.7367016 54.9537108, -7.7367899 54.9537092, -7.736928 54.9537224)",30,,,,,
64884529,False,residential,False,114.04,"LINESTRING (-7.740749 54.9531141, -7.7406883 54.9531357, -7.7405958 54.9532136, -7.7404427 54.953363, -7.740434 54.9533978, -7.7404513 54.953431, -7.7405091 54.9534874, -7.740543 54.9535208, -7.7405541 54.9535612, -7.7405467 54.9536143, -7.7405301 54.9536578, -7.740482 54.9537236, -7.7404339 54.9537906, -7.7403747 54.9538553, -7.740297 54.9539254, -7.7402212 54.9539806, -7.7402132 54.9540143)",,New Line Court,,,,
64884529,False,residential,True,19.401,"LINESTRING (-7.740749 54.9531141, -7.7408039 54.9531157, -7.7410336 54.9531707)",,New Line Court,,,,
64884533,False,residential,True,20.239,"LINESTRING (-7.740749 54.9531141, -7.7408132 54.9530079, -7.7407024 54.9529797)",,New Line Court,,,,
56236492,False,residential,False,5.786,"LINESTRING (-7.7355963 54.9553884, -7.7355706 54.9553385)",,Beechwood Park,,2,,
64884535,False,residential,False,10.299,"LINESTRING (-7.7355963 54.9553884, -7.735442 54.9554154)",,Beechwood Park,,,,
56236492,False,residential,True,68.09100000000001,"LINESTRING (-7.7355963 54.9553884, -7.7356149 54.9554245, -7.7356612 54.9554988, -7.7357315 54.9556103, -7.7357503 54.9556397, -7.7358054 54.9557261, -7.7358572 54.9558153, -7.7358665 54.9558535, -7.7358646 54.9559427, -7.7358752 54.9559742)",,Beechwood Park,,2,,
56236492,False,residential,False,68.091,"LINESTRING (-7.7358752 54.9559742, -7.7358646 54.9559427, -7.7358665 54.9558535, -7.7358572 54.9558153, -7.7358054 54.9557261, -7.7357503 54.9556397, -7.7357315 54.9556103, -7.7356612 54.9554988, -7.7356149 54.9554245, -7.7355963 54.9553884)",,Beechwood Park,,2,,
56236492,False,residential,True,57.900999999999996,"LINESTRING (-7.7358752 54.9559742, -7.7357925 54.9559777, -7.7356889 54.9559767, -7.7355854 54.9559756, -7.7355077 54.9559682, -7.735443 54.9559576, -7.7353796 54.9559372, -7.7353055 54.9559076, -7.7352179 54.9558525, -7.7351499 54.9557993, -7.7351203 54.9557674)",,Beechwood Park,,2,,
"[64884530, 56236493]",False,residential,False,24.911,"LINESTRING (-7.7358752 54.9559742, -7.7358986 54.9560138, -7.7359282 54.9560553, -7.7359541 54.9560956, -7.735972 54.9561412, -7.7359786 54.9561887)",,Beechwood Park,,2,,
64884529,False,residential,False,19.401,"LINESTRING (-7.7410336 54.9531707, -7.7408039 54.9531157, -7.740749 54.9531141)",,New Line Court,,,,
56236491,False,residential,True,29.834000000000003,"LINESTRING (-7.735566 54.9557159, -7.7352534 54.9557785, -7.7351899 54.9557794, -7.7351203 54.9557674)",,Beechwood Park,,2,,
64884533,False,residential,False,20.239,"LINESTRING (-7.7407024 54.9529797, -7.7408132 54.9530079, -7.740749 54.9531141)",,New Line Court,,,,
927871099,False,residential,False,139.999,"LINESTRING (-7.740043 54.9525607, -7.7407504 54.9521496, -7.741357 54.9517667, -7.7414826 54.9516854, -7.7415481 54.9516456)",50,Upper Ard O'Donnell Road,,,,
209992403,False,residential,False,87.036,"LINESTRING (-7.7415481 54.9516456, -7.7414119 54.9515938, -7.740405 54.9512193)",50,Sentry Hill Road,,,,
927871099,False,residential,True,139.99900000000002,"LINESTRING (-7.7415481 54.9516456, -7.7414826 54.9516854, -7.741357 54.9517667, -7.7407504 54.9521496, -7.740043 54.9525607)",50,Upper Ard O'Donnell Road,,,,
