osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,width,maxspeed,bridge
34638731,2,R603,New Road,secondary,False,False,49.184,"LINESTRING (-8.7384052 51.7430603, -8.7383552 51.7431402, -8.738303 51.7432745, -8.7382726 51.743404, -8.7382415 51.7434895)",,,
34638731,2,R603,New Road,secondary,False,True,46.902,"LINESTRING (-8.7384052 51.7430603, -8.7384975 51.7429693, -8.7388282 51.7427308)",,,
186150831,,L2029,Rice's Road,tertiary,False,False,133.683,"LINESTRING (-8.7384052 51.7430603, -8.7383195 51.7430352, -8.7381532 51.7428691, -8.7380245 51.7427661, -8.7382766 51.7424772, -8.7385019 51.7422081, -8.7386843 51.7420786, -8.7387021 51.7420691)",5.4,,
34638731,2,R603,New Road,secondary,False,False,70.26500000000001,"LINESTRING (-8.7382415 51.7434895, -8.7381461 51.7435965, -8.7381327 51.743616, -8.737987 51.7437085, -8.7376024 51.7439247, -8.737577 51.7439589)",,,
34638731,2,R603,New Road,secondary,False,True,49.184,"LINESTRING (-8.7382415 51.7434895, -8.7382726 51.743404, -8.738303 51.7432745, -8.7383552 51.7431402, -8.7384052 51.7430603)",,,
737231656,,,,residential,False,False,100.471,"LINESTRING (-8.7382415 51.7434895, -8.738746 51.7434583, -8.7393779 51.7430172)",,,
34638731,2,R603,New Road,secondary,False,True,70.265,"LINESTRING (-8.737577 51.7439589, -8.7376024 51.7439247, -8.737987 51.7437085, -8.7381327 51.743616, -8.7381461 51.7435965, -8.7382415 51.7434895)",,,
34638734,,R603,Market Street,secondary,False,False,10.068,"LINESTRING (-8.737577 51.7439589, -8.737553 51.7440029, -8.7375531 51.744047)",,,
137770191,,R603,Saint Finbarr's Place,secondary,False,True,44.67,"LINESTRING (-8.7349563 51.7454742, -8.7349887 51.7456095, -8.73501 51.7456738, -8.7350437 51.7457755, -8.7350773 51.7458687)",,,
172919885,2,L2042,Oliver Plunkett Street,tertiary,False,False,17.015,"LINESTRING (-8.7349563 51.7454742, -8.7348669 51.7454679, -8.7347131 51.7454479)",5.4,,
206119922,1,R603,Saint Patrick's Quay,secondary,True,False,94.10499999999999,"LINESTRING (-8.7349563 51.7454742, -8.7349621 51.7453234, -8.7349942 51.7452126, -8.7350547 51.7451002, -8.7351843 51.7449398, -8.7353147 51.7448654, -8.7355441 51.7447627)",5.4,,
34638734,,R603,Market Street,secondary,False,False,87.95,"LINESTRING (-8.7375531 51.744047, -8.7377803 51.7443307, -8.7379364 51.7445231, -8.7381258 51.744754)",,,
34638734,,R603,Market Street,secondary,False,True,10.068,"LINESTRING (-8.7375531 51.744047, -8.737553 51.7440029, -8.737577 51.7439589)",,,
186153380,1,L2056,Market Quay,unclassified,False,True,166.007,"LINESTRING (-8.7375531 51.744047, -8.7373928 51.7441139, -8.7370905 51.7442558, -8.7363535 51.7445731, -8.7355796 51.7449044)",5.4,,
34638734,,R603,Market Street,secondary,False,True,87.95,"LINESTRING (-8.7381258 51.744754, -8.7379364 51.7445231, -8.7377803 51.7443307, -8.7375531 51.744047)",,,
137770251,,R603,South Main Street,secondary,True,False,181.631,"LINESTRING (-8.7381258 51.744754, -8.7368245 51.7451002, -8.7366476 51.7451475, -8.7356663 51.7453395)",,,
199830683,,L2021,South Main Street,tertiary,False,True,72.242,"LINESTRING (-8.7381258 51.744754, -8.7387197 51.7445898, -8.7390834 51.7444884)",,,
172919885,2,L2042,Oliver Plunkett Street,tertiary,False,False,47.314,"LINESTRING (-8.7347131 51.7454479, -8.7343301 51.7453847, -8.7340535 51.745329)",5.4,,
172919885,2,L2042,Oliver Plunkett Street,tertiary,False,True,17.015,"LINESTRING (-8.7347131 51.7454479, -8.7348669 51.7454679, -8.7349563 51.7454742)",5.4,,
186146420,,L2031,Casement Road,tertiary,True,False,111.348,"LINESTRING (-8.7347131 51.7454479, -8.7347429 51.745362, -8.7348005 51.7451643, -8.7347147 51.7447757, -8.7346503 51.7446362, -8.7345189 51.7444809)",4.5,,
172919885,2,L2042,Oliver Plunkett Street,tertiary,False,False,57.787,"LINESTRING (-8.7340535 51.745329, -8.7335538 51.7452041, -8.733274 51.7451363)",5.4,,
172919885,2,L2042,Oliver Plunkett Street,tertiary,False,True,47.314,"LINESTRING (-8.7340535 51.745329, -8.7343301 51.7453847, -8.7347131 51.7454479)",5.4,,
186131338,,,Brady's Lane,unclassified,False,False,71.547,"LINESTRING (-8.7340535 51.745329, -8.73399 51.7454173, -8.7339835 51.7454923, -8.7340068 51.7455875, -8.7340371 51.7457116, -8.7340934 51.7458959, -8.7341104 51.7459573)",,,
172919885,2,L2042,Oliver Plunkett Street,tertiary,False,False,196.07100000000003,"LINESTRING (-8.733274 51.7451363, -8.7329489 51.7451013, -8.7323288 51.7450304, -8.7322083 51.7450216, -8.7312986 51.7449555, -8.7307718 51.7449165, -8.7304523 51.7449178)",5.4,,
172919885,2,L2042,Oliver Plunkett Street,tertiary,False,True,57.787,"LINESTRING (-8.733274 51.7451363, -8.7335538 51.7452041, -8.7340535 51.745329)",5.4,,
186146436,2,L2058,Well Road,tertiary,False,False,38.128,"LINESTRING (-8.733274 51.7451363, -8.7333628 51.7448189, -8.7333823 51.744802)",5.4,,
34637822,2,L2045,Parnell Street,tertiary,False,True,43.348,"LINESTRING (-8.7304523 51.7449178, -8.7303869 51.7448147, -8.7302791 51.7446886, -8.7301334 51.7445863)",5.4,,
172919885,2,L2042,Oliver Plunkett Street,tertiary,False,True,196.071,"LINESTRING (-8.7304523 51.7449178, -8.7307718 51.7449165, -8.7312986 51.7449555, -8.7322083 51.7450216, -8.7323288 51.7450304, -8.7329489 51.7451013, -8.733274 51.7451363)",5.4,,
34637822,2,L2045,Parnell Street,tertiary,False,False,43.348,"LINESTRING (-8.7301334 51.7445863, -8.7302791 51.7446886, -8.7303869 51.7448147, -8.7304523 51.7449178)",5.4,,
186146437,2,,,residential,False,True,206.97200000000004,"LINESTRING (-8.7301334 51.7445863, -8.7302783 51.7445232, -8.7305894 51.7443837, -8.730745 51.7443406, -8.731158 51.7442675, -8.7314102 51.7442177, -8.7315604 51.7441678, -8.7317106 51.7441047, -8.7319305 51.7440184, -8.7320968 51.7439685, -8.7322309 51.743942, -8.7323275 51.743942, -8.7325685 51.743925, -8.7327513 51.7439121, -8.7327352 51.743839)",,,
398927962,,R589,Macroom Road,secondary,False,True,10.849,"LINESTRING (-8.7397398 51.7505583, -8.739661 51.7506428)",,50,
186168861,,,,residential,False,True,128.31099999999998,"LINESTRING (-8.7397398 51.7505583, -8.7399149 51.7505874, -8.7409412 51.7506938, -8.7410216 51.7506938, -8.7415596 51.750594)",,,
398927962,,R589,Macroom Road,secondary,False,False,144.543,"LINESTRING (-8.7397398 51.7505583, -8.7399123 51.7503564, -8.7401001 51.7500965, -8.740231 51.7496806, -8.7403002 51.7494287, -8.7403121 51.7493214)",,50,
129109223,,R586,North Main Street,secondary,False,False,28.76,"LINESTRING (-8.7383535 51.7471358, -8.7379708 51.7470321)",,,
199831718,,R589,Kilbrogan Hill,secondary,False,True,109.273,"LINESTRING (-8.7383535 51.7471358, -8.7383569 51.7471955, -8.7384362 51.7473129, -8.738488 51.7473664, -8.7390173 51.747913, -8.739097 51.7479954)",,50,
199831974,,R586,Emmet Row,secondary,False,True,132.095,"LINESTRING (-8.7383535 51.7471358, -8.7386026 51.74719, -8.7393165 51.7473132, -8.7395109 51.7473588, -8.7398457 51.7474478, -8.7401534 51.7475393)",,,
98748890,2,R586,Saint Finbarr's Place,secondary,False,False,18.726,"LINESTRING (-8.7351576 51.7460296, -8.7350773 51.7458687)",,50,
98748890,2,R586,Saint Finbarr's Place,secondary,False,True,11.706,"LINESTRING (-8.7351576 51.7460296, -8.7352027 51.7461311)",,50,
185990830,2,L2050,Mcswiney Quay,tertiary,False,True,11.018999999999998,"LINESTRING (-8.7351576 51.7460296, -8.735217 51.746024, -8.7353158 51.7460146)",5.4,,
41190920,,L2040,Old Macroom Road,tertiary,False,True,52.166,"LINESTRING (-8.7349473 51.7469024, -8.7349539 51.7469297, -8.7350029 51.747134, -8.7350321 51.7472438, -8.7350862 51.7473629)",5.4,,
199831719,2,L2041,Watergate Street,residential,False,True,139.608,"LINESTRING (-8.7349473 51.7469024, -8.734835 51.7469092, -8.7337212 51.747034, -8.732957 51.74714)",5.4,,
1180468879,,L2041,Watergate Street,tertiary,False,False,35.8,"LINESTRING (-8.7349473 51.7469024, -8.7350286 51.7468989, -8.7351272 51.7468767, -8.7351987 51.7468492, -8.735248 51.7467721, -8.73536 51.7467547)",5.4,,
186169431,,,Radharc an Bhaile,residential,False,False,38.969,"LINESTRING (-8.7354493 51.7488913, -8.7349062 51.7489901)",,,
41190920,,L2040,Old Macroom Road,tertiary,False,False,49.345,"LINESTRING (-8.7354493 51.7488913, -8.7354116 51.7486152, -8.735389 51.7484491)",5.4,,
41190920,,L2040,Old Macroom Road,tertiary,False,False,18.178,"LINESTRING (-8.7353655 51.748064, -8.7353454 51.747901)",5.4,,
41190920,,L2040,Old Macroom Road,tertiary,False,True,42.852,"LINESTRING (-8.7353655 51.748064, -8.735389 51.7484491)",5.4,,
186169429,,,,residential,False,True,72.255,"LINESTRING (-8.7353655 51.748064, -8.7349598 51.7481266, -8.7343322 51.7481697)",,,
"[239483764, 239483828]",,,Ballymodan Place,tertiary,False,"[False, True]",143.119,"LINESTRING (-8.7406695 51.7437379, -8.7403632 51.7437951, -8.7400723 51.7438683, -8.7399142 51.7439605, -8.7398277 51.7440109, -8.7397259 51.7441358, -8.7396631 51.7442128, -8.7395681 51.7443005, -8.7394279 51.7443671, -8.7390834 51.7444884)",,,
469590808,,L2026,Chapel Street,tertiary,False,False,63.08,"LINESTRING (-8.7406695 51.7437379, -8.7406345 51.7435927, -8.7406177 51.7435229, -8.7405893 51.7434053, -8.7405378 51.7431765)",5.4,,
43517684,,,,tertiary,False,False,85.337,"LINESTRING (-8.7405378 51.7431765, -8.7403748 51.7431791, -8.7402019 51.7431819, -8.7397436 51.7431692, -8.7395851 51.7431256, -8.7393779 51.7430172)",,,
469590807,,L2026,Chapel Street,tertiary,False,False,35.54900000000001,"LINESTRING (-8.7405378 51.7431765, -8.7405426 51.7430126, -8.7406341 51.7428675)",5.4,,
469590808,,L2026,Chapel Street,tertiary,False,True,63.08,"LINESTRING (-8.7405378 51.7431765, -8.7405893 51.7434053, -8.7406177 51.7435229, -8.7406345 51.7435927, -8.7406695 51.7437379)",5.4,,
"[41190971, 185990830]",2,L2050,"['Mcswiney Quay', 'Weir Street']",tertiary,False,"[False, True]",413.797,"LINESTRING (-8.7390834 51.7444884, -8.739377 51.7448666, -8.7397807 51.7453866, -8.7397461 51.7454633, -8.7395769 51.7455172, -8.7393356 51.7455578, -8.7387565 51.7456267, -8.7384752 51.7456602, -8.7383229 51.7456764, -8.7378436 51.7457272, -8.7367781 51.7458505, -8.7355681 51.7459906)",5.4,,
199830683,,L2021,South Main Street,tertiary,False,False,72.242,"LINESTRING (-8.7390834 51.7444884, -8.7387197 51.7445898, -8.7381258 51.744754)",,,
