osmid,oneway,lanes,ref,highway,reversed,length,geometry
313241223,False,2,N 29,primary,False,65.197,"LINESTRING (-0.7758504 11.4290236, -0.7753596 11.4286884)"
313241223,False,2,N 29,primary,True,12.116,"LINESTRING (-0.7758504 11.4290236, -0.7759457 11.4290797)"
313244094,False,2,,unclassified,False,121.014,"LINESTRING (-0.7758504 11.4290236, -0.7748573 11.4295103)"
313241223,False,2,N 29,primary,False,50.288,"LINESTRING (-0.7779935 11.4303144, -0.7775939 11.4300883)"
"[313244122, 313244114]",False,2,,residential,False,318.927,"LINESTRING (-0.7779935 11.4303144, -0.7772077 11.4314712, -0.775906 11.4307243)"
313244121,False,2,,residential,False,91.336,"LINESTRING (-0.7727928 11.4336007, -0.7725246 11.4328225)"
313244121,False,2,,residential,False,62.694,"LINESTRING (-0.7725246 11.4328225, -0.7723315 11.4322914)"
313244121,False,2,,residential,True,91.336,"LINESTRING (-0.7725246 11.4328225, -0.7727928 11.4336007)"
"[313244118, 313244110]",False,2,,residential,False,270.044,"LINESTRING (-0.7725246 11.4328225, -0.7730503 11.4326542, -0.7724693 11.4308557)"
313244111,False,2,,unclassified,False,55.47,"LINESTRING (-0.7765314 11.4274319, -0.776344 11.4278957)"
"[313244101, 313244103]",False,2,,residential,False,139.058,"LINESTRING (-0.7765314 11.4274319, -0.7771916 11.4277853, -0.7769341 11.4282322)"
"[313244097, 313244103]",False,2,,residential,True,125.41499999999999,"LINESTRING (-0.7765314 11.4274319, -0.7759632 11.4271175, -0.7757041 11.4275346)"
313244107,False,2,,residential,False,9.788,"LINESTRING (-0.7772485 11.4291399, -0.7772131 11.4292208)"
"[313244099, 313244115]",False,2,,residential,False,146.29500000000002,"LINESTRING (-0.7772485 11.4291399, -0.7778034 11.4294106, -0.7775939 11.4300883)"
"[313244112, 313244107]",False,2,,residential,True,143.397,"LINESTRING (-0.7772485 11.4291399, -0.7775081 11.4285477, -0.7769341 11.4282322)"
313244121,False,2,,residential,True,129.218,"LINESTRING (-0.7719543 11.4311897, -0.7723315 11.4322914)"
313244094,False,2,,unclassified,True,67.304,"LINESTRING (-0.7719543 11.4311897, -0.7719828 11.4311715, -0.7724119 11.4308928, -0.7724693 11.4308557)"
313244105,False,2,,residential,False,130.383,"LINESTRING (-0.7772131 11.4292208, -0.7761964 11.4286029)"
313244107,False,2,,residential,False,64.668,"LINESTRING (-0.7772131 11.4292208, -0.7770628 11.4297834)"
313244107,False,2,,residential,True,9.788,"LINESTRING (-0.7772131 11.4292208, -0.7772485 11.4291399)"
313244094,False,2,,unclassified,False,96.083,"LINESTRING (-0.7743912 11.4297691, -0.7736242 11.4301951)"
313244094,False,2,,unclassified,True,58.385,"LINESTRING (-0.7743912 11.4297691, -0.7748573 11.4295103)"
313244122,False,2,,residential,True,196.312,"LINESTRING (-0.7743912 11.4297691, -0.775906 11.4307243)"
313241223,False,2,N 29,primary,True,41.707,"LINESTRING (-0.7767195 11.4296177, -0.7770628 11.4297834)"
313244120,False,2,,residential,False,55.669,"LINESTRING (-0.7767195 11.4296177, -0.7763762 11.4299884)"
313241223,False,2,N 29,primary,False,103.627,"LINESTRING (-0.7767195 11.4296177, -0.7765183 11.4294942, -0.7762608 11.4293312, -0.7760543 11.4291787, -0.7759457 11.4290797)"
313241223,False,2,N 29,primary,False,41.707,"LINESTRING (-0.7770628 11.4297834, -0.7767195 11.4296177)"
313241223,False,2,N 29,primary,True,67.082,"LINESTRING (-0.7770628 11.4297834, -0.7775939 11.4300883)"
313244107,False,2,,residential,True,64.668,"LINESTRING (-0.7770628 11.4297834, -0.7772131 11.4292208)"
313241223,False,2,N 29,primary,False,12.116,"LINESTRING (-0.7759457 11.4290797, -0.7758504 11.4290236)"
313241223,False,2,N 29,primary,True,103.627,"LINESTRING (-0.7759457 11.4290797, -0.7760543 11.4291787, -0.7762608 11.4293312, -0.7765183 11.4294942, -0.7767195 11.4296177)"
313244111,False,2,,unclassified,True,59.772999999999996,"LINESTRING (-0.7759457 11.4290797, -0.7760274 11.4288869, -0.7761964 11.4286029)"
313244119,False,2,,residential,False,97.631,"LINESTRING (-0.7749278 11.4270965, -0.7757041 11.4275346)"
313244120,False,2,,residential,False,96.551,"LINESTRING (-0.7763762 11.4299884, -0.775906 11.4307243)"
313244120,False,2,,residential,True,55.669,"LINESTRING (-0.7763762 11.4299884, -0.7767195 11.4296177)"
313244123,False,2,,residential,False,173.872,"LINESTRING (-0.7763762 11.4299884, -0.7748573 11.4295103)"
