osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,junction
133362435,2,A470,Vaughan Street,trunk,20 mph,False,True,76.007,"LINESTRING (-3.8235891 53.3232987, -3.823608 53.3232668, -3.8239865 53.3226577)",,
961938170,2,A546,Gloddaeth Crescent,primary,20 mph,False,True,202.38299999999998,"LINESTRING (-3.8235891 53.3232987, -3.8237881 53.3233423, -3.824331 53.3234709, -3.8248659 53.3236154, -3.8254017 53.3237726, -3.8259096 53.323943, -3.8263252 53.3240919)",,
"[961938171, 961938172]",2,A546,"['Mostyn Crescent', 'Nevill Crescent']",primary,20 mph,False,False,296.06600000000003,"LINESTRING (-3.8235891 53.3232987, -3.8225903 53.3230802, -3.821104 53.3227835, -3.8194957 53.3225121, -3.819345 53.3224889)",,
27225419,2,,Mostyn Street,tertiary,,False,False,218.39600000000002,"LINESTRING (-3.8299809 53.3242602, -3.8292523 53.3239204, -3.829044 53.3238232, -3.8287608 53.3236983, -3.8282757 53.3234963, -3.8273125 53.3231143)",,
27225419,2,,Mostyn Street,tertiary,,False,True,127.10400000000001,"LINESTRING (-3.8299809 53.3242602, -3.8303204 53.3244621, -3.8307619 53.3247323, -3.8310584 53.3249315, -3.8312924 53.325092)",,
27225720,,,St George's Place,residential,,False,True,51.201,"LINESTRING (-3.8299809 53.3242602, -3.8299204 53.3242948, -3.8294771 53.3246084)",,
27227547,2,,Lloyd Street,tertiary,,False,False,43.757000000000005,"LINESTRING (-3.8299809 53.3242602, -3.8300493 53.3242152, -3.830469 53.3239964)",,
30665342,1,A470,Mostyn Broadway,trunk,20 mph,True,False,17.134,"LINESTRING (-3.8242807 53.322268, -3.8242259 53.3222745, -3.8241763 53.3222697, -3.8241398 53.3222595, -3.8241027 53.322239, -3.8240619 53.3222119)",,
133362451,1,A470,Vaughan Street,trunk,20 mph,True,False,22.148,"LINESTRING (-3.8242807 53.322268, -3.8242304 53.3223206, -3.8241932 53.3223579, -3.8241152 53.3224409)",,
88414011,,,Thomas Road,residential,20 mph,False,True,56.51,"LINESTRING (-3.8206297 53.3215028, -3.8203992 53.321992)",,
134077395,2,A470,Mostyn Broadway,trunk,20 mph,True,False,54.018,"LINESTRING (-3.8206297 53.3215028, -3.8204864 53.3214779, -3.820128 53.3214176, -3.8198472 53.3213704)",,
1059945976,2,,Mostyn Street,tertiary,20 mph,False,False,52.836,"LINESTRING (-3.8260538 53.3226832, -3.8253367 53.3224775)",,
44158568,2,,Trinity Square,residential,,False,True,92.516,"LINESTRING (-3.8260538 53.3226832, -3.8261015 53.3226358, -3.8269024 53.3220239)",,
1059945976,2,,Mostyn Street,tertiary,20 mph,False,True,96.368,"LINESTRING (-3.8260538 53.3226832, -3.8269814 53.3230001, -3.8273125 53.3231143)",,
19112180,2,,Augusta Street,tertiary,30 mph,False,True,123.182,"LINESTRING (-3.8265595 53.3208323, -3.8266278 53.3208072, -3.826691 53.3207938, -3.8267386 53.3207901, -3.8267853 53.3207903, -3.8268309 53.3207921, -3.8268712 53.3208091, -3.8269168 53.3208234, -3.8269585 53.320842, -3.8270148 53.3208823, -3.8271931 53.3210134, -3.8278449 53.3215001)",,
19112181,,,Vaughan Street,tertiary,20 mph,False,False,69.278,"LINESTRING (-3.8265595 53.3208323, -3.8264177 53.3209011, -3.8263998 53.3209094, -3.8257347 53.3212136)",,
521202544,,,Oxford Road,residential,,False,True,57.111,"LINESTRING (-3.8265595 53.3208323, -3.8264796 53.3207879, -3.8260264 53.3204304)",,
1058018688,1,A470,Conway Road,trunk,20 mph,True,False,29.654,"LINESTRING (-3.8244409 53.3218529, -3.8244141 53.3221191)",,
27227547,2,,Lloyd Street,tertiary,,False,False,9.925,"LINESTRING (-3.8314812 53.323469, -3.8316023 53.3234167)",,
27227547,2,,Lloyd Street,tertiary,,False,True,36.234,"LINESTRING (-3.8314812 53.323469, -3.8310676 53.3236815)",,
132382892,,,George Street,unclassified,,False,True,123.299,"LINESTRING (-3.830469 53.3239964, -3.8316869 53.3248333)",,
27227547,2,,Lloyd Street,tertiary,,False,False,52.986,"LINESTRING (-3.830469 53.3239964, -3.8309864 53.3237279, -3.8310676 53.3236815)",,
27227547,2,,Lloyd Street,tertiary,,False,True,43.757000000000005,"LINESTRING (-3.830469 53.3239964, -3.8300493 53.3242152, -3.8299809 53.3242602)",,
19749367,,,Market Street,unclassified,,False,True,39.649,"LINESTRING (-3.8312924 53.325092, -3.8316804 53.3248658, -3.8316869 53.3248333)",,
27225419,2,,Mostyn Street,tertiary,,False,False,127.104,"LINESTRING (-3.8312924 53.325092, -3.8310584 53.3249315, -3.8307619 53.3247323, -3.8303204 53.3244621, -3.8299809 53.3242602)",,
27225419,2,,Mostyn Street,tertiary,,False,True,37.156,"LINESTRING (-3.8312924 53.325092, -3.8313766 53.3251555, -3.831524 53.3252672, -3.8316285 53.3253589)",,
27225720,,,St George's Place,residential,,False,False,51.201,"LINESTRING (-3.8294771 53.3246084, -3.8299204 53.3242948, -3.8299809 53.3242602)",,
27225720,,,St George's Place,residential,,False,True,74.795,"LINESTRING (-3.8294771 53.3246084, -3.8288033 53.3251096, -3.828771 53.3251324)",,
44167770,,,Somerset Street,residential,,True,False,210.72199999999998,"LINESTRING (-3.8294771 53.3246084, -3.8284549 53.324127, -3.8268983 53.3235069)",,
27225720,,,St George's Place,residential,,False,False,74.795,"LINESTRING (-3.828771 53.3251324, -3.8288033 53.3251096, -3.8294771 53.3246084)",,
961938168,2,A546,Glan Y Mor Parade,primary,20 mph,False,True,75.148,"LINESTRING (-3.828771 53.3251324, -3.8289832 53.3252508, -3.8295733 53.3256088)",,
961938169,2,A546,St George's Crescent,primary,20 mph,False,False,199.665,"LINESTRING (-3.828771 53.3251324, -3.8281816 53.3248499, -3.8274298 53.3245106, -3.8265716 53.3241814, -3.8263252 53.3240919)",,
27225756,,,Trevor Street,residential,,False,True,37.964,"LINESTRING (-3.8295733 53.3256088, -3.8296371 53.3255778, -3.8300323 53.3254054)",,
112781878,2,A546,South Parade,primary,20 mph,False,True,121.82,"LINESTRING (-3.8295733 53.3256088, -3.8300985 53.3259525, -3.8302176 53.3260228, -3.8302889 53.3260586, -3.830369 53.3260892, -3.830466 53.3261169, -3.8305867 53.3261369, -3.8307114 53.3261505, -3.8308476 53.3261592, -3.8309671 53.3261682, -3.8310489 53.3261748)",,
961938168,2,A546,Glan Y Mor Parade,primary,20 mph,False,False,75.148,"LINESTRING (-3.8295733 53.3256088, -3.8289832 53.3252508, -3.828771 53.3251324)",,
133362439,3,A470,Cylch Tudor,trunk,20 mph,True,False,214.06199999999998,"LINESTRING (-3.819643 53.3210455, -3.819802 53.3208455, -3.8199696 53.3206546, -3.8201217 53.3205063, -3.8203301 53.320346, -3.8205744 53.3201971, -3.8208372 53.3200524, -3.821183 53.3198872, -3.8215399 53.3197387, -3.8217618 53.3196405)",,
35099081,,,Charlotte Road,unclassified,20 mph,False,False,331.04999999999995,"LINESTRING (-3.8180091 53.3211437, -3.818095 53.3208681, -3.8181486 53.3207239, -3.8182174 53.320583, -3.8182822 53.3204868, -3.8184034 53.3203474, -3.8185187 53.3202352, -3.8187387 53.3200334, -3.8189083 53.3199007, -3.8192049 53.3196646, -3.8192268 53.3196472, -3.8195138 53.319406, -3.8195364 53.31938, -3.8195767 53.3193268, -3.8196089 53.3192717, -3.8196243 53.3191967, -3.8196292 53.3191169, -3.8196235 53.3188835, -3.819656 53.3187868, -3.8197338 53.3186843, -3.8198572 53.3185834, -3.8199988 53.3185007)",,
"[1058018690, 96020740]","['1', '2']",,Mostyn Broadway,tertiary,20 mph,False,True,65.975,"LINESTRING (-3.8180091 53.3211437, -3.8187802 53.3212408, -3.8189811 53.3212659)",,
35099081,,,Charlotte Road,unclassified,20 mph,False,True,331.05,"LINESTRING (-3.8199988 53.3185007, -3.8198572 53.3185834, -3.8197338 53.3186843, -3.819656 53.3187868, -3.8196235 53.3188835, -3.8196292 53.3191169, -3.8196243 53.3191967, -3.8196089 53.3192717, -3.8195767 53.3193268, -3.8195364 53.31938, -3.8195138 53.319406, -3.8192268 53.3196472, -3.8192049 53.3196646, -3.8189083 53.3199007, -3.8187387 53.3200334, -3.8185187 53.3202352, -3.8184034 53.3203474, -3.8182822 53.3204868, -3.8182174 53.320583, -3.8181486 53.3207239, -3.818095 53.3208681, -3.8180091 53.3211437)",,
102555218,,,,unclassified,20 mph,True,False,35.197,"LINESTRING (-3.8199988 53.3185007, -3.8200343 53.3184589, -3.8200667 53.3184148, -3.820078 53.3183697, -3.8200819 53.3183186, -3.8200749 53.3182953, -3.8200679 53.3182719, -3.8200316 53.3181977)",,
160462448,,,Charlotte Road,unclassified,20 mph,True,False,18.265,"LINESTRING (-3.8202171 53.3182129, -3.8202673 53.3182751, -3.8202769 53.3183081, -3.820275 53.3183369, -3.8202586 53.3183683)",,
"[160485864, 160499321, 134077393]","['1', '2']",A470,Conway Road,trunk,20 mph,True,False,114.973,"LINESTRING (-3.8202171 53.3182129, -3.8205368 53.3184605, -3.8207062 53.3185959, -3.8208616 53.3187283, -3.8209925 53.3188387, -3.8212395 53.319047)",,
608618310,2,,Trinity Avenue,tertiary,20 mph,False,False,79.413,"LINESTRING (-3.8315393 53.3197888, -3.8306986 53.3202966)",,
608618310,2,,Trinity Avenue,tertiary,20 mph,False,True,7.941,"LINESTRING (-3.8315393 53.3197888, -3.8316245 53.3197387)",,
608618310,2,,Trinity Avenue,tertiary,20 mph,False,True,79.413,"LINESTRING (-3.8306986 53.3202966, -3.8315393 53.3197888)",,
"[56197297, 44158876, 56197295]",2,,"['Albion Street', 'Thorpe Street', 'Jubilee Street']",residential,30 mph,False,True,279.854,"LINESTRING (-3.8306986 53.3202966, -3.8302217 53.3200207, -3.8301265 53.3200376, -3.8299038 53.3199134, -3.8288922 53.3205555, -3.8280651 53.320952, -3.8284473 53.3212351)",,
"[608618314, 608618310]",2,,Trinity Avenue,tertiary,"['20 mph', '30 mph']",False,False,51.134,"LINESTRING (-3.8306986 53.3202966, -3.8302524 53.3205697, -3.8301609 53.3206257)",,
44159824,2,,Brookes Street,residential,30 mph,False,False,49.493,"LINESTRING (-3.8284473 53.3212351, -3.8290075 53.3215286)",,
608618314,2,,Trinity Avenue,tertiary,30 mph,False,False,49.691,"LINESTRING (-3.8284473 53.3212351, -3.8278449 53.3215001)",,
"[56197297, 44158876, 56197295]",2,,"['Albion Street', 'Thorpe Street', 'Jubilee Street']",residential,30 mph,False,False,279.854,"LINESTRING (-3.8284473 53.3212351, -3.8280651 53.320952, -3.8288922 53.3205555, -3.8299038 53.3199134, -3.8301265 53.3200376, -3.8302217 53.3200207, -3.8306986 53.3202966)",,
608618314,2,,Trinity Avenue,tertiary,30 mph,False,True,58.93600000000001,"LINESTRING (-3.8284473 53.3212351, -3.8287765 53.3211143, -3.829028 53.321032, -3.8292258 53.3209829)",,
44158875,,,Albert Street,residential,,False,True,45.174,"LINESTRING (-3.8293593 53.3222527, -3.8297973 53.3219419)",,
437884364,2,,Madoc Street,tertiary,,False,False,26.621,"LINESTRING (-3.8293593 53.3222527, -3.8289848 53.3221674)",,
437884364,2,,Madoc Street,tertiary,,False,True,3.532,"LINESTRING (-3.8293593 53.3222527, -3.8293983 53.3222743)",,
