osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,access,bridge,width
56067406,,Mill Close,residential,,False,True,282.96500000000003,"LINESTRING (-2.2832478 54.0710673, -2.2833031 54.0710806, -2.2833611 54.0710813, -2.2834441 54.0710769, -2.2835083 54.0710692, -2.2836183 54.0710426, -2.2837094 54.0710113, -2.2837984 54.0709739, -2.2838848 54.0709319, -2.2840245 54.0708547, -2.2841615 54.0707633, -2.2843486 54.0706182, -2.2844987 54.070419, -2.2845531 54.0703252, -2.2846048 54.0702203, -2.2846154 54.0701536, -2.2846233 54.0700687, -2.2846203 54.0699761, -2.2845981 54.0699093, -2.284584 54.0698804, -2.2845593 54.069853, -2.2845276 54.0698298, -2.2844783 54.0698063, -2.2844223 54.0697971, -2.2842731 54.0697778, -2.2835331 54.0696762, -2.2834459 54.0696678, -2.2833909 54.0696719, -2.2833248 54.0696944, -2.2832868 54.0697279, -2.28325 54.0697652, -2.2832064 54.0698206)",,,,
56067406,,Mill Close,residential,,False,False,34.317,"LINESTRING (-2.2830809 54.0701203, -2.2832064 54.0698206)",,,,
56067408,,Mill Close,residential,,False,True,36.906,"LINESTRING (-2.2830809 54.0701203, -2.2836248 54.0702114)",,,,
56067406,,Mill Close,residential,,False,True,117.00699999999999,"LINESTRING (-2.2830809 54.0701203, -2.2828688 54.0704912, -2.2828454 54.0705558, -2.2828449 54.0706008, -2.2828472 54.0706603, -2.2828562 54.0707276, -2.282876 54.0707863, -2.2829064 54.0708414, -2.2829663 54.0708964, -2.2830493 54.0709565, -2.2831217 54.071011, -2.2831888 54.071047, -2.2832478 54.0710673)",,,,
56067407,,Mill Close,residential,,False,False,26.381,"LINESTRING (-2.2830832 54.071284, -2.2832478 54.0710673)",,,,
59283969,,Mill Close,residential,,False,False,8.041,"LINESTRING (-2.2830832 54.071284, -2.2829726 54.0713159)",,,,
59283969,,Mill Close,residential,,False,True,8.556,"LINESTRING (-2.2830832 54.071284, -2.2831067 54.0713597)",,,,
56067408,,Mill Close,residential,,False,False,36.906,"LINESTRING (-2.2836248 54.0702114, -2.2830809 54.0701203)",,,,
59283972,,Mill Close,residential,,False,False,7.604,"LINESTRING (-2.2836248 54.0702114, -2.2837291 54.0701809)",,,,
59283972,,Mill Close,residential,,False,True,9.913,"LINESTRING (-2.2836248 54.0702114, -2.2837056 54.0702869)",,,,
59312628,,High Hill Grove Street,residential,30 mph,False,False,8.159,"LINESTRING (-2.2782003 54.0654074, -2.2780839 54.0653806)",,,,
56067419,,High Hill Grove Street,residential,30 mph,False,False,147.46,"LINESTRING (-2.2782003 54.0654074, -2.2780412 54.0656535, -2.2778522 54.0659543, -2.2776916 54.0662242, -2.2776448 54.0663414, -2.2776357 54.06637, -2.2776325 54.0664074, -2.2776662 54.0666762)",,,,
56067419,,High Hill Grove Street,residential,30 mph,False,True,70.57300000000001,"LINESTRING (-2.2782003 54.0654074, -2.2787773 54.0655243, -2.2790062 54.0655708, -2.2792181 54.0656215)",,,,
633129187,,,residential,20 mph,False,True,17.058,"LINESTRING (-2.2778009 54.0669061, -2.2775441 54.0669348)",,,,
100650559,,Duke Street,secondary,20 mph,False,False,40.304,"LINESTRING (-2.2778009 54.0669061, -2.2777525 54.0669511, -2.2776922 54.0670196, -2.2776392 54.0671089, -2.2775634 54.0672391)",B6480,,,
"[33096236, 100650559]",2,Duke Street,secondary,"['20 mph', '30 mph']",False,True,101.07600000000001,"LINESTRING (-2.2778009 54.0669061, -2.2779037 54.066855, -2.2780159 54.0668126, -2.2781391 54.0667726, -2.2782649 54.0667278, -2.2783835 54.0666673, -2.2784994 54.0665975, -2.2785862 54.0665197, -2.2786623 54.066442, -2.2787433 54.0663486, -2.2788162 54.0662521)",B6480,,,
56067421,,The Green,residential,30 mph,False,False,63.897000000000006,"LINESTRING (-2.2734092 54.0652847, -2.2734424 54.0649125, -2.2734592 54.0648817, -2.2734956 54.0648587, -2.2735329 54.0648466, -2.2735679 54.0648435, -2.2737253 54.0648406)",,,,
721328409,,Green Head Lane,residential,30 mph,False,False,7.618,"LINESTRING (-2.2721128 54.0656212, -2.2721 54.0655531)",,,,
41592414,,Albert Hill,unclassified,30 mph,False,False,77.815,"LINESTRING (-2.2721128 54.0656212, -2.272413 54.0656891, -2.2726867 54.065783, -2.2728498 54.0658253, -2.2732048 54.0658969)",,,,
1189859015,,Albert Hill,unclassified,30 mph,False,True,30.805999999999997,"LINESTRING (-2.2721128 54.0656212, -2.2719544 54.0655788, -2.2717797 54.0655256, -2.2716822 54.0655098)",,,,
32197807,,Commercial Street,residential,30 mph,False,False,71.378,"LINESTRING (-2.2738332 54.065472, -2.2737349 54.0652896, -2.2737185 54.0652575, -2.2737135 54.065227, -2.2737253 54.0648406)",,,,
721328408,,Commercial Street,residential,30 mph,False,True,78.39999999999999,"LINESTRING (-2.2738332 54.065472, -2.2739597 54.0655951, -2.2740677 54.0657712, -2.2740939 54.0658182, -2.2741924 54.0660655, -2.27419 54.0660931, -2.274183 54.066136)",,,,
"[56067427, 1189859014]",,Green Head Lane,residential,30 mph,False,True,117.692,"LINESTRING (-2.2738332 54.065472, -2.2735798 54.0654379, -2.2732821 54.0654066, -2.2731688 54.0654175, -2.2730469 54.0654702, -2.2729772 54.0654972, -2.2728812 54.0655209, -2.2726534 54.0655324, -2.2724962 54.0655435, -2.2723335 54.0655619, -2.2722112 54.0655623, -2.2721 54.0655531)",,,,
59275585,,Barrel Sykes,residential,30 mph,False,False,9.044,"LINESTRING (-2.27812 54.0730482, -2.2780319 54.073111)",,,,
59275588,,Mill Lane,residential,,False,False,44.324999999999996,"LINESTRING (-2.2829961 54.0693904, -2.2829258 54.0693803, -2.2826638 54.0693427, -2.2824489 54.06934, -2.2823896 54.0693486, -2.2823302 54.0693572)",,,,
59275585,,Barrel Sykes,residential,30 mph,False,True,9.044,"LINESTRING (-2.2780319 54.073111, -2.27812 54.0730482)",,,,
56067368,,Barrel Sykes,residential,30 mph,False,False,78.616,"LINESTRING (-2.2780319 54.073111, -2.277974 54.0732056, -2.2779582 54.0733674, -2.2779886 54.0735359, -2.278172 54.0735452, -2.2784565 54.0735491)",,,,
56067368,,Barrel Sykes,residential,30 mph,False,True,33.896,"LINESTRING (-2.2780319 54.073111, -2.2779466 54.0729944, -2.2776516 54.0729531)",,,,
59283969,,Mill Close,residential,,False,True,8.041,"LINESTRING (-2.2829726 54.0713159, -2.2830832 54.071284)",,,,
59283972,,Mill Close,residential,,False,True,7.604,"LINESTRING (-2.2837291 54.0701809, -2.2836248 54.0702114)",,,,
59283976,,Mains View,residential,30 mph,False,True,6.733,"LINESTRING (-2.2782753 54.0716373, -2.2783774 54.0716461)",,,,
126218772,,Mains View,residential,30 mph,False,True,11.371,"LINESTRING (-2.2782753 54.0716373, -2.2782222 54.0717347)",,,,
126218772,,Mains View,residential,30 mph,False,False,106.339,"LINESTRING (-2.2782753 54.0716373, -2.2784212 54.0713722, -2.2786002 54.0710996, -2.2788448 54.0707417)",,,,
59283972,,Mill Close,residential,,False,False,9.913,"LINESTRING (-2.2837056 54.0702869, -2.2836248 54.0702114)",,,,
59283969,,Mill Close,residential,,False,False,8.556,"LINESTRING (-2.2831067 54.0713597, -2.2830832 54.071284)",,,,
126218772,,Mains View,residential,30 mph,False,False,11.371,"LINESTRING (-2.2782222 54.0717347, -2.2782753 54.0716373)",,,,
59283976,,Mains View,residential,30 mph,False,False,6.733,"LINESTRING (-2.2783774 54.0716461, -2.2782753 54.0716373)",,,,
56067385,,Town Head Croft,residential,30 mph,False,False,63.47500000000001,"LINESTRING (-2.276098 54.0717053, -2.276182 54.0718135, -2.2762804 54.0719426, -2.276403 54.0720392, -2.2764829 54.0720466, -2.2765728 54.0720383, -2.2766942 54.0719846)",,,,
59289407,,Town Head Way,residential,30 mph,False,True,32.472,"LINESTRING (-2.2766942 54.0719846, -2.2768887 54.0722534)",,,,
56067385,,Town Head Croft,residential,30 mph,False,True,63.474999999999994,"LINESTRING (-2.2766942 54.0719846, -2.2765728 54.0720383, -2.2764829 54.0720466, -2.276403 54.0720392, -2.2762804 54.0719426, -2.276182 54.0718135, -2.276098 54.0717053)",,,,
59289407,,Town Head Way,residential,30 mph,False,False,177.855,"LINESTRING (-2.2766942 54.0719846, -2.2767194 54.0719606, -2.2767144 54.0718948, -2.276731 54.0718166, -2.2767018 54.0716896, -2.2766414 54.0716227, -2.2765104 54.0714539, -2.2761924 54.0710677, -2.2761341 54.0709943, -2.2760968 54.0709063, -2.2760916 54.0708196, -2.2761163 54.0707352, -2.2762108 54.0705976, -2.2762741 54.0705286, -2.2763118 54.0704982)",,,,
59289407,,Town Head Way,residential,30 mph,False,False,32.472,"LINESTRING (-2.2768887 54.0722534, -2.2766942 54.0719846)",,,,
59285863,,,residential,,False,False,15.641,"LINESTRING (-2.2810375 54.0676479, -2.2808077 54.0676079)",,,,
2817472,,Bond Lane,unclassified,30 mph,False,False,141.083,"LINESTRING (-2.2810375 54.0676479, -2.2810064 54.0677227, -2.2809845 54.0677539, -2.2808327 54.0680494, -2.2806363 54.0681854, -2.2802929 54.0684514, -2.2801374 54.0686057, -2.2800939 54.068679, -2.2800772 54.0687336, -2.2800697 54.0687583)",,,,
2817472,,Bond Lane,unclassified,30 mph,False,True,62.62,"LINESTRING (-2.2810375 54.0676479, -2.2812016 54.0672693, -2.2812034 54.0672307, -2.2812005 54.0671855, -2.2811737 54.0671393, -2.2811342 54.0671069)",,,,
59285863,,,residential,,False,True,15.641,"LINESTRING (-2.2808077 54.0676079, -2.2810375 54.0676479)",,,,
59312628,,High Hill Grove Street,residential,30 mph,False,False,12.697,"LINESTRING (-2.2780839 54.0653806, -2.277905 54.0653357)",,,,
59312628,,High Hill Grove Street,residential,30 mph,False,True,8.159,"LINESTRING (-2.2780839 54.0653806, -2.2782003 54.0654074)",,,,
59312666,,Halsteads Cottages,residential,30 mph,False,False,90.112,"LINESTRING (-2.2780839 54.0653806, -2.2788356 54.0647008)",,,,
59312666,,Halsteads Cottages,residential,30 mph,False,True,90.112,"LINESTRING (-2.2788356 54.0647008, -2.2780839 54.0653806)",,,,
59312628,,High Hill Grove Street,residential,30 mph,False,True,12.697,"LINESTRING (-2.277905 54.0653357, -2.2780839 54.0653806)",,,,
32937979,,Market Place,unclassified,20 mph,False,True,52.275000000000006,"LINESTRING (-2.2765711 54.0685894, -2.2765389 54.0686105, -2.276521 54.0686443, -2.2765193 54.0687577, -2.2765038 54.0688096, -2.2764445 54.0688674, -2.2763572 54.0689616, -2.2763484 54.0689876, -2.2763481 54.0690267)",,,,
41592415,,Market Place,unclassified,20 mph,False,True,54.753,"LINESTRING (-2.2765711 54.0685894, -2.276631 54.0686343, -2.2766601 54.0686555, -2.2767226 54.0687033, -2.2767639 54.0687348, -2.2769014 54.0688398, -2.277018 54.0689262, -2.2770657 54.0689495, -2.2771126 54.068959)",,,,
79401705,,Market Place,unclassified,20 mph,False,False,26.948,"LINESTRING (-2.2765711 54.0685894, -2.2764961 54.0685254, -2.2764774 54.0684966, -2.2764458 54.0684476, -2.2764245 54.0683671)",,,,
56067368,,Barrel Sykes,residential,30 mph,False,False,33.896,"LINESTRING (-2.2776516 54.0729531, -2.2779466 54.0729944, -2.2780319 54.073111)",,,,
721328409,,Green Head Lane,residential,30 mph,False,True,7.618,"LINESTRING (-2.2721 54.0655531, -2.2721128 54.0656212)",,,,
"[56067427, 1189859014]",,Green Head Lane,residential,30 mph,False,False,117.69200000000002,"LINESTRING (-2.2721 54.0655531, -2.2722112 54.0655623, -2.2723335 54.0655619, -2.2724962 54.0655435, -2.2726534 54.0655324, -2.2728812 54.0655209, -2.2729772 54.0654972, -2.2730469 54.0654702, -2.2731688 54.0654175, -2.2732821 54.0654066, -2.2735798 54.0654379, -2.2738332 54.065472)",,,,
188945130,,,residential,30 mph,False,False,46.911,"LINESTRING (-2.2721 54.0655531, -2.2720098 54.0655309, -2.2718424 54.0654782, -2.2716144 54.0654112, -2.2715148 54.0653845, -2.2714485 54.0653884)",,,,
32197806,,Castle Hill,residential,30 mph,False,True,43.281,"LINESTRING (-2.2753889 54.0687346, -2.2752568 54.068898, -2.275156 54.0690385, -2.2751482 54.0690695, -2.2751473 54.0690941)",,,,
59284770,,Castlebergh Lane,residential,30 mph,False,False,187.911,"LINESTRING (-2.2753889 54.0687346, -2.2753673 54.0686927, -2.2752991 54.0686139, -2.2752462 54.0684681, -2.2751915 54.0682829, -2.2751545 54.0681905, -2.2750871 54.0679935, -2.2750235 54.0677437, -2.2750041 54.0676565, -2.2749681 54.067568, -2.2748845 54.0674172, -2.2748619 54.0673606, -2.2748507 54.0672844, -2.274857 54.0671861, -2.2748686 54.0671217, -2.2748899 54.0670868)",,,,
59284772,1,Castle Hill,residential,20 mph,False,False,72.161,"LINESTRING (-2.2753889 54.0687346, -2.2754907 54.0686744, -2.2758205 54.0684714, -2.2759872 54.0683688, -2.2761427 54.0682601)",,,,narrow
592118929,1,Penyghent View,secondary,30 mph,False,False,20.686,"LINESTRING (-2.2812459 54.0720637, -2.2814854 54.0721856)",B6480,,,
37016831,1,Penyghent View,secondary,30 mph,False,True,135.154,"LINESTRING (-2.2812459 54.0720637, -2.2810922 54.0719773, -2.2810125 54.0719322, -2.280853 54.0718421, -2.2807137 54.0717644, -2.2804429 54.0716201, -2.280388 54.0715909, -2.2800451 54.0714038, -2.2797331 54.0712335)",B6480,,,
56067419,,High Hill Grove Street,residential,30 mph,False,True,147.46,"LINESTRING (-2.2776662 54.0666762, -2.2776325 54.0664074, -2.2776357 54.06637, -2.2776448 54.0663414, -2.2776916 54.0662242, -2.2778522 54.0659543, -2.2780412 54.0656535, -2.2782003 54.0654074)",,,,
176046595,1,High Hill Grove Street,residential,,True,False,27.26,"LINESTRING (-2.2776662 54.0666762, -2.2777519 54.0668622, -2.2778009 54.0669061)",,,,
41592414,,Albert Hill,unclassified,30 mph,False,False,70.306,"LINESTRING (-2.2732048 54.0658969, -2.2734284 54.0659457, -2.2736247 54.0660085, -2.2737366 54.0660496, -2.2738512 54.0660686, -2.2740229 54.0660782, -2.2741159 54.0660988, -2.274183 54.066136)",,,,
41592414,,Albert Hill,unclassified,30 mph,False,True,77.815,"LINESTRING (-2.2732048 54.0658969, -2.2728498 54.0658253, -2.2726867 54.065783, -2.272413 54.0656891, -2.2721128 54.0656212)",,,,
188945139,,,residential,30 mph,False,True,63.129000000000005,"LINESTRING (-2.2732048 54.0658969, -2.2731502 54.0660275, -2.273156 54.0660711, -2.2731931 54.0661181, -2.2733089 54.0661962, -2.2736376 54.066329)",,,,
188945139,,,residential,30 mph,False,False,63.12899999999999,"LINESTRING (-2.2736376 54.066329, -2.2733089 54.0661962, -2.2731931 54.0661181, -2.273156 54.0660711, -2.2731502 54.0660275, -2.2732048 54.0658969)",,,,
129321025,,High Hill Lane,unclassified,60 mph,False,False,18.658,"LINESTRING (-2.2713996 54.0654843, -2.2716822 54.0655098)",,,,
721328410,,,residential,30 mph,False,True,11.131,"LINESTRING (-2.2713996 54.0654843, -2.2714085 54.0654669, -2.2714323 54.0654202, -2.2714485 54.0653884)",,,,
"[33096236, 100650559]",2,Duke Street,secondary,"['20 mph', '30 mph']",False,False,101.07600000000001,"LINESTRING (-2.2788162 54.0662521, -2.2787433 54.0663486, -2.2786623 54.066442, -2.2785862 54.0665197, -2.2784994 54.0665975, -2.2783835 54.0666673, -2.2782649 54.0667278, -2.2781391 54.0667726, -2.2780159 54.0668126, -2.2779037 54.066855, -2.2778009 54.0669061)",B6480,,,
33096236,2,Duke Street,secondary,30 mph,False,True,75.004,"LINESTRING (-2.2788162 54.0662521, -2.279023 54.0658698, -2.2792181 54.0656215)",B6480,,,
260083581,,,residential,,False,False,77.7,"LINESTRING (-2.2788162 54.0662521, -2.2793185 54.0663523, -2.2795709 54.0659943)",,,,
592118929,1,Penyghent View,secondary,30 mph,False,True,20.686,"LINESTRING (-2.2814854 54.0721856, -2.2812459 54.0720637)",B6480,,,
513250798,,Langcliffe Road,secondary,,True,False,42.06400000000001,"LINESTRING (-2.2814854 54.0721856, -2.2813665 54.0722067, -2.2812752 54.0722257, -2.2811984 54.0722516, -2.2809226 54.0723632)",B6479,,,
"[1069885936, 2817451, 1069885935]",2,Kirkgate,tertiary,30 mph,False,False,121.728,"LINESTRING (-2.2814854 54.0721856, -2.281542 54.0721512, -2.2815724 54.0721281, -2.2815881 54.0721124, -2.2815972 54.072094, -2.281606 54.0720734, -2.2816435 54.0719652, -2.2816801 54.0718917, -2.2816997 54.0718388, -2.2817174 54.0717687, -2.2817313 54.0716479, -2.2817524 54.0713267, -2.2817772 54.0711226)",,,,
32937989,,,residential,20 mph,False,False,33.86,"LINESTRING (-2.2775441 54.0669348, -2.2775634 54.0672391)",,,,
633129187,,,residential,20 mph,False,False,17.058,"LINESTRING (-2.2775441 54.0669348, -2.2778009 54.0669061)",,,,
32937989,,,residential,20 mph,False,True,42.155,"LINESTRING (-2.2775441 54.0669348, -2.2775308 54.0668729, -2.2769981 54.0669238)",,,,
715162045,,Cragdale,residential,30 mph,False,False,96.12700000000001,"LINESTRING (-2.2760057 54.0672255, -2.2767658 54.0672763, -2.2767508 54.0673429, -2.2767506 54.0674743, -2.276755 54.0675646, -2.2767602 54.0676912)",,,,
33096236,2,Duke Street,secondary,30 mph,False,False,16.224,"LINESTRING (-2.2793737 54.0655077, -2.2792181 54.0656215)",B6480,,,
782372730,,,residential,,False,False,93.13,"LINESTRING (-2.2793737 54.0655077, -2.2797007 54.0656275, -2.2801801 54.0657496, -2.2803294 54.0656792, -2.2805325 54.0655284)",,,,
782372730,,,residential,,False,True,93.13,"LINESTRING (-2.2805325 54.0655284, -2.2803294 54.0656792, -2.2801801 54.0657496, -2.2797007 54.0656275, -2.2793737 54.0655077)",,,,
260083581,,,residential,,False,True,77.7,"LINESTRING (-2.2795709 54.0659943, -2.2793185 54.0663523, -2.2788162 54.0662521)",,,,
59312627,,Old School Close,residential,30 mph,False,False,76.107,"LINESTRING (-2.2744682 54.0670302, -2.2742359 54.0667253, -2.2742012 54.0666712, -2.2741967 54.066612, -2.2742055 54.0665787, -2.2745084 54.0664877)",,,,
56067409,2,Marshfield Road,residential,30 mph,False,False,215.993,"LINESTRING (-2.2787597 54.0706935, -2.2790756 54.070531, -2.279253 54.0704588, -2.2793317 54.0704357, -2.2794185 54.0704206, -2.2795049 54.0704208, -2.2811405 54.0704956, -2.2816613 54.0705161, -2.2819037 54.0705435)",,,,
"[513252401, 1244888846]",2,Mains View,secondary,30 mph,False,False,7.7170000000000005,"LINESTRING (-2.2787597 54.0706935, -2.2788023 54.0707176, -2.2788448 54.0707417)",B6480,,,
"[32937978, 1244888846, 1244888847]",2,Mains View,secondary,30 mph,False,True,92.105,"LINESTRING (-2.2787597 54.0706935, -2.2785945 54.0706066, -2.2784862 54.0705455, -2.2782388 54.0704048, -2.2779486 54.0702406, -2.2778593 54.0701803, -2.2777734 54.0701041)",B6480,,yes,
126218772,,Mains View,residential,30 mph,False,True,106.339,"LINESTRING (-2.2788448 54.0707417, -2.2786002 54.0710996, -2.2784212 54.0713722, -2.2782753 54.0716373)",,,,
"[513252401, 37016831]","['1', '2']","['Mains View', 'Penyghent View']",secondary,30 mph,False,False,79.68599999999999,"LINESTRING (-2.2788448 54.0707417, -2.2794131 54.0710547, -2.2797331 54.0712335)",B6480,,,
"[513252401, 1244888846]",2,Mains View,secondary,30 mph,False,True,7.7170000000000005,"LINESTRING (-2.2788448 54.0707417, -2.2788023 54.0707176, -2.2787597 54.0706935)",B6480,,,
"[2817451, 1069885932, 1069885933, 1069885931]","['2', '3']",Kirkgate,tertiary,30 mph,False,False,170.83100000000002,"LINESTRING (-2.2823302 54.0693572, -2.2823008 54.0693084, -2.2822027 54.0691902, -2.2821813 54.0691743, -2.2821241 54.0691319, -2.2820312 54.0690838, -2.2819305 54.0690402, -2.2818418 54.0690161, -2.281683 54.0689756, -2.2814963 54.0689339, -2.2813648 54.0689087, -2.2812333 54.0688864, -2.2809112 54.0688464, -2.2807017 54.0688237, -2.2804913 54.0688064, -2.2800697 54.0687583)",,,,
2817451,2,Kirkgate,tertiary,30 mph,False,True,34.425,"LINESTRING (-2.2823302 54.0693572, -2.2823481 54.0693935, -2.2823602 54.0694503, -2.2823578 54.0695123, -2.2823453 54.0695991, -2.2823205 54.0696629)",,,,
59275588,,Mill Lane,residential,,False,True,44.325,"LINESTRING (-2.2823302 54.0693572, -2.2823896 54.0693486, -2.2824489 54.06934, -2.2826638 54.0693427, -2.2829258 54.0693803, -2.2829961 54.0693904)",,,,
2817466,,High Street,unclassified,20 mph,False,False,67.856,"LINESTRING (-2.2761427 54.0682601, -2.2761014 54.0682216, -2.2759765 54.0680392, -2.2759457 54.0679953, -2.2758266 54.0678107, -2.275784 54.0677212, -2.275777 54.0676911)",,,,
"[2817466, 41592412]",,"['High Street', 'Cheapside']",unclassified,20 mph,False,True,21.945,"LINESTRING (-2.2761427 54.0682601, -2.2762017 54.0682881, -2.2763493 54.0683379, -2.2764245 54.0683671)",,,,
59284772,1,Castle Hill,residential,20 mph,False,True,72.161,"LINESTRING (-2.2761427 54.0682601, -2.2759872 54.0683688, -2.2758205 54.0684714, -2.2754907 54.0686744, -2.2753889 54.0687346)",,,,narrow
56067373,,Townhead,residential,30 mph,False,False,90.544,"LINESTRING (-2.2749631 54.0694921, -2.2749737 54.0695623, -2.2750077 54.069601, -2.2750624 54.0696292, -2.2750833 54.0696402, -2.2751039 54.0696689, -2.2751853 54.0698807, -2.2753211 54.0700255, -2.27541 54.0701239, -2.2755286 54.0702169)",,,,
10634305,,Market Place,residential,20 mph,False,True,52.248999999999995,"LINESTRING (-2.2763481 54.0690267, -2.2767513 54.0690229, -2.27695 54.069021, -2.2770064 54.0690128, -2.2770478 54.0689957, -2.2771126 54.068959)",,,,
32937979,,Market Place,unclassified,20 mph,False,False,52.275,"LINESTRING (-2.2763481 54.0690267, -2.2763484 54.0689876, -2.2763572 54.0689616, -2.2764445 54.0688674, -2.2765038 54.0688096, -2.2765193 54.0687577, -2.276521 54.0686443, -2.2765389 54.0686105, -2.2765711 54.0685894)",,,,
"[41592411, 100662197]",,Constitution Hill,unclassified,"['20 mph', '30 mph']",False,False,83.10799999999999,"LINESTRING (-2.2763481 54.0690267, -2.2762703 54.0690389, -2.2761127 54.0690855, -2.2761029 54.0690884, -2.2757615 54.069164, -2.275631 54.0691744, -2.275475 54.0691668, -2.2753378 54.0691485, -2.2751473 54.0690941)",,,,
2817465,,,unclassified,,False,True,2.82,"LINESTRING (-2.2771126 54.068959, -2.2771558 54.0689582)",,,,
10634305,,Market Place,residential,20 mph,False,False,52.249,"LINESTRING (-2.2771126 54.068959, -2.2770478 54.0689957, -2.2770064 54.0690128, -2.27695 54.069021, -2.2767513 54.0690229, -2.2763481 54.0690267)",,,,
41592415,,Market Place,unclassified,20 mph,False,False,54.753,"LINESTRING (-2.2771126 54.068959, -2.2770657 54.0689495, -2.277018 54.0689262, -2.2769014 54.0688398, -2.2767639 54.0687348, -2.2767226 54.0687033, -2.2766601 54.0686555, -2.276631 54.0686343, -2.2765711 54.0685894)",,,,
59284770,,Castlebergh Lane,residential,30 mph,False,False,3.688,"LINESTRING (-2.2745084 54.0664877, -2.2745226 54.0664556)",,,,
59284770,,Castlebergh Lane,residential,30 mph,False,True,71.45,"LINESTRING (-2.2745084 54.0664877, -2.2745234 54.0665299, -2.2746125 54.0666197, -2.2746841 54.0667131, -2.2747656 54.0668354, -2.2748599 54.0670331, -2.2748899 54.0670868)",,,,
59312627,,Old School Close,residential,30 mph,False,True,76.107,"LINESTRING (-2.2745084 54.0664877, -2.2742055 54.0665787, -2.2741967 54.066612, -2.2742012 54.0666712, -2.2742359 54.0667253, -2.2744682 54.0670302)",,,,
32937992,,Cheapside,unclassified,20 mph,False,True,48.338,"LINESTRING (-2.2764245 54.0683671, -2.2766153 54.0683866, -2.2768761 54.0684091, -2.2771565 54.0684338)",,,,
"[2817466, 41592412]",,"['High Street', 'Cheapside']",unclassified,20 mph,False,False,21.945,"LINESTRING (-2.2764245 54.0683671, -2.2763493 54.0683379, -2.2762017 54.0682881, -2.2761427 54.0682601)",,,,
79401705,,Market Place,unclassified,20 mph,False,True,26.948,"LINESTRING (-2.2764245 54.0683671, -2.2764458 54.0684476, -2.2764774 54.0684966, -2.2764961 54.0685254, -2.2765711 54.0685894)",,,,
2817467,1,Chapel Street,residential,30 mph,False,False,4.944,"LINESTRING (-2.275777 54.0676911, -2.2758522 54.0676857)",,,,
2817466,,High Street,unclassified,20 mph,False,True,67.85600000000001,"LINESTRING (-2.275777 54.0676911, -2.275784 54.0677212, -2.2758266 54.0678107, -2.2759457 54.0679953, -2.2759765 54.0680392, -2.2761014 54.0682216, -2.2761427 54.0682601)",,,,
220459197,,Victoria Street,unclassified,30 mph,False,True,26.095000000000002,"LINESTRING (-2.275777 54.0676911, -2.2756886 54.0676959, -2.2756242 54.0676917, -2.2755818 54.0676816, -2.2755277 54.0676571, -2.2754924 54.067622, -2.2754682 54.067588)",,,,
2817467,1,Chapel Street,residential,30 mph,False,True,4.944,"LINESTRING (-2.2758522 54.0676857, -2.275777 54.0676911)",,,,
2817467,1,Chapel Street,residential,30 mph,False,False,59.299,"LINESTRING (-2.2758522 54.0676857, -2.2762375 54.0676788, -2.2764337 54.067685, -2.2766406 54.0676916, -2.2767602 54.0676912)",,,,
32937981,1,Chapel Square,residential,,True,False,43.358,"LINESTRING (-2.2758522 54.0676857, -2.2758517 54.0674905, -2.2758638 54.0672959)",,,,
