osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,geometry,name,bridge,access,junction
32560065,2,B6352,secondary,20 mph,False,True,42.683,"LINESTRING (-2.4345759 55.5946208, -2.4346591 55.5945563, -2.4348166 55.594434, -2.4349758 55.5943105)",,,,
"[33900519, 44979367, 32560078, 690317007, 234813910, 32614463]",2,A699,primary,20 mph,False,False,338.30199999999996,"LINESTRING (-2.4345759 55.5946208, -2.4345667 55.594627, -2.4342559 55.5948383, -2.4342042 55.5948728, -2.4340129 55.5949993, -2.4336552 55.5952323, -2.4334509 55.5953669, -2.4333357 55.595441, -2.4331763 55.5955418, -2.4331064 55.595586, -2.4329264 55.5956927, -2.4325968 55.5958871, -2.4325619 55.5959081, -2.4324898 55.5959528, -2.4324379 55.5959893, -2.4323869 55.5960335, -2.4323548 55.5960709, -2.4323354 55.5961033, -2.4323242 55.5961345, -2.4323133 55.5961834, -2.4323036 55.59623, -2.4322992 55.5962869, -2.432304 55.5963415, -2.4323115 55.5963811, -2.4323196 55.5964153, -2.4323398 55.5964598, -2.4323734 55.5965115, -2.4324334 55.5966064, -2.4324901 55.5966891, -2.4325989 55.5968478, -2.4326628 55.5969352, -2.4327153 55.5970035, -2.432757 55.5970427, -2.4328076 55.5970791, -2.4328693 55.5971179)","['Kelso Bridge Approach', 'Bridge Street', 'Kelso Bridge']",yes,yes,
44979336,2,A699,primary,20 mph,False,False,35.433,"LINESTRING (-2.4345759 55.5946208, -2.4346848 55.5946593, -2.4347778 55.5947036, -2.4349868 55.5948359)",Kelso Bridge Approach,,,
44979367,2,A699,primary,20 mph,False,False,7.326,"LINESTRING (-2.4328693 55.5971179, -2.4329526 55.597164)",Bridge Street,,,
"[33900519, 44979367, 32560078, 690317007, 234813910, 32614463]",2,A699,primary,20 mph,False,True,338.30199999999996,"LINESTRING (-2.4328693 55.5971179, -2.4328076 55.5970791, -2.432757 55.5970427, -2.4327153 55.5970035, -2.4326628 55.5969352, -2.4325989 55.5968478, -2.4324901 55.5966891, -2.4324334 55.5966064, -2.4323734 55.5965115, -2.4323398 55.5964598, -2.4323196 55.5964153, -2.4323115 55.5963811, -2.432304 55.5963415, -2.4322992 55.5962869, -2.4323036 55.59623, -2.4323133 55.5961834, -2.4323242 55.5961345, -2.4323354 55.5961033, -2.4323548 55.5960709, -2.4323869 55.5960335, -2.4324379 55.5959893, -2.4324898 55.5959528, -2.4325619 55.5959081, -2.4325968 55.5958871, -2.4329264 55.5956927, -2.4331064 55.595586, -2.4331763 55.5955418, -2.4333357 55.595441, -2.4334509 55.5953669, -2.4336552 55.5952323, -2.4340129 55.5949993, -2.4342042 55.5948728, -2.4342559 55.5948383, -2.4345667 55.594627, -2.4345759 55.5946208)","['Kelso Bridge Approach', 'Bridge Street', 'Kelso Bridge']",yes,yes,
32565835,1,A6089,primary,20 mph,True,False,36.565,"LINESTRING (-2.4262917 55.6007162, -2.4264013 55.6008208, -2.4265756 55.6010032)",,,,
33084876,1,,primary,20 mph,True,False,16.767999999999997,"LINESTRING (-2.4262917 55.6007162, -2.4262913 55.6007449, -2.4262814 55.6007651, -2.4262616 55.6007853, -2.426238 55.6008002, -2.4261974 55.6008156, -2.4261457 55.6008241)",,,,roundabout
32560065,2,B6352,secondary,20 mph,False,False,42.683,"LINESTRING (-2.4349758 55.5943105, -2.4348166 55.594434, -2.4346591 55.5945563, -2.4345759 55.5946208)",,,,
44979337,2,B6352,secondary,20 mph,False,True,60.503,"LINESTRING (-2.4349758 55.5943105, -2.4350308 55.594362, -2.4350514 55.5944304, -2.4350585 55.5947106, -2.4350457 55.594761, -2.4350228 55.594809, -2.4349868 55.5948359)",,,,
990586178,1,,primary,20 mph,True,False,3.2889999999999997,"LINESTRING (-2.4261019 55.6006355, -2.426133 55.6006347, -2.4261541 55.600636)",,,,roundabout
32565928,1,A6089,primary,20 mph,True,False,19.794,"LINESTRING (-2.4261541 55.600636, -2.4262251 55.6006028, -2.4263987 55.6005238)",,,,
990490954,1,,primary,20 mph,True,False,9.571,"LINESTRING (-2.4261541 55.600636, -2.4261883 55.6006416, -2.4262164 55.6006498, -2.4262516 55.600667, -2.4262736 55.6006849)",,,,roundabout
32565933,2,,tertiary,20 mph,False,False,150.769,"LINESTRING (-2.4298962 55.5990046, -2.4299126 55.599102, -2.4299442 55.5991935, -2.4299485 55.5991999, -2.4299999 55.5992771, -2.4300241 55.5993135, -2.4300788 55.5993588, -2.4301022 55.5993781, -2.4301273 55.5993989, -2.4301443 55.599413, -2.4303191 55.5995543, -2.4303465 55.5995757, -2.4307162 55.5998651, -2.4307184 55.5998668, -2.43075 55.5998937, -2.4307676 55.5999086, -2.4307882 55.5999261, -2.4308162 55.5999489, -2.4308397 55.5999677, -2.4308997 55.6000104, -2.4309723 55.6000547, -2.4310275 55.6000871, -2.4311265 55.6001393)",Rose Lane,,,
39982931,2,A6089,primary,20 mph,False,True,70.205,"LINESTRING (-2.4298962 55.5990046, -2.4299292 55.598993, -2.4299713 55.5989833, -2.4300231 55.5989734, -2.4300978 55.5989671, -2.4301804 55.5989672, -2.4302831 55.5989684, -2.4303433 55.5989696, -2.4304272 55.5989741, -2.4306488 55.5989896, -2.4307827 55.5989996, -2.4309037 55.5990125, -2.4309496 55.5990173, -2.4309682 55.5990193, -2.4309933 55.5990232)",Coalmarket,,,
"[71324282, 155907211]",2,"['A6089', 'A699']",primary,20 mph,False,"[False, True]",20.886,"LINESTRING (-2.4298962 55.5990046, -2.4298335 55.5989892, -2.4297592 55.598976, -2.4297149 55.5989724, -2.4296681 55.5989711, -2.4296119 55.5989731, -2.4295742 55.5989768)","['Shedden Park Road', 'Coalmarket']",,,
32565942,2,,tertiary,20 mph,False,False,20.154,"LINESTRING (-2.4356161 55.6002069, -2.4353677 55.6000922)",Bowmont Street,,,
35166690,,,residential,20 mph,False,False,52.304,"LINESTRING (-2.4356161 55.6002069, -2.4350511 55.6005524)",Victoria Place,,,
32565942,2,,tertiary,20 mph,False,True,18.461,"LINESTRING (-2.4356161 55.6002069, -2.4357763 55.6002982, -2.4357921 55.6003072, -2.435823 55.6003248)",Bowmont Street,,,
33894905,,,unclassified,20 mph,False,True,21.97,"LINESTRING (-2.4347299 55.5998017, -2.4349984 55.5996751)",Union Street,,,
32565942,2,,tertiary,20 mph,False,False,63.583,"LINESTRING (-2.4347299 55.5998017, -2.4342862 55.5996011, -2.4340408 55.5995093, -2.4339743 55.5994897, -2.4339021 55.5994793)",Bowmont Street,,,
