osmid,oneway,name,highway,maxspeed,junction,reversed,length,geometry,lanes,ref,bridge
827912709,False,Sutton Road,secondary,30 mph,,True,8.23,"LINESTRING (0.7185823 51.5425442, 0.7185697 51.5426178)",2,B1015,
149711989,False,Bournemouth Park Road,tertiary,30 mph,,True,16.641,"LINESTRING (0.7225465 51.5433515, 0.7225925 51.5432046)",2,,
149712109,False,Swanage Road,residential,,,False,281.666,"LINESTRING (0.7225465 51.5433515, 0.7184985 51.5430714)",,,
149711989,False,Bournemouth Park Road,tertiary,30 mph,,False,90.17500000000001,"LINESTRING (0.7225465 51.5433515, 0.7224116 51.5437627, 0.7223766 51.5438411, 0.7222898 51.5441463)",2,,
149712108,False,Sutton Road,residential,,,True,89.825,"LINESTRING (0.7185719 51.5410991, 0.718672 51.5410371, 0.7187587 51.540986, 0.7187893 51.5409546, 0.718815 51.5408539, 0.7188385 51.540784, 0.7188709 51.5406549, 0.7189066 51.5405265, 0.7189584 51.5403549)",,,
827912709,False,Sutton Road,secondary,30 mph,,False,50.661,"LINESTRING (0.7185719 51.5410991, 0.7184518 51.5409637, 0.7183871 51.540907, 0.7183041 51.5408464, 0.718212 51.540794, 0.7181156 51.5407503)",2,B1015,
827912709,False,Sutton Road,secondary,30 mph,,True,25.273000000000003,"LINESTRING (0.7185719 51.5410991, 0.7186363 51.54118, 0.7186704 51.5412481, 0.7186867 51.541313)",2,B1015,
49072429,False,Southchurch Road,primary,30 mph,,False,51.359,"LINESTRING (0.7227745 51.5401167, 0.7220319 51.5401134)",,A13,
149712095,False,Southchurch Road,residential,,,False,54.666,"LINESTRING (0.7227745 51.5401167, 0.7226801 51.5406048)",,,
49072429,False,Southchurch Road,primary,30 mph,,True,51.359,"LINESTRING (0.7220319 51.5401134, 0.7227745 51.5401167)",,A13,
49072429,False,Southchurch Road,primary,30 mph,,False,46.272999999999996,"LINESTRING (0.7220319 51.5401134, 0.7215081 51.5401086, 0.7213629 51.5401075)",,A13,
149712097,False,Southchurch Road,residential,,,False,147.54,"LINESTRING (0.7220319 51.5401134, 0.7219543 51.540502, 0.7218756 51.5408593, 0.7217866 51.5409325, 0.7216386 51.5409715, 0.7210236 51.5409888)",,,
49072429,False,Southchurch Road,primary,30 mph,,False,77.082,"LINESTRING (0.7202181 51.5401044, 0.719105 51.5401398)",,A13,
149712096,False,Southchurch Road,residential,,,False,53.601,"LINESTRING (0.7202181 51.5401044, 0.7200968 51.5405805)",,,
49072429,False,Southchurch Road,primary,30 mph,,True,79.19200000000001,"LINESTRING (0.7202181 51.5401044, 0.7208013 51.5400986, 0.7213629 51.5401075)",,A13,
49072429,False,Southchurch Road,primary,30 mph,,True,77.082,"LINESTRING (0.719105 51.5401398, 0.7202181 51.5401044)",,A13,
325474862,True,Southchurch Road,primary,30 mph,,False,15.682,"LINESTRING (0.719105 51.5401398, 0.7188793 51.5401534)",,A13,
149712056,False,Lancaster Gardens,residential,,,True,139.074,"LINESTRING (0.719105 51.5401398, 0.7196227 51.5394981, 0.7200592 51.5390397)",,,
149712107,True,Sutton Road,residential,,,False,26.054000000000002,"LINESTRING (0.7189584 51.5403549, 0.7189968 51.5402767, 0.719105 51.5401398)",,,
149712108,False,Sutton Road,residential,,,False,89.82499999999999,"LINESTRING (0.7189584 51.5403549, 0.7189066 51.5405265, 0.7188709 51.5406549, 0.7188385 51.540784, 0.718815 51.5408539, 0.7187893 51.5409546, 0.7187587 51.540986, 0.718672 51.5410371, 0.7185719 51.5410991)",,,
149712055,False,Lancaster Gardens,residential,,,False,36.81,"LINESTRING (0.7200592 51.5390397, 0.7200765 51.5389881, 0.7201877 51.5387185)",,,
149712056,False,Lancaster Gardens,residential,,,False,139.074,"LINESTRING (0.7200592 51.5390397, 0.7196227 51.5394981, 0.719105 51.5401398)",,,
149712056,False,Lancaster Gardens,residential,,,True,199.62599999999998,"LINESTRING (0.7200592 51.5390397, 0.721403 51.5391565, 0.7213895 51.5394635, 0.7213786 51.539664, 0.7213629 51.5401075)",,,
149712055,False,Lancaster Gardens,residential,,,True,36.81,"LINESTRING (0.7201877 51.5387185, 0.7200765 51.5389881, 0.7200592 51.5390397)",,,
"[149712115, 130518598]",False,"['Tyrrel Drive', 'Grange Gardens']",residential,,,False,235.45199999999997,"LINESTRING (0.7188793 51.5401534, 0.7186092 51.5393318, 0.7185904 51.5392651, 0.7185957 51.5392034, 0.7186253 51.53913, 0.7186682 51.5390582, 0.7187245 51.5389999, 0.7189471 51.5388364, 0.7189672 51.5388059, 0.7189619 51.5387705, 0.7189055 51.5387454, 0.7181582 51.5386332, 0.7181351 51.5387574)",,,
325474862,True,Southchurch Road,primary,30 mph,,False,77.709,"LINESTRING (0.7188793 51.5401534, 0.7184582 51.540226, 0.7183886 51.540238, 0.7180396 51.5402981, 0.7179796 51.5403031, 0.7178956 51.5402925, 0.7177953 51.5402711)",,A13,
"[149712115, 130518598]",False,"['Tyrrel Drive', 'Grange Gardens']",residential,,,True,235.45200000000006,"LINESTRING (0.7181351 51.5387574, 0.7181582 51.5386332, 0.7189055 51.5387454, 0.7189619 51.5387705, 0.7189672 51.5388059, 0.7189471 51.5388364, 0.7187245 51.5389999, 0.7186682 51.5390582, 0.7186253 51.53913, 0.7185957 51.5392034, 0.7185904 51.5392651, 0.7186092 51.5393318, 0.7188793 51.5401534)",,,
827912709,False,Sutton Road,secondary,30 mph,,False,21.434,"LINESTRING (0.7184453 51.5432613, 0.7184985 51.5430714)",2,B1015,
827912709,False,Sutton Road,secondary,30 mph,,True,59.488,"LINESTRING (0.7184453 51.5432613, 0.7184369 51.5432888, 0.718384 51.5434615, 0.7183108 51.543651, 0.7182476 51.5437815)",2,B1015,
149596473,False,York Road,residential,,,True,30.994,"LINESTRING (0.7184655 51.5364257, 0.718631 51.5364355, 0.7189121 51.5364484)",,,
149596399,False,Hastings Road,residential,,,True,44.482,"LINESTRING (0.7205223 51.5382823, 0.7206111 51.5378861)",,,
28662047,True,Queensway,primary_link,30 mph,,False,169.781,"LINESTRING (0.7177765 51.5402429, 0.7177724 51.5401542, 0.7177958 51.5399807, 0.7178568 51.5394611, 0.7178631 51.5389815, 0.7178609 51.5388397, 0.7178006 51.538724)",,A1160,
"[49550264, 149712075]",True,Queensway,primary,30 mph,roundabout,False,40.616,"LINESTRING (0.7177765 51.5402429, 0.7177226 51.5401961, 0.7176366 51.5401577, 0.717534 51.5401404, 0.7173978 51.5401458, 0.7172693 51.540189)",,,yes
149712106,False,Sutton Road,residential,,,False,61.382999999999996,"LINESTRING (0.7186867 51.541313, 0.7185048 51.5413314, 0.7178106 51.5414015)",,,
827912709,False,Sutton Road,secondary,30 mph,,False,25.273,"LINESTRING (0.7186867 51.541313, 0.7186704 51.5412481, 0.7186363 51.54118, 0.7185719 51.5410991)",2,B1015,
827912709,False,Sutton Road,secondary,30 mph,,True,41.434,"LINESTRING (0.7186867 51.541313, 0.7186803 51.5415046, 0.7186641 51.5416853)",2,B1015,
827912709,False,Sutton Road,secondary,30 mph,,False,26.267,"LINESTRING (0.7186587 51.5419215, 0.7186641 51.5416853)",2,B1015,
827912709,False,Sutton Road,secondary,30 mph,,True,69.442,"LINESTRING (0.7186587 51.5419215, 0.7185823 51.5425442)",2,B1015,
149712012,False,Coleman Street,residential,,,False,260.892,"LINESTRING (0.7186587 51.5419215, 0.7178105 51.5418822, 0.7166621 51.5418291, 0.7149038 51.5417009)",,,
149712074,False,Prittlewell Street,residential,,,False,46.258,"LINESTRING (0.7149038 51.5417009, 0.7143303 51.541915)",,,
149712074,False,Prittlewell Street,residential,,,True,11.65,"LINESTRING (0.7149038 51.5417009, 0.7148653 51.5415989)",,,
149712012,False,Coleman Street,residential,,,True,260.892,"LINESTRING (0.7149038 51.5417009, 0.7166621 51.5418291, 0.7178105 51.5418822, 0.7186587 51.5419215)",,,
149712074,False,Prittlewell Street,residential,,,True,46.258,"LINESTRING (0.7143303 51.541915, 0.7149038 51.5417009)",,,
827912709,False,Sutton Road,secondary,30 mph,,False,8.23,"LINESTRING (0.7185697 51.5426178, 0.7185823 51.5425442)",2,B1015,
"[149712066, 149712050]",False,"['Guildford Road', 'Milton Street']",residential,,,False,412.669,"LINESTRING (0.7185697 51.5426178, 0.717055 51.5425235, 0.7164238 51.542485, 0.7159046 51.5424533, 0.7139607 51.5423347, 0.7137103 51.5423194, 0.7136474 51.5423298, 0.7136289 51.5423584, 0.7135982 51.5425931, 0.7135504 51.5429594)",,,
827912709,False,Sutton Road,secondary,30 mph,,True,50.708,"LINESTRING (0.7185697 51.5426178, 0.7185492 51.5428284, 0.7184985 51.5430714)",2,B1015,
1079391813,True,Queensway,primary,30 mph,,False,69.99799999999999,"LINESTRING (0.7137559 51.5415456, 0.7141338 51.5415374, 0.7145238 51.541521, 0.7147636 51.5414961)",,A13,
"[942609913, 149712066]",False,"['Milton Street', 'Maldon Road']",residential,,,"[False, True]",102.365,"LINESTRING (0.7135504 51.5429594, 0.713532 51.5431065, 0.7134749 51.5435621, 0.7134791 51.5435976, 0.7139247 51.5436408)",,,
"[149712050, 149712066]",False,"['Guildford Road', 'Milton Street']",residential,,,True,412.669,"LINESTRING (0.7135504 51.5429594, 0.7135982 51.5425931, 0.7136289 51.5423584, 0.7136474 51.5423298, 0.7137103 51.5423194, 0.7139607 51.5423347, 0.7159046 51.5424533, 0.7164238 51.542485, 0.717055 51.5425235, 0.7185697 51.5426178)",,,
149712098,True,St Ann's Road,residential,,,False,340.168,"LINESTRING (0.7135504 51.5429594, 0.7178707 51.5432259, 0.7184453 51.5432613)",,,
827912709,False,Sutton Road,secondary,30 mph,,False,14.145,"LINESTRING (0.7181954 51.5439045, 0.7182476 51.5437815)",2,B1015,
149712063,True,Maldon Road,residential,,,False,296.789,"LINESTRING (0.7181954 51.5439045, 0.7174297 51.5438572, 0.7139247 51.5436408)",,,
827912709,False,Sutton Road,secondary,30 mph,,True,67.388,"LINESTRING (0.7181954 51.5439045, 0.7180936 51.5442032, 0.7180353 51.5445017)",2,B1015,
"[149712045, 149712047]",False,"['Greyhound Way', 'Grainger Road']",residential,,,"[False, True]",169.378,"LINESTRING (0.7139247 51.5436408, 0.7138694 51.5440024, 0.7138269 51.5442536, 0.7137479 51.5447968, 0.7137743 51.5448436, 0.7138244 51.5448716, 0.7138888 51.5448747, 0.714257 51.5448998)",,,
"[942609913, 149712066]",False,"['Milton Street', 'Maldon Road']",residential,,,"[False, True]",102.36500000000001,"LINESTRING (0.7139247 51.5436408, 0.7134791 51.5435976, 0.7134749 51.5435621, 0.713532 51.5431065, 0.7135504 51.5429594)",,,
"[149712045, 149712047]",False,"['Greyhound Way', 'Grainger Road']",residential,,,"[False, True]",169.378,"LINESTRING (0.714257 51.5448998, 0.7138888 51.5448747, 0.7138244 51.5448716, 0.7137743 51.5448436, 0.7137479 51.5447968, 0.7138269 51.5442536, 0.7138694 51.5440024, 0.7139247 51.5436408)",,,
28812202,False,Warrior Square,residential,,,True,63.325,"LINESTRING (0.7140087 51.5389211, 0.7135523 51.5388679, 0.7131155 51.5387974)",,,
906130649,True,Chichester Road,tertiary,30 mph,,False,61.914,"LINESTRING (0.7140087 51.5389211, 0.7139465 51.5391553, 0.713961 51.5394746)",,,
616153602,False,Tylers Avenue,tertiary,30 mph,,True,26.284,"LINESTRING (0.7145802 51.5370563, 0.7142067 51.5370127)",,,
149596468,False,Tylers Avenue,residential,,,False,115.142,"LINESTRING (0.7145802 51.5370563, 0.7146575 51.5370652, 0.7151819 51.5371253, 0.715245 51.5371344, 0.7158497 51.5372083, 0.7162149 51.537252)",2,,
"[827724994, 48837251, 827912708, 837454832, 827738192, 827705340]",False,Chichester Road,tertiary,30 mph,,False,103.58,"LINESTRING (0.7145802 51.5370563, 0.7145897 51.537039, 0.7146732 51.5367071, 0.7146851 51.5366513, 0.7147068 51.5365644, 0.714747 51.5364335, 0.7147586 51.5363789, 0.7147872 51.5362775, 0.7148221 51.5361374)",,,
847394945,False,Chichester Road,tertiary,30 mph,,True,119.914,"LINESTRING (0.7145802 51.5370563, 0.7143729 51.5377876, 0.7142916 51.5381196)",,,
149588494,False,Essex Street,residential,,,False,43.46,"LINESTRING (0.7159848 51.5406176, 0.7160668 51.5402301)",,,
1134404716,False,Essex Street,residential,,,False,22.193,"LINESTRING (0.7159848 51.5406176, 0.7160316 51.5406209, 0.7163036 51.5406404)",,,
1134404716,False,Essex Street,residential,,,True,22.193,"LINESTRING (0.7163036 51.5406404, 0.7160316 51.5406209, 0.7159848 51.5406176)",,,
120933111,False,Warrior Square East,residential,,,False,73.463,"LINESTRING (0.7160668 51.5402301, 0.7161325 51.5395707)",,,
149588494,False,Essex Street,residential,,,True,43.46,"LINESTRING (0.7160668 51.5402301, 0.7159848 51.5406176)",,,
149588605,False,Southchurch Road,residential,,,False,149.973,"LINESTRING (0.7160668 51.5402301, 0.7150768 51.5401512, 0.7139106 51.5400895)",,,
149588605,False,Southchurch Road,residential,,,True,74.888,"LINESTRING (0.7160668 51.5402301, 0.7169176 51.5402921, 0.7171419 51.5403104)",,,
120933111,False,Warrior Square East,residential,,,False,42.213,"LINESTRING (0.7161325 51.5395707, 0.7162805 51.5392024)",,,
120933111,False,Warrior Square East,residential,,,True,73.463,"LINESTRING (0.7161325 51.5395707, 0.7160668 51.5402301)",,,
149588635,False,Warrior Square North,residential,,,True,150.562,"LINESTRING (0.7161325 51.5395707, 0.713961 51.5394746)",,,
149588635,False,Warrior Square North,residential,,,False,150.562,"LINESTRING (0.713961 51.5394746, 0.7161325 51.5395707)",,,
906130651,True,Chichester Road,tertiary,30 mph,,False,57.866,"LINESTRING (0.713961 51.5394746, 0.7140908 51.5389605)",,,
149588476,False,Chichester Road,tertiary,30 mph,,True,68.512,"LINESTRING (0.713961 51.5394746, 0.7139534 51.5397978, 0.7139106 51.5400895)",,,
28812202,False,Warrior Square,residential,,,False,63.325,"LINESTRING (0.7131155 51.5387974, 0.7135523 51.5388679, 0.7140087 51.5389211)",,,
120933111,False,Warrior Square East,residential,,,True,42.213,"LINESTRING (0.7162805 51.5392024, 0.7161325 51.5395707)",,,
906130648,False,Warrior Square,residential,,,False,68.013,"LINESTRING (0.7162805 51.5392024, 0.7172229 51.5392733, 0.7172568 51.5392758)",,,
906130648,False,Warrior Square,residential,,,True,153.81400000000002,"LINESTRING (0.7162805 51.5392024, 0.7157309 51.5391386, 0.7156691 51.5391314, 0.7140908 51.5389605)",,,
906130648,False,Warrior Square,residential,,,True,68.013,"LINESTRING (0.7172568 51.5392758, 0.7172229 51.5392733, 0.7162805 51.5392024)",,,
906130650,False,Chichester Road,tertiary,30 mph,,True,58.748,"LINESTRING (0.7142916 51.5381196, 0.714131 51.5386384)",2,,
28812201,False,Whitegate Road,residential,,,True,55.0,"LINESTRING (0.7142916 51.5381196, 0.7141798 51.5381003, 0.7137847 51.5380491, 0.7135149 51.5380141)",,,
847394944,True,Whitegate Road,residential,,,False,243.96800000000002,"LINESTRING (0.7142916 51.5381196, 0.715813 51.5383332, 0.7158294 51.5383355, 0.7169626 51.5384946, 0.7174028 51.5385564, 0.717505 51.5385897, 0.7175319 51.5385985, 0.7175718 51.5386198, 0.7176176 51.5386603, 0.7176454 51.5386934)",,,
847394945,False,Chichester Road,tertiary,30 mph,,False,119.914,"LINESTRING (0.7142916 51.5381196, 0.7143729 51.5377876, 0.7145802 51.5370563)",,,
34416619,True,Queensway,primary,40 mph,,False,399.27900000000005,"LINESTRING (0.7176338 51.5387548, 0.7176233 51.5389449, 0.7175996 51.5393711, 0.7175202 51.5400914, 0.7174913 51.5402265, 0.7174184 51.5403636, 0.7173246 51.5404821, 0.7172288 51.5405674, 0.7171335 51.5406406, 0.7169713 51.5407301, 0.7160431 51.5410893, 0.7157611 51.541187, 0.7155167 51.5412531, 0.7152652 51.5413145, 0.7150091 51.5413539, 0.714805 51.5413678)",,A1160,
294248698,True,Queensway,primary_link,30 mph,,False,164.194,"LINESTRING (0.7176338 51.5387548, 0.7175614 51.5388555, 0.7175307 51.5389632, 0.717499 51.5391492, 0.717454 51.5395907, 0.7174388 51.5397398, 0.7174074 51.5400465, 0.717392 51.5400902, 0.7173547 51.5401342, 0.7172693 51.540189)",,A1160,
148855233,True,Queensway,primary,40 mph,,False,111.655,"LINESTRING (0.7179536 51.5377078, 0.7178234 51.5381115, 0.7177552 51.5383136, 0.7176454 51.5386934)",,A1160,
149596474,True,York Road,residential,,,False,114.217,"LINESTRING (0.7148221 51.5361374, 0.7150266 51.5361395, 0.7163692 51.5362397, 0.7164082 51.5362426, 0.716454 51.5362619)",,,
"[827724994, 48837251, 827912708, 827738192, 837454832, 827705340]",False,Chichester Road,tertiary,30 mph,,True,103.58,"LINESTRING (0.7148221 51.5361374, 0.7147872 51.5362775, 0.7147586 51.5363789, 0.714747 51.5364335, 0.7147068 51.5365644, 0.7146851 51.5366513, 0.7146732 51.5367071, 0.7145897 51.537039, 0.7145802 51.5370563)",,,
149596381,True,Baltic Avenue,residential,,,False,69.17999999999999,"LINESTRING (0.716454 51.5362619, 0.716432 51.5362778, 0.7163687 51.5365737, 0.7163417 51.5366939, 0.7163069 51.5368739)",,,
217124682,False,York Road,residential,,,False,128.858,"LINESTRING (0.716454 51.5362619, 0.71647 51.5362569, 0.7181599 51.5364, 0.7182984 51.5364111)",,,
149596381,True,Baltic Avenue,residential,,,False,42.522,"LINESTRING (0.7163069 51.5368739, 0.7162149 51.537252)",,,
149596432,False,Portland Avenue,residential,,,False,112.898,"LINESTRING (0.7163069 51.5368739, 0.7179238 51.5370131)",,,
149596468,False,Tylers Avenue,residential,,,True,115.14200000000001,"LINESTRING (0.7162149 51.537252, 0.7158497 51.5372083, 0.715245 51.5371344, 0.7151819 51.5371253, 0.7146575 51.5370652, 0.7145802 51.5370563)",2,,
"[149596442, 217124678]",True,"['Quebec Avenue', 'Tylers Avenue']",residential,,,False,154.17,"LINESTRING (0.7162149 51.537252, 0.7161599 51.5374604, 0.7161755 51.5374765, 0.7162048 51.5374843, 0.7170234 51.5375512, 0.7177417 51.5376103, 0.7177944 51.5376165, 0.7178473 51.5376267, 0.7179536 51.5377078)",,,
179382612,False,Scratton Road,tertiary,30 mph,,False,37.392,"LINESTRING (0.7101957 51.5367637, 0.7107217 51.5368414)",,,
149588477,True,Clarence Road,tertiary,30 mph,,False,61.29,"LINESTRING (0.7113601 51.5368397, 0.7113945 51.5366559, 0.7114625 51.5362922)",,,
179382612,False,Scratton Road,tertiary,30 mph,,True,45.516000000000005,"LINESTRING (0.7113601 51.5368397, 0.7113006 51.5368704, 0.7110113 51.5368559, 0.7107217 51.5368414)",,,
"[117695505, 149588628, 294238565, 204907879]",True,Victoria Avenue,trunk,"['40 mph', '30 mph']",,False,247.785,"LINESTRING (0.7096688 51.5431227, 0.7100567 51.542666, 0.7106954 51.5419187, 0.7107762 51.5418188, 0.710889 51.5416605, 0.7109045 51.5415538, 0.7108614 51.5414624, 0.7107215 51.5412686, 0.7106824 51.5412144, 0.7106015 51.5411207)",2,A127,
149712046,False,Great Eastern Avenue,residential,,,False,219.233,"LINESTRING (0.7096688 51.5431227, 0.70975 51.543155, 0.7098095 51.5431787, 0.7100749 51.5432842, 0.7106049 51.5434677, 0.7108278 51.5435547, 0.7108257 51.5446856)",,,
149712046,False,Great Eastern Avenue,residential,,,True,219.233,"LINESTRING (0.7108257 51.5446856, 0.7108278 51.5435547, 0.7106049 51.5434677, 0.7100749 51.5432842, 0.7098095 51.5431787, 0.70975 51.543155, 0.7096688 51.5431227)",,,
34416615,True,Queensway,primary,40 mph,,False,249.22500000000002,"LINESTRING (0.7178006 51.538724, 0.7178786 51.538458, 0.7179698 51.5381463, 0.7184423 51.5365185)",,A1160,
49676268,True,Victoria Avenue,trunk_link,40 mph,,False,12.491,"LINESTRING (0.7095113 51.5430677, 0.7096688 51.5431227)",1,A127,
179382612,False,Scratton Road,tertiary,30 mph,,True,37.392,"LINESTRING (0.7107217 51.5368414, 0.7101957 51.5367637)",,,
179382612,False,Scratton Road,tertiary,30 mph,,False,45.516,"LINESTRING (0.7107217 51.5368414, 0.7110113 51.5368559, 0.7113006 51.5368704, 0.7113601 51.5368397)",,,
100320747,False,Pitmans Close,unclassified,,,True,47.51,"LINESTRING (0.7142067 51.5370127, 0.7140895 51.5374337)",,,
616153602,False,Tylers Avenue,tertiary,30 mph,,False,26.284,"LINESTRING (0.7142067 51.5370127, 0.7145802 51.5370563)",,,
"[48771672, 149596469]",True,"['Clifftown Road', 'Tylers Avenue']",tertiary,30 mph,,False,203.052,"LINESTRING (0.7142067 51.5370127, 0.7138065 51.5369601, 0.7136299 51.5369456, 0.7135731 51.5369509, 0.7135134 51.536974, 0.7134663 51.5369994, 0.7134266 51.5370292, 0.7133822 51.537034, 0.7115095 51.5368786, 0.7113601 51.5368397)",,,
100320747,False,Pitmans Close,unclassified,,,False,47.51,"LINESTRING (0.7140895 51.5374337, 0.7142067 51.5370127)",,,
294239570,True,Queensway,primary,30 mph,,False,13.071,"LINESTRING (0.7104355 51.5411769, 0.7106015 51.5411207)",,A13,
"[117695504, 150130577, 294238564]",True,Victoria Avenue,trunk,"['40 mph', '30 mph']",,False,237.01,"LINESTRING (0.7104355 51.5411769, 0.710518 51.5412629, 0.7106664 51.5414407, 0.7107356 51.5415509, 0.710744 51.5416621, 0.7105564 51.5418726, 0.7104662 51.5419756, 0.7100999 51.5423686, 0.7100742 51.5423991, 0.7098758 51.5426348, 0.7095643 51.5430048, 0.7095113 51.5430677)",2,A127,
145657161,True,Victoria Avenue,trunk,30 mph,,False,14.398,"LINESTRING (0.7106015 51.5411207, 0.7105016 51.5410071)",,A127,
