osmid,name,highway,oneway,reversed,length,lanes,ref,maxspeed,geometry,access
105745265,Bridge Street,residential,False,False,34.273,,,,"LINESTRING (-3.1377424 51.7296681, -3.1381889 51.7298042)",
105745255,Aberbeeg Road,primary,False,True,109.348,2,A467,30 mph,"LINESTRING (-3.1377424 51.7296681, -3.1376482 51.7298295, -3.1375904 51.7300214, -3.1375803 51.7301606, -3.1376023 51.7303081, -3.1376446 51.7304672, -3.1377137 51.7306295)",
105745271,Glan Ebbw Terrace,residential,False,True,141.137,,,,"LINESTRING (-3.1377424 51.7296681, -3.1375457 51.7296046, -3.1374408 51.7295636, -3.1365286 51.729209, -3.1363932 51.7291146, -3.1361798 51.7288887)",
105745280,Bywater Row,tertiary,True,False,31.365000000000002,,,,"LINESTRING (-3.1326204 51.7296497, -3.1325647 51.7295151, -3.1324758 51.729383)",
946244287,King Street,residential,False,True,40.088,,,,"LINESTRING (-3.1326204 51.7296497, -3.1331062 51.7296303, -3.1331979 51.7296143)",
939378598,Heolgerrig,residential,False,True,115.626,,,,"LINESTRING (-3.1304172 51.7290482, -3.1310899 51.7295366, -3.1314259 51.7298757)",
105745321,Vivian Street,residential,False,True,338.06100000000004,,,,"LINESTRING (-3.1312782 51.7262757, -3.1312969 51.7263312, -3.1313667 51.7263896, -3.1319488 51.7267498, -3.1321349 51.7268874, -3.1325926 51.7272605, -3.1327026 51.7273298, -3.1334241 51.7277839, -3.1343986 51.7286047)",
209078453,Castle Street,tertiary,False,True,224.61299999999997,,,30 mph,"LINESTRING (-3.1312782 51.7262757, -3.1317124 51.7263421, -3.1318818 51.726371, -3.1319696 51.7263983, -3.1321895 51.7265434, -3.1323539 51.7266518, -3.132549 51.7267983, -3.1329006 51.7271147, -3.1330807 51.7272227, -3.1335776 51.7275038, -3.1336838 51.7275483)",
105745295,Duke Street,residential,False,True,25.237,,,,"LINESTRING (-3.1294166 51.727227, -3.1296125 51.7274188)",
105745272,Cwmcottage Road,residential,False,True,48.535,,,,"LINESTRING (-3.1294166 51.727227, -3.129663 51.7271291, -3.1300096 51.7269912)",
120654058,Earl Street,residential,False,False,73.59,,,,"LINESTRING (-3.1294166 51.727227, -3.1291772 51.7269967, -3.1288383 51.7266705)",
126290740,Lower Castle Street,residential,False,False,143.44199999999998,,,,"LINESTRING (-3.1336838 51.7275483, -3.1336838 51.7275151, -3.1335524 51.7274121, -3.1334505 51.7273273, -3.1333512 51.7272409, -3.133263 51.727132, -3.133212 51.7270406, -3.1331876 51.7269618, -3.1331501 51.7269136, -3.1330079 51.7267824, -3.1328473 51.7266219, -3.1327829 51.7265854, -3.1326407 51.7265305, -3.1325844 51.7264857)",
209078446,Castle Street,tertiary,False,True,126.602,,,30 mph,"LINESTRING (-3.1336838 51.7275483, -3.134011 51.727751, -3.1342046 51.7278463, -3.1344943 51.7280125, -3.1347518 51.7281892, -3.1349737 51.728356)",
209078453,Castle Street,tertiary,False,False,224.613,,,30 mph,"LINESTRING (-3.1336838 51.7275483, -3.1335776 51.7275038, -3.1330807 51.7272227, -3.1329006 51.7271147, -3.132549 51.7267983, -3.1323539 51.7266518, -3.1321895 51.7265434, -3.1319696 51.7263983, -3.1318818 51.726371, -3.1317124 51.7263421, -3.1312782 51.7262757)",
105745255,Aberbeeg Road,primary,False,False,109.34800000000001,2,A467,30 mph,"LINESTRING (-3.1377137 51.7306295, -3.1376446 51.7304672, -3.1376023 51.7303081, -3.1375803 51.7301606, -3.1375904 51.7300214, -3.1376482 51.7298295, -3.1377424 51.7296681)",
105745289,Castle Street,tertiary,False,True,23.081,3,,30 mph,"LINESTRING (-3.1377137 51.7306295, -3.1375483 51.7306529, -3.1373829 51.7306497)",
105745263,King Street,residential,False,False,27.57,,,,"LINESTRING (-3.1354725 51.7288709, -3.1351287 51.7289979)",
"[1002075708, 209078446]",Castle Street,tertiary,False,False,66.824,,,30 mph,"LINESTRING (-3.1354725 51.7288709, -3.1350897 51.7284567, -3.1349737 51.728356)",
1002075708,Castle Street,tertiary,False,True,75.06,,,30 mph,"LINESTRING (-3.1354725 51.7288709, -3.1356645 51.729073, -3.1357263 51.729138, -3.1358971 51.729261, -3.1361107 51.7294148)",
111720294,,tertiary,False,False,5.92,,,,"LINESTRING (-3.1367768 51.7303812, -3.136727 51.7304246)",
1002075708,Castle Street,tertiary,False,False,26.788,,,30 mph,"LINESTRING (-3.1367768 51.7303812, -3.1366775 51.7302686, -3.1366157 51.7301627)",
"[105745289, 1002075708]",Castle Street,tertiary,False,"[False, True]",52.14,3,,30 mph,"LINESTRING (-3.1367768 51.7303812, -3.1368958 51.7304467, -3.136996 51.7305019, -3.1372046 51.7306093, -3.137292 51.7306396, -3.1373829 51.7306497)",
946244287,King Street,residential,False,False,40.088,,,,"LINESTRING (-3.1331979 51.7296143, -3.1331062 51.7296303, -3.1326204 51.7296497)",
946244287,King Street,residential,False,True,34.069,,,,"LINESTRING (-3.1331979 51.7296143, -3.1333162 51.7295854, -3.1336501 51.7294903)",
105745243,Clynmawr Street,residential,False,False,62.314,,,,"LINESTRING (-3.1381472 51.7335109, -3.1373658 51.7337935)",
105745243,Clynmawr Street,residential,False,True,95.55,,,,"LINESTRING (-3.1381472 51.7335109, -3.1388944 51.7332211, -3.1393231 51.7330548)",
120654060,Darren Road,residential,False,False,12.638,,,,"LINESTRING (-3.1314259 51.7298757, -3.1312567 51.7299197)",
939378598,Heolgerrig,residential,False,False,115.626,,,,"LINESTRING (-3.1314259 51.7298757, -3.1310899 51.7295366, -3.1304172 51.7290482)",
939378598,Heolgerrig,residential,False,True,67.789,,,,"LINESTRING (-3.1314259 51.7298757, -3.1317526 51.730097, -3.1319272 51.7302043, -3.1321499 51.7302802)",
105745243,Clynmawr Street,residential,False,True,62.314,,,,"LINESTRING (-3.1373658 51.7337935, -3.1381472 51.7335109)",
105745243,Clynmawr Street,residential,False,False,39.418000000000006,,,,"LINESTRING (-3.1373658 51.7337935, -3.1371306 51.733871, -3.1369322 51.7339364, -3.1368513 51.7339408)",
105745241,High Street,tertiary,False,True,25.526000000000003,,,,"LINESTRING (-3.1354007 51.7298194, -3.135456 51.7297751, -3.1355654 51.7297226, -3.1356744 51.7296664)",
729748662,High Street,tertiary,True,False,83.299,,,,"LINESTRING (-3.1354007 51.7298194, -3.1353913 51.7298902, -3.1353468 51.7299572, -3.1351404 51.7302056, -3.1350886 51.7302506, -3.135015 51.7302804, -3.1349517 51.7303007, -3.1349197 51.7303059, -3.1348732 51.7303135, -3.1348378 51.7303153, -3.1346767 51.7303237)",
105745241,High Street,tertiary,False,False,41.104,,,,"LINESTRING (-3.1361107 51.7294148, -3.1358364 51.729561, -3.1356744 51.7296664)",
1002075708,Castle Street,tertiary,False,False,75.06,,,30 mph,"LINESTRING (-3.1361107 51.7294148, -3.1358971 51.729261, -3.1357263 51.729138, -3.1356645 51.729073, -3.1354725 51.7288709)",
1002075708,Castle Street,tertiary,False,True,92.771,,,30 mph,"LINESTRING (-3.1361107 51.7294148, -3.1363754 51.7296221, -3.1364486 51.7296884, -3.1365057 51.7297647, -3.1365547 51.7298534, -3.1365822 51.7299454, -3.1365887 51.7299879, -3.1366157 51.7301627)",
105745281,Gladstone Street,tertiary,False,False,26.546,,,30 mph,"LINESTRING (-3.138229 51.7324904, -3.1378719 51.7324005)",
105745257,York Street,residential,False,False,71.992,,,,"LINESTRING (-3.138229 51.7324904, -3.1385768 51.7322486, -3.1385914 51.7322365, -3.1388907 51.7319899)",
105745281,Gladstone Street,tertiary,False,True,100.553,,,30 mph,"LINESTRING (-3.138229 51.7324904, -3.1388589 51.7326876, -3.1388989 51.73271, -3.138919 51.7327213, -3.1393231 51.7330548)",
105745309,Hill Street,residential,False,True,20.945,,,,"LINESTRING (-3.1324758 51.729383, -3.132219 51.7294839)",
579634934,Hill Street,tertiary,False,False,49.764,,,,"LINESTRING (-3.1324758 51.729383, -3.133087 51.7291443)",
119889142,Princess Street,residential,True,False,315.604,,,,"LINESTRING (-3.1324758 51.729383, -3.1320322 51.7289224, -3.1306793 51.7276307, -3.1302101 51.7271826, -3.1300096 51.7269912)",
105745279,Rosebery Street,residential,False,False,92.419,,,,"LINESTRING (-3.1377987 51.7315068, -3.1388907 51.7319899)",
126386694,Portland Street,residential,True,False,83.489,,,,"LINESTRING (-3.1365478 51.7332313, -3.1365614 51.7335022, -3.1365839 51.7336167, -3.1366445 51.7337088, -3.1368022 51.7338857, -3.1368513 51.7339408)",
105745257,York Street,residential,False,False,16.617,,,,"LINESTRING (-3.1388907 51.7319899, -3.1390469 51.731876)",
105745279,Rosebery Street,residential,False,True,92.419,,,,"LINESTRING (-3.1388907 51.7319899, -3.1377987 51.7315068)",
105745257,York Street,residential,False,True,71.992,,,,"LINESTRING (-3.1388907 51.7319899, -3.1385914 51.7322365, -3.1385768 51.7322486, -3.138229 51.7324904)",
105745244,Queen Street,residential,False,True,315.894,,,,"LINESTRING (-3.1307402 51.7267158, -3.1307575 51.7267975, -3.1309986 51.7271318, -3.1326036 51.7286784, -3.1326247 51.7286988, -3.133087 51.7291443)",
105745245,Somerset Street,residential,True,False,320.138,,,,"LINESTRING (-3.1307402 51.7267158, -3.1308803 51.7267605, -3.1322212 51.7275706, -3.1325466 51.7277627, -3.1328292 51.727978, -3.1332801 51.7284154, -3.1337548 51.7288759)",
105745272,Cwmcottage Road,residential,False,False,58.91,,,,"LINESTRING (-3.1307402 51.7267158, -3.1306323 51.7267537, -3.1300096 51.7269912)",
