osmid,lanes,name,highway,oneway,reversed,length,ref,maxspeed,geometry,bridge,tunnel
83489571,,Younger Quadrant,residential,False,True,38.168,,,"LINESTRING (-4.2223794 55.9041894, -4.2225711 55.9038634)",,
30832237,,Springfield Road,unclassified,True,False,68.666,,,"LINESTRING (-4.2223794 55.9041894, -4.2229151 55.9042387, -4.2234716 55.9042108)",,
45482958,,Emerson Road West,residential,False,True,34.387,,,"LINESTRING (-4.2237219 55.903259, -4.22427 55.903294)",,
45482960,,Emerson Road,residential,False,False,102.205,,,"LINESTRING (-4.2237219 55.903259, -4.2229761 55.9031961, -4.2220981 55.903132)",,
30832100,,Keir Hardie Court,residential,False,True,122.98100000000001,,,"LINESTRING (-4.2208985 55.9050323, -4.2211323 55.9047235, -4.2213388 55.9046015, -4.2215743 55.9044868, -4.2218301 55.9043353, -4.2219846 55.9041343)",,
30832102,,The Leys,residential,False,False,32.523,,,"LINESTRING (-4.2188384 55.9044139, -4.2187351 55.9047006)",,
30832105,,The Leys,residential,False,False,29.742,,,"LINESTRING (-4.2188384 55.9044139, -4.2193121 55.904446)",,
30832102,,The Leys,residential,False,True,58.663,,,"LINESTRING (-4.2188384 55.9044139, -4.2189548 55.9041517, -4.2190446 55.9038993)",,
30832102,,The Leys,residential,False,True,32.523,,,"LINESTRING (-4.2187351 55.9047006, -4.2188384 55.9044139)",,
30832104,,The Leys,residential,False,True,51.518,,,"LINESTRING (-4.2187351 55.9047006, -4.2195468 55.9047879)",,
30832104,,The Leys,residential,False,False,51.518,,,"LINESTRING (-4.2195468 55.9047879, -4.2187351 55.9047006)",,
30832105,,The Leys,residential,False,True,29.742,,,"LINESTRING (-4.2193121 55.904446, -4.2188384 55.9044139)",,
30832179,,Callieburn Road,residential,False,True,50.531,,,"LINESTRING (-4.2172748 55.9025371, -4.2171683 55.9029876)",,
249124000,,Callieburn Road,residential,False,False,86.941,,,"LINESTRING (-4.2172748 55.9025371, -4.2174205 55.9017595)",,
30832179,,Callieburn Road,residential,False,False,31.558,,,"LINESTRING (-4.2171489 55.9032712, -4.2171683 55.9029876)",,
30832179,,Callieburn Road,residential,False,True,58.64,,,"LINESTRING (-4.2171489 55.9032712, -4.2170164 55.9037933)",,
30832179,,Callieburn Road,residential,False,False,50.531,,,"LINESTRING (-4.2171683 55.9029876, -4.2172748 55.9025371)",,
30832179,,Callieburn Road,residential,False,True,31.558,,,"LINESTRING (-4.2171683 55.9029876, -4.2171489 55.9032712)",,
30832222,,Springfield Square,residential,False,False,282.056,,,"LINESTRING (-4.2171683 55.9029876, -4.2178854 55.9028945, -4.2186786 55.9027192, -4.2192034 55.9025521, -4.2200451 55.9024186, -4.2205225 55.9024147, -4.221495 55.9024841)",,
249124000,,Callieburn Road,residential,False,True,86.941,,,"LINESTRING (-4.2174205 55.9017595, -4.2172748 55.9025371)",,
249124000,,Callieburn Road,residential,False,False,69.01599999999999,,,"LINESTRING (-4.2174205 55.9017595, -4.2174302 55.9017026, -4.2174804 55.9014095, -4.2175027 55.9012553, -4.2174808 55.9011416)",,
30832180,,Callieburn Court,residential,False,False,35.729,,,"LINESTRING (-4.2174808 55.9011416, -4.2179687 55.900973)",,
249124000,,Callieburn Road,residential,False,True,69.01599999999999,,,"LINESTRING (-4.2174808 55.9011416, -4.2175027 55.9012553, -4.2174804 55.9014095, -4.2174302 55.9017026, -4.2174205 55.9017595)",,
30832180,,Callieburn Court,residential,False,True,35.729,,,"LINESTRING (-4.2179687 55.900973, -4.2174808 55.9011416)",,
30832221,,Avon Drive,residential,False,True,70.528,,,"LINESTRING (-4.2223719 55.9006255, -4.2234288 55.9003992)",,
45483384,,Avon Road,residential,False,False,181.13599999999997,,,"LINESTRING (-4.2223719 55.9006255, -4.2229618 55.9014077, -4.2230441 55.9015169, -4.2232472 55.9016826, -4.2234762 55.9017535, -4.2237623 55.9016988, -4.2239936 55.9016361)",,
30832251,,Mavis Bank,residential,False,False,113.618,,,"LINESTRING (-4.225222 55.9013764, -4.225567 55.9013704, -4.2258479 55.90136, -4.2263384 55.9012955, -4.2268379 55.9011904, -4.2269864 55.9011592)",,
"[30832220, 45483382]",,"['Muirpark Terrace', 'Muirpark Drive']",residential,False,True,208.27300000000002,,,"LINESTRING (-4.225222 55.9013764, -4.2241947 55.9015658, -4.2241294 55.9014248, -4.2240159 55.9009844, -4.2238595 55.9007855, -4.2235934 55.9005978, -4.2234288 55.9003992)",,
179177813,,Crowhill Road,tertiary,False,False,140.107,,30 mph,"LINESTRING (-4.225222 55.9013764, -4.2252374 55.9009766, -4.2253237 55.9005305, -4.2254975 55.9001308)",,
"[179177813, 45482917]",,Crowhill Road,tertiary,False,True,81.148,,30 mph,"LINESTRING (-4.225222 55.9013764, -4.2252446 55.9015666, -4.2253677 55.9019465, -4.2253963 55.9020987)",,
30832221,,Avon Drive,residential,False,False,70.528,,,"LINESTRING (-4.2234288 55.9003992, -4.2223719 55.9006255)",,
"[30832220, 45483382]",,"['Muirpark Drive', 'Muirpark Terrace']",residential,False,False,208.27300000000002,,,"LINESTRING (-4.2234288 55.9003992, -4.2235934 55.9005978, -4.2238595 55.9007855, -4.2240159 55.9009844, -4.2241294 55.9014248, -4.2241947 55.9015658, -4.225222 55.9013764)",,
30832222,,Springfield Square,residential,False,False,108.305,,,"LINESTRING (-4.221495 55.9024841, -4.223222 55.9025907)",,
30832234,,Springfield Crescent,residential,False,True,66.19,,,"LINESTRING (-4.221495 55.9024841, -4.2213569 55.9030743)",,
30832222,,Springfield Square,residential,False,True,282.056,,,"LINESTRING (-4.221495 55.9024841, -4.2205225 55.9024147, -4.2200451 55.9024186, -4.2192034 55.9025521, -4.2186786 55.9027192, -4.2178854 55.9028945, -4.2171683 55.9029876)",,
30832234,,Springfield Crescent,residential,False,False,152.349,,,"LINESTRING (-4.221495 55.9024841, -4.2216969 55.9022841, -4.2222349 55.902101, -4.2225874 55.902022, -4.2230587 55.90192, -4.2235782 55.9019304)",,
30832222,,Springfield Square,residential,False,True,108.305,,,"LINESTRING (-4.223222 55.9025907, -4.221495 55.9024841)",,
30832224,,Emerson Road West,residential,True,False,50.898,,,"LINESTRING (-4.2252652 55.9033752, -4.2244572 55.9033092)",,
45482917,,Crowhill Road,tertiary,False,False,49.503,,30 mph,"LINESTRING (-4.2252652 55.9033752, -4.2254862 55.9029476)",,
45482958,,Emerson Road West,residential,False,False,34.387,,,"LINESTRING (-4.22427 55.903294, -4.2237219 55.903259)",,
30832243,,Lee Crescent,residential,True,False,184.285,,,"LINESTRING (-4.22427 55.903294, -4.2243571 55.9022634, -4.2245116 55.902175, -4.2253963 55.9020987)",,
30832226,,Ruskin Square,residential,False,False,31.835,,,"LINESTRING (-4.2220981 55.903132, -4.2220624 55.9034176)",,
45482960,,Emerson Road,residential,False,False,34.737,,,"LINESTRING (-4.2220981 55.903132, -4.221545 55.9030939)",,
45482960,,Emerson Road,residential,False,True,102.205,,,"LINESTRING (-4.2220981 55.903132, -4.2229761 55.9031961, -4.2237219 55.903259)",,
30832227,,Ruskin Square,residential,False,False,30.452,,,"LINESTRING (-4.221545 55.9030939, -4.2214823 55.9033655)",,
45482960,,Emerson Road,residential,False,False,11.926,,,"LINESTRING (-4.221545 55.9030939, -4.2213569 55.9030743)",,
45482960,,Emerson Road,residential,False,True,34.737,,,"LINESTRING (-4.221545 55.9030939, -4.2220981 55.903132)",,
30832234,,Springfield Crescent,residential,False,False,66.19,,,"LINESTRING (-4.2213569 55.9030743, -4.221495 55.9024841)",,
45482960,,Emerson Road,residential,False,True,11.926,,,"LINESTRING (-4.2213569 55.9030743, -4.221545 55.9030939)",,
45482960,,Emerson Road,residential,False,False,22.754,,,"LINESTRING (-4.2213569 55.9030743, -4.2210922 55.9030557, -4.2210374 55.903066, -4.2210033 55.9030782)",,
30832225,,Muir Street,residential,False,False,102.189,,,"LINESTRING (-4.2210033 55.9030782, -4.2209562 55.9031203, -4.2207449 55.9039815)",,
45482960,,Emerson Road,residential,False,True,22.754,,,"LINESTRING (-4.2210033 55.9030782, -4.2210374 55.903066, -4.2210922 55.9030557, -4.2213569 55.9030743)",,
1165118197,,Emerson Road,residential,False,False,124.41999999999999,,,"LINESTRING (-4.2210033 55.9030782, -4.220334 55.903013, -4.2197696 55.9030439, -4.2190514 55.9031642)",,
1165118197,,Emerson Road,residential,False,True,124.41999999999999,,,"LINESTRING (-4.2190514 55.9031642, -4.2197696 55.9030439, -4.220334 55.903013, -4.2210033 55.9030782)",,
30832226,,Ruskin Square,residential,False,True,17.417,,,"LINESTRING (-4.2220085 55.903752, -4.2220199 55.9035955)",,
30832227,,Ruskin Square,residential,False,True,19.721,,,"LINESTRING (-4.2213931 55.903732, -4.2214275 55.9035557)",,
30832226,,Ruskin Square,residential,False,False,17.417,,,"LINESTRING (-4.2220199 55.9035955, -4.2220085 55.903752)",,
30832226,,Ruskin Square,residential,False,True,19.958,,,"LINESTRING (-4.2220199 55.9035955, -4.2220624 55.9034176)",,
30832228,,Ruskin Square,residential,False,False,37.191,,,"LINESTRING (-4.2220199 55.9035955, -4.2214275 55.9035557)",,
30832227,,Ruskin Square,residential,False,False,19.721,,,"LINESTRING (-4.2214275 55.9035557, -4.2213931 55.903732)",,
30832227,,Ruskin Square,residential,False,True,21.423,,,"LINESTRING (-4.2214275 55.9035557, -4.2214823 55.9033655)",,
30832228,,Ruskin Square,residential,False,True,37.191,,,"LINESTRING (-4.2214275 55.9035557, -4.2220199 55.9035955)",,
30832226,,Ruskin Square,residential,False,False,19.958,,,"LINESTRING (-4.2220624 55.9034176, -4.2220199 55.9035955)",,
30832226,,Ruskin Square,residential,False,True,31.835,,,"LINESTRING (-4.2220624 55.9034176, -4.2220981 55.903132)",,
30832229,,Ruskin Square,residential,False,False,36.622,,,"LINESTRING (-4.2220624 55.9034176, -4.2214823 55.9033655)",,
30832227,,Ruskin Square,residential,False,False,21.423,,,"LINESTRING (-4.2214823 55.9033655, -4.2214275 55.9035557)",,
30832227,,Ruskin Square,residential,False,True,30.452,,,"LINESTRING (-4.2214823 55.9033655, -4.221545 55.9030939)",,
30832229,,Ruskin Square,residential,False,True,36.622,,,"LINESTRING (-4.2214823 55.9033655, -4.2220624 55.9034176)",,
30832224,,Emerson Road West,residential,True,False,11.791,,,"LINESTRING (-4.2244572 55.9033092, -4.22427 55.903294)",,
30832232,,Donhoe Court,residential,False,False,27.688,,,"LINESTRING (-4.2244572 55.9033092, -4.2244238 55.9035575)",,
30832232,,Donhoe Court,residential,False,True,27.688,,,"LINESTRING (-4.2244238 55.9035575, -4.2244572 55.9033092)",,
30832233,,Donhoe Court,residential,False,False,25.584,,,"LINESTRING (-4.2244238 55.9035575, -4.2240179 55.9035234)",,
30832233,,Donhoe Court,residential,False,True,18.063,,,"LINESTRING (-4.2244238 55.9035575, -4.2247104 55.9035815)",,
30832233,,Donhoe Court,residential,False,False,18.063,,,"LINESTRING (-4.2247104 55.9035815, -4.2244238 55.9035575)",,
30832233,,Donhoe Court,residential,False,True,25.584,,,"LINESTRING (-4.2240179 55.9035234, -4.2244238 55.9035575)",,
45482917,,Crowhill Road,tertiary,False,True,49.503,,30 mph,"LINESTRING (-4.2254862 55.9029476, -4.2252652 55.9033752)",,
30832248,,St Mungo Street,unclassified,False,False,234.721,,,"LINESTRING (-4.2254862 55.9029476, -4.2257486 55.9029074, -4.2259299 55.9028341, -4.2261022 55.9027645, -4.2268515 55.902401, -4.2268936 55.9023806, -4.227609 55.9020565, -4.2284576 55.901672)",,
45482917,,Crowhill Road,tertiary,False,False,50.672,,30 mph,"LINESTRING (-4.2254862 55.9029476, -4.2255091 55.9027289, -4.2254869 55.9024926)",,
179177813,,Crowhill Road,tertiary,False,True,140.107,,30 mph,"LINESTRING (-4.2254975 55.9001308, -4.2253237 55.9005305, -4.2252374 55.9009766, -4.225222 55.9013764)",,
"[179177813, 45482917]",,Crowhill Road,tertiary,False,False,81.148,,30 mph,"LINESTRING (-4.2253963 55.9020987, -4.2253677 55.9019465, -4.2252446 55.9015666, -4.225222 55.9013764)",,
45482917,,Crowhill Road,tertiary,False,True,44.184,,30 mph,"LINESTRING (-4.2253963 55.9020987, -4.2254201 55.9021873, -4.2254685 55.9023673, -4.2254869 55.9024926)",,
30832248,,St Mungo Street,unclassified,False,True,234.721,,,"LINESTRING (-4.2284576 55.901672, -4.227609 55.9020565, -4.2268936 55.9023806, -4.2268515 55.902401, -4.2261022 55.9027645, -4.2259299 55.9028341, -4.2257486 55.9029074, -4.2254862 55.9029476)",,
30832251,,Mavis Bank,residential,False,False,24.16,,,"LINESTRING (-4.2269864 55.9011592, -4.2273232 55.9010517)",,
30832251,,Mavis Bank,residential,False,True,113.618,,,"LINESTRING (-4.2269864 55.9011592, -4.2268379 55.9011904, -4.2263384 55.9012955, -4.2258479 55.90136, -4.225567 55.9013704, -4.225222 55.9013764)",,
30832257,,,unclassified,False,False,94.989,,,"LINESTRING (-4.2269864 55.9011592, -4.2270407 55.9012134, -4.227178 55.9012471, -4.2273668 55.9012037, -4.2276501 55.9011653, -4.2278732 55.9012374, -4.2282423 55.9014347)",,
30832251,,Mavis Bank,residential,False,True,24.16,,,"LINESTRING (-4.2273232 55.9010517, -4.2269864 55.9011592)",,
30832252,,Mavis Bank,residential,False,False,99.914,,,"LINESTRING (-4.2273232 55.9010517, -4.2271106 55.9008629, -4.2268299 55.9007608, -4.226495 55.9006843, -4.2260243 55.9005768)",,
83239771,,Lennox Crescent,residential,False,False,397.94800000000004,,,"LINESTRING (-4.2273232 55.9010517, -4.2282065 55.9007836, -4.2284597 55.9006529, -4.2285271 55.9005797, -4.2285453 55.9005131, -4.2285802 55.9003859, -4.2283644 55.9001584, -4.2280199 55.8999697, -4.227262 55.8995865, -4.227049 55.8995531, -4.226841 55.8996228, -4.2264899 55.8998861, -4.2264555 55.899992, -4.2266337 55.9000922, -4.2270844 55.9002024, -4.2272904 55.9001341, -4.2276107 55.9002147)",,
83239771,,Lennox Crescent,residential,False,True,397.94800000000004,,,"LINESTRING (-4.2276107 55.9002147, -4.2272904 55.9001341, -4.2270844 55.9002024, -4.2266337 55.9000922, -4.2264555 55.899992, -4.2264899 55.8998861, -4.226841 55.8996228, -4.227049 55.8995531, -4.227262 55.8995865, -4.2280199 55.8999697, -4.2283644 55.9001584, -4.2285802 55.9003859, -4.2285453 55.9005131, -4.2285271 55.9005797, -4.2284597 55.9006529, -4.2282065 55.9007836, -4.2273232 55.9010517)",,
30832255,,Mavis Bank,residential,False,False,34.171,,,"LINESTRING (-4.2260243 55.9005768, -4.2261178 55.900274)",,
30832255,,Mavis Bank,residential,False,True,51.382,,,"LINESTRING (-4.2260243 55.9005768, -4.2259323 55.901036)",,
30832252,,Mavis Bank,residential,False,True,99.914,,,"LINESTRING (-4.2260243 55.9005768, -4.226495 55.9006843, -4.2268299 55.9007608, -4.2271106 55.9008629, -4.2273232 55.9010517)",,
30832255,,Mavis Bank,residential,False,False,51.382,,,"LINESTRING (-4.2259323 55.901036, -4.2260243 55.9005768)",,
30832255,,Mavis Bank,residential,False,True,34.171,,,"LINESTRING (-4.2261178 55.900274, -4.2260243 55.9005768)",,
30832257,,,unclassified,False,True,94.989,,,"LINESTRING (-4.2282423 55.9014347, -4.2278732 55.9012374, -4.2276501 55.9011653, -4.2273668 55.9012037, -4.227178 55.9012471, -4.2270407 55.9012134, -4.2269864 55.9011592)",,
49305059,,Brackenbrae Road,residential,False,False,92.862,,,"LINESTRING (-4.230491 55.9042387, -4.2305947 55.9050718)",,
49305059,,Brackenbrae Road,residential,False,True,91.442,,,"LINESTRING (-4.230491 55.9042387, -4.2303823 55.9034186)",,
31092811,,Kenmure Crescent,residential,False,False,172.459,,20 mph,"LINESTRING (-4.230491 55.9042387, -4.2304108 55.9042413, -4.229863 55.9042633, -4.2296293 55.9042763, -4.2294343 55.9043043, -4.2292477 55.9043483, -4.2289769 55.9044541, -4.2287923 55.9045737, -4.2286446 55.9047439, -4.228499 55.9050405)",,
49305059,,Brackenbrae Road,residential,False,False,91.442,,,"LINESTRING (-4.2303823 55.9034186, -4.230491 55.9042387)",,
49305059,,Brackenbrae Road,residential,False,True,123.004,,,"LINESTRING (-4.2303823 55.9034186, -4.2302517 55.9025326, -4.2302884 55.9023164)",,
82280254,,Brackenbrae Avenue,residential,False,False,278.955,,20 mph,"LINESTRING (-4.2303823 55.9034186, -4.2302634 55.9034211, -4.2295331 55.9034565, -4.2291024 55.9035117, -4.2287086 55.9036037, -4.2283107 55.9037278, -4.2278964 55.9039279, -4.227608 55.9041387, -4.2274 55.9043464, -4.2272838 55.9045082, -4.2271296 55.9047998)",,
31000819,,Kenmure Avenue,residential,False,True,89.456,,,"LINESTRING (-4.2271296 55.9047998, -4.228499 55.9050405)",,
249121832,,Kenmure Avenue,residential,False,False,80.837,,,"LINESTRING (-4.2271296 55.9047998, -4.2258912 55.904584)",,
82280254,,Brackenbrae Avenue,residential,False,True,278.955,,20 mph,"LINESTRING (-4.2271296 55.9047998, -4.2272838 55.9045082, -4.2274 55.9043464, -4.227608 55.9041387, -4.2278964 55.9039279, -4.2283107 55.9037278, -4.2287086 55.9036037, -4.2291024 55.9035117, -4.2295331 55.9034565, -4.2302634 55.9034211, -4.2303823 55.9034186)",,
249121828,,Brackenbrae Avenue,residential,False,False,426.598,,,"LINESTRING (-4.2271296 55.9047998, -4.226979 55.905117, -4.2269485 55.9054329, -4.2270785 55.9057686, -4.2273077 55.9059994, -4.2276306 55.9062134, -4.2306199 55.9075562, -4.2308837 55.9076079)",,
31000819,,Kenmure Avenue,residential,False,False,89.456,,,"LINESTRING (-4.228499 55.9050405, -4.2271296 55.9047998)",,
31000819,,Kenmure Avenue,residential,False,True,131.726,,,"LINESTRING (-4.228499 55.9050405, -4.2288251 55.9050888, -4.2291123 55.9051141, -4.2294548 55.9051164, -4.2304982 55.9050732, -4.2305947 55.9050718)",,
31092811,,Kenmure Crescent,residential,False,True,172.459,,20 mph,"LINESTRING (-4.228499 55.9050405, -4.2286446 55.9047439, -4.2287923 55.9045737, -4.2289769 55.9044541, -4.2292477 55.9043483, -4.2294343 55.9043043, -4.2296293 55.9042763, -4.229863 55.9042633, -4.2304108 55.9042413, -4.230491 55.9042387)",,
31092819,,Kenmure Crescent,residential,False,False,210.262,,,"LINESTRING (-4.228499 55.9050405, -4.2284225 55.9051858, -4.228408 55.9053421, -4.2284472 55.9054407, -4.2285426 55.9055603, -4.228669 55.9056645, -4.2288697 55.9057768, -4.2291159 55.905863, -4.2293221 55.9059197, -4.2295536 55.9059477, -4.2298002 55.9059536, -4.2306027 55.9059137, -4.2306945 55.9059084)",,
31092884,2,South Crosshill Road,tertiary,False,False,80.773,,30 mph,"LINESTRING (-4.2241595 55.9067146, -4.2228685 55.9066515)",,
"[257658419, 272344765, 257658422]","['4', '3']",Kirkintilloch Road,primary,False,True,147.39600000000002,A803,30 mph,"LINESTRING (-4.2241595 55.9067146, -4.2242668 55.9059394, -4.2242926 55.9057865, -4.2243242 55.9055987, -4.2243384 55.9055148, -4.2243588 55.9053938)",,
"[1133499075, 257658423]",2,Kirkintilloch Road,primary,False,False,204.00500000000002,A803,30 mph,"LINESTRING (-4.2241595 55.9067146, -4.2241433 55.9068264, -4.2241088 55.9070646, -4.2240071 55.907767, -4.2238764 55.9080567, -4.2235254 55.9084945)",,
"[31000816, 31000815]",,Kirkintilloch Road,primary,False,False,140.747,A803,30 mph,"LINESTRING (-4.2311674 55.9009064, -4.2311498 55.9009613, -4.2310827 55.901133, -4.2309267 55.9013545, -4.2307219 55.901576, -4.2301964 55.9020364)",yes,
"[31092746, 1259457822]",,Viewfield Road,residential,False,False,80.6,,,"LINESTRING (-4.2311674 55.9009064, -4.2312358 55.9009093, -4.232243 55.9009622, -4.2324557 55.9009642)",yes,
31000817,,Brackenbrae Road,residential,True,False,23.324,,,"LINESTRING (-4.2302884 55.9023164, -4.2300722 55.9021452)",,
31092753,,Brackenbrae Road,residential,False,False,12.953,,,"LINESTRING (-4.2302884 55.9023164, -4.2304199 55.9022262)",,
49305059,,Brackenbrae Road,residential,False,False,123.004,,,"LINESTRING (-4.2302884 55.9023164, -4.2302517 55.9025326, -4.2303823 55.9034186)",,
49305059,,Brackenbrae Road,residential,False,False,93.234,,,"LINESTRING (-4.2305947 55.9050718, -4.2306945 55.9059084)",,
49305059,,Brackenbrae Road,residential,False,True,92.862,,,"LINESTRING (-4.2305947 55.9050718, -4.230491 55.9042387)",,
31000819,,Kenmure Avenue,residential,False,False,131.726,,,"LINESTRING (-4.2305947 55.9050718, -4.2304982 55.9050732, -4.2294548 55.9051164, -4.2291123 55.9051141, -4.2288251 55.9050888, -4.228499 55.9050405)",,
49305059,,Brackenbrae Road,residential,False,False,91.509,,,"LINESTRING (-4.2306945 55.9059084, -4.2308007 55.9067292)",,
49305059,,Brackenbrae Road,residential,False,True,93.234,,,"LINESTRING (-4.2306945 55.9059084, -4.2305947 55.9050718)",,
31092819,,Kenmure Crescent,residential,False,True,210.262,,,"LINESTRING (-4.2306945 55.9059084, -4.2306027 55.9059137, -4.2298002 55.9059536, -4.2295536 55.9059477, -4.2293221 55.9059197, -4.2291159 55.905863, -4.2288697 55.9057768, -4.228669 55.9056645, -4.2285426 55.9055603, -4.2284472 55.9054407, -4.228408 55.9053421, -4.2284225 55.9051858, -4.228499 55.9050405)",,
49305059,,Brackenbrae Road,residential,False,False,97.844,,,"LINESTRING (-4.2308007 55.9067292, -4.2308837 55.9076079)",,
49305059,,Brackenbrae Road,residential,False,True,91.509,,,"LINESTRING (-4.2308007 55.9067292, -4.2306945 55.9059084)",,
49305059,,Brackenbrae Road,residential,False,True,97.844,,,"LINESTRING (-4.2308837 55.9076079, -4.2308007 55.9067292)",,
249121828,,Brackenbrae Avenue,residential,False,True,426.598,,,"LINESTRING (-4.2308837 55.9076079, -4.2306199 55.9075562, -4.2276306 55.9062134, -4.2273077 55.9059994, -4.2270785 55.9057686, -4.2269485 55.9054329, -4.226979 55.905117, -4.2271296 55.9047998)",,
249121832,,Kenmure Avenue,residential,False,True,80.837,,,"LINESTRING (-4.2258912 55.904584, -4.2271296 55.9047998)",,
31092821,,Kenmure Drive,residential,False,False,220.88299999999998,,,"LINESTRING (-4.2258912 55.904584, -4.2257823 55.9050813, -4.2256877 55.9055375, -4.2256768 55.9056602, -4.2256817 55.905777, -4.2256956 55.9058667, -4.2257898 55.906092, -4.2259614 55.9063518, -4.2261469 55.9065084)",,
"[249121832, 257590894]",3,Kenmure Avenue,residential,False,False,61.728,,,"LINESTRING (-4.2258912 55.904584, -4.2257582 55.9045601, -4.225516 55.9045218, -4.2253688 55.904499, -4.2251368 55.9044636, -4.2250065 55.9044437, -4.2249382 55.9044333)",,
31092821,,Kenmure Drive,residential,False,True,220.88299999999998,,,"LINESTRING (-4.2261469 55.9065084, -4.2259614 55.9063518, -4.2257898 55.906092, -4.2256956 55.9058667, -4.2256817 55.905777, -4.2256768 55.9056602, -4.2256877 55.9055375, -4.2257823 55.9050813, -4.2258912 55.904584)",,
"[31092873, 257662018, 31092878]",3,,unclassified,False,False,499.19100000000003,,,"LINESTRING (-4.2243588 55.9053938, -4.2241008 55.9053805, -4.2240189 55.9053763, -4.2238285 55.9054109, -4.2236214 55.9054847, -4.2234163 55.9056183, -4.2233101 55.9056085, -4.2231619 55.9056564, -4.2229915 55.905671, -4.2227161 55.9056466, -4.2225894 55.9056884, -4.221743 55.9060605, -4.2209122 55.9063624, -4.2207782 55.9063802, -4.2206645 55.9063508, -4.2205508 55.906274, -4.2203235 55.9060747, -4.2202185 55.9060126, -4.2201486 55.9059979, -4.2200699 55.9060044, -4.2198309 55.9060747, -4.2195277 55.9061956, -4.2194257 55.9062936, -4.2193878 55.9063721, -4.2193966 55.9064489, -4.2195569 55.906591, -4.2199766 55.9069227, -4.2203234 55.9072261)",,
