osmid,oneway,highway,maxspeed,reversed,length,geometry,ref,name,bridge,lanes,tunnel
59578423,False,secondary,30 mph,True,211.322,"LINESTRING (0.550449 51.879868, 0.5502041 51.8798128, 0.5499794 51.8797475, 0.5495807 51.8796201, 0.5492867 51.8795092, 0.5489286 51.8793847, 0.5487075 51.8792984, 0.5486143 51.879262, 0.5485602 51.879244, 0.5484696 51.8792122, 0.54839 51.8791903, 0.5482897 51.8791696, 0.5481793 51.8791525, 0.5480339 51.8791342, 0.5476656 51.8791003)",B1256,Rayne Road,,,
192103387,True,secondary,30 mph,False,32.341,"LINESTRING (0.550449 51.879868, 0.5507509 51.8799104, 0.5508424 51.8799204, 0.5509105 51.8799256)",B1256,Rayne Road,,,
31424830,False,secondary,30 mph,False,62.294,"LINESTRING (0.5590929 51.8763638, 0.5589788 51.8763821, 0.5588462 51.8764007, 0.5587154 51.8764173, 0.5585983 51.8764259, 0.5581962 51.8764235)",B1256,South Street,,,
60854929,False,secondary,30 mph,True,89.11099999999999,"LINESTRING (0.5590929 51.8763638, 0.5591113 51.8764224, 0.559114 51.8764741, 0.5591031 51.876574, 0.5590615 51.8767995, 0.5589863 51.8771594)",B1256,Railway Street,,,
372679111,False,tertiary,30 mph,True,43.715999999999994,"LINESTRING (0.5590929 51.8763638, 0.5592659 51.8763175, 0.5593929 51.8762909, 0.5596972 51.8762427)",,Rose Hill,,,
"[1217634307, 37804741]",False,unclassified,,True,76.708,"LINESTRING (0.5590929 51.8763638, 0.5590969 51.8762969, 0.559109 51.8762218, 0.5591334 51.8761362, 0.5591408 51.8760205, 0.5591556 51.8759331, 0.5591563 51.8758834, 0.5591479 51.8758415, 0.5591344 51.875817, 0.5591118 51.8757826, 0.5590665 51.875741, 0.5590161 51.8756996)",,Station Approach,,,
"[163561345, 38324969, 163418095]",False,residential,,True,186.984,"LINESTRING (0.5514619 51.8740226, 0.5511922 51.8740447, 0.5510433 51.87401, 0.5508261 51.8739013, 0.5507834 51.8738799, 0.5506226 51.8737802, 0.5504295 51.8737057, 0.5502123 51.8736544, 0.549996 51.8736273, 0.5496958 51.8736619, 0.5493524 51.8737723, 0.5490501 51.8738889)",,Godlings Way,,,
"[38324968, 165256458, 38324967]",False,tertiary,30 mph,False,113.74,"LINESTRING (0.5514619 51.8740226, 0.5514899 51.874131, 0.5515286 51.8742554, 0.5515879 51.8743901, 0.5516303 51.8745195, 0.5516229 51.8746579, 0.5515861 51.8747472, 0.5514811 51.8748551, 0.5513349 51.8749852)",,Notley Road,,,
"[715563635, 165256463, 715563631]",False,tertiary,30 mph,True,24.151,"LINESTRING (0.5514619 51.8740226, 0.5514847 51.8739685, 0.5515165 51.8738929, 0.5515435 51.8738114)",,Notley Road,yes,,
38324967,False,tertiary,30 mph,False,30.207,"LINESTRING (0.5507925 51.875397, 0.5507553 51.8754552, 0.5507511 51.8755126, 0.5507736 51.8756636)",,Notley Road,,,
38324967,False,tertiary,30 mph,True,59.044000000000004,"LINESTRING (0.5507925 51.875397, 0.5510952 51.875155, 0.5513349 51.8749852)",,Notley Road,,,
80456615,False,residential,,False,85.777,"LINESTRING (0.5507925 51.875397, 0.5504098 51.8752697, 0.5502043 51.8752013, 0.5499444 51.8751683, 0.5497629 51.8751535, 0.54963 51.8751528)",,Kenworthy Road,,,
851758816,False,secondary,30 mph,False,6.724,"LINESTRING (0.550776 51.8768299, 0.5506815 51.8768458)",B1256,St Michaels Road,,,
38324967,False,tertiary,30 mph,True,86.38799999999999,"LINESTRING (0.550776 51.8768299, 0.5508907 51.8762451, 0.5508792 51.8760574)",,Notley Road,,,
828828174,False,secondary,30 mph,True,46.562,"LINESTRING (0.550776 51.8768299, 0.5511849 51.8767744, 0.5514329 51.876727)",B1256,South Street,,,
55287287,False,secondary,30 mph,False,30.845999999999997,"LINESTRING (0.5480046 51.8768774, 0.5478921 51.8768405, 0.547586 51.8767789)",B1256,,,,
"[154645118, 55287287]",False,secondary,30 mph,True,159.782,"LINESTRING (0.5480046 51.8768774, 0.5480995 51.8769426, 0.5484191 51.8772017, 0.5485555 51.8773079, 0.5486253 51.8773299, 0.5486699 51.8773338, 0.5487718 51.877314, 0.5488572 51.8772884, 0.5490266 51.8772361, 0.5492365 51.8771729, 0.5495497 51.8770821, 0.5498661 51.8769981)",B1256,St Michaels Road,,,
894829365,True,tertiary,,False,54.461000000000006,"LINESTRING (0.5480046 51.8768774, 0.5479605 51.8768463, 0.5478847 51.8767928, 0.5477684 51.8767514, 0.5476856 51.8767026, 0.5476304 51.8765998, 0.547519 51.876507)",,,,,
31193055,False,secondary,30 mph,False,119.03800000000001,"LINESTRING (0.547586 51.8767789, 0.5475638 51.8775125, 0.5475261 51.8778485)",B1256,Pierrefitte Way,,,
31664349,False,residential,20 mph,True,56.214999999999996,"LINESTRING (0.547586 51.8767789, 0.5474026 51.8767163, 0.5473074 51.876693, 0.5472082 51.8766748, 0.5471277 51.8766764, 0.547007 51.8767013, 0.5468329 51.8767564)",,Clare Road,,,
55287287,False,secondary,30 mph,True,30.845999999999997,"LINESTRING (0.547586 51.8767789, 0.5478921 51.8768405, 0.5480046 51.8768774)",B1256,,,,
894829366,False,tertiary,30 mph,True,30.96,"LINESTRING (0.547586 51.8767789, 0.547587 51.8766388, 0.547519 51.876507)",,London Road,,,
31193055,False,secondary,30 mph,False,78.876,"LINESTRING (0.5475261 51.8778485, 0.5474764 51.8780425, 0.5473878 51.8782242, 0.5471907 51.8785236)",B1256,Pierrefitte Way,,,
31193055,False,secondary,30 mph,True,119.03800000000001,"LINESTRING (0.5475261 51.8778485, 0.5475638 51.8775125, 0.547586 51.8767789)",B1256,Pierrefitte Way,,,
60557973,False,unclassified,,True,102.666,"LINESTRING (0.5475261 51.8778485, 0.5481727 51.8779336, 0.5485037 51.8779772, 0.5485673 51.8780128, 0.5486354 51.8780656, 0.5487011 51.8781346, 0.5486575 51.8782368)",,,,,
31193055,False,secondary,30 mph,True,78.876,"LINESTRING (0.5471907 51.8785236, 0.5473878 51.8782242, 0.5474764 51.8780425, 0.5475261 51.8778485)",B1256,Pierrefitte Way,,,
871146742,True,secondary,30 mph,False,56.797,"LINESTRING (0.5471907 51.8785236, 0.5471094 51.8785583, 0.5466703 51.8789172)",B1256,Pierrefitte Way,,,
894829366,False,tertiary,30 mph,False,30.96,"LINESTRING (0.547519 51.876507, 0.547587 51.8766388, 0.547586 51.8767789)",,London Road,,,
30959768,False,tertiary,30 mph,False,85.123,"LINESTRING (0.5480047 51.8816773, 0.546896 51.8820203)",,Panfield Lane,,,
31000410,False,residential,30 mph,True,17.744,"LINESTRING (0.5480047 51.8816773, 0.5482408 51.8816123)",,Panfield Lane,,,
30959948,False,tertiary,30 mph,False,116.36,"LINESTRING (0.5480047 51.8816773, 0.5474101 51.8807718, 0.5473667 51.8807078)",,Aetheric Road,,,
30959948,False,tertiary,30 mph,False,32.631,"LINESTRING (0.5473667 51.8807078, 0.5471965 51.8804338)",,Aetheric Road,,,
30959948,False,tertiary,30 mph,True,116.36,"LINESTRING (0.5473667 51.8807078, 0.5474101 51.8807718, 0.5480047 51.8816773)",,Aetheric Road,,,
30960120,False,residential,30 mph,False,68.908,"LINESTRING (0.5473667 51.8807078, 0.5475796 51.8806373, 0.5478934 51.8805753, 0.5481461 51.8805187, 0.5483092 51.8805293)",,Bunyan Road,,,
30959948,False,tertiary,30 mph,True,115.991,"LINESTRING (0.5466259 51.8794531, 0.5466965 51.8796196, 0.5468274 51.8798576, 0.546965 51.8800622, 0.5471531 51.8803674, 0.5471965 51.8804338)",,Aetheric Road,,,
1156886964,True,tertiary,30 mph,False,41.248999999999995,"LINESTRING (0.5466259 51.8794531, 0.5466616 51.8792703, 0.5466793 51.8791832, 0.5467067 51.8790856)",,Aetheric Road,,,
31000410,False,residential,30 mph,False,17.744,"LINESTRING (0.5482408 51.8816123, 0.5480047 51.8816773)",,Panfield Lane,,,
986267698,False,residential,30 mph,False,70.123,"LINESTRING (0.5482408 51.8816123, 0.549116 51.881287)",,Panfield Lane,,,
31052407,False,residential,,False,26.556,"LINESTRING (0.549116 51.881287, 0.5494321 51.8814247)",,Weavers Close,,,
986267698,False,residential,30 mph,True,70.123,"LINESTRING (0.549116 51.881287, 0.5482408 51.8816123)",,Panfield Lane,,,
30960120,False,residential,30 mph,True,102.835,"LINESTRING (0.549116 51.881287, 0.5489272 51.8811122, 0.5487469 51.8808843, 0.5485924 51.8806777, 0.5484551 51.880577, 0.5483092 51.8805293)",,Bunyan Road,,,
"[26466281, 986267698]",False,residential,30 mph,False,165.84199999999998,"LINESTRING (0.549116 51.881287, 0.5492104 51.8812031, 0.5493665 51.8811042, 0.5497372 51.8807086, 0.5498541 51.8805876, 0.550391 51.8800246)",,Panfield Lane,,,
30960120,False,residential,30 mph,False,102.83500000000001,"LINESTRING (0.5483092 51.8805293, 0.5484551 51.880577, 0.5485924 51.8806777, 0.5487469 51.8808843, 0.5489272 51.8811122, 0.549116 51.881287)",,Bunyan Road,,,
30960120,False,residential,30 mph,True,68.908,"LINESTRING (0.5483092 51.8805293, 0.5481461 51.8805187, 0.5478934 51.8805753, 0.5475796 51.8806373, 0.5473667 51.8807078)",,Bunyan Road,,,
30960215,False,residential,30 mph,True,103.106,"LINESTRING (0.5483092 51.8805293, 0.5483375 51.8803114, 0.5483468 51.8802152, 0.5482855 51.8801131, 0.5482055 51.8800382, 0.5481144 51.8799807, 0.5478133 51.8797041)",,Progress Court,,,
30959948,False,tertiary,30 mph,True,32.631,"LINESTRING (0.5471965 51.8804338, 0.5473667 51.8807078)",,Aetheric Road,,,
30959948,False,tertiary,30 mph,False,115.99100000000001,"LINESTRING (0.5471965 51.8804338, 0.5471531 51.8803674, 0.546965 51.8800622, 0.5468274 51.8798576, 0.5466965 51.8796196, 0.5466259 51.8794531)",,Aetheric Road,,,
30959768,False,tertiary,30 mph,True,85.123,"LINESTRING (0.546896 51.8820203, 0.5480047 51.8816773)",,Panfield Lane,,,
31052407,False,residential,,True,26.556,"LINESTRING (0.5494321 51.8814247, 0.549116 51.881287)",,Weavers Close,,,
60557992,False,unclassified,,False,170.874,"LINESTRING (0.5493259 51.8779, 0.5495338 51.8778133, 0.5504916 51.8775758, 0.5505577 51.8774975, 0.5505615 51.8774513, 0.5506568 51.8769967, 0.5506815 51.8768458)",,St. Michael's Lane,,,
986267700,False,unclassified,30 mph,False,98.761,"LINESTRING (0.5503605 51.8808419, 0.55069 51.8805708, 0.5509904 51.880449, 0.5511706 51.8803695, 0.551265 51.8803271, 0.551457 51.8803317)",,Bocking End,,,
31252649,False,tertiary,,True,23.675,"LINESTRING (0.5536218 51.8810848, 0.5534624 51.8810795, 0.553357 51.8810902, 0.5532924 51.8811177)",,,,,
28091971,False,tertiary,30 mph,False,151.512,"LINESTRING (0.551457 51.8803317, 0.551667 51.8805031, 0.5517564 51.8805761, 0.5522574 51.8810057, 0.5528067 51.8814089)",,Bocking End,,,
986267700,False,unclassified,30 mph,True,98.761,"LINESTRING (0.551457 51.8803317, 0.551265 51.8803271, 0.5511706 51.8803695, 0.5509904 51.880449, 0.55069 51.8805708, 0.5503605 51.8808419)",,Bocking End,,,
30960215,False,residential,30 mph,False,36.33,"LINESTRING (0.5478133 51.8797041, 0.5477446 51.8797147, 0.5476846 51.8795982, 0.5477477 51.8795901, 0.5478133 51.8797041)",,Progress Court,,,
30960215,False,residential,30 mph,True,36.33,"LINESTRING (0.5478133 51.8797041, 0.5477477 51.8795901, 0.5476846 51.8795982, 0.5477446 51.8797147, 0.5478133 51.8797041)",,Progress Court,,,
30960215,False,residential,30 mph,False,103.106,"LINESTRING (0.5478133 51.8797041, 0.5481144 51.8799807, 0.5482055 51.8800382, 0.5482855 51.8801131, 0.5483468 51.8802152, 0.5483375 51.8803114, 0.5483092 51.8805293)",,Progress Court,,,
28091971,False,tertiary,30 mph,False,98.04299999999999,"LINESTRING (0.5528067 51.8814089, 0.5532909 51.8818527, 0.5533732 51.8819281, 0.5534796 51.8820207, 0.5536186 51.8821341)",,Bocking End,,,
28091971,False,tertiary,30 mph,True,151.512,"LINESTRING (0.5528067 51.8814089, 0.5522574 51.8810057, 0.5517564 51.8805761, 0.551667 51.8805031, 0.551457 51.8803317)",,Bocking End,,,
31252649,False,tertiary,,False,47.653,"LINESTRING (0.5528067 51.8814089, 0.5531929 51.8812287, 0.5532623 51.8811792, 0.5532924 51.8811177)",,,,,
28091971,False,tertiary,30 mph,True,98.043,"LINESTRING (0.5536186 51.8821341, 0.5534796 51.8820207, 0.5533732 51.8819281, 0.5532909 51.8818527, 0.5528067 51.8814089)",,Bocking End,,,
31252562,False,residential,30 mph,False,101.598,"LINESTRING (0.5536186 51.8821341, 0.553536 51.8821628, 0.5531103 51.8823108, 0.5525865 51.8824691, 0.5523262 51.8825308, 0.5522937 51.8825385)",,St Peters Road,,,
31252562,False,residential,30 mph,True,101.598,"LINESTRING (0.5522937 51.8825385, 0.5523262 51.8825308, 0.5525865 51.8824691, 0.5531103 51.8823108, 0.553536 51.8821628, 0.5536186 51.8821341)",,St Peters Road,,,
31252649,False,tertiary,,False,23.675,"LINESTRING (0.5532924 51.8811177, 0.553357 51.8810902, 0.5534624 51.8810795, 0.5536218 51.8810848)",,,,,
31252649,False,tertiary,,True,47.653,"LINESTRING (0.5532924 51.8811177, 0.5532623 51.8811792, 0.5531929 51.8812287, 0.5528067 51.8814089)",,,,,
388638908,False,tertiary,,False,24.063,"LINESTRING (0.5532924 51.8811177, 0.5532796 51.881082, 0.5530888 51.8809461)",,,,,
31192949,True,secondary,30 mph,False,62.419,"LINESTRING (0.5512139 51.8797707, 0.5512449 51.8797675, 0.5512948 51.8797691, 0.5514505 51.8797964, 0.5515406 51.8798105, 0.5518959 51.8798449, 0.5520054 51.8798561, 0.5521071 51.879864)",B1256,Coggeshall Road,,,
"[60557972, 31314174]",False,unclassified,30 mph,False,114.992,"LINESTRING (0.5512139 51.8797707, 0.5511621 51.8797186, 0.5511416 51.8796755, 0.5511339 51.8796457, 0.5511883 51.8791857, 0.5512544 51.8791522, 0.5513757 51.8791511, 0.5514933 51.8791642, 0.5516672 51.8792064, 0.5518251 51.8792762)",,"['Swan Side', 'Bank Street']",,,
31314375,False,unclassified,30 mph,False,46.355,"LINESTRING (0.5518251 51.8792762, 0.5519176 51.8791072, 0.5519419 51.87906, 0.5519755 51.8789947, 0.5520399 51.878881)",,Drury Lane,,,
60557972,False,unclassified,30 mph,False,94.825,"LINESTRING (0.5518251 51.8792762, 0.5518764 51.8793843, 0.5520432 51.8795086, 0.5521449 51.8795756, 0.5522473 51.8796171, 0.5523981 51.8796459, 0.552901 51.879692)",,Swan Side,,,
"[60557972, 31314174]",False,unclassified,30 mph,True,114.99199999999999,"LINESTRING (0.5518251 51.8792762, 0.5516672 51.8792064, 0.5514933 51.8791642, 0.5513757 51.8791511, 0.5512544 51.8791522, 0.5511883 51.8791857, 0.5511339 51.8796457, 0.5511416 51.8796755, 0.5511621 51.8797186, 0.5512139 51.8797707)",,"['Swan Side', 'Bank Street']",,,
60557972,False,unclassified,30 mph,True,94.82500000000002,"LINESTRING (0.552901 51.879692, 0.5523981 51.8796459, 0.5522473 51.8796171, 0.5521449 51.8795756, 0.5520432 51.8795086, 0.5518764 51.8793843, 0.5518251 51.8792762)",,Swan Side,,,
198451346,False,unclassified,30 mph,False,24.868000000000002,"LINESTRING (0.552901 51.879692, 0.5528343 51.8798518, 0.5528259 51.8798719, 0.5528144 51.8799091)",,Blyth's Meadow,,,
198451346,False,unclassified,30 mph,True,26.707,"LINESTRING (0.552901 51.879692, 0.5529446 51.8795639, 0.5529798 51.8794568)",,Blyth's Meadow,,,
198451346,False,unclassified,30 mph,False,26.707,"LINESTRING (0.5529798 51.8794568, 0.5529446 51.8795639, 0.552901 51.879692)",,Blyth's Meadow,,,
198451346,False,unclassified,30 mph,True,24.868000000000002,"LINESTRING (0.5528144 51.8799091, 0.5528259 51.8798719, 0.5528343 51.8798518, 0.552901 51.879692)",,Blyth's Meadow,,,
"[119792546, 828584995]",False,secondary,30 mph,False,203.676,"LINESTRING (0.5528144 51.8799091, 0.5529372 51.8799461, 0.5531037 51.8799665, 0.5536774 51.8800259, 0.5538794 51.8800448, 0.5540521 51.8800617, 0.5541212 51.880068, 0.5546677 51.8801179, 0.554795 51.8801292, 0.554877 51.8801364, 0.5550099 51.8801416, 0.5552735 51.8801519, 0.5556398 51.8801582, 0.5557422 51.8801608)",B1256,Coggeshall Road,,,
828584995,False,secondary,30 mph,True,48.976,"LINESTRING (0.5528144 51.8799091, 0.5526574 51.8799138, 0.5524196 51.8798885, 0.5522088 51.879872, 0.5521071 51.879864)",B1256,Coggeshall Road,,,
31314375,False,unclassified,30 mph,True,46.355,"LINESTRING (0.5520399 51.878881, 0.5519755 51.8789947, 0.5519419 51.87906, 0.5519176 51.8791072, 0.5518251 51.8792762)",,Drury Lane,,,
60557988,False,residential,,True,48.895,"LINESTRING (0.5581962 51.8764235, 0.5581369 51.8768617)",,Groomside,,,
31424830,False,secondary,30 mph,False,145.80900000000003,"LINESTRING (0.5581962 51.8764235, 0.5579467 51.8764297, 0.5566747 51.8764615, 0.5560738 51.8764482)",B1256,South Street,,,
31424830,False,secondary,30 mph,True,62.294,"LINESTRING (0.5581962 51.8764235, 0.5585983 51.8764259, 0.5587154 51.8764173, 0.5588462 51.8764007, 0.5589788 51.8763821, 0.5590929 51.8763638)",B1256,South Street,,,
31424830,False,secondary,30 mph,False,119.475,"LINESTRING (0.5560738 51.8764482, 0.5556715 51.8764104, 0.5550157 51.8763277, 0.5543572 51.8762744)",B1256,South Street,,,
31424830,False,secondary,30 mph,True,145.809,"LINESTRING (0.5560738 51.8764482, 0.5566747 51.8764615, 0.5579467 51.8764297, 0.5581962 51.8764235)",B1256,South Street,,,
187033746,False,residential,,True,63.284,"LINESTRING (0.5560738 51.8764482, 0.5561194 51.8761992, 0.5561827 51.8760354, 0.5562871 51.8758998)",,Damask Mews,,,
59579061,False,secondary,30 mph,True,35.679,"LINESTRING (0.5538428 51.8763203, 0.5543572 51.8762744)",B1256,South Street,,,
31424912,False,unclassified,,False,118.684,"LINESTRING (0.5538428 51.8763203, 0.5538243 51.8764165, 0.553745 51.876639, 0.5536216 51.8768921, 0.5535326 51.8771479, 0.5534298 51.8773551)",,Fairfield Road,,,
55287153,False,secondary,30 mph,False,154.349,"LINESTRING (0.5538428 51.8763203, 0.5534091 51.8763806, 0.553104 51.8764094, 0.5516664 51.8766632)",B1256,South Street,,,
31424912,False,unclassified,,True,118.68400000000001,"LINESTRING (0.5534298 51.8773551, 0.5535326 51.8771479, 0.5536216 51.8768921, 0.553745 51.876639, 0.5538243 51.8764165, 0.5538428 51.8763203)",,Fairfield Road,,,
"[31425073, 662628393, 326998350, 769763663]",False,residential,30 mph,False,85.602,"LINESTRING (0.5534298 51.8773551, 0.5542474 51.8773538, 0.5544205 51.8773551, 0.5545648 51.8773582, 0.5546767 51.8773585)",,Victoria Street,,,
"[55287302, 828569195, 31424940, 1224349227, 769763662, 771747760]",False,unclassified,,"[False, True]",204.35100000000003,"LINESTRING (0.5534298 51.8773551, 0.5533265 51.8775212, 0.5532848 51.8775971, 0.553212 51.8777295, 0.5531358 51.8779019, 0.5530852 51.8780611, 0.5530719 51.878103, 0.5530786 51.8781345, 0.5531012 51.8781524, 0.5531774 51.8781784, 0.5532775 51.8781915, 0.5535612 51.8781915, 0.5537521 51.8781915, 0.5538413 51.8781885, 0.5538696 51.8781876, 0.5541471 51.8781833, 0.5543237 51.8781765, 0.5543593 51.8781749, 0.5546612 51.8781618, 0.5547094 51.878161)",,"['Fairfield Road', 'Manor Street']",,,
31425014,False,residential,30 mph,False,63.37500000000001,"LINESTRING (0.5577225 51.8780796, 0.5577313 51.8782142, 0.5577306 51.8782376, 0.5577272 51.8783469, 0.5577252 51.8784754, 0.5577247 51.8785084, 0.5577224 51.8786494)",,,,,
31425227,True,residential,,False,207.039,"LINESTRING (0.5577225 51.8780796, 0.5572705 51.8780958, 0.5565424 51.8781151, 0.5553015 51.8781507, 0.5547881 51.8781597, 0.5547094 51.878161)",,Manor Street,,,
31424947,True,residential,30 mph,False,70.327,"LINESTRING (0.5587466 51.878062, 0.5586381 51.8780638, 0.5584128 51.8780674, 0.5580676 51.8780742, 0.5577225 51.8780796)",,Manor Street,,,
59578661,False,secondary,30 mph,False,82.433,"LINESTRING (0.5587466 51.878062, 0.5587992 51.8778174, 0.5588956 51.8773264)",B1256,Railway Street,,,
96298065,False,secondary,30 mph,True,214.67299999999997,"LINESTRING (0.5587466 51.878062, 0.5587385 51.8781199, 0.5586908 51.8785361, 0.5586746 51.8786774, 0.5586469 51.8789589, 0.5585826 51.8796108, 0.5585761 51.879677, 0.5586019 51.8799567, 0.5586075 51.8799885)",B1256,Railway Street,,,
31425014,False,residential,30 mph,True,63.37499999999999,"LINESTRING (0.5577224 51.8786494, 0.5577247 51.8785084, 0.5577252 51.8784754, 0.5577272 51.8783469, 0.5577306 51.8782376, 0.5577313 51.8782142, 0.5577225 51.8780796)",,,,,
55287236,False,secondary,30 mph,False,8.657,"LINESTRING (0.5588956 51.8773264, 0.5589624 51.8772695, 0.5589651 51.8772621)",B1256,Railway Street,,,
59578661,False,secondary,30 mph,True,82.433,"LINESTRING (0.5588956 51.8773264, 0.5587992 51.8778174, 0.5587466 51.878062)",B1256,Railway Street,,,
837389340,False,secondary,30 mph,False,11.512,"LINESTRING (0.5589651 51.8772621, 0.5589863 51.8771594)",B1256,Railway Street,,,
37804743,True,secondary,30 mph,False,74.135,"LINESTRING (0.5589651 51.8772621, 0.5591776 51.8772696, 0.5597123 51.8772982, 0.5598134 51.8773003, 0.5599334 51.8773001, 0.5600423 51.8772948)",B1018,Trinovantian Way,,,
55287236,False,secondary,30 mph,True,8.657,"LINESTRING (0.5589651 51.8772621, 0.5589624 51.8772695, 0.5588956 51.8773264)",B1256,Railway Street,,,
31664317,False,residential,20 mph,False,220.537,"LINESTRING (0.5468329 51.8767564, 0.5467667 51.8771354, 0.5466642 51.877693, 0.5465902 51.8781007, 0.5465442 51.8783178, 0.5465253 51.8784358, 0.5464826 51.8787278)",,Grenville Road,,,
31664349,False,residential,20 mph,False,56.215,"LINESTRING (0.5468329 51.8767564, 0.547007 51.8767013, 0.5471277 51.8766764, 0.5472082 51.8766748, 0.5473074 51.876693, 0.5474026 51.8767163, 0.547586 51.8767789)",,Clare Road,,,
31664317,False,residential,20 mph,True,220.537,"LINESTRING (0.5464826 51.8787278, 0.5465253 51.8784358, 0.5465442 51.8783178, 0.5465902 51.8781007, 0.5466642 51.877693, 0.5467667 51.8771354, 0.5468329 51.8767564)",,Grenville Road,,,
1156886962,False,secondary,30 mph,False,14.269,"LINESTRING (0.546499 51.8790804, 0.5467067 51.8790856)",B1256,Rayne Road,,,
1232853596,True,tertiary,30 mph,False,42.402,"LINESTRING (0.546499 51.8790804, 0.5465286 51.8791958, 0.5465528 51.8792849, 0.5466259 51.8794531)",,Aetheric Road,,,
59578423,False,secondary,30 mph,False,65.842,"LINESTRING (0.5467067 51.8790856, 0.5476656 51.8791003)",B1256,Rayne Road,,,
1156886962,False,secondary,30 mph,True,14.269,"LINESTRING (0.5467067 51.8790856, 0.546499 51.8790804)",B1256,Rayne Road,,,
1232853595,True,secondary,30 mph,False,71.15700000000001,"LINESTRING (0.5467067 51.8790856, 0.5471761 51.8785805, 0.5471907 51.8785236)",B1256,Pierrefitte Way,,,
59579061,False,secondary,30 mph,False,35.679,"LINESTRING (0.5543572 51.8762744, 0.5538428 51.8763203)",B1256,South Street,,,
31424830,False,secondary,30 mph,True,119.475,"LINESTRING (0.5543572 51.8762744, 0.5550157 51.8763277, 0.5556715 51.8764104, 0.5560738 51.8764482)",B1256,South Street,,,
"[828542922, 828542923, 37804741]",False,unclassified,20 mph,False,358.69000000000005,"LINESTRING (0.5543572 51.8762744, 0.5544752 51.8761378, 0.5545882 51.8760274, 0.5547733 51.8758862, 0.5550345 51.8757511, 0.5551857 51.8756985, 0.5553022 51.8756579, 0.5554943 51.8756151, 0.555583 51.8755954, 0.5558664 51.8755629, 0.5561178 51.8755425, 0.5561302 51.87554, 0.5563193 51.8755343, 0.5564966 51.8755324, 0.5570062 51.87553, 0.5574072 51.875529, 0.5576134 51.8755285, 0.5577486 51.8755302, 0.5582838 51.8755368, 0.5585393 51.87554, 0.5586364 51.8755485, 0.5586942 51.875559, 0.5587386 51.8755682, 0.5588284 51.8755992, 0.5588955 51.875627, 0.558961 51.8756623, 0.5590161 51.8756996)",,Station Approach,,2,
154644980,False,residential,,True,24.487,"LINESTRING (0.5474156 51.8738725, 0.5474038 51.8736524)",,,,,
38324969,False,residential,,False,44.669,"LINESTRING (0.5474156 51.8738725, 0.5476132 51.873868, 0.5478305 51.8739193, 0.5480396 51.8739621)",,Godlings Way,,,
