osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,ref,junction,bridge,width,access
553090883,True,Rose Hill East,unclassified,False,137.37500000000003,"LINESTRING (-1.4313094 53.2376643, -1.4313434 53.2375417, -1.4313869 53.2373306, -1.4314451 53.237094, -1.431502 53.2368626, -1.4315493 53.2366744, -1.4315808 53.2365247, -1.4315982 53.2364782, -1.4316309 53.2364473)",,,,,,,
"[826467136, 44088329]",False,Saltergate,tertiary,True,105.398,"LINESTRING (-1.4313094 53.2376643, -1.4314851 53.2376661, -1.431625 53.2376669, -1.4321695 53.2376725, -1.4326618 53.2376766, -1.4328924 53.2376863)",3,,,,,,
826467137,False,Saltergate,tertiary,False,55.67700000000001,"LINESTRING (-1.4313094 53.2376643, -1.431098 53.2376645, -1.4308801 53.2376502, -1.4308083 53.2376437, -1.430763 53.2376396, -1.4304786 53.2376141)",,30 mph,,,,,
"[4699225, 44660377]",True,Saltergate,tertiary,False,49.973,"LINESTRING (-1.4273345 53.2373545, -1.4275284 53.2373497, -1.4276322 53.2373544, -1.4277596 53.2373602, -1.4278343 53.2373651, -1.4279864 53.2373765, -1.4280794 53.237392)",1,30 mph,,,,,
25941471,True,,secondary,False,41.076,"LINESTRING (-1.4273345 53.2373545, -1.4274795 53.2374105, -1.427521 53.2374459, -1.4275677 53.2374958, -1.4275882 53.2375572, -1.4275717 53.2376598)",1,30 mph,B6543,,,,
"[804968802, 861111223]",True,,secondary,False,86.04299999999999,"LINESTRING (-1.4275717 53.2376598, -1.4275031 53.2378139, -1.4273744 53.2379663, -1.42727 53.2380433, -1.4271316 53.2381351, -1.4269969 53.238216, -1.4268614 53.2382851)",2,30 mph,B6543,,,,
42196062,True,Saltergate,secondary,False,80.017,"LINESTRING (-1.4261329 53.2373564, -1.426332 53.2373502, -1.4267586 53.2373432, -1.4269051 53.2373471, -1.4273345 53.2373545)",2,30 mph,B6543,,,,
213106229,True,Broad Pavement,unclassified,False,122.494,"LINESTRING (-1.4261329 53.2373564, -1.4261115 53.2372123, -1.4261384 53.23701, -1.4262081 53.2367708, -1.426269 53.2365794, -1.4263033 53.2362637)",,,,,,,
41380655,False,St Mary's Gate,secondary,True,43.302,"LINESTRING (-1.4243071 53.2351931, -1.4243187 53.2351449, -1.4243536 53.234998, -1.4243855 53.2348066)",3,30 mph,B6543,,,,
851614617,True,St Mary's Gate,secondary,False,9.882,"LINESTRING (-1.4243071 53.2351931, -1.4243261 53.2352348, -1.4243167 53.2352801)",2,30 mph,B6543,,,,
812630467,False,St Mary's Gate,secondary,True,32.142,"LINESTRING (-1.4244116 53.2345698, -1.4244277 53.2342809)",3,30 mph,B6543,,,,
26194736,False,Hollis Lane,residential,False,104.839,"LINESTRING (-1.4244116 53.2345698, -1.4231573 53.2343816, -1.422983 53.2343559, -1.4228838 53.2343402)",,,,,,,
812924696,False,St Mary's Gate,secondary,False,26.412,"LINESTRING (-1.4244116 53.2345698, -1.4244092 53.2346461, -1.4244059 53.2346854, -1.4244019 53.2347259, -1.4243855 53.2348066)",,30 mph,B6543,,,,
4075917,True,Lordsmill Street,secondary,False,62.474,"LINESTRING (-1.424344 53.2339028, -1.4242677 53.2338518, -1.4242114 53.2338004, -1.4241511 53.2337242, -1.4241255 53.2336848, -1.4240478 53.2336029, -1.4239579 53.2335572, -1.4238365 53.2335184, -1.4237458 53.2334975)",2,30 mph,,,,,
"[25941468, 812630468]",False,Lordsmill Street,secondary,True,42.424,"LINESTRING (-1.424344 53.2339028, -1.4243617 53.2339634, -1.4243824 53.2340431, -1.4244277 53.2342809)",3,30 mph,B6543,,,,
817644006,True,,trunk,False,18.001,"LINESTRING (-1.4237458 53.2334975, -1.4236051 53.2334869, -1.4234887 53.2334541)",2,30 mph,,roundabout,,,
4493757,True,,trunk,False,25.891,"LINESTRING (-1.4234887 53.2334541, -1.4233944 53.2334148, -1.4233206 53.233372, -1.4232491 53.2332788)",2,30 mph,,roundabout,,,
"[817644009, 225631993]",True,Hollis Lane,primary,False,39.945,"LINESTRING (-1.4234887 53.2334541, -1.4233534 53.2334513, -1.4232385 53.2334607, -1.4232233 53.2334625, -1.4231375 53.233485, -1.4229308 53.2335576)",1,30 mph,A632,,,,
817643999,True,,trunk,False,17.908,"LINESTRING (-1.4232491 53.2332788, -1.4232489 53.233215, -1.4232633 53.2331679, -1.4232891 53.233121)",3,30 mph,,roundabout,,,
139308287,True,,trunk,False,30.081,"LINESTRING (-1.4232891 53.233121, -1.4233386 53.2328521)",2,30 mph,A617,,,,
817644000,True,,trunk,False,35.504,"LINESTRING (-1.4232891 53.233121, -1.4233008 53.2331109, -1.4233558 53.2330651, -1.4234387 53.2330261, -1.4235459 53.2329867, -1.4236411 53.232964, -1.4237255 53.2329583)",2,30 mph,,roundabout,,,
817644001,True,,trunk,False,18.252000000000002,"LINESTRING (-1.4237255 53.2329583, -1.4238785 53.2329646, -1.423995 53.2329839)",2,30 mph,,roundabout,,,
4849210,True,Markham Road,trunk,False,19.807,"LINESTRING (-1.423995 53.2329839, -1.4242891 53.2330111)",1,30 mph,A619,,,,
817644002,True,,trunk,False,36.797,"LINESTRING (-1.423995 53.2329839, -1.4241041 53.2330185, -1.4241644 53.2330467, -1.4242168 53.2330836, -1.4242541 53.2331197, -1.4242932 53.2331783, -1.4243019 53.2332353)",2,30 mph,,roundabout,,,
817644003,True,,trunk,False,19.403000000000002,"LINESTRING (-1.4243019 53.2332353, -1.4242771 53.2332939, -1.4242394 53.2333265, -1.4241953 53.2333621, -1.4241614 53.2333843)",3,30 mph,,roundabout,,,
4680161,True,Lordsmill Street,secondary,False,60.63,"LINESTRING (-1.4241614 53.2333843, -1.424143 53.2334215, -1.4241364 53.2334607, -1.424158 53.2335312, -1.424206 53.2336029, -1.4242785 53.2336952, -1.4243361 53.2337643, -1.4243482 53.2338333, -1.424344 53.2339028)",2,30 mph,,,,,
817644004,True,,trunk,False,30.772000000000002,"LINESTRING (-1.4241614 53.2333843, -1.4240008 53.2334458, -1.4238792 53.233482, -1.4237458 53.2334975)",2,30 mph,,roundabout,,,
816931473,True,,trunk,False,11.61,"LINESTRING (-1.4227159 53.2310855, -1.422641 53.2311, -1.4225476 53.2311125)",3,30 mph,,circular,,,
