osmid,oneway,lanes,ref,name,highway,maxspeed,junction,reversed,length,geometry,bridge,tunnel
407830487,True,3,B4591,Old Green Interchange,secondary,30 mph,circular,False,16.133000000000003,"LINESTRING (-2.9949558 51.5901418, -2.9949596 51.5900945, -2.9949801 51.5899976)",,
8237774,True,,B4591,Newport Bridge,secondary,30 mph,,False,28.867,"LINESTRING (-2.9947053 51.5903415, -2.9948019 51.5902964, -2.9948496 51.5902664, -2.9948877 51.5902384, -2.9949206 51.5902005, -2.9949558 51.5901418)",,
"[1124719584, 46611821, 37740326]",False,4,B4591,"['Clarence Place', 'Newport Bridge']",secondary,"['20 mph', '30 mph']",,True,161.031,"LINESTRING (-2.9947053 51.5903415, -2.9946571 51.5903495, -2.9929534 51.5906336, -2.9928559 51.5906546, -2.9924688 51.5907456)",yes,
"[40476660, 39216257, 656845612, 7938501]",True,2,B4591,Queensway,secondary,"['20 mph', '30 mph']",,False,235.86499999999995,"LINESTRING (-2.9957464 51.5899415, -2.9958197 51.5899788, -2.9958878 51.5900179, -2.9960259 51.590083, -2.996162 51.5901279, -2.996242 51.5901506, -2.9964753 51.5901855, -2.9966563 51.5901872, -2.9968991 51.5901547, -2.9970935 51.5900963, -2.9975002 51.5898832, -2.9976662 51.5897956, -2.9978825 51.5896593, -2.9979705 51.5895992, -2.9981833 51.5894033, -2.9982486 51.5893435, -2.9983661 51.5892359, -2.9983872 51.5892215)",,yes
"[1124719587, 119686406]",True,3,B4591,Old Green Interchange,secondary,30 mph,circular,False,43.098000000000006,"LINESTRING (-2.9957464 51.5899415, -2.9958002 51.5900016, -2.9958323 51.5900484, -2.9958456 51.5900853, -2.9958472 51.5901277, -2.9958376 51.5901699, -2.9958202 51.5902065, -2.9957906 51.5902428, -2.995763 51.5902692, -2.9957312 51.5902978)",yes,
40476660,True,2,B4591,Queensway,secondary,20 mph,,False,32.519,"LINESTRING (-3.0004101 51.5879683, -3.0004745 51.5878958, -3.0005026 51.58782, -3.0005268 51.587689)",,
37721046,True,,B4591,Old Green Interchange,secondary,30 mph,circular,False,5.198,"LINESTRING (-2.9957312 51.5902978, -2.9956876 51.5903359)",yes,
8252619,True,,B4591,Newport Bridge,secondary,30 mph,,False,33.25,"LINESTRING (-2.995175 51.5903904, -2.9950424 51.5903593, -2.9949364 51.5903452, -2.9947053 51.5903415)",,
320006581,True,3,B4591,Old Green Interchange,secondary,30 mph,circular,False,32.99,"LINESTRING (-2.995175 51.5903904, -2.9951058 51.5903556, -2.9950553 51.5903226, -2.9950078 51.5902846, -2.9949795 51.5902434, -2.9949616 51.590193, -2.9949558 51.5901418)",,
4812098,False,,,Pentonville,tertiary,20 mph,,True,35.204,"LINESTRING (-2.9995318 51.5902986, -2.9990232 51.5902789)",,
36920460,False,,B4241,Queen's Hill,secondary,20 mph,,True,59.503,"LINESTRING (-2.9995318 51.5902986, -2.9995657 51.5903579, -2.9996478 51.5904915, -2.999727 51.5906187, -2.9997408 51.5906409, -2.9998115 51.5908041)",,
38991133,False,,B4241,Pentonville,secondary,20 mph,,False,31.948,"LINESTRING (-2.9995318 51.5902986, -2.9999071 51.5903237, -2.9999915 51.5903299)",,
36566527,False,,B4591,Clytha Park Road,secondary,20 mph,,True,90.16299999999998,"LINESTRING (-3.0035355 51.5871133, -3.0037458 51.5871517, -3.0038715 51.5871987, -3.0039243 51.5872184, -3.0039629 51.5872392, -3.0042519 51.5873951, -3.0042786 51.5874095, -3.0043126 51.5874278, -3.0044647 51.587512, -3.0044932 51.5875278, -3.0045673 51.5875876)",,
48846793,False,,B4591,Clytha Park Road,secondary,20 mph,,False,70.656,"LINESTRING (-3.0035355 51.5871133, -3.0030707 51.5871467, -3.002602 51.5872075, -3.0025276 51.5872171)",,
35538220,False,,B4591,Godfrey Road,secondary,20 mph,,False,121.495,"LINESTRING (-3.0025276 51.5872171, -3.0026776 51.5872977, -3.0028171 51.5873776, -3.0029727 51.587511, -3.0030531 51.5876443, -3.0031336 51.5878109, -3.0031803 51.58795, -3.0032334 51.588176)",,
"[48846792, 970968576, 37720990]",False,,B4591,"['Clytha Park Road', 'Bridge Street']",secondary,20 mph,,False,98.237,"LINESTRING (-3.0025276 51.5872171, -3.0022823 51.5872443, -3.0015809 51.5873169, -3.0013269 51.5873631, -3.0011401 51.587402)",yes,
48846793,False,,B4591,Clytha Park Road,secondary,20 mph,,True,70.656,"LINESTRING (-3.0025276 51.5872171, -3.002602 51.5872075, -3.0030707 51.5871467, -3.0035355 51.5871133)",,
"[970968576, 37720990, 48846792]",False,,B4591,"['Clytha Park Road', 'Bridge Street']",secondary,20 mph,,True,98.237,"LINESTRING (-3.0011401 51.587402, -3.0013269 51.5873631, -3.0015809 51.5873169, -3.0022823 51.5872443, -3.0025276 51.5872171)",yes,
970968577,True,,B4591,Bridge Street,secondary,20 mph,,False,33.113,"LINESTRING (-3.0011401 51.587402, -3.0010795 51.5874381, -3.0009856 51.5875183, -3.0008734 51.5876471)",,
"[125156805, 36887194, 564139837]",True,2,A4042,,primary_link,30 mph,,False,197.329,"LINESTRING (-2.9949801 51.5899976, -2.9949476 51.5898351, -2.9949336 51.589794, -2.9949034 51.5897504, -2.9946526 51.589465, -2.9944789 51.5892461, -2.9943901 51.5891503, -2.9943309 51.5890555, -2.9941908 51.588741, -2.9941644 51.5886457, -2.9941656 51.5885678, -2.994165 51.5884905, -2.9941167 51.5883316)",,
"[320006580, 1124719582, 1124719583]",True,3,B4591,Old Green Interchange,secondary,30 mph,circular,False,48.947,"LINESTRING (-2.9949801 51.5899976, -2.9950275 51.5899328, -2.9950595 51.5898976, -2.9950932 51.5898722, -2.9951262 51.5898526, -2.9951631 51.5898352, -2.995208 51.5898193, -2.9952754 51.5898056, -2.9953509 51.5897984, -2.9953932 51.5897988, -2.9954385 51.5898034, -2.9954853 51.5898138, -2.9955275 51.5898267)",yes,
8252616,True,,B4591,Old Green Interchange,secondary,30 mph,circular,False,9.889,"LINESTRING (-2.9955275 51.5898267, -2.9956442 51.5898782)",,
36948397,False,,,Victoria Road,unclassified,,,True,40.542,"LINESTRING (-2.9962843 51.5841701, -2.9960691 51.5838309)",,
39025106,False,,,Hill Street,unclassified,,,False,107.183,"LINESTRING (-2.9962843 51.5841701, -2.9959737 51.5842506, -2.9958212 51.5842893, -2.995677 51.5843282, -2.9953146 51.5844261, -2.9950075 51.584508, -2.9948573 51.5845481)",,
39025108,True,,,Victoria Place,unclassified,,,False,14.56,"LINESTRING (-2.9962843 51.5841701, -2.9963497 51.5841822, -2.9964862 51.5842076)",,
38995804,False,,,Stow Hill,tertiary,20 mph,,False,107.878,"LINESTRING (-2.9971819 51.5842777, -2.9971175 51.5845068, -2.9970978 51.5846068, -2.9970585 51.584737, -2.9970349 51.5848311, -2.9970293 51.5848535, -2.9970278 51.5848619, -2.9969882 51.5850767, -2.9969564 51.5852373)",,
30791281,False,,,Havelock Street,unclassified,20 mph,,False,64.414,"LINESTRING (-2.9969248 51.5855509, -2.9970193 51.5855534, -2.9971291 51.5855563, -2.9974373 51.5855357, -2.9977459 51.5855226, -2.9978416 51.5855544)",,
38995804,False,,,Stow Hill,tertiary,20 mph,,True,34.941,"LINESTRING (-2.9969248 51.5855509, -2.996935 51.5854283, -2.996937 51.5854044, -2.9969564 51.5852373)",,
"[782601312, 782601313, 1090221852]",False,,,Stow Hill,tertiary,,,False,133.95000000000002,"LINESTRING (-2.9969248 51.5855509, -2.9969163 51.5856611, -2.9969021 51.5858455, -2.9968964 51.5862199, -2.9968792 51.5863842, -2.9968593 51.586686, -2.996835 51.5867168, -2.9968098 51.5867473)",,
4812098,False,,,Pentonville,tertiary,20 mph,,False,35.204,"LINESTRING (-2.9990232 51.5902789, -2.9995318 51.5902986)",,
"[36878738, 1040020454, 1069096071]",False,2,,Mill Street,unclassified,20 mph,,False,158.98800000000003,"LINESTRING (-2.9990232 51.5902789, -2.9989183 51.590282, -2.9988099 51.5902887, -2.9985584 51.5903159, -2.9984617 51.590327, -2.9982965 51.5903492, -2.9981246 51.5903849, -2.9979238 51.5904359, -2.9976007 51.5905479, -2.9972631 51.5906895, -2.9971353 51.5907443, -2.9969511 51.590834)",,
947947165,True,,,Gold Tops,residential,,,False,19.311,"LINESTRING (-3.0004175 51.5901837, -3.0003927 51.5902674, -3.0003757 51.5903175, -3.0003628 51.590354)",,
947947167,True,,,Gold Tops,residential,,,False,20.891000000000002,"LINESTRING (-3.0004175 51.5901837, -3.0004522 51.5902674, -3.0004919 51.5903211, -3.0005143 51.5903611)",,
947947170,False,,,Gold Tops,residential,,,True,25.482,"LINESTRING (-3.0004175 51.5901837, -3.0005168 51.5900557, -3.000612 51.5899918)",,
36566504,False,,,Gold Tops,residential,,,False,124.36900000000003,"LINESTRING (-3.00238 51.5898063, -3.002018 51.5898373, -3.0017688 51.5898586, -3.0016828 51.5898662, -3.0014028 51.5898909, -3.001324 51.5898978, -3.0013037 51.5898996, -3.0011529 51.5899124, -3.0010285 51.589923, -3.0008473 51.5899396, -3.000758 51.5899477, -3.000612 51.5899918)",,
36878736,False,,,Serpentine Road,residential,,,False,47.536,"LINESTRING (-3.00238 51.5898063, -3.0024219 51.5899726, -3.0025087 51.5902261)",,
36878736,False,,,Serpentine Road,residential,,,True,155.593,"LINESTRING (-3.00238 51.5898063, -3.002344 51.5896514, -3.0023356 51.5895592, -3.0023488 51.5894987, -3.0023909 51.5894649, -3.0024096 51.5894499, -3.0025404 51.5893882, -3.0027745 51.5893241, -3.0028878 51.5892868, -3.0030014 51.5892493, -3.0031523 51.5891917, -3.0033105 51.5890925, -3.0033719 51.5890472, -3.0035038 51.5889499, -3.0035976 51.5888766, -3.0036304 51.588802)",,
36566522,False,,,Godfrey Road,residential,,,True,60.13,"LINESTRING (-3.0036304 51.588802, -3.0036159 51.5887577, -3.003597 51.588705, -3.0035816 51.5886847, -3.00355 51.588643, -3.003491 51.588577, -3.0032456 51.5883215)",,
36878736,False,,,Serpentine Road,residential,,,False,155.593,"LINESTRING (-3.0036304 51.588802, -3.0035976 51.5888766, -3.0035038 51.5889499, -3.0033719 51.5890472, -3.0033105 51.5890925, -3.0031523 51.5891917, -3.0030014 51.5892493, -3.0028878 51.5892868, -3.0027745 51.5893241, -3.0025404 51.5893882, -3.0024096 51.5894499, -3.0023909 51.5894649, -3.0023488 51.5894987, -3.0023356 51.5895592, -3.002344 51.5896514, -3.00238 51.5898063)",,
36566507,False,,,Queen's Hill Crescent,residential,,,True,600.8460000000002,"LINESTRING (-3.0042899 51.5907579, -3.0043104 51.5908113, -3.0042925 51.5908826, -3.0040692 51.5911693, -3.0037806 51.5914949, -3.0036359 51.5917336, -3.0035523 51.5920032, -3.0034595 51.5924448, -3.0033805 51.5927713, -3.0033003 51.5929602, -3.0032349 51.5930627, -3.0031728 51.5931492, -3.0030844 51.5932347, -3.0029412 51.5933277, -3.0027096 51.5934203, -3.00219 51.593524, -3.0019056 51.5935556, -3.0017454 51.5935702, -3.001621 51.593579, -3.0013372 51.5935868, -3.0010852 51.5935492, -3.0009331 51.5935143, -3.0008046 51.5934553, -3.0006469 51.59336, -3.0005317 51.5932762, -3.0004242 51.593173, -3.0003599 51.5930924, -3.0002615 51.592848, -3.0002093 51.5926817, -3.0001863 51.5925803, -3.0001659 51.5924973, -3.0001417 51.5924357, -3.0000988 51.592394, -3.0000479 51.5923724, -3.0000083 51.5923631)",,
36825748,False,,,St. Mark's Crescent,residential,,,True,162.86300000000003,"LINESTRING (-3.0042899 51.5907579, -3.0035653 51.5908313, -3.0033474 51.5908357, -3.0032043 51.5908285, -3.0030952 51.5908089, -3.0030008 51.5907744, -3.0029157 51.5907324, -3.0028444 51.590684, -3.0027598 51.5906193, -3.0026597 51.5905357, -3.0025923 51.5904405, -3.0025087 51.5902261)",,
"[1040020456, 36878735]",True,,,Devon Place,tertiary,20 mph,,False,151.831,"LINESTRING (-3.0006229 51.5894134, -3.0003299 51.5894922, -3.0001462 51.5895405, -2.9999825 51.5896014, -2.9997505 51.5897222, -2.9996481 51.5897816, -2.9992299 51.590041, -2.9992024 51.5900579, -2.9991142 51.5901221, -2.9990627 51.5901602, -2.9990252 51.5902072, -2.9990232 51.5902789)",,
36566504,False,,,Gold Tops,residential,,,True,124.36900000000001,"LINESTRING (-3.000612 51.5899918, -3.000758 51.5899477, -3.0008473 51.5899396, -3.0010285 51.589923, -3.0011529 51.5899124, -3.0013037 51.5898996, -3.001324 51.5898978, -3.0014028 51.5898909, -3.0016828 51.5898662, -3.0017688 51.5898586, -3.002018 51.5898373, -3.00238 51.5898063)",,
36566519,True,,,Stanley Road,residential,,,False,64.73,"LINESTRING (-3.000612 51.5899918, -3.0005994 51.589939, -3.0006174 51.5897536, -3.0006193 51.5897341, -3.0006324 51.589599, -3.0006461 51.5894578, -3.0006229 51.5894134)",,
947947170,False,,,Gold Tops,residential,,,False,25.482,"LINESTRING (-3.000612 51.5899918, -3.0005168 51.5900557, -3.0004175 51.5901837)",,
38926830,False,,,Godfrey Road,tertiary,20 mph,,False,16.201,"LINESTRING (-3.0032334 51.588176, -3.0032456 51.5883215)",,
35538220,False,,B4591,Godfrey Road,secondary,20 mph,,True,121.495,"LINESTRING (-3.0032334 51.588176, -3.0031803 51.58795, -3.0031336 51.5878109, -3.0030531 51.5876443, -3.0029727 51.587511, -3.0028171 51.5873776, -3.0026776 51.5872977, -3.0025276 51.5872171)",,
36566501,False,,B4591,Faulkner Road,secondary,20 mph,,True,102.052,"LINESTRING (-3.0032334 51.588176, -3.0033727 51.5881479, -3.0035496 51.5881096, -3.0036807 51.5880847, -3.0037519 51.5880711, -3.0039033 51.588023, -3.0040678 51.5879495, -3.004205 51.5878877, -3.0042428 51.5878704, -3.0043269 51.5878318, -3.0045116 51.5877384)",,
38926830,False,,,Godfrey Road,tertiary,20 mph,,True,16.201,"LINESTRING (-3.0032456 51.5883215, -3.0032334 51.588176)",,
36566522,False,,,Godfrey Road,residential,,,False,60.129999999999995,"LINESTRING (-3.0032456 51.5883215, -3.003491 51.588577, -3.00355 51.588643, -3.0035816 51.5886847, -3.003597 51.588705, -3.0036159 51.5887577, -3.0036304 51.588802)",,
"[1040020459, 36878735]",True,,,Devon Place,tertiary,20 mph,,False,233.85800000000003,"LINESTRING (-3.0032456 51.5883215, -3.0032103 51.5885331, -3.0031421 51.5886761, -3.00311 51.5887017, -3.0030557 51.5887451, -3.0029904 51.5887716, -3.0029405 51.5887918, -3.0023112 51.5889567, -3.0022615 51.5889697, -3.0013341 51.589219, -3.0011999 51.5892551, -3.0011544 51.5892676, -3.0006229 51.5894134)",,
36920441,False,,,Rose Street,residential,,,True,89.962,"LINESTRING (-2.9989257 51.5910228, -2.9991469 51.5915478, -2.9991877 51.5916645, -2.9991934 51.5918114)",,
637021042,False,,,Locke Street,residential,,,False,84.406,"LINESTRING (-2.9989257 51.5910228, -2.9988285 51.5910471, -2.9980182 51.5912794, -2.9978235 51.591349)",,
"[637021042, 36920442]",False,,,Locke Street,residential,,,True,12.836,"LINESTRING (-2.9989257 51.5910228, -2.9990549 51.5909846, -2.9990937 51.5909735)",,
36920440,False,,,Lucas Street,residential,,,True,59.051,"LINESTRING (-2.9999745 51.592027, -2.999487 51.5918967, -2.9991934 51.5918114)",,
36920440,False,,,Lucas Street,residential,,,False,59.051,"LINESTRING (-2.9991934 51.5918114, -2.999487 51.5918967, -2.9999745 51.592027)",,
