osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width
22757543,2,B9174,Geanies Street,secondary,20 mph,False,False,106.667,"LINESTRING (-4.0518343 57.8107386, -4.051835 57.8107027, -4.0518541 57.8106729, -4.0524599 57.8102705, -4.0528841 57.8099699)",
39605618,,,Ankerville Street,tertiary,,False,True,57.992,"LINESTRING (-4.0518343 57.8107386, -4.0511826 57.8104889, -4.0510395 57.8104341)",
1208005897,2,B9174,Lamington Street,secondary,20 mph,False,True,62.878,"LINESTRING (-4.0518343 57.8107386, -4.0518497 57.8107614, -4.0518834 57.810783, -4.052237 57.8109341, -4.0526369 57.8111027)",
26771931,,C1206,Stafford Street,tertiary,,False,False,70.532,"LINESTRING (-4.0528841 57.8099699, -4.0537313 57.8104156)",
38891107,2,B9174,Stafford Street,secondary,20 mph,False,False,54.637,"LINESTRING (-4.0528841 57.8099699, -4.0523084 57.809586)",
22757543,2,B9174,Geanies Street,secondary,20 mph,False,True,106.66700000000002,"LINESTRING (-4.0528841 57.8099699, -4.0524599 57.8102705, -4.0518541 57.8106729, -4.051835 57.8107027, -4.0518343 57.8107386)",
38891103,,,Hartfield Street,tertiary,,False,False,87.71199999999999,"LINESTRING (-4.0528841 57.8099699, -4.0534106 57.8096592, -4.053879 57.8093857)",
39605616,2,B9174,Tower Street,secondary,20 mph,False,False,16.272,"LINESTRING (-4.0572611 57.8133122, -4.0570739 57.8132051)",
43312298,2,B9174,Academy Street,secondary,20 mph,False,True,83.806,"LINESTRING (-4.0572611 57.8133122, -4.0584552 57.8137165)",
26308728,,,Rose Street,unclassified,,False,False,127.46700000000001,"LINESTRING (-4.0572611 57.8133122, -4.057412 57.8131982, -4.0574939 57.8131318, -4.0578416 57.8128219, -4.0579482 57.8127137, -4.0581789 57.8124569, -4.05836 57.8123299)",
38891108,2,B9174,High Street,secondary,20 mph,False,False,36.861999999999995,"LINESTRING (-4.0551751 57.8120306, -4.055124 57.8119738, -4.0550861 57.8119445, -4.05502 57.8119182, -4.0547152 57.8118215)",
39605616,2,B9174,Tower Street,secondary,20 mph,False,True,86.055,"LINESTRING (-4.0551751 57.8120306, -4.055292 57.8121451, -4.0553769 57.8122209, -4.0556238 57.8123599, -4.0557369 57.8124236, -4.0559128 57.8125354, -4.0560572 57.8126407)",
1109232843,2,,St Duthus Street,residential,,False,True,36.166,"LINESTRING (-4.0551751 57.8120306, -4.0553485 57.8119825, -4.0555576 57.8117915)",5.5
38891108,2,B9174,High Street,secondary,20 mph,False,False,1.354,"LINESTRING (-4.0539394 57.8115992, -4.0539191 57.8115936)",
38891108,2,B9174,High Street,secondary,20 mph,False,True,34.115,"LINESTRING (-4.0539394 57.8115992, -4.054451 57.8117401)",
194686187,2,,Shore Road,unclassified,,False,False,27.219,"LINESTRING (-4.0569156 57.8153696, -4.0567176 57.8155905)",
52091408,2,,Shore Road,unclassified,,False,False,96.945,"LINESTRING (-4.0569156 57.8153696, -4.0572003 57.8146076, -4.0571621 57.8145149)",
194686187,2,,Shore Road,unclassified,,False,True,27.219,"LINESTRING (-4.0567176 57.8155905, -4.0569156 57.8153696)",
194686187,2,,Shore Road,unclassified,,False,False,311.63100000000003,"LINESTRING (-4.0567176 57.8155905, -4.0563861 57.8155233, -4.0550008 57.814937, -4.0542068 57.814589, -4.0539187 57.8144584, -4.0538803 57.8144343, -4.0538514 57.8144092, -4.0538325 57.8143787, -4.0537427 57.8143099, -4.053568 57.8142825, -4.053344 57.8141993, -4.0525702 57.8139118)",
974056218,2,,Station Road,unclassified,,False,False,28.55,"LINESTRING (-4.0525702 57.8139118, -4.0523002 57.8141245)",
