osmid,name,highway,oneway,reversed,length,geometry,ref,junction,lanes,maxspeed
8308499,Oxford Road,tertiary,False,False,92.939,"LINESTRING (-0.7787904 51.5708053, -0.7788184 51.5708309, -0.7788561 51.5708653, -0.7790962 51.5710673, -0.7795148 51.5714287, -0.7795776 51.5714829)",,,,
42034270,West Street,primary,False,True,364.32500000000005,"LINESTRING (-0.7787904 51.5708053, -0.7790221 51.5707016, -0.7792831 51.5706082, -0.7794645 51.570558, -0.77958 51.5705274, -0.7796202 51.5705191, -0.7798053 51.5704732, -0.7800015 51.5704276, -0.7805389 51.5703148, -0.7810616 51.5702151, -0.7813329 51.5701614, -0.7815286 51.5701185, -0.7823067 51.5699625, -0.7824212 51.5699394, -0.7825313 51.5699172, -0.7828532 51.5698524, -0.7831189 51.5697933, -0.7832615 51.569749, -0.7833201 51.5697275, -0.7834019 51.5696974, -0.7834732 51.5696711, -0.7835241 51.5696436, -0.7836417 51.5695798)",A4155,,,
377640760,West Street,primary,False,False,166.81,"LINESTRING (-0.7787904 51.5708053, -0.7786727 51.5708568, -0.7782406 51.5710524, -0.7779098 51.5712405, -0.7777958 51.5713097, -0.7776712 51.5713871, -0.7775033 51.5715051, -0.7774554 51.5715425, -0.7771989 51.5717585, -0.7771589 51.5717833, -0.7770522 51.5718321)",A4155,,,
8308499,Oxford Road,tertiary,False,False,203.45499999999998,"LINESTRING (-0.7795776 51.5714829, -0.7796329 51.5715351, -0.7797994 51.5716816, -0.7798151 51.5716954, -0.779925 51.5717979, -0.7801688 51.5720253, -0.7803592 51.5721803, -0.7805832 51.5723591, -0.7806461 51.5723929, -0.78133 51.5729506)",,,,
8308499,Oxford Road,tertiary,False,True,92.939,"LINESTRING (-0.7795776 51.5714829, -0.7795148 51.5714287, -0.7790962 51.5710673, -0.7788561 51.5708653, -0.7788184 51.5708309, -0.7787904 51.5708053)",,,,
41863195,Riley Road,unclassified,False,True,185.85799999999998,"LINESTRING (-0.7795776 51.5714829, -0.778959 51.5717563, -0.7789047 51.5717838, -0.7786793 51.5718923, -0.7780993 51.5722205, -0.7779846 51.5723191, -0.7779627 51.5723987, -0.7779827 51.5724955, -0.7780129 51.5726435, -0.7780214 51.5726854)",,,,
377640760,West Street,primary,False,True,166.81000000000003,"LINESTRING (-0.7770522 51.5718321, -0.7771589 51.5717833, -0.7771989 51.5717585, -0.7774554 51.5715425, -0.7775033 51.5715051, -0.7776712 51.5713871, -0.7777958 51.5713097, -0.7779098 51.5712405, -0.7782406 51.5710524, -0.7786727 51.5708568, -0.7787904 51.5708053)",A4155,,,
377640763,Market Square,primary,True,False,10.235000000000001,"LINESTRING (-0.7770522 51.5718321, -0.7770661 51.5718484, -0.7770719 51.5718664, -0.7770691 51.5718848, -0.7770579 51.5719018, -0.7770393 51.5719161)",A4155,roundabout,,
4589089,Spittal Street,primary,False,False,13.219,"LINESTRING (-0.7768807 51.5720935, -0.7768184 51.5722059)",A4155,,2,30 mph
1123599737,Spittal Street,primary,True,False,20.359,"LINESTRING (-0.7768807 51.5720935, -0.7768918 51.5719698, -0.7768927 51.5719106)",A4155,,,30 mph
4589089,Spittal Street,primary,False,True,19.925,"LINESTRING (-0.7767221 51.5723748, -0.7768184 51.5722059)",A4155,,2,30 mph
4589089,Spittal Street,primary,False,False,90.717,"LINESTRING (-0.7767221 51.5723748, -0.7767133 51.5723899, -0.7766044 51.5725621, -0.7764995 51.5727279, -0.7763985 51.572844, -0.7763848 51.5728584, -0.7762819 51.5729673, -0.7762619 51.5729875, -0.7761388 51.5731022)",A4155,,2,30 mph
25884918,Dukes Place,unclassified,False,False,86.05099999999999,"LINESTRING (-0.7767221 51.5723748, -0.7768375 51.5724083, -0.7769472 51.5724595, -0.7772967 51.5726904, -0.7775783 51.5728674, -0.7776397 51.5728883)",,,,
3636568,Dean Street,secondary,False,False,38.385,"LINESTRING (-0.7761388 51.5731022, -0.7762316 51.5731854, -0.7762959 51.573246, -0.776398 51.5733328, -0.776456 51.5733855)",B482,,2,30 mph
4589089,Spittal Street,primary,False,True,90.717,"LINESTRING (-0.7761388 51.5731022, -0.7762619 51.5729875, -0.7762819 51.5729673, -0.7763848 51.5728584, -0.7763985 51.572844, -0.7764995 51.5727279, -0.7766044 51.5725621, -0.7767133 51.5723899, -0.7767221 51.5723748)",A4155,,2,30 mph
42034268,Chapel Street,primary,False,False,108.80000000000001,"LINESTRING (-0.7761388 51.5731022, -0.776027 51.5731277, -0.7759136 51.5731589, -0.7758842 51.573167, -0.7756329 51.5732448, -0.7751343 51.5734716, -0.7749747 51.5735531, -0.7748279 51.5736318)",A4155,,2,30 mph
3636568,Dean Street,secondary,False,False,143.437,"LINESTRING (-0.7781955 51.5745462, -0.7784368 51.5747005, -0.7792866 51.5752884, -0.7795408 51.575525)",B482,,2,30 mph
3636568,Dean Street,secondary,False,True,70.149,"LINESTRING (-0.7781955 51.5745462, -0.7775466 51.57415, -0.777473 51.5741031)",B482,,2,30 mph
4002918,Cambridge Road,residential,False,True,64.334,"LINESTRING (-0.7781955 51.5745462, -0.7786875 51.5743003, -0.7789101 51.5741757)",,,,
26293780,Wethered Road,residential,False,False,54.958,"LINESTRING (-0.7781955 51.5745462, -0.7781198 51.5745947, -0.7780466 51.5746415, -0.7776415 51.5749008)",,,,
23734885,Berwick Road,unclassified,False,False,41.333,"LINESTRING (-0.7799752 51.5759386, -0.7801126 51.5760001, -0.7804149 51.5761891)",,,,
377640762,Dean Street,secondary,False,True,55.129999999999995,"LINESTRING (-0.7799752 51.5759386, -0.7798699 51.5758022, -0.7797589 51.575712, -0.7795408 51.575525)",B482,,,
4002918,Cambridge Road,residential,False,False,41.883,"LINESTRING (-0.7793335 51.5739062, -0.7789101 51.5741757)",,,,
