osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,junction,access,tunnel
"[3960601, 257208262]",2,Falcon Street,tertiary,20 mph,False,False,108.057,"LINESTRING (1.152663 52.0561319, 1.152814 52.0561222, 1.1529673 52.0561129, 1.153199 52.0560909, 1.153418 52.0560615, 1.1535294 52.0560409, 1.1536867 52.0560057, 1.1538323 52.055973, 1.1539423 52.0559479, 1.1540646 52.0559215, 1.1541901 52.0559)",,,,
5184112,,St Nicholas Street,unclassified,20 mph,True,False,94.59100000000002,"LINESTRING (1.152663 52.0561319, 1.1526564 52.05607, 1.1526529 52.0560364, 1.1526184 52.0558499, 1.1525918 52.0557271, 1.1525684 52.0555787, 1.152559 52.0555458, 1.1525395 52.0553963, 1.1525367 52.0553753, 1.1525287 52.0552856)",,,,
61847363,,Friars Street,tertiary,20 mph,False,True,46.607,"LINESTRING (1.152663 52.0561319, 1.1525885 52.0561369, 1.1524508 52.0561424, 1.1523335 52.0561416, 1.1521456 52.0561347, 1.1519838 52.0561217)",,,,
4193152,,St Nicholas Street,unclassified,20 mph,False,False,68.427,"LINESTRING (1.1525287 52.0552856, 1.1525265 52.0552276, 1.1525352 52.0551879, 1.1525594 52.0551294, 1.1526075 52.0550334, 1.1526317 52.0550048, 1.1526559 52.0549798, 1.1528566 52.0547932, 1.1528864 52.0547629, 1.1529084 52.0547295)",,,,
3960491,2,Princes Street,tertiary,20 mph,False,True,129.14700000000002,"LINESTRING (1.1510192 52.0561176, 1.1509764 52.0561307, 1.1509516 52.0561349, 1.1509225 52.0561371, 1.1508817 52.0561343, 1.1508396 52.0561267, 1.1507595 52.0561, 1.1507086 52.0560654, 1.1505772 52.0559763, 1.1505075 52.0559073, 1.1503921 52.0557932, 1.1503241 52.0557269, 1.1502946 52.0556982, 1.1502526 52.0556737, 1.1502189 52.0556601, 1.1501082 52.0556157, 1.1499862 52.0555796, 1.1496055 52.0554447)",,,,
3960493,2,Friars Street,tertiary,20 mph,False,False,71.654,"LINESTRING (1.1510192 52.0561176, 1.1510806 52.0560882, 1.1510956 52.05608, 1.1511912 52.0560281, 1.1512311 52.0560148, 1.1512724 52.0560106, 1.1513247 52.0560133, 1.1515087 52.0560417, 1.1516892 52.0560792, 1.1519838 52.0561217)",,,,
"[39574920, 28588737, 44700097]","['1', '2']","['Museum Street', 'High Street', 'Tower Ramparts']","['unclassified', 'tertiary']",20 mph,True,False,330.338,"LINESTRING (1.1530652 52.0591712, 1.1523687 52.0591491, 1.1518974 52.05913, 1.1516004 52.0591203, 1.1509602 52.0591054, 1.1508578 52.059103, 1.1507948 52.058955, 1.1507642 52.0588867, 1.1507406 52.0588155, 1.1507086 52.0586951, 1.1507116 52.0586296, 1.1507125 52.0585786, 1.1507011 52.0585453, 1.1505254 52.0582567, 1.1504817 52.0581295, 1.1504702 52.0580342, 1.1504409 52.0577791, 1.1504435 52.0576767, 1.1504592 52.0576467, 1.1504771 52.0576273, 1.150569 52.0575484)",,,no,
281398060,,Peel Street,unclassified,20 mph,False,True,35.722,"LINESTRING (1.1530652 52.0591712, 1.153063 52.0592159, 1.1530539 52.0594018, 1.1530494 52.0594923)",,,,
"[4402840, 725466301]",,"['Lloyds Avenue', 'Tower Ramparts']",unclassified,"['20 mph', '30 mph']",False,"[False, True]",131.036,"LINESTRING (1.1530652 52.0591712, 1.1534021 52.0591728, 1.1534122 52.0591718, 1.1534306 52.0591699, 1.1534443 52.0591642, 1.153453 52.0591561, 1.153461 52.0591375, 1.1534575 52.0591207, 1.1529963 52.0582692)",,,no,
"[4377339, 119761773]",1,Woodbridge Road,primary,30 mph,True,False,73.316,"LINESTRING (1.1589319 52.0583862, 1.1590845 52.0583217, 1.1591676 52.0582867, 1.1593084 52.0582549, 1.1593986 52.0582465, 1.1594473 52.0582419, 1.1597763 52.058211, 1.1599274 52.0581732)",A1156,,,
27003236,3,St Margaret's Street,primary,30 mph,False,False,33.679,"LINESTRING (1.1589319 52.0583862, 1.1587455 52.0584912, 1.1585765 52.0585958)",A1156,,,
4193158,,Great Colman Street,unclassified,20 mph,False,True,10.029,"LINESTRING (1.1582179 52.0582769, 1.1580717 52.0582695)",,,,
26606325,1,Great Colman Street,unclassified,20 mph,True,False,52.44500000000001,"LINESTRING (1.1582179 52.0582769, 1.1587751 52.0583037, 1.1588416 52.0583288, 1.1588739 52.0583459, 1.1589319 52.0583862)",,,,
4193158,,Great Colman Street,unclassified,20 mph,False,False,115.792,"LINESTRING (1.1563827 52.0581926, 1.1564379 52.0581952, 1.1570552 52.0582245, 1.1580717 52.0582695)",,,,
"[145395445, 39575407]",,Northgate Street,unclassified,20 mph,True,False,92.899,"LINESTRING (1.1563827 52.0581926, 1.1563647 52.0583682, 1.1563722 52.0587644, 1.1564354 52.0590248)",,,,
4726508,1,Princes Street,tertiary,20 mph,True,False,23.826999999999998,"LINESTRING (1.1511 52.0563256, 1.151075 52.0562624, 1.1510634 52.0562103, 1.151055 52.0561877, 1.1510192 52.0561176)",,,,
4193144,2,Upper Orwell Street,tertiary,20 mph,False,False,139.204,"LINESTRING (1.1594554 52.0554353, 1.1594852 52.0555276, 1.159612 52.0558856, 1.1597281 52.0562088, 1.1597859 52.0564178, 1.1597918 52.0564354, 1.1598291 52.0566647)",,,,
4193147,2,Orwell Place,tertiary,20 mph,False,True,83.527,"LINESTRING (1.1594554 52.0554353, 1.1593463 52.0554268, 1.1592716 52.0554274, 1.1591784 52.0554334, 1.1589816 52.0554552, 1.1588303 52.055477, 1.1584998 52.0555396, 1.1582861 52.0556095)",,,,
4463105,1,Fore Street,tertiary,20 mph,False,True,58.726,"LINESTRING (1.1594554 52.0554353, 1.159444 52.0553571, 1.1593964 52.0551662, 1.1593403 52.0549751, 1.1593213 52.0549139)",,,,
3996744,,Elm Street,unclassified,20 mph,False,True,14.964,"LINESTRING (1.1494545 52.0570926, 1.1492407 52.0571214)",,,,
3996744,,Elm Street,unclassified,20 mph,False,False,97.946,"LINESTRING (1.1494545 52.0570926, 1.1497272 52.0570385, 1.1499473 52.0569817, 1.1501137 52.0569435, 1.1502289 52.0569251, 1.1506412 52.0568643, 1.1506831 52.0568581, 1.1507166 52.056853, 1.1508224 52.0568367)",,,,
4212393,,Black Horse Lane,unclassified,20 mph,False,True,105.009,"LINESTRING (1.1494545 52.0570926, 1.1494601 52.0571487, 1.1494727 52.0572743, 1.1494538 52.0574761, 1.1494203 52.0579204, 1.149423 52.0580358)",,,,
3996744,,Elm Street,unclassified,20 mph,False,True,97.946,"LINESTRING (1.1508224 52.0568367, 1.1507166 52.056853, 1.1506831 52.0568581, 1.1506412 52.0568643, 1.1502289 52.0569251, 1.1501137 52.0569435, 1.1499473 52.0569817, 1.1497272 52.0570385, 1.1494545 52.0570926)",,,,
4581105,1,Museum Street,tertiary,20 mph,True,False,60.969,"LINESTRING (1.1508224 52.0568367, 1.1508572 52.0567929, 1.1508735 52.0567725, 1.1509466 52.0567012, 1.1510137 52.0566051, 1.1510658 52.0565316, 1.1510866 52.056474, 1.1510962 52.0564253, 1.1510975 52.0563922, 1.1511 52.0563256)",,,,
4581106,,Elm Street,unclassified,20 mph,False,False,95.38099999999999,"LINESTRING (1.1508224 52.0568367, 1.1508897 52.0568629, 1.1509231 52.0568759, 1.1510821 52.0569329, 1.1515775 52.0571206, 1.1516917 52.0571847, 1.1517351 52.0572186, 1.1517963 52.0572839, 1.1518366 52.0573519, 1.1518484 52.0573785)",,,,
3992526,5,Crown Street,primary,30 mph,False,True,7.765,"LINESTRING (1.1507555 52.0593614, 1.1508661 52.0593773)",,,,
"[3992528, 10043297]","['2', '3']","['Crown Street', ""St Matthew's Street""]",primary,30 mph,True,False,197.54199999999997,"LINESTRING (1.1507555 52.0593614, 1.1506623 52.0593124, 1.150628 52.0593086, 1.1504504 52.0592887, 1.1499781 52.059236, 1.1496367 52.0591971, 1.1495519 52.0591987, 1.1493864 52.059219, 1.149302 52.0592368, 1.1492525 52.0592526, 1.1490172 52.0593472, 1.1483547 52.0596126, 1.1482874 52.0596327, 1.1481143 52.0596605)",A1156,,,
3996763,,Henley Road,tertiary,30 mph,False,True,22.781000000000002,"LINESTRING (1.1514414 52.0621174, 1.1514566 52.0620954, 1.1514854 52.0620704, 1.1515186 52.0620463, 1.1515687 52.0620188, 1.1516752 52.0619774)",,,,
4215371,,St. George's Street,residential,30 mph,False,True,46.134,"LINESTRING (1.1514414 52.0621174, 1.1513531 52.0620198, 1.1511265 52.0617505)",,,,
3992531,,Fonnereau Road,tertiary,30 mph,False,False,110.96799999999999,"LINESTRING (1.1555199 52.0604356, 1.1555723 52.0604112, 1.1556301 52.0603696, 1.1557816 52.0602456, 1.155845 52.0601803, 1.1558864 52.0601318, 1.1559464 52.0600451, 1.1561057 52.0597474, 1.1561924 52.059545)",,,,
3992531,,Fonnereau Road,tertiary,30 mph,False,True,87.585,"LINESTRING (1.1555199 52.0604356, 1.1548467 52.0607531, 1.1547724 52.0607836, 1.1546879 52.0608144, 1.1546082 52.0608435, 1.1544783 52.0608925)",,,,
4137572,,Neale Street,residential,,False,True,27.168,"LINESTRING (1.1555199 52.0604356, 1.1554822 52.0603856, 1.1554749 52.0603603, 1.1554852 52.0601969)",,,,
"[145395421, 3992533]",,Tower Street,unclassified,,False,False,127.911,"LINESTRING (1.1549187 52.0581304, 1.1549805 52.0582436, 1.1551192 52.058481, 1.1552396 52.0586693, 1.1553103 52.0587849, 1.1554432 52.0591206, 1.1554296 52.0591758, 1.155437 52.0592271)",,,,
4125116,,Great Gipping Street,residential,,False,True,29.544,"LINESTRING (1.1473882 52.0569237, 1.1469982 52.0568093)",,,,
1159668222,,Great Gipping Street,residential,,False,True,4.953,"LINESTRING (1.1473882 52.0569237, 1.1474541 52.0569422)",,,,
4212394,,Little Gipping Street,residential,,False,False,63.63399999999999,"LINESTRING (1.1473882 52.0569237, 1.1473486 52.0569597, 1.1470117 52.0572657, 1.1468799 52.0573809, 1.1468546 52.0573908)",,,,
4581108,,Portman Road,tertiary,30 mph,False,False,19.066,"LINESTRING (1.1459711 52.0566678, 1.1460006 52.0564973)",,,,
3996737,,Portman Road,tertiary,30 mph,False,True,70.696,"LINESTRING (1.1459711 52.0566678, 1.1459383 52.0568066, 1.145841 52.0572985)",,,,
4125116,,Great Gipping Street,residential,,False,False,72.828,"LINESTRING (1.1459711 52.0566678, 1.1460523 52.0566734, 1.1466318 52.056713, 1.1467194 52.0567251, 1.1469982 52.0568093)",,,,
4581107,,Portman Road,unclassified,30 mph,False,False,240.94899999999996,"LINESTRING (1.1461368 52.0558423, 1.1461471 52.0558073, 1.1461714 52.0556902, 1.1463383 52.0548866, 1.1463654 52.0547278, 1.1463714 52.0547039, 1.1464068 52.0545624, 1.1464137 52.0545228, 1.1464423 52.0543753, 1.1464638 52.0542649, 1.1464763 52.0542005, 1.1465541 52.0538578, 1.1465731 52.0538211, 1.1466074 52.0537929, 1.1466611 52.0537688, 1.1466724 52.0537645, 1.1467318 52.053742)",,,,
4581108,,Portman Road,tertiary,30 mph,False,True,73.429,"LINESTRING (1.1461368 52.0558423, 1.1460689 52.0561802, 1.1460457 52.056301, 1.1460282 52.0563793, 1.1460006 52.0564973)",,,,
3996737,,Portman Road,tertiary,30 mph,False,False,66.353,"LINESTRING (1.1457669 52.0578931, 1.1457697 52.0577983, 1.1457733 52.05772, 1.1458078 52.0574811, 1.145841 52.0572985)",,,,
4044932,2,Handford Road,primary,30 mph,False,True,61.898,"LINESTRING (1.1457669 52.0578931, 1.1459465 52.0578887, 1.1461114 52.0578845, 1.1466715 52.0578707)",A1071,,,
49703471,2,Princes Street,secondary,30 mph,False,False,42.519,"LINESTRING (1.1479372 52.054824, 1.1481314 52.0549391, 1.1483055 52.0550303, 1.1484007 52.0550786)",B1075,,,
"[10361841, 49703471]",2,Princes Street,secondary,30 mph,False,True,146.798,"LINESTRING (1.1479372 52.054824, 1.1476287 52.0546176, 1.1473506 52.0544123, 1.1471054 52.0541957, 1.1469757 52.0540512, 1.1467569 52.0537776, 1.1467318 52.053742)",B1075,,,
"[912578498, 4212403]",,Chalon Street,unclassified,,False,False,94.395,"LINESTRING (1.1479372 52.054824, 1.1479956 52.0547792, 1.1480404 52.054739, 1.1482984 52.054506, 1.1487073 52.0542165, 1.1487319 52.0541964, 1.1487403 52.0541895, 1.1487775 52.0541523)",,,,
5466246,,Friars Bridge Road,unclassified,,False,False,112.08000000000001,"LINESTRING (1.1484007 52.0550786, 1.1483382 52.0551227, 1.1482995 52.0551696, 1.1481889 52.0555878, 1.1482016 52.0556264, 1.1482455 52.0556516, 1.148286 52.0556603, 1.1484944 52.0556483, 1.1488325 52.0556288, 1.1488859 52.0556257)",,,,
"[208936511, 49703471]",2,Princes Street,secondary,30 mph,False,False,92.28699999999999,"LINESTRING (1.1484007 52.0550786, 1.1486771 52.055196, 1.1488417 52.0552517, 1.148895 52.0552648, 1.1492271 52.0553523, 1.149258 52.0553604, 1.1493398 52.055382, 1.1496055 52.0554447)",B1075,,,
49703471,2,Princes Street,secondary,30 mph,False,True,42.519,"LINESTRING (1.1484007 52.0550786, 1.1483055 52.0550303, 1.1481314 52.0549391, 1.1479372 52.054824)",B1075,,,
3996751,2,Bolton Lane,secondary,30 mph,False,False,142.94799999999998,"LINESTRING (1.1588229 52.0593095, 1.1590013 52.0595189, 1.1591252 52.0596703, 1.1592271 52.0598103, 1.1592947 52.0599198, 1.1593338 52.0600136, 1.1593416 52.0600733, 1.1593897 52.0605248)",B1077,,,
45010446,,St Margaret's Green,secondary,30 mph,False,True,40.61000000000001,"LINESTRING (1.1588229 52.0593095, 1.1587572 52.0592289, 1.1587138 52.0591534, 1.1587039 52.0591258, 1.1586877 52.0590639, 1.1586768 52.0589601)",B1077,,,
"[4137567, 3996751]",2,"['Westerfield Road', 'Bolton Lane']",secondary,30 mph,False,False,59.421,"LINESTRING (1.1594953 52.0609929, 1.1595614 52.0612012, 1.1596346 52.0612988, 1.1596801 52.0613485, 1.1597143 52.0613895, 1.1597494 52.0614411, 1.1597718 52.061495)",B1077,,,
3996751,2,Bolton Lane,secondary,30 mph,False,True,52.613,"LINESTRING (1.1594953 52.0609929, 1.1594253 52.0607676, 1.1593897 52.0605248)",B1077,,,
1159642504,2,St Margaret's Plain,primary,30 mph,False,False,2.689,"LINESTRING (1.1570894 52.0591561, 1.1570527 52.0591648)",A1156,,,
"[145395422, 3996750]",2,Soane Street,secondary,30 mph,True,False,126.031,"LINESTRING (1.1570894 52.0591561, 1.1570954 52.0591683, 1.1571152 52.0591985, 1.1571349 52.0592236, 1.1571547 52.0592368, 1.1571764 52.0592478, 1.1572204 52.0592592, 1.1572774 52.0592677, 1.1573377 52.0592712, 1.1575865 52.0592846, 1.1578082 52.0592964, 1.1584593 52.0593377, 1.1585283 52.0593386, 1.1585964 52.0593395, 1.1586375 52.05934, 1.1586812 52.0593406, 1.1587442 52.059332, 1.1588229 52.0593095)",B1077,,,
"[854535648, 45010448, 876354948]","['2', '3']",St Margaret's Street,primary,30 mph,False,True,120.699,"LINESTRING (1.1570894 52.0591561, 1.1572753 52.059116, 1.157572 52.059051, 1.1577363 52.0590018, 1.1579661 52.0589122, 1.158261 52.0587668, 1.1584446 52.0586673, 1.1585765 52.0585958)",A1156,,,
637676022,2,Star Lane,primary,30 mph,True,False,82.988,"LINESTRING (1.1588441 52.0536078, 1.1590885 52.0537793, 1.1593037 52.0539097, 1.1595064 52.0540157, 1.1597302 52.0541136)",A1156,,,
104368700,3,St Matthew's Street,primary,30 mph,True,False,44.486999999999995,"LINESTRING (1.1472618 52.0600205, 1.1476224 52.0599312, 1.1478782 52.0598965)",,,,
"[104368701, 4772766]",2,"['Norwich Road', ""St Matthew's Street""]",primary,30 mph,False,False,104.981,"LINESTRING (1.1472618 52.0600205, 1.1472474 52.060027, 1.1471661 52.0600486, 1.1470322 52.060078, 1.1468136 52.0601163, 1.1465827 52.060141, 1.1461581 52.0601837, 1.1461141 52.0601901, 1.1460597 52.0602025, 1.1459899 52.0602261, 1.1459565 52.0602433, 1.1458995 52.0602725, 1.1458354 52.0603151)",A1156,,,
4396955,,Northgate Street,unclassified,20 mph,True,False,56.285,"LINESTRING (1.1563551 52.0576867, 1.1563707 52.0579512, 1.1563827 52.0581926)",,,no,
4193144,2,Upper Orwell Street,tertiary,20 mph,False,True,81.021,"LINESTRING (1.1599566 52.0573814, 1.1599408 52.05737, 1.1599131 52.057346, 1.1599031 52.0573282, 1.1598963 52.0573087, 1.1598521 52.0569882, 1.1598291 52.0566647)",,,,
4370769,,Old Foundry Road,unclassified,,True,False,160.51399999999998,"LINESTRING (1.1599566 52.0573814, 1.1599014 52.0573865, 1.1598621 52.0573902, 1.1597916 52.0573967, 1.1597463 52.0574009, 1.1595438 52.0574368, 1.1594566 52.0574759, 1.1594063 52.0575159, 1.1592159 52.0576474, 1.159016 52.0577709, 1.1582835 52.0581767, 1.1582328 52.0582284, 1.1582179 52.0582769)",,,,
"[854506150, 854535662]","['2', '3']",St Margaret's Street,primary,30 mph,True,False,67.44200000000001,"LINESTRING (1.1599566 52.0573814, 1.1597783 52.0574946, 1.1597043 52.0575415, 1.1596638 52.0575724, 1.1596141 52.0576147, 1.1595695 52.057663, 1.1595255 52.0577208, 1.1594393 52.0578848)",A1156,,,
4137572,,Neale Street,residential,,False,True,38.487,"LINESTRING (1.1554852 52.0601969, 1.1555094 52.0598511)",,,,
4137573,,Charles Street,unclassified,30 mph,False,False,61.329,"LINESTRING (1.1554852 52.0601969, 1.1546279 52.0603593)",,,,
4137572,,Neale Street,residential,,False,False,27.168,"LINESTRING (1.1554852 52.0601969, 1.1554749 52.0603603, 1.1554822 52.0603856, 1.1555199 52.0604356)",,,,
4137573,,Charles Street,unclassified,30 mph,False,False,27.411,"LINESTRING (1.1535928 52.0605773, 1.1532117 52.0606539)",,,,
