osmid,lanes,ref,name,highway,maxspeed,junction,oneway,reversed,length,geometry,bridge
228564325,2,A635,Stockport Road,trunk,30 mph,circular,False,False,179.175,"LINESTRING (-2.1041914 53.4840586, -2.1052892 53.4830796, -2.1053637 53.4830146, -2.1056884 53.4827159)",
22720859,,,Chester Square,unclassified,,,True,False,12.606,"LINESTRING (-2.1049028 53.4845263, -2.1047844 53.4845775, -2.1047417 53.4845842)",
26993831,,A635,,trunk,30 mph,circular,True,False,79.253,"LINESTRING (-2.1049028 53.4845263, -2.1048023 53.4844998, -2.1046274 53.4844878, -2.1044887 53.4844544, -2.1043652 53.4843889, -2.1042667 53.484303, -2.1042024 53.4841945, -2.1041914 53.4840586)",
1072756855,2,A635,Manchester Road,trunk,30 mph,,True,False,68.143,"LINESTRING (-2.1049028 53.4845263, -2.1047308 53.4845424, -2.1045532 53.4845346, -2.1043353 53.4845099, -2.1041003 53.4844717, -2.1040588 53.4844636, -2.1038987 53.4844322)",
59355039,,,Moss Street East,unclassified,,,False,True,111.974,"LINESTRING (-2.0996295 53.4876906, -2.0980863 53.4881041)",
1001531175,,A627,Cavendish Street,trunk,30 mph,,True,False,34.696,"LINESTRING (-2.0996295 53.4876906, -2.0998471 53.4879745)",
634037365,,A627,Cavendish Street,trunk,30 mph,,True,False,10.623,"LINESTRING (-2.101413 53.4899295, -2.1014965 53.4900111)",
"[970327592, 59355052]",,,Kenyon Street,residential,,,False,False,92.078,"LINESTRING (-2.101413 53.4899295, -2.1016464 53.4899747, -2.102499 53.4897451, -2.1026908 53.4896935)",
5556949,,,,trunk,30 mph,roundabout,True,False,30.809,"LINESTRING (-2.1029217 53.4907979, -2.1030187 53.4908199, -2.1030776 53.4908441, -2.1031315 53.4908775, -2.1031786 53.4909248, -2.1032078 53.4909941)",
1000046174,,A6140,Lord Sheldon Way,trunk,30 mph,,True,False,68.138,"LINESTRING (-2.1029217 53.4907979, -2.1033369 53.4907676, -2.103908 53.4906373)",
999859091,,,,trunk,30 mph,roundabout,True,False,87.318,"LINESTRING (-2.1032078 53.4909941, -2.1032025 53.4910533, -2.1031818 53.491095, -2.1031367 53.4911428, -2.1030743 53.4911819, -2.1029783 53.4912159, -2.102887 53.4912302, -2.1028023 53.4912309, -2.1027325 53.4912225, -2.1026528 53.4912018, -2.1025693 53.491162, -2.1025259 53.4911283, -2.1024866 53.4910771, -2.1024715 53.4910314, -2.1024732 53.4909838, -2.1024843 53.4909518, -2.1024944 53.4909355)",
5556949,,,,trunk,30 mph,roundabout,True,False,5.459,"LINESTRING (-2.1028397 53.4907924, -2.1029217 53.4907979)",
5556953,,A627,Oldham Road,trunk,30 mph,,True,False,69.035,"LINESTRING (-2.0997816 53.4904458, -2.0994748 53.4905345, -2.0994022 53.4905909, -2.0993085 53.490666, -2.0992983 53.490778, -2.0992568 53.490917)",
746977752,,,Wellington Road,trunk_link,30 mph,,True,False,46.282000000000004,"LINESTRING (-2.0997816 53.4904458, -2.0993201 53.4905145, -2.0991091 53.490559)",
5556954,,A627,Oldham Road,trunk,30 mph,,False,False,40.991,"LINESTRING (-2.0992568 53.490917, -2.0991352 53.4906276, -2.0991091 53.490559)",
208245260,,,Wellington Road,trunk_link,30 mph,,True,False,59.419,"LINESTRING (-2.0992568 53.490917, -2.0990861 53.4907807, -2.0990129 53.4907258, -2.0988972 53.490673, -2.0987374 53.4906339, -2.0985623 53.4906228)",
165548545,,A627,Oldham Road,trunk,30 mph,,False,False,11.725,"LINESTRING (-2.0991091 53.490559, -2.0990704 53.4904561)",
5556954,,A627,Oldham Road,trunk,30 mph,,False,True,40.991,"LINESTRING (-2.0991091 53.490559, -2.0991352 53.4906276, -2.0992568 53.490917)",
28032594,2,A6043,Wellington Road,trunk,30 mph,,True,False,36.864,"LINESTRING (-2.0991091 53.490559, -2.098901 53.490584, -2.0985623 53.4906228)",
60966940,,A627,Oldham Road,trunk_link,30 mph,,True,False,15.829,"LINESTRING (-2.0972309 53.4869697, -2.0971022 53.4868497)",
61430253,,A627,Oldham Road,trunk,30 mph,,True,False,17.288,"LINESTRING (-2.0972309 53.4869697, -2.0971904 53.4868161)",
22720861,,,Margaret Street,unclassified,,,False,False,25.923,"LINESTRING (-2.103851 53.4849161, -2.1040665 53.4851108)",
89796143,,,Stockport Road,unclassified,,,True,False,39.158,"LINESTRING (-2.103851 53.4849161, -2.1037868 53.4847973, -2.1037676 53.4847082, -2.1037846 53.4846472, -2.1038114 53.4845732)",
104360100,,,Margaret Street,unclassified,,,True,False,41.833,"LINESTRING (-2.103851 53.4849161, -2.1037318 53.4848036, -2.1036249 53.4846427, -2.1035732 53.4845796)",
22720861,,,Margaret Street,unclassified,,,False,True,26.461,"LINESTRING (-2.1047204 53.4859385, -2.1045585 53.4857209)",
22720862,,,Cotton Street West,unclassified,,,True,False,49.275,"LINESTRING (-2.1047204 53.4859385, -2.1054122 53.4857744)",
22720863,,,Richmond Street,unclassified,,,True,False,34.568,"LINESTRING (-2.1054122 53.4857744, -2.1056201 53.4860596)",
59355078,,,Richmond Street,residential,20 mph,,False,True,28.206,"LINESTRING (-2.1054122 53.4857744, -2.1052324 53.4855444)",
212752957,,,Cotton Street West,residential,20 mph,,False,True,55.88,"LINESTRING (-2.1054122 53.4857744, -2.1061739 53.4855573)",
22721412,,,Richmond Street,unclassified,,,False,False,67.219,"LINESTRING (-2.1058306 53.4863489, -2.1062391 53.4869024)",
22721411,,,Katherine Street,unclassified,,,True,False,48.396,"LINESTRING (-2.1058306 53.4863489, -2.1054749 53.4864363, -2.1051545 53.486515)",
59355068,,,Katherine Street,unclassified,,,False,True,44.314,"LINESTRING (-2.1051545 53.486515, -2.1045452 53.4866805)",
753266507,,,Margaret Street,residential,,,True,False,69.223,"LINESTRING (-2.1051545 53.486515, -2.1055801 53.4870837)",
