osmid,oneway,name,highway,reversed,length,ref,maxspeed,geometry,lanes,tunnel,width,access
183773878,True,Sanvey Gate,tertiary,False,12.26,,,"LINESTRING (-1.1370913 52.6403595, -1.1369328 52.6404134)",,,,
183773883,True,St Margaret's Way,primary,False,35.487,A6,30 mph,"LINESTRING (-1.1370913 52.6403595, -1.1371857 52.6404305, -1.1374215 52.6406079)",,,,
191456949,True,St Margaret's Way,primary,False,48.607,A6,30 mph,"LINESTRING (-1.1369328 52.6404134, -1.1367177 52.6402053, -1.13655 52.6400431)",,,,
4238392,True,,primary_link,False,94.40899999999999,A6,30 mph,"LINESTRING (-1.13655 52.6400431, -1.1363827 52.6399318, -1.1361625 52.6397853, -1.1359601 52.6397218, -1.1357518 52.6396832, -1.1356614 52.6396829, -1.1353733 52.6396821)",,,,
"[155059640, 191456949]",True,St Margaret's Way,primary,False,77.90299999999999,A6,30 mph,"LINESTRING (-1.13655 52.6400431, -1.1360959 52.6395851, -1.1360656 52.6395555, -1.1359354 52.6394507)",,,,
88215894,True,Vaughan Way,primary,False,102.79599999999999,A594,30 mph,"LINESTRING (-1.1358571 52.639258, -1.1360939 52.6391797, -1.1364442 52.6390538, -1.1371336 52.6387556)",,,,
151820393,True,Church Gate,unclassified,False,66.432,,,"LINESTRING (-1.1358571 52.639258, -1.1356986 52.6391777, -1.13535 52.6387556)",,,,
3464954,True,St Matthews Way,primary,False,117.55399999999999,A594,30 mph,"LINESTRING (-1.127762 52.6404345, -1.1273618 52.6402795, -1.1269829 52.6400934, -1.1269303 52.6400651, -1.1263423 52.639824)",2,,,
3464959,True,St Matthews Way,primary,False,27.532,A594,30 mph,"LINESTRING (-1.1268214 52.6398878, -1.1270006 52.6399769, -1.1271327 52.6400478)",2,,,
"[117411004, 410478459, 19203540]",True,Wharf Street South,unclassified,False,74.539,,,"LINESTRING (-1.1268214 52.6398878, -1.1269251 52.6398749, -1.127083 52.6398559, -1.1272193 52.6397803, -1.1272555 52.639661, -1.127258 52.6396372, -1.1272735 52.6395175, -1.1273019 52.6393875)",,,,
155059639,True,St Margaret's Way,primary_link,False,7.251,A594,30 mph,"LINESTRING (-1.1359354 52.6394507, -1.1358974 52.6393897)",,,,
155059601,True,Burleys Way,primary,False,45.833,A594,30 mph,"LINESTRING (-1.1359354 52.6394507, -1.1358607 52.6394815, -1.1353733 52.6396821)",,,,
155059601,True,Burleys Way,primary,False,112.884,A594,30 mph,"LINESTRING (-1.1353733 52.6396821, -1.1352117 52.6397428, -1.1344844 52.6400159, -1.1340401 52.6402011, -1.1339699 52.6402339)",,,,
342376261,True,East Street,unclassified,False,11.312999999999999,,30 mph,"LINESTRING (-1.1264381 52.6318313, -1.126367 52.6318509, -1.1262775 52.6318492)",,,,
"[2311884, 342376262]",True,"['Waterloo Way', 'St Georges Way']",primary,False,38.938,A594,30 mph,"LINESTRING (-1.1264381 52.6318313, -1.1265375 52.6319612, -1.1265582 52.6320854, -1.1265463 52.6321672)",,,,
"[24497442, 2311571, 4404911]",True,Southgates Underpass,primary,False,470.47399999999993,A594,30 mph,"LINESTRING (-1.1383244 52.6323759, -1.1383635 52.6325444, -1.1383789 52.6326344, -1.1384476 52.6327683, -1.1385723 52.6329342, -1.1388467 52.633254, -1.1392576 52.6337312, -1.1402337 52.6349484, -1.1402791 52.6350802, -1.1403323 52.6352215, -1.1403578 52.6353453, -1.1403787 52.635447, -1.1403885 52.6355919, -1.1403729 52.6358806, -1.1402798 52.6363315)",,yes,,
4404877,True,Southgates,primary_link,False,184.66200000000003,A594,30 mph,"LINESTRING (-1.1383244 52.6323759, -1.1384585 52.6325114, -1.1386368 52.6328302, -1.1392693 52.6336015, -1.1393185 52.6336409, -1.1393794 52.6336761, -1.1394279 52.6336929, -1.1395041 52.6337123, -1.1395628 52.6337228, -1.1396215 52.6337289, -1.1396983 52.6337296)",,,,
2311882,True,Vaughan Way,primary,False,24.919,A594,30 mph,"LINESTRING (-1.1402798 52.6363315, -1.1401802 52.6365473)",,,,
155059630,True,Highcross Street,primary,False,20.845,A50,,"LINESTRING (-1.1397675 52.637027, -1.1396747 52.6368482)",,,,
155059644,True,Vaughan Way,primary,False,31.619999999999997,A594,30 mph,"LINESTRING (-1.1397675 52.637027, -1.1396292 52.6371115, -1.1394796 52.6372496)",,,,
3753323,True,Burgess Street,unclassified,False,59.806000000000004,,,"LINESTRING (-1.1371336 52.6387556, -1.137466 52.6386481, -1.1377731 52.6384957, -1.1378833 52.6385107)",,,,
"[155059645, 88215894]",True,Vaughan Way,primary,False,273.83099999999996,A594,30 mph,"LINESTRING (-1.1371336 52.6387556, -1.1379242 52.6382998, -1.1382854 52.6380473, -1.1383801 52.637981, -1.1384797 52.6378928, -1.1386258 52.6377591, -1.1386723 52.637717, -1.1390213 52.6374018, -1.1394668 52.6370243, -1.1394998 52.6369964, -1.1396747 52.6368482)",,,,
155059645,True,Vaughan Way,primary,False,9.914000000000001,A594,30 mph,"LINESTRING (-1.1396747 52.6368482, -1.1397164 52.6368128, -1.1397602 52.6367757)",,,,
4404880,True,Newarke Street,primary,False,63.65299999999999,A594,30 mph,"LINESTRING (-1.1380655 52.6321462, -1.1379733 52.6320335, -1.1378695 52.6319414, -1.1376869 52.631821, -1.1376271 52.6318083, -1.1375259 52.6317951, -1.1374104 52.631794)",2,,,
78209790,True,Newarke Street,primary,False,132.329,A594,30 mph,"LINESTRING (-1.1374104 52.631794, -1.1356466 52.6318076, -1.1355242 52.6318091, -1.1354498 52.6318082)",2,,,
151822290,False,Jubilee Road,unclassified,False,5.676,,,"LINESTRING (-1.1306711 52.6397707, -1.1305937 52.6397507)",,,,
193795119,True,Belgrave Gate,tertiary,False,51.086999999999996,,30 mph,"LINESTRING (-1.1306711 52.6397707, -1.1304647 52.6400733, -1.1303811 52.6401951)",1,,,
183773877,False,Sanvey Gate,tertiary,False,14.106,,30 mph,"LINESTRING (-1.1377519 52.6401661, -1.1375644 52.6402222)",,,,
10686433,False,Sanvey Gate,tertiary,True,82.205,,30 mph,"LINESTRING (-1.1377519 52.6401661, -1.1381022 52.6400689, -1.1384678 52.6399781, -1.1388751 52.6398802)",,,,
2311882,True,Vaughan Way,primary,False,60.219,A594,30 mph,"LINESTRING (-1.1401802 52.6365473, -1.1399145 52.6368752, -1.1398729 52.6369232, -1.1397675 52.637027)",,,,
89627403,True,Highcross Street,primary,False,90.57,A50,30 mph,"LINESTRING (-1.1401802 52.6365473, -1.1399944 52.6369048, -1.1399411 52.6370421, -1.1399495 52.6371372, -1.1400169 52.6373364)",1,,4.8,
"[4404912, 2957012, 24497438]",True,Southgates Underpass,primary,False,504.08,A594,30 mph,"LINESTRING (-1.140057 52.6363813, -1.1401767 52.636172, -1.14021 52.6360858, -1.1402493 52.6358718, -1.1402562 52.6357641, -1.1402562 52.6355778, -1.1402419 52.6353944, -1.1402178 52.6352399, -1.1401699 52.6350997, -1.140116 52.634975, -1.1391294 52.6337547, -1.1387154 52.6332781, -1.1384589 52.6329691, -1.1383389 52.6327858, -1.1382667 52.6326244, -1.1381971 52.632403, -1.1381726 52.6323494, -1.1380655 52.6321462)",,yes,,
4404910,True,Vaughan Way,primary_link,False,161.016,A594,30 mph,"LINESTRING (-1.140057 52.6363813, -1.1400798 52.6361624, -1.1401006 52.6360827, -1.1401333 52.6358027, -1.1401337 52.6356294, -1.1401141 52.635456, -1.1400828 52.6353266, -1.1400176 52.6351819, -1.1399003 52.6350518, -1.1398716 52.6350223, -1.1398283 52.6349719)",2,,,
155059595,True,Burleys Way,primary,False,9.95,A594,30 mph,"LINESTRING (-1.1360531 52.6393968, -1.1359354 52.6394507)",,,,
150361456,True,St Margaret's Way,primary,False,29.033,A6,30 mph,"LINESTRING (-1.1360531 52.6393968, -1.1361643 52.6394473, -1.136201 52.639464, -1.1363333 52.6395895)",,,,
3076563,True,Belvoir Street,unclassified,False,95.397,,30 mph,"LINESTRING (-1.1301164 52.6334144, -1.1312096 52.6328705)",,,,
4195160,True,Rutland Street,unclassified,False,94.30600000000001,,30 mph,"LINESTRING (-1.1301164 52.6334144, -1.1300547 52.6334675, -1.1297615 52.6337202, -1.1296124 52.6338403, -1.1295952 52.6338542, -1.1292914 52.6340988)",,,,
"[4195168, 420056398]",True,Granby Street,unclassified,False,72.541,,30 mph,"LINESTRING (-1.1301164 52.6334144, -1.1303367 52.6335533, -1.1308617 52.6338845)",1,,,
"[193798241, 4409991]",True,"['Waterloo Way', 'St Georges Way']",primary,False,54.117000000000004,A594,30 mph,"LINESTRING (-1.1263108 52.6323266, -1.1263679 52.6321411, -1.1263294 52.6319545, -1.1262775 52.6318492)",,,,
"[1029209554, 4195506]",True,Abbey Street,unclassified,False,15.12,,,"LINESTRING (-1.133153 52.640433, -1.1331682 52.6404673, -1.1331991 52.640566)",,,,
88215849,True,Burleys Way,primary,False,21.057000000000002,A594,30 mph,"LINESTRING (-1.133153 52.640433, -1.1332029 52.6404103, -1.1334063 52.6403224)",,,,
10686433,False,Sanvey Gate,tertiary,True,40.462,,30 mph,"LINESTRING (-1.1388751 52.6398802, -1.1394388 52.6397561)",,,,
10686433,False,Sanvey Gate,tertiary,False,82.205,,30 mph,"LINESTRING (-1.1388751 52.6398802, -1.1384678 52.6399781, -1.1381022 52.6400689, -1.1377519 52.6401661)",,,,
155059592,True,Burgess Street,unclassified,False,16.208,,,"LINESTRING (-1.1378833 52.6385107, -1.138 52.6386381)",,,,
155059646,True,Vaughan Way,primary,False,76.356,A594,30 mph,"LINESTRING (-1.1378833 52.6385107, -1.1372042 52.6388544, -1.1370052 52.6389435)",,,,
3753322,False,Junior Street,unclassified,False,121.73699999999998,,,"LINESTRING (-1.1382727 52.6389951, -1.1377884 52.6391078, -1.1371344 52.6392599, -1.1370951 52.639269, -1.1370529 52.6393179, -1.1369838 52.6394625, -1.1369583 52.6395067, -1.1369256 52.6395298, -1.1368564 52.6395497)",,,,
155059592,True,Burgess Street,unclassified,False,51.813,,,"LINESTRING (-1.1382727 52.6389951, -1.138381 52.639143, -1.1385711 52.6394244)",,,,
88215826,True,Church Gate,unclassified,False,65.984,,,"LINESTRING (-1.1345688 52.6378249, -1.1350366 52.638346)",,,,
151822510,False,St Peters Lane,unclassified,False,82.597,,,"LINESTRING (-1.1345688 52.6378249, -1.1347402 52.6378128, -1.1348595 52.6377946, -1.1349619 52.6377612, -1.1351295 52.637696, -1.1353463 52.6375993, -1.1354842 52.6375047, -1.1355792 52.6374457)",,,,
3988157,True,Hotel Street,unclassified,False,35.826,,30 mph,"LINESTRING (-1.1347561 52.6340963, -1.1346322 52.6339648, -1.1344926 52.6338166)",1,,,
