osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,lanes,junction,bridge
177009110,True,B3273,Pentewan Road,secondary,30 mph,False,28.131,"LINESTRING (-4.7937819 50.3341155, -4.7937945 50.3343212, -4.7937889 50.3343682)",,,
4072874,True,A390,,trunk,,False,35.309,"LINESTRING (-4.793113 50.3343045, -4.7933293 50.3343358, -4.7934477 50.334345, -4.7935271 50.3343454, -4.7936039 50.3343419)",2,,
4072873,True,A390,,trunk,,False,38.443,"LINESTRING (-4.7935936 50.3344567, -4.7934713 50.3344364, -4.7932591 50.3343718, -4.793113 50.3343045)",,,
1237883247,True,,,trunk,30 mph,False,14.342,"LINESTRING (-4.7935936 50.3344567, -4.7935704 50.3344356, -4.7935593 50.3344108, -4.7935616 50.3343851, -4.793577 50.3343612, -4.7936039 50.3343419)",,roundabout,
1191483872,True,,,trunk,30 mph,False,2.327,"LINESTRING (-4.7936039 50.3343419, -4.7936327 50.3343319)",,roundabout,
176878730,True,A390,,trunk,30 mph,False,18.275,"LINESTRING (-4.7937944 50.3343764, -4.7938668 50.3344069, -4.7939422 50.3344335, -4.7940089 50.3344667)",,,
"[1191483873, 1191483875]",True,,,trunk,30 mph,False,17.921,"LINESTRING (-4.7937944 50.3343764, -4.7938013 50.3344029, -4.7937937 50.3344293, -4.7937724 50.3344525, -4.79374 50.3344696, -4.7937004 50.3344787, -4.7936583 50.3344785)",,roundabout,
496921433,True,A390,,trunk,40 mph,False,22.837999999999997,"LINESTRING (-4.7944088 50.3345453, -4.794222 50.3345659, -4.7941593 50.3345717, -4.794094 50.3345856)",,,
1192159304,True,,,trunk,30 mph,False,3.231,"LINESTRING (-4.794094 50.3345856, -4.7940798 50.3345969, -4.7940625 50.3346064)",,roundabout,
23120163,True,,,trunk,30 mph,False,19.516,"LINESTRING (-4.7938914 50.3345854, -4.7938756 50.3345625, -4.7938721 50.3345375, -4.7938813 50.3345131, -4.7939023 50.3344919, -4.7939328 50.3344761, -4.7939696 50.3344674, -4.7940089 50.3344667)",,roundabout,
176878726,True,A390,,trunk,30 mph,False,20.590000000000003,"LINESTRING (-4.7938914 50.3345854, -4.7938249 50.3345664, -4.7937023 50.33451, -4.7936583 50.3344785)",,,
1192159305,True,,,trunk,30 mph,False,2.901,"LINESTRING (-4.7940089 50.3344667, -4.7940479 50.3344745)",,roundabout,
23120164,True,A390,,trunk,,False,24.692999999999998,"LINESTRING (-4.7940741 50.334486, -4.7941796 50.3345107, -4.7944088 50.3345453)",,,
1192159302,True,,,trunk,30 mph,False,12.087,"LINESTRING (-4.7940741 50.334486, -4.7941001 50.3345075, -4.7941128 50.3345335, -4.7941107 50.3345606, -4.794094 50.3345856)",,roundabout,
1241013947,False,,South Street,tertiary,30 mph,True,29.909,"LINESTRING (-4.793432 50.3365049, -4.7935351 50.3362441)",2,,
438077225,False,,,residential,,False,119.63399999999999,"LINESTRING (-4.793432 50.3365049, -4.7933101 50.3364525, -4.7933745 50.3363549, -4.7934281 50.3362385, -4.7934657 50.3360707, -4.7934603 50.3360194, -4.7934335 50.3359783, -4.7933745 50.3359355, -4.793125 50.335855, -4.7929359 50.3357843, -4.7927817 50.3357266)",,,
496921438,False,,South Street,tertiary,30 mph,False,114.80300000000001,"LINESTRING (-4.793432 50.3365049, -4.7931854 50.3366871, -4.7931471 50.3367239, -4.7928663 50.3369934, -4.7927352 50.3371044, -4.7926311 50.3371823, -4.7924456 50.3373211)",2,,
1244068003,False,,South Street,tertiary,30 mph,True,36.741,"LINESTRING (-4.7921053 50.3375701, -4.7924456 50.3373211)",2,,
1049360264,False,,Duke Street,unclassified,,True,30.52,"LINESTRING (-4.7921053 50.3375701, -4.7921566 50.3376024, -4.7922626 50.3376692, -4.7923046 50.3377053, -4.7923158 50.3377149, -4.7923378 50.3377519, -4.7923504 50.3377879)",,,
"[1244068001, 1244068002]",False,,South Street,tertiary,30 mph,False,55.96,"LINESTRING (-4.7921053 50.3375701, -4.7919112 50.3376814, -4.7917636 50.3377519, -4.7916226 50.337798, -4.7915856 50.3378101, -4.7914507 50.3378408)",2,,
37351361,False,,Eastbourne Road,residential,30 mph,True,209.163,"LINESTRING (-4.7901809 50.3378089, -4.7899729 50.3375408, -4.7897841 50.3372968, -4.7897018 50.3372301, -4.7896115 50.3372027, -4.7889017 50.3371429, -4.7884937 50.3371085, -4.7882554 50.3370795, -4.7882349 50.3370732, -4.7880634 50.3370173, -4.7880544 50.3370144, -4.7878617 50.3369421)",,,
58924283,False,,East Hill,tertiary,30 mph,False,103.129,"LINESTRING (-4.7901809 50.3378089, -4.7899925 50.3377871, -4.7896853 50.3377429, -4.7893858 50.3377222, -4.789339 50.3377189, -4.7887433 50.337755)",,,
1244068000,False,,South Street,tertiary,30 mph,True,90.824,"LINESTRING (-4.7901809 50.3378089, -4.7904692 50.337833, -4.7905315 50.3378382, -4.790629 50.3378464, -4.7908171 50.3378621, -4.7910477 50.3378712, -4.7912967 50.3378624, -4.7914507 50.3378408)",2,,
58924283,False,,East Hill,tertiary,30 mph,True,103.12899999999999,"LINESTRING (-4.7887433 50.337755, -4.789339 50.3377189, -4.7893858 50.3377222, -4.7896853 50.3377429, -4.7899925 50.3377871, -4.7901809 50.3378089)",,,
58928794,False,,Beech Lane,residential,30 mph,False,81.379,"LINESTRING (-4.7887433 50.337755, -4.7887528 50.3378839, -4.7892335 50.3384028)",,,
1254443809,False,,East Hill,tertiary,30 mph,False,39.347,"LINESTRING (-4.7887433 50.337755, -4.7885893 50.3377565, -4.7881891 50.3377643)",2,,
"[1254443809, 23373562]",False,,East Hill,tertiary,30 mph,True,103.271,"LINESTRING (-4.7868743 50.3380178, -4.786977 50.3379344, -4.7871074 50.3378711, -4.7872585 50.337811, -4.7872945 50.3377986, -4.7873501 50.3377795, -4.7874159 50.3377678, -4.7875124 50.3377573, -4.7876019 50.3377591, -4.7881107 50.3377633, -4.7881891 50.3377643)",2,,
