osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,junction,ref,width
38213458,Johnston Road,residential,False,False,143.886,"LINESTRING (-2.4601498 52.6658786, -2.4616232 52.6657852, -2.4618552 52.6658231, -2.4622138 52.6659461)",20 mph,,,,
62236064,Eyton Road,residential,False,True,40.269999999999996,"LINESTRING (-2.4601498 52.6658786, -2.4601571 52.6661293, -2.4601604 52.6662407)",20 mph,,,,
62236080,Eyton Road,residential,False,True,38.263,"LINESTRING (-2.4601498 52.6658786, -2.4601505 52.6656842, -2.4601687 52.6655349)",20 mph,,,,
38213459,Eyton Road,residential,False,True,59.013999999999996,"LINESTRING (-2.4602285 52.6672491, -2.4602099 52.6674082, -2.4599738 52.6677507)",20 mph,,,,
62236075,Eyton Road,residential,True,False,17.748,"LINESTRING (-2.4602285 52.6672491, -2.4601704 52.6672445, -2.4601183 52.6672284, -2.4600782 52.6672025, -2.4600548 52.66717, -2.4600369 52.6671561)",20 mph,,roundabout,,
38213458,Johnston Road,residential,False,False,41.667,"LINESTRING (-2.4622138 52.6659461, -2.4626303 52.6660634, -2.4627794 52.6660963)",20 mph,,,,
38213458,Johnston Road,residential,False,True,143.886,"LINESTRING (-2.4622138 52.6659461, -2.4618552 52.6658231, -2.4616232 52.6657852, -2.4601498 52.6658786)",20 mph,,,,
62236083,Ardern Avenue,residential,False,True,136.813,"LINESTRING (-2.4622138 52.6659461, -2.4619572 52.6662519, -2.461829 52.6663402, -2.4617707 52.6664285, -2.4617707 52.6665487, -2.4619478 52.6670925)",20 mph,,,,
62216286,Captain Webb Drive,unclassified,True,False,39.172000000000004,"LINESTRING (-2.472566 52.6665309, -2.4723502 52.6664026, -2.4722241 52.6663276, -2.4721695 52.6662753)",40 mph,,,,
62216282,Meadow Road,unclassified,False,False,61.828,"LINESTRING (-2.4674037 52.6641721, -2.467546 52.6642145, -2.4680364 52.6643779, -2.4680643 52.6643872, -2.4682106 52.6644359)",,,,,
62216279,High Street,unclassified,False,False,41.207,"LINESTRING (-2.4702163 52.6642324, -2.4698043 52.6642901, -2.4696749 52.6643361, -2.4696571 52.6643566)",20 mph,,,,
62216282,Meadow Road,unclassified,False,True,29.908,"LINESTRING (-2.4686305 52.6645073, -2.4685577 52.6645103, -2.468496 52.6645071, -2.4682106 52.6644359)",,,,,
62216293,Meadow Road,unclassified,False,False,44.766,"LINESTRING (-2.4686305 52.6645073, -2.468563 52.6646307, -2.46851 52.664682, -2.4684235 52.6647413, -2.4683216 52.6647869, -2.4682424 52.6648158)",,,,,
62216293,Meadow Road,unclassified,False,True,25.958000000000002,"LINESTRING (-2.4686305 52.6645073, -2.4687226 52.6644656, -2.468794 52.6644185, -2.4688228 52.6643962, -2.4688378 52.6643853, -2.4688533 52.6643754, -2.4688933 52.6643392)",,,,,
62216271,Burton Close,residential,False,False,58.649,"LINESTRING (-2.4713108 52.6651937, -2.4708284 52.6654524, -2.4706345 52.6653823)",,,,,
523488253,Heath Hill,unclassified,False,False,32.364000000000004,"LINESTRING (-2.4713108 52.6651937, -2.4711425 52.6650844, -2.4711014 52.6649451)",,,,,
523488253,Heath Hill,unclassified,False,True,118.99399999999999,"LINESTRING (-2.4713108 52.6651937, -2.4716692 52.6654264, -2.4724243 52.6659324, -2.4724476 52.6660002)",,,,,
62216278,Burton Street,unclassified,False,False,7.692,"LINESTRING (-2.4704797 52.6646119, -2.4703664 52.6646199)",20 mph,2,,,
62216278,Burton Street,unclassified,False,True,59.847,"LINESTRING (-2.4704797 52.6646119, -2.470503 52.6646724, -2.4705473 52.6647255, -2.4706685 52.6648075, -2.470942 52.6649351, -2.4711014 52.6649451)",20 mph,2,,,
62236053,Doseley Road,unclassified,False,False,42.086,"LINESTRING (-2.4704797 52.6646119, -2.4704862 52.6645347, -2.4706395 52.6643095, -2.4706757 52.6642563)",,,,,
62216291,,unclassified,False,False,13.063,"LINESTRING (-2.4684677 52.6635208, -2.4682977 52.6635771)",,,,,
62216277,,unclassified,False,False,18.212,"LINESTRING (-2.4683701 52.6637348, -2.4683443 52.6636877, -2.4682977 52.6635771)",,,,,
62216274,King Street,unclassified,False,False,201.364,"LINESTRING (-2.4651161 52.6668483, -2.4652209 52.666655, -2.4654235 52.6663719, -2.4657041 52.6660011, -2.4657887 52.6658893, -2.4658167 52.6658213, -2.4658559 52.6656676, -2.4660132 52.6652389, -2.4660608 52.66514)",20 mph,,,,
62216274,King Street,unclassified,False,True,57.699,"LINESTRING (-2.4651161 52.6668483, -2.4651046 52.6668919, -2.4650322 52.6671652, -2.4650158 52.6672542, -2.4649873 52.6673612)",20 mph,,,,
62236059,Johnston Road,residential,True,False,70.974,"LINESTRING (-2.4651161 52.6668483, -2.4646878 52.6668261, -2.4642171 52.6666346, -2.464185 52.6666069)",20 mph,,,,
523488253,Heath Hill,unclassified,False,False,7.884,"LINESTRING (-2.4724145 52.6660682, -2.4724476 52.6660002)",,,,,
62216288,Heath Hill,unclassified,True,False,28.435,"LINESTRING (-2.4724145 52.6660682, -2.4721848 52.6662519, -2.4721695 52.6662753)",,,,,
62216271,Burton Close,residential,False,True,58.649,"LINESTRING (-2.4706345 52.6653823, -2.4708284 52.6654524, -2.4713108 52.6651937)",,,,,
62216287,Captain Webb Drive,unclassified,False,False,219.88900000000004,"LINESTRING (-2.468033 52.6649743, -2.4681368 52.6649959, -2.4690197 52.6651447, -2.4696874 52.6652664, -2.4702612 52.6654324, -2.4707543 52.6656292, -2.4710015 52.665744)",30 mph,,,,
62216287,Captain Webb Drive,unclassified,False,True,54.455999999999996,"LINESTRING (-2.468033 52.6649743, -2.4674489 52.6649144, -2.4672368 52.6648926)",30 mph,,,,
"[62216292, 1156066773]",Meadow Road,unclassified,False,"[False, True]",61.403,"LINESTRING (-2.468033 52.6649743, -2.4680666 52.6648459, -2.4680773 52.6647149, -2.4681053 52.664626, -2.4682106 52.6644359)",30 mph,2,,,
62216285,,unclassified,False,True,12.73,"LINESTRING (-2.4724476 52.6660002, -2.4725926 52.6660735)",,,,,
523488253,Heath Hill,unclassified,False,True,7.884,"LINESTRING (-2.4724476 52.6660002, -2.4724145 52.6660682)",,,,,
523488253,Heath Hill,unclassified,False,False,118.99399999999999,"LINESTRING (-2.4724476 52.6660002, -2.4724243 52.6659324, -2.4716692 52.6654264, -2.4713108 52.6651937)",,,,,
62216279,High Street,unclassified,False,True,41.207,"LINESTRING (-2.4696571 52.6643566, -2.4696749 52.6643361, -2.4698043 52.6642901, -2.4702163 52.6642324)",20 mph,,,,
"[525483104, 711661481]",High Street,unclassified,True,False,232.16599999999997,"LINESTRING (-2.4696571 52.6643566, -2.4695864 52.6643489, -2.4693556 52.6643373, -2.4691199 52.6643124, -2.4689372 52.6642745, -2.4686628 52.6642113, -2.468448 52.6641519, -2.4682859 52.6640911, -2.4681575 52.664044, -2.4679434 52.6639504, -2.4676341 52.6638049, -2.4673706 52.6636816, -2.4670212 52.6635565, -2.4669458 52.6635265, -2.4668219 52.6634948, -2.4666779 52.6634985, -2.4666044 52.6635034)",20 mph,,,,
62216285,,unclassified,False,False,12.73,"LINESTRING (-2.4725926 52.6660735, -2.4724476 52.6660002)",,,,,
62216282,Meadow Road,unclassified,False,False,29.908,"LINESTRING (-2.4682106 52.6644359, -2.468496 52.6645071, -2.4685577 52.6645103, -2.4686305 52.6645073)",,,,,
62216282,Meadow Road,unclassified,False,True,61.828,"LINESTRING (-2.4682106 52.6644359, -2.4680643 52.6643872, -2.4680364 52.6643779, -2.467546 52.6642145, -2.4674037 52.6641721)",,,,,
"[62216292, 1156066773]",Meadow Road,unclassified,False,"[False, True]",61.403000000000006,"LINESTRING (-2.4682106 52.6644359, -2.4681053 52.664626, -2.4680773 52.6647149, -2.4680666 52.6648459, -2.468033 52.6649743)",30 mph,2,,,
62216291,,unclassified,False,True,13.063,"LINESTRING (-2.4682977 52.6635771, -2.4684677 52.6635208)",,,,,
62216277,,unclassified,False,False,75.41,"LINESTRING (-2.4682977 52.6635771, -2.46813 52.6634904, -2.4678859 52.6633648, -2.4677498 52.6633159, -2.4675287 52.6632868, -2.4673428 52.6632547)",,,,,
62216277,,unclassified,False,True,18.212,"LINESTRING (-2.4682977 52.6635771, -2.4683443 52.6636877, -2.4683701 52.6637348)",,,,,
62216278,Burton Street,unclassified,False,False,59.846999999999994,"LINESTRING (-2.4711014 52.6649451, -2.470942 52.6649351, -2.4706685 52.6648075, -2.4705473 52.6647255, -2.470503 52.6646724, -2.4704797 52.6646119)",20 mph,2,,,
62216281,Station Road,unclassified,False,True,102.249,"LINESTRING (-2.4711014 52.6649451, -2.4715177 52.6648386, -2.4724984 52.6645877)",,2,,,
523488253,Heath Hill,unclassified,False,True,32.364000000000004,"LINESTRING (-2.4711014 52.6649451, -2.4711425 52.6650844, -2.4713108 52.6651937)",,,,,
62216287,Captain Webb Drive,unclassified,False,True,98.488,"LINESTRING (-2.4721695 52.6662753, -2.4717475 52.6660964, -2.4710015 52.665744)",30 mph,,,,
62216287,Captain Webb Drive,unclassified,False,False,54.455999999999996,"LINESTRING (-2.4672368 52.6648926, -2.4674489 52.6649144, -2.468033 52.6649743)",30 mph,,,,
"[1156073123, 1125255678, 62216287]","['King Street', 'Captain Webb Drive']",unclassified,False,"[False, True]",58.301,"LINESTRING (-2.4672368 52.6648926, -2.4668228 52.6648285, -2.4664766 52.6647683, -2.466455 52.6647627, -2.4664228 52.6647367)","['20 mph', '30 mph']",2,,,
62236077,Attwood Terrace,residential,False,False,55.236999999999995,"LINESTRING (-2.4672368 52.6648926, -2.4672083 52.6651107, -2.467172 52.6653878)",,,,,
62234173,,residential,False,False,34.634,"LINESTRING (-2.4671774 52.667657, -2.4672478 52.6677367, -2.4673339 52.6679515)",,,,,
62234171,,residential,False,True,41.61,"LINESTRING (-2.468417 52.6672787, -2.4686321 52.6672199, -2.4689133 52.6670639)",,,,,
62234172,Purbeck Dale,residential,False,False,120.248,"LINESTRING (-2.468417 52.6672787, -2.4684538 52.6673481, -2.4684188 52.6674788, -2.4683827 52.6675226, -2.4681683 52.6677827, -2.4679469 52.6678533, -2.4675384 52.667924, -2.4673339 52.6679515)",20 mph,,,,
62234172,Purbeck Dale,residential,False,True,99.771,"LINESTRING (-2.468417 52.6672787, -2.4684014 52.6672492, -2.4683023 52.6671891, -2.4680169 52.6670902, -2.4679062 52.6670195, -2.4678421 52.6669524, -2.4678421 52.6666874, -2.4680635 52.6666415)",20 mph,,,,
62234172,Purbeck Dale,residential,False,False,99.77099999999999,"LINESTRING (-2.4680635 52.6666415, -2.4678421 52.6666874, -2.4678421 52.6669524, -2.4679062 52.6670195, -2.4680169 52.6670902, -2.4683023 52.6671891, -2.4684014 52.6672492, -2.468417 52.6672787)",20 mph,,,,
62234172,Purbeck Dale,residential,False,False,191.754,"LINESTRING (-2.4673339 52.6679515, -2.4672302 52.6680044, -2.4669141 52.6681505, -2.4665953 52.6682384, -2.4664914 52.668274, -2.4663273 52.6683303, -2.4661234 52.6684716, -2.4658671 52.668514, -2.4655816 52.6684857, -2.4653952 52.6683868, -2.4652845 52.6682879, -2.4651039 52.668249, -2.4649534 52.6682602)",20 mph,,,,
62234172,Purbeck Dale,residential,False,True,120.248,"LINESTRING (-2.4673339 52.6679515, -2.4675384 52.667924, -2.4679469 52.6678533, -2.4681683 52.6677827, -2.4683827 52.6675226, -2.4684188 52.6674788, -2.4684538 52.6673481, -2.468417 52.6672787)",20 mph,,,,
62234173,,residential,False,True,34.634,"LINESTRING (-2.4673339 52.6679515, -2.4672478 52.6677367, -2.4671774 52.667657)",,,,,
62234171,,residential,False,False,41.61,"LINESTRING (-2.4689133 52.6670639, -2.4686321 52.6672199, -2.468417 52.6672787)",,,,,
62216274,King Street,unclassified,False,False,101.793,"LINESTRING (-2.4649534 52.6682602, -2.4649451 52.6682112, -2.4648841 52.6680647, -2.4648342 52.6679449, -2.464862 52.6677743, -2.4649192 52.6675767, -2.4649676 52.6674358, -2.4649873 52.6673612)",20 mph,,,,
62234172,Purbeck Dale,residential,False,True,191.75400000000002,"LINESTRING (-2.4649534 52.6682602, -2.4651039 52.668249, -2.4652845 52.6682879, -2.4653952 52.6683868, -2.4655816 52.6684857, -2.4658671 52.668514, -2.4661234 52.6684716, -2.4663273 52.6683303, -2.4664914 52.668274, -2.4665953 52.6682384, -2.4669141 52.6681505, -2.4672302 52.6680044, -2.4673339 52.6679515)",20 mph,,,,
62236055,,residential,False,True,34.998,"LINESTRING (-2.4700584 52.66241, -2.4700584 52.6623535, -2.4704703 52.6624189)",,,,,
62236097,George Chetwood Court,residential,False,False,76.268,"LINESTRING (-2.4577975 52.6660031, -2.4578535 52.6660765, -2.4579467 52.6663027, -2.4580352 52.666427, -2.4582338 52.6666305)",20 mph,,,,
38213457,Worcester Road,residential,False,False,103.649,"LINESTRING (-2.464818 52.665926, -2.4649115 52.6657632, -2.4649561 52.6656282, -2.4650954 52.6650119)",20 mph,,,,
38213457,Worcester Road,residential,False,True,87.532,"LINESTRING (-2.464818 52.665926, -2.4646756 52.6661483, -2.4642366 52.6665812, -2.464185 52.6666069)",20 mph,,,,
62236103,Gloucester Avenue,residential,False,True,301.036,"LINESTRING (-2.464818 52.665926, -2.4641905 52.6657999, -2.4634782 52.6655859, -2.4623772 52.6652835, -2.461767 52.6651774, -2.4613324 52.6651648, -2.4612057 52.6651459, -2.4611067 52.6650998, -2.4610798 52.6650157, -2.4610859 52.6648138)",20 mph,,,,
62236094,Oxford Road,residential,False,False,13.43,"LINESTRING (-2.4616001 52.6641322, -2.4614037 52.6641522)",20 mph,,,,
62236054,Chesterfield Road,residential,False,True,147.639,"LINESTRING (-2.4583453 52.6654602, -2.4590103 52.6651352, -2.4593577 52.6650102, -2.4598507 52.6648996, -2.4602546 52.6648767)",20 mph,,,,
62236056,Matlock Avenue,residential,False,True,110.763,"LINESTRING (-2.4583453 52.6654602, -2.4584738 52.6655751, -2.4587073 52.6658072, -2.4590528 52.6663538)",20 mph,,,,
62236072,Attwood Terrace,residential,False,False,38.966,"LINESTRING (-2.4681691 52.6655573, -2.4675913 52.6655545)",,,,,
62236091,Chapel Street,residential,False,False,164.121,"LINESTRING (-2.4691943 52.6634456, -2.4697648 52.662133, -2.4698024 52.6620826, -2.4698831 52.6620426)",,,,,
62236075,Eyton Road,residential,True,False,18.98,"LINESTRING (-2.4600369 52.6671561, -2.4600627 52.6671059, -2.4600873 52.6670805, -2.4601228 52.6670603, -2.4601663 52.6670469, -2.4602142 52.6670415)",20 mph,,roundabout,,
"[62236114, 62236079]",Moor Road,residential,False,True,171.74,"LINESTRING (-2.4600369 52.6671561, -2.4592205 52.6671196, -2.4591397 52.6671301, -2.4585918 52.6680711)",20 mph,,,,
62236062,Lancaster Place,residential,False,False,23.785,"LINESTRING (-2.4638188 52.6650809, -2.4634974 52.6649928)",,,,,
62236062,Lancaster Place,residential,False,True,25.051,"LINESTRING (-2.4638188 52.6650809, -2.4641573 52.6651737)",,,,,
62236106,Lancaster Place,residential,False,False,35.056,"LINESTRING (-2.4638188 52.6650809, -2.4640321 52.6647934)",,,,,
62236064,Eyton Road,residential,False,False,29.903,"LINESTRING (-2.4601786 52.6665094, -2.4601604 52.6662407)",20 mph,,,,
62236064,Eyton Road,residential,False,True,59.215999999999994,"LINESTRING (-2.4601786 52.6665094, -2.4601818 52.6665573, -2.4601856 52.6666142, -2.4602142 52.6670415)",20 mph,,,,
62236105,Eyton Place,residential,False,True,69.753,"LINESTRING (-2.4601786 52.6665094, -2.4606625 52.6665029, -2.4607633 52.6664695, -2.4607631 52.6664338, -2.4607619 52.6662054)",20 mph,,,,
62236089,Quarry Place,residential,False,True,6.525,"LINESTRING (-2.4720576 52.6625946, -2.4719703 52.6625693)",,,,,
62236053,Doseley Road,unclassified,False,True,207.26299999999998,"LINESTRING (-2.4720576 52.6625946, -2.4719614 52.6627258, -2.4717175 52.6630662, -2.4715683 52.6632725, -2.4712934 52.6635545, -2.4709484 52.6639085, -2.4708967 52.6639775, -2.4706757 52.6642563)",,,,,
62236104,,residential,False,True,70.499,"LINESTRING (-2.467953 52.661601, -2.4680545 52.6616165, -2.4681595 52.6616181, -2.4683769 52.6616324, -2.4689493 52.661772)",,,,,
980698350,Portley Road,residential,True,False,67.794,"LINESTRING (-2.467953 52.661601, -2.4679747 52.6615725, -2.4680036 52.6615156, -2.4679801 52.6614499, -2.4679079 52.6613186, -2.4678592 52.6612234, -2.4678567 52.6612142, -2.4678358 52.6611391, -2.4678321 52.6610767, -2.4678425 52.6610115)",,,,,
62236058,New Town,residential,False,False,159.323,"LINESTRING (-2.4626673 52.6671336, -2.4630018 52.667147, -2.4638116 52.6671724, -2.4646497 52.6673151, -2.4649873 52.6673612)",,,,,
62236072,Attwood Terrace,residential,False,False,45.97,"LINESTRING (-2.4675913 52.6655545, -2.4670366 52.6657948)",,,,,
62236072,Attwood Terrace,residential,False,True,38.966,"LINESTRING (-2.4675913 52.6655545, -2.4681691 52.6655573)",,,,,
62236098,,residential,False,False,33.81,"LINESTRING (-2.4675913 52.6655545, -2.467172 52.6653878)",,,,,
62236061,Chapel Street,residential,False,True,52.845,"LINESTRING (-2.4699207 52.6615679, -2.4698831 52.6620426)",,,,,
62236078,,residential,False,False,25.575,"LINESTRING (-2.4706882 52.6662555, -2.4706288 52.6660667, -2.4706146 52.6660299)",,,,,
62236102,Chiltern Gardens,residential,False,False,79.634,"LINESTRING (-2.4706882 52.6662555, -2.4705118 52.6663153, -2.4702843 52.666347, -2.4696169 52.6665483)",,,,,
62236102,Chiltern Gardens,residential,False,True,196.75,"LINESTRING (-2.4706882 52.6662555, -2.4710005 52.6662879, -2.4714688 52.6665435, -2.4715327 52.6666021, -2.4715931 52.6666613, -2.4716071 52.6667194, -2.4713677 52.6668656, -2.4710242 52.6669561, -2.4705565 52.6670435, -2.4703925 52.6670548, -2.4701411 52.6671218)",,,,,
62236105,Eyton Place,residential,False,False,69.753,"LINESTRING (-2.4607619 52.6662054, -2.4607631 52.6664338, -2.4607633 52.6664695, -2.4606625 52.6665029, -2.4601786 52.6665094)",20 mph,,,,
62236071,Lancaster Court,residential,False,False,71.51400000000001,"LINESTRING (-2.4650984 52.6644334, -2.4650936 52.6645231, -2.4651604 52.6645708, -2.4653012 52.6646418, -2.4653155 52.6647112, -2.4652258 52.6650162)",,,,,
"[62236070, 672259559]",,residential,False,"[False, True]",116.824,"LINESTRING (-2.4706146 52.6660299, -2.4705124 52.6660256, -2.4701288 52.6659074, -2.4700036 52.6659002, -2.4697665 52.6658843, -2.4690466 52.6661413)",,,,,
62236078,,residential,False,False,41.128,"LINESTRING (-2.4706146 52.6660299, -2.4707038 52.6659661, -2.4710015 52.665744)",,,,,
62236078,,residential,False,True,25.575,"LINESTRING (-2.4706146 52.6660299, -2.4706288 52.6660667, -2.4706882 52.6662555)",,,,,
38213458,Johnston Road,residential,False,True,62.898,"LINESTRING (-2.4635807 52.6663858, -2.4627794 52.6660963)",20 mph,,,,
62236060,,residential,False,True,83.547,"LINESTRING (-2.4635807 52.6663858, -2.4636697 52.6662866, -2.4628868 52.6660252, -2.4627794 52.6660963)",20 mph,,,,
38213458,Johnston Road,residential,False,False,47.789,"LINESTRING (-2.4635807 52.6663858, -2.4638132 52.6664809, -2.4641056 52.6665922, -2.464185 52.6666069)",20 mph,,,,
62236072,Attwood Terrace,residential,False,True,105.812,"LINESTRING (-2.4665832 52.6667058, -2.4670366 52.6657948)",,,,,
62236104,,residential,False,False,70.499,"LINESTRING (-2.4689493 52.661772, -2.4683769 52.6616324, -2.4681595 52.6616181, -2.4680545 52.6616165, -2.467953 52.661601)",,,,,
62236069,,residential,False,False,52.037,"LINESTRING (-2.472359 52.6621651, -2.4721169 52.6624232, -2.4719703 52.6625693)",,,,,
62236109,Arden Avenue,residential,False,False,50.497,"LINESTRING (-2.4628832 52.6679279, -2.4621358 52.6679562)",20 mph,,,,
62216287,Captain Webb Drive,unclassified,False,False,98.488,"LINESTRING (-2.4710015 52.665744, -2.4717475 52.6660964, -2.4721695 52.6662753)",30 mph,,,,
62216287,Captain Webb Drive,unclassified,False,True,219.889,"LINESTRING (-2.4710015 52.665744, -2.4707543 52.6656292, -2.4702612 52.6654324, -2.4696874 52.6652664, -2.4690197 52.6651447, -2.4681368 52.6649959, -2.468033 52.6649743)",30 mph,,,,
62236078,,residential,False,True,41.128,"LINESTRING (-2.4710015 52.665744, -2.4707038 52.6659661, -2.4706146 52.6660299)",,,,,
62236053,Doseley Road,unclassified,False,False,207.26300000000003,"LINESTRING (-2.4706757 52.6642563, -2.4708967 52.6639775, -2.4709484 52.6639085, -2.4712934 52.6635545, -2.4715683 52.6632725, -2.4717175 52.6630662, -2.4719614 52.6627258, -2.4720576 52.6625946)",,,,,
62236053,Doseley Road,unclassified,False,True,42.086,"LINESTRING (-2.4706757 52.6642563, -2.4706395 52.6643095, -2.4704862 52.6645347, -2.4704797 52.6646119)",,,,,
"[62236112, 62236074]",George Street,residential,False,False,239.827,"LINESTRING (-2.4706757 52.6642563, -2.4700117 52.6640312, -2.4699164 52.6640013, -2.4700444 52.6636482, -2.4700444 52.6633853, -2.4702122 52.663097, -2.4702635 52.6627917, -2.4704703 52.6624189)",,,,,
62236087,Moor Road,residential,False,True,105.035,"LINESTRING (-2.4619478 52.6670925, -2.460392 52.667138)",20 mph,,,,
62236083,Ardern Avenue,residential,False,False,136.813,"LINESTRING (-2.4619478 52.6670925, -2.4617707 52.6665487, -2.4617707 52.6664285, -2.461829 52.6663402, -2.4619572 52.6662519, -2.4622138 52.6659461)",20 mph,,,,
62236083,Ardern Avenue,residential,False,True,97.22,"LINESTRING (-2.4619478 52.6670925, -2.4621261 52.6676404, -2.4621358 52.6679562)",20 mph,,,,
62236087,Moor Road,residential,False,False,105.035,"LINESTRING (-2.460392 52.667138, -2.4619478 52.6670925)",20 mph,,,,
62236075,Eyton Road,residential,True,False,18.378,"LINESTRING (-2.460392 52.667138, -2.4603871 52.6671709, -2.4603654 52.6672013, -2.4603291 52.6672259, -2.4602819 52.6672424, -2.4602285 52.6672491)",20 mph,,roundabout,,
62236062,Lancaster Place,residential,False,False,25.051,"LINESTRING (-2.4641573 52.6651737, -2.4638188 52.6650809)",,,,,
62236061,Chapel Street,residential,False,False,52.845,"LINESTRING (-2.4698831 52.6620426, -2.4699207 52.6615679)",,,,,
62236089,Quarry Place,residential,False,False,52.147,"LINESTRING (-2.4698831 52.6620426, -2.4699529 52.6620744, -2.4699884 52.6620851, -2.4701368 52.6621298, -2.4705743 52.6622504)",,,,,
62236091,Chapel Street,residential,False,True,164.121,"LINESTRING (-2.4698831 52.6620426, -2.4698024 52.6620826, -2.4697648 52.662133, -2.4691943 52.6634456)",,,,,
"[62236114, 62236079]",Moor Road,residential,False,False,171.74,"LINESTRING (-2.4585918 52.6680711, -2.4591397 52.6671301, -2.4592205 52.6671196, -2.4600369 52.6671561)",20 mph,,,,
62236076,,residential,False,False,30.461,"LINESTRING (-2.4681579 52.6629549, -2.4677069 52.6629399)",,,,,
62236056,Matlock Avenue,residential,False,False,110.763,"LINESTRING (-2.4590528 52.6663538, -2.4587073 52.6658072, -2.4584738 52.6655751, -2.4583453 52.6654602)",20 mph,,,,
62236073,Buxton Road,residential,False,False,63.33200000000001,"LINESTRING (-2.4590528 52.6663538, -2.4588762 52.6664046, -2.4586813 52.6664606, -2.4583192 52.6665956, -2.4582743 52.6666139, -2.4582338 52.6666305)",20 mph,,,,
62236073,Buxton Road,residential,False,True,75.963,"LINESTRING (-2.4590528 52.6663538, -2.4593964 52.6662955, -2.4596055 52.6662742, -2.4601604 52.6662407)",20 mph,,,,
62236064,Eyton Road,residential,False,True,29.903,"LINESTRING (-2.4601604 52.6662407, -2.4601786 52.6665094)",20 mph,,,,
62236064,Eyton Road,residential,False,False,40.269999999999996,"LINESTRING (-2.4601604 52.6662407, -2.4601571 52.6661293, -2.4601498 52.6658786)",20 mph,,,,
62236073,Buxton Road,residential,False,False,75.963,"LINESTRING (-2.4601604 52.6662407, -2.4596055 52.6662742, -2.4593964 52.6662955, -2.4590528 52.6663538)",20 mph,,,,
62216281,Station Road,unclassified,False,False,102.249,"LINESTRING (-2.4724984 52.6645877, -2.4715177 52.6648386, -2.4711014 52.6649451)",,2,,,
62236084,Pottery Close,residential,False,True,39.951,"LINESTRING (-2.4724984 52.6645877, -2.4722457 52.6644758, -2.4722094 52.6644226, -2.4721579 52.6644168, -2.4720319 52.6644411)",,,,,
