osmid,name,highway,maxspeed,oneway,reversed,length,ref,geometry,lanes
35039612,Avenue Road,residential,30 mph,False,True,77.202,,"LINESTRING (0.1938555 51.2781585, 0.1949269 51.2779772)",
365741179,Dartford Road,primary,30 mph,False,False,104.075,A225,"LINESTRING (0.1938555 51.2781585, 0.1936944 51.2777289, 0.1935672 51.2774465, 0.1934595 51.2772568)",
4945630,Vine Court Road,residential,30 mph,False,True,6.027,,"LINESTRING (0.1934595 51.2772568, 0.1935363 51.2772317)",
4945689,Hitchen Hatch Lane,residential,,False,False,79.038,,"LINESTRING (0.1934595 51.2772568, 0.1933263 51.2773088, 0.1931547 51.2774967, 0.1928113 51.2778296)",
132627554,Dartford Road,primary,30 mph,False,False,66.866,A225,"LINESTRING (0.1934595 51.2772568, 0.1933646 51.277007, 0.1931852 51.2766812)",2
365741179,Dartford Road,primary,30 mph,False,True,104.075,A225,"LINESTRING (0.1934595 51.2772568, 0.1935672 51.2774465, 0.1936944 51.2777289, 0.1938555 51.2781585)",
39091750,The Vine,secondary,,False,True,103.011,B2020,"LINESTRING (0.1929876 51.2751978, 0.1927095 51.275846, 0.1926295 51.2760963)",
39092556,Dartford Road,primary,30 mph,False,False,130.25,A225,"LINESTRING (0.1929876 51.2751978, 0.1929931 51.2750916, 0.1929917 51.2750166, 0.1929886 51.2748572, 0.192988 51.2745546, 0.1929736 51.2744444, 0.1928922 51.27403)",2
189610709,Dartford Road,primary,30 mph,False,True,166.269,A225,"LINESTRING (0.1929876 51.2751978, 0.192983 51.2756444, 0.1929858 51.2759864, 0.1930483 51.276296, 0.1931429 51.2765701, 0.1931852 51.2766812)",2
"[35039622, 1112398327]",High Street,primary,30 mph,False,True,82.499,A225,"LINESTRING (0.1927034 51.2729151, 0.1927353 51.2731345, 0.1927636 51.273308, 0.1927697 51.2733481, 0.192847 51.2736512)",3
"[1112398328, 34945902]",Suffolk Way,residential,,False,True,239.23100000000002,,"LINESTRING (0.1927034 51.2729151, 0.1931117 51.2728576, 0.1934092 51.2727501, 0.1937519 51.2725844, 0.1938796 51.2725052, 0.1939678 51.2724505, 0.1940837 51.2723084, 0.194114 51.2721968, 0.1940727 51.2720424, 0.1940623 51.2719294, 0.1940453 51.2718414, 0.1940414 51.2717824, 0.1940285 51.2715844, 0.1940266 51.2715553, 0.1941417 51.2712681)",3
"[1112398329, 4945564, 1115077724]",Pembroke Road,tertiary,,False,True,195.139,,"LINESTRING (0.1927034 51.2729151, 0.1921068 51.2729278, 0.1918511 51.2729312, 0.1916851 51.2729528, 0.1914467 51.2730105, 0.1908958 51.2731727, 0.1904784 51.2732956, 0.1903227 51.2733306, 0.1900531 51.2734002)","['2', '3']"
1033861827,London Road,primary,,False,False,34.673,A224,"LINESTRING (0.1891064 51.2737312, 0.189268 51.2736195, 0.1894398 51.2734994)",3
225589774,London Road,primary,,False,False,211.94799999999998,A224,"LINESTRING (0.1897496 51.273216, 0.1897796 51.273163, 0.1900132 51.2726696, 0.1902846 51.2722935, 0.1903931 51.2721431, 0.190411 51.2721183, 0.190692 51.271816, 0.1907444 51.2717569, 0.1909234 51.2715836, 0.191016 51.2714939)",3
1115077726,London Road,primary,,False,True,38.226,A224,"LINESTRING (0.1897496 51.273216, 0.1896216 51.2733484, 0.1894398 51.2734994)",3
4945701,Vine Avenue,residential,,False,True,13.545,,"LINESTRING (0.1928113 51.2778296, 0.1926352 51.2777776)",
4945689,Hitchen Hatch Lane,residential,,False,False,149.081,,"LINESTRING (0.1928113 51.2778296, 0.1924594 51.2782592, 0.1922951 51.2784574, 0.1920989 51.278694, 0.1918881 51.2788367, 0.1916453 51.2789214)",
4945689,Hitchen Hatch Lane,residential,,False,True,79.03800000000001,,"LINESTRING (0.1928113 51.2778296, 0.1931547 51.2774967, 0.1933263 51.2773088, 0.1934595 51.2772568)",
4945689,Hitchen Hatch Lane,residential,,False,False,83.655,,"LINESTRING (0.1916453 51.2789214, 0.1912578 51.2789518, 0.1910685 51.2789494, 0.1904461 51.2789351)",
4945689,Hitchen Hatch Lane,residential,,False,True,149.08100000000002,,"LINESTRING (0.1916453 51.2789214, 0.1918881 51.2788367, 0.1920989 51.278694, 0.1922951 51.2784574, 0.1924594 51.2782592, 0.1928113 51.2778296)",
4945689,Hitchen Hatch Lane,residential,,False,True,83.655,,"LINESTRING (0.1904461 51.2789351, 0.1910685 51.2789494, 0.1912578 51.2789518, 0.1916453 51.2789214)",
39092556,Dartford Road,primary,30 mph,False,False,12.693999999999999,A225,"LINESTRING (0.1928922 51.27403, 0.1928837 51.2739698, 0.1928743 51.2739164)",2
39092556,Dartford Road,primary,30 mph,False,True,130.25,A225,"LINESTRING (0.1928922 51.27403, 0.1929736 51.2744444, 0.192988 51.2745546, 0.1929886 51.2748572, 0.1929917 51.2750166, 0.1929931 51.2750916, 0.1929876 51.2751978)",2
4939667,South Park,residential,30 mph,False,False,227.6,,"LINESTRING (0.1889489 51.2705969, 0.1892408 51.2704143, 0.1894444 51.2703484, 0.1894897 51.2703338, 0.1898226 51.2703465, 0.189962 51.2703532, 0.1902661 51.2703698, 0.191082 51.2704145, 0.1911912 51.2704234, 0.1918434 51.2704492, 0.1919588 51.2704724, 0.1920386 51.270506)",1
4939667,South Park,residential,30 mph,False,True,227.59999999999997,,"LINESTRING (0.1920386 51.270506, 0.1919588 51.2704724, 0.1918434 51.2704492, 0.1911912 51.2704234, 0.191082 51.2704145, 0.1902661 51.2703698, 0.189962 51.2703532, 0.1898226 51.2703465, 0.1894897 51.2703338, 0.1894444 51.2703484, 0.1892408 51.2704143, 0.1889489 51.2705969)",1
225589774,London Road,primary,,False,True,130.91,A224,"LINESTRING (0.1920386 51.270506, 0.1919958 51.2705422, 0.1919269 51.2706141, 0.1918847 51.270654, 0.1915746 51.2709406, 0.1913315 51.2711744, 0.1911406 51.2713719, 0.191016 51.2714939)",3
35104999,Beech Road,residential,,False,True,57.15,,"LINESTRING (0.1890648 51.2716978, 0.189886 51.2717121)",
35104999,Beech Road,residential,,False,False,57.15,,"LINESTRING (0.189886 51.2717121, 0.1890648 51.2716978)",
35104999,Beech Road,residential,,False,True,64.31,,"LINESTRING (0.189886 51.2717121, 0.1900226 51.2717144, 0.1901467 51.2716901, 0.1902348 51.2716466, 0.1903175 51.2716073, 0.1903645 51.2715698, 0.190508 51.2713595)",
171947138,Victoria Road,residential,,False,False,120.52400000000002,,"LINESTRING (0.189886 51.2717121, 0.1893094 51.2724817, 0.1891449 51.2725783, 0.1890017 51.2726025)",
35104999,Beech Road,residential,,False,False,64.31,,"LINESTRING (0.190508 51.2713595, 0.1903645 51.2715698, 0.1903175 51.2716073, 0.1902348 51.2716466, 0.1901467 51.2716901, 0.1900226 51.2717144, 0.189886 51.2717121)",
4939812,Argyle Road,residential,,False,True,20.742,,"LINESTRING (0.1890017 51.2726025, 0.1890132 51.2727889)",
171947138,Victoria Road,residential,,False,True,120.524,,"LINESTRING (0.1890017 51.2726025, 0.1891449 51.2725783, 0.1893094 51.2724817, 0.189886 51.2717121)",
4939812,Argyle Road,residential,,False,False,20.742,,"LINESTRING (0.1890132 51.2727889, 0.1890017 51.2726025)",
4939810,Argyle Road,residential,,False,False,90.20100000000001,,"LINESTRING (0.1890132 51.2727889, 0.1890193 51.2728883, 0.1891735 51.2733603, 0.1891939 51.2733937, 0.1892205 51.2734198, 0.1892553 51.2734479, 0.1892924 51.2734667, 0.1894398 51.2734994)",
4939810,Argyle Road,residential,,False,True,90.201,,"LINESTRING (0.1894398 51.2734994, 0.1892924 51.2734667, 0.1892553 51.2734479, 0.1892205 51.2734198, 0.1891939 51.2733937, 0.1891735 51.2733603, 0.1890193 51.2728883, 0.1890132 51.2727889)",
1033861827,London Road,primary,,False,True,34.673,A224,"LINESTRING (0.1894398 51.2734994, 0.189268 51.2736195, 0.1891064 51.2737312)",3
1115077725,Pembroke Road,tertiary,,False,False,45.382999999999996,,"LINESTRING (0.1894398 51.2734994, 0.1895007 51.2735092, 0.1896087 51.2735084, 0.1897286 51.2734942, 0.1898493 51.2734713, 0.1900531 51.2734002)",2
1115077726,London Road,primary,,False,False,38.226,A224,"LINESTRING (0.1894398 51.2734994, 0.1896216 51.2733484, 0.1897496 51.273216)",3
863425848,,tertiary_link,,True,False,37.844,,"LINESTRING (0.1900531 51.2734002, 0.1899064 51.2734011, 0.1898494 51.2733942, 0.1897934 51.27338, 0.1897562 51.2733562, 0.1897448 51.2733288, 0.1897496 51.273216)",1
"[4945564, 1115077724, 1112398329]",Pembroke Road,tertiary,,False,False,195.139,,"LINESTRING (0.1900531 51.2734002, 0.1903227 51.2733306, 0.1904784 51.2732956, 0.1908958 51.2731727, 0.1914467 51.2730105, 0.1916851 51.2729528, 0.1918511 51.2729312, 0.1921068 51.2729278, 0.1927034 51.2729151)","['2', '3']"
1115077725,Pembroke Road,tertiary,,False,True,45.382999999999996,,"LINESTRING (0.1900531 51.2734002, 0.1898493 51.2734713, 0.1897286 51.2734942, 0.1896087 51.2735084, 0.1895007 51.2735092, 0.1894398 51.2734994)",2
"[1112398328, 34945902]",Suffolk Way,residential,,False,False,239.231,,"LINESTRING (0.1941417 51.2712681, 0.1940266 51.2715553, 0.1940285 51.2715844, 0.1940414 51.2717824, 0.1940453 51.2718414, 0.1940623 51.2719294, 0.1940727 51.2720424, 0.194114 51.2721968, 0.1940837 51.2723084, 0.1939678 51.2724505, 0.1938796 51.2725052, 0.1937519 51.2725844, 0.1934092 51.2727501, 0.1931117 51.2728576, 0.1927034 51.2729151)",3
"[34961955, 444644927]","['Buckhurst Avenue', 'Buckhurst Lane']",residential,,False,True,183.724,,"LINESTRING (0.1941417 51.2712681, 0.1944846 51.2711737, 0.1946013 51.2711416, 0.1950258 51.2709674, 0.1949873 51.2705016, 0.194102 51.2705167)",
"[1059589590, 1059589591]",Akehurst Lane,residential,,False,True,84.63300000000001,,"LINESTRING (0.1941417 51.2712681, 0.1941846 51.2711715, 0.1941938 51.2711167, 0.1942018 51.2710694, 0.1941874 51.271017, 0.1940988 51.2706935, 0.1941016 51.2705866, 0.1941018 51.270554, 0.194102 51.2705167)",
"[34961955, 444644927]","['Buckhurst Avenue', 'Buckhurst Lane']",residential,,False,False,183.72400000000002,,"LINESTRING (0.194102 51.2705167, 0.1949873 51.2705016, 0.1950258 51.2709674, 0.1946013 51.2711416, 0.1944846 51.2711737, 0.1941417 51.2712681)",
"[1059589590, 1059589591]",Akehurst Lane,residential,,False,False,84.633,,"LINESTRING (0.194102 51.2705167, 0.1941018 51.270554, 0.1941016 51.2705866, 0.1940988 51.2706935, 0.1941874 51.271017, 0.1942018 51.2710694, 0.1941938 51.2711167, 0.1941846 51.2711715, 0.1941417 51.2712681)",
4945588,Knole Way,residential,,False,False,207.757,,"LINESTRING (0.1948564 51.2720357, 0.1949329 51.2722167, 0.19516 51.2727544, 0.1959128 51.2737761)",
34960695,Plymouth Drive,living_street,,False,True,9.707,,"LINESTRING (0.1959128 51.2737761, 0.1957785 51.2737998)",
4945588,Knole Way,residential,,False,True,207.757,,"LINESTRING (0.1959128 51.2737761, 0.19516 51.2727544, 0.1949329 51.2722167, 0.1948564 51.2720357)",
34960695,Plymouth Drive,living_street,,False,False,79.396,,"LINESTRING (0.1959128 51.2737761, 0.1963218 51.2736684, 0.1964981 51.2735927, 0.1968969 51.2734214)",
34960695,Plymouth Drive,living_street,,False,False,9.707,,"LINESTRING (0.1957785 51.2737998, 0.1959128 51.2737761)",
4945590,Plymouth Park,residential,,False,False,93.454,,"LINESTRING (0.1957785 51.2737998, 0.1959541 51.2741279, 0.1960535 51.2742657, 0.1961702 51.2743747, 0.1963228 51.2744916, 0.1963565 51.274549)",
34960695,Plymouth Drive,living_street,,False,True,119.28999999999999,,"LINESTRING (0.1957785 51.2737998, 0.1948989 51.2739638, 0.1941417 51.2741194)",
4945590,Plymouth Park,residential,,False,False,9.664,,"LINESTRING (0.1963565 51.274549, 0.1963682 51.2746356)",
131474843,Plymouth Park,residential,,False,False,11.338,,"LINESTRING (0.1963565 51.274549, 0.1961948 51.2745618)",
4945590,Plymouth Park,residential,,False,True,93.454,,"LINESTRING (0.1963565 51.274549, 0.1963228 51.2744916, 0.1961702 51.2743747, 0.1960535 51.2742657, 0.1959541 51.2741279, 0.1957785 51.2737998)",
4945594,Warren Court,residential,,False,False,52.147000000000006,,"LINESTRING (0.1941417 51.2741194, 0.1939375 51.2738091, 0.1939395 51.2736757)",
34960695,Plymouth Drive,living_street,,False,False,119.28999999999999,,"LINESTRING (0.1941417 51.2741194, 0.1948989 51.2739638, 0.1957785 51.2737998)",
34960695,Plymouth Drive,living_street,,False,True,57.75,,"LINESTRING (0.1941417 51.2741194, 0.1937262 51.2742454, 0.1934007 51.2743534)",
4945594,Warren Court,residential,,False,True,52.147000000000006,,"LINESTRING (0.1939395 51.2736757, 0.1939375 51.2738091, 0.1941417 51.2741194)",
4945679,Seal Hollow Road,secondary,30 mph,False,False,62.864999999999995,B2019,"LINESTRING (0.1934007 51.2743534, 0.1934218 51.2743777, 0.1936027 51.2745837, 0.1937739 51.2747254, 0.1939208 51.2748102)",2
4945679,Seal Hollow Road,secondary,30 mph,False,True,55.388999999999996,B2019,"LINESTRING (0.1934007 51.2743534, 0.1932417 51.2741462, 0.1930579 51.2739038)",2
34960695,Plymouth Drive,living_street,,False,False,57.75,,"LINESTRING (0.1934007 51.2743534, 0.1937262 51.2742454, 0.1941417 51.2741194)",
4945679,Seal Hollow Road,secondary,30 mph,False,True,31.689,B2019,"LINESTRING (0.1930579 51.2739038, 0.192847 51.2736512)",2
35039623,,secondary_link,,False,False,12.848,,"LINESTRING (0.1930579 51.2739038, 0.1928743 51.2739164)",2
4945679,Seal Hollow Road,secondary,30 mph,False,False,55.388999999999996,B2019,"LINESTRING (0.1930579 51.2739038, 0.1932417 51.2741462, 0.1934007 51.2743534)",2
4945679,Seal Hollow Road,secondary,30 mph,False,False,31.689,B2019,"LINESTRING (0.192847 51.2736512, 0.1930579 51.2739038)",2
39092556,Dartford Road,primary,30 mph,False,True,29.55,A225,"LINESTRING (0.192847 51.2736512, 0.1928743 51.2739164)",2
"[35039622, 1112398327]",High Street,primary,30 mph,False,False,82.499,A225,"LINESTRING (0.192847 51.2736512, 0.1927697 51.2733481, 0.1927636 51.273308, 0.1927353 51.2731345, 0.1927034 51.2729151)",3
4945600,Chartway,residential,30 mph,False,False,139.668,,"LINESTRING (0.1939208 51.2748102, 0.1939988 51.2747626, 0.1941018 51.2747144, 0.1942242 51.2746682, 0.194342 51.2746417, 0.19444 51.2746434, 0.1946427 51.2747045, 0.1948741 51.2747835, 0.1951709 51.2749241, 0.1955647 51.2751581)",
4945679,Seal Hollow Road,secondary,30 mph,False,False,211.37800000000001,B2019,"LINESTRING (0.1939208 51.2748102, 0.194521 51.2751802, 0.195375 51.2756208, 0.1959137 51.2758964, 0.1962766 51.2759911)",2
4945679,Seal Hollow Road,secondary,30 mph,False,True,62.86500000000001,B2019,"LINESTRING (0.1939208 51.2748102, 0.1937739 51.2747254, 0.1936027 51.2745837, 0.1934218 51.2743777, 0.1934007 51.2743534)",2
27762713,Holly Bush Lane,residential,30 mph,True,False,211.01000000000002,,"LINESTRING (0.1939208 51.2748102, 0.1939208 51.274847, 0.1939634 51.2749001, 0.1941596 51.2750586, 0.1946454 51.2754495, 0.1948531 51.2756443, 0.1950489 51.2758629, 0.1951601 51.2760079, 0.195524 51.2763444, 0.1955804 51.2763853)",
4945600,Chartway,residential,30 mph,False,True,10.986,,"LINESTRING (0.195676 51.2752282, 0.1955647 51.2751581)",
34960695,Plymouth Drive,living_street,,False,True,79.396,,"LINESTRING (0.1968969 51.2734214, 0.1964981 51.2735927, 0.1963218 51.2736684, 0.1959128 51.2737761)",
35039610,Holly Bush Lane,residential,30 mph,True,False,19.436,,"LINESTRING (0.1955804 51.2763853, 0.1957643 51.2765169)",
35039611,Park Lane,unclassified,30 mph,True,False,65.319,,"LINESTRING (0.1955804 51.2763853, 0.1962766 51.2759911)",
8156725,Park Lane,residential,30 mph,False,False,174.88400000000001,,"LINESTRING (0.1955804 51.2763853, 0.1949567 51.2766803, 0.1941751 51.2768917, 0.1939419 51.2769437, 0.1937488 51.2770148, 0.1935455 51.2772064, 0.1935363 51.2772317)",
4945617,Hollybush Close,residential,10 mph,False,False,77.597,,"LINESTRING (0.1965718 51.2775833, 0.1971486 51.2775013, 0.1972514 51.2774867, 0.1976658 51.2774495)",
4945632,Holly Bush Lane,residential,30 mph,False,True,12.84,,"LINESTRING (0.1965718 51.2775833, 0.1965932 51.2776312, 0.1966192 51.2776949)",
"[4945617, 4945605]",Hollybush Close,residential,10 mph,False,"[False, True]",89.56299999999999,,"LINESTRING (0.1978223 51.2768132, 0.1979009 51.276865, 0.1979548 51.2769551, 0.1979712 51.2770567, 0.1979179 51.277263, 0.1979332 51.2774195, 0.1976658 51.2774495)",
4945632,Holly Bush Lane,residential,30 mph,False,False,12.84,,"LINESTRING (0.1966192 51.2776949, 0.1965932 51.2776312, 0.1965718 51.2775833)",
27762715,Avenue Road,residential,30 mph,False,False,121.892,,"LINESTRING (0.1966192 51.2776949, 0.1956523 51.2778747, 0.1949269 51.2779772)",
35039612,Avenue Road,residential,30 mph,False,False,77.202,,"LINESTRING (0.1949269 51.2779772, 0.1938555 51.2781585)",
4945630,Vine Court Road,residential,30 mph,False,False,146.93200000000002,,"LINESTRING (0.1949269 51.2779772, 0.1947547 51.2775922, 0.1946568 51.2774559, 0.194512 51.2773685, 0.1943008 51.2772733, 0.1940645 51.2772336, 0.1935363 51.2772317)",
27762715,Avenue Road,residential,30 mph,False,True,121.892,,"LINESTRING (0.1949269 51.2779772, 0.1956523 51.2778747, 0.1966192 51.2776949)",
4945678,The Paddocks,residential,30 mph,False,False,56.83,,"LINESTRING (0.2025065 51.2776155, 0.2023381 51.2776699, 0.202144 51.2776654, 0.2020346 51.2776087, 0.2018963 51.2774484)",
4945679,Seal Hollow Road,secondary,30 mph,False,True,497.2660000000001,B2019,"LINESTRING (0.2025065 51.2776155, 0.2023986 51.2774108, 0.2020589 51.2771387, 0.2016911 51.2769029, 0.2012227 51.2767092, 0.2007421 51.276584, 0.2003117 51.2765752, 0.1998891 51.2765489, 0.1994007 51.2763971, 0.199058 51.276279, 0.1986904 51.2761833, 0.1982109 51.2760802, 0.1977 51.2760718, 0.1972064 51.2760688, 0.1964646 51.2760281, 0.1962766 51.2759911)",2
4945678,The Paddocks,residential,30 mph,False,False,10.028,,"LINESTRING (0.2018963 51.2774484, 0.201805 51.2773786)",
35033084,The Paddocks,residential,30 mph,False,False,8.956,,"LINESTRING (0.2018963 51.2774484, 0.2019853 51.2773902)",
4945678,The Paddocks,residential,30 mph,False,True,56.83,,"LINESTRING (0.2018963 51.2774484, 0.2020346 51.2776087, 0.202144 51.2776654, 0.2023381 51.2776699, 0.2025065 51.2776155)",
4945678,The Paddocks,residential,30 mph,False,True,10.028,,"LINESTRING (0.201805 51.2773786, 0.2018963 51.2774484)",
35006896,The Vine,secondary,,False,False,10.797,B2020,"LINESTRING (0.1926762 51.2761889, 0.1926295 51.2760963)",2
35006895,Pound Lane,residential,,True,False,179.22899999999998,,"LINESTRING (0.1926762 51.2761889, 0.1926548 51.2762844, 0.192674 51.2769222, 0.1926431 51.2770156, 0.1925972 51.2774067, 0.1926826 51.2775075, 0.1926928 51.2776657, 0.1926352 51.2777776)",
35006896,The Vine,secondary,,False,True,66.211,B2020,"LINESTRING (0.1926762 51.2761889, 0.1930574 51.2766272, 0.1931852 51.2766812)",2
35006896,The Vine,secondary,,False,False,66.211,B2020,"LINESTRING (0.1931852 51.2766812, 0.1930574 51.2766272, 0.1926762 51.2761889)",2
132627554,Dartford Road,primary,30 mph,False,True,66.866,A225,"LINESTRING (0.1931852 51.2766812, 0.1933646 51.277007, 0.1934595 51.2772568)",2
189610709,Dartford Road,primary,30 mph,False,False,166.269,A225,"LINESTRING (0.1931852 51.2766812, 0.1931429 51.2765701, 0.1930483 51.276296, 0.1929858 51.2759864, 0.192983 51.2756444, 0.1929876 51.2751978)",2
35006896,The Vine,secondary,,False,True,10.797,B2020,"LINESTRING (0.1926295 51.2760963, 0.1926762 51.2761889)",2
39091750,The Vine,secondary,,False,False,103.011,B2020,"LINESTRING (0.1926295 51.2760963, 0.1927095 51.275846, 0.1929876 51.2751978)",
27762720,Hollybush Close,residential,10 mph,False,False,59.437,,"LINESTRING (0.1973543 51.2769554, 0.1975843 51.2772398, 0.1976658 51.2774495)",
"[4945617, 4945605]",Hollybush Close,residential,10 mph,False,"[False, True]",89.56299999999999,,"LINESTRING (0.1976658 51.2774495, 0.1979332 51.2774195, 0.1979179 51.277263, 0.1979712 51.2770567, 0.1979548 51.2769551, 0.1979009 51.276865, 0.1978223 51.2768132)",
