osmid,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,lanes,est_width
71541051,A638,High Street,primary,30 mph,False,False,8.468,,"LINESTRING (-1.672166 53.7072793, -1.6720544 53.7073172)",,
23230480,,Oldfield Lane,unclassified,,True,False,89.215,,"LINESTRING (-1.672166 53.7072793, -1.6722841 53.7071616, -1.6724212 53.7070744, -1.6729522 53.7069228, -1.6732582 53.7068444)",,
71541051,A638,High Street,primary,30 mph,False,True,58.423,,"LINESTRING (-1.672166 53.7072793, -1.6725585 53.7072221, -1.6728312 53.7071823, -1.6730309 53.7071622)",,
418377126,,Old Station Court,residential,,False,True,184.357,,"LINESTRING (-1.672166 53.7072793, -1.6722765 53.7073547, -1.6724589 53.7077675, -1.6724808 53.7077877, -1.6727485 53.7080342, -1.6726412 53.7081675, -1.6729257 53.7086956, -1.673111 53.7086707)",,
71541051,A638,High Street,primary,30 mph,False,False,47.558,,"LINESTRING (-1.6740716 53.7071176, -1.6739824 53.7071156, -1.6737357 53.70711, -1.6734991 53.7071185, -1.673351 53.7071301)",,
"[71541051, 380477828]",A638,High Street,primary,30 mph,False,"[False, True]",20.575,,"LINESTRING (-1.6740716 53.7071176, -1.674281 53.707127, -1.6743833 53.7071316)",,
156404294,B6117,Market Place,secondary_link,30 mph,True,False,25.975,,"LINESTRING (-1.6740716 53.7071176, -1.6741852 53.7070785, -1.6742213 53.7070593, -1.6742972 53.707019, -1.6743859 53.7069778)",,
28009249,,Carriage Way,residential,,False,False,32.971,,"LINESTRING (-1.6745182 53.7049161, -1.6742363 53.704671)",,
248105106,,Station Lane,tertiary,30 mph,False,False,33.521,,"LINESTRING (-1.6745182 53.7049161, -1.6741073 53.7050942)",,
24410085,,Station Lane,tertiary,30 mph,False,True,202.98900000000003,,"LINESTRING (-1.6745182 53.7049161, -1.6750646 53.7047027, -1.6753363 53.7045299, -1.6754939 53.7043367, -1.6755166 53.7042289, -1.6755251 53.7041884, -1.6754479 53.7040004, -1.6754108 53.7038726, -1.6754017 53.7037608, -1.6754637 53.7035277, -1.6755197 53.7033641)",,
24398497,,Church Street,residential,,False,False,50.189,,"LINESTRING (-1.6691885 53.7070718, -1.6698087 53.7068092)",,
24402973,,North Street,residential,,False,False,60.705,,"LINESTRING (-1.6691885 53.7070718, -1.6689499 53.7068822, -1.6686375 53.706634)",,
24402973,,North Street,residential,,False,True,26.589,,"LINESTRING (-1.6678665 53.7060364, -1.6681241 53.7062206)",,
4821733,B6117,Market Place,secondary,30 mph,False,True,30.598,,"LINESTRING (-1.6743504 53.7064971, -1.6744045 53.7067704)",,
380478599,B6117,Market Street,secondary,30 mph,False,False,48.93,,"LINESTRING (-1.6743504 53.7064971, -1.6742585 53.7062456, -1.6741648 53.7060715)",,
4821732,B6117,Walkley Lane,secondary,30 mph,False,False,20.118,,"LINESTRING (-1.6715611 53.7037438, -1.6713284 53.7036265)",,
24398496,,Cater Lane,unclassified,,False,False,32.647,,"LINESTRING (-1.6715611 53.7037438, -1.6718228 53.7034944)",,1.75
4821732,B6117,Walkley Lane,secondary,30 mph,False,True,81.21,,"LINESTRING (-1.6715611 53.7037438, -1.6718239 53.7039148, -1.6723502 53.7043048)",,
4821732,B6117,Walkley Lane,secondary,30 mph,False,False,51.258,,"LINESTRING (-1.6736162 53.7052143, -1.6731277 53.7048553)",,
4821732,B6117,Walkley Lane,secondary,30 mph,False,True,8.193,,"LINESTRING (-1.6736162 53.7052143, -1.6736967 53.7052705)",,
71541059,,Church Street,residential,,False,True,84.398,,"LINESTRING (-1.6736162 53.7052143, -1.6732168 53.7053706, -1.6725602 53.7056447)",,
24402973,,North Street,residential,,False,False,26.589,,"LINESTRING (-1.6681241 53.7062206, -1.6678665 53.7060364)",,
24402973,,North Street,residential,,False,True,57.054,,"LINESTRING (-1.6681241 53.7062206, -1.6684249 53.7064661, -1.6686375 53.706634)",,
24924069,,Stanningley Grove,residential,,False,True,64.054,,"LINESTRING (-1.6686375 53.706634, -1.6694374 53.7063059)",,
24402973,,North Street,residential,,False,False,57.054,,"LINESTRING (-1.6686375 53.706634, -1.6684249 53.7064661, -1.6681241 53.7062206)",,
24402973,,North Street,residential,,False,True,60.705,,"LINESTRING (-1.6686375 53.706634, -1.6689499 53.7068822, -1.6691885 53.7070718)",,
24405882,,Artillery Street,residential,,False,False,89.408,,"LINESTRING (-1.6696292 53.704181, -1.6707757 53.7038145, -1.6708277 53.7038033)",,
4821732,B6117,Walkley Lane,secondary,30 mph,False,True,20.118,,"LINESTRING (-1.6713284 53.7036265, -1.6715611 53.7037438)",,
24405882,,Artillery Street,residential,,False,True,38.376,,"LINESTRING (-1.6713284 53.7036265, -1.6708277 53.7038033)",,
24405882,,Artillery Street,residential,,False,False,38.376,,"LINESTRING (-1.6708277 53.7038033, -1.6713284 53.7036265)",,
24405882,,Artillery Street,residential,,False,True,89.408,,"LINESTRING (-1.6708277 53.7038033, -1.6707757 53.7038145, -1.6696292 53.704181)",,
24405883,,Thomas Street,unclassified,,False,False,93.513,,"LINESTRING (-1.6708277 53.7038033, -1.6713045 53.7042892, -1.6715413 53.7045305)",,
24405883,,Thomas Street,unclassified,,False,True,37.469,,"LINESTRING (-1.6725602 53.7056447, -1.6722935 53.705347)",,
71541059,,Church Street,residential,,False,True,41.926,,"LINESTRING (-1.6725602 53.7056447, -1.6720045 53.705829)",,
225331797,,Brewery Street,unclassified,,False,False,31.72,,"LINESTRING (-1.6725602 53.7056447, -1.6728093 53.7058889)",,
71541059,,Church Street,residential,,False,False,84.398,,"LINESTRING (-1.6725602 53.7056447, -1.6732168 53.7053706, -1.6736162 53.7052143)",,
24405883,,Thomas Street,unclassified,,False,False,50.798,,"LINESTRING (-1.6719207 53.704947, -1.6722935 53.705347)",,
24405884,,Brunswick Street,residential,,False,True,65.777,,"LINESTRING (-1.6719207 53.704947, -1.6727125 53.7045861)",,
24405883,,Thomas Street,unclassified,,False,True,52.617999999999995,,"LINESTRING (-1.6719207 53.704947, -1.6719002 53.7049256, -1.6715413 53.7045305)",,
24405884,,Brunswick Street,residential,,False,False,55.065000000000005,,"LINESTRING (-1.6719207 53.704947, -1.6716674 53.7050661, -1.6712656 53.705255)",,
4821732,B6117,Walkley Lane,secondary,30 mph,False,False,39.333,,"LINESTRING (-1.6727125 53.7045861, -1.6723502 53.7043048)",,
4821732,B6117,Walkley Lane,secondary,30 mph,False,True,40.533,,"LINESTRING (-1.6727125 53.7045861, -1.6731277 53.7048553)",,
24405884,,Brunswick Street,residential,,False,False,65.777,,"LINESTRING (-1.6727125 53.7045861, -1.6719207 53.704947)",,
24405885,,Sharpe Street,residential,,False,False,80.244,,"LINESTRING (-1.6712656 53.705255, -1.6720045 53.705829)",,
"[71541057, 24405884, 71541053]",,Brunswick Street,residential,,False,False,74.568,yes,"LINESTRING (-1.6712656 53.705255, -1.6709452 53.7054081, -1.6709274 53.7054167, -1.6705079 53.7056267, -1.670385 53.7056763)",,
24405884,,Brunswick Street,residential,,False,True,55.065000000000005,,"LINESTRING (-1.6712656 53.705255, -1.6716674 53.7050661, -1.6719207 53.704947)",,
25020932,,Horton Street,residential,,False,True,74.52,,"LINESTRING (-1.670385 53.7056763, -1.6710353 53.7062249)",,
25020932,,Horton Street,residential,,False,False,35.938,,"LINESTRING (-1.670385 53.7056763, -1.6701622 53.7055077, -1.6700502 53.705421)",,
"[71541057, 24405884, 71541053]",,Brunswick Street,residential,,False,True,74.56800000000001,yes,"LINESTRING (-1.670385 53.7056763, -1.6705079 53.7056267, -1.6709274 53.7054167, -1.6709452 53.7054081, -1.6712656 53.705255)",,
24405885,,Sharpe Street,residential,,False,True,80.244,,"LINESTRING (-1.6720045 53.705829, -1.6712656 53.705255)",,
71541059,,Church Street,residential,,False,False,41.926,,"LINESTRING (-1.6720045 53.705829, -1.6725602 53.7056447)",,
71541059,,Church Street,residential,,False,True,35.18,,"LINESTRING (-1.6720045 53.705829, -1.6715591 53.7060039)",,
24414100,,Station Road,unclassified,,False,False,37.146,,"LINESTRING (-1.6755187 53.7046257, -1.6752234 53.7047613, -1.6750637 53.7048229)",,
24410085,,Station Lane,tertiary,30 mph,False,False,202.98899999999998,,"LINESTRING (-1.6755197 53.7033641, -1.6754637 53.7035277, -1.6754017 53.7037608, -1.6754108 53.7038726, -1.6754479 53.7040004, -1.6755251 53.7041884, -1.6755166 53.7042289, -1.6754939 53.7043367, -1.6753363 53.7045299, -1.6750646 53.7047027, -1.6745182 53.7049161)",,
4821735,B6117,Greenside,secondary,30 mph,True,False,55.631,,"LINESTRING (-1.6775238 53.7079205, -1.6774856 53.708126, -1.6773503 53.7083642, -1.6773299 53.7084047)",2,
32239504,A638,Westgate,primary,30 mph,False,True,45.650999999999996,,"LINESTRING (-1.6775238 53.7079205, -1.6773299 53.7078667, -1.6768903 53.7077534)",,
225331819,A638,Westgate,primary,30 mph,False,True,70.74,,"LINESTRING (-1.6775238 53.7079205, -1.6783275 53.7081383, -1.6784927 53.7081949)",,
24413918,,Regent Street,tertiary,30 mph,True,False,23.045,,"LINESTRING (-1.6777544 53.7071179, -1.6778298 53.7072101, -1.6778518 53.7073141)",,
24413919,,Regent Street,tertiary,30 mph,True,False,21.29,,"LINESTRING (-1.6777544 53.7071179, -1.6778134 53.7071436, -1.6779332 53.7071459, -1.6780598 53.7071275)",,
24413915,,Union Street,tertiary,30 mph,True,False,71.118,,"LINESTRING (-1.6778518 53.7073141, -1.6777443 53.7074413, -1.6776267 53.7076471, -1.6775238 53.7079205)",2,
24413920,,Union Street,tertiary,30 mph,True,False,25.061,,"LINESTRING (-1.6780598 53.7071275, -1.6779516 53.7071989, -1.6778518 53.7073141)",,
24413921,,Union Street,tertiary,30 mph,False,False,67.017,,"LINESTRING (-1.6780598 53.7071275, -1.6783222 53.7069998, -1.6784739 53.7069018, -1.6787058 53.7067247, -1.6787515 53.7066892)",,
839932536,A638,Market Place,primary,30 mph,False,False,4.463,,"LINESTRING (-1.6752625 53.7073836, -1.6751992 53.7073692)",,
839932536,A638,Market Place,primary,30 mph,False,True,27.546,,"LINESTRING (-1.6752625 53.7073836, -1.6756609 53.7074595)",,
24413922,,Blanket Hall Street,unclassified,,True,False,136.053,,"LINESTRING (-1.6752625 53.7073836, -1.6756982 53.7070822, -1.6760079 53.7069099, -1.6761952 53.7068239, -1.6763023 53.7068093, -1.676404 53.7068092, -1.676518 53.7068355, -1.676759 53.70694, -1.6768411 53.706976)",,
24413918,,Regent Street,tertiary,30 mph,True,False,67.143,,"LINESTRING (-1.6768411 53.706976, -1.6769507 53.7069443, -1.6772058 53.7069329, -1.6774436 53.706974, -1.6776535 53.7070712, -1.6777544 53.7071179)",,
34300619,,Wool Street,residential,,False,True,39.094,,"LINESTRING (-1.6747901 53.7058722, -1.674987 53.7062039)",,
24414098,,Beck Lane,unclassified,,True,False,74.543,,"LINESTRING (-1.6747901 53.7058722, -1.6750813 53.7058042, -1.6758416 53.7056232)",,
"[24414096, 24414094, 24414095]",,Beck Lane,"['unclassified', 'residential']",,False,True,230.69099999999997,yes,"LINESTRING (-1.6758416 53.7056232, -1.6759376 53.7056018, -1.6767031 53.7054193, -1.6767977 53.7053967, -1.677325 53.7052869, -1.6775349 53.7053013, -1.6777202 53.7053172, -1.6782005 53.7052437, -1.6784654 53.705223, -1.678723 53.7052023, -1.6789733 53.7051696, -1.6791853 53.7051057)",,
24414099,,Swallow Street,unclassified,,True,False,107.116,,"LINESTRING (-1.6758416 53.7056232, -1.6753136 53.7048827, -1.6750637 53.7048229)",,
"[24414096, 24414094, 24414095]",,Beck Lane,"['residential', 'unclassified']",,False,False,230.69100000000003,yes,"LINESTRING (-1.6791853 53.7051057, -1.6789733 53.7051696, -1.678723 53.7052023, -1.6784654 53.705223, -1.6782005 53.7052437, -1.6777202 53.7053172, -1.6775349 53.7053013, -1.677325 53.7052869, -1.6767977 53.7053967, -1.6767031 53.7054193, -1.6759376 53.7056018, -1.6758416 53.7056232)",,
24414237,,Cornmill Lane,residential,,False,True,32.721,,"LINESTRING (-1.6796425 53.7047452, -1.6801329 53.7047934)",,
24414093,,Cornmill Lane,residential,,True,False,59.402,,"LINESTRING (-1.6796425 53.7047452, -1.6794008 53.7047509, -1.6793151 53.7047847, -1.6791853 53.7051057)",,
34300619,,Wool Street,residential,,False,False,39.094,,"LINESTRING (-1.674987 53.7062039, -1.6747901 53.7058722)",,
24414100,,Station Road,unclassified,,False,True,37.146,,"LINESTRING (-1.6750637 53.7048229, -1.6752234 53.7047613, -1.6755187 53.7046257)",,
24414101,,Station Road,unclassified,,True,False,75.237,,"LINESTRING (-1.6750637 53.7048229, -1.6746277 53.7050008, -1.6743157 53.7051282, -1.6741813 53.7051338, -1.6741073 53.7050942)",,
33138823,,Station Road,tertiary,30 mph,False,False,33.387,,"LINESTRING (-1.6741073 53.7050942, -1.6736967 53.7052705)",,
248105106,,Station Lane,tertiary,30 mph,False,True,33.521,,"LINESTRING (-1.6741073 53.7050942, -1.6745182 53.7049161)",,
24405883,,Thomas Street,unclassified,,False,False,37.469,,"LINESTRING (-1.6722935 53.705347, -1.6725602 53.7056447)",,
24405883,,Thomas Street,unclassified,,False,True,50.798,,"LINESTRING (-1.6722935 53.705347, -1.6719207 53.704947)",,
24414149,,Brooke Street,residential,,False,False,77.531,,"LINESTRING (-1.6722935 53.705347, -1.6727551 53.7050584, -1.6731277 53.7048553)",,
24414238,,Wormald Street,residential,,False,False,97.981,,"LINESTRING (-1.6829756 53.7050437, -1.6830288 53.7059243)",,
24414237,,Cornmill Lane,residential,,False,False,132.975,,"LINESTRING (-1.6829756 53.7050437, -1.6828129 53.7050207, -1.680979 53.7048637)",,
24414237,,Cornmill Lane,residential,,False,False,56.242,,"LINESTRING (-1.680979 53.7048637, -1.6804529 53.7048166, -1.6801329 53.7047934)",,
24414237,,Cornmill Lane,residential,,False,True,132.975,,"LINESTRING (-1.680979 53.7048637, -1.6828129 53.7050207, -1.6829756 53.7050437)",,
24414241,,Cornmill Drive,residential,,False,True,81.56700000000001,,"LINESTRING (-1.680979 53.7048637, -1.6810879 53.704715, -1.6819129 53.7044182)",,
24414237,,Cornmill Lane,residential,,False,False,32.721,,"LINESTRING (-1.6801329 53.7047934, -1.6796425 53.7047452)",,
24414237,,Cornmill Lane,residential,,False,True,56.242,,"LINESTRING (-1.6801329 53.7047934, -1.6804529 53.7048166, -1.680979 53.7048637)",,
24414240,,Milton Road,residential,,False,True,59.665000000000006,,"LINESTRING (-1.6801329 53.7047934, -1.6801323 53.7046697, -1.6801313 53.704458, -1.6801135 53.7042571)",,
24414238,,Wormald Street,residential,,False,True,97.981,,"LINESTRING (-1.6830288 53.7059243, -1.6829756 53.7050437)",,
43087279,,Wormald Street,residential,,False,False,60.346,,"LINESTRING (-1.6830288 53.7059243, -1.6830315 53.706467)",,
115651168,,Union Street,tertiary,30 mph,False,True,23.711,,"LINESTRING (-1.6830288 53.7059243, -1.6826698 53.705942)",,
24670953,,Milton Avenue,residential,,False,True,40.292,,"LINESTRING (-1.6801135 53.7042571, -1.6806521 53.7040849)",,
24414240,,Milton Road,residential,,False,False,59.665,,"LINESTRING (-1.6801135 53.7042571, -1.6801313 53.704458, -1.6801323 53.7046697, -1.6801329 53.7047934)",,
24670953,,Milton Avenue,residential,,False,False,89.284,,"LINESTRING (-1.6827063 53.7033183, -1.6815687 53.7037556)",,
24414241,,Cornmill Drive,residential,,False,False,336.88899999999995,,"LINESTRING (-1.6827063 53.7033183, -1.6833118 53.7034593, -1.6835208 53.7035079, -1.6846303 53.7037788, -1.6846681 53.7038656, -1.6845841 53.7041161, -1.6845362 53.7041764, -1.6843756 53.7042031, -1.6833061 53.7040646, -1.6830137 53.7040297, -1.6827668 53.704111, -1.6823353 53.7042662)",,
157291450,,Cook Lane,unclassified,,False,False,70.03999999999999,,"LINESTRING (-1.6771349 53.709547, -1.6772141 53.7096127, -1.6772571 53.7097586, -1.6771719 53.7101565)",,
176874854,B6117,Greenside,secondary,30 mph,False,True,59.053,,"LINESTRING (-1.6771349 53.709547, -1.6772089 53.7094358, -1.6772342 53.7093977, -1.6772701 53.7092195, -1.6772239 53.7090839, -1.6771901 53.709035)",,
227019343,B6117,Jeremy Lane,secondary,30 mph,False,False,29.884,,"LINESTRING (-1.6771349 53.709547, -1.6770131 53.7096417, -1.6768306 53.7097454)",,
227019343,B6117,Jeremy Lane,secondary,30 mph,False,False,99.315,,"LINESTRING (-1.6768306 53.7097454, -1.675545 53.7102131)",,
26289889,,Albion Street,residential,,False,False,68.663,,"LINESTRING (-1.6768306 53.7097454, -1.6764247 53.7094774, -1.6761272 53.7092894)",,
227019343,B6117,Jeremy Lane,secondary,30 mph,False,True,29.884,,"LINESTRING (-1.6768306 53.7097454, -1.6770131 53.7096417, -1.6771349 53.709547)",,
45192478,,Eldon Street,residential,,False,True,73.485,,"LINESTRING (-1.6738631 53.7117234, -1.6749267 53.7115222)",,
224924477,,Grosvenor Terrace,residential,,False,False,52.322,,"LINESTRING (-1.6738631 53.7117234, -1.6730683 53.711735)",,
100900822,,Jeremy Lane,tertiary,,False,True,39.399,,"LINESTRING (-1.6738631 53.7117234, -1.6738537 53.7115205, -1.6738684 53.7113694)",2,
24924010,B6117,Northgate,secondary,30 mph,True,False,63.596000000000004,,"LINESTRING (-1.6771901 53.709035, -1.6768742 53.7086589, -1.6767922 53.7085471, -1.6767901 53.7085171)",,
176874854,B6117,Greenside,secondary,30 mph,False,False,59.053,,"LINESTRING (-1.6771901 53.709035, -1.6772239 53.7090839, -1.6772701 53.7092195, -1.6772342 53.7093977, -1.6772089 53.7094358, -1.6771349 53.709547)",,
380478599,B6117,Market Street,secondary,30 mph,False,False,7.573,,"LINESTRING (-1.6741648 53.7060715, -1.6741321 53.7060062)",,
24924068,,Kaye Street,residential,,False,True,47.218,,"LINESTRING (-1.6741648 53.7060715, -1.6738104 53.7061593, -1.6737932 53.7061636, -1.673504 53.7062368)",,
380478599,B6117,Market Street,secondary,30 mph,False,True,48.93,,"LINESTRING (-1.6741648 53.7060715, -1.6742585 53.7062456, -1.6743504 53.7064971)",,
24924069,,Stanningley Grove,residential,,False,False,64.054,,"LINESTRING (-1.6694374 53.7063059, -1.6686375 53.706634)",,
24398497,,Church Street,residential,,False,True,103.63,,"LINESTRING (-1.6710353 53.7062249, -1.6698087 53.7068092)",,
25020932,,Horton Street,residential,,False,False,74.52,,"LINESTRING (-1.6710353 53.7062249, -1.670385 53.7056763)",,
"[71541048, 24398497, 71541059]",,Church Street,residential,,False,False,42.339,yes,"LINESTRING (-1.6710353 53.7062249, -1.6710931 53.7062014, -1.6714263 53.7060613, -1.6715591 53.7060039)",,
93226376,A638,High Street,primary,30 mph,False,False,23.595,,"LINESTRING (-1.6711779 53.707701, -1.670882 53.7078208)",,
"[93226376, 71541062]",A638,High Street,primary,30 mph,False,True,71.784,,"LINESTRING (-1.6711779 53.707701, -1.671922 53.7073677, -1.6720544 53.7073172)",,
119385296,,Bath Road,residential,,False,False,194.461,,"LINESTRING (-1.6711779 53.707701, -1.6720533 53.7083651, -1.6728236 53.7091486)",,
45192474,B6117,New North Road,secondary,30 mph,False,True,32.387,,"LINESTRING (-1.6765257 53.7111582, -1.6763114 53.711055, -1.6761434 53.7109748)",,
"[157291450, 265235827, 265235828]",,Cook Lane,unclassified,,False,True,94.96099999999998,yes,"LINESTRING (-1.6765257 53.7111582, -1.6766795 53.7110647, -1.6767937 53.7109233, -1.6769249 53.7107891, -1.6770592 53.7103851)",,
45192474,B6117,New North Road,secondary,30 mph,False,False,32.387,,"LINESTRING (-1.6761434 53.7109748, -1.6763114 53.711055, -1.6765257 53.7111582)",,
45192477,,Ings Road,residential,,False,False,99.81,,"LINESTRING (-1.6761434 53.7109748, -1.675971 53.7109351, -1.6757676 53.7109409, -1.6752101 53.7110185, -1.6748986 53.7110845, -1.6747118 53.7111581)",,
"[100900837, 100900829]",B6117,Bridge Street,secondary,30 mph,False,True,46.807,yes,"LINESTRING (-1.6761434 53.7109748, -1.6760174 53.710887, -1.6759844 53.7108399, -1.6758194 53.7106046)",,
8065762,B6117,Bridge Street,secondary,30 mph,False,False,23.196,,"LINESTRING (-1.675545 53.7102131, -1.67568 53.7104058)",,
227019343,B6117,Jeremy Lane,secondary,30 mph,False,True,99.315,,"LINESTRING (-1.675545 53.7102131, -1.6768306 53.7097454)",,
"[100900824, 100900822, 26587414]",,Jeremy Lane,tertiary,,False,False,66.608,yes,"LINESTRING (-1.675545 53.7102131, -1.6752395 53.7103058, -1.6749135 53.7104046, -1.6746443 53.7104863)",2,
26289889,,Albion Street,residential,,False,False,28.137,,"LINESTRING (-1.6750948 53.7088023, -1.6747574 53.7086469)",,
26289889,,Albion Street,residential,,False,True,3.197,,"LINESTRING (-1.6750948 53.7088023, -1.6751341 53.7088192)",,
"[47311585, 47322100, 47322086]",,Victoria Street,residential,,False,True,204.64300000000003,yes,"LINESTRING (-1.6750948 53.7088023, -1.6740351 53.7095379, -1.6739016 53.7096344, -1.6737772 53.7097177, -1.6730577 53.7101925)",,
28009249,,Carriage Way,residential,,False,True,67.039,,"LINESTRING (-1.6736134 53.704194, -1.6742363 53.704671)",,
"[247944420, 28009263]",,Mallard Close,residential,,False,False,46.397000000000006,,"LINESTRING (-1.6736134 53.704194, -1.6738971 53.7038977, -1.6739428 53.7038625, -1.6739621 53.7038323)",,
247944426,,Carriage Way,residential,,False,False,56.29,,"LINESTRING (-1.6736134 53.704194, -1.6730794 53.7039522, -1.6729195 53.7038997)",,
227019348,,Carriage Way,residential,,False,False,16.911,,"LINESTRING (-1.6729195 53.7038997, -1.6730158 53.7037587)",,
227019348,,Carriage Way,residential,,False,True,9.028,,"LINESTRING (-1.6729195 53.7038997, -1.6728438 53.7039674)",,
247944426,,Carriage Way,residential,,False,True,56.29,,"LINESTRING (-1.6729195 53.7038997, -1.6730794 53.7039522, -1.6736134 53.704194)",,
227019348,,Carriage Way,residential,,False,True,16.911,,"LINESTRING (-1.6730158 53.7037587, -1.6729195 53.7038997)",,
28009264,,Mallard Close,residential,,False,True,58.247,,"LINESTRING (-1.6739621 53.7038323, -1.6747605 53.7040582)",,
247944420,,Mallard Close,residential,,False,False,95.56099999999999,,"LINESTRING (-1.6739621 53.7038323, -1.673711 53.7037634, -1.6728136 53.7033921, -1.672767 53.7033535)",,
"[247944420, 28009263]",,Mallard Close,residential,,False,True,46.397000000000006,,"LINESTRING (-1.6739621 53.7038323, -1.6739428 53.7038625, -1.6738971 53.7038977, -1.6736134 53.704194)",,
247944420,,Mallard Close,residential,,False,True,95.56099999999999,,"LINESTRING (-1.672767 53.7033535, -1.6728136 53.7033921, -1.673711 53.7037634, -1.6739621 53.7038323)",,
28009264,,Mallard Close,residential,,False,False,58.247,,"LINESTRING (-1.6747605 53.7040582, -1.6739621 53.7038323)",,
28009249,,Carriage Way,residential,,False,False,67.039,,"LINESTRING (-1.6742363 53.704671, -1.6736134 53.704194)",,
28009249,,Carriage Way,residential,,False,True,32.971,,"LINESTRING (-1.6742363 53.704671, -1.6745182 53.7049161)",,
29352997,,Railway Street,unclassified,,False,False,21.436,,"LINESTRING (-1.6742363 53.704671, -1.6744197 53.7045117)",,
33143098,,Croft Street,unclassified,,False,True,65.629,,"LINESTRING (-1.6752874 53.7064961, -1.675196 53.7065238, -1.67514 53.7065412, -1.6745834 53.7067147, -1.6744045 53.7067704)",,
24670953,,Milton Avenue,residential,,False,True,89.284,,"LINESTRING (-1.6815687 53.7037556, -1.6827063 53.7033183)",,
