osmid,lanes,highway,maxspeed,junction,oneway,reversed,length,geometry,name,bridge
16415166,2,tertiary,30 mph,roundabout,True,False,22.015,"LINESTRING (-1.3189519 54.5194569, -1.3188854 54.519497, -1.3188 54.5195212, -1.3187058 54.5195269, -1.3186512 54.5195213)",,
"[681478753, 16418212]",2,tertiary,"['40 mph', '30 mph']",,True,False,291.603,"LINESTRING (-1.3189519 54.5194569, -1.3189696 54.5195551, -1.3189763 54.5196111, -1.3191214 54.5200499, -1.3193384 54.5205917, -1.3196946 54.5214714, -1.3198198 54.5216762, -1.3199545 54.5218451, -1.3201015 54.5219774)",Myton Way,
16415166,2,tertiary,30 mph,roundabout,True,False,4.195,"LINESTRING (-1.3187528 54.5192115, -1.3188162 54.5192198)",,
"[34372832, 34372835, 16426692]",2,tertiary,40 mph,,False,False,368.64399999999995,"LINESTRING (-1.314806 54.5190013, -1.314803 54.518919, -1.314766 54.5187399, -1.3145502 54.5181091, -1.3143225 54.5175256, -1.3142357 54.5172766, -1.3140768 54.5168205, -1.313974 54.5165464, -1.3138613 54.5163035, -1.3137192 54.516031, -1.3135574 54.5157725)",Barwick Way,yes
17093207,2,tertiary,,,True,False,38.757000000000005,"LINESTRING (-1.314806 54.5190013, -1.3148537 54.5191464, -1.3148752 54.5192094, -1.3149054 54.5192636, -1.3149648 54.5193354)",Barwick Way,
18668179,2,tertiary,,,True,False,34.36,"LINESTRING (-1.312602 54.514568, -1.3124149 54.5144678, -1.3123058 54.5144124, -1.3122059 54.5143616)",Barwick Way,
681384511,2,tertiary,40 mph,,False,True,147.631,"LINESTRING (-1.312602 54.514568, -1.3132624 54.5153252, -1.3135574 54.5157725)",Barwick Way,
16428309,2,unclassified,30 mph,,False,False,20.544,"LINESTRING (-1.3115179 54.5144474, -1.311358 54.5144842, -1.3112226 54.5145163)",Beckfields Avenue,
18668247,1,unclassified,,,True,False,37.702,"LINESTRING (-1.3115179 54.5144474, -1.311796 54.5143111, -1.3119514 54.5142206)",Beckfields Avenue,
18668291,2,tertiary,,,True,False,30.955,"LINESTRING (-1.3118019 54.5139048, -1.311997 54.5139609, -1.3122209 54.5140397)",Barwick Way,
17092833,2,tertiary,,,True,False,47.47,"LINESTRING (-1.3140216 54.5197211, -1.3143227 54.5195958, -1.3144018 54.519559, -1.3144783 54.5195093, -1.3145855 54.5194494)",Ingleby Way,
222764889,2,tertiary,40 mph,,False,True,120.624,"LINESTRING (-1.3140216 54.5197211, -1.3134733 54.5198244, -1.3122384 54.5200459)",Ingleby Way,
16428309,2,unclassified,30 mph,,False,True,20.544,"LINESTRING (-1.3112226 54.5145163, -1.311358 54.5144842, -1.3115179 54.5144474)",Beckfields Avenue,
18764540,,residential,,,False,False,128.655,"LINESTRING (-1.3112226 54.5145163, -1.3112625 54.5146211, -1.3112885 54.514687, -1.3113213 54.5147528, -1.3114098 54.5148026, -1.3115203 54.5148233, -1.3117102 54.51484, -1.3119227 54.5148722, -1.3120294 54.5149085, -1.3121281 54.5149628, -1.3121608 54.5150579, -1.3121677 54.5152076, -1.3121677 54.5153458)",Ickworth Court,
158032906,1,unclassified,,roundabout,True,False,13.364999999999998,"LINESTRING (-1.3183522 54.518813, -1.3183043 54.5188361, -1.3182451 54.5188471, -1.3181629 54.5188421)",,
"[16804458, 681433900]",2,unclassified,,,True,False,54.167,"LINESTRING (-1.3183522 54.518813, -1.3183513 54.5188825, -1.3183782 54.5189463, -1.3184774 54.519067, -1.3185123 54.5190981, -1.3185364 54.5191184, -1.3186584 54.5191744, -1.3187528 54.5192115)",Myton Road,
158032906,1,unclassified,,roundabout,True,False,14.366,"LINESTRING (-1.3181235 54.5188268, -1.3180867 54.5188026, -1.318066 54.5187726, -1.318064 54.5187403, -1.3180807 54.5187095)",,
681433902,1,unclassified,,,True,False,25.851,"LINESTRING (-1.3181235 54.5188268, -1.3180375 54.5188568, -1.3179812 54.5188981, -1.3178672 54.5190001)",,
16804578,1,unclassified,,,True,False,20.272,"LINESTRING (-1.318178 54.5185216, -1.3182165 54.518564, -1.3182655 54.5186186, -1.3183313 54.5186806)",Myton Road,
"[681433912, 681433898, 681433911]","['2', '3']",unclassified,,,False,False,158.406,"LINESTRING (-1.318178 54.5185216, -1.3181063 54.5183018, -1.3180702 54.5181912, -1.3179285 54.5178008, -1.3178295 54.5175432, -1.3177029 54.5171242)",Myton Road,
17449008,1,unclassified,,roundabout,True,False,12.263,"LINESTRING (-1.317624 54.5169451, -1.3175934 54.5169773, -1.3175423 54.516999, -1.3174802 54.5170062)",,
34372744,1,unclassified,,,True,False,21.38,"LINESTRING (-1.317624 54.5169451, -1.3176754 54.5169878, -1.3177036 54.5170337, -1.3177143 54.5170882, -1.3177029 54.5171242)",Myton Road,
"[25830364, 25830365, 27128631]",2,tertiary,40 mph,,False,False,130.637,"LINESTRING (-1.3104273 54.5205668, -1.3105251 54.5205289, -1.3108083 54.5204342, -1.3112461 54.5202997, -1.3114119 54.5202572, -1.3116411 54.5201984, -1.3122384 54.5200459)",Ingleby Way,yes
16803958,,residential,,,False,False,63.047,"LINESTRING (-1.3122384 54.5200459, -1.3123209 54.5202496, -1.3123291 54.5203395, -1.3123515 54.5206069)",Middle Road,
"[25830364, 25830365, 27128631]",2,tertiary,40 mph,,False,True,130.63699999999997,"LINESTRING (-1.3122384 54.5200459, -1.3116411 54.5201984, -1.3114119 54.5202572, -1.3112461 54.5202997, -1.3108083 54.5204342, -1.3105251 54.5205289, -1.3104273 54.5205668)",Ingleby Way,yes
222764889,2,tertiary,40 mph,,False,False,120.624,"LINESTRING (-1.3122384 54.5200459, -1.3134733 54.5198244, -1.3140216 54.5197211)",Ingleby Way,
17092492,2,tertiary,,roundabout,True,False,24.093999999999998,"LINESTRING (-1.3146313 54.5193909, -1.314673 54.5193641, -1.3147239 54.5193434, -1.3147815 54.5193296, -1.3148428 54.5193236, -1.3149049 54.5193255, -1.3149648 54.5193354)",,
17093196,1,tertiary,,,True,False,44.804,"LINESTRING (-1.3146313 54.5193909, -1.3146908 54.5192769, -1.3147236 54.519218, -1.3147585 54.5191308, -1.314806 54.5190013)",Barwick Way,
17092492,2,tertiary,,roundabout,True,False,5.214,"LINESTRING (-1.3149648 54.5193354, -1.3150344 54.5193592)",,
17092492,2,tertiary,,roundabout,True,False,24.345,"LINESTRING (-1.3150344 54.5193592, -1.3150864 54.5193909, -1.3151219 54.5194296, -1.3151384 54.5194723, -1.3151346 54.519516, -1.3151109 54.5195576)",,
"[17092568, 681415275, 478511942]",2,tertiary,30 mph,,True,False,224.01800000000003,"LINESTRING (-1.3150344 54.5193592, -1.3152976 54.5193402, -1.3155707 54.5193276, -1.3157503 54.5193289, -1.316053 54.5193406, -1.31641 54.5193773, -1.3173753 54.5194613, -1.3176433 54.5194706, -1.317772 54.5194679, -1.3179047 54.5194578, -1.318126 54.5194297, -1.3182776 54.5193986, -1.3184536 54.5193545)",Ingleby Way,
17092492,2,tertiary,,roundabout,True,False,24.315,"LINESTRING (-1.3151109 54.5195576, -1.3150691 54.519594, -1.3150121 54.5196226, -1.314944 54.5196413, -1.3148698 54.5196489, -1.3147948 54.5196447)",,
17092492,2,tertiary,,roundabout,True,False,28.279,"LINESTRING (-1.3147948 54.5196447, -1.3147137 54.5196255, -1.3146467 54.5195927, -1.3146004 54.5195495, -1.3145793 54.5195002, -1.3145855 54.5194494)",,
17092819,1,tertiary,,,True,False,50.788000000000004,"LINESTRING (-1.3147948 54.5196447, -1.3145968 54.5196506, -1.3143773 54.519671, -1.3142207 54.5196967, -1.3141496 54.5197076, -1.3140216 54.5197211)",Ingleby Way,
17092492,2,tertiary,,roundabout,True,False,7.181,"LINESTRING (-1.3145855 54.5194494, -1.3146033 54.5194188, -1.3146313 54.5193909)",,
16428790,2,tertiary,30 mph,,False,True,102.40700000000001,"LINESTRING (-1.320603 54.5141323, -1.3211229 54.5141048, -1.3213326 54.5140934, -1.3217269 54.5140825, -1.3219669 54.5140957, -1.3221829 54.5141128)",Blair Avenue,
222764890,2,tertiary,30 mph,,False,False,40.010999999999996,"LINESTRING (-1.320603 54.5141323, -1.3203536 54.5141315, -1.3199835 54.5141222)",Blair Avenue,
222764890,2,tertiary,30 mph,,False,False,47.32,"LINESTRING (-1.3153487 54.5139075, -1.3146338 54.5140017)",Blair Avenue,
222764890,2,tertiary,30 mph,,False,True,40.582,"LINESTRING (-1.3153487 54.5139075, -1.3159621 54.5138275)",Blair Avenue,
17449217,,unclassified,,,False,False,201.80599999999998,"LINESTRING (-1.3153487 54.5139075, -1.3153742 54.513996, -1.3154764 54.5142565, -1.3158617 54.5151304, -1.316039 54.5154812, -1.3161994 54.5156472)",Lamb Lane,
17449184,,unclassified,,roundabout,True,False,15.986,"LINESTRING (-1.3161994 54.5156472, -1.3162471 54.5156413, -1.3162977 54.5156457, -1.3163404 54.5156595, -1.3163596 54.5156704, -1.3163903 54.5157082)",,
17449217,,unclassified,,,False,True,201.806,"LINESTRING (-1.3161994 54.5156472, -1.316039 54.5154812, -1.3158617 54.5151304, -1.3154764 54.5142565, -1.3153742 54.513996, -1.3153487 54.5139075)",Lamb Lane,
