osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,junction
328268740,4,A3,Northway,trunk,40 mph,False,True,31.904,,"LINESTRING (-6.4442906 54.4251495, -6.4439345 54.425348)",
"[866420560, 866421913, 227669554, 866406420]",4,A3,Northway,trunk,"['40 mph', '30 mph']",False,False,314.646,yes,"LINESTRING (-6.4442906 54.4251495, -6.445237 54.4246467, -6.4459606 54.4242657, -6.4462139 54.4241323, -6.4466035 54.4239139, -6.4467236 54.4238483, -6.4469963 54.4236993, -6.447617 54.4233554, -6.4478392 54.4232154)",
328268893,1,,,trunk_link,30 mph,True,False,89.264,,"LINESTRING (-6.4479668 54.423096, -6.4479849 54.4229889, -6.4480488 54.4229096, -6.4481165 54.4228064, -6.4481541 54.4226815, -6.448138 54.422591, -6.448044 54.4224576, -6.4479198 54.4223434)",
866421914,2,A3,Northway,trunk,30 mph,True,False,80.503,,"LINESTRING (-6.4479668 54.423096, -6.4480832 54.4230067, -6.4481854 54.4228877, -6.4482287 54.4227024, -6.4482208 54.4225285, -6.4482915 54.422418)",
42736566,2,,Mandeville Street,tertiary,30 mph,False,True,5.191,,"LINESTRING (-6.4484361 54.4224442, -6.4483595 54.4224303)",
227669553,2,A3,Northway,trunk,30 mph,True,False,100.403,,"LINESTRING (-6.4484361 54.4224442, -6.4483845 54.4225602, -6.4483746 54.4227847, -6.4483218 54.4229359, -6.4481937 54.4230593, -6.4480966 54.4231179, -6.4478392 54.4232154)",
227669553,2,A3,Northway,trunk,30 mph,True,False,6.653,,"LINESTRING (-6.4485883 54.4222858, -6.4485308 54.4223354)",
84015159,,A27,,primary,30 mph,False,False,70.834,,"LINESTRING (-6.4462098 54.4204616, -6.4461984 54.4205252, -6.4461381 54.4207011, -6.4460947 54.4208553, -6.4460486 54.4209786, -6.4460118 54.4210878)",
84015159,,A27,,primary,30 mph,False,False,55.92999999999999,,"LINESTRING (-6.4460118 54.4210878, -6.4459713 54.4212073, -6.4459025 54.4214104, -6.4458692 54.4215835)",
84015159,,A27,,primary,30 mph,False,True,70.834,,"LINESTRING (-6.4460118 54.4210878, -6.4460486 54.4209786, -6.4460947 54.4208553, -6.4461381 54.4207011, -6.4461984 54.4205252, -6.4462098 54.4204616)",
39472426,1,,Mandeville Street,tertiary,,True,False,29.545,,"LINESTRING (-6.4458692 54.4215835, -6.4461816 54.4216196, -6.446317 54.4216356)",
42736568,,A27,Church Street,primary,30 mph,False,True,103.01,,"LINESTRING (-6.4458692 54.4215835, -6.4456403 54.4217026, -6.4455542 54.421758, -6.445282 54.4219196, -6.4448688 54.4221892, -6.4447645 54.4222495)",
84015159,,A27,,primary,30 mph,False,True,55.92999999999999,,"LINESTRING (-6.4458692 54.4215835, -6.4459025 54.4214104, -6.4459713 54.4212073, -6.4460118 54.4210878)",
42736566,2,,Mandeville Street,tertiary,30 mph,False,False,35.561,,"LINESTRING (-6.4470678 54.4221718, -6.4472705 54.4222095, -6.4474338 54.4222426, -6.4475882 54.4222747)",
"[358625279, 358625278, 42736567]",1,,West Street,tertiary,,True,False,231.3,,"LINESTRING (-6.4470678 54.4221718, -6.4466617 54.4222423, -6.4459717 54.4223554, -6.4455344 54.422427, -6.4446283 54.4225848, -6.4443892 54.4226339, -6.4441711 54.4226845, -6.4436547 54.422788)",
186810787,,,Water Street,residential,,False,False,81.13,,"LINESTRING (-6.4425339 54.4270152, -6.4415995 54.4275019)",
186810731,,,Park Road,residential,,False,False,477.52199999999993,,"LINESTRING (-6.4425339 54.4270152, -6.4430778 54.4267429, -6.4438662 54.4263482, -6.4444139 54.4260744, -6.4458514 54.4253374, -6.4460933 54.4252133, -6.4465241 54.4250095, -6.4471181 54.4247543, -6.4472576 54.4247145, -6.4473326 54.4246658, -6.4474037 54.4246049, -6.4475365 54.4243847, -6.4477502 54.4240746)",
"[1103663565, 328269284, 60360004, 1103663575]",,B28,"['Castle Street', 'Garvaghy Road']",secondary,30 mph,False,False,217.64700000000002,,"LINESTRING (-6.4425339 54.4270152, -6.4423843 54.4269219, -6.4421009 54.4266876, -6.4420303 54.4266181, -6.4418342 54.4263875, -6.4417131 54.4261622, -6.4416889 54.4261081, -6.4416214 54.4259188, -6.4415633 54.4256591, -6.4415167 54.4255026, -6.4414932 54.4254238, -6.441477 54.4253859, -6.4414187 54.4252494, -6.4414023 54.425211)",
35735381,2,B28,Castle Street,secondary,30 mph,True,False,31.207,,"LINESTRING (-6.4414023 54.425211, -6.4412919 54.4251231, -6.4412479 54.4250943, -6.4411724 54.4250593, -6.4410507 54.4250288)",
"[60360004, 1103663565, 328269284, 1103663575]",,B28,"['Castle Street', 'Garvaghy Road']",secondary,30 mph,False,True,217.647,,"LINESTRING (-6.4414023 54.425211, -6.4414187 54.4252494, -6.441477 54.4253859, -6.4414932 54.4254238, -6.4415167 54.4255026, -6.4415633 54.4256591, -6.4416214 54.4259188, -6.4416889 54.4261081, -6.4417131 54.4261622, -6.4418342 54.4263875, -6.4420303 54.4266181, -6.4421009 54.4266876, -6.4423843 54.4269219, -6.4425339 54.4270152)",
"[1107354533, 1103665054]",4,A27,,primary,30 mph,True,False,44.562,,"LINESTRING (-6.4410507 54.4250288, -6.4405667 54.4249448, -6.4403939 54.4249084)",
38439100,2,,,primary_link,30 mph,True,False,47.982000000000006,,"LINESTRING (-6.4403939 54.4249084, -6.4402375 54.4247987, -6.4402239 54.4247462, -6.4402206 54.4247191, -6.4402566 54.4246224, -6.4403367 54.424523)",
60320518,2,A27,,primary,30 mph,True,False,52.016999999999996,,"LINESTRING (-6.4403939 54.4249084, -6.4401261 54.4248675, -6.43997 54.4248591, -6.4398482 54.4248628, -6.4397485 54.4248801, -6.4396141 54.4249109)",
"[60320516, 1103663571, 35732372, 35732373, 39470559]","['2', '4', '3']",A27,Bridge Street,primary,30 mph,False,False,130.788,yes,"LINESTRING (-6.4396141 54.4249109, -6.4395337 54.424954, -6.4394712 54.4249906, -6.4388991 54.4253255, -6.4387173 54.4254431, -6.4384807 54.4255613, -6.4383627 54.4256143, -6.4381364 54.4257096)",
