osmid,oneway,name,highway,maxspeed,reversed,length,ref,geometry,lanes,bridge,junction
93713306,True,Church Street,unclassified,30 mph,False,20.918,,"LINESTRING (-7.4629751 54.8263283, -7.4626724 54.8263989)",,,
142060908,False,Market Street,secondary,30 mph,False,14.751,B72,"LINESTRING (-7.4629751 54.8263283, -7.4629115 54.8262008)",,,
15639148,False,Abercorn Square,secondary,30 mph,True,115.63,B72,"LINESTRING (-7.4629751 54.8263283, -7.4630685 54.8265356, -7.4631586 54.8268107, -7.4631714 54.8269764, -7.4631724 54.8271524, -7.4632182 54.8273546)",,,
143925670,True,Castle Place,unclassified,30 mph,False,71.623,,"LINESTRING (-7.4629751 54.8263283, -7.4632275 54.8263061, -7.4638873 54.8262162, -7.4640687 54.8261958)",,,
15639148,False,Abercorn Square,secondary,30 mph,False,115.63,B72,"LINESTRING (-7.4632182 54.8273546, -7.4631724 54.8271524, -7.4631714 54.8269764, -7.4631586 54.8268107, -7.4630685 54.8265356, -7.4629751 54.8263283)",,,
71747901,False,Railway Street,secondary,30 mph,True,106.639,,"LINESTRING (-7.4632182 54.8273546, -7.4633255 54.8273425, -7.4634762 54.8273256, -7.4636564 54.8273311, -7.4636891 54.8273359, -7.463899 54.827367, -7.464207 54.82749, -7.464687 54.8276938)",,,
368814839,False,Derry Road,secondary,30 mph,True,119.97400000000002,B72,"LINESTRING (-7.4632182 54.8273546, -7.4633036 54.8276145, -7.4633509 54.8278063, -7.4633283 54.827977, -7.4632309 54.828423)",2,,
1000282348,True,Railway Street,secondary,30 mph,False,24.558999999999997,,"LINESTRING (-7.4700267 54.8299486, -7.4698345 54.8298967, -7.4696669 54.8298767)",2,,
1000282349,False,,secondary,30 mph,False,18.183,,"LINESTRING (-7.4700267 54.8299486, -7.4700358 54.8299534, -7.4701154 54.8299956, -7.4702303 54.8300625)",5,,
42424710,False,Urney Road,secondary,30 mph,False,26.268,B85,"LINESTRING (-7.4692538 54.8234402, -7.4694637 54.8234703, -7.4696546 54.8234894)",2,,
93713308,False,Bridge Street,secondary,30 mph,False,27.070999999999998,,"LINESTRING (-7.4692538 54.8234402, -7.4690441 54.8234252, -7.4688344 54.8234103)",2,,
368806240,False,Melmount Road,tertiary,30 mph,True,29.948999999999998,,"LINESTRING (-7.4692538 54.8234402, -7.4693354 54.8233082, -7.4694564 54.8231994)",3,,
1020971679,False,Bradley Way,tertiary,30 mph,True,20.539,,"LINESTRING (-7.4692538 54.8234402, -7.4692428 54.8235459, -7.469246 54.8236247)",3,,
182668945,False,Bridge Street,secondary,30 mph,True,20.254,,"LINESTRING (-7.4624688 54.8253045, -7.4627741 54.8252571)",2,,
142060897,False,Milltown Road,secondary,30 mph,False,39.474999999999994,B72,"LINESTRING (-7.4624688 54.8253045, -7.4623861 54.8252583, -7.4621481 54.8250043)",2,,
142060908,False,Market Street,secondary,30 mph,True,103.675,B72,"LINESTRING (-7.4624688 54.8253045, -7.4625046 54.8254115, -7.4627202 54.8258176, -7.4629115 54.8262008)",,,
142060897,False,Milltown Road,secondary,30 mph,True,99.111,B72,"LINESTRING (-7.4589356 54.8231214, -7.4600896 54.8237151)",2,,
142060897,False,Milltown Road,secondary,30 mph,False,144.403,B72,"LINESTRING (-7.4589356 54.8231214, -7.4578079 54.8226068, -7.4571772 54.8223089)",2,,
196337612,False,Barrack Street,unclassified,30 mph,True,40.254999999999995,,"LINESTRING (-7.4589356 54.8231214, -7.4587986 54.8231942, -7.4586136 54.8232706, -7.4584108 54.8233107)",,,
142060897,False,Milltown Road,secondary,30 mph,False,43.886,B72,"LINESTRING (-7.4606031 54.8239763, -7.4604975 54.8239197, -7.4600896 54.8237151)",2,,
142060897,False,Milltown Road,secondary,30 mph,True,151.62,B72,"LINESTRING (-7.4606031 54.8239763, -7.4606975 54.8240262, -7.4612295 54.8243355, -7.4614007 54.8244398, -7.4615689 54.8245509, -7.4619608 54.8248404, -7.4621481 54.8250043)",2,,
262149487,False,Kennedy Street,unclassified,30 mph,True,83.095,,"LINESTRING (-7.4606031 54.8239763, -7.4605856 54.8239975, -7.4600969 54.8245872, -7.4600443 54.8246507)",,,
138031984,False,Curlyhill Road,unclassified,30 mph,True,162.03099999999998,,"LINESTRING (-7.455158 54.826641, -7.4554956 54.826591, -7.4561363 54.826569, -7.456637 54.8266475, -7.4570321 54.8267087, -7.4572898 54.8267409, -7.4576351 54.826763)",,,
262415621,False,Hillmount Grove,residential,30 mph,False,116.91900000000001,,"LINESTRING (-7.455158 54.826641, -7.4551416 54.8267716, -7.4552086 54.8270633, -7.4553128 54.8272663, -7.4555214 54.8274937, -7.4556356 54.8276367)",,,
400529498,False,Newtownkennedy Street,residential,30 mph,True,16.007,,"LINESTRING (-7.4584108 54.8233107, -7.458177 54.8232599)",2,,
142060906,False,Barrack Street,unclassified,30 mph,True,111.91200000000002,,"LINESTRING (-7.4584108 54.8233107, -7.4584392 54.8234165, -7.4585546 54.8235297, -7.4587573 54.8236835, -7.4588939 54.8237901, -7.4589976 54.8238807, -7.4590486 54.8239342, -7.4591992 54.824095, -7.4592945 54.8241666)",,,
196337612,False,Barrack Street,unclassified,30 mph,False,40.254999999999995,,"LINESTRING (-7.4584108 54.8233107, -7.4586136 54.8232706, -7.4587986 54.8231942, -7.4589356 54.8231214)",,,
15639290,False,Butcher Street,unclassified,30 mph,False,100.20599999999999,,"LINESTRING (-7.4615256 54.8256548, -7.4616709 54.8257006, -7.4618501 54.8258069, -7.4623376 54.8261043, -7.4625599 54.8262103, -7.4626996 54.8262275)",,,
138031985,False,Bowling Green,unclassified,30 mph,True,143.506,,"LINESTRING (-7.4615256 54.8256548, -7.4613799 54.8257344, -7.4612391 54.825826, -7.4611614 54.8258673, -7.4610327 54.8259371, -7.4608873 54.8260211, -7.4608941 54.8260697, -7.4610143 54.8261885, -7.4611262 54.8262893, -7.4612858 54.8264298, -7.4614837 54.8266023, -7.4615691 54.8266784)",,,
142060906,False,Barrack Street,unclassified,30 mph,False,127.58600000000001,,"LINESTRING (-7.4615256 54.8256548, -7.4614736 54.8255957, -7.4613164 54.8254615, -7.4612138 54.8253722, -7.461105 54.8252999, -7.4608604 54.8251416, -7.4606286 54.8249993, -7.4602529 54.8247782)",,,
201199600,False,Patrick Street,unclassified,30 mph,False,19.365000000000002,,"LINESTRING (-7.4624022 54.8274844, -7.4623557 54.8274199, -7.4622754 54.8273264)",2,,
201199600,False,Patrick Street,unclassified,30 mph,True,117.283,,"LINESTRING (-7.4624022 54.8274844, -7.4627684 54.8278384, -7.4630696 54.8281996, -7.463178 54.8283497, -7.4632309 54.828423)",2,,
385633854,False,,residential,30 mph,False,110.529,,"LINESTRING (-7.4624022 54.8274844, -7.4615784 54.8277478, -7.4609632 54.8278286, -7.4608111 54.8278343)",,,
142060897,False,Milltown Road,secondary,30 mph,False,151.62,B72,"LINESTRING (-7.4621481 54.8250043, -7.4619608 54.8248404, -7.4615689 54.8245509, -7.4614007 54.8244398, -7.4612295 54.8243355, -7.4606975 54.8240262, -7.4606031 54.8239763)",2,,
142060897,False,Milltown Road,secondary,30 mph,True,39.474999999999994,B72,"LINESTRING (-7.4621481 54.8250043, -7.4623861 54.8252583, -7.4624688 54.8253045)",2,,
143925683,False,,unclassified,30 mph,False,55.160999999999994,,"LINESTRING (-7.4621481 54.8250043, -7.4622373 54.8249928, -7.4623622 54.8249942, -7.4625606 54.825072, -7.4627183 54.8251449, -7.4627462 54.825201, -7.4627741 54.8252571)",,,
182668945,False,Bridge Street,secondary,30 mph,False,20.254,,"LINESTRING (-7.4627741 54.8252571, -7.4624688 54.8253045)",2,,
143925683,False,,unclassified,30 mph,True,55.161,,"LINESTRING (-7.4627741 54.8252571, -7.4627462 54.825201, -7.4627183 54.8251449, -7.4625606 54.825072, -7.4623622 54.8249942, -7.4622373 54.8249928, -7.4621481 54.8250043)",,,
182668945,False,Bridge Street,secondary,30 mph,True,22.681,,"LINESTRING (-7.4627741 54.8252571, -7.4628389 54.825247, -7.4631118 54.8251959)",2,,
182668945,False,Bridge Street,secondary,30 mph,False,22.681,,"LINESTRING (-7.4631118 54.8251959, -7.4628389 54.825247, -7.4627741 54.8252571)",2,,
