osmid,ref,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,junction,bridge
152126195,,Riverside Mews,residential,30 mph,False,True,82.42000000000002,,"LINESTRING (-6.2176085 54.7132044, -6.2173501 54.7132133, -6.2173026 54.713212, -6.2172552 54.7132058, -6.2171964 54.7131963, -6.2171377 54.7131796, -6.2170935 54.7131602, -6.2168983 54.7130617, -6.2168377 54.7130407, -6.2167716 54.7130239, -6.2164431 54.7129649)",,
1164750180,,High Street,unclassified,,False,True,104.375,,"LINESTRING (-6.2207193 54.7150069, -6.2205626 54.7149768, -6.2203634 54.7149012, -6.2197292 54.7147159, -6.2195266 54.7146561, -6.2192744 54.7145816)",,
38075525,,,tertiary,,False,False,25.081,,"LINESTRING (-6.2252476 54.7134638, -6.2251852 54.7134653, -6.2250817 54.7134611, -6.2248597 54.7134428)",,
38075525,,,tertiary,,False,True,24.277,,"LINESTRING (-6.2252476 54.7134638, -6.2253198 54.7134863, -6.2253891 54.713497, -6.2256102 54.7135184)",,
152126185,,Firfields,residential,30 mph,False,True,107.45400000000001,,"LINESTRING (-6.2252476 54.7134638, -6.2253121 54.7132788, -6.2254634 54.7128112, -6.2255595 54.7125144)",,
152126208,,Riverside,residential,30 mph,False,False,18.509,,"LINESTRING (-6.2176778 54.7106905, -6.2177052 54.7108562)",,
923322401,,Castle Street,residential,,True,False,14.905,1,"LINESTRING (-6.2207586 54.7176291, -6.2209669 54.7176882)",,
4571692,A6,,trunk,30 mph,True,False,90.23,2,"LINESTRING (-6.2207586 54.7176291, -6.2208556 54.7169609, -6.2209162 54.7168244)",,
184008456,,Castle Street,residential,,False,True,244.10999999999999,2,"LINESTRING (-6.2207586 54.7176291, -6.2207013 54.7176261, -6.2205031 54.7176157, -6.2202504 54.7176025, -6.2201982 54.7176078, -6.22015 54.7176201, -6.2201023 54.7176413, -6.2200756 54.7176585, -6.2200552 54.7176915, -6.2200398 54.7177261, -6.2200313 54.7177627, -6.2200256 54.7178218, -6.2200249 54.7179621, -6.2200294 54.7180931, -6.2200559 54.7182957, -6.2200673 54.7183493, -6.2200752 54.7183868, -6.2200983 54.718475, -6.2201163 54.7185338, -6.2202043 54.7187347, -6.2202614 54.7188655, -6.2202675 54.7188788, -6.2204233 54.7192346, -6.2204335 54.7192577, -6.2204558 54.7193087, -6.2204984 54.7194059)",,
37923243,A6,,trunk,30 mph,True,False,110.066,2,"LINESTRING (-6.2209669 54.7176882, -6.2208489 54.7183278, -6.220813 54.7186738)",,
38230765,,Riverside,residential,30 mph,False,True,70.899,,"LINESTRING (-6.217488 54.7125706, -6.2176085 54.7132044)",,
"[152126208, 38230765]",,Riverside,residential,30 mph,False,"[False, True]",194.964,,"LINESTRING (-6.217488 54.7125706, -6.2174535 54.7122986, -6.2174601 54.7120187, -6.2174384 54.7116965, -6.2174076 54.7115539, -6.2174097 54.7114983, -6.2174168 54.7114621, -6.2174368 54.7114205, -6.2174596 54.7113912, -6.2175173 54.7113373, -6.2175853 54.7112766, -6.2176484 54.7111925, -6.2176875 54.7111137, -6.2176985 54.711035, -6.2177076 54.7109192, -6.2177052 54.7108562)",,
189220856,,Riverside Manor,residential,30 mph,False,True,83.55100000000002,,"LINESTRING (-6.217488 54.7125706, -6.2172259 54.7125729, -6.216974 54.7125879, -6.2167129 54.7126183, -6.2165185 54.7126396, -6.2163559 54.7126538, -6.2161995 54.7126592)",,
189220856,,Riverside Manor,residential,30 mph,False,False,83.55100000000002,,"LINESTRING (-6.2161995 54.7126592, -6.2163559 54.7126538, -6.2165185 54.7126396, -6.2167129 54.7126183, -6.216974 54.7125879, -6.2172259 54.7125729, -6.217488 54.7125706)",,
141054199,,Lough Road,residential,30 mph,False,False,67.967,,"LINESTRING (-6.2207802 54.7135381, -6.2197941 54.7134322, -6.2197399 54.7134264)",,
141054199,,Lough Road,residential,30 mph,False,True,53.44200000000001,,"LINESTRING (-6.2207802 54.7135381, -6.2209967 54.7135598, -6.2215987 54.7136243)",,
189224987,,Clark Court,residential,30 mph,False,True,91.69099999999999,,"LINESTRING (-6.2207802 54.7135381, -6.2206636 54.7137721, -6.2206064 54.7138877, -6.2205807 54.7139235, -6.2205603 54.7139407, -6.2205398 54.7139518, -6.2205146 54.7139639, -6.2204863 54.713972, -6.2204524 54.7139747, -6.22042 54.7139755, -6.220382 54.7139717, -6.2198988 54.7139046)",,
189224987,,Clark Court,residential,30 mph,False,False,9.05,,"LINESTRING (-6.2197618 54.7138856, -6.2198988 54.7139046)",,
184008456,,Castle Street,residential,,False,False,244.10999999999993,2,"LINESTRING (-6.2204984 54.7194059, -6.2204558 54.7193087, -6.2204335 54.7192577, -6.2204233 54.7192346, -6.2202675 54.7188788, -6.2202614 54.7188655, -6.2202043 54.7187347, -6.2201163 54.7185338, -6.2200983 54.718475, -6.2200752 54.7183868, -6.2200673 54.7183493, -6.2200559 54.7182957, -6.2200294 54.7180931, -6.2200249 54.7179621, -6.2200256 54.7178218, -6.2200313 54.7177627, -6.2200398 54.7177261, -6.2200552 54.7176915, -6.2200756 54.7176585, -6.2201023 54.7176413, -6.22015 54.7176201, -6.2201982 54.7176078, -6.2202504 54.7176025, -6.2205031 54.7176157, -6.2207013 54.7176261, -6.2207586 54.7176291)",,
37923243,A6,,trunk,30 mph,True,False,48.984,2,"LINESTRING (-6.2212777 54.7164247, -6.2211661 54.7167099, -6.2211433 54.7167591, -6.2210973 54.7168526)",,
"[1164754881, 38335650, 148902467, 923322405]",A6,,trunk,"['40 mph', '30 mph']",False,False,318.2509999999999,2,"LINESTRING (-6.2212777 54.7164247, -6.2217042 54.7159547, -6.2219021 54.7157797, -6.2221698 54.7155012, -6.2222701 54.7153693, -6.2224083 54.7151351, -6.2224191 54.7151172, -6.2225013 54.7149038, -6.2225421 54.714761, -6.2225242 54.7146265, -6.2225002 54.7144454, -6.2224308 54.7142412, -6.2223758 54.7141187, -6.2222964 54.7140132, -6.2222148 54.7139091, -6.2220861 54.7137793)",,yes
"[1164869737, 1164869738]",A6,,trunk,30 mph,True,False,103.49799999999999,"['1', '2']","LINESTRING (-6.220813 54.7186738, -6.2208005 54.7188751, -6.2208451 54.719356, -6.2208712 54.7194745, -6.2209534 54.7195937)",,
152126208,,Riverside,residential,30 mph,False,True,18.509,,"LINESTRING (-6.2177052 54.7108562, -6.2176778 54.7106905)",,
"[152126208, 38230765]",,Riverside,residential,30 mph,False,"[False, True]",194.964,,"LINESTRING (-6.2177052 54.7108562, -6.2177076 54.7109192, -6.2176985 54.711035, -6.2176875 54.7111137, -6.2176484 54.7111925, -6.2175853 54.7112766, -6.2175173 54.7113373, -6.2174596 54.7113912, -6.2174368 54.7114205, -6.2174168 54.7114621, -6.2174097 54.7114983, -6.2174076 54.7115539, -6.2174384 54.7116965, -6.2174601 54.7120187, -6.2174535 54.7122986, -6.217488 54.7125706)",,
503042552,,,residential,,False,False,27.431,,"LINESTRING (-6.2177052 54.7108562, -6.2179094 54.7108484, -6.2179391 54.7108454, -6.2179521 54.7108429, -6.217965 54.7108388, -6.2179836 54.710828, -6.2180022 54.710813, -6.2180494 54.7107585)",,
503042552,,,residential,,False,True,27.430999999999997,,"LINESTRING (-6.2180494 54.7107585, -6.2180022 54.710813, -6.2179836 54.710828, -6.217965 54.7108388, -6.2179521 54.7108429, -6.2179391 54.7108454, -6.2179094 54.7108484, -6.2177052 54.7108562)",,
661006263,A522,Castle Way,primary,30 mph,True,False,44.975,2,"LINESTRING (-6.2159162 54.7153921, -6.2160943 54.7153901, -6.2161864 54.7153993, -6.2163148 54.7154366, -6.2163761 54.7154548, -6.2165229 54.7155463)",,
"[1164733635, 1164733636, 1164733637, 189380285]",A522,Castle Way,primary,30 mph,False,True,180.989,"['2', '3']","LINESTRING (-6.2159162 54.7153921, -6.2157218 54.7153213, -6.2155401 54.7152438, -6.2153953 54.7151473, -6.2152879 54.7150561, -6.215242 54.714982, -6.2152122 54.714907, -6.2152044 54.7148828, -6.2151891 54.7148173, -6.2151738 54.7147467, -6.215171 54.7146064, -6.2151856 54.7145224, -6.2152019 54.7144423, -6.2152186 54.7143882, -6.2152438 54.7142959, -6.2152663 54.7141602, -6.2152651 54.7141267, -6.2152532 54.7141001, -6.2151909 54.7139464)",,
133434456,,Railway Street,tertiary,30 mph,False,False,75.80799999999999,2,"LINESTRING (-6.2165229 54.7155463, -6.2166487 54.7154225, -6.2167064 54.7153818, -6.216854 54.7152863, -6.2169669 54.7152172, -6.2170296 54.7151791, -6.2171119 54.7151178, -6.2171749 54.7150609, -6.2172263 54.7150032)",,
661006260,A522,Castle Way,primary,30 mph,False,False,316.75,,"LINESTRING (-6.2165229 54.7155463, -6.2166916 54.7156276, -6.2169936 54.7157279, -6.2178203 54.7159932, -6.2181642 54.7161035, -6.2189473 54.7163412, -6.2196305 54.7165152, -6.2199109 54.7165862, -6.2205526 54.7167466, -6.2206169 54.7167604, -6.2209162 54.7168244)",,
661006262,A522,Castle Way,primary,30 mph,True,False,43.29600000000001,2,"LINESTRING (-6.2165229 54.7155463, -6.2163274 54.7155291, -6.2161996 54.715498, -6.2161409 54.7154784, -6.2159162 54.7153921)",,
661006260,A522,Castle Way,primary,30 mph,False,False,12.047,,"LINESTRING (-6.2209162 54.7168244, -6.2210973 54.7168526)",,
4571692,A6,,trunk,30 mph,True,False,50.176,2,"LINESTRING (-6.2209162 54.7168244, -6.2210454 54.7166644, -6.2212777 54.7164247)",,
661006260,A522,Castle Way,primary,30 mph,False,True,316.75,,"LINESTRING (-6.2209162 54.7168244, -6.2206169 54.7167604, -6.2205526 54.7167466, -6.2199109 54.7165862, -6.2196305 54.7165152, -6.2189473 54.7163412, -6.2181642 54.7161035, -6.2178203 54.7159932, -6.2169936 54.7157279, -6.2166916 54.7156276, -6.2165229 54.7155463)",,
1164750311,,Church Street,residential,30 mph,False,True,10.837,2,"LINESTRING (-6.2179597 54.7142125, -6.2177998 54.7141814)",,
38230761,,High Street,tertiary,30 mph,False,False,93.93100000000001,2,"LINESTRING (-6.2179597 54.7142125, -6.2182057 54.7142708, -6.2186036 54.7143868, -6.2186617 54.7144038, -6.2187251 54.7144222, -6.2192744 54.7145816)",,
182025980,,Railway Street,tertiary,30 mph,True,False,100.297,1,"LINESTRING (-6.2179597 54.7142125, -6.2179087 54.7143061, -6.2178845 54.7143505, -6.2177165 54.7145491, -6.2176727 54.7145928, -6.2174714 54.7147932, -6.2173604 54.714901, -6.2173211 54.7149391, -6.2172263 54.7150032)",,
189224987,,Clark Court,residential,30 mph,False,True,9.05,,"LINESTRING (-6.2198988 54.7139046, -6.2197618 54.7138856)",,
1164750181,,Clark Court,residential,30 mph,False,True,4.478,,"LINESTRING (-6.2198988 54.7139046, -6.2198852 54.7139441)",,
189224987,,Clark Court,residential,30 mph,False,False,91.691,,"LINESTRING (-6.2198988 54.7139046, -6.220382 54.7139717, -6.22042 54.7139755, -6.2204524 54.7139747, -6.2204863 54.713972, -6.2205146 54.7139639, -6.2205398 54.7139518, -6.2205603 54.7139407, -6.2205807 54.7139235, -6.2206064 54.7138877, -6.2206636 54.7137721, -6.2207802 54.7135381)",,
1164750181,,Clark Court,residential,30 mph,False,False,4.478,,"LINESTRING (-6.2198852 54.7139441, -6.2198988 54.7139046)",,
38075525,,,tertiary,,False,False,50.446000000000005,,"LINESTRING (-6.2248597 54.7134428, -6.224711 54.7134284, -6.2240863 54.713364)",,
1164754859,,Firfields,residential,,False,True,63.821000000000005,,"LINESTRING (-6.2248597 54.7134428, -6.2248415 54.7133749, -6.2248114 54.7133626, -6.2241372 54.7132869, -6.2241071 54.7132992, -6.2240863 54.713364)",,
38075525,,,tertiary,,False,True,25.081,,"LINESTRING (-6.2248597 54.7134428, -6.2250817 54.7134611, -6.2251852 54.7134653, -6.2252476 54.7134638)",,
38075525,,,tertiary,,False,True,53.278,,"LINESTRING (-6.2256102 54.7135184, -6.2264264 54.7136037)",,
1164754863,,Firfields,residential,,False,False,65.571,,"LINESTRING (-6.2256102 54.7135184, -6.2256586 54.713452, -6.2256834 54.7134499, -6.2263541 54.7135143, -6.2264125 54.7135317, -6.2264264 54.7136037)",,
38075525,,,tertiary,,False,False,24.277,,"LINESTRING (-6.2256102 54.7135184, -6.2253891 54.713497, -6.2253198 54.7134863, -6.2252476 54.7134638)",,
38075525,,,tertiary,,False,False,53.278,,"LINESTRING (-6.2264264 54.7136037, -6.2256102 54.7135184)",,
1164754863,,Firfields,residential,,False,True,65.571,,"LINESTRING (-6.2264264 54.7136037, -6.2264125 54.7135317, -6.2263541 54.7135143, -6.2256834 54.7134499, -6.2256586 54.713452, -6.2256102 54.7135184)",,
