osmid,ref,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,junction
4646981,B652,Station Road,secondary,30 mph,False,False,18.136,,"LINESTRING (-0.3549475 51.8144681, -0.3547061 51.8145339)",
4645251,A1081,High Street,primary,30 mph,False,True,71.559,2,"LINESTRING (-0.3549475 51.8144681, -0.3550587 51.8145704, -0.3552885 51.8148373, -0.3553939 51.8149597, -0.3554503 51.8150309)",
4645252,A1081,St Albans Road,primary,30 mph,False,False,201.71999999999997,2,"LINESTRING (-0.3549475 51.8144681, -0.3548132 51.8142734, -0.3547364 51.8141007, -0.3546315 51.8138168, -0.3544355 51.8130522, -0.3543665 51.8128999, -0.3542579 51.8127117)",
4980616,,,unclassified,20 mph,True,False,31.552999999999997,,"LINESTRING (-0.3549475 51.8144681, -0.3550024 51.8143951, -0.3551425 51.8143477, -0.355294 51.8143013)",
4646981,B652,Station Road,secondary,30 mph,False,True,92.001,,"LINESTRING (-0.3535383 51.814932, -0.3544938 51.8145772, -0.3546529 51.8145422, -0.3547061 51.8145339)",
4647305,,Arden Grove,residential,,False,False,100.00000000000001,,"LINESTRING (-0.3535383 51.814932, -0.3532725 51.8146457, -0.3530209 51.8143788, -0.352973 51.814328, -0.3529235 51.8142738, -0.3528081 51.8141542)",
26795491,B652,Station Road,secondary,30 mph,False,False,61.443,2,"LINESTRING (-0.3535383 51.814932, -0.3531066 51.8151024, -0.353076 51.8151154, -0.35304 51.8151289, -0.3529214 51.8151795, -0.352818 51.8152536)",
4596950,,Victoria Road,residential,,False,False,94.371,,"LINESTRING (-0.352818 51.8152536, -0.3529018 51.8153017, -0.353325 51.815551, -0.3537872 51.8158542)",
4905735,,Station Approach,unclassified,,False,False,158.05599999999998,2,"LINESTRING (-0.352818 51.8152536, -0.352691 51.8152127, -0.3525576 51.8151931, -0.3524365 51.8151815, -0.3522891 51.8151308, -0.3521854 51.8150616, -0.3520785 51.8149188, -0.3519888 51.8147342, -0.3518666 51.8145561, -0.351839 51.8145196, -0.3517237 51.8144331, -0.3514774 51.8142007)",
26795491,B652,Station Road,secondary,30 mph,False,True,61.443000000000005,2,"LINESTRING (-0.352818 51.8152536, -0.3529214 51.8151795, -0.35304 51.8151289, -0.353076 51.8151154, -0.3531066 51.8151024, -0.3535383 51.814932)",
"[678022024, 728553906, 1034334608]",B652,Station Road,secondary,30 mph,False,False,87.002,2,"LINESTRING (-0.352818 51.8152536, -0.3527008 51.8153723, -0.3526105 51.8154674, -0.3524573 51.8156112, -0.3523703 51.8156616, -0.352128 51.8158132, -0.3520549 51.8158719)",
233319432,B652,Station Road,secondary,30 mph,False,False,35.539,2,"LINESTRING (-0.3489573 51.8174108, -0.3484895 51.8175469)",
233319432,B652,Station Road,secondary,30 mph,False,True,40.401,2,"LINESTRING (-0.3489573 51.8174108, -0.3494765 51.8172405)",
1034334605,,Rothamsted Avenue,residential,20 mph,False,False,10.495,,"LINESTRING (-0.3570615 51.8167473, -0.3571874 51.8166939)",
4645251,A1081,High Street,primary,30 mph,False,False,188.09799999999998,2,"LINESTRING (-0.3570615 51.8167473, -0.3569308 51.8166093, -0.3567902 51.8164608, -0.3567434 51.8164176, -0.3567072 51.8163797, -0.3565511 51.8162165, -0.3564687 51.8161453, -0.3564217 51.8161014, -0.3562971 51.8159852, -0.3560035 51.8156642, -0.3559744 51.8156323, -0.3558519 51.8154935, -0.3557887 51.8154283, -0.3556739 51.8152906)",
1034334604,A1081,High Street,primary,30 mph,False,True,121.799,2,"LINESTRING (-0.3570615 51.8167473, -0.3572109 51.8169814, -0.3572968 51.8171737, -0.3573426 51.8173016, -0.3573821 51.8174035, -0.3575321 51.8176661, -0.3576031 51.8177884)",
4574017,,Salisbury Avenue,residential,,False,True,103.227,,"LINESTRING (-0.3606453 51.8155498, -0.3613787 51.8163599)",
4575797,,Rothamsted Avenue,residential,30 mph,False,True,94.281,,"LINESTRING (-0.3606453 51.8155498, -0.3593783 51.8158745)",
4574143,,Thompsons Close,residential,,False,False,54.485,,"LINESTRING (-0.3547034 51.8173522, -0.355383 51.8171)",
