osmid,oneway,lanes,ref,name,highway,maxspeed,junction,reversed,length,geometry,width,bridge
4487719,False,,,Duncan Road,residential,20 mph,,True,213.55,"LINESTRING (-0.7855328 50.8437089, -0.7855066 50.8438431, -0.785499 50.8439695, -0.7856226 50.8442267, -0.7857836 50.8443897, -0.7860356 50.8445516, -0.7865427 50.8448271, -0.7871883 50.8451005, -0.7872533 50.845141)",,
4487719,False,,,Duncan Road,residential,20 mph,,False,63.323,"LINESTRING (-0.7858331 50.8435675, -0.786176 50.8435844, -0.7867313 50.8436186)",,
4487719,False,,,Duncan Road,residential,20 mph,,True,31.508,"LINESTRING (-0.7858331 50.8435675, -0.7857275 50.8435621, -0.7856926 50.843563, -0.7856606 50.8435673, -0.7856286 50.8435762, -0.785605 50.8435891, -0.785581 50.843605, -0.7855599 50.8436262, -0.785547 50.8436462, -0.7855352 50.8436926, -0.7855328 50.8437089)",,
254496091,False,,,Duncan Road,residential,20 mph,,False,31.041,"LINESTRING (-0.7858331 50.8435675, -0.7858228 50.8436169, -0.7858097 50.843643, -0.7857805 50.8436692, -0.7857439 50.843689, -0.7857058 50.8437045, -0.785666 50.8437121, -0.7856243 50.8437151, -0.7855838 50.8437131, -0.7855328 50.8437089)",,
25906393,False,,,Oak Avenue,residential,20 mph,,True,89.001,"LINESTRING (-0.7896132 50.8421536, -0.7890267 50.8421136, -0.788658 50.8420929, -0.7883509 50.8420833)",,
"[144986052, 144986053]",False,2,,Sherborne Road,tertiary,20 mph,,False,134.213,"LINESTRING (-0.7896132 50.8421536, -0.7895499 50.8423374, -0.7894885 50.8424797, -0.7894078 50.8426876, -0.789337 50.8428234, -0.7892565 50.8429942, -0.7891457 50.843146, -0.7890238 50.8432965)",6.6,
144986052,False,2,,Sherborne Road,tertiary,20 mph,,True,34.997,"LINESTRING (-0.7896132 50.8421536, -0.7896699 50.84202, -0.7897087 50.8419518, -0.7897645 50.841854)",,
8150787,False,,,Somerstown,residential,20 mph,,False,70.843,"LINESTRING (-0.779037 50.8425952, -0.779214 50.8425918, -0.7798229 50.8425308, -0.7799489 50.8425342, -0.7800295 50.8425584)",,
"[833845312, 87786151]",False,2,A286,Broyle Road,primary,"['20 mph', '30 mph']",,False,115.764,"LINESTRING (-0.779037 50.8425952, -0.7789382 50.8422956, -0.7789347 50.8422848, -0.7788881 50.842159, -0.7788294 50.841971, -0.7787966 50.8418298, -0.7788394 50.8415707)",,
87786151,False,2,A286,Broyle Road,primary,30 mph,,True,135.761,"LINESTRING (-0.779037 50.8425952, -0.7791507 50.8429323, -0.7791861 50.8430846, -0.7792151 50.8433097, -0.779246 50.8438058)",,
8150789,False,,,Somerstown,residential,20 mph,,True,36.043,"LINESTRING (-0.7794573 50.8421937, -0.7796026 50.8421758, -0.7798144 50.8421497, -0.7799635 50.8421564)",,
8150779,False,,,Somerstown,residential,20 mph,,False,35.581999999999994,"LINESTRING (-0.7800295 50.8425584, -0.7800842 50.8425919, -0.7801396 50.8426379, -0.780239 50.842712, -0.7803954 50.8427747)",,
8150787,False,,,Somerstown,residential,20 mph,,True,70.843,"LINESTRING (-0.7800295 50.8425584, -0.7799489 50.8425342, -0.7798229 50.8425308, -0.779214 50.8425918, -0.779037 50.8425952)",,
29242423,False,,,Somerstown,residential,20 mph,,False,45.253,"LINESTRING (-0.7800295 50.8425584, -0.7800464 50.8424715, -0.7799635 50.8421564)",,
8150779,False,,,Somerstown,residential,20 mph,,True,35.582,"LINESTRING (-0.7803954 50.8427747, -0.780239 50.842712, -0.7801396 50.8426379, -0.7800842 50.8425919, -0.7800295 50.8425584)",,
8150783,False,,,Somerstown,residential,20 mph,,False,120.664,"LINESTRING (-0.7803954 50.8427747, -0.780191 50.8430867, -0.7801222 50.8431317, -0.7799382 50.8431704, -0.7797196 50.843191, -0.7796596 50.8432409, -0.7796538 50.8433211, -0.7796619 50.8434124, -0.7796042 50.8434449, -0.7793829 50.8434455)",,
87602948,False,,,Somerstown,residential,20 mph,,False,85.517,"LINESTRING (-0.7803954 50.8427747, -0.7805393 50.8427974, -0.7809979 50.842773, -0.7811885 50.8427307, -0.7813618 50.842711, -0.7814643 50.8426915, -0.7815741 50.8426548)",,
87602924,False,,,Somerstown,residential,20 mph,,False,48.634,"LINESTRING (-0.7815741 50.8426548, -0.7816372 50.8426953, -0.7817165 50.8427627, -0.781752 50.8428286, -0.7818051 50.8430531)",,
87602948,False,,,Somerstown,residential,20 mph,,False,20.404,"LINESTRING (-0.7815741 50.8426548, -0.7816533 50.8426063, -0.7817025 50.8425588, -0.7817348 50.8425055)",,
87602948,False,,,Somerstown,residential,20 mph,,True,85.51700000000001,"LINESTRING (-0.7815741 50.8426548, -0.7814643 50.8426915, -0.7813618 50.842711, -0.7811885 50.8427307, -0.7809979 50.842773, -0.7805393 50.8427974, -0.7803954 50.8427747)",,
87602924,False,,,Somerstown,residential,20 mph,,True,48.63399999999999,"LINESTRING (-0.7818051 50.8430531, -0.781752 50.8428286, -0.7817165 50.8427627, -0.7816372 50.8426953, -0.7815741 50.8426548)",,
8150783,False,,,Somerstown,residential,20 mph,,True,120.66399999999999,"LINESTRING (-0.7793829 50.8434455, -0.7796042 50.8434449, -0.7796619 50.8434124, -0.7796538 50.8433211, -0.7796596 50.8432409, -0.7797196 50.843191, -0.7799382 50.8431704, -0.7801222 50.8431317, -0.780191 50.8430867, -0.7803954 50.8427747)",,
8150789,False,,,Somerstown,residential,20 mph,,False,36.043,"LINESTRING (-0.7799635 50.8421564, -0.7798144 50.8421497, -0.7796026 50.8421758, -0.7794573 50.8421937)",,
8150789,False,,,Somerstown,residential,20 mph,,True,27.346999999999998,"LINESTRING (-0.7799635 50.8421564, -0.7801219 50.8421402, -0.780348 50.8421172)",,
29242423,False,,,Somerstown,residential,20 mph,,True,45.253,"LINESTRING (-0.7799635 50.8421564, -0.7800464 50.8424715, -0.7800295 50.8425584)",,
8150874,False,,,King George Gardens,residential,20 mph,,False,12.462,"LINESTRING (-0.7803601 50.843669, -0.7805158 50.8436152)",,
8150874,False,,,King George Gardens,residential,20 mph,,True,80.62700000000001,"LINESTRING (-0.7803601 50.843669, -0.7802265 50.8436621, -0.7795103 50.8438025, -0.779246 50.8438058)",,
"[1185687007, 8150883, 8150879]",False,,,King George Gardens,residential,20 mph,,True,105.24600000000001,"LINESTRING (-0.7803601 50.843669, -0.7803485 50.8436997, -0.7804479 50.8438926, -0.7807288 50.8441194, -0.7806956 50.8442093, -0.7806269 50.8442386, -0.7806506 50.8445177)",,
8150874,False,,,King George Gardens,residential,20 mph,,False,27.012,"LINESTRING (-0.7805158 50.8436152, -0.7804533 50.8433755)",,
8150874,False,,,King George Gardens,residential,20 mph,,True,12.462,"LINESTRING (-0.7805158 50.8436152, -0.7803601 50.843669)",,
"[8150875, 8150876, 8150877, 8150878]",False,,,King George Gardens,residential,20 mph,,False,167.773,"LINESTRING (-0.7805158 50.8436152, -0.7806499 50.8435668, -0.7808528 50.8434895, -0.7809936 50.8434415, -0.7812001 50.8434166, -0.7813555 50.8434341, -0.7814547 50.8434778, -0.781543 50.8435554, -0.7818694 50.8435495, -0.7819458 50.8435349, -0.7819915 50.8434499, -0.7820397 50.8434107, -0.7821135 50.8433912, -0.7826031 50.8434108)",,
8150874,False,,,King George Gardens,residential,20 mph,,True,27.012,"LINESTRING (-0.7804533 50.8433755, -0.7805158 50.8436152)",,
8150878,False,,,King George Gardens,residential,20 mph,,True,6.621,"LINESTRING (-0.7826972 50.8434146, -0.7826031 50.8434108)",,
"[8150883, 8150879, 1185687007]",False,,,King George Gardens,residential,20 mph,,False,105.24600000000001,"LINESTRING (-0.7806506 50.8445177, -0.7806269 50.8442386, -0.7806956 50.8442093, -0.7807288 50.8441194, -0.7804479 50.8438926, -0.7803485 50.8436997, -0.7803601 50.843669)",,
8443054,False,,,Infirmary Terrace,residential,20 mph,,False,50.488,"LINESTRING (-0.7800075 50.8445775, -0.7796437 50.8445889, -0.7792893 50.8446)",,
4693619,False,,,Norwich Road,residential,20 mph,,False,38.984,"LINESTRING (-0.7859934 50.8459866, -0.7863317 50.8457086)",,
26149964,False,,,Winchester Drive,residential,20 mph,,False,24.41,"LINESTRING (-0.7859934 50.8459866, -0.7856649 50.8459147)",,
4693622,False,,,Norwich Road,residential,20 mph,,False,223.33799999999997,"LINESTRING (-0.7859934 50.8459866, -0.78582 50.8462398, -0.7856111 50.8467568, -0.7855102 50.8470081, -0.7853909 50.8472315, -0.785332 50.8473126, -0.785274 50.8473787, -0.7851766 50.8474776, -0.7850142 50.8475975, -0.7848834 50.8476767, -0.7847023 50.8477748)",,
4693619,False,,,Norwich Road,residential,20 mph,,True,38.984,"LINESTRING (-0.7863317 50.8457086, -0.7859934 50.8459866)",,
26282699,True,,,Norwich Road,residential,20 mph,,False,52.823,"LINESTRING (-0.7863317 50.8457086, -0.7863582 50.8456797, -0.7863909 50.8456168, -0.7864254 50.8454693, -0.7864457 50.8452433)",,
4693624,False,,,Worcester Road,residential,20 mph,,True,70.997,"LINESTRING (-0.7868024 50.8486184, -0.7867033 50.8485231, -0.7865724 50.8484307, -0.7864528 50.848363, -0.7863806 50.8483316, -0.7862968 50.8483073, -0.7861553 50.8482792, -0.7860138 50.8482578)",,
36834384,False,,,Exeter Road,residential,20 mph,,True,102.69800000000001,"LINESTRING (-0.7868024 50.8486184, -0.7869592 50.8485629, -0.7871623 50.8484651, -0.7872563 50.8483955, -0.7872904 50.8483289, -0.7873311 50.8481199, -0.7873942 50.8479694, -0.7874837 50.8478623)",,
4693622,False,,,Norwich Road,residential,20 mph,,True,114.137,"LINESTRING (-0.783182 50.8480896, -0.7834133 50.8480817, -0.7836135 50.8480689, -0.7837218 50.8480558, -0.7838425 50.8480375, -0.7839513 50.8480167, -0.7840309 50.8479988, -0.7840666 50.8479908, -0.7842103 50.8479496, -0.784362 50.8478979, -0.7847023 50.8477748)",,
4693624,False,,,Worcester Road,residential,20 mph,,True,65.37,"LINESTRING (-0.783182 50.8480896, -0.783207 50.8483361, -0.7832074 50.8485107, -0.7831928 50.8486027, -0.7831614 50.8486738)",,
8151124,False,,,Norwich Road,residential,20 mph,,False,43.4,"LINESTRING (-0.783182 50.8480896, -0.782959 50.8480887, -0.782564 50.8480813)",,
87606150,False,2,B2178,St. Paul's Road,secondary,30 mph,,True,32.907,"LINESTRING (-0.7841141 50.843512, -0.7837834 50.8433023)",,
4732308,False,,,Parklands Road,residential,20 mph,,True,100.258,"LINESTRING (-0.7841141 50.843512, -0.7843974 50.8432945, -0.7845054 50.8431904, -0.7846191 50.8430515, -0.7847122 50.8429006, -0.7848046 50.8427332)",,
87606150,False,2,B2178,St. Paul's Road,secondary,30 mph,,False,253.88099999999997,"LINESTRING (-0.7841141 50.843512, -0.7844101 50.8437075, -0.7847908 50.8439308, -0.7851087 50.8441204, -0.7854467 50.8443372, -0.7856545 50.8445113, -0.7858862 50.8447231, -0.7861297 50.8449567, -0.7864457 50.8452433)",,
4732326,False,,,Wells Crescent,residential,20 mph,,True,74.16,"LINESTRING (-0.7874837 50.8478623, -0.7873389 50.847792, -0.7870885 50.8477009, -0.7867938 50.8475331, -0.7866339 50.8474709)",,
36834384,False,,,Exeter Road,residential,20 mph,,False,102.69800000000001,"LINESTRING (-0.7874837 50.8478623, -0.7873942 50.8479694, -0.7873311 50.8481199, -0.7872904 50.8483289, -0.7872563 50.8483955, -0.7871623 50.8484651, -0.7869592 50.8485629, -0.7868024 50.8486184)",,
40243472,False,,,Exeter Road,residential,20 mph,,True,93.693,"LINESTRING (-0.7874837 50.8478623, -0.7876277 50.8477737, -0.7878416 50.8476801, -0.7880576 50.847586, -0.7881549 50.8475172, -0.7882442 50.8474264, -0.7883611 50.8472551)",,
1058803107,False,,,Summersdale Road,tertiary,20 mph,,False,8.173,"LINESTRING (-0.7766323 50.8482396, -0.7766323 50.8483131)",,
"[220219632, 1058803108, 4691340]",False,2,,Wellington Road,tertiary,20 mph,,False,254.97200000000004,"LINESTRING (-0.7766323 50.8482396, -0.7766725 50.8482254, -0.7769666 50.8480931, -0.7772179 50.8480073, -0.7775861 50.8479043, -0.7777472 50.8478747, -0.7790172 50.8477334, -0.778706 50.847779, -0.7792889 50.8477208, -0.7793718 50.8477278, -0.7794567 50.8477211)",,
48838144,True,,,Cedar Drive,residential,20 mph,,False,33.844,"LINESTRING (-0.7871793 50.8404348, -0.7873111 50.8404156, -0.7876094 50.8405272)",,
25906311,False,,,Cedar Drive,residential,20 mph,,True,94.42699999999999,"LINESTRING (-0.7862802 50.8428627, -0.7863182 50.8426482, -0.7864025 50.8422753, -0.7864407 50.8421569, -0.7864922 50.842025)",,
25989817,False,,,Walnut Avenue,residential,20 mph,,False,105.15500000000002,"LINESTRING (-0.7862802 50.8428627, -0.7854137 50.8428233, -0.7852489 50.8428148, -0.7851541 50.8428042, -0.7850603 50.8427879, -0.7848046 50.8427332)",,
25989817,False,,,Walnut Avenue,residential,20 mph,,True,178.61599999999999,"LINESTRING (-0.7862802 50.8428627, -0.7869835 50.8428962, -0.7876547 50.8429252, -0.7877323 50.8429481, -0.7877784 50.8429922, -0.7877844 50.8430435, -0.7877449 50.8433126, -0.7877193 50.8436197)",,
4811070,False,,,Franklin Place,residential,20 mph,,False,106.896,"LINESTRING (-0.7778192 50.8405017, -0.7766381 50.8405852, -0.7763057 50.8405654)",,
4811070,False,,,Franklin Place,residential,20 mph,,True,106.896,"LINESTRING (-0.7763057 50.8405654, -0.7766381 50.8405852, -0.7778192 50.8405017)",,
4811092,False,,,Franklin Place,residential,,,True,18.519,"LINESTRING (-0.7763057 50.8405654, -0.7763106 50.8407026, -0.7763117 50.8407319)",,
4811091,True,1,A286,Oaklands Way,primary,30 mph,,False,141.598,"LINESTRING (-0.7763117 50.8407319, -0.7765316 50.8407268, -0.7767221 50.8407183, -0.7770734 50.8406946, -0.7777172 50.8406472, -0.7779854 50.8406239, -0.7780578 50.8406154, -0.7781222 50.8406052, -0.7781812 50.8405883, -0.7782214 50.8405731, -0.7782802 50.8405373)",,
4811092,False,,,Franklin Place,residential,,,False,18.519,"LINESTRING (-0.7763117 50.8407319, -0.7763106 50.8407026, -0.7763057 50.8405654)",,
155037940,True,1,B2178,St. Paul's Road,secondary,20 mph,,False,25.195,"LINESTRING (-0.7806295 50.8411305, -0.7805458 50.8411086, -0.7804805 50.8411018, -0.780408 50.8411004, -0.7803627 50.8411066, -0.7802814 50.8411176)",,
"[42887738, 833845311]",False,2,B2178,St. Paul's Road,secondary,30 mph,,False,73.331,"LINESTRING (-0.7806295 50.8411305, -0.7808889 50.8413627, -0.7810821 50.8415345, -0.7812317 50.8416693)",,
144986052,False,2,,Sherborne Road,tertiary,20 mph,,False,34.997,"LINESTRING (-0.7897645 50.841854, -0.7897087 50.8419518, -0.7896699 50.84202, -0.7896132 50.8421536)",,
25906311,False,,,Cedar Drive,residential,20 mph,,False,94.42699999999999,"LINESTRING (-0.7864922 50.842025, -0.7864407 50.8421569, -0.7864025 50.8422753, -0.7863182 50.8426482, -0.7862802 50.8428627)",,
25906311,False,,,Cedar Drive,residential,20 mph,,True,171.033,"LINESTRING (-0.7864922 50.842025, -0.786527 50.8419474, -0.7866065 50.8418091, -0.7867053 50.8416594, -0.7868635 50.8414279, -0.7870029 50.8412449, -0.7871978 50.8410022, -0.7875136 50.8406316)",,
25906393,False,,,Oak Avenue,residential,20 mph,,False,130.85000000000002,"LINESTRING (-0.7864922 50.842025, -0.7868036 50.8420521, -0.7872881 50.8420791, -0.7883509 50.8420833)",,
25906393,False,,,Oak Avenue,residential,20 mph,,False,89.001,"LINESTRING (-0.7883509 50.8420833, -0.788658 50.8420929, -0.7890267 50.8421136, -0.7896132 50.8421536)",,
25906393,False,,,Oak Avenue,residential,20 mph,,True,130.85,"LINESTRING (-0.7883509 50.8420833, -0.7872881 50.8420791, -0.7868036 50.8420521, -0.7864922 50.842025)",,
25989798,False,,,Oak Close,residential,20 mph,,False,94.40599999999999,"LINESTRING (-0.7883509 50.8420833, -0.7883921 50.8417439, -0.78842 50.8416605, -0.7884681 50.8415622, -0.788535 50.8414704, -0.7887024 50.8412781)",,
25989807,False,,,Carleton Road,residential,20 mph,,True,16.401,"LINESTRING (-0.7898756 50.845506, -0.7900328 50.8453969)",,
25989807,False,,,Carleton Road,residential,20 mph,,False,134.727,"LINESTRING (-0.7898756 50.845506, -0.7897351 50.8456632, -0.7896115 50.8458388, -0.7895063 50.8460544, -0.7894195 50.8461614, -0.7892571 50.8463647, -0.7890806 50.8465681, -0.7890551 50.8465975)",,
65180475,False,,,Montagu Road,residential,20 mph,,False,95.98299999999999,"LINESTRING (-0.7898756 50.845506, -0.789696 50.8454356, -0.7894806 50.8453771, -0.7891856 50.8453119, -0.7890812 50.8452956, -0.7889127 50.8452762, -0.7885836 50.8452624)",,
25989805,False,,,Otter Close,residential,20 mph,,False,89.86200000000001,"LINESTRING (-0.7879978 50.8452997, -0.7881047 50.8455709, -0.7881454 50.8456261, -0.7882212 50.8456916, -0.7883754 50.845759, -0.7887518 50.8458834)",,
65180475,False,,,Montagu Road,residential,20 mph,,False,57.676,"LINESTRING (-0.7879978 50.8452997, -0.7879685 50.8452338, -0.787918 50.8451784, -0.7878691 50.84513, -0.7877974 50.8450898, -0.7874763 50.8449747, -0.7874278 50.8449573)",,
65180475,False,,,Montagu Road,residential,20 mph,,True,41.363,"LINESTRING (-0.7879978 50.8452997, -0.7880589 50.8452947, -0.7882296 50.8452805, -0.7883297 50.8452721, -0.7885836 50.8452624)",,
25989798,False,,,Oak Close,residential,20 mph,,True,94.406,"LINESTRING (-0.7887024 50.8412781, -0.788535 50.8414704, -0.7884681 50.8415622, -0.78842 50.8416605, -0.7883921 50.8417439, -0.7883509 50.8420833)",,
40316510,False,,,Otter Close,residential,20 mph,,True,25.666999999999998,"LINESTRING (-0.7885931 50.8460913, -0.7887161 50.8459342, -0.7887518 50.8458834)",,
25989807,False,,,Carleton Road,residential,20 mph,,True,4.347,"LINESTRING (-0.7890254 50.8466318, -0.7890551 50.8465975)",,
25989813,False,,,Gilbert Road,residential,20 mph,,False,42.282000000000004,"LINESTRING (-0.7900272 50.8447701, -0.7899544 50.8444359, -0.7899477 50.8443932)",,
1186181868,False,,,,residential,20 mph,,False,23.719,"LINESTRING (-0.7895121 50.8440164, -0.7898128 50.8439192)",,
1186181868,False,,,,residential,20 mph,,True,10.756,"LINESTRING (-0.7895121 50.8440164, -0.7893748 50.8440593)",,
25989814,False,,,Gilbert Road,residential,20 mph,,False,44.943,"LINESTRING (-0.7895121 50.8440164, -0.789658 50.8443567, -0.7896771 50.8444069)",,
4487719,False,,,Duncan Road,residential,20 mph,,False,69.382,"LINESTRING (-0.7867313 50.8436186, -0.7869339 50.8436206, -0.7873274 50.8436247, -0.7877193 50.8436197)",,
4487719,False,,,Duncan Road,residential,20 mph,,True,63.323,"LINESTRING (-0.7867313 50.8436186, -0.786176 50.8435844, -0.7858331 50.8435675)",,
25989820,False,,,Bell Close,residential,,,False,59.42399999999999,"LINESTRING (-0.7867313 50.8436186, -0.7866731 50.8439464, -0.7865864 50.8441435)",,
25989820,False,,,Bell Close,residential,,,False,24.709,"LINESTRING (-0.7865864 50.8441435, -0.7868928 50.8442528)",,
1186163604,False,,,,residential,,,False,8.83,"LINESTRING (-0.7865864 50.8441435, -0.7865276 50.8442137)",,
25989820,False,,,Bell Close,residential,,,True,59.42399999999999,"LINESTRING (-0.7865864 50.8441435, -0.7866731 50.8439464, -0.7867313 50.8436186)",,
25989820,False,,,Bell Close,residential,,,True,24.709,"LINESTRING (-0.7868928 50.8442528, -0.7865864 50.8441435)",,
25989823,True,,,Hawthorn Close,residential,20 mph,,False,39.832,"LINESTRING (-0.7851723 50.8412043, -0.785269 50.8411711, -0.7854566 50.8410661, -0.7856332 50.8409985)",,
38999660,False,,,Hawthorn Close,residential,20 mph,,False,48.685,"LINESTRING (-0.7851723 50.8412043, -0.7850484 50.8411957, -0.7849353 50.8411614, -0.7848398 50.8411247, -0.7847276 50.8410529, -0.7846434 50.8409584)",,
25989825,False,,,Hawthorn Close,residential,20 mph,,True,70.461,"LINESTRING (-0.7841028 50.8414449, -0.7841021 50.8413721, -0.7842856 50.8411386, -0.7843657 50.8410675, -0.7844574 50.8410043, -0.7845523 50.8409718, -0.7846434 50.8409584)",,
87602968,False,,,Orchard Avenue,residential,20 mph,,True,171.805,"LINESTRING (-0.7836394 50.8412707, -0.7834859 50.8412084, -0.7832536 50.8410974, -0.7829164 50.8409639, -0.7828574 50.8409416, -0.7825613 50.8408297, -0.7825062 50.8408117, -0.7822174 50.8407218, -0.7821697 50.8407068, -0.7817725 50.8405748, -0.7815479 50.8404746)",,
87602961,False,,,Avenue Approach,residential,,,False,60.75200000000001,"LINESTRING (-0.7809252 50.8408393, -0.7810829 50.8407893, -0.7811187 50.840778, -0.781251 50.8407049, -0.7813796 50.8406293, -0.7815479 50.8404746)",,
25989842,True,,,Cavendish Street,residential,20 mph,,False,109.458,"LINESTRING (-0.7831956 50.8415189, -0.7821203 50.8422316)",,
38999654,True,,,Cavendish Street,residential,20 mph,,False,51.148,"LINESTRING (-0.7837042 50.8418482, -0.7831956 50.8415189)",,
1186444949,False,,,,residential,20 mph,,False,49.619,"LINESTRING (-0.7837042 50.8418482, -0.7841972 50.8421679)",,
40277970,False,,,Parchment Street,residential,20 mph,,True,44.646,"LINESTRING (-0.7837042 50.8418482, -0.7840406 50.8416213, -0.7840772 50.8415336)",,
26149835,False,,,Wells Crescent,residential,20 mph,,False,32.882,"LINESTRING (-0.7869066 50.8472438, -0.7866991 50.8473521, -0.7866339 50.8474709)",,
40243472,False,,,Exeter Road,residential,20 mph,,False,38.008,"LINESTRING (-0.787845 50.8471656, -0.7881651 50.8471999, -0.7882305 50.8472088, -0.7883611 50.8472551)",,
40243472,False,,,Exeter Road,residential,20 mph,,False,93.693,"LINESTRING (-0.7883611 50.8472551, -0.7882442 50.8474264, -0.7881549 50.8475172, -0.7880576 50.847586, -0.7878416 50.8476801, -0.7876277 50.8477737, -0.7874837 50.8478623)",,
40243472,False,,,Exeter Road,residential,20 mph,,True,38.008,"LINESTRING (-0.7883611 50.8472551, -0.7882305 50.8472088, -0.7881651 50.8471999, -0.787845 50.8471656)",,
1186011568,False,,,Exeter Road,residential,20 mph,,True,19.511,"LINESTRING (-0.7883611 50.8472551, -0.7884108 50.847272, -0.7886057 50.8473384)",,
26149917,False,,,Gloucester Way,residential,20 mph,,False,126.853,"LINESTRING (-0.7849008 50.8488968, -0.7845645 50.8488515, -0.7841447 50.8488593, -0.7840224 50.8488579, -0.7838977 50.8488505, -0.7837864 50.8488386, -0.7835819 50.8488098, -0.7834496 50.8487748, -0.7833253 50.8487308, -0.7831614 50.8486738)",,
8151124,False,,,Norwich Road,residential,20 mph,,True,79.811,"LINESTRING (-0.7807718 50.8480553, -0.7813416 50.8480696, -0.7819081 50.8480747)",,
26149932,False,,,Carlisle Gardens,residential,20 mph,,True,110.728,"LINESTRING (-0.782075 50.848916, -0.7819461 50.8489117, -0.7818285 50.8488713, -0.7817708 50.848799, -0.7817258 50.8487083, -0.7817216 50.8486543, -0.7817425 50.8485819, -0.7818187 50.8484797, -0.7818566 50.8484242, -0.781891 50.8483451, -0.781902 50.8482515, -0.7819081 50.8480747)",4.7,
26149937,False,,,Little Breach,residential,20 mph,,False,27.61,"LINESTRING (-0.7827701 50.8471042, -0.7827704 50.8473525)",,
26149937,False,,,Little Breach,residential,20 mph,,True,24.306,"LINESTRING (-0.7828425 50.8475663, -0.7827704 50.8473525)",,
26149943,False,,,Little Breach,residential,20 mph,,False,57.73,"LINESTRING (-0.7797952 50.8470304, -0.7806171 50.8470149)",,
26149967,False,,,Canterbury Close,residential,20 mph,,True,156.79600000000002,"LINESTRING (-0.7853533 50.8445694, -0.7855516 50.8448109, -0.7856389 50.8449404, -0.7857227 50.8450784, -0.7857786 50.8452397, -0.7858044 50.8454291, -0.7857963 50.8454942, -0.7857749 50.8455796, -0.7857478 50.8456979, -0.7856649 50.8459147)",,
26149975,False,,,,residential,,,True,102.625,"LINESTRING (-0.7842644 50.8441067, -0.7843121 50.8444034, -0.7843182 50.8444297, -0.784239 50.8445639, -0.7842488 50.8446326, -0.7840705 50.8446454, -0.7836415 50.8446761)",,
26149977,False,,,Little Breach,residential,20 mph,,False,32.5,"LINESTRING (-0.7805675 50.8462777, -0.7808443 50.8462742, -0.7809181 50.846281, -0.7810226 50.8463055)",,
26149978,False,,,Little Breach,residential,20 mph,,False,34.589,"LINESTRING (-0.7817784 50.8456813, -0.7812926 50.8456296)",,
26149980,False,,,Little Breach,residential,20 mph,,False,54.786,"LINESTRING (-0.7805097 50.8456548, -0.7805552 50.8456541, -0.78129 50.8456559)",,
