osmid,lanes,name,highway,maxspeed,oneway,reversed,length,ref,geometry,junction,tunnel
"[27782185, 868350783]","['2', '3']",North Bridge Street,primary,30 mph,False,True,91.40199999999999,A89,"LINESTRING (-3.6446878 55.9017983, -3.6448927 55.9018065, -3.6459485 55.9018003, -3.6460179 55.9017997, -3.6461534 55.9017974)",,
93454004,2,South Bridge Street,primary,30 mph,False,False,78.686,A89,"LINESTRING (-3.6446878 55.9017983, -3.6444691 55.9017707, -3.6443218 55.9017441, -3.6441079 55.9017039, -3.6436053 55.9015585, -3.6435234 55.9015348)",,
72021631,,Jarvey Street,residential,30 mph,False,False,144.953,,"LINESTRING (-3.6396222 55.9031469, -3.6403757 55.903747, -3.640578 55.9039081, -3.6406994 55.9040048, -3.6409607 55.9042129)",,
72023282,2,Mid Street,unclassified,30 mph,False,False,41.550000000000004,,"LINESTRING (-3.6396222 55.9031469, -3.6396109 55.9031355, -3.6392889 55.9028233)",,
93454042,2,Hopetoun Street,tertiary,30 mph,False,False,95.836,,"LINESTRING (-3.6396222 55.9031469, -3.6391055 55.9032997, -3.6382809 55.9035678)",,
93454042,2,Hopetoun Street,tertiary,30 mph,False,True,156.981,,"LINESTRING (-3.6396222 55.9031469, -3.6401593 55.9029753, -3.6402893 55.9029342, -3.6407217 55.9027972, -3.6416885 55.9025035, -3.6418366 55.9024787)",,
23744908,2,North Bridge Street,tertiary,30 mph,False,False,60.905,,"LINESTRING (-3.6427566 55.9022943, -3.6418366 55.9024787)",,
23744908,2,North Bridge Street,tertiary,30 mph,False,True,103.71000000000001,,"LINESTRING (-3.6427566 55.9022943, -3.6432253 55.9022012, -3.6435465 55.9021483, -3.6436936 55.902122, -3.6437722 55.9021079, -3.6443344 55.9019991)",,
42693557,,Mansefield Street,residential,,True,False,91.858,,"LINESTRING (-3.6427566 55.9022943, -3.642925 55.9025847, -3.6429297 55.9025927, -3.6432123 55.9030799)",,
23744908,2,North Bridge Street,tertiary,30 mph,False,True,60.905,,"LINESTRING (-3.6418366 55.9024787, -3.6427566 55.9022943)",,
93454042,2,Hopetoun Street,tertiary,30 mph,False,False,156.981,,"LINESTRING (-3.6418366 55.9024787, -3.6416885 55.9025035, -3.6407217 55.9027972, -3.6402893 55.9029342, -3.6401593 55.9029753, -3.6396222 55.9031469)",,
72020629,2,Waverley Street,residential,30 mph,False,False,70.812,,"LINESTRING (-3.6437574 55.9041727, -3.642654 55.9043242)",,
72020629,2,Waverley Street,residential,30 mph,False,True,38.229,,"LINESTRING (-3.6437574 55.9041727, -3.6443545 55.9040942)",,
470294822,,Mansefield Street,residential,,False,True,39.801,,"LINESTRING (-3.6437574 55.9041727, -3.6435847 55.9038281)",,
72020629,2,Waverley Street,residential,30 mph,False,True,70.812,,"LINESTRING (-3.642654 55.9043242, -3.6437574 55.9041727)",,
72020616,2,Livery Street,residential,30 mph,False,False,50.057,,"LINESTRING (-3.642654 55.9043242, -3.6426121 55.9042564, -3.642575 55.9039907, -3.6425749 55.9038788)",,
145681796,,Cochrane Street,residential,30 mph,False,True,48.493,,"LINESTRING (-3.642654 55.9043242, -3.6427763 55.9044569, -3.6429855 55.9046097, -3.6431169 55.9046683)",,
72020055,,,residential,30 mph,False,False,44.565,,"LINESTRING (-3.6441744 55.9048639, -3.644079 55.9052611)",,
145681796,,Cochrane Street,residential,30 mph,False,True,78.933,,"LINESTRING (-3.6441744 55.9048639, -3.6454287 55.9049615)",,
145681796,,Cochrane Street,residential,30 mph,False,False,71.14,,"LINESTRING (-3.6441744 55.9048639, -3.6437851 55.9048238, -3.64353 55.9047976, -3.6432859 55.904757, -3.6431169 55.9046683)",,
72016169,2,Whitburn Road,secondary,30 mph,False,False,185.74699999999999,B7002,"LINESTRING (-3.6432822 55.8997565, -3.6433501 55.8997088, -3.6436175 55.8995121, -3.6438325 55.8993463, -3.6440413 55.8992109, -3.6441811 55.8991275, -3.6442972 55.8990636, -3.6446275 55.8988805, -3.6447562 55.8988144, -3.6450481 55.8986822, -3.645343 55.898563)",,
72016169,2,Whitburn Road,secondary,30 mph,False,True,152.679,B7002,"LINESTRING (-3.6432822 55.8997565, -3.6430348 55.8999509, -3.6427581 55.9001547, -3.642508 55.9003367, -3.6419401 55.900756, -3.6418086 55.9008531)",,
72016418,2,,unclassified,30 mph,False,False,214.82500000000002,,"LINESTRING (-3.6432822 55.8997565, -3.6418902 55.8990355, -3.6415553 55.8988715, -3.641262 55.8987566, -3.6410618 55.898697, -3.6408166 55.8986562, -3.6406608 55.898711, -3.640622 55.8987515)",,
509045577,,Drumcross Road,tertiary,30 mph,False,False,35.828,,"LINESTRING (-3.6340345 55.9038864, -3.6341549 55.9037846, -3.6343132 55.9037185, -3.6344553 55.9036779)",,
72021575,2,Torphichen Street,secondary,30 mph,False,False,110.63,B792,"LINESTRING (-3.6368219 55.9037659, -3.6368706 55.9041081, -3.6368742 55.9041237, -3.6369402 55.904406, -3.6370217 55.9047542)",,
72021586,2,Drumcross Road,secondary,30 mph,False,True,87.766,B792,"LINESTRING (-3.6368219 55.9037659, -3.6370538 55.9037531, -3.6373646 55.9037213, -3.6376427 55.9036906, -3.6378352 55.9036653, -3.6380274 55.903634, -3.6381897 55.9035934)",,
93454001,,Drumcross Road,tertiary,,False,True,39.2,,"LINESTRING (-3.6368219 55.9037659, -3.6367727 55.9037661, -3.6361937 55.9037505)",,
96952234,2,,primary,30 mph,False,False,26.42,A800,"LINESTRING (-3.647269 55.9029437, -3.6473361 55.9027091)",,
72021142,,Mill Road,residential,,False,False,98.461,,"LINESTRING (-3.647269 55.9029437, -3.6471054 55.9029377, -3.647033 55.9029091, -3.6469841 55.9028654, -3.6463726 55.9022639)",,
96952234,2,,primary,30 mph,False,True,79.426,A800,"LINESTRING (-3.647269 55.9029437, -3.6472878 55.9031031, -3.6473495 55.9032038, -3.6474655 55.9033258, -3.6477255 55.9035992)",,
72016115,,,secondary,30 mph,True,False,14.445999999999998,B7002,"LINESTRING (-3.645343 55.898563, -3.6453249 55.8985322, -3.6453229 55.8984997, -3.6453372 55.8984682, -3.6453665 55.8984402)",roundabout,
72016169,2,Whitburn Road,secondary,30 mph,False,True,185.747,B7002,"LINESTRING (-3.645343 55.898563, -3.6450481 55.8986822, -3.6447562 55.8988144, -3.6446275 55.8988805, -3.6442972 55.8990636, -3.6441811 55.8991275, -3.6440413 55.8992109, -3.6438325 55.8993463, -3.6436175 55.8995121, -3.6433501 55.8997088, -3.6432822 55.8997565)",,
72016115,,,secondary,30 mph,True,False,25.983999999999998,B7002,"LINESTRING (-3.6456262 55.898411, -3.6456806 55.8984352, -3.6457175 55.8984682, -3.6457326 55.8985062, -3.6457244 55.8985449, -3.6456937 55.8985798, -3.6456439 55.898607)",roundabout,
72016460,,,unclassified,20 mph,False,False,71.69500000000001,,"LINESTRING (-3.6464735 55.9012583, -3.6460883 55.9013565, -3.6459978 55.9013655, -3.6458683 55.9013557, -3.645407 55.90147)",,
72016471,2,Menzies Road,tertiary,20 mph,False,False,93.033,,"LINESTRING (-3.6464735 55.9012583, -3.6462225 55.9008372, -3.6460501 55.9004566)",,
72016471,2,Menzies Road,tertiary,20 mph,False,True,31.355999999999998,,"LINESTRING (-3.6464735 55.9012583, -3.6465562 55.9014541, -3.6465986 55.9015313)",,
72016459,2,Gardners Lane,unclassified,30 mph,False,False,204.664,,"LINESTRING (-3.6460501 55.9004566, -3.6455669 55.9005215, -3.6455451 55.9005272, -3.6451935 55.9006198, -3.6449888 55.9006779, -3.6448992 55.9007096, -3.6444823 55.9008945, -3.6443318 55.9009636, -3.644253 55.9009982, -3.6440032 55.9011258, -3.6439285 55.9011833, -3.6437507 55.9013203, -3.6435234 55.9015348)",,
72016471,2,Menzies Road,tertiary,20 mph,False,True,93.033,,"LINESTRING (-3.6460501 55.9004566, -3.6462225 55.9008372, -3.6464735 55.9012583)",,
"[573289785, 172362133]",2,Menzies Road,tertiary,20 mph,False,False,209.854,,"LINESTRING (-3.6460501 55.9004566, -3.6459877 55.9000366, -3.6459877 55.8997653, -3.6459921 55.8996179, -3.6459921 55.8994674, -3.6459921 55.8992004, -3.645923 55.8989616, -3.6457647 55.8987516, -3.6456439 55.898607)",,
72016418,2,,unclassified,30 mph,False,True,214.825,,"LINESTRING (-3.640622 55.8987515, -3.6406608 55.898711, -3.6408166 55.8986562, -3.6410618 55.898697, -3.641262 55.8987566, -3.6415553 55.8988715, -3.6418902 55.8990355, -3.6432822 55.8997565)",,
72016459,2,Gardners Lane,unclassified,30 mph,False,True,204.66399999999996,,"LINESTRING (-3.6435234 55.9015348, -3.6437507 55.9013203, -3.6439285 55.9011833, -3.6440032 55.9011258, -3.644253 55.9009982, -3.6443318 55.9009636, -3.6444823 55.9008945, -3.6448992 55.9007096, -3.6449888 55.9006779, -3.6451935 55.9006198, -3.6455451 55.9005272, -3.6455669 55.9005215, -3.6460501 55.9004566)",,
93454004,2,South Bridge Street,primary,30 mph,False,False,131.91099999999997,A89,"LINESTRING (-3.6435234 55.9015348, -3.6424001 55.9011627, -3.6421005 55.9010281, -3.6419392 55.9009314, -3.6418086 55.9008531)",,
93454004,2,South Bridge Street,primary,30 mph,False,True,78.686,A89,"LINESTRING (-3.6435234 55.9015348, -3.6436053 55.9015585, -3.6441079 55.9017039, -3.6443218 55.9017441, -3.6444691 55.9017707, -3.6446878 55.9017983)",,
72016460,,,unclassified,20 mph,False,True,71.69500000000001,,"LINESTRING (-3.645407 55.90147, -3.6458683 55.9013557, -3.6459978 55.9013655, -3.6460883 55.9013565, -3.6464735 55.9012583)",,
915781083,,,primary,30 mph,True,False,9.205,A89,"LINESTRING (-3.6465177 55.9017568, -3.646527 55.9017244, -3.6465542 55.9016954, -3.6465751 55.9016828)",roundabout,
868350780,1,Glasgow Road,primary,30 mph,True,False,14.946,A89,"LINESTRING (-3.646877 55.901741, -3.6471163 55.9017493)",,
72016463,,,primary,30 mph,True,False,7.037,A89,"LINESTRING (-3.646877 55.901741, -3.6468768 55.9017727, -3.6468592 55.9018027)",roundabout,
72017107,,South Loch Park,residential,,False,True,48.957,,"LINESTRING (-3.6481214 55.902703, -3.6473361 55.9027091)",,
72017149,,South Loch Park,residential,,False,False,61.981,,"LINESTRING (-3.6481214 55.902703, -3.6480436 55.9021473)",,
72017149,,South Loch Park,residential,,False,True,91.67,,"LINESTRING (-3.6481214 55.902703, -3.6481965 55.9032383, -3.6485076 55.9034668)",,
72017149,,South Loch Park,residential,,False,False,91.67,,"LINESTRING (-3.6485076 55.9034668, -3.6481965 55.9032383, -3.6481214 55.902703)",,
72017149,,South Loch Park,residential,,False,True,61.981,,"LINESTRING (-3.6480436 55.9021473, -3.6481214 55.902703)",,
72017197,,South Loch Park,residential,,False,True,22.347,,"LINESTRING (-3.6480436 55.9021473, -3.6484016 55.9021369)",,
72017197,,South Loch Park,residential,,False,False,35.851,,"LINESTRING (-3.6480436 55.9021473, -3.6478585 55.9021511, -3.6476567 55.9021832, -3.6475224 55.9022505)",,
72017197,,South Loch Park,residential,,False,False,22.347,,"LINESTRING (-3.6484016 55.9021369, -3.6480436 55.9021473)",,
72017197,,South Loch Park,residential,,False,True,35.851,,"LINESTRING (-3.6475224 55.9022505, -3.6476567 55.9021832, -3.6478585 55.9021511, -3.6480436 55.9021473)",,
96952219,2,Mill Road,primary,30 mph,False,False,26.672,A800,"LINESTRING (-3.6475533 55.9049781, -3.6479101 55.9048457)",,
145681796,,Cochrane Street,residential,30 mph,False,False,89.669,,"LINESTRING (-3.6475533 55.9049781, -3.6473923 55.9049531, -3.646121 55.9049405)",,
145681796,,Cochrane Street,residential,30 mph,False,False,78.933,,"LINESTRING (-3.6454287 55.9049615, -3.6441744 55.9048639)",,
145681796,,Cochrane Street,residential,30 mph,False,True,43.216,,"LINESTRING (-3.6454287 55.9049615, -3.646121 55.9049405)",,
72020055,,,residential,30 mph,False,True,44.565,,"LINESTRING (-3.644079 55.9052611, -3.6441744 55.9048639)",,
72020237,,Avon Road,residential,30 mph,False,False,48.789,,"LINESTRING (-3.6427012 55.9050247, -3.6419201 55.9050529)",,
72020207,,Avon Road,residential,30 mph,False,False,47.919,,"LINESTRING (-3.6427012 55.9050247, -3.6427924 55.9048894, -3.6431169 55.9046683)",,
72020207,,Avon Road,residential,30 mph,False,True,47.919,,"LINESTRING (-3.6431169 55.9046683, -3.6427924 55.9048894, -3.6427012 55.9050247)",,
145681796,,Cochrane Street,residential,30 mph,False,False,48.493,,"LINESTRING (-3.6431169 55.9046683, -3.6429855 55.9046097, -3.6427763 55.9044569, -3.642654 55.9043242)",,
145681796,,Cochrane Street,residential,30 mph,False,True,71.14,,"LINESTRING (-3.6431169 55.9046683, -3.6432859 55.904757, -3.64353 55.9047976, -3.6437851 55.9048238, -3.6441744 55.9048639)",,
72020237,,Avon Road,residential,30 mph,False,True,48.789,,"LINESTRING (-3.6419201 55.9050529, -3.6427012 55.9050247)",,
72020629,2,Waverley Street,residential,30 mph,False,False,38.229,,"LINESTRING (-3.6443545 55.9040942, -3.6437574 55.9041727)",,
72020629,2,Waverley Street,residential,30 mph,False,True,49.617000000000004,,"LINESTRING (-3.6443545 55.9040942, -3.6444934 55.9040748, -3.645127 55.9039866)",,
72021138,,,residential,,False,False,93.119,,"LINESTRING (-3.6443545 55.9040942, -3.6442053 55.9038517, -3.6441839 55.9036593, -3.6440337 55.9032804)",,
72020629,2,Waverley Street,residential,30 mph,False,True,47.025,,"LINESTRING (-3.645127 55.9039866, -3.6458549 55.9038755)",,
72020629,2,Waverley Street,residential,30 mph,False,False,49.617000000000004,,"LINESTRING (-3.645127 55.9039866, -3.6444934 55.9040748, -3.6443545 55.9040942)",,
72021139,,,residential,,False,False,58.05,,"LINESTRING (-3.645127 55.9039866, -3.6450418 55.9036839, -3.6449993 55.903533, -3.6450315 55.9034728)",,
72020629,2,Waverley Street,residential,30 mph,False,False,47.025,,"LINESTRING (-3.6458549 55.9038755, -3.645127 55.9039866)",,
72020865,,Marmion Road,residential,,False,False,62.986,,"LINESTRING (-3.6458549 55.9038755, -3.6460406 55.9044323)",,
72020629,2,Waverley Street,residential,30 mph,False,True,120.96799999999999,,"LINESTRING (-3.6458549 55.9038755, -3.6467282 55.9037607, -3.6475118 55.9036602, -3.6477255 55.9035992)",,
72020629,2,Waverley Street,residential,30 mph,False,False,120.968,,"LINESTRING (-3.6477255 55.9035992, -3.6475118 55.9036602, -3.6467282 55.9037607, -3.6458549 55.9038755)",,
96952234,2,,primary,30 mph,False,False,79.426,A800,"LINESTRING (-3.6477255 55.9035992, -3.6474655 55.9033258, -3.6473495 55.9032038, -3.6472878 55.9031031, -3.647269 55.9029437)",,
96952234,2,,primary,30 mph,False,True,148.307,A800,"LINESTRING (-3.6477255 55.9035992, -3.6481069 55.903972, -3.6481944 55.9041225, -3.6481863 55.9042458, -3.6481166 55.9045135, -3.6479101 55.9048457)",,
72020865,,Marmion Road,residential,,False,False,56.731,,"LINESTRING (-3.6460406 55.9044323, -3.646121 55.9049405)",,
72020865,,Marmion Road,residential,,False,True,62.986,,"LINESTRING (-3.6460406 55.9044323, -3.6458549 55.9038755)",,
72020897,,Marmion Road,residential,,False,False,43.994,,"LINESTRING (-3.6460406 55.9044323, -3.6467373 55.904369)",,
72020865,,Marmion Road,residential,,False,True,56.731,,"LINESTRING (-3.646121 55.9049405, -3.6460406 55.9044323)",,
145681796,,Cochrane Street,residential,30 mph,False,False,43.216,,"LINESTRING (-3.646121 55.9049405, -3.6454287 55.9049615)",,
145681796,,Cochrane Street,residential,30 mph,False,True,89.669,,"LINESTRING (-3.646121 55.9049405, -3.6473923 55.9049531, -3.6475533 55.9049781)",,
72020897,,Marmion Road,residential,,False,True,43.994,,"LINESTRING (-3.6467373 55.904369, -3.6460406 55.9044323)",,
42693557,,Mansefield Street,residential,,True,False,86.376,,"LINESTRING (-3.6432123 55.9030799, -3.6432426 55.9031362, -3.6435847 55.9038281)",,
72021135,,,residential,,False,False,24.767,,"LINESTRING (-3.6432123 55.9030799, -3.6434197 55.9030148, -3.643559 55.9029711)",,
72021135,,,residential,,False,False,32.467,,"LINESTRING (-3.643559 55.9029711, -3.6437159 55.9029219, -3.6440136 55.9028286)",,
72021135,,,residential,,False,True,24.767,,"LINESTRING (-3.643559 55.9029711, -3.6434197 55.9030148, -3.6432123 55.9030799)",,
72021136,,Mansefield Grove,residential,,False,False,37.198,,"LINESTRING (-3.643559 55.9029711, -3.643626 55.9030578, -3.6437494 55.9030617, -3.6439482 55.9029992, -3.644018 55.903017)",,
72021136,,Mansefield Grove,residential,,False,True,37.198,,"LINESTRING (-3.644018 55.903017, -3.6439482 55.9029992, -3.6437494 55.9030617, -3.643626 55.9030578, -3.643559 55.9029711)",,
470294822,,Mansefield Street,residential,,False,False,39.801,,"LINESTRING (-3.6435847 55.9038281, -3.6437574 55.9041727)",,
72021137,,Mansefield Court,residential,,False,False,55.176,,"LINESTRING (-3.6435847 55.9038281, -3.643303 55.9038554, -3.6432803 55.9036913, -3.6431877 55.903528)",,
72021137,,Mansefield Court,residential,,False,True,55.175999999999995,,"LINESTRING (-3.6431877 55.903528, -3.6432803 55.9036913, -3.643303 55.9038554, -3.6435847 55.9038281)",,
72021138,,,residential,,False,True,93.119,,"LINESTRING (-3.6440337 55.9032804, -3.6441839 55.9036593, -3.6442053 55.9038517, -3.6443545 55.9040942)",,
72021140,,Belvedere Road,residential,,False,False,12.296,,"LINESTRING (-3.6450315 55.9034728, -3.6448491 55.9034307)",,
72021139,,,residential,,False,False,84.861,,"LINESTRING (-3.6450315 55.9034728, -3.6451602 55.9033946, -3.6452997 55.9033345, -3.6453426 55.9032683, -3.6453211 55.903124, -3.645173 55.9029145, -3.6451162 55.9028341, -3.6450958 55.9028052)",,
72021139,,,residential,,False,True,58.05,,"LINESTRING (-3.6450315 55.9034728, -3.6449993 55.903533, -3.6450418 55.9036839, -3.645127 55.9039866)",,
72021139,,,residential,,False,True,84.861,,"LINESTRING (-3.6450958 55.9028052, -3.6451162 55.9028341, -3.645173 55.9029145, -3.6453211 55.903124, -3.6453426 55.9032683, -3.6452997 55.9033345, -3.6451602 55.9033946, -3.6450315 55.9034728)",,
72021140,,Belvedere Road,residential,,False,False,32.008,,"LINESTRING (-3.6448491 55.9034307, -3.6443448 55.9034849)",,
72021140,,Belvedere Road,residential,,False,True,12.296,,"LINESTRING (-3.6448491 55.9034307, -3.6450315 55.9034728)",,
72021141,,Belvedere Road,residential,,False,False,39.189,,"LINESTRING (-3.6448491 55.9034307, -3.6447311 55.9032804, -3.6446559 55.9032142, -3.6444628 55.9031962)",,
72021140,,Belvedere Road,residential,,False,True,32.008,,"LINESTRING (-3.6443448 55.9034849, -3.6448491 55.9034307)",,
72021141,,Belvedere Road,residential,,False,True,39.18900000000001,,"LINESTRING (-3.6444628 55.9031962, -3.6446559 55.9032142, -3.6447311 55.9032804, -3.6448491 55.9034307)",,
72021142,,Mill Road,residential,,False,False,46.74,,"LINESTRING (-3.6463726 55.9022639, -3.6462249 55.9021059, -3.646084 55.9019552, -3.6460245 55.9018916)",,
72021142,,Mill Road,residential,,False,True,98.461,,"LINESTRING (-3.6463726 55.9022639, -3.6469841 55.9028654, -3.647033 55.9029091, -3.6471054 55.9029377, -3.647269 55.9029437)",,
72021143,,,residential,,False,False,114.704,,"LINESTRING (-3.6463726 55.9022639, -3.6457704 55.9023939, -3.6455296 55.902447, -3.6454911 55.9024735, -3.645615 55.9027285, -3.6452382 55.9028096)",,
72021142,,Mill Road,residential,,False,True,46.74,,"LINESTRING (-3.6460245 55.9018916, -3.646084 55.9019552, -3.6462249 55.9021059, -3.6463726 55.9022639)",,
72021143,,,residential,,False,True,114.704,,"LINESTRING (-3.6452382 55.9028096, -3.645615 55.9027285, -3.6454911 55.9024735, -3.6455296 55.902447, -3.6457704 55.9023939, -3.6463726 55.9022639)",,
72021631,,Jarvey Street,residential,30 mph,False,True,144.953,,"LINESTRING (-3.6409607 55.9042129, -3.6406994 55.9040048, -3.640578 55.9039081, -3.6403757 55.903747, -3.6396222 55.9031469)",,
72021826,,Main Street,residential,30 mph,False,False,56.25,,"LINESTRING (-3.6409607 55.9042129, -3.6405893 55.9043177, -3.6403614 55.9044211, -3.6401713 55.9044411)",,
72021826,,Main Street,residential,30 mph,False,True,76.696,,"LINESTRING (-3.6409607 55.9042129, -3.6412227 55.9041946, -3.6412842 55.9041988, -3.6416626 55.9042246, -3.6421669 55.9043028)",,
72021826,,Main Street,residential,30 mph,False,False,76.696,,"LINESTRING (-3.6421669 55.9043028, -3.6416626 55.9042246, -3.6412842 55.9041988, -3.6412227 55.9041946, -3.6409607 55.9042129)",,
72021826,,Main Street,residential,30 mph,False,True,56.25,,"LINESTRING (-3.6401713 55.9044411, -3.6403614 55.9044211, -3.6405893 55.9043177, -3.6409607 55.9042129)",,
72021871,,Gideon Street,residential,20 mph,False,True,104.406,,"LINESTRING (-3.6401713 55.9044411, -3.6398295 55.9042756, -3.6396145 55.9041812, -3.6388665 55.9038527)",,
72022135,,Hill Crescent,residential,30 mph,False,False,51.834,,"LINESTRING (-3.6401713 55.9044411, -3.6402005 55.9045046, -3.6401732 55.9045658, -3.6400931 55.9046136, -3.6397336 55.9046919, -3.639641 55.9047121)",,
72021871,,Gideon Street,residential,20 mph,False,False,48.333,,"LINESTRING (-3.6382809 55.9035678, -3.6388665 55.9038527)",,
93454042,2,Hopetoun Street,tertiary,30 mph,False,False,6.358,,"LINESTRING (-3.6382809 55.9035678, -3.6381897 55.9035934)",,
93454042,2,Hopetoun Street,tertiary,30 mph,False,True,95.836,,"LINESTRING (-3.6382809 55.9035678, -3.6391055 55.9032997, -3.6396222 55.9031469)",,
72021871,,Gideon Street,residential,20 mph,False,True,48.333,,"LINESTRING (-3.6388665 55.9038527, -3.6382809 55.9035678)",,
72021871,,Gideon Street,residential,20 mph,False,False,104.406,,"LINESTRING (-3.6388665 55.9038527, -3.6396145 55.9041812, -3.6398295 55.9042756, -3.6401713 55.9044411)",,
72021995,,Gideon Court,residential,20 mph,False,False,59.004999999999995,,"LINESTRING (-3.6388665 55.9038527, -3.6387126 55.9039557, -3.6385612 55.9040259, -3.6387801 55.9042844)",,
72021995,,Gideon Court,residential,20 mph,False,True,59.004999999999995,,"LINESTRING (-3.6387801 55.9042844, -3.6385612 55.9040259, -3.6387126 55.9039557, -3.6388665 55.9038527)",,
72023282,2,Mid Street,unclassified,30 mph,False,False,161.45100000000002,,"LINESTRING (-3.6392889 55.9028233, -3.6385223 55.9020059, -3.638462 55.9019173, -3.6383484 55.9017502, -3.6381865 55.9015121)",,
72023282,2,Mid Street,unclassified,30 mph,False,True,41.550000000000004,,"LINESTRING (-3.6392889 55.9028233, -3.6396109 55.9031355, -3.6396222 55.9031469)",,
"[93454041, 72023366]",,"['Engine Lane', 'Hopetoun Lane']",unclassified,30 mph,False,False,218.711,,"LINESTRING (-3.6392889 55.9028233, -3.6396578 55.9027, -3.6403939 55.9024539, -3.6404776 55.9024285, -3.6409009 55.9023, -3.6408045 55.9020097, -3.6406541 55.9015602, -3.6405969 55.9014844, -3.6405361 55.9014038)",,
72023282,2,Mid Street,unclassified,30 mph,False,False,5.525,,"LINESTRING (-3.6381865 55.9015121, -3.638165 55.9014639)",,
72023282,2,Mid Street,unclassified,30 mph,False,True,161.45100000000002,,"LINESTRING (-3.6381865 55.9015121, -3.6383484 55.9017502, -3.638462 55.9019173, -3.6385223 55.9020059, -3.6392889 55.9028233)",,
72023890,,School Lane,unclassified,30 mph,False,False,69.73400000000001,,"LINESTRING (-3.6381865 55.9015121, -3.63765 55.9016504, -3.6375749 55.9017045, -3.6375935 55.9017348, -3.6377475 55.9019102)",,
72023282,2,Mid Street,unclassified,30 mph,False,True,5.525,,"LINESTRING (-3.638165 55.9014639, -3.6381865 55.9015121)",,
72023282,2,Mid Street,unclassified,30 mph,False,False,81.348,,"LINESTRING (-3.638165 55.9014639, -3.638061 55.9012894, -3.6379788 55.9011515, -3.6377516 55.90077)",,
"[72023818, 72023658]",,"['Church Place', 'Union Road']",unclassified,30 mph,False,"[False, True]",233.564,,"LINESTRING (-3.638165 55.9014639, -3.6385064 55.9013967, -3.6394095 55.9012189, -3.6395427 55.9011857, -3.6395878 55.9011744, -3.6398607 55.9011003, -3.6399303 55.9010761, -3.6401287 55.9009807, -3.6402599 55.9008721, -3.6402981 55.9007971, -3.6403173 55.9007138, -3.6403514 55.9006566, -3.6404482 55.9006093, -3.6405821 55.9005773, -3.6410339 55.9005255, -3.6412206 55.9004598)",,
