osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,bridge,width
32594212,True,Market Street,residential,20 mph,False,52.754,"LINESTRING (-2.2529183 55.6511588, -2.2527679 55.6509929, -2.2526258 55.6508073, -2.2525414 55.6507358)",,,,
234813912,False,High Street,primary,20 mph,False,178.02499999999998,"LINESTRING (-2.2529183 55.6511588, -2.253062 55.6511047, -2.2533298 55.6509918, -2.2534936 55.6509329, -2.2536505 55.6508907, -2.2539362 55.6508252, -2.2540323 55.6508045, -2.2541147 55.6507775, -2.2542746 55.6507119, -2.2544697 55.6506204, -2.2546742 55.6505034, -2.2551395 55.6501984)",2,A698,,
234813912,False,High Street,primary,20 mph,True,53.882999999999996,"LINESTRING (-2.2529183 55.6511588, -2.252543 55.6512781, -2.2521594 55.6513853)",2,A698,,
32558029,False,,residential,20 mph,False,30.662999999999997,"LINESTRING (-2.2604873 55.6521115, -2.2607391 55.652197, -2.2608426 55.6522399, -2.2608894 55.6522665)",,,,
32594228,False,Home Place - Parkside,residential,20 mph,False,82.705,"LINESTRING (-2.2604873 55.6521115, -2.2603674 55.6521457, -2.2592367 55.6523437)",2,,,
32677084,False,Parkside,residential,20 mph,True,180.36700000000002,"LINESTRING (-2.2604873 55.6521115, -2.260541 55.6520747, -2.2605594 55.6520309, -2.2605374 55.65198, -2.2604595 55.6519155, -2.2603314 55.6518457, -2.2601614 55.6517832, -2.2599527 55.6517428, -2.259737 55.6517272, -2.2595834 55.6517409, -2.2593466 55.6517841, -2.2589358 55.6518608, -2.2584586 55.6519417, -2.2581489 55.6519973)",2,,,
32557785,False,Parkside,residential,20 mph,False,73.43,"LINESTRING (-2.2578157 55.6526235, -2.2577992 55.6525662, -2.2578348 55.6525077, -2.257958 55.6522869, -2.2581489 55.6519973)",2,,,
"[367599209, 32594227]",False,Home Place,residential,20 mph,False,208.24299999999997,"LINESTRING (-2.2578157 55.6526235, -2.2575012 55.6526638, -2.2572241 55.652689, -2.2567399 55.6527192, -2.2561099 55.6527727, -2.2556316 55.6528188, -2.2555128 55.6528456, -2.2554085 55.6528844, -2.255175 55.6529768, -2.2549764 55.6530562, -2.2548732 55.6531001, -2.2548124 55.6531324, -2.2547906 55.6531583, -2.254785 55.6531929)",2,,,
32594228,False,Home Place - Parkside,residential,20 mph,True,94.487,"LINESTRING (-2.2578157 55.6526235, -2.2579828 55.6525982, -2.2582292 55.6525495, -2.2584693 55.6524953, -2.2587835 55.6524269, -2.2592367 55.6523437)",2,,,
32557858,False,Duns Road,residential,20 mph,True,97.322,"LINESTRING (-2.254785 55.6531929, -2.2546809 55.6531298, -2.2546008 55.6530591, -2.2545205 55.6529523, -2.2543993 55.6527734, -2.2541563 55.6524002)",2,,,
32558578,False,Duns Road,residential,20 mph,False,150.837,"LINESTRING (-2.254785 55.6531929, -2.2548049 55.6532315, -2.2549293 55.653332, -2.255315 55.6536631, -2.2555675 55.6539061, -2.2557439 55.6540676, -2.2558486 55.6541662, -2.2558721 55.6541884, -2.2558927 55.6542453, -2.2559042 55.6542769, -2.2559046 55.6543234, -2.2559051 55.6543719)",2,,,
