osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,access,lanes
2915870,A50,Liverpool Road,primary,30 mph,False,False,141.384,"LINESTRING (-2.2427976 53.0873603, -2.2426593 53.0873135, -2.2424692 53.0872705, -2.2418151 53.0871594, -2.2408828 53.0870245, -2.2407705 53.087006)",,,
"[2915834, 2915870]",A50,"['Liverpool Road East', 'Liverpool Road']",primary,30 mph,False,"[False, True]",182.62099999999998,"LINESTRING (-2.2427976 53.0873603, -2.2429329 53.0874182, -2.243081 53.0875, -2.2432119 53.0875862, -2.2433831 53.0877028, -2.2443502 53.0883215, -2.2447321 53.0885164)",,,
"[57899091, 57899075]",,"['Meadows Road', 'Station Road']",residential,,False,"[False, True]",79.09,"LINESTRING (-2.2427976 53.0873603, -2.2432695 53.0868873, -2.2432867 53.0868297, -2.2432589 53.0867719, -2.2432125 53.0867416)",,,
2915870,A50,Liverpool Road,primary,30 mph,False,True,141.384,"LINESTRING (-2.2407705 53.087006, -2.2408828 53.0870245, -2.2418151 53.0871594, -2.2424692 53.0872705, -2.2426593 53.0873135, -2.2427976 53.0873603)",,,
3191926,,Heathcote Street,tertiary,,True,False,43.592,"LINESTRING (-2.2407705 53.087006, -2.2407136 53.0870707, -2.2405563 53.0871894, -2.2404132 53.0872806, -2.2403638 53.0873101)",,,
231009637,A50,Liverpool Road,primary,30 mph,False,False,27.036,"LINESTRING (-2.2407705 53.087006, -2.2405816 53.0869659, -2.240403 53.0869061)",,,
26793083,B5371,The Avenue,secondary,,False,True,93.235,"LINESTRING (-2.240403 53.0869061, -2.2406178 53.08676, -2.2409745 53.0865196, -2.2410264 53.0864846, -2.2410918 53.0864406, -2.2413272 53.0862777)",,,
231009637,A50,Liverpool Road,primary,30 mph,False,True,27.036,"LINESTRING (-2.240403 53.0869061, -2.2405816 53.0869659, -2.2407705 53.087006)",,,
"[93879250, 27019906, 3185995]",,Hardingswood Road,"['residential', 'unclassified']",,False,False,142.53799999999995,"LINESTRING (-2.2470777 53.0895405, -2.2471851 53.0894741, -2.2475385 53.0892578, -2.2479438 53.0890101, -2.2480599 53.0889371, -2.2481255 53.0888742, -2.2481787 53.0888232, -2.2481958 53.0888041, -2.2483176 53.0886714, -2.2484519 53.0885689)",yes,,
"[2915834, 1109771275, 1109771276]",A50,Liverpool Road East,primary,30 mph,False,True,193.777,"LINESTRING (-2.2470777 53.0895405, -2.2465008 53.0892894, -2.2460498 53.0890637, -2.2458898 53.0889983, -2.2454614 53.0888231, -2.2447321 53.0885164)",,,
57837763,B5371,First Avenue,secondary,,False,False,182.12,"LINESTRING (-2.251013 53.0848428, -2.2486444 53.0840313)",,,
57899063,,Lower Ash Road,residential,,False,False,91.393,"LINESTRING (-2.251013 53.0848428, -2.251063 53.0847962, -2.2516131 53.0841046)",,,
57899074,,Second Avenue,residential,,False,True,275.264,"LINESTRING (-2.251013 53.0848428, -2.2508482 53.0849825, -2.2492003 53.0870634)",,,
231006281,B5371,Cedar Avenue,secondary,,False,True,44.230000000000004,"LINESTRING (-2.251013 53.0848428, -2.2512307 53.0848755, -2.2513783 53.0848968, -2.2516599 53.084927)",,,
50390652,,Whitehall Road,unclassified,,False,False,53.150999999999996,"LINESTRING (-2.2443895 53.0889472, -2.2445693 53.0886939, -2.2447007 53.0885507, -2.2447321 53.0885164)",,,
"[2915834, 1109771275, 1109771276]",A50,Liverpool Road East,primary,30 mph,False,False,193.77700000000002,"LINESTRING (-2.2447321 53.0885164, -2.2454614 53.0888231, -2.2458898 53.0889983, -2.2460498 53.0890637, -2.2465008 53.0892894, -2.2470777 53.0895405)",,,
"[2915834, 2915870]",A50,"['Liverpool Road East', 'Liverpool Road']",primary,30 mph,False,"[False, True]",182.621,"LINESTRING (-2.2447321 53.0885164, -2.2443502 53.0883215, -2.2433831 53.0877028, -2.2432119 53.0875862, -2.243081 53.0875, -2.2429329 53.0874182, -2.2427976 53.0873603)",,,
50390652,,Whitehall Road,unclassified,,False,True,53.150999999999996,"LINESTRING (-2.2447321 53.0885164, -2.2447007 53.0885507, -2.2445693 53.0886939, -2.2443895 53.0889472)",,,
"[39428562, 1077619631]",,Heathcote Street,tertiary,,False,True,36.792,"LINESTRING (-2.2399088 53.0874932, -2.2401833 53.0874036, -2.2402892 53.0873519, -2.2403638 53.0873101)",,,
57827005,,King Street,tertiary,,False,False,69.077,"LINESTRING (-2.2399088 53.0874932, -2.2400409 53.0876717, -2.240214 53.0880847)",,,
57826999,,Queen Street,residential,,False,False,109.89999999999999,"LINESTRING (-2.2388091 53.0885994, -2.2400172 53.0881568, -2.240214 53.0880847)",,,
57827005,,King Street,tertiary,,False,False,31.673,"LINESTRING (-2.240214 53.0880847, -2.2403293 53.088361)",,,
57826999,,Queen Street,residential,,False,True,109.89999999999999,"LINESTRING (-2.240214 53.0880847, -2.2400172 53.0881568, -2.2388091 53.0885994)",,,
57827005,,King Street,tertiary,,False,True,69.077,"LINESTRING (-2.240214 53.0880847, -2.2400409 53.0876717, -2.2399088 53.0874932)",,,
57827005,,King Street,tertiary,,False,True,31.673,"LINESTRING (-2.2403293 53.088361, -2.240214 53.0880847)",,,
57837869,,Whitehall Avenue,tertiary,,False,False,62.236999999999995,"LINESTRING (-2.2403293 53.088361, -2.2405502 53.0883593, -2.2409744 53.0883989, -2.2412528 53.0884249)",,,
57837861,,Norfolk Road,residential,,False,True,75.805,"LINESTRING (-2.2419247 53.0893517, -2.2419927 53.0891783, -2.2421306 53.0889811, -2.2424032 53.0887421)",,,
57899042,,Hollinwood Road,residential,,False,False,39.642,"LINESTRING (-2.2524411 53.0806239, -2.2523767 53.0809783)",,,
62140207,,Hollinwood Close,residential,,False,True,41.45,"LINESTRING (-2.2524411 53.0806239, -2.2528273 53.0806368, -2.2530576 53.0806609)",,,
57899042,,Hollinwood Road,residential,,False,True,39.642,"LINESTRING (-2.2523767 53.0809783, -2.2524411 53.0806239)",,,
57899044,,Hollinwood Close,residential,,False,True,47.642,"LINESTRING (-2.2523767 53.0809783, -2.2516686 53.0809268)",,,
57899042,,Hollinwood Road,residential,,False,False,153.551,"LINESTRING (-2.2523767 53.0809783, -2.2524518 53.0812619, -2.2533334 53.0821541, -2.253401 53.082193)",,,
57899042,,Hollinwood Road,residential,,False,True,153.55100000000002,"LINESTRING (-2.253401 53.082193, -2.2533334 53.0821541, -2.2524518 53.0812619, -2.2523767 53.0809783)",,,
