osmid,lanes,name,highway,maxspeed,width,oneway,reversed,length,ref,geometry,bridge
3993996,2,West Newington Place,residential,20 mph,10,False,False,61.539,,"LINESTRING (-3.1799985 55.937876, -3.1790979 55.9381037)",
3993996,2,West Newington Place,residential,20 mph,10,False,True,22.456,,"LINESTRING (-3.1799985 55.937876, -3.1803298 55.9377963)",
3993997,,Newington Road,primary,20 mph,,False,True,109.338,A701,"LINESTRING (-3.1787523 55.9382056, -3.1787259 55.9381725, -3.1785439 55.9379801, -3.1784536 55.9378754, -3.1781395 55.9375649, -3.1779199 55.9373402)",
840547941,,Newington Road,primary,20 mph,,False,False,21.698999999999998,A701,"LINESTRING (-3.1787523 55.9382056, -3.1787972 55.9382618, -3.1789001 55.9383823)",
5018635,,Salisbury Road,unclassified,20 mph,,True,False,295.52000000000004,,"LINESTRING (-3.1737138 55.9385649, -3.173863 55.9385008, -3.1740514 55.9384449, -3.1742702 55.9383796, -3.1746605 55.9382631, -3.1748815 55.9381971, -3.1751115 55.9381285, -3.1758242 55.9379206, -3.1763477 55.9377622, -3.1765363 55.9377051, -3.1768294 55.9376213, -3.1771273 55.9375455, -3.1773547 55.9374868, -3.1777266 55.9373935, -3.1779199 55.9373402)",
"[479887081, 810055484]",2,Dalkeith Road,primary,"['20 mph', '30 mph']",,False,True,128.599,A7,"LINESTRING (-3.1737138 55.9385649, -3.1736032 55.9385174, -3.1732307 55.9383539, -3.1731401 55.9383141, -3.1723073 55.9379287, -3.1721167 55.9378323)",
5184638,2,East Mayfield,residential,20 mph,,False,True,382.04200000000003,,"LINESTRING (-3.1685864 55.9349956, -3.1687716 55.9349227, -3.1693531 55.934779, -3.1702424 55.9345779, -3.1712732 55.9344057, -3.1733409 55.9340417, -3.1733953 55.9340318, -3.1742495 55.9338768, -3.1743045 55.9338631, -3.174352 55.9338482)",
153681851,2,Dalkeith Road,primary,30 mph,,False,True,52.949,A7,"LINESTRING (-3.1685864 55.9349956, -3.168482 55.9349234, -3.1680537 55.9346245)",
207574139,2,Priestfield Road,residential,20 mph,,False,False,95.87700000000001,,"LINESTRING (-3.1685864 55.9349956, -3.1684548 55.9350565, -3.1673752 55.9355277)",
810055484,2,Dalkeith Road,primary,30 mph,,False,False,68.31299999999999,A7,"LINESTRING (-3.1685864 55.9349956, -3.1687705 55.9351233, -3.1689384 55.9352448, -3.1692447 55.9354867)",
3819006,,Salisbury Place,tertiary,20 mph,,False,True,63.186,,"LINESTRING (-3.1795341 55.9370772, -3.1805219 55.9369476)",
3819006,,Salisbury Place,tertiary,20 mph,,False,False,104.97099999999999,,"LINESTRING (-3.1795341 55.9370772, -3.179466 55.9370873, -3.1789256 55.9371608, -3.178642 55.9372036, -3.1782469 55.9372609, -3.1781712 55.9372744, -3.1781044 55.9372892, -3.178041 55.9373059, -3.1779199 55.9373402)",
4242254,,Upper Gray Street,residential,20 mph,,False,False,240.787,,"LINESTRING (-3.1795341 55.9370772, -3.178837 55.9363836, -3.1785052 55.9360618, -3.1776313 55.9352281, -3.1776031 55.9352013)",
3819006,,Salisbury Place,tertiary,20 mph,,False,True,104.971,,"LINESTRING (-3.1779199 55.9373402, -3.178041 55.9373059, -3.1781044 55.9372892, -3.1781712 55.9372744, -3.1782469 55.9372609, -3.178642 55.9372036, -3.1789256 55.9371608, -3.179466 55.9370873, -3.1795341 55.9370772)",
3993997,,Newington Road,primary,20 mph,,False,False,109.33800000000001,A701,"LINESTRING (-3.1779199 55.9373402, -3.1781395 55.9375649, -3.1784536 55.9378754, -3.1785439 55.9379801, -3.1787259 55.9381725, -3.1787523 55.9382056)",
"[478619187, 3993999]","['4', '3']",Minto Street,primary,"['20 mph', '30 mph']",,False,False,217.39199999999997,A701,"LINESTRING (-3.1779199 55.9373402, -3.1777829 55.9372067, -3.176995 55.9364387, -3.1765574 55.9360122, -3.1762841 55.9357445, -3.1761836 55.9356442)",
3993998,3,Mayfield Gardens,primary,30 mph,,False,True,127.467,A701,"LINESTRING (-3.1733317 55.9328545, -3.174352 55.9338482)",
5184497,2,Bright's Crescent,residential,20 mph,,False,False,95.613,,"LINESTRING (-3.1733317 55.9328545, -3.1738116 55.9326971, -3.1738875 55.9326763, -3.173947 55.9326683, -3.1740091 55.9326676, -3.1740782 55.9326761, -3.17418 55.932692, -3.174264 55.932703, -3.174361 55.9327123, -3.1744579 55.9327179, -3.1745511 55.9327214, -3.1746607 55.9327236, -3.1747702 55.9327246)",
5184608,2,Peel Terrace,residential,20 mph,,False,False,104.21000000000001,,"LINESTRING (-3.1733317 55.9328545, -3.172662 55.9330693, -3.1718781 55.9333185)",
941006590,3,Mayfield Gardens,primary,30 mph,,False,False,181.788,A701,"LINESTRING (-3.1733317 55.9328545, -3.172971 55.9324889, -3.171881 55.931436)",
4242256,2,Middleby Street,residential,20 mph,,False,False,101.25299999999999,,"LINESTRING (-3.1753768 55.9348556, -3.1756718 55.9347615, -3.1767922 55.9344077)",
38825165,,Minto Street,primary,30 mph,,False,True,99.13900000000001,A701,"LINESTRING (-3.1753768 55.9348556, -3.175546 55.9350211, -3.1761684 55.9356291)",
1059193311,,Minto Street,primary,30 mph,,False,False,67.928,A701,"LINESTRING (-3.1753768 55.9348556, -3.1751858 55.9346754, -3.1748324 55.9343263)",
"[727020067, 1189859867, 157774366]",2,Causewayside,tertiary,20 mph,,False,False,107.82700000000001,,"LINESTRING (-3.181088 55.9378628, -3.1809829 55.9377158, -3.1808498 55.9375402, -3.1807965 55.9374573, -3.1807592 55.9373952, -3.1807187 55.9373236, -3.1806923 55.937274, -3.1806638 55.9372172, -3.1806046 55.9371048, -3.1805219 55.9369476)",
157774366,2,Causewayside,tertiary,20 mph,,False,True,82.90599999999999,,"LINESTRING (-3.181088 55.9378628, -3.1812762 55.9381156, -3.1814818 55.9383877, -3.1815577 55.9384982, -3.1815982 55.9385514)",
4242257,,Duncan Street,unclassified,20 mph,,True,False,104.95,,"LINESTRING (-3.1791473 55.9348385, -3.1784726 55.9349548, -3.1783748 55.9349717, -3.1782426 55.9349945, -3.1776031 55.9352013)",
157774373,2,Ratcliffe Terrace,tertiary,20 mph,,False,True,98.78699999999999,,"LINESTRING (-3.1791473 55.9348385, -3.1790415 55.9347224, -3.1788982 55.9345658, -3.1787547 55.9344015, -3.178687 55.9343239, -3.1785443 55.9341655, -3.1784961 55.9341129, -3.1784314 55.9340458)",
"[1189859893, 1189859895, 396998567]",2,Causewayside,tertiary,20 mph,,False,False,250.12599999999998,,"LINESTRING (-3.1791473 55.9348385, -3.1792203 55.9349242, -3.1793453 55.935071, -3.1793473 55.9350733, -3.1794628 55.9352046, -3.1795681 55.9353495, -3.1795789 55.9353647, -3.1797447 55.9355969, -3.1797731 55.935641, -3.1798226 55.9357181, -3.1798936 55.9358287, -3.1799621 55.935932, -3.1800641 55.9360859, -3.1801053 55.9361562, -3.1802768 55.9364489, -3.1803208 55.9365372, -3.1803655 55.9366268, -3.1804056 55.9367073, -3.1805219 55.9369476)",
3017254,2,Ratcliffe Terrace,tertiary,20 mph,,False,True,105.93299999999999,,"LINESTRING (-3.1777246 55.9331802, -3.1777808 55.9332655, -3.1778008 55.933295, -3.1778303 55.9333371, -3.1778866 55.9334122, -3.177959 55.9335054, -3.1779995 55.9335607, -3.1781357 55.9337195, -3.1782579 55.9338544, -3.1784314 55.9340458)",
3994000,,West Mayfield,residential,20 mph,,False,True,121.458,,"LINESTRING (-3.1777246 55.9331802, -3.1768678 55.933342, -3.1758761 55.933528)",
"[156464192, 242403335]",2,Mayfield Road,tertiary,20 mph,,False,True,130.878,,"LINESTRING (-3.1777246 55.9331802, -3.1775196 55.9327841, -3.1771379 55.93205)",
200228907,2,Fountainhall Road,residential,20 mph,,False,True,115.558,,"LINESTRING (-3.1777246 55.9331802, -3.1778467 55.9331413, -3.177966 55.9330954, -3.1782523 55.9329831, -3.1787464 55.9327997, -3.1792698 55.9326055)",
242403335,2,Mayfield Road,tertiary,20 mph,,False,False,7.553,,"LINESTRING (-3.1771033 55.9319849, -3.1771379 55.93205)",
242403335,2,Mayfield Road,tertiary,20 mph,,False,True,101.706,,"LINESTRING (-3.1771033 55.9319849, -3.1765879 55.931117)",
4389347,2,St Alban's Road,residential,20 mph,,False,False,109.532,,"LINESTRING (-3.1771033 55.9319849, -3.1776029 55.9318462, -3.1780732 55.9317181, -3.1786829 55.9315521)",
242403335,2,Mayfield Road,tertiary,20 mph,,False,False,101.706,,"LINESTRING (-3.1765879 55.931117, -3.1771033 55.9319849)",
119637943,2,Mayfield Road,tertiary,20 mph,,False,True,47.239,,"LINESTRING (-3.1765879 55.931117, -3.1765171 55.9309487, -3.176433 55.9307686, -3.1763982 55.9307058)",
200228905,,Relugas Road,residential,20 mph,,False,True,110.136,,"LINESTRING (-3.1765879 55.931117, -3.1767553 55.9310702, -3.1771537 55.930959, -3.1773333 55.9309088, -3.17817 55.9306748)",
3819006,,Salisbury Place,tertiary,20 mph,,False,False,63.186,,"LINESTRING (-3.1805219 55.9369476, -3.1795341 55.9370772)",
"[1189859867, 727020067, 157774366]",2,Causewayside,tertiary,20 mph,,False,True,107.827,,"LINESTRING (-3.1805219 55.9369476, -3.1806046 55.9371048, -3.1806638 55.9372172, -3.1806923 55.937274, -3.1807187 55.9373236, -3.1807592 55.9373952, -3.1807965 55.9374573, -3.1808498 55.9375402, -3.1809829 55.9377158, -3.181088 55.9378628)",
