osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,junction,tunnel,access
9933514,Princes Mews,residential,30 mph,False,True,101.99199999999999,"LINESTRING (-0.0255072 52.0481803, -0.025511 52.0480557, -0.0255038 52.0476984, -0.0254568 52.0475551, -0.0253483 52.0472738)",,,,,
9933525,Baldock Street,tertiary,30 mph,False,False,15.509,"LINESTRING (-0.0255072 52.0481803, -0.0253881 52.0481914, -0.0252818 52.0481928)",2,,,,
53375266,Baldock Street,tertiary,30 mph,False,False,21.203,"LINESTRING (-0.0255072 52.0481803, -0.0256144 52.0482079, -0.025808 52.0482138)",2,,,,
9933485,London Road,trunk,30 mph,True,False,11.461,"LINESTRING (-0.0228019 52.0454731, -0.0228162 52.045527, -0.02282 52.0455754)",1,A10,,,
"[282681400, 25119577]",London Road,trunk,30 mph,False,False,145.45,"LINESTRING (-0.0228019 52.0454731, -0.0227927 52.0453901, -0.0227624 52.0452945, -0.0226363 52.0450279, -0.0225382 52.0448071, -0.0223605 52.044252, -0.0223447 52.0441977)",,A10,,,
"[254928817, 254928821]",London Road,trunk,30 mph,True,False,42.85,"LINESTRING (-0.0226646 52.0457375, -0.0225762 52.0457703, -0.0224928 52.0457897, -0.022363 52.0458082, -0.0222488 52.0458245, -0.0220719 52.0458549)",1,A10,,,
25119593,Market Hill,trunk,30 mph,True,False,38.146,"LINESTRING (-0.0220719 52.0458549, -0.021569 52.0460033)",2,A10,,,
9933528,Fish Hill,unclassified,20 mph,True,False,61.790000000000006,"LINESTRING (-0.0211843 52.0461227, -0.0215764 52.0464885, -0.0216379 52.0465449, -0.0216979 52.0465781)",,,,,
25119593,Market Hill,trunk,30 mph,True,False,47.809,"LINESTRING (-0.0211843 52.0461227, -0.0207658 52.0462158, -0.0205216 52.0462589)",2,A10,,,
9933546,Priory Lane,trunk,30 mph,True,False,49.230000000000004,"LINESTRING (-0.0200012 52.0465469, -0.0202616 52.0463075, -0.0203405 52.0461606)",1,A10,,,
138461990,Priory Lane,trunk,30 mph,False,True,172.988,"LINESTRING (-0.0200012 52.0465469, -0.0198548 52.0466851, -0.0197984 52.0467493, -0.0197334 52.0468726, -0.0196847 52.0470076, -0.0196697 52.0471047, -0.0196626 52.0472313, -0.0197045 52.0475265, -0.0197372 52.0477397, -0.0197405 52.0477507, -0.0197729 52.0479417, -0.0197915 52.0480531)",,A10,,,
"[611982529, 25119562, 949815687]",Melbourn Street,tertiary,30 mph,False,False,249.12800000000004,"LINESTRING (-0.0240107 52.0481823, -0.0234248 52.0481857, -0.0232729 52.0481889, -0.0229107 52.0481964, -0.0225128 52.0482075, -0.0224212 52.0482091, -0.022359 52.0482126, -0.0213281 52.0482517, -0.0211499 52.0482505, -0.0206343 52.0482578, -0.0203708 52.0482588)",,,,,
"[254928825, 53375269]",,tertiary,30 mph,False,True,35.163,"LINESTRING (-0.0240107 52.0481823, -0.0241312 52.0481856, -0.0243756 52.0481923, -0.0245245 52.048194)",2,,,,
138461986,Priory Lane,trunk,30 mph,True,False,51.967999999999996,"LINESTRING (-0.0203405 52.0461606, -0.020347 52.0460447, -0.02033 52.0459106, -0.0202972 52.0457979, -0.0202671 52.0456972)",2,A10,,,
25119592,Barkway Street,trunk,30 mph,True,False,67.965,"LINESTRING (-0.0205386 52.0455161, -0.0208597 52.0455623, -0.0210764 52.045583, -0.0214522 52.0456196, -0.0215152 52.0456273)",2,A10,,,
25119449,The Warren,residential,,False,True,46.854,"LINESTRING (-0.0215152 52.0456273, -0.0215323 52.0455054, -0.0215649 52.0453982, -0.0215966 52.04531, -0.0216299 52.0452125)",,,,,
25119592,Barkway Street,trunk,30 mph,True,False,39.302,"LINESTRING (-0.0215152 52.0456273, -0.0219948 52.0456923, -0.0220747 52.0457074)",2,A10,,,
9933536,,trunk_link,30 mph,True,False,19.246,"LINESTRING (-0.0220747 52.0457074, -0.0221162 52.0457382, -0.0221376 52.0457774, -0.0221268 52.0458202, -0.0220719 52.0458549)",,,,,
"[55450112, 254928813]",London Road,trunk,30 mph,True,False,63.233999999999995,"LINESTRING (-0.0220747 52.0457074, -0.0222201 52.0457283, -0.0223269 52.0457278, -0.0224614 52.0457076, -0.0226143 52.0456591, -0.0226933 52.0456023, -0.0228019 52.0454731)",1,A10,,,
9933509,Kneesworth Street,tertiary,30 mph,True,False,30.598,"LINESTRING (-0.0249578 52.0497478, -0.0247719 52.0494975)",,,,,
24992442,Kneesworth Street,tertiary,30 mph,False,False,67.95599999999999,"LINESTRING (-0.0249578 52.0497478, -0.0251273 52.0500518, -0.0251759 52.0501755, -0.0252429 52.0503327)",,,,,
11566006,,trunk,30 mph,True,False,9.434,"LINESTRING (-0.0198118 52.0494395, -0.0198289 52.0494657, -0.0198335 52.0494939, -0.0198251 52.0495217)",,A10,roundabout,,
43176769,King James Way,residential,,True,False,16.939999999999998,"LINESTRING (-0.0198118 52.0494395, -0.0199371 52.0494642, -0.0200477 52.049486)",,,,,
37617522,Melbourn Road,trunk,30 mph,True,False,26.951,"LINESTRING (-0.0196632 52.0495905, -0.0196178 52.0496409, -0.0194637 52.0497995)",1,A10,,,
"[1118372596, 1118372597]",,trunk,30 mph,True,False,9.603,"LINESTRING (-0.0196632 52.0495905, -0.0196171 52.0495852, -0.0195754 52.0495722, -0.0195413 52.0495525)",,A10,roundabout,,
138461980,King James Way,residential,,False,True,60.527,"LINESTRING (-0.0209218 52.0494004, -0.0200477 52.049486)",,,,,
24994621,St Marys Park,residential,,False,False,31.771,"LINESTRING (-0.0209218 52.0494004, -0.0209549 52.0495785, -0.0210106 52.0496793)",,,,,
138461980,King James Way,residential,,False,False,174.79100000000003,"LINESTRING (-0.0209218 52.0494004, -0.0211033 52.0493822, -0.0215531 52.0493371, -0.0216869 52.0493278, -0.0217901 52.0493279, -0.0218945 52.049348, -0.0219694 52.0493729, -0.0220232 52.0493962, -0.0220912 52.0494464, -0.0221328 52.0494825, -0.022309 52.049669, -0.0224552 52.0498385, -0.0225654 52.0500045, -0.0226379 52.0501745)",,,,,
24994629,King James Way,residential,,False,True,50.994,"LINESTRING (-0.0226379 52.0501745, -0.0226996 52.050177, -0.0228271 52.0501739, -0.0229677 52.0501621, -0.0231341 52.0501359, -0.0232604 52.0501183, -0.0233731 52.0501242)",,,,,
138461980,King James Way,residential,,False,False,104.16700000000002,"LINESTRING (-0.0226379 52.0501745, -0.0226363 52.0502493, -0.0226173 52.0502986, -0.0225808 52.0503588, -0.0225256 52.0504234, -0.0224232 52.0504884, -0.0223398 52.0505548, -0.0222741 52.0506448, -0.0222724 52.0507693, -0.0223058 52.0508445, -0.0223709 52.0509342, -0.0224692 52.0510143)",,,,,
138461980,King James Way,residential,,False,True,174.791,"LINESTRING (-0.0226379 52.0501745, -0.0225654 52.0500045, -0.0224552 52.0498385, -0.022309 52.049669, -0.0221328 52.0494825, -0.0220912 52.0494464, -0.0220232 52.0493962, -0.0219694 52.0493729, -0.0218945 52.049348, -0.0217901 52.0493279, -0.0216869 52.0493278, -0.0215531 52.0493371, -0.0211033 52.0493822, -0.0209218 52.0494004)",,,,,
24994632,King James Way,residential,,False,False,46.305,"LINESTRING (-0.0224692 52.0510143, -0.0223406 52.0510918, -0.0223401 52.0512303, -0.0223826 52.0513476, -0.0224006 52.0513933)",,,,,
"[138461980, 24994629]",King James Way,residential,,False,False,76.66900000000001,"LINESTRING (-0.0224692 52.0510143, -0.022608 52.0510584, -0.0227871 52.0510872, -0.0229854 52.0510886, -0.0231785 52.0510607, -0.0233179 52.0510171, -0.023431 52.0509605, -0.0234724 52.0509177)",,,,,
138461980,King James Way,residential,,False,True,104.167,"LINESTRING (-0.0224692 52.0510143, -0.0223709 52.0509342, -0.0223058 52.0508445, -0.0222724 52.0507693, -0.0222741 52.0506448, -0.0223398 52.0505548, -0.0224232 52.0504884, -0.0225256 52.0504234, -0.0225808 52.0503588, -0.0226173 52.0502986, -0.0226363 52.0502493, -0.0226379 52.0501745)",,,,,
238842182,Kneesworth Street,tertiary,30 mph,False,True,69.61099999999999,"LINESTRING (-0.0257943 52.0516359, -0.0256262 52.0512366, -0.025587 52.0511298, -0.0255244 52.0510331)",,,,,
238842185,Kneesworth Street,tertiary,30 mph,False,True,12.737,"LINESTRING (-0.0255244 52.0510331, -0.0255603 52.0509207)",,,,,
238842182,Kneesworth Street,tertiary,30 mph,False,False,69.61099999999999,"LINESTRING (-0.0255244 52.0510331, -0.025587 52.0511298, -0.0256262 52.0512366, -0.0257943 52.0516359)",,,,,
238842185,Kneesworth Street,tertiary,30 mph,False,False,12.737,"LINESTRING (-0.0255603 52.0509207, -0.0255244 52.0510331)",,,,,
24992442,Kneesworth Street,tertiary,30 mph,False,True,68.893,"LINESTRING (-0.0255603 52.0509207, -0.0255106 52.0508339, -0.0252429 52.0503327)",,,,,
24992448,Palace Gardens,residential,,False,False,310.713,"LINESTRING (-0.0255603 52.0509207, -0.0258683 52.0508561, -0.0264596 52.050745, -0.0268261 52.0506289, -0.0270872 52.0504794, -0.0272465 52.0503213, -0.0273216 52.0501412, -0.0273191 52.0498926, -0.0272077 52.0496597, -0.0270873 52.0494567, -0.0270257 52.049249, -0.0269147 52.0490728, -0.0267439 52.0490097, -0.0265275 52.0489694)",,,,,
24992448,Palace Gardens,residential,,False,True,310.713,"LINESTRING (-0.0265275 52.0489694, -0.0267439 52.0490097, -0.0269147 52.0490728, -0.0270257 52.049249, -0.0270873 52.0494567, -0.0272077 52.0496597, -0.0273191 52.0498926, -0.0273216 52.0501412, -0.0272465 52.0503213, -0.0270872 52.0504794, -0.0268261 52.0506289, -0.0264596 52.050745, -0.0258683 52.0508561, -0.0255603 52.0509207)",,,,,
24995835,Green Drift,residential,,False,False,14.008,"LINESTRING (-0.0280084 52.0517675, -0.0282076 52.0517381)",,,,,
24995835,Green Drift,residential,,False,False,11.321,"LINESTRING (-0.0289307 52.0516369, -0.0290916 52.0516129)",,,,,
24995835,Green Drift,residential,,False,True,50.71,"LINESTRING (-0.0289307 52.0516369, -0.0282076 52.0517381)",,,,,
24993716,Saddlers Place,residential,,False,False,34.971,"LINESTRING (-0.0289307 52.0516369, -0.0288506 52.0514169, -0.0288554 52.0513279)",,,,,
24992494,Saddlers Place,residential,,False,False,17.609,"LINESTRING (-0.0288554 52.0513279, -0.0287244 52.0512866, -0.0286831 52.0512237)",,,,,
24992494,Saddlers Place,residential,,False,True,22.2,"LINESTRING (-0.0288554 52.0513279, -0.0289169 52.051304, -0.028992 52.0512378, -0.0289671 52.0511652)",,,,,
24993716,Saddlers Place,residential,,False,True,34.971,"LINESTRING (-0.0288554 52.0513279, -0.0288506 52.0514169, -0.0289307 52.0516369)",,,,,
24992494,Saddlers Place,residential,,False,False,22.200000000000003,"LINESTRING (-0.0289671 52.0511652, -0.028992 52.0512378, -0.0289169 52.051304, -0.0288554 52.0513279)",,,,,
24992494,Saddlers Place,residential,,False,True,17.609,"LINESTRING (-0.0286831 52.0512237, -0.0287244 52.0512866, -0.0288554 52.0513279)",,,,,
24995835,Green Drift,residential,,False,False,45.863,"LINESTRING (-0.0290916 52.0516129, -0.0297463 52.0515233)",,,,,
24995835,Green Drift,residential,,False,True,11.321,"LINESTRING (-0.0290916 52.0516129, -0.0289307 52.0516369)",,,,,
24995835,Green Drift,residential,,False,True,45.863,"LINESTRING (-0.0297463 52.0515233, -0.0290916 52.0516129)",,,,,
24993720,Tannery Drift,residential,,False,False,102.69200000000001,"LINESTRING (-0.0297463 52.0515233, -0.0295763 52.0510272, -0.0294439 52.0506187)",,,,,
24993720,Tannery Drift,residential,,False,False,98.892,"LINESTRING (-0.0294439 52.0506187, -0.0293358 52.0502678, -0.0292712 52.0500649, -0.029157 52.0497471)",,,,,
24993720,Tannery Drift,residential,,False,True,102.69200000000001,"LINESTRING (-0.0294439 52.0506187, -0.0295763 52.0510272, -0.0297463 52.0515233)",,,,,
24993723,Mallard Road,residential,,False,False,147.504,"LINESTRING (-0.0294439 52.0506187, -0.0276159 52.0508838, -0.0276754 52.0510514)",,,,,
24993722,Tannery Close,residential,,False,False,91.883,"LINESTRING (-0.029157 52.0497471, -0.0304839 52.049617)",,,,,
24993720,Tannery Drift,residential,,False,False,186.46200000000002,"LINESTRING (-0.029157 52.0497471, -0.0289285 52.0489696, -0.0288056 52.0485514, -0.0286653 52.0481839, -0.028669 52.0480996)",,,,,
24993720,Tannery Drift,residential,,False,True,98.892,"LINESTRING (-0.029157 52.0497471, -0.0292712 52.0500649, -0.0293358 52.0502678, -0.0294439 52.0506187)",,,,,
24993720,Tannery Drift,residential,,False,True,186.462,"LINESTRING (-0.028669 52.0480996, -0.0286653 52.0481839, -0.0288056 52.0485514, -0.0289285 52.0489696, -0.029157 52.0497471)",,,,,
24996958,Baldock Road,tertiary,30 mph,False,False,71.281,"LINESTRING (-0.028669 52.0480996, -0.029597 52.0480557, -0.029708 52.0480486)",2,,,,
53375266,Baldock Street,tertiary,30 mph,False,True,119.58500000000001,"LINESTRING (-0.028669 52.0480996, -0.0284844 52.0481072, -0.0284213 52.0481118, -0.0281491 52.0481185, -0.0269231 52.0481587)",2,,,,
24993722,Tannery Close,residential,,False,True,91.883,"LINESTRING (-0.0304839 52.049617, -0.029157 52.0497471)",,,,,
1018374330,Tannery Close,residential,,False,False,4.851,"LINESTRING (-0.0304839 52.049617, -0.0305249 52.0496526)",,,,,
1018374330,Tannery Close,residential,,False,True,5.107,"LINESTRING (-0.0304839 52.049617, -0.0305074 52.0495734)",,,,,
24993723,Mallard Road,residential,,False,True,147.504,"LINESTRING (-0.0276754 52.0510514, -0.0276159 52.0508838, -0.0294439 52.0506187)",,,,,
