osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,width,tunnel,junction
25274513,New Street,residential,False,True,58.982,"LINESTRING (-5.0664482 50.1517721, -5.0665998 50.1518657, -5.0669436 50.1521241, -5.0669986 50.1521676)",,,,,
"[471356601, 1188370423]",Swanpool Street,tertiary,False,False,45.150999999999996,"LINESTRING (-5.0664482 50.1517721, -5.0665952 50.1515219, -5.0666707 50.1513919)",2,,,,
25101946,Arwenack Street,tertiary,False,True,77.471,"LINESTRING (-5.0661246 50.152401, -5.0655606 50.1520508, -5.0653452 50.1519152)",,20 mph,7.4,,
25122906,Swanpool Street,tertiary,True,False,73.718,"LINESTRING (-5.0661246 50.152401, -5.0661691 50.1522939, -5.0662447 50.1521734, -5.0663481 50.1519954, -5.0664482 50.1517721)",,20 mph,,,
25357978,Lister Hill,residential,False,False,14.458,"LINESTRING (-5.0744357 50.1521726, -5.0742781 50.1520907)",,20 mph,,,
25357978,Lister Hill,residential,False,True,25.005,"LINESTRING (-5.0744357 50.1521726, -5.0746998 50.1523207)",,20 mph,,,
54612253,Lister Street,residential,False,False,47.847,"LINESTRING (-5.0744357 50.1521726, -5.0748838 50.1518521)",,20 mph,,,
25357978,Lister Hill,residential,False,False,45.179,"LINESTRING (-5.0752294 50.1526162, -5.0747494 50.1523507)",,20 mph,,,
47205732,Killigrew Street,tertiary,False,True,127.001,"LINESTRING (-5.0752294 50.1526162, -5.0746894 50.1530526, -5.0740913 50.1534949)",,30 mph,,,
25274502,Webber Street,tertiary,True,False,154.7,"LINESTRING (-5.0719014 50.1554105, -5.0719085 50.1554457, -5.0719199 50.1554805, -5.0719828 50.1555387, -5.0721156 50.1556404, -5.0721707 50.1557152, -5.0721989 50.1558253, -5.0721869 50.1559336, -5.0720459 50.1561071, -5.0719994 50.1561385, -5.0719546 50.1561689, -5.0717934 50.1562627, -5.0716975 50.1563184, -5.0715795 50.1563948, -5.0715316 50.1564224, -5.0714639 50.1564615, -5.0713318 50.1565213)",,20 mph,,,
25274652,Killigrew Street,tertiary,False,True,60.120000000000005,"LINESTRING (-5.0719014 50.1554105, -5.0719341 50.155349, -5.0719598 50.1553048, -5.0720519 50.1551743, -5.0720888 50.1551243, -5.0721278 50.1550758, -5.0723154 50.154948)",2,20 mph,,,
656533928,High Street,tertiary,True,False,7.037,"LINESTRING (-5.0713787 50.156577, -5.0713318 50.1565213)",,,,,
"[1208275680, 25274497]",Mulberry Court,residential,False,False,53.713,"LINESTRING (-5.0713787 50.156577, -5.0712728 50.1566236, -5.0710616 50.1567206, -5.0711458 50.1568177, -5.0712441 50.1569131, -5.0712517 50.1569205)",,,,,
"[25274664, 656533929, 656533928]",High Street,tertiary,True,False,194.22199999999998,"LINESTRING (-5.0731367 50.1578925, -5.0729252 50.1577141, -5.0728534 50.1576697, -5.0725803 50.1574941, -5.0721265 50.1572413, -5.0719091 50.1571168, -5.0716542 50.1568881, -5.0714573 50.1566703, -5.0713787 50.156577)",,,,yes,
69592579,Beacon Street,tertiary,False,True,75.719,"LINESTRING (-5.0731367 50.1578925, -5.0732745 50.1578469, -5.0733345 50.1578347, -5.0734051 50.1578396, -5.0735264 50.1579019, -5.0738069 50.1579985, -5.0740799 50.1580492, -5.0740954 50.1580506)",,20 mph,,,
