osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,lanes,bridge,access,width,junction
9185541,Bridge Street,residential,False,True,7.656000000000001,"LINESTRING (-0.2635277 51.493478, -0.2635034 51.4934511, -0.2634718 51.4934186)",,20 mph,,,,,
23268758,Essex Road,residential,False,False,46.178,"LINESTRING (-0.2635277 51.493478, -0.263582 51.4934629, -0.2636391 51.49346, -0.2641848 51.493504)",,20 mph,,,,,
9185541,Bridge Street,residential,False,False,9.238,"LINESTRING (-0.2637535 51.4941353, -0.2637833 51.4941949, -0.2637967 51.4942138)",,20 mph,,,,,
9185541,Bridge Street,residential,False,True,75.055,"LINESTRING (-0.2637535 51.4941353, -0.2637058 51.4940499, -0.263632 51.4939091, -0.263592 51.4938037, -0.2635277 51.493478)",,20 mph,,,,,
23268757,Mills Row,residential,False,False,49.748999999999995,"LINESTRING (-0.2637535 51.4941353, -0.2638732 51.4941114, -0.2644411 51.4940053)",,20 mph,,,,,
9185568,Essex Place,unclassified,False,False,183.438,"LINESTRING (-0.2673755 51.493576, -0.2671813 51.4936405, -0.2670508 51.4936324, -0.2669593 51.4935868, -0.2668666 51.4935474, -0.2668096 51.4935264, -0.2663461 51.4932325, -0.2661487 51.4931149, -0.2659169 51.4930454, -0.2651072 51.4930204)",,,,,,,
"[24310879, 24310878, 672721679]",Acton Lane,secondary,False,False,64.994,"LINESTRING (-0.2673755 51.493576, -0.2674938 51.4936991, -0.2675515 51.49383, -0.2675567 51.4938441, -0.2675881 51.4939295, -0.267612 51.49401, -0.2676267 51.4940913, -0.2676373 51.4941303)",B490,,,yes,,,
672721681,Acton Lane,secondary,True,False,37.913,"LINESTRING (-0.2673755 51.493576, -0.2672962 51.4935245, -0.2672367 51.4934483, -0.2671932 51.4933926, -0.2671729 51.4933667, -0.2671405 51.4933241, -0.2671588 51.4932785)",B490,,,,,,
9185588,Chiswick Road,residential,False,False,21.596,"LINESTRING (-0.2697193 51.4929438, -0.2697014 51.4930907, -0.2696717 51.4931338)",,,2,,,,
641342865,Chiswick High Road,primary,False,False,46.233000000000004,"LINESTRING (-0.2697193 51.4929438, -0.2693552 51.4929231, -0.2690564 51.492895)",A315,20 mph,2,,,,
"[672721677, 495773572, 23267557]",Chiswick Road,residential,True,False,166.861,"LINESTRING (-0.2673061 51.4933908, -0.2673543 51.4933856, -0.2673736 51.4933836, -0.26747 51.4933801, -0.2676665 51.4933638, -0.2680273 51.493338, -0.2695517 51.4931724, -0.2695905 51.4931615, -0.2696195 51.4931465, -0.2696717 51.4931338)",,,,,,,
672721671,Acton Lane,secondary,True,False,21.973999999999997,"LINESTRING (-0.2673061 51.4933908, -0.2673905 51.4935016, -0.2673755 51.493576)",B490,,,,,,
4830695,Heathfield Terrace,primary,False,False,54.46000000000001,"LINESTRING (-0.2655027 51.4914456, -0.2653364 51.4914693, -0.26526 51.4914803, -0.2651866 51.4914907, -0.264736 51.4915551)",A3000,20 mph,2,,,,
47046959,Heathfield Terrace,primary,False,False,29.186999999999998,"LINESTRING (-0.2655027 51.4914456, -0.2656587 51.4914277, -0.2657256 51.49142, -0.2657928 51.4914103, -0.2659157 51.4913932)",A3000,20 mph,2,,,,
9185724,Town Hall Avenue,unclassified,True,False,126.692,"LINESTRING (-0.2654674 51.4925795, -0.2655288 51.491964, -0.2655556 51.4916013, -0.2655497 51.4915604, -0.265535 51.4915164, -0.2655027 51.4914456)",,,,,,,
47046970,Chiswick High Road,primary,False,True,91.50700000000002,"LINESTRING (-0.2654674 51.4925795, -0.2655151 51.4925854, -0.2665829 51.4926599, -0.2666188 51.4926624, -0.2667793 51.4926783)",A315,20 mph,3,,,,
"[675640505, 47046955, 675640503]",Chiswick High Road,primary,False,False,106.256,"LINESTRING (-0.2654674 51.4925795, -0.2653295 51.4925746, -0.2647551 51.4925359, -0.2646537 51.4925321, -0.2646251 51.4925304, -0.2643246 51.4925162, -0.2639385 51.4924979)",A315,20 mph,2,,,,
26276189,Cunnington Street,residential,False,True,34.868,"LINESTRING (-0.2674073 51.4962205, -0.2676872 51.4964812)",,20 mph,,,,,
26276189,Cunnington Street,residential,False,False,96.98100000000001,"LINESTRING (-0.2674073 51.4962205, -0.2673515 51.4961761, -0.2673108 51.4961535, -0.2672638 51.4961382, -0.2664831 51.4961011, -0.2663661 51.4960877, -0.2661205 51.4959795)",,20 mph,,,,,
9182831,Bollo Lane,tertiary,False,True,74.549,"LINESTRING (-0.2708636 51.4967763, -0.270655 51.496615, -0.270478 51.4964216, -0.2703892 51.4963068, -0.2703206 51.4962018)",,20 mph,,,,,
23268763,Evershed Walk,residential,False,True,6.83,"LINESTRING (-0.2651599 51.4965846, -0.2651997 51.4966408)",,20 mph,,,,,
22696871,Acton Lane,residential,False,True,53.861999999999995,"LINESTRING (-0.2651599 51.4965846, -0.2652742 51.496314, -0.2652703 51.4962285, -0.2652252 51.4961128)",,20 mph,,,,,
"[625347667, 226284166]",Acton Lane,residential,False,False,78.518,"LINESTRING (-0.2651599 51.4965846, -0.2648136 51.4964153, -0.2646964 51.496358, -0.2642494 51.496164)",,20 mph,,,,,
226284173,South Parade,secondary,False,False,17.28,"LINESTRING (-0.2642494 51.496164, -0.2639999 51.4961594)",B490,20 mph,,,,,
"[226284168, 625347666, 23268751]","['Acton Lane', 'South Parade']",secondary,False,True,67.979,"LINESTRING (-0.2642494 51.496164, -0.2644513 51.4961548, -0.2647061 51.4961461, -0.2650937 51.4961353, -0.2652252 51.4961128)",B490,20 mph,,,,,
"[625347667, 226284166]",Acton Lane,residential,False,True,78.518,"LINESTRING (-0.2642494 51.496164, -0.2646964 51.496358, -0.2648136 51.4964153, -0.2651599 51.4965846)",,20 mph,,,,,
9182831,Bollo Lane,tertiary,False,False,39.345,"LINESTRING (-0.2701323 51.4954874, -0.270225 51.4958365)",,20 mph,,,,,
22696872,Montgomery Road,residential,False,False,202.145,"LINESTRING (-0.2701323 51.4954874, -0.2676872 51.4964812)",,20 mph,,,,,
9182831,Bollo Lane,tertiary,False,True,248.33700000000002,"LINESTRING (-0.2701323 51.4954874, -0.2700713 51.4953326, -0.2697538 51.4948196, -0.2694945 51.4946407, -0.2693589 51.4945471, -0.2685354 51.4944051, -0.2684963 51.4943948, -0.2684495 51.4943824, -0.2682723 51.4943095, -0.2679561 51.4942073, -0.267738 51.4941511, -0.2676866 51.4941396, -0.2676373 51.4941303)",,20 mph,,,,,
22696872,Montgomery Road,residential,False,True,202.145,"LINESTRING (-0.2676872 51.4964812, -0.2701323 51.4954874)",,20 mph,,,,,
26276189,Cunnington Street,residential,False,False,34.868,"LINESTRING (-0.2676872 51.4964812, -0.2674073 51.4962205)",,20 mph,,,,,
26276189,Cunnington Street,residential,False,True,21.137,"LINESTRING (-0.2676872 51.4964812, -0.2678591 51.4966383)",,20 mph,,,,,
26276189,Cunnington Street,residential,False,False,21.137,"LINESTRING (-0.2678591 51.4966383, -0.2676872 51.4964812)",,20 mph,,,,,
9182831,Bollo Lane,tertiary,False,False,41.155,"LINESTRING (-0.270225 51.4958365, -0.2703206 51.4962018)",,20 mph,,,,,
9182831,Bollo Lane,tertiary,False,True,39.345,"LINESTRING (-0.270225 51.4958365, -0.2701323 51.4954874)",,20 mph,,,,,
22696879,Fairlawn Avenue,residential,False,False,16.589,"LINESTRING (-0.266485 51.4947986, -0.2667162 51.4948378)",,20 mph,,,,,
23267724,Acton Lane,secondary,False,True,12.975,"LINESTRING (-0.266485 51.4947986, -0.2665703 51.4946947)",B490,20 mph,,,,,
23267724,Acton Lane,secondary,False,False,128.94,"LINESTRING (-0.266485 51.4947986, -0.2656915 51.4957366, -0.2656171 51.4958246)",B490,20 mph,,,,,
22696879,Fairlawn Avenue,residential,False,True,16.589,"LINESTRING (-0.2667162 51.4948378, -0.266485 51.4947986)",,20 mph,,,,,
"[22696882, 22696879]","['Fairlawn Avenue', 'Fairlawn Grove']",residential,False,"[False, True]",283.112,"LINESTRING (-0.2667162 51.4948378, -0.2688456 51.4951525, -0.268893 51.4951675, -0.2689275 51.4951888, -0.2689019 51.4952282, -0.2688513 51.4952625, -0.2678348 51.4956746, -0.2677622 51.4956977, -0.2674093 51.4957468)",,20 mph,,,,,
22696881,Ravenscroft Road,residential,False,False,112.781,"LINESTRING (-0.2667162 51.4948378, -0.2667078 51.4948806, -0.2667166 51.4949083, -0.2674093 51.4957468)",,20 mph,,,,,
22696881,Ravenscroft Road,residential,False,True,112.781,"LINESTRING (-0.2674093 51.4957468, -0.2667166 51.4949083, -0.2667078 51.4948806, -0.2667162 51.4948378)",,20 mph,,,,,
"[22696882, 22696879]","['Fairlawn Avenue', 'Fairlawn Grove']",residential,False,"[False, True]",283.112,"LINESTRING (-0.2674093 51.4957468, -0.2677622 51.4956977, -0.2678348 51.4956746, -0.2688513 51.4952625, -0.2689019 51.4952282, -0.2689275 51.4951888, -0.268893 51.4951675, -0.2688456 51.4951525, -0.2667162 51.4948378)",,20 mph,,,,,
22696882,Fairlawn Grove,residential,False,True,93.15299999999999,"LINESTRING (-0.2674093 51.4957468, -0.2663609 51.4959104, -0.2661205 51.4959795)",,20 mph,,,,,
26276189,Cunnington Street,residential,False,False,38.873,"LINESTRING (-0.2661205 51.4959795, -0.2656171 51.4958246)",,20 mph,,,,,
22696882,Fairlawn Grove,residential,False,False,93.15299999999999,"LINESTRING (-0.2661205 51.4959795, -0.2663609 51.4959104, -0.2674093 51.4957468)",,20 mph,,,,,
26276189,Cunnington Street,residential,False,True,96.98100000000001,"LINESTRING (-0.2661205 51.4959795, -0.2663661 51.4960877, -0.2664831 51.4961011, -0.2672638 51.4961382, -0.2673108 51.4961535, -0.2673515 51.4961761, -0.2674073 51.4962205)",,20 mph,,,,,
23267724,Acton Lane,secondary,False,False,12.975,"LINESTRING (-0.2665703 51.4946947, -0.266485 51.4947986)",B490,20 mph,,,,,
22696892,Hardwicke Road,residential,False,False,233.178,"LINESTRING (-0.2665703 51.4946947, -0.2664635 51.4946781, -0.2663719 51.4946903, -0.2657175 51.4948967, -0.2650703 51.4950852, -0.2641154 51.4952954, -0.2639484 51.4948699)",,20 mph,,,,,
23267724,Acton Lane,secondary,False,True,97.116,"LINESTRING (-0.2665703 51.4946947, -0.2666553 51.4946326, -0.2667617 51.4945664, -0.2670984 51.494397, -0.2673958 51.4942528, -0.2676373 51.4941303)",B490,20 mph,,,,,
22696892,Hardwicke Road,residential,False,True,233.17800000000003,"LINESTRING (-0.2639484 51.4948699, -0.2641154 51.4952954, -0.2650703 51.4950852, -0.2657175 51.4948967, -0.2663719 51.4946903, -0.2664635 51.4946781, -0.2665703 51.4946947)",,20 mph,,,,,
68280289,Wellesley Road,primary,False,True,107.698,"LINESTRING (-0.2708627 51.4907959, -0.2693187 51.4909137)",A3000,20 mph,,,,,
22696984,Marlborough Road,residential,False,True,47.426,"LINESTRING (-0.2708627 51.4907959, -0.2708887 51.4908724, -0.2710043 51.4912132)",,20 mph,,,,,
22696983,Sutton Lane North,tertiary,False,False,80.783,"LINESTRING (-0.2678915 51.4917036, -0.2680336 51.4916307, -0.2682039 51.4915433, -0.2686082 51.4912487, -0.2686278 51.4912071, -0.2686384 51.491164)",,30 mph,2,,,,
22696983,Sutton Lane North,tertiary,False,True,136.811,"LINESTRING (-0.2678915 51.4917036, -0.267776 51.491739, -0.2677254 51.4917545, -0.2675124 51.4918681, -0.2672024 51.4921553, -0.2668465 51.492498, -0.2668082 51.4925558, -0.2668008 51.4925888, -0.2667793 51.4926783)",,30 mph,2,,,,
22696984,Marlborough Road,residential,False,False,47.426,"LINESTRING (-0.2710043 51.4912132, -0.2708887 51.4908724, -0.2708627 51.4907959)",,20 mph,,,,,
22696987,Walpole Gardens,residential,False,False,157.61300000000003,"LINESTRING (-0.2710043 51.4912132, -0.2693733 51.4912093, -0.269238 51.4912079, -0.2689638 51.4911781, -0.2688808 51.4911562, -0.2688355 51.4911443, -0.2687459 51.4911299)",,20 mph,,,,,
22697035,Grosvenor Road,residential,False,False,51.211,"LINESTRING (-0.2697639 51.4896245, -0.269101 51.4896004, -0.2690269 51.489591)",,20 mph,,,,,
22697041,Heathfield Gardens,residential,False,False,122.53899999999999,"LINESTRING (-0.2699574 51.4887003, -0.2698595 51.4887531, -0.2695662 51.4888964, -0.2694193 51.4889844, -0.269272 51.4891044, -0.2692026 51.4891943, -0.2690269 51.489591)",,20 mph,,,,,
22697047,Barrowgate Road,residential,False,False,150.81799999999998,"LINESTRING (-0.2699574 51.4887003, -0.2698412 51.4886629, -0.2687574 51.4885112, -0.2678218 51.488538)",,,,,,,
640168573,Sutton Lane North,residential,True,False,105.791,"LINESTRING (-0.2699574 51.4887003, -0.2699766 51.4887271, -0.2700213 51.4887887, -0.2700337 51.4888238, -0.2700322 51.4888497, -0.2697639 51.4896245)",,,,,,,
"[24485098, 759765028, 759765029]",Sutton Lane North,residential,False,True,66.11600000000001,"LINESTRING (-0.2699574 51.4887003, -0.2700334 51.4886343, -0.2700472 51.4885691, -0.2701018 51.488367, -0.2701464 51.4882111, -0.270165 51.4881667, -0.2701806 51.4881295)",,,,,,,
22697035,Grosvenor Road,residential,False,True,51.211,"LINESTRING (-0.2690269 51.489591, -0.269101 51.4896004, -0.2697639 51.4896245)",,20 mph,,,,,
22697041,Heathfield Gardens,residential,False,False,175.79500000000002,"LINESTRING (-0.2690269 51.489591, -0.2687088 51.4903787, -0.2686573 51.4904642, -0.2685226 51.4906879, -0.2684893 51.4907432, -0.2683045 51.4909332, -0.2683031 51.4909953, -0.2683255 51.4910895)",,20 mph,,,,,
22697041,Heathfield Gardens,residential,False,True,122.53900000000002,"LINESTRING (-0.2690269 51.489591, -0.2692026 51.4891943, -0.269272 51.4891044, -0.2694193 51.4889844, -0.2695662 51.4888964, -0.2698595 51.4887531, -0.2699574 51.4887003)",,20 mph,,,,,
