osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,name,geometry,bridge,width
73356282,,,residential,,False,True,134.956,Dempster Street,"LINESTRING (-3.0910025 58.4385623, -3.0930925 58.439088)",,
73382592,,,residential,,False,False,72.028,Malcolm Street,"LINESTRING (-3.0910025 58.4385623, -3.0904495 58.4391418)",,
73386669,,,residential,,False,False,39.446,Miller Lane,"LINESTRING (-3.0937882 58.4427084, -3.0934717 58.4424883, -3.0933855 58.4424231)",,
73386669,,,residential,,False,True,17.831,Miller Lane,"LINESTRING (-3.0937882 58.4427084, -3.0939221 58.4427606, -3.0940499 58.4427898)",,
73386669,,,residential,,False,False,7.574,Miller Lane,"LINESTRING (-3.0933855 58.4424231, -3.0932963 58.4423735)",,
73386673,,,residential,,False,True,4.255,Anderson Lane,"LINESTRING (-3.0933855 58.4424231, -3.0933416 58.4424537)",,
73386669,,,residential,,False,True,39.446,Miller Lane,"LINESTRING (-3.0933855 58.4424231, -3.0934717 58.4424883, -3.0937882 58.4427084)",,
73386673,,,residential,,False,False,4.255,Anderson Lane,"LINESTRING (-3.0933416 58.4424537, -3.0933855 58.4424231)",,
73386675,2,,residential,,False,True,84.078,The Glebe,"LINESTRING (-3.0972126 58.4444817, -3.0961379 58.4445536, -3.0957794 58.4445776)",,
34857752,,,residential,,False,False,5.021,Henrietta Street,"LINESTRING (-3.0896613 58.4456675, -3.0895777 58.4456563)",,
34857752,,,residential,,False,True,68.452,Henrietta Street,"LINESTRING (-3.0896613 58.4456675, -3.0907916 58.4458381)",,
73386678,,,residential,,False,False,47.939,Henrietta Terrace,"LINESTRING (-3.0896613 58.4456675, -3.0898925 58.4452537)",,
73386678,,,residential,,False,True,47.939,Henrietta Terrace,"LINESTRING (-3.0898925 58.4452537, -3.0896613 58.4456675)",,
446893952,2,,residential,,False,True,73.694,Henrietta Court,"LINESTRING (-3.0900056 58.4460959, -3.0894805 58.4460121, -3.0894176 58.4459467, -3.089512 58.4457759, -3.0895777 58.4456563)",,4.8
73386682,,A99,trunk,30 mph,False,False,90.77,Francis Street,"LINESTRING (-3.0940165 58.4385308, -3.0941048 58.4393458)",,
73386682,,A99,trunk,30 mph,False,True,19.735,Francis Street,"LINESTRING (-3.0940165 58.4385308, -3.0940061 58.4383534)",,
73350663,,,tertiary,,False,False,42.034,Louisburgh Street,"LINESTRING (-3.0917447 58.4437896, -3.0910513 58.4436837)",,
73350663,,,tertiary,,False,True,12.513,Louisburgh Street,"LINESTRING (-3.0917447 58.4437896, -3.0919534 58.4438167)",,
73386693,,,unclassified,,False,False,103.207,Louisburgh Street,"LINESTRING (-3.0917447 58.4437896, -3.0920879 58.4432793, -3.0921217 58.4432183, -3.0920784 58.4431524, -3.0916793 58.4430079)",,
73386693,,,unclassified,,False,True,103.207,Louisburgh Street,"LINESTRING (-3.0916793 58.4430079, -3.0920784 58.4431524, -3.0921217 58.4432183, -3.0920879 58.4432793, -3.0917447 58.4437896)",,
73386697,,,residential,,False,False,41.45,Macleay Lane,"LINESTRING (-3.093782 58.4431352, -3.0940499 58.4427898)",,
73386697,,,residential,,False,True,41.45,Macleay Lane,"LINESTRING (-3.0940499 58.4427898, -3.093782 58.4431352)",,
73386669,,,residential,,False,False,17.831,Miller Lane,"LINESTRING (-3.0940499 58.4427898, -3.0939221 58.4427606, -3.0937882 58.4427084)",,
297438197,,,residential,20 mph,False,False,241.608,St. Fergus Road,"LINESTRING (-3.0940499 58.4427898, -3.094274 58.4428316, -3.094382 58.4428517, -3.0945179 58.4428754, -3.094619 58.442918, -3.0950925 58.4431801, -3.0959172 58.4436367, -3.0960308 58.443731, -3.0960308 58.4437621, -3.0960308 58.443794, -3.0959862 58.4438575, -3.0958827 58.4440556, -3.095764 58.4442232, -3.0956481 58.4443479, -3.0955452 58.4444219)",,
"[300682450, 300682451]",,,residential,,False,"[False, True]",140.964,"['Kirk Lane', 'Macleay Lane']","LINESTRING (-3.0940499 58.4427898, -3.0944162 58.4423361, -3.0942301 58.4422896, -3.0938489 58.4421044, -3.0932963 58.4423735)",,
73386700,,,residential,,False,False,52.466,Miller Lane,"LINESTRING (-3.087257 58.4391003, -3.088138 58.4392003)",,
73386720,,,residential,,False,False,19.598,Lower Dunbar Street,"LINESTRING (-3.087257 58.4391003, -3.0871595 58.439269)",,
73386720,,,residential,,False,True,50.719,Lower Dunbar Street,"LINESTRING (-3.087257 58.4391003, -3.0876641 58.438697)",,
73386700,,,residential,,False,True,52.466,Miller Lane,"LINESTRING (-3.088138 58.4392003, -3.087257 58.4391003)",,
73356282,,,residential,,False,False,42.823,Dempster Street,"LINESTRING (-3.0905334 58.4384404, -3.0898693 58.4382746)",,
73356282,,,residential,,False,True,30.482,Dempster Street,"LINESTRING (-3.0905334 58.4384404, -3.0910025 58.4385623)",,
73386720,,,residential,,False,False,75.224,Lower Dunbar Street,"LINESTRING (-3.0882257 58.4380877, -3.0876641 58.438697)",,
73356284,,,residential,,False,True,112.855,Argyle Square,"LINESTRING (-3.0882257 58.4380877, -3.0894716 58.4384119, -3.0895345 58.4384223, -3.0895863 58.4384251, -3.0896548 58.438417, -3.0897374 58.4383969, -3.0898693 58.4382746)",,
73386720,,,residential,,False,False,50.719,Lower Dunbar Street,"LINESTRING (-3.0876641 58.438697, -3.087257 58.4391003)",,
73386720,,,residential,,False,True,75.224,Lower Dunbar Street,"LINESTRING (-3.0876641 58.438697, -3.0882257 58.4380877)",,
73382594,,,residential,,False,True,175.23999999999998,Breadalbane Terrace,"LINESTRING (-3.0876641 58.438697, -3.0895712 58.4391843, -3.0903672 58.4391291, -3.0904495 58.4391418)",,
73386720,,,residential,,False,True,19.598,Lower Dunbar Street,"LINESTRING (-3.0871595 58.439269, -3.087257 58.4391003)",,
146342772,,,unclassified,,False,False,19.776,,"LINESTRING (-3.088816 58.4424759, -3.08883 58.4426536)",,
"[146342772, 146342773, 146342774]",,,unclassified,,False,"[False, True]",118.10999999999999,Harbour Bridge,"LINESTRING (-3.088816 58.4424759, -3.0887947 58.4423092, -3.0887751 58.4417261, -3.0887675 58.4416571, -3.0887596 58.4416035, -3.0887439 58.4415497, -3.0887054 58.4414166)",yes,
"[506467488, 4839636]",,,"['unclassified', 'residential']",,False,True,316.392,"['Market Street', 'Victoria Place']","LINESTRING (-3.088816 58.4424759, -3.0890067 58.4424497, -3.0894658 58.4423544, -3.0897792 58.4422932, -3.0899595 58.4422548, -3.090117 58.4422084, -3.0902426 58.4421742, -3.0905742 58.4420589, -3.0910445 58.4418865, -3.0915172 58.4417133, -3.0921483 58.4414874, -3.0922583 58.441454, -3.0923637 58.4414477, -3.0924813 58.4414522, -3.0925788 58.4414688, -3.0926985 58.4415029, -3.093407 58.441865)",,
4839627,,,unclassified,,False,True,26.1,Newton Road,"LINESTRING (-3.0989618 58.4388944, -3.0986217 58.4390474)",,
73382587,,,residential,,False,True,107.184,Sinclair Terrace,"LINESTRING (-3.0925382 58.4396963, -3.0941915 58.440121)",,
104136339,,,residential,,False,False,74.939,MacLeay Street,"LINESTRING (-3.0925382 58.4396963, -3.0930925 58.439088)",,
73382587,,,residential,,False,False,136.305,Sinclair Terrace,"LINESTRING (-3.0925382 58.4396963, -3.0923665 58.4396507, -3.0915748 58.4394405, -3.0904495 58.4391418)",,
104136349,,,residential,,False,False,69.201,Newton Avenue,"LINESTRING (-3.097231 58.4388807, -3.0980843 58.4393141)",,
104136400,,,residential,,False,True,55.889,Newton Avenue,"LINESTRING (-3.097231 58.4388807, -3.0968122 58.439333)",,
104136350,2,,residential,,False,False,62.884,Tolbooth Lane,"LINESTRING (-3.0912913 58.4431323, -3.0910513 58.4436837)",,5.2
73356282,,,residential,,False,False,134.956,Dempster Street,"LINESTRING (-3.0930925 58.439088, -3.0910025 58.4385623)",,
73356282,,,residential,,False,True,65.519,Dempster Street,"LINESTRING (-3.0930925 58.439088, -3.0941048 58.4393458)",,
104136339,,,residential,,False,True,74.939,MacLeay Street,"LINESTRING (-3.0930925 58.439088, -3.0925382 58.4396963)",,
104136370,,,residential,,False,False,126.764,Kenneth Street,"LINESTRING (-3.0992034 58.4403237, -3.0987496 58.4392087)",,
41745780,,A882,primary,,False,False,124.036,Thurso Road,"LINESTRING (-3.0992034 58.4403237, -3.0985236 58.4402566, -3.0983784 58.4402435, -3.0974371 58.44016, -3.0971088 58.4401192)",,
104136327,1,,residential,,False,False,59.255,Sunbeam Terrace,"LINESTRING (-3.0960196 58.4392499, -3.0956141 58.4397387)",,
104136402,,,residential,,False,False,108.658,West Park,"LINESTRING (-3.0956448 58.4387891, -3.0949935 58.4385373, -3.094606 58.4384325, -3.0943293 58.4383813, -3.0940061 58.4383534)",,
73368148,,,tertiary,,False,True,9.095,Harbour Terrace,"LINESTRING (-3.0850402 58.4391203, -3.0849963 58.4391988)",,
104136396,,,residential,,False,True,52.068,Harbour Place,"LINESTRING (-3.0850402 58.4391203, -3.0858548 58.4393139)",,
4839627,,,unclassified,,False,False,26.1,Newton Road,"LINESTRING (-3.0986217 58.4390474, -3.0989618 58.4388944)",,
4839627,,,unclassified,,False,True,43.101,Newton Road,"LINESTRING (-3.0986217 58.4390474, -3.0980843 58.4393141)",,
104136370,,,residential,,False,True,19.419,Kenneth Street,"LINESTRING (-3.0986217 58.4390474, -3.0987496 58.4392087)",,
73386682,,A99,trunk,30 mph,False,False,19.735,Francis Street,"LINESTRING (-3.0940061 58.4383534, -3.0940165 58.4385308)",,
104136402,,,residential,,False,True,108.65799999999999,West Park,"LINESTRING (-3.0940061 58.4383534, -3.0943293 58.4383813, -3.094606 58.4384325, -3.0949935 58.4385373, -3.0956448 58.4387891)",,
104136400,,,residential,,False,False,55.889,Newton Avenue,"LINESTRING (-3.0968122 58.439333, -3.097231 58.4388807)",,
4839627,,,unclassified,,False,False,43.101,Newton Road,"LINESTRING (-3.0980843 58.4393141, -3.0986217 58.4390474)",,
104136349,,,residential,,False,True,69.201,Newton Avenue,"LINESTRING (-3.0980843 58.4393141, -3.097231 58.4388807)",,
4839627,,,unclassified,,False,True,107.607,Newton Road,"LINESTRING (-3.0980843 58.4393141, -3.0977224 58.4395026, -3.0975147 58.439636, -3.0973248 58.4398387, -3.0971993 58.4399857, -3.0971088 58.4401192)",,
73350663,,,tertiary,,False,True,42.034,Louisburgh Street,"LINESTRING (-3.0910513 58.4436837, -3.0917447 58.4437896)",,
104136350,2,,residential,,False,True,62.884,Tolbooth Lane,"LINESTRING (-3.0910513 58.4436837, -3.0912913 58.4431323)",,5.2
73350663,,,tertiary,,False,False,91.97500000000001,Louisburgh Street,"LINESTRING (-3.0910513 58.4436837, -3.0901161 58.443526, -3.0897405 58.4434808, -3.089613 58.4434798, -3.0895297 58.4434888)",,
104136396,,,residential,,False,False,52.068,Harbour Place,"LINESTRING (-3.0858548 58.4393139, -3.0850402 58.4391203)",,
104136327,1,,residential,,False,True,59.255,Sunbeam Terrace,"LINESTRING (-3.0956141 58.4397387, -3.0960196 58.4392499)",,
73350659,,A882,primary,,False,False,98.108,Thurso Street,"LINESTRING (-3.0956141 58.4397387, -3.0948407 58.4395413, -3.0941048 58.4393458)",,
73350659,,A882,primary,,False,True,96.76400000000001,Thurso Street,"LINESTRING (-3.0956141 58.4397387, -3.0963506 58.4399317, -3.0968521 58.4400629, -3.0971088 58.4401192)",,
104136370,,,residential,,False,False,19.419,Kenneth Street,"LINESTRING (-3.0987496 58.4392087, -3.0986217 58.4390474)",,
104136370,,,residential,,False,True,126.764,Kenneth Street,"LINESTRING (-3.0987496 58.4392087, -3.0992034 58.4403237)",,
73350652,,,residential,,False,False,64.376,Coach Road,"LINESTRING (-3.0916156 58.444368, -3.0919534 58.4438167)",,
73350652,,,residential,,False,True,170.355,Coach Road,"LINESTRING (-3.0916156 58.444368, -3.0907916 58.4458381)",,
125240234,,,unclassified,,False,False,24.202,Duffus Street,"LINESTRING (-3.0916156 58.444368, -3.092021 58.4444166)",,
125240234,,,unclassified,,False,True,24.202,Duffus Street,"LINESTRING (-3.092021 58.4444166, -3.0916156 58.444368)",,
125240254,,,residential,,False,True,29.012999999999998,Corner Crescent,"LINESTRING (-3.0831243 58.444679, -3.0833263 58.4446725, -3.0834274 58.4448182)",,
34857752,,,residential,,False,True,75.005,Henrietta Street,"LINESTRING (-3.0834274 58.4448182, -3.0837936 58.4448586, -3.0846845 58.4449671)",,
125240254,,,residential,,False,False,29.012999999999998,Corner Crescent,"LINESTRING (-3.0834274 58.4448182, -3.0833263 58.4446725, -3.0831243 58.444679)",,
34857752,,,residential,,False,True,78.951,Henrietta Street,"LINESTRING (-3.0846845 58.4449671, -3.0860102 58.4451182)",,
34857752,,,residential,,False,False,75.005,Henrietta Street,"LINESTRING (-3.0846845 58.4449671, -3.0837936 58.4448586, -3.0834274 58.4448182)",,
125240201,,,residential,,False,True,98.762,Anderson Drive,"LINESTRING (-3.0846845 58.4449671, -3.0846269 58.4451854, -3.0845321 58.4453466, -3.0845024 58.4454531, -3.084501 58.4455411, -3.0844695 58.4456589, -3.0844593 58.4458434)",,
73352723,,,residential,,False,True,28.616,Glamis Road,"LINESTRING (-3.0844593 58.4458434, -3.0849506 58.4458321)",,
125240201,,,residential,,False,False,98.76200000000001,Anderson Drive,"LINESTRING (-3.0844593 58.4458434, -3.0844695 58.4456589, -3.084501 58.4455411, -3.0845024 58.4454531, -3.0845321 58.4453466, -3.0846269 58.4451854, -3.0846845 58.4449671)",,
191149081,,,residential,,False,False,67.764,Mowat Lane,"LINESTRING (-3.0924348 58.4432562, -3.0920178 58.4438252)",,4.0
73350663,,,tertiary,,False,False,3.865,Louisburgh Street,"LINESTRING (-3.0920178 58.4438252, -3.0919534 58.4438167)",,
191149081,,,residential,,False,True,67.764,Mowat Lane,"LINESTRING (-3.0920178 58.4438252, -3.0924348 58.4432562)",,4.0
73350663,,,tertiary,,False,True,76.542,Louisburgh Street,"LINESTRING (-3.0920178 58.4438252, -3.0931113 58.4439745, -3.0932844 58.444009)",,
145703557,2,,unclassified,,False,True,87.557,Creamery Road,"LINESTRING (-3.09793 58.44186, -3.0974376 58.4418111, -3.0968813 58.4417558, -3.0967468 58.4417413, -3.0966882 58.441735, -3.0966066 58.4417131, -3.0964779 58.4416746)",,
73350700,,B9159,secondary,20 mph,False,False,19.588,River Street,"LINESTRING (-3.0941231 58.4412096, -3.0941945 58.44123, -3.0943721 58.441274, -3.0944261 58.4412861)",,
73350700,,B9159,secondary,20 mph,False,True,205.576,River Street,"LINESTRING (-3.0941231 58.4412096, -3.0937306 58.441021, -3.0933364 58.4408428, -3.0931128 58.4407924, -3.0928965 58.4407605, -3.092632 58.4407407, -3.0923033 58.4407251, -3.0918715 58.4407656, -3.091549 58.4408337, -3.0909939 58.4409861)",,
"[445601069, 260985071]",,,residential,,True,False,323.134,"['Union Street', 'Ebenezer Place']","LINESTRING (-3.0941231 58.4412096, -3.094191 58.4411305, -3.094205 58.4410929, -3.0942002 58.4410552, -3.0941612 58.4409944, -3.0939148 58.4406843, -3.0936641 58.4404979, -3.0934336 58.4403417, -3.0931706 58.4402059, -3.0928995 58.4401213, -3.0926176 58.440064, -3.0924603 58.4400367, -3.0920119 58.4399588, -3.0911065 58.4399403, -3.0909175 58.4399364, -3.0899791 58.4399877)",,
73386669,,,residential,,False,True,7.574,Miller Lane,"LINESTRING (-3.0932963 58.4423735, -3.0933855 58.4424231)",,
300682451,,,residential,,False,False,59.519999999999996,Kirk Lane,"LINESTRING (-3.0932963 58.4423735, -3.0928154 58.4426093, -3.092548 58.4427384)",,
"[300682450, 300682451]",,,residential,,False,"[False, True]",140.964,"['Kirk Lane', 'Macleay Lane']","LINESTRING (-3.0932963 58.4423735, -3.0938489 58.4421044, -3.0942301 58.4422896, -3.0944162 58.4423361, -3.0940499 58.4427898)",,
73352730,,,residential,,False,True,14.02,Baron's Well,"LINESTRING (-3.0862593 58.4443644, -3.0861605 58.4444794)",,
446893950,,,residential,,False,False,128.575,Kirk Hill,"LINESTRING (-3.0958969 58.4451515, -3.0957705 58.4449848, -3.0955073 58.4448566, -3.0942852 58.4443949)",,
301686298,,,residential,,False,False,13.601,Ashley Court,"LINESTRING (-3.0934158 58.4438602, -3.0936384 58.4438975)",,
301686298,,,residential,,False,True,18.227,Ashley Court,"LINESTRING (-3.0934158 58.4438602, -3.0932844 58.444009)",,
301686299,,,residential,,False,False,10.68,Ashley Court,"LINESTRING (-3.0934158 58.4438602, -3.0932492 58.4438199)",,
301686298,,,residential,,False,True,13.601,Ashley Court,"LINESTRING (-3.0936384 58.4438975, -3.0934158 58.4438602)",,
301686299,,,residential,,False,True,10.68,Ashley Court,"LINESTRING (-3.0932492 58.4438199, -3.0934158 58.4438602)",,
34857752,,,residential,,False,False,69.548,Henrietta Street,"LINESTRING (-3.0895777 58.4456563, -3.0884241 58.4454927)",,
34857752,,,residential,,False,True,5.021,Henrietta Street,"LINESTRING (-3.0895777 58.4456563, -3.0896613 58.4456675)",,
446893952,2,,residential,,False,False,73.694,Henrietta Court,"LINESTRING (-3.0895777 58.4456563, -3.089512 58.4457759, -3.0894176 58.4459467, -3.0894805 58.4460121, -3.0900056 58.4460959)",,4.8
300682451,,,residential,,False,True,59.519999999999996,Kirk Lane,"LINESTRING (-3.092548 58.4427384, -3.0928154 58.4426093, -3.0932963 58.4423735)",,
125240268,,,residential,,False,True,146.491,Owen Place,"LINESTRING (-3.0851117 58.4469749, -3.0847251 58.4469226, -3.0848689 58.44662, -3.0849394 58.4464716, -3.0850029 58.4463137, -3.0849764 58.4460755, -3.0849506 58.4458321)",,
73350700,,B9159,secondary,20 mph,False,True,19.588,River Street,"LINESTRING (-3.0944261 58.4412861, -3.0943721 58.441274, -3.0941945 58.44123, -3.0941231 58.4412096)",,
"[39234036, 112789590, 39234031]",2,A99,primary,30 mph,False,False,87.58999999999999,Bridge Street,"LINESTRING (-3.0944261 58.4412861, -3.0943878 58.4413121, -3.0943093 58.4413671, -3.0936494 58.4417298, -3.0936301 58.4417405, -3.093407 58.441865)",yes,
145703550,2,A99,primary,30 mph,False,True,131.294,Cliff Road,"LINESTRING (-3.0944261 58.4412861, -3.0944591 58.4412521, -3.0944688 58.4411784, -3.0944227 58.4409876, -3.0943262 58.4407279, -3.0942453 58.4404993, -3.0941969 58.4401837, -3.0941915 58.440121)",,
145703555,,,residential,,False,True,140.72299999999998,Station Road,"LINESTRING (-3.0944261 58.4412861, -3.0944944 58.4413088, -3.0945773 58.4413406, -3.0946907 58.4413823, -3.095745 58.441758, -3.0958572 58.4417897, -3.095936 58.4417971, -3.0960132 58.4417973, -3.0961956 58.4417804, -3.0963244 58.4417468, -3.0964779 58.4416746)",,
