osmid,highway,maxspeed,oneway,reversed,length,ref,junction,geometry,name,access,lanes,bridge
49714169,tertiary,20 mph,False,True,34.78,,,"LINESTRING (-4.2500003 51.6833938, -4.2500477 51.6837052)",,,,
"[1214157085, 354425021]",secondary,20 mph,True,False,48.495000000000005,B4311,roundabout,"LINESTRING (-4.2500003 51.6833938, -4.2499189 51.6833917, -4.2498404 51.6833784, -4.2497686 51.6833544, -4.2497075 51.6833211, -4.2496538 51.6832729, -4.2496222 51.6832178, -4.2496148 51.6831594, -4.2496322 51.6831019)",,,,
26992494,residential,20 mph,False,False,142.502,,,"LINESTRING (-4.2475634 51.6868856, -4.2477163 51.6878335, -4.247788 51.6881594)",Williams' Terrace,,,
49714217,residential,20 mph,False,True,85.196,,,"LINESTRING (-4.2475634 51.6868856, -4.2477941 51.6867293, -4.2483762 51.6863993, -4.2484539 51.6863552)",Pencoed Road,destination,,
49714179,tertiary,20 mph,False,True,34.267,,,"LINESTRING (-4.2466944 51.6844977, -4.2471574 51.6843856)",Station Road,,,
26991914,residential,20 mph,False,True,102.505,,,"LINESTRING (-4.2466944 51.6844977, -4.246485 51.6849389, -4.2464559 51.684983, -4.2462413 51.6853491, -4.2462277 51.6853724)",Old Tramway,,,
26992368,residential,20 mph,False,True,69.381,,,"LINESTRING (-4.2519079 51.685119, -4.252673 51.6850005, -4.2528802 51.6849589)",Carway Street,,,
156689051,tertiary,20 mph,False,False,111.626,,,"LINESTRING (-4.2519079 51.685119, -4.2518258 51.6850232, -4.2514643 51.6846912, -4.2513425 51.6846073, -4.2512496 51.6845579, -4.2511013 51.684496, -4.2508458 51.6843819)",Elkington Road,,,
156689051,tertiary,20 mph,False,True,23.646,,,"LINESTRING (-4.2519079 51.685119, -4.2519711 51.6852265, -4.251989 51.6853241)",Elkington Road,,,
26992462,residential,20 mph,False,False,251.894,,,"LINESTRING (-4.2522539 51.6871127, -4.2486105 51.6872854)",Mansel Street,,,
156689051,tertiary,20 mph,False,False,105.813,,,"LINESTRING (-4.2522539 51.6871127, -4.2522412 51.6869555, -4.2522011 51.6867576, -4.2521571 51.6866178, -4.251986 51.6861781)",Elkington Road,,,
156689051,tertiary,20 mph,False,True,53.307,,,"LINESTRING (-4.2522539 51.6871127, -4.2522426 51.6873071, -4.2521742 51.6875888)",Elkington Road,,,
26992224,primary,20 mph,False,False,6.898,A484,,"LINESTRING (-4.2460644 51.6901449, -4.2461639 51.6901515)",Colby Road,,2,
26991862,residential,20 mph,True,False,73.495,,,"LINESTRING (-4.2460644 51.6901449, -4.2461204 51.689887, -4.2461124 51.6894863)",Pencoed Road,,,
26992224,primary,20 mph,False,True,64.636,A484,,"LINESTRING (-4.2460644 51.6901449, -4.2458431 51.6901186, -4.2454625 51.6900631, -4.24515 51.6900166)",Colby Road,,2,
26991736,tertiary,20 mph,False,False,72.792,,,"LINESTRING (-4.249041 51.6901286, -4.249047 51.6900463, -4.2490244 51.6899329, -4.2489786 51.6897228, -4.2489247 51.6894791)",Stepney Road,,,
156689051,tertiary,20 mph,False,False,315.27199999999993,,,"LINESTRING (-4.249041 51.6901286, -4.2491531 51.6901256, -4.2492502 51.6901042, -4.249503 51.6899991, -4.2498997 51.689799, -4.2502619 51.689612, -4.25042 51.6894863, -4.2505138 51.6893898, -4.2505997 51.6892801, -4.2506643 51.6891497, -4.2507547 51.6889636, -4.2509722 51.68866, -4.2510451 51.6885782, -4.2511446 51.6884917, -4.2512651 51.6884191, -4.2514363 51.6883159, -4.2515788 51.6882344, -4.2516905 51.6881439, -4.2518256 51.6880065)",Elkington Road,,,
26991736,tertiary,20 mph,False,True,72.892,,,"LINESTRING (-4.2491996 51.6849533, -4.2488937 51.6855808)",Stepney Road,,,
26991736,tertiary,20 mph,False,False,29.742,,,"LINESTRING (-4.2491996 51.6849533, -4.2492422 51.6848133, -4.2492403 51.6846883)",Stepney Road,,,
49714181,residential,20 mph,False,True,58.32299999999999,,,"LINESTRING (-4.2491996 51.6849533, -4.2493373 51.6849426, -4.2497089 51.6848923, -4.2497947 51.6848979, -4.2500225 51.6849459)",Sandfield Road,,,
26991723,residential,20 mph,False,False,31.279,,,"LINESTRING (-4.2487973 51.6861822, -4.2486766 51.6862072, -4.2484539 51.6863552)",Pencoed Road,,,
26991736,tertiary,20 mph,False,False,64.496,,,"LINESTRING (-4.2487973 51.6861822, -4.2488289 51.685883, -4.2488321 51.685853, -4.248882 51.6856048)",Stepney Road,,,
26991736,tertiary,20 mph,False,True,124.95599999999999,,,"LINESTRING (-4.2487973 51.6861822, -4.2488155 51.6864127, -4.248784 51.6865568, -4.2487734 51.6865802, -4.2486953 51.6867526, -4.2485895 51.6869668, -4.2485761 51.6870862, -4.2485904 51.6872018, -4.2486105 51.6872854)",Stepney Road,,,
156684606,tertiary,30 mph,False,True,13.768,,,"LINESTRING (-4.2490928 51.6841895, -4.2491207 51.6843121)",Stepney Road,,,
26991782,tertiary,20 mph,False,True,67.387,,,"LINESTRING (-4.2490928 51.6841895, -4.2498258 51.6841624, -4.2500684 51.6841521)",Station Road,,,
49714179,tertiary,20 mph,False,False,136.81500000000003,,,"LINESTRING (-4.2490928 51.6841895, -4.2484036 51.6842101, -4.2477713 51.6842355, -4.2475514 51.6842777, -4.2472491 51.684361, -4.2471574 51.6843856)",Station Road,,,
26991782,tertiary,20 mph,False,False,33.204,,,"LINESTRING (-4.2505487 51.6841401, -4.2504859 51.6841354, -4.2500684 51.6841521)",Station Road,,,
26991792,residential,20 mph,False,False,446.14700000000005,,,"LINESTRING (-4.2505487 51.6841401, -4.250584 51.6841096, -4.2513104 51.684058, -4.2516833 51.6840238, -4.2524982 51.6839824, -4.25296 51.6839589, -4.2535738 51.6839288, -4.2546552 51.6838758, -4.2547802 51.6838758, -4.2549985 51.6838758, -4.2551146 51.6838741, -4.2552645 51.6839066, -4.2553625 51.6839674, -4.2556369 51.6841199, -4.2556792 51.684139, -4.2558569 51.6842192, -4.256162 51.6843549, -4.2562871 51.6843985, -4.2564382 51.684421, -4.2566776 51.6844644)",Gors Road,,,
156689051,tertiary,20 mph,False,True,34.085,,,"LINESTRING (-4.2505487 51.6841401, -4.2505901 51.6841618, -4.2507606 51.6843314, -4.2508458 51.6843819)",Elkington Road,,,
