osmid,oneway,ref,name,highway,reversed,length,geometry,maxspeed,access,bridge,lanes
118278258,True,A16,Peaks Parkway,trunk,False,63.989999999999995,"LINESTRING (-0.0802223 53.5666867, -0.0804285 53.5668452, -0.0805745 53.5670174, -0.0806202 53.5670674, -0.0807341 53.5671731)",,,,
42711663,False,B1213,Freeman Street,secondary,False,186.77300000000002,"LINESTRING (-0.0748191 53.5671594, -0.0747772 53.5673529, -0.0747674 53.5673982, -0.074678 53.5677511, -0.074529 53.5682809, -0.0743822 53.5688188)",,,,
564954244,False,A1136,Ellis Way,primary,True,111.918,"LINESTRING (-0.0748191 53.5671594, -0.0751689 53.5671787, -0.0752332 53.5671823, -0.0753161 53.5671905, -0.0753757 53.5671953, -0.0762332 53.5672691, -0.0764978 53.5672953)",30 mph,,,
565087484,False,B1213,Hainton Avenue,secondary,True,65.578,"LINESTRING (-0.0748191 53.5671594, -0.074885 53.5669417, -0.0748948 53.5669135, -0.0749062 53.5668601, -0.0749665 53.5665764)",,,,
902102689,True,,Eleanor Street,residential,False,159.018,"LINESTRING (-0.0748191 53.5671594, -0.0744043 53.5671285, -0.0737072 53.5670609, -0.0724435 53.5669271)",,,,
114800261,True,A1136,Ellis Way,primary,False,12.757,"LINESTRING (-0.0798857 53.5672929, -0.0800466 53.5672294)",30 mph,,,
114800281,False,A1136,Ellis Way,primary,False,226.488,"LINESTRING (-0.0798857 53.5672929, -0.0797531 53.5673069, -0.0788277 53.5674043, -0.0783845 53.5674395, -0.0778884 53.56744, -0.0772657 53.5673825, -0.0768388 53.567334, -0.0764978 53.5672953)",30 mph,,,
42711663,False,B1213,Freeman Street,secondary,False,64.245,"LINESTRING (-0.0743822 53.5688188, -0.0742393 53.5693903)",,,,
1046461949,False,,Wellington Street,tertiary,False,76.482,"LINESTRING (-0.0743822 53.5688188, -0.0732391 53.568708)",,,,
42711663,False,B1213,Freeman Street,secondary,True,186.773,"LINESTRING (-0.0743822 53.5688188, -0.074529 53.5682809, -0.074678 53.5677511, -0.0747674 53.5673982, -0.0747772 53.5673529, -0.0748191 53.5671594)",,,,
"[83715692, 83737901]",False,,"['Wellington Street', 'Railway Street']",unclassified,False,243.33800000000002,"LINESTRING (-0.0743822 53.5688188, -0.0749387 53.5688798, -0.0755277 53.5689378, -0.0757298 53.5689519, -0.0759063 53.5689803, -0.0760277 53.5690138, -0.0761237 53.5690625, -0.0762185 53.5691308, -0.076268 53.5692009, -0.0762888 53.5692802, -0.0762937 53.5693727, -0.0762815 53.5694652, -0.0762646 53.5695483, -0.076253 53.5696056, -0.0761581 53.5700087, -0.0761265 53.5701427)",,,,
115610366,False,,Town Hall Square,tertiary,False,61.726,"LINESTRING (-0.0822942 53.5651004, -0.0824153 53.5651103, -0.0825542 53.5651224, -0.0832234 53.5651591)",20 mph,,,
"[169316918, 42738231]",True,,"['East Street', 'Town Hall Square']",tertiary,False,185.17,"LINESTRING (-0.0822942 53.5651004, -0.0821419 53.5650864, -0.0818142 53.5650636, -0.0817058 53.5650616, -0.0815982 53.5650589, -0.0814905 53.5650609, -0.0813773 53.5650652, -0.0812911 53.5650751, -0.0811938 53.5650955, -0.0811089 53.5651295, -0.0810849 53.5651415, -0.0810551 53.5651609, -0.0810137 53.5651967, -0.0809694 53.5652807, -0.0809247 53.5654206, -0.080815 53.5657637, -0.0807284 53.5660347)",20 mph,,,
114614028,True,,Garden Street,residential,False,76.647,"LINESTRING (-0.0859215 53.5647396, -0.0859105 53.5646596, -0.0858958 53.5646257, -0.0858698 53.5645984, -0.0855758 53.5643449, -0.0853515 53.5641515)",,,,
115610360,False,,Osborne Street,tertiary,True,115.21799999999999,"LINESTRING (-0.0859215 53.5647396, -0.0857657 53.5647642, -0.0856045 53.5647808, -0.0853795 53.5648077, -0.085236 53.5648249, -0.0850638 53.5648481, -0.0848849 53.5648759, -0.0845655 53.5649399, -0.0842402 53.5650088)",20 mph,,,
42738267,False,,Freeport Wharf,unclassified,False,45.345,"LINESTRING (-0.081106 53.5705799, -0.081416 53.5706128, -0.081782 53.5706517)",,,,
114800263,False,A16,Victoria Street South,trunk,True,27.337,"LINESTRING (-0.081106 53.5705799, -0.081161 53.5703784, -0.081174 53.5703374)",,,,
1260602462,False,,Market Street,unclassified,True,41.294,"LINESTRING (-0.081106 53.5705799, -0.0808422 53.5705599, -0.0804873 53.5705261)",,,,
114800263,False,A16,Victoria Street South,trunk,False,67.836,"LINESTRING (-0.081027 53.5676081, -0.0811659 53.5679399, -0.0812317 53.5682052)",,,,
114800277,True,A16,Victoria Street South,trunk,False,46.842999999999996,"LINESTRING (-0.081027 53.5676081, -0.0808493 53.5675018, -0.0807722 53.5674384, -0.0807329 53.5674059, -0.0805824 53.5672814)",,,,
565081973,True,,Pasture Street,tertiary,False,119.55099999999999,"LINESTRING (-0.0781512 53.5657153, -0.0773614 53.5656279, -0.0763715 53.5655184)",,,,
