osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,junction,access
22764443,B4256,Queen Victoria Street,secondary,20 mph,False,True,56.691,"LINESTRING (-3.2476291 51.7717209, -3.2475921 51.7718159, -3.2474899 51.7719313, -3.2473056 51.7721876)",,,
119677405,B4256,Harcourt Terrace,secondary,20 mph,False,False,15.228,"LINESTRING (-3.2476291 51.7717209, -3.2476302 51.7717144, -3.2476521 51.7715847)",,,
119678151,,Union Street,residential,,False,False,95.856,"LINESTRING (-3.2476291 51.7717209, -3.247758 51.7717392, -3.2478377 51.7717693, -3.2479462 51.7718334, -3.248026 51.771894, -3.2480675 51.7719388, -3.2481184 51.7719937, -3.248204 51.7721143, -3.2483499 51.7724054)",,,
22764443,B4256,Queen Victoria Street,secondary,20 mph,False,False,38.996,"LINESTRING (-3.2469955 51.7725897, -3.2472396 51.7722732)",,,
123406338,,,residential,,False,False,42.178,"LINESTRING (-3.2469955 51.7725897, -3.2475417 51.7727619)",,,
22764443,B4256,Queen Victoria Street,secondary,20 mph,False,True,23.186999999999998,"LINESTRING (-3.2469955 51.7725897, -3.2469237 51.7726636, -3.2467422 51.772712)",,,
1027559721,,Stockton Way,tertiary,,False,False,55.576,"LINESTRING (-3.2457578 51.7758389, -3.2461891 51.7762615)",,,
"[120114026, 588173763, 588173764]",,,tertiary,30 mph,False,False,249.147,"LINESTRING (-3.2457578 51.7758389, -3.2456282 51.7756282, -3.2455186 51.7755015, -3.2453758 51.7753492, -3.245276 51.7752863, -3.2452246 51.7752559, -3.2451402 51.7751847, -3.2451357 51.7751047, -3.2452537 51.7748399, -3.2452887 51.7747627, -3.2455598 51.7737975, -3.2455596 51.7737371)",building_passage,,
243566020,,,tertiary,30 mph,True,False,14.292000000000002,"LINESTRING (-3.2455596 51.7737371, -3.2455319 51.7736936, -3.2455008 51.7736687, -3.2454515 51.7736287)",,,
"[120114026, 588173763, 588173764]",,,tertiary,30 mph,False,True,249.14700000000002,"LINESTRING (-3.2455596 51.7737371, -3.2455598 51.7737975, -3.2452887 51.7747627, -3.2452537 51.7748399, -3.2451357 51.7751047, -3.2451402 51.7751847, -3.2452246 51.7752559, -3.245276 51.7752863, -3.2453758 51.7753492, -3.2455186 51.7755015, -3.2456282 51.7756282, -3.2457578 51.7758389)",building_passage,,
243566014,,,tertiary,30 mph,False,False,70.324,"LINESTRING (-3.2456462 51.7733863, -3.2458077 51.773244, -3.2459501 51.7731689, -3.246089 51.7731322, -3.2464841 51.7730833)",,,
243566018,,,tertiary,30 mph,True,False,13.195,"LINESTRING (-3.2456462 51.7733863, -3.2456308 51.7734456, -3.2456363 51.7734705, -3.2456551 51.7735019)",,,
63528665,,Queen Victoria Street,tertiary,30 mph,True,False,30.682000000000002,"LINESTRING (-3.2464841 51.7730833, -3.2465296 51.7730281, -3.2466299 51.772942, -3.2467583 51.7728691)",,,
243566014,,,tertiary,30 mph,False,True,70.324,"LINESTRING (-3.2464841 51.7730833, -3.246089 51.7731322, -3.2459501 51.7731689, -3.2458077 51.773244, -3.2456462 51.7733863)",,,
"[243862012, 123406549]",,Commercial Street,residential,,True,False,47.275000000000006,"LINESTRING (-3.2464841 51.7730833, -3.2465858 51.7732111, -3.2465798 51.7732513, -3.2469481 51.7733337)",,,
243862057,,Queen Victoria Street,tertiary,30 mph,False,False,17.614,"LINESTRING (-3.2467583 51.7728691, -3.2467666 51.7728328, -3.2467422 51.772712)",,,
243862058,,Queen Victoria Street,tertiary,30 mph,True,False,34.586,"LINESTRING (-3.2467583 51.7728691, -3.246762 51.7729147, -3.2467334 51.7729736, -3.2466805 51.7730277, -3.2466207 51.7730662, -3.2465531 51.7730814, -3.2464841 51.7730833)",,,
23598684,B4256,The Circle,secondary,20 mph,True,False,26.274,"LINESTRING (-3.2455808 51.7716024, -3.2455175 51.7716289, -3.2454435 51.7716404, -3.2453675 51.7716356, -3.2452988 51.7716149, -3.2452457 51.771581)",,roundabout,
23609945,B4256,Castle Street,secondary,20 mph,False,True,125.82900000000001,"LINESTRING (-3.2455808 51.7716024, -3.2460965 51.7720666, -3.2465734 51.772494, -3.2466105 51.7725372)",,,
23598685,,Iron Street,residential,,False,False,38.423,"LINESTRING (-3.2452457 51.771581, -3.2447893 51.7717801)",,,
23598684,B4256,The Circle,secondary,20 mph,True,False,22.439,"LINESTRING (-3.2452457 51.771581, -3.2452145 51.7715379, -3.245209 51.7714908, -3.2452299 51.7714453, -3.2452905 51.7713984)",,roundabout,
123591707,B4256,Morgan Street,secondary,20 mph,False,True,40.71,"LINESTRING (-3.2452905 51.7713984, -3.2449432 51.771102)",,,
23598684,B4256,The Circle,secondary,20 mph,True,False,23.285,"LINESTRING (-3.2452905 51.7713984, -3.2453576 51.7713757, -3.2454331 51.7713687, -3.2455079 51.771378, -3.2455518 51.7713924, -3.2455944 51.7714182)",,roundabout,
23598685,,Iron Street,residential,,False,True,78.252,"LINESTRING (-3.2438598 51.7721856, -3.244067 51.7720952, -3.2441381 51.7720642, -3.2443111 51.7719887, -3.2447893 51.7717801)",,,
23598686,,Iron Row,residential,,False,False,120.108,"LINESTRING (-3.2438598 51.7721856, -3.2429918 51.7714261, -3.2428159 51.771323)",,,
23598686,,Iron Row,residential,,False,True,180.629,"LINESTRING (-3.2438598 51.7721856, -3.2445572 51.7727334, -3.2445987 51.772766, -3.2447218 51.7727996, -3.2456984 51.7728457, -3.2458218 51.7728225, -3.245902 51.772783, -3.245937 51.7727346)",,,
23598686,,Iron Row,residential,,False,True,120.108,"LINESTRING (-3.2428159 51.771323, -3.2429918 51.7714261, -3.2438598 51.7721856)",,,
"[123406337, 23609948, 23609949]",,Shop Row,residential,,False,False,182.067,"LINESTRING (-3.2428159 51.771323, -3.2425869 51.7711937, -3.2424922 51.7711218, -3.2424102 51.771034, -3.2423677 51.7709084, -3.2424273 51.7706002, -3.2424728 51.7704482, -3.2424575 51.7702046, -3.2423852 51.7699637, -3.2423886 51.7698989, -3.2424282 51.7697974)",,,no
22764443,B4256,Queen Victoria Street,secondary,20 mph,False,False,23.186999999999998,"LINESTRING (-3.2467422 51.772712, -3.2469237 51.7726636, -3.2469955 51.7725897)",,,
23609945,B4256,Castle Street,secondary,20 mph,False,False,21.479,"LINESTRING (-3.2467422 51.772712, -3.2466863 51.7726251, -3.2466105 51.7725372)",,,
243862057,,Queen Victoria Street,tertiary,30 mph,False,True,17.614,"LINESTRING (-3.2467422 51.772712, -3.2467666 51.7728328, -3.2467583 51.7728691)",,,
123591707,B4256,Morgan Street,secondary,20 mph,False,False,19.294,"LINESTRING (-3.2424282 51.7697974, -3.2426643 51.769891)",,,
"[123406337, 23609948, 23609949]",,Shop Row,residential,,False,True,182.06699999999998,"LINESTRING (-3.2424282 51.7697974, -3.2423886 51.7698989, -3.2423852 51.7699637, -3.2424575 51.7702046, -3.2424728 51.7704482, -3.2424273 51.7706002, -3.2423677 51.7709084, -3.2424102 51.771034, -3.2424922 51.7711218, -3.2425869 51.7711937, -3.2428159 51.771323)",,,no
26337887,,Market Street,residential,,True,False,137.746,"LINESTRING (-3.2477117 51.7704801, -3.2471235 51.7707409, -3.2460844 51.7712016)",,,
119677405,B4256,Harcourt Terrace,secondary,20 mph,False,True,124.106,"LINESTRING (-3.2477117 51.7704801, -3.2477909 51.7707179, -3.2478073 51.7708235, -3.2477297 51.7712041, -3.2476521 51.7715847)",,,
26337888,,Market Street,residential,,False,False,41.435,"LINESTRING (-3.2460844 51.7712016, -3.2455944 51.7714182)",,,
123406327,,Lower Salisbury Street,residential,,False,False,97.929,"LINESTRING (-3.2460844 51.7712016, -3.2452557 51.7704856)",,,
123406341,,Upper Salisbury Street,residential,,False,True,139.06400000000002,"LINESTRING (-3.2460844 51.7712016, -3.2464691 51.771537, -3.246575 51.7716294, -3.2466333 51.7716802, -3.2469824 51.7719846, -3.247144 51.7721255, -3.2473056 51.7721876)",,,
71391295,,Gelli Road,residential,,False,False,58.032,"LINESTRING (-3.2468036 51.7769047, -3.2473111 51.7767103, -3.2475208 51.77663)",,,
1027559721,,Stockton Way,tertiary,,False,True,83.244,"LINESTRING (-3.2468036 51.7769047, -3.2466258 51.776679, -3.2465571 51.7766033, -3.2463988 51.7764517, -3.2461891 51.7762615)",,,
71391295,,Gelli Road,residential,,False,False,45.226,"LINESTRING (-3.2475208 51.77663, -3.2477874 51.7765249, -3.2480424 51.7763846)",,,
71391295,,Gelli Road,residential,,False,True,58.032,"LINESTRING (-3.2475208 51.77663, -3.2473111 51.7767103, -3.2468036 51.7769047)",,,
71391296,,Gwent Way,residential,,False,False,85.62100000000001,"LINESTRING (-3.2475208 51.77663, -3.2477342 51.7769135, -3.247944 51.7770426, -3.2480347 51.7770705, -3.2481339 51.7771011, -3.2483648 51.7771058)",,,
71391295,,Gelli Road,residential,,False,True,31.555,"LINESTRING (-3.2483588 51.7761804, -3.2483069 51.7762269, -3.2480424 51.7763846)",,,
119679359,,Earl Street,residential,,False,True,63.92399999999999,"LINESTRING (-3.2483588 51.7761804, -3.2483752 51.7761327, -3.2483777 51.7760866, -3.2483598 51.7760315, -3.2482203 51.7756166)",,,
1228209981,,Gelli Road,residential,,False,False,94.348,"LINESTRING (-3.2483588 51.7761804, -3.2484419 51.7761921, -3.2485034 51.7761943, -3.2485577 51.7761853, -3.2487295 51.7761258, -3.248892 51.7760853, -3.2490693 51.7760481, -3.2496524 51.7759394)",,,
71391295,,Gelli Road,residential,,False,False,31.555,"LINESTRING (-3.2480424 51.7763846, -3.2483069 51.7762269, -3.2483588 51.7761804)",,,
71391295,,Gelli Road,residential,,False,True,45.226,"LINESTRING (-3.2480424 51.7763846, -3.2477874 51.7765249, -3.2475208 51.77663)",,,
119680965,,Gelli Close,residential,,False,True,53.262,"LINESTRING (-3.2480424 51.7763846, -3.2477525 51.7761715, -3.2476638 51.7759787)",,,
119675359,,Attlee Way,residential,,False,False,95.24600000000001,"LINESTRING (-3.2529627 51.7704055, -3.2529056 51.7704424, -3.2528338 51.7704769, -3.2527558 51.770497, -3.2526737 51.7705078, -3.2518341 51.7705461, -3.2517341 51.7705424, -3.2516359 51.7705299)",,,
119675359,,Attlee Way,residential,,False,True,70.05700000000002,"LINESTRING (-3.2529627 51.7704055, -3.2530186 51.770361, -3.2530637 51.7702948, -3.2530897 51.7702262, -3.2530893 51.7702139, -3.253087 51.7701498, -3.2530782 51.7701082, -3.2530727 51.770082, -3.2530678 51.7700586, -3.2530414 51.769964, -3.252967 51.7698035)",,,
119675359,,Attlee Way,residential,,False,False,129.135,"LINESTRING (-3.2516359 51.7705299, -3.2515566 51.7705089, -3.2514683 51.7704757, -3.2513267 51.7704138, -3.2513168 51.7704094, -3.2511641 51.7703593, -3.2510201 51.7703304, -3.2508459 51.7703098, -3.2506797 51.7703084, -3.2505412 51.7703143, -3.2505274 51.7703154, -3.2503977 51.7703316, -3.2502811 51.7703594, -3.2501753 51.7703905, -3.2499225 51.7704979)",,,
119675359,,Attlee Way,residential,,False,True,95.246,"LINESTRING (-3.2516359 51.7705299, -3.2517341 51.7705424, -3.2518341 51.7705461, -3.2526737 51.7705078, -3.2527558 51.770497, -3.2528338 51.7704769, -3.2529056 51.7704424, -3.2529627 51.7704055)",,,
119678148,,Marian Close,residential,,False,False,71.97299999999998,"LINESTRING (-3.2516359 51.7705299, -3.2516238 51.7706247, -3.2516339 51.7706506, -3.2516575 51.7706774, -3.2516772 51.7707017, -3.2516791 51.7707297, -3.2516758 51.7707625, -3.2516575 51.7709436, -3.2516595 51.7709716, -3.2516693 51.7709935, -3.2516968 51.7710178, -3.251797 51.7711005, -3.2518147 51.7711224, -3.2518147 51.7711396)",,,
119675359,,Attlee Way,residential,,False,False,82.086,"LINESTRING (-3.2526761 51.7690888, -3.2526821 51.7691138, -3.2527066 51.7692156, -3.2527359 51.7693114, -3.252758 51.769367, -3.2527782 51.76941, -3.2528281 51.7695164, -3.2528546 51.7695728, -3.2529387 51.7697455, -3.252967 51.7698035)",,,
119675359,,Attlee Way,residential,,False,False,70.057,"LINESTRING (-3.252967 51.7698035, -3.2530414 51.769964, -3.2530678 51.7700586, -3.2530727 51.770082, -3.2530782 51.7701082, -3.253087 51.7701498, -3.2530893 51.7702139, -3.2530897 51.7702262, -3.2530637 51.7702948, -3.2530186 51.770361, -3.2529627 51.7704055)",,,
119675359,,Attlee Way,residential,,False,True,82.08600000000001,"LINESTRING (-3.252967 51.7698035, -3.2529387 51.7697455, -3.2528546 51.7695728, -3.2528281 51.7695164, -3.2527782 51.76941, -3.252758 51.769367, -3.2527359 51.7693114, -3.2527066 51.7692156, -3.2526821 51.7691138, -3.2526761 51.7690888)",,,
119676769,,,residential,,False,True,39.95,"LINESTRING (-3.2496586 51.7689572, -3.2490797 51.7689844)",,,
119676762,,Cefn Rhos,residential,,False,False,30.967,"LINESTRING (-3.2487543 51.7700882, -3.249203 51.7700667)",,,
119676762,,Cefn Rhos,residential,,False,True,30.967,"LINESTRING (-3.249203 51.7700667, -3.2487543 51.7700882)",,,
119676772,,Park View,residential,,False,True,120.645,"LINESTRING (-3.249203 51.7700667, -3.2490797 51.7689844)",,,
119676762,,Cefn Rhos,residential,,False,False,87.12899999999999,"LINESTRING (-3.249203 51.7700667, -3.2496569 51.7700456, -3.249688 51.7700596, -3.2497466 51.7700861, -3.2498107 51.770144, -3.2498548 51.7702024, -3.2498781 51.770323, -3.249885 51.7703584, -3.2499225 51.7704979)",,,
119675359,,Attlee Way,residential,,False,False,201.743,"LINESTRING (-3.2499225 51.7704979, -3.2489278 51.7709604, -3.2486059 51.7711397, -3.247908 51.7715773, -3.2478225 51.7715946, -3.2476521 51.7715847)",,,
