osmid,oneway,highway,reversed,length,junction,geometry,name
429957637,True,tertiary,False,42.954,,"LINESTRING (45.2700061 31.30834, 45.2695609 31.3084074)",
421178655,True,tertiary,False,16.616,roundabout,"LINESTRING (45.2700061 31.30834, 45.269978 31.3082692, 45.2699839 31.3081947)",
421161866,True,secondary,False,12.835,,"LINESTRING (45.2787108 31.3106997, 45.2788403 31.3106668)",
421179532,True,residential,False,105.474,,"LINESTRING (45.2787108 31.3106997, 45.2784097 31.3097867)",
421178655,True,tertiary,False,16.35,roundabout,"LINESTRING (45.2699839 31.3081947, 45.2700219 31.3081287, 45.2700862 31.3080799)",
421178656,True,tertiary,False,58.68,,"LINESTRING (45.2694562 31.3042291, 45.2693704 31.3037065)",
421178656,True,tertiary,False,54.709,,"LINESTRING (45.2695474 31.3047149, 45.2694562 31.3042291)",
421178656,True,tertiary,False,53.524,,"LINESTRING (45.2697137 31.3055812, 45.2696225 31.3051062)",
421178656,True,tertiary,False,52.471,,"LINESTRING (45.2697888 31.3060487, 45.2697137 31.3055812)",
421175986,False,residential,True,53.169,,"LINESTRING (45.2698907 31.3065024, 45.269342 31.3065965)",
421178656,True,tertiary,False,51.37,,"LINESTRING (45.2698907 31.3065024, 45.2697888 31.3060487)",
421175944,False,residential,True,137.515,,"LINESTRING (45.269342 31.3065965, 45.2695607 31.307819)",
421175986,False,residential,False,53.169,,"LINESTRING (45.269342 31.3065965, 45.2698907 31.3065024)",
421175965,False,residential,True,50.737,,"LINESTRING (45.2700892 31.3077534, 45.2695607 31.307819)",
421178656,True,tertiary,False,140.378,,"LINESTRING (45.2700892 31.3077534, 45.2698907 31.3065024)",
421175944,False,residential,False,137.515,,"LINESTRING (45.2695607 31.307819, 45.269342 31.3065965)",
421175965,False,residential,False,50.737,,"LINESTRING (45.2695607 31.307819, 45.2700892 31.3077534)",
421175965,False,residential,True,51.752,,"LINESTRING (45.2695607 31.307819, 45.2690282 31.3079171)",
421175965,False,residential,False,51.752,,"LINESTRING (45.2690282 31.3079171, 45.2695607 31.307819)",
421175980,False,residential,False,48.909,,"LINESTRING (45.2690282 31.3079171, 45.269109 31.3083515)",
421175638,True,tertiary,False,84.927,,"LINESTRING (45.269109 31.3083515, 45.2699839 31.3081947)",
421175980,False,residential,True,48.909,,"LINESTRING (45.269109 31.3083515, 45.2690282 31.3079171)",
421176801,False,residential,True,79.484,,"LINESTRING (45.2695609 31.3084074, 45.2694746 31.3091184)",
429957637,True,tertiary,False,48.58,,"LINESTRING (45.2695609 31.3084074, 45.2690583 31.3084879)",
421176771,False,residential,True,43.874,,"LINESTRING (45.2694746 31.3091184, 45.269936 31.3091352)",
421176801,False,residential,False,79.484,,"LINESTRING (45.2694746 31.3091184, 45.2695609 31.3084074)",
421176801,False,residential,True,93.394,,"LINESTRING (45.2694746 31.3091184, 45.2693138 31.309947)",
421176771,False,residential,False,43.874,,"LINESTRING (45.269936 31.3091352, 45.2694746 31.3091184)",
421176771,False,residential,True,33.678,,"LINESTRING (45.269936 31.3091352, 45.2702904 31.3091424)",
421176841,False,residential,True,93.469,,"LINESTRING (45.269936 31.3091352, 45.2698667 31.3099737)",
421176841,False,residential,False,75.614,,"LINESTRING (45.269936 31.3091352, 45.2700252 31.3086632, 45.2700488 31.3085886, 45.2700864 31.308545, 45.2701587 31.3085111)",
421176771,False,residential,False,33.678,,"LINESTRING (45.2702904 31.3091424, 45.269936 31.3091352)",
421178687,True,tertiary,False,62.824,,"LINESTRING (45.2702904 31.3091424, 45.2702027 31.3085824)",
421176772,False,residential,False,52.61,,"LINESTRING (45.2693138 31.309947, 45.2698667 31.3099737)",
421176801,False,residential,False,93.394,,"LINESTRING (45.2693138 31.309947, 45.2694746 31.3091184)",
421176772,False,residential,False,53.828,,"LINESTRING (45.2698667 31.3099737, 45.2704325 31.3099995)",
421176772,False,residential,True,52.61,,"LINESTRING (45.2698667 31.3099737, 45.2693138 31.309947)",
421176841,False,residential,False,93.469,,"LINESTRING (45.2698667 31.3099737, 45.269936 31.3091352)",
421176841,False,residential,True,51.394,,"LINESTRING (45.2698667 31.3099737, 45.269935 31.3104322)",
421176772,False,residential,True,53.828,,"LINESTRING (45.2704325 31.3099995, 45.2698667 31.3099737)",
421178687,True,tertiary,False,96.257,,"LINESTRING (45.2704325 31.3099995, 45.2702904 31.3091424)",
421176819,False,residential,True,54.105,,"LINESTRING (45.2704996 31.3103684, 45.269935 31.3104322)",
421178687,True,tertiary,False,41.512,,"LINESTRING (45.2704996 31.3103684, 45.2704325 31.3099995)",
421176819,False,residential,False,54.105,,"LINESTRING (45.269935 31.3104322, 45.2704996 31.3103684)",
421176819,False,residential,True,40.179,,"LINESTRING (45.269935 31.3104322, 45.2695178 31.3104915)",
421176841,False,residential,False,51.394,,"LINESTRING (45.269935 31.3104322, 45.2698667 31.3099737)",
421176841,False,residential,True,67.117,,"LINESTRING (45.269935 31.3104322, 45.2700275 31.3110306)",
421176776,False,residential,False,65.641,,"LINESTRING (45.2695178 31.3104915, 45.2696121 31.3110763)",
421176819,False,residential,False,40.179,,"LINESTRING (45.2695178 31.3104915, 45.269935 31.3104322)",
421176819,False,residential,True,45.627,,"LINESTRING (45.2695178 31.3104915, 45.2690436 31.3105566)",
421176811,False,residential,True,65.742,,"LINESTRING (45.2690436 31.3105566, 45.2691422 31.3111418)",
421176819,False,residential,False,45.627,,"LINESTRING (45.2690436 31.3105566, 45.2695178 31.3104915)",
421176826,False,residential,False,54.791,,"LINESTRING (45.2706015 31.3109826, 45.2700275 31.3110306)",
421178687,True,tertiary,False,68.979,,"LINESTRING (45.2706015 31.3109826, 45.2704996 31.3103684)",
