osmid,name,highway,oneway,reversed,length,junction,geometry,lanes,ref,width
223775808,جادا نەخوش خانا ئامێدیێ,residential,False,True,101.558,,"LINESTRING (43.4889104 37.0913146, 43.4890429 37.0922218)",,,
223775799,,residential,True,False,6.385,roundabout,"LINESTRING (43.4889104 37.0913146, 43.4888865 37.0913163, 43.4888628 37.0913134, 43.4888406 37.0913061)",,,
480105855,ڕێگای ئامێدی,primary,False,True,67.452,,"LINESTRING (43.4928111 37.0950951, 43.4920506 37.0950987)",2,170,15
867180447,,tertiary,False,False,1054.5520000000001,,"LINESTRING (43.4928111 37.0950951, 43.4927056 37.0950491, 43.492534 37.0949743, 43.4922868 37.0949014, 43.4921489 37.0948076, 43.4919793 37.0946427, 43.4918411 37.0944966, 43.4917155 37.0943621, 43.4915558 37.0940251, 43.491369 37.0936256, 43.4913346 37.0931828, 43.491339 37.0929226, 43.4913447 37.0927988, 43.491364 37.0926404, 43.4913783 37.0924681, 43.4914054 37.0923096, 43.4914407 37.0921024, 43.4915767 37.0917805, 43.4917002 37.0914883, 43.4918223 37.0911993, 43.4918651 37.0910085, 43.4918888 37.0909204, 43.4918614 37.0907258, 43.4918089 37.0904872, 43.4917994 37.090357, 43.4918331 37.0902412, 43.4919213 37.0902331, 43.4920071 37.0902851, 43.49222 37.0905894, 43.4926489 37.0909834, 43.4927642 37.0909976, 43.4928323 37.0909268, 43.4928352 37.0908183, 43.4927051 37.0904856, 43.4925922 37.0899277, 43.4925519 37.089589, 43.4925029 37.0894549, 43.4924264 37.0893182, 43.4922788 37.0891525, 43.4922159 37.089043, 43.4921509 37.0888646, 43.4921132 37.0886757, 43.4920622 37.088438, 43.4920084 37.0883253, 43.4919313 37.0881887)",,,
480105855,ڕێگای ئامێدی,primary,False,False,67.452,,"LINESTRING (43.4920506 37.0950987, 43.4928111 37.0950951)",2,170,15
480105855,ڕێگای ئامێدی,primary,False,True,507.291,,"LINESTRING (43.4920506 37.0950987, 43.4915507 37.0949621, 43.4913189 37.0948429, 43.4911274 37.094699, 43.4909909 37.094569, 43.4908256 37.0943648, 43.4907396 37.0941749, 43.4906338 37.0938607, 43.4904895 37.0934142, 43.490398 37.093137, 43.4903027 37.092851, 43.4901984 37.0925051, 43.4900748 37.0921074, 43.4899642 37.0917289, 43.4898939 37.0915364, 43.4898648 37.0914544, 43.489775 37.0913213, 43.4897291 37.0912819, 43.4896461 37.0912327)",2,170,15
774890666,,residential,False,False,77.001,,"LINESTRING (43.4920506 37.0950987, 43.4918409 37.0950999, 43.4915452 37.0950271, 43.4912182 37.0949298)",,,
867180447,,tertiary,False,True,34.59,,"LINESTRING (43.491842 37.0878901, 43.4918359 37.0879508, 43.4918568 37.0880193, 43.491913 37.0881562, 43.4919313 37.0881887)",,,
95855211,,residential,False,False,14.105,,"LINESTRING (43.4874992 37.0924993, 43.4876169 37.0925846)",,,
231952483,,residential,False,True,39.661,,"LINESTRING (43.4874992 37.0924993, 43.4871364 37.0922908)",,,
588171157,,residential,False,False,26.346,,"LINESTRING (43.4874992 37.0924993, 43.4876348 37.0924408, 43.4877681 37.0923998)",,,
95855211,,residential,False,False,23.805,,"LINESTRING (43.4881975 37.0935372, 43.4883252 37.0937255)",,,
95855211,,residential,False,True,28.758,,"LINESTRING (43.4881975 37.0935372, 43.4881026 37.0932899)",,,
840999462,,residential,False,False,84.39,,"LINESTRING (43.4881975 37.0935372, 43.4882894 37.0935298, 43.4884088 37.0935453, 43.4885606 37.0935671, 43.4886916 37.0936157, 43.4887954 37.0936685, 43.4888823 37.0936985, 43.4890948 37.0937487)",,,
95855211,,residential,False,True,9.05,,"LINESTRING (43.4891899 37.0937192, 43.4890948 37.0937487)",,,
223775808,جادا نەخوش خانا ئامێدیێ,residential,False,True,8.535,,"LINESTRING (43.4891899 37.0937192, 43.4891936 37.0937959)",,,
223775808,جادا نەخوش خانا ئامێدیێ,residential,False,False,47.161,,"LINESTRING (43.4891899 37.0937192, 43.4891929 37.0936239, 43.4891752 37.0932954)",,,
95855211,,residential,False,False,46.129,,"LINESTRING (43.4886101 37.0938991, 43.4890948 37.0937487)",,,
95855211,,residential,False,True,11.839,,"LINESTRING (43.4886101 37.0938991, 43.4884772 37.0938892)",,,
246436338,,residential,False,True,28.31,,"LINESTRING (43.4886101 37.0938991, 43.4887081 37.0941414)",,,
"[223775801, 222850779]",,residential,False,"[False, True]",151.346,,"LINESTRING (43.4887074 37.0951906, 43.4885914 37.0952649, 43.4884833 37.0952909, 43.4883819 37.095307, 43.4882358 37.0953119, 43.4878266 37.0952784, 43.4873284 37.095209, 43.4870661 37.0951355)",,,
"[223775808, 222850779]",جادا نەخوش خانا ئامێدیێ,residential,False,"[False, True]",32.370000000000005,,"LINESTRING (43.4887074 37.0951906, 43.4887648 37.0951173, 43.4888956 37.0949412)",,,
246436337,,residential,False,False,85.352,,"LINESTRING (43.4887074 37.0951906, 43.4888063 37.0953512, 43.4888698 37.0953925, 43.4889409 37.0954092, 43.489122 37.0954327, 43.4892656 37.0954369, 43.489365 37.0954348, 43.4894048 37.095434, 43.4895184 37.0954508)",,,
223775807,,residential,False,False,61.576,,"LINESTRING (43.4871905 37.0879951, 43.4875465 37.0884705)",,,
223775807,,residential,False,True,61.576,,"LINESTRING (43.4875465 37.0884705, 43.4871905 37.0879951)",,,
223775807,,residential,False,False,123.303,,"LINESTRING (43.4875465 37.0884705, 43.4876124 37.0885306, 43.4878886 37.0890879, 43.4880891 37.0894868)",,,
903139162,,residential,False,False,149.781,,"LINESTRING (43.4875465 37.0884705, 43.4874823 37.0884541, 43.4874181 37.088453, 43.4873084 37.0884697, 43.4869182 37.0885824, 43.4859326 37.0888219)",,,
478701730,,residential,False,True,125.691,,"LINESTRING (43.4859326 37.0888219, 43.4859796 37.0890267, 43.4860444 37.0893368, 43.486103 37.0896371, 43.4861515 37.0899385)",,,
903139162,,residential,False,False,188.18499999999995,,"LINESTRING (43.4859326 37.0888219, 43.4856359 37.0889149, 43.4854913 37.0889667, 43.4853773 37.0890358, 43.4852854 37.0891409, 43.4852404 37.0891991, 43.4851953 37.0892742, 43.4851539 37.0893444, 43.4851118 37.0894489, 43.4850857 37.0895399, 43.4850532 37.089665, 43.4850346 37.089964, 43.4850255 37.0901737)",,,
903139162,,residential,False,True,149.781,,"LINESTRING (43.4859326 37.0888219, 43.4869182 37.0885824, 43.4873084 37.0884697, 43.4874181 37.088453, 43.4874823 37.0884541, 43.4875465 37.0884705)",,,
588171149,,residential,False,False,139.486,,"LINESTRING (43.4880891 37.0894868, 43.4865792 37.0898374)",,,
223775807,,residential,False,False,111.006,,"LINESTRING (43.4880891 37.0894868, 43.4883869 37.090042, 43.4885625 37.0904107)",,,
223775807,,residential,False,True,123.303,,"LINESTRING (43.4880891 37.0894868, 43.4878886 37.0890879, 43.4876124 37.0885306, 43.4875465 37.0884705)",,,
588171149,,residential,False,False,12.942,,"LINESTRING (43.4861515 37.0899385, 43.4860289 37.0900016)",,,
588171149,,residential,False,True,39.567,,"LINESTRING (43.4861515 37.0899385, 43.4865792 37.0898374)",,,
478701730,,residential,False,False,125.69099999999999,,"LINESTRING (43.4861515 37.0899385, 43.486103 37.0896371, 43.4860444 37.0893368, 43.4859796 37.0890267, 43.4859326 37.0888219)",,,
588171149,,residential,False,True,12.942,,"LINESTRING (43.4860289 37.0900016, 43.4861515 37.0899385)",,,
478701729,,residential,False,True,91.185,,"LINESTRING (43.4860289 37.0900016, 43.4858041 37.0900602, 43.4856186 37.0900875, 43.4852669 37.0901416, 43.4850255 37.0901737)",,,
588171148,,residential,False,False,44.595,,"LINESTRING (43.4860289 37.0900016, 43.4860089 37.0900414, 43.4859913 37.0900856, 43.486032 37.0903957)",,,
223775803,,residential,False,True,53.917,,"LINESTRING (43.4885625 37.0904107, 43.4880033 37.0906008)",,,
223775807,,residential,False,False,35.127,,"LINESTRING (43.4885625 37.0904107, 43.4887336 37.0906956)",,,
223775807,,residential,False,True,111.006,,"LINESTRING (43.4885625 37.0904107, 43.4883869 37.090042, 43.4880891 37.0894868)",,,
223775803,,residential,False,False,53.917,,"LINESTRING (43.4880033 37.0906008, 43.4885625 37.0904107)",,,
223775803,,residential,False,True,41.569,,"LINESTRING (43.4880033 37.0906008, 43.4875507 37.0906978)",,,
588171155,,residential,False,True,92.161,,"LINESTRING (43.4880033 37.0906008, 43.4882182 37.0914117)",,,
223775801,,residential,False,False,5.349,,"LINESTRING (43.4850235 37.0905823, 43.4850237 37.0906304)",,,
478701728,,residential,False,True,91.827,,"LINESTRING (43.4850235 37.0905823, 43.486032 37.0903957)",,,
903139162,,residential,False,True,45.435,,"LINESTRING (43.4850235 37.0905823, 43.4850255 37.0901737)",,,
