osmid,highway,oneway,reversed,length,geometry,lanes,name,maxspeed,bridge,junction
209191460,unclassified,False,True,148.139,"LINESTRING (177.5054333 -18.1422555, 177.505372 -18.1422239, 177.5052943 -18.1422084, 177.5052077 -18.1422138, 177.5051052 -18.1422302, 177.5040687 -18.1424504)",,,,,
"[836046168, 135858180, 319866662]",primary,False,True,138.349,"LINESTRING (177.5054333 -18.1422555, 177.5055168 -18.1421473, 177.5056367 -18.1420388, 177.5057539 -18.1419505, 177.5060621 -18.1417499, 177.5062336 -18.1416492, 177.506385 -18.1415722, 177.5064836 -18.141535)",2,Queens Road,50,yes,
100006440,residential,False,False,99.961,"LINESTRING (177.5117586 -18.1419278, 177.5115869 -18.1420074, 177.511491 -18.1420675, 177.5114439 -18.14214, 177.5113365 -18.142653)",,Nayawa Street,,,
836037528,primary,False,False,39.441,"LINESTRING (177.5117586 -18.1419278, 177.5116974 -18.1418522, 177.5115932 -18.1417235, 177.5115233 -18.1416529)",2,Queens Road,,,
36935324,tertiary,False,True,27.276,"LINESTRING (177.5085785 -18.1389534, 177.5084825 -18.1391811)",,Singatoka Valley Road,,,
36935324,tertiary,False,False,198.164,"LINESTRING (177.5085785 -18.1389534, 177.5086468 -18.138791, 177.5087634 -18.1385714, 177.5088823 -18.1384009, 177.5094559 -18.1375678, 177.5095488 -18.137433)",,Singatoka Valley Road,,,
135858219,unclassified,False,True,185.13599999999997,"LINESTRING (177.5085785 -18.1389534, 177.5081701 -18.1388503, 177.5075681 -18.1387612, 177.5074037 -18.1387392, 177.5072632 -18.1387313, 177.5071267 -18.1387369, 177.5069716 -18.1387619, 177.5068562 -18.1387914)",,Mission Road,,,
135863191,residential,False,False,52.357,"LINESTRING (177.5064525 -18.1390643, 177.5059716 -18.1391777)",,Duabale Road,,,
135863191,residential,False,True,223.39999999999998,"LINESTRING (177.5064525 -18.1390643, 177.5068206 -18.1389376, 177.5070396 -18.1388849, 177.5072032 -18.1388688, 177.5074613 -18.1388758, 177.5076981 -18.1389125, 177.5081156 -18.1390677, 177.5084825 -18.1391811)",,Duabale Road,,,
319866661,residential,False,False,257.83799999999997,"LINESTRING (177.5064525 -18.1390643, 177.5066161 -18.1395835, 177.5066711 -18.1396896, 177.5067499 -18.1397745, 177.5068265 -18.1398262, 177.5069304 -18.139863, 177.5069931 -18.1398731, 177.5070691 -18.1398853, 177.5072151 -18.1398959, 177.5073678 -18.1398833, 177.5075121 -18.1398498, 177.5076496 -18.1398079, 177.5077453 -18.139794, 177.5079485 -18.1397908, 177.5083352 -18.1398205)",,Market Road,,,
36935324,tertiary,False,False,27.276,"LINESTRING (177.5084825 -18.1391811, 177.5085785 -18.1389534)",,Singatoka Valley Road,,,
36935324,tertiary,False,True,72.82900000000001,"LINESTRING (177.5084825 -18.1391811, 177.5083812 -18.139567, 177.5083352 -18.1398205)",,Singatoka Valley Road,,,
