osmid,highway,oneway,reversed,length,ref,lanes,name,geometry
42575545,residential,False,True,106.237,,,,"LINESTRING (0.4772004 7.1549553, 0.4763322 7.1553685)"
626082715,trunk,False,True,42.279,N2,,,"LINESTRING (0.4772004 7.1549553, 0.4773697 7.1552964)"
373341457,trunk,False,True,82.499,N2,2,Tema-Jasikan Road,"LINESTRING (0.4772004 7.1549553, 0.4770623 7.1547038, 0.4768305 7.1543106)"
474927907,secondary,False,False,6.32,,,St. Francis College Road,"LINESTRING (0.4786696 7.1545424, 0.4787246 7.1545583)"
474927907,secondary,False,True,83.351,,,St. Francis College Road,"LINESTRING (0.4786696 7.1545424, 0.4779447 7.1543313)"
619350985,residential,False,False,73.85199999999999,,,,"LINESTRING (0.4786696 7.1545424, 0.4787274 7.1543525, 0.4787622 7.1542926, 0.4789567 7.1540584, 0.4790238 7.1539932)"
42567205,unclassified,False,True,181.982,,,Hospital Road,"LINESTRING (0.4763354 7.153501, 0.4749502 7.1543895)"
42568037,residential,False,True,78.393,,,,"LINESTRING (0.4763354 7.153501, 0.4769257 7.1531086)"
373341457,trunk,False,False,51.15,N2,2,Tema-Jasikan Road,"LINESTRING (0.4763354 7.153501, 0.4765793 7.1538922)"
373341457,trunk,False,True,27.148,N2,2,Tema-Jasikan Road,"LINESTRING (0.4763354 7.153501, 0.4762038 7.1532947)"
373341457,trunk,False,False,18.475,N2,2,Tema-Jasikan Road,"LINESTRING (0.4765793 7.1538922, 0.4766682 7.154033)"
373341457,trunk,False,True,51.15,N2,2,Tema-Jasikan Road,"LINESTRING (0.4765793 7.1538922, 0.4763354 7.153501)"
619350987,residential,False,True,77.099,,,,"LINESTRING (0.4765793 7.1538922, 0.4771745 7.1535289)"
619350993,residential,False,True,171.006,,,,"LINESTRING (0.4765793 7.1538922, 0.4752505 7.1546839)"
321875477,residential,False,False,106.31,,,,"LINESTRING (0.4740186 7.1533607, 0.4746576 7.1540763)"
321875477,residential,False,True,67.006,,,,"LINESTRING (0.4740186 7.1533607, 0.4736218 7.1529045)"
619350972,residential,False,False,174.022,,,,"LINESTRING (0.4740186 7.1533607, 0.4744788 7.1529566, 0.4746129 7.1528143, 0.4747832 7.1526253, 0.4751114 7.1522368)"
321875477,residential,False,True,46.576,,,,"LINESTRING (0.4752505 7.1546839, 0.4749502 7.1543895)"
619350993,residential,False,False,171.006,,,,"LINESTRING (0.4752505 7.1546839, 0.4765793 7.1538922)"
243107046,residential,False,False,54.949,,,,"LINESTRING (0.4752505 7.1546839, 0.4753759 7.1547945, 0.4756354 7.1549972)"
1070233852,residential,False,False,57.928000000000004,,,,"LINESTRING (0.4752505 7.1546839, 0.4749318 7.154873, 0.4749257 7.1548956, 0.4749289 7.1549247, 0.4749281 7.1549665, 0.4748979 7.1550162)"
42567205,unclassified,False,False,181.982,,,Hospital Road,"LINESTRING (0.4749502 7.1543895, 0.4763354 7.153501)"
321875477,residential,False,False,46.576,,,,"LINESTRING (0.4749502 7.1543895, 0.4752505 7.1546839)"
321875477,residential,False,True,47.487,,,,"LINESTRING (0.4749502 7.1543895, 0.4746576 7.1540763)"
"[42682787, 42568036]",unclassified,False,True,182.723,,,Hospital Road,"LINESTRING (0.4749502 7.1543895, 0.4744122 7.1547834, 0.4739383 7.1551642, 0.4738452 7.1552492, 0.473673 7.1554307)"
42568034,residential,False,False,102.466,,,,"LINESTRING (0.4734196 7.1536205, 0.473917 7.1543987)"
42568034,residential,False,False,89.228,,,,"LINESTRING (0.473917 7.1543987, 0.4746576 7.1540763)"
42568034,residential,False,True,102.466,,,,"LINESTRING (0.473917 7.1543987, 0.4734196 7.1536205)"
243107029,residential,False,True,80.81,,,,"LINESTRING (0.473917 7.1543987, 0.4732211 7.1546254)"
42568034,residential,False,True,89.228,,,,"LINESTRING (0.4746576 7.1540763, 0.473917 7.1543987)"
42568035,residential,False,True,184.595,,,,"LINESTRING (0.4746576 7.1540763, 0.4759906 7.153073)"
321875477,residential,False,False,47.487,,,,"LINESTRING (0.4746576 7.1540763, 0.4749502 7.1543895)"
321875477,residential,False,True,106.31,,,,"LINESTRING (0.4746576 7.1540763, 0.4740186 7.1533607)"
42568035,residential,False,False,184.595,,,,"LINESTRING (0.4759906 7.153073, 0.4746576 7.1540763)"
