osmid,oneway,highway,reversed,length,geometry,lanes,name,maxspeed,junction
11155633,True,primary_link,False,66.711,"LINESTRING (-0.2003378 5.5546104, -0.200435 5.554816, -0.2004538 5.5548945, -0.2004598 5.5549988, -0.2004334 5.5551845)",,,,
677471426,True,primary,False,34.802,"LINESTRING (-0.2003378 5.5546104, -0.2005245 5.5547982, -0.2005615 5.5548302)",2,Liberia Avenue,,
677471423,True,primary,False,569.083,"LINESTRING (-0.2004334 5.5551845, -0.1991695 5.5568462, -0.1976342 5.5587467, -0.1974915 5.5589194, -0.1974053 5.5590049, -0.1972147 5.5591683)",2,Independence Avenue,50,
424279994,True,secondary,False,48.001999999999995,"LINESTRING (-0.2044588 5.5536869, -0.2045097 5.5538437, -0.2045352 5.5538965, -0.2045721 5.5539372, -0.2046767 5.55405)",2,Barnes Avenue,,
637202565,True,tertiary,False,54.765,"LINESTRING (-0.2044588 5.5536869, -0.2044909 5.5539999, -0.2045097 5.5541768)",,Mayor Road,,
12211664,True,primary,False,145.427,"LINESTRING (-0.2020416 5.5529833, -0.2017859 5.5533298, -0.2014946 5.5537555, -0.2012791 5.5540482)",2,Independence Avenue,,
514290540,True,primary,False,15.495000000000001,"LINESTRING (-0.1974269 5.5594558, -0.1974315 5.5593863, -0.1974157 5.5593184)",,Ridge Roundabout,50,roundabout
172917700,True,primary,False,29.186,"LINESTRING (-0.1974157 5.5593184, -0.1973834 5.5592612, -0.1973366 5.559215, -0.1972789 5.5591832, -0.1972147 5.5591683)",2,Ridge Roundabout,50,roundabout
525669427,True,primary,False,128.26,"LINESTRING (-0.1974157 5.5593184, -0.1975216 5.5590876, -0.1975719 5.5590066, -0.1980847 5.5583847)",2,Independence Avenue,50,
514290542,True,primary,False,9.257,"LINESTRING (-0.1971549 5.5596405, -0.1971966 5.5596436, -0.1972382 5.5596393)",,Ridge Roundabout,50,roundabout
677471428,True,primary,False,16.733,"LINESTRING (-0.199206 5.5529897, -0.1992672 5.5531273)",2,Liberia Avenue,,
601291986,True,residential,False,23.589,"LINESTRING (-0.199206 5.5529897, -0.1991728 5.5530228, -0.1991366 5.5530622, -0.1990764 5.5531568)",,Gamel Abdul Nasser Avenue,,
447600246,False,unclassified,True,74.521,"LINESTRING (-0.2003036 5.552619, -0.2000083 5.5526411, -0.1996315 5.5526585)",,,,
12209625,True,unclassified,False,51.660000000000004,"LINESTRING (-0.1992872 5.552941, -0.1993302 5.5528415, -0.1993927 5.5527806, -0.1994425 5.5527397, -0.1995273 5.5527005, -0.1996315 5.5526585)",,,,
447600246,False,unclassified,False,74.521,"LINESTRING (-0.1996315 5.5526585, -0.2000083 5.5526411, -0.2003036 5.552619)",,,,
1259283898,False,residential,True,19.121,"LINESTRING (-0.2027812 5.556329, -0.2027361 5.556163)",,,,
125989143,True,primary,False,27.194,"LINESTRING (-0.2027812 5.556329, -0.2026653 5.5563155, -0.2025392 5.5562883)",2,Liberia Avenue,,
125989143,True,primary,False,174.79299999999998,"LINESTRING (-0.2043236 5.5560125, -0.2039254 5.5561165, -0.2035796 5.5562023, -0.2030716 5.5563096, -0.2029991 5.556323, -0.2028832 5.5563315, -0.2027812 5.556329)",2,Liberia Avenue,,
12212653,False,unclassified,False,395.198,"LINESTRING (-0.2057262 5.559296, -0.2048768 5.5594049, -0.2047674 5.5594142, -0.2046077 5.5594586, -0.2045178 5.5595182, -0.2039931 5.5599642, -0.2027754 5.5610588)",,William Tubman Road,,
513672320,False,residential,True,11.774,"LINESTRING (-0.1987129 5.5606908, -0.1986372 5.5607652)",,Sekou Toure Street,,
514981229,True,secondary,False,198.65300000000002,"LINESTRING (-0.1987129 5.5606908, -0.1981348 5.560169, -0.1977143 5.5597895, -0.1976371 5.5597197, -0.1975362 5.559635, -0.1974269 5.5594558)",2,Castle Road,,
379600565,False,residential,True,95.977,"LINESTRING (-0.2025029 5.5563364, -0.2019463 5.5569983)",,Cruickshank Road,,
514981263,False,residential,False,6.689,"LINESTRING (-0.2025029 5.5563364, -0.2025392 5.5562883)",,Cruickshank Road,,
514981251,True,primary,False,206.244,"LINESTRING (-0.2025029 5.5563364, -0.2026827 5.5563775, -0.2028114 5.5563884, -0.2029268 5.5563902, -0.2030727 5.5563785, -0.2032373 5.5563444, -0.2034069 5.556313, -0.2043286 5.5560945)",2,Liberia Avenue,,
1259199236,False,residential,False,112.17,"LINESTRING (-0.2025029 5.5563364, -0.202598 5.5564273, -0.2025765 5.5565661, -0.2024666 5.5565821, -0.2021393 5.5569905, -0.2020723 5.5569105)",,,,
13506539,False,residential,True,6.925,"LINESTRING (-0.203404 5.5579997, -0.2034447 5.5579524)",,Mayor Road,,
13506539,False,residential,False,216.278,"LINESTRING (-0.203404 5.5579997, -0.2029681 5.5584882, -0.2022848 5.5592784, -0.20212 5.5594659)",,Mayor Road,,
637255958,False,residential,False,106.931,"LINESTRING (-0.203404 5.5579997, -0.203648 5.5582159, -0.2037734 5.5583441, -0.203807 5.5583895, -0.2038197 5.5584435, -0.2038707 5.5586991, -0.2038834 5.5587833)",,,,
514981265,False,residential,False,194.141,"LINESTRING (-0.2008052 5.5583101, -0.20212 5.5594659)",,Morocco Street,,
13506941,False,residential,True,231.947,"LINESTRING (-0.2008052 5.5583101, -0.2004923 5.5580286, -0.2002673 5.5578263, -0.2000832 5.5576676, -0.1998862 5.5574895, -0.1997923 5.5574068, -0.1992503 5.5569116)",,Morocco Street,,
379600565,False,residential,False,192.992,"LINESTRING (-0.2008052 5.5583101, -0.2012301 5.5578502, -0.2015271 5.5575021, -0.2016199 5.5573933, -0.2019463 5.5569983)",,Cruickshank Road,,
514981267,False,residential,True,197.149,"LINESTRING (-0.2008052 5.5583101, -0.2003387 5.5588353, -0.2003255 5.5588501, -0.2000571 5.5591584, -0.1996332 5.5596453)",,Cruickshank Road,,
