osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed
117551249,False,2,Costanera Tabaré,tertiary,True,87.322,"LINESTRING (-54.155143 -34.6371707, -54.1551804 -34.6379554)",
117551249,False,2,Costanera Tabaré,tertiary,False,191.76299999999998,"LINESTRING (-54.155143 -34.6371707, -54.1551334 -34.636074, -54.1551254 -34.6354462)",
190635053,False,,,residential,True,96.09,"LINESTRING (-54.155143 -34.6371707, -54.1554335 -34.6370832, -54.1559072 -34.6369015, -54.1561093 -34.6368336)",
117551249,False,2,Costanera Tabaré,tertiary,False,83.995,"LINESTRING (-54.1552434 -34.638709, -54.1551804 -34.6379554)",
731165602,False,,De Mary,residential,True,161.403,"LINESTRING (-54.1552434 -34.638709, -54.1568129 -34.6380461)",
"[117551248, 117551249]",False,2,Costanera Tabaré,tertiary,True,293.28100000000006,"LINESTRING (-54.1552434 -34.638709, -54.1552354 -34.6390268, -54.1551482 -34.6394383, -54.1550972 -34.639681, -54.1550888 -34.6398406, -54.155113 -34.6399697, -54.1551415 -34.6400883, -54.1558281 -34.6411971)",
190635035,False,,José Antel Yanneo,residential,False,151.129,"LINESTRING (-54.1610678 -34.6346042, -54.1595025 -34.6350384)",
327999808,False,,Zapicán,residential,False,165.915,"LINESTRING (-54.1610678 -34.6346042, -54.1615504 -34.6358254, -54.1615965 -34.6359141, -54.1616743 -34.6360054)",
181708911,False,,Taboba,residential,False,24.309,"LINESTRING (-54.1571679 -34.6347378, -54.1574321 -34.634761)",
181708911,False,,Taboba,residential,True,79.584,"LINESTRING (-54.1571679 -34.6347378, -54.1569489 -34.6347792, -54.1563383 -34.6349506)",
181708911,False,,Taboba,residential,False,158.38,"LINESTRING (-54.1574321 -34.634761, -54.1591328 -34.6350268)",
181708911,False,,Taboba,residential,True,24.309,"LINESTRING (-54.1574321 -34.634761, -54.1571679 -34.6347378)",
181708925,False,,De Bonilla,residential,False,141.266,"LINESTRING (-54.1574321 -34.634761, -54.1576082 -34.635425, -54.1576651 -34.6356675, -54.157668 -34.6358186, -54.1576704 -34.6359408, -54.1576974 -34.6360077)",
181708911,False,,Taboba,residential,False,79.584,"LINESTRING (-54.1563383 -34.6349506, -54.1569489 -34.6347792, -54.1571679 -34.6347378)",
181708911,False,,Taboba,residential,True,124.03800000000001,"LINESTRING (-54.1563383 -34.6349506, -54.156096 -34.6350264, -54.1551254 -34.6354462)",
190635047,False,,,residential,False,131.676,"LINESTRING (-54.1563383 -34.6349506, -54.1565771 -34.6357117, -54.156666 -34.6360136, -54.156666 -34.6361011)",
181708911,False,,Taboba,residential,True,33.848,"LINESTRING (-54.1595025 -34.6350384, -54.1591328 -34.6350268)",
190635035,False,,José Antel Yanneo,residential,True,151.129,"LINESTRING (-54.1595025 -34.6350384, -54.1610678 -34.6346042)",
190598724,False,,Taboba,residential,False,78.522,"LINESTRING (-54.1595025 -34.6350384, -54.1596285 -34.6351334, -54.1602257 -34.6354134)",
117551249,False,2,Costanera Tabaré,tertiary,True,191.76299999999998,"LINESTRING (-54.1551254 -34.6354462, -54.1551334 -34.636074, -54.155143 -34.6371707)",
181708911,False,,Taboba,residential,False,124.03800000000001,"LINESTRING (-54.1551254 -34.6354462, -54.156096 -34.6350264, -54.1563383 -34.6349506)",
181708938,False,,Calle 6,residential,False,88.059,"LINESTRING (-54.1626967 -34.635874, -54.1617811 -34.6361182)",
181708949,False,,De Loma de Andrés,residential,False,169.595,"LINESTRING (-54.1616743 -34.6360054, -54.1600298 -34.6367093)",
190635042,False,,Taboba,residential,False,15.9,"LINESTRING (-54.1616743 -34.6360054, -54.1617811 -34.6361182)",
190598724,False,,Taboba,residential,True,149.109,"LINESTRING (-54.1616743 -34.6360054, -54.1614224 -34.6359689, -54.1602257 -34.6354134)",
327999808,False,,Zapicán,residential,True,165.915,"LINESTRING (-54.1616743 -34.6360054, -54.1615965 -34.6359141, -54.1615504 -34.6358254, -54.1610678 -34.6346042)",
181708938,False,,Calle 6,residential,True,88.059,"LINESTRING (-54.1617811 -34.6361182, -54.1626967 -34.635874)",
190635042,False,,Taboba,residential,False,14.218,"LINESTRING (-54.1617811 -34.6361182, -54.1618563 -34.6362301)",
190635042,False,,Taboba,residential,True,15.9,"LINESTRING (-54.1617811 -34.6361182, -54.1616743 -34.6360054)",
190635042,False,,Taboba,residential,True,14.218,"LINESTRING (-54.1618563 -34.6362301, -54.1617811 -34.6361182)",
190598725,False,,Zapicán,residential,False,120.46000000000001,"LINESTRING (-54.1618563 -34.6362301, -54.1618761 -34.636318, -54.1618835 -34.6364201, -54.1618272 -34.6369111, -54.1617643 -34.6373062)",
181708934,False,,De Mary,residential,False,51.378,"LINESTRING (-54.1558328 -34.6364403, -54.1560356 -34.6367897, -54.1561093 -34.6368336)",
181708929,False,,Quesada,residential,False,37.716,"LINESTRING (-54.1600298 -34.6367093, -54.1602356 -34.6370032)",
181708949,False,,De Loma de Andrés,residential,False,164.706,"LINESTRING (-54.1600298 -34.6367093, -54.1584196 -34.6373718)",
181708949,False,,De Loma de Andrés,residential,True,169.595,"LINESTRING (-54.1600298 -34.6367093, -54.1616743 -34.6360054)",
