osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,junction
232067750,Linecká,tertiary,30,False,True,182.597,"LINESTRING (14.488791 48.7372193, 14.4890004 48.7373205, 14.4896749 48.7376733, 14.490225 48.7379445, 14.4906214 48.7381686, 14.4907327 48.7382449)",,,
637954738,Linecká,tertiary,50,True,False,17.628999999999998,"LINESTRING (14.488791 48.7372193, 14.4886457 48.7371803, 14.4885636 48.7371702)",,,
902094013,Linecká,tertiary,50,False,False,21.01,"LINESTRING (14.4908987 48.7383989, 14.4907327 48.7382449)",,,
36929971,Nové domovy,residential,,False,False,20.017000000000003,"LINESTRING (14.4908987 48.7383989, 14.490754 48.7383716, 14.4906942 48.7383619, 14.4906351 48.7383523)",,,
902094013,Linecká,tertiary,50,False,True,27.7,"LINESTRING (14.4908987 48.7383989, 14.4909309 48.7384286, 14.4910296 48.7385196, 14.4910865 48.7385721, 14.4911199 48.7386008)",,,
4052262,Náměstí,residential,,True,False,35.04,"LINESTRING (14.4929592 48.7389959, 14.4930042 48.7388601, 14.4930445 48.738686)",,,
232067767,Českobudějovická,residential,,True,False,100.519,"LINESTRING (14.4929592 48.7389959, 14.4929437 48.7390722, 14.4927123 48.739885)",,,
"[1269049158, 548633382]",Linecká,residential,30,False,False,76.283,"LINESTRING (14.4929592 48.7389959, 14.4928248 48.7389818, 14.4924297 48.7389282, 14.4921277 48.7388844, 14.4919406 48.7388573)",,,
4052521,Pivovarská,residential,30,True,False,83.519,"LINESTRING (14.4930445 48.738686, 14.4929943 48.7386268, 14.4931153 48.7379482)",,,
4053577,Náměstí,residential,30,True,False,74.429,"LINESTRING (14.4930445 48.738686, 14.4935541 48.7387269, 14.4940528 48.7387624)",,,
36929963,Dlouhá,tertiary,30,False,False,100.211,"LINESTRING (14.4931153 48.7379482, 14.4931647 48.7379512, 14.4932114 48.7379541, 14.4933834 48.7379647, 14.4944759 48.7380319)",,,
36929963,Dlouhá,tertiary,30,False,True,62.622,"LINESTRING (14.4931153 48.7379482, 14.4930828 48.7379463, 14.4922648 48.7378978)",,,
