osmid,ref,name,highway,oneway,reversed,length,geometry,tunnel,bridge,lanes,maxspeed,junction,access
"[67689834, 377335676, 23947039]",4133,Zámecká,tertiary,False,False,410.23799999999994,"LINESTRING (16.3047987 49.0450224, 16.3048165 49.0456367, 16.3048208 49.0457848, 16.3048946 49.0460598, 16.3049849 49.046396, 16.3052206 49.046815, 16.3053315 49.047012, 16.3057618 49.0475959, 16.3058581 49.0477146, 16.3060042 49.0478649, 16.3062448 49.0480522, 16.3064241 49.0481781, 16.3065471 49.048247, 16.306754 49.0483418)",,,,,,
"[44427962, 44427963, 44427965, 44427966, 44428543]",,"['Pod zámkem', 'Černý tunel']",residential,False,False,422.1779999999999,"LINESTRING (16.306754 49.0483418, 16.3066832 49.0483627, 16.3065968 49.0483714, 16.306409 49.0483244, 16.3063651 49.0483326, 16.3063381 49.0483476, 16.3059699 49.0490549, 16.3057935 49.0494968, 16.3055948 49.0497498, 16.3049972 49.0505563, 16.3049582 49.0506464, 16.3049321 49.0507392, 16.3049307 49.0508209, 16.3049615 49.0510536, 16.3050661 49.0510582, 16.3051818 49.0510494, 16.3054948 49.0510199, 16.3058958 49.0510161)",yes,yes,,,,
44428542,4133,Zámecká,tertiary,False,False,196.846,"LINESTRING (16.306754 49.0483418, 16.3070221 49.0484231, 16.3077556 49.0486027, 16.3080052 49.0487131, 16.3088428 49.0492059, 16.3088589 49.0492149, 16.3089916 49.0492894)",,,2,,,
"[67689834, 377335676, 23947039]",4133,Zámecká,tertiary,False,True,410.238,"LINESTRING (16.306754 49.0483418, 16.3065471 49.048247, 16.3064241 49.0481781, 16.3062448 49.0480522, 16.3060042 49.0478649, 16.3058581 49.0477146, 16.3057618 49.0475959, 16.3053315 49.047012, 16.3052206 49.046815, 16.3049849 49.046396, 16.3048946 49.0460598, 16.3048208 49.0457848, 16.3048165 49.0456367, 16.3047987 49.0450224)",,,,,,
44428542,4133,Zámecká,tertiary,False,False,77.053,"LINESTRING (16.3089916 49.0492894, 16.3090888 49.0493192, 16.3092115 49.0493399, 16.3093409 49.0493397, 16.3097647 49.0493311, 16.3100321 49.0493072)",,,2,,,
44428542,4133,Zámecká,tertiary,False,True,196.846,"LINESTRING (16.3089916 49.0492894, 16.3088589 49.0492149, 16.3088428 49.0492059, 16.3080052 49.0487131, 16.3077556 49.0486027, 16.3070221 49.0484231, 16.306754 49.0483418)",,,2,,,
44428542,4133,Zámecká,tertiary,False,True,10.631,"LINESTRING (16.312022 49.0488203, 16.3118812 49.0488453)",,,2,,,
60075084,4133,náměstí T. G. Masaryka,tertiary,False,False,108.70499999999998,"LINESTRING (16.312022 49.0488203, 16.3123195 49.0487887, 16.3124268 49.0487764, 16.3126279 49.0487404, 16.3130464 49.0486604, 16.3134604 49.048569)",,,,,,
36979537,,,residential,False,True,53.054,"LINESTRING (16.3124716 49.0452325, 16.3129635 49.0455842)",,,,,,
60075099,4133,Nádražní,tertiary,False,False,93.341,"LINESTRING (16.3124716 49.0452325, 16.3137073 49.045012)",,,,50,,
