osmid,ref,highway,maxspeed,oneway,reversed,length,geometry
9587480,17,primary,50,False,True,346.634,"LINESTRING (16.0260654 49.9720384, 16.0272948 49.9723268, 16.0284469 49.9724673, 16.030107 49.97248, 16.0308123 49.9724904)"
174187071,17,primary,50,False,False,85.767,"LINESTRING (16.034725 49.9721905, 16.0340954 49.972312, 16.0335637 49.9723794)"
32348644,,residential,,False,False,81.142,"LINESTRING (16.0335637 49.9723794, 16.0337346 49.9731008)"
"[9587480, 174187071]",17,primary,50,False,False,77.733,"LINESTRING (16.0335637 49.9723794, 16.033135 49.9724235, 16.0324864 49.9724709)"
174187071,17,primary,50,False,True,85.767,"LINESTRING (16.0335637 49.9723794, 16.0340954 49.972312, 16.034725 49.9721905)"
32348644,,residential,,False,True,46.786,"LINESTRING (16.0339011 49.9735077, 16.0337346 49.9731008)"
9587480,17,primary,50,False,False,119.744,"LINESTRING (16.0324864 49.9724709, 16.0319359 49.972478, 16.0308123 49.9724904)"
"[9587480, 174187071]",17,primary,50,False,True,77.733,"LINESTRING (16.0324864 49.9724709, 16.033135 49.9724235, 16.0335637 49.9723794)"
32348645,,residential,,False,False,121.522,"LINESTRING (16.0324864 49.9724709, 16.0327794 49.9728613, 16.0337346 49.9731008)"
32348644,,residential,,False,False,46.786,"LINESTRING (16.0337346 49.9731008, 16.0339011 49.9735077)"
32348644,,residential,,False,True,81.142,"LINESTRING (16.0337346 49.9731008, 16.0335637 49.9723794)"
32348645,,residential,,False,True,121.522,"LINESTRING (16.0337346 49.9731008, 16.0327794 49.9728613, 16.0324864 49.9724709)"
32348646,,residential,,False,False,136.746,"LINESTRING (16.0314227 49.9714732, 16.0309695 49.9715749, 16.0308123 49.9724904)"
9587480,17,primary,50,False,False,346.634,"LINESTRING (16.0308123 49.9724904, 16.030107 49.97248, 16.0284469 49.9724673, 16.0272948 49.9723268, 16.0260654 49.9720384)"
9587480,17,primary,50,False,True,119.744,"LINESTRING (16.0308123 49.9724904, 16.0319359 49.972478, 16.0324864 49.9724709)"
32348646,,residential,,False,True,136.746,"LINESTRING (16.0308123 49.9724904, 16.0309695 49.9715749, 16.0314227 49.9714732)"
