osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width
23945615,2,422,P. Bezruče,secondary,50,False,False,25.911,"LINESTRING (16.7598524 48.7451598, 16.7596916 48.7449523)",
1188103288,2,,Zahradní,residential,50,False,True,26.685000000000002,"LINESTRING (16.7598524 48.7451598, 16.759769 48.7451875, 16.7597212 48.7452034, 16.7595274 48.7452678)",
"[1188103289, 1188103287]",2,,Jabloňová,residential,50,False,True,16.431,"LINESTRING (16.7598524 48.7451598, 16.7599578 48.7451288, 16.7600464 48.7450873)",
793439817,2,422,P. Bezruče,secondary,50,False,False,110.43900000000001,"LINESTRING (16.758146 48.7431765, 16.7581193 48.74316, 16.7580582 48.7431263, 16.7572943 48.7427279, 16.7571567 48.7426547, 16.7569703 48.7425559)",
793439817,2,422,P. Bezruče,secondary,50,False,True,165.81,"LINESTRING (16.758146 48.7431765, 16.7581968 48.7432143, 16.7582364 48.7432495, 16.7583618 48.7433751, 16.759182 48.7443354, 16.7592895 48.7444611)",
"[1234446744, 38140127]",,,,residential,,False,False,65.025,"LINESTRING (16.758146 48.7431765, 16.7581954 48.743153, 16.7582512 48.7431338, 16.7583328 48.7431119, 16.7585297 48.7430654, 16.7586291 48.7430368, 16.7589548 48.74294)",
54153524,3,40,Mikulovská,primary,50,False,True,36.120999999999995,"LINESTRING (16.7569703 48.7425559, 16.75689 48.7426084, 16.756793 48.7426783, 16.7566479 48.7428009)",
"[206539004, 385317181]","['2', '3']",40,Břeclavská,primary,50,False,False,119.915,"LINESTRING (16.7569703 48.7425559, 16.7571698 48.7424467, 16.7572735 48.7423996, 16.7573761 48.7423558, 16.7574883 48.742312, 16.7575783 48.7422807, 16.7576637 48.7422566, 16.757793 48.7422222, 16.7579177 48.7421939, 16.7580378 48.7421716, 16.7582055 48.7421452, 16.7583265 48.7421326, 16.7584381 48.7421271)",
"[26277939, 739479325]",2,,nám. Svobody,residential,30,False,False,91.978,"LINESTRING (16.7569703 48.7425559, 16.7568221 48.7424467, 16.7567399 48.7423712, 16.7566484 48.7422708, 16.7566102 48.7422206, 16.7565706 48.7421528, 16.7564751 48.7419451, 16.7564013 48.7418303)",
793439817,2,422,P. Bezruče,secondary,50,False,True,110.439,"LINESTRING (16.7569703 48.7425559, 16.7571567 48.7426547, 16.7572943 48.7427279, 16.7580582 48.7431263, 16.7581193 48.74316, 16.758146 48.7431765)",
23945617,2,,Zámecká,residential,30,False,True,15.677,"LINESTRING (16.7583433 48.7418384, 16.7582567 48.7417095)",
23945617,2,,Zámecká,residential,30,False,False,32.939,"LINESTRING (16.7583433 48.7418384, 16.7584187 48.7420208, 16.7584297 48.7420618, 16.7584381 48.7421271)",
23945618,,,Lázeňská,residential,30,False,False,233.482,"LINESTRING (16.7583433 48.7418384, 16.7591557 48.7416042, 16.7598437 48.7413478, 16.7599088 48.7413235, 16.7608143 48.7410171, 16.7611832 48.7408923)",
23945617,2,,Zámecká,residential,30,False,True,32.939,"LINESTRING (16.7584381 48.7421271, 16.7584297 48.7420618, 16.7584187 48.7420208, 16.7583433 48.7418384)",
"[54170041, 385317179]","['2', '3']",40,Břeclavská,primary,50,False,False,156.523,"LINESTRING (16.7584381 48.7421271, 16.758646 48.7421282, 16.7588486 48.74214, 16.7590665 48.7421629, 16.7591709 48.7421787, 16.7592598 48.7421955, 16.7594278 48.7422331, 16.7595743 48.7422748, 16.7598702 48.7423862, 16.7602727 48.7426071, 16.760347 48.7426529)",
"[206539004, 385317181]","['2', '3']",40,Břeclavská,primary,50,False,True,119.915,"LINESTRING (16.7584381 48.7421271, 16.7583265 48.7421326, 16.7582055 48.7421452, 16.7580378 48.7421716, 16.7579177 48.7421939, 16.757793 48.7422222, 16.7576637 48.7422566, 16.7575783 48.7422807, 16.7574883 48.742312, 16.7573761 48.7423558, 16.7572735 48.7423996, 16.7571698 48.7424467, 16.7569703 48.7425559)",
