osmid,ref,name,highway,oneway,reversed,length,bridge,geometry,lanes,maxspeed,junction
"[27172408, 152219456, 27172407]",1852,třída 1. máje,tertiary,False,True,131.543,yes,"LINESTRING (13.099396 49.5935323, 13.0995323 49.5933069, 13.0996234 49.5932548, 13.1002796 49.5930339, 13.1007064 49.5928909, 13.1008021 49.5928555)",,,
33271282,,Školní,residential,False,True,73.32000000000001,,"LINESTRING (13.099396 49.5935323, 13.0996032 49.5934847, 13.1003867 49.5935808)",,,
33271304,,Tovární,residential,False,False,360.17999999999995,,"LINESTRING (13.099396 49.5935323, 13.0992548 49.5939412, 13.0990248 49.5941202, 13.0987566 49.5942619, 13.0985322 49.5942995, 13.0983163 49.59437, 13.0976179 49.5949623, 13.0967516 49.5961464)",,,
309645700,26,Jiráskova třída,primary,False,True,49.911,,"LINESTRING (13.099396 49.5935323, 13.0993236 49.5935022, 13.0992462 49.5934747, 13.0990925 49.5934323, 13.098765 49.5933502)",2,,
"[435306128, 152219462]",26,Jiráskova třída,primary,False,False,150.056,,"LINESTRING (13.099396 49.5935323, 13.0995641 49.5936091, 13.0998808 49.5937803, 13.1004562 49.5941667, 13.1005659 49.5942404, 13.1007532 49.5943663, 13.1008263 49.5944168, 13.1008952 49.5944644)",2,,
33271275,,Sokolovská,residential,True,False,64.045,,"LINESTRING (13.1037137 49.5937578, 13.1036708 49.5943331)",,,
152219457,,Školní,residential,False,True,95.387,,"LINESTRING (13.1037137 49.5937578, 13.1023903 49.5937613)",,,
152219443,,Sokolovská,residential,False,False,122.345,,"LINESTRING (13.1037137 49.5937578, 13.1037551 49.5936171, 13.1041197 49.5926897)",,,
152219458,,Školní,residential,False,False,108.9,,"LINESTRING (13.1037137 49.5937578, 13.104508 49.5938315, 13.105208 49.5939024)",,,
33271278,,Malá,residential,False,False,97.528,,"LINESTRING (13.105208 49.5939024, 13.1050807 49.5947756)",,,
152219458,,Školní,residential,False,False,117.289,,"LINESTRING (13.105208 49.5939024, 13.1068207 49.5940433)",,,
33271278,,Malá,residential,False,True,83.622,,"LINESTRING (13.105208 49.5939024, 13.1052875 49.5935127, 13.1053654 49.5933741, 13.1055263 49.5931902)",,,
152219458,,Školní,residential,False,True,108.9,,"LINESTRING (13.105208 49.5939024, 13.104508 49.5938315, 13.1037137 49.5937578)",,,
33271267,,Luční,residential,False,False,95.097,,"LINESTRING (13.1068207 49.5940433, 13.1066495 49.5948913)",,,
33271267,,Luční,residential,False,True,42.538,,"LINESTRING (13.1068207 49.5940433, 13.10692 49.5936662)",,,
152219458,,Školní,residential,False,True,117.289,,"LINESTRING (13.1068207 49.5940433, 13.105208 49.5939024)",,,
33271249,1852,třída 1. máje,tertiary,False,True,76.151,,"LINESTRING (13.1019104 49.5919025, 13.1024556 49.5913159)",,,
33271253,,Tylova,residential,False,False,70.376,,"LINESTRING (13.1019104 49.5919025, 13.1027611 49.5922131)",,,
33271249,1852,třída 1. máje,tertiary,False,False,133.895,,"LINESTRING (13.1019104 49.5919025, 13.1011505 49.5926542, 13.1010028 49.5927676, 13.1008021 49.5928555)",,,
1209157454,,třída 1. máje,residential,False,True,53.466,,"LINESTRING (13.1034407 49.5902581, 13.1040365 49.5899717)",,,
33271257,,Americká,residential,False,False,185.08,,"LINESTRING (13.1034407 49.5902581, 13.1035674 49.5903162, 13.1038632 49.5905133, 13.1042548 49.5906907, 13.1047692 49.590882, 13.1055264 49.5911377, 13.1055814 49.5911585)",,,
1208893664,1852,třída 1. máje,tertiary,False,False,105.057,,"LINESTRING (13.1034407 49.5902581, 13.1034303 49.5902949, 13.1033984 49.5903261, 13.102928 49.5908226, 13.1027474 49.5910158, 13.1026983 49.5910683)",,,
1208893665,1852,Husova třída,tertiary,False,True,132.27599999999998,,"LINESTRING (13.1034407 49.5902581, 13.1034324 49.5902286, 13.1034095 49.5902017, 13.1032992 49.5901035, 13.103109 49.58991, 13.1029421 49.5897659, 13.1028888 49.5897199, 13.10256 49.5894299, 13.102465 49.5893616, 13.1023593 49.5893058)",,,
1209157454,,třída 1. máje,residential,False,False,61.142,,"LINESTRING (13.1047207 49.5896467, 13.1040365 49.5899717)",,,
1209157454,,třída 1. máje,residential,False,True,5.913,,"LINESTRING (13.1047207 49.5896467, 13.1047855 49.5896141)",,,
33271272,,Ruská,residential,False,False,151.643,,"LINESTRING (13.1047207 49.5896467, 13.1053147 49.5900841, 13.105554 49.5902289, 13.106136 49.5905229, 13.1062614 49.5905627)",,,
309645696,,náměstí 5. května,residential,False,True,120.05300000000001,,"LINESTRING (13.0975287 49.5932197, 13.0972933 49.5935939, 13.097007 49.5936041, 13.0968365 49.593702, 13.0966406 49.5936947, 13.096336 49.59361)",,,
309645700,26,Jiráskova třída,primary,False,False,90.997,,"LINESTRING (13.0975287 49.5932197, 13.0979347 49.5932253, 13.0981461 49.5932396, 13.0984898 49.5932846, 13.098765 49.5933502)",2,,
309645700,26,Jiráskova třída,primary,False,True,37.001999999999995,,"LINESTRING (13.0975287 49.5932197, 13.0972565 49.5932124, 13.0970171 49.5931948)",2,,
27172409,,náměstí 5. května,residential,False,False,55.839,,"LINESTRING (13.0966994 49.5931665, 13.096336 49.59361)",,,
782803168,26,Jiráskova třída,primary,False,False,23.114,,"LINESTRING (13.0966994 49.5931665, 13.0968794 49.5931825, 13.0970171 49.5931948)",3,,
27172409,,náměstí 5. května,residential,False,True,55.839,,"LINESTRING (13.096336 49.59361, 13.0966994 49.5931665)",,,
309645696,,náměstí 5. května,residential,False,False,120.053,,"LINESTRING (13.096336 49.59361, 13.0966406 49.5936947, 13.0968365 49.593702, 13.097007 49.5936041, 13.0972933 49.5935939, 13.0975287 49.5932197)",,,
1208893662,,Politických vězňů,residential,False,False,319.34400000000005,,"LINESTRING (13.096336 49.59361, 13.095837 49.593727, 13.095702 49.593785, 13.095627 49.593837, 13.09555 49.59393, 13.0955056 49.5940807, 13.095556 49.594636, 13.095655 49.595027, 13.095979 49.595855, 13.0961319 49.5961234)",,,
1208893661,,,residential,False,True,57.889,,"LINESTRING (13.096286 49.596568, 13.0965498 49.5963695, 13.0967516 49.5961464)",,,
1208893662,,Politických vězňů,residential,False,True,50.672,,"LINESTRING (13.096286 49.596568, 13.096193 49.596291, 13.0961319 49.5961234)",,,
152219463,26,Jiráskova třída,primary,False,False,62.932,,"LINESTRING (13.1011179 49.5946184, 13.1017084 49.5950353)",2,,
"[362492696, 152219463]",26,Jiráskova třída,primary,False,True,23.471,,"LINESTRING (13.1011179 49.5946184, 13.1010062 49.5945412, 13.1008952 49.5944644)",2,,
33271275,,Sokolovská,residential,True,False,165.35,,"LINESTRING (13.1036503 49.5946749, 13.1036113 49.595335, 13.1035196 49.5961593)",,,
551425975,,Francouzská,residential,True,False,190.021,,"LINESTRING (13.1036503 49.5946749, 13.1024682 49.5946018, 13.1013118 49.5944881, 13.1011179 49.5946184)",,,
33271278,,Malá,residential,False,False,32.032,,"LINESTRING (13.1050807 49.5947756, 13.105001 49.595059)",,,
33271278,,Malá,residential,False,True,97.528,,"LINESTRING (13.1050807 49.5947756, 13.105208 49.5939024)",,,
551425975,,Francouzská,residential,True,False,103.703,,"LINESTRING (13.1050807 49.5947756, 13.1036503 49.5946749)",,,
33271267,,Luční,residential,False,True,95.097,,"LINESTRING (13.1066495 49.5948913, 13.1068207 49.5940433)",,,
551425975,,Francouzská,residential,True,False,113.801,,"LINESTRING (13.1066495 49.5948913, 13.1050807 49.5947756)",,,
33271251,,Francouzská,residential,False,True,113.891,,"LINESTRING (13.1066495 49.5948913, 13.107374 49.594971, 13.1082185 49.594995)",,,
551425976,,Luční,residential,False,False,112.496,,"LINESTRING (13.1066495 49.5948913, 13.1065432 49.5955292, 13.1064796 49.5958005, 13.1064437 49.5958933)",,,
33271253,,Tylova,residential,False,False,115.656,,"LINESTRING (13.1041197 49.5926897, 13.1055263 49.5931902)",,,
33271253,,Tylova,residential,False,True,111.347,,"LINESTRING (13.1041197 49.5926897, 13.1027611 49.5922131)",,,
152219443,,Sokolovská,residential,False,False,97.672,,"LINESTRING (13.1041197 49.5926897, 13.1046357 49.592093, 13.1047193 49.5919964, 13.1047837 49.591924)",,,
152219443,,Sokolovská,residential,False,True,122.345,,"LINESTRING (13.1041197 49.5926897, 13.1037551 49.5936171, 13.1037137 49.5937578)",,,
33271253,,Tylova,residential,False,True,115.656,,"LINESTRING (13.1055263 49.5931902, 13.1041197 49.5926897)",,,
33271253,,Tylova,residential,False,False,113.54499999999999,,"LINESTRING (13.1055263 49.5931902, 13.1068162 49.5936308, 13.10692 49.5936662)",,,
33271278,,Malá,residential,False,False,83.622,,"LINESTRING (13.1055263 49.5931902, 13.1053654 49.5933741, 13.1052875 49.5935127, 13.105208 49.5939024)",,,
33271267,,Luční,residential,False,False,42.538,,"LINESTRING (13.10692 49.5936662, 13.1068207 49.5940433)",,,
33271253,,Tylova,residential,False,True,113.54499999999999,,"LINESTRING (13.10692 49.5936662, 13.1068162 49.5936308, 13.1055263 49.5931902)",,,
33271267,,Luční,residential,False,True,35.253,,"LINESTRING (13.10692 49.5936662, 13.1070766 49.5934898, 13.1071639 49.5933914)",,,
1208893664,1852,třída 1. máje,tertiary,False,False,32.62,,"LINESTRING (13.1026983 49.5910683, 13.1024556 49.5913159)",,,
33271255,,Táborová,residential,False,False,177.905,,"LINESTRING (13.1026983 49.5910683, 13.1028083 49.5911103, 13.1046736 49.5918786, 13.1047837 49.591924)",,,
1208893664,1852,třída 1. máje,tertiary,False,True,105.057,,"LINESTRING (13.1026983 49.5910683, 13.1027474 49.5910158, 13.102928 49.5908226, 13.1033984 49.5903261, 13.1034303 49.5902949, 13.1034407 49.5902581)",,,
33271255,,Táborová,residential,False,True,177.905,,"LINESTRING (13.1047837 49.591924, 13.1046736 49.5918786, 13.1028083 49.5911103, 13.1026983 49.5910683)",,,
152219443,,Sokolovská,residential,False,True,97.672,,"LINESTRING (13.1047837 49.591924, 13.1047193 49.5919964, 13.1046357 49.592093, 13.1041197 49.5926897)",,,
285805878,,Táborová,residential,False,False,55.375,,"LINESTRING (13.1047837 49.591924, 13.1049946 49.5919992, 13.1054576 49.5921631)",,,
285805881,,Sokolovská,residential,False,False,97.127,,"LINESTRING (13.1047837 49.591924, 13.1048693 49.591855, 13.1056019 49.5912669, 13.10563 49.5912443)",,50,
33271267,,Luční,residential,False,False,30.623,,"LINESTRING (13.1075874 49.5929142, 13.1073755 49.5931529)",,,
33271267,,Luční,residential,False,True,89.351,,"LINESTRING (13.1075874 49.5929142, 13.1076837 49.5927992, 13.107757 49.5927117, 13.1081788 49.592208)",,,
285805878,,Táborová,residential,False,True,56.126,,"LINESTRING (13.1075874 49.5929142, 13.1074388 49.5928617, 13.1069032 49.5926732)",,,
551425976,,Luční,residential,False,False,73.229,,"LINESTRING (13.1064437 49.5958933, 13.1064046 49.5959702, 13.1062744 49.5960905, 13.1058102 49.5963986)",,,
551425976,,Luční,residential,False,True,112.496,,"LINESTRING (13.1064437 49.5958933, 13.1064796 49.5958005, 13.1065432 49.5955292, 13.1066495 49.5948913)",,,
285804980,,Sokolovská,residential,False,False,65.693,,"LINESTRING (13.1062614 49.5905627, 13.1065977 49.5900136)",,,
33271272,,Ruská,residential,False,True,151.643,,"LINESTRING (13.1062614 49.5905627, 13.106136 49.5905229, 13.105554 49.5902289, 13.1053147 49.5900841, 13.1047207 49.5896467)",,,
"[285805883, 285804980]",,Sokolovská,residential,False,"[False, True]",68.191,,"LINESTRING (13.1062614 49.5905627, 13.1059417 49.5909924, 13.1058538 49.5911161)",,50,
27172406,,třída 1. máje,residential,False,False,66.267,,"LINESTRING (13.1055121 49.589249, 13.1047855 49.5896141)",,,
33271273,,Horní,residential,False,False,115.551,,"LINESTRING (13.1055121 49.589249, 13.1065977 49.5900136)",,,
33271273,,Horní,residential,False,True,115.551,,"LINESTRING (13.1065977 49.5900136, 13.1055121 49.589249)",,,
285804980,,Sokolovská,residential,False,True,65.693,,"LINESTRING (13.1065977 49.5900136, 13.1062614 49.5905627)",,,
33271273,,Horní,residential,False,False,86.23400000000001,,"LINESTRING (13.1065977 49.5900136, 13.1074454 49.5902085, 13.1075488 49.5900281)",,,
152219461,26,Jiráskova třída,primary,False,True,61.729,,"LINESTRING (13.103437 49.5962206, 13.1028415 49.5958216)",2,,
"[152219464, 782813704]",26,Jiráskova třída,primary,False,False,96.445,,"LINESTRING (13.103437 49.5962206, 13.1037632 49.5964401, 13.104359 49.5968492)","['2', '3']",,
33271275,,Sokolovská,residential,True,False,9.05,,"LINESTRING (13.1035196 49.5961593, 13.103437 49.5962206)",,,
33271277,,Italská,residential,False,False,7.304,,"LINESTRING (13.1008952 49.5944644, 13.1009494 49.5944089)",,,
"[435306128, 152219462]",26,Jiráskova třída,primary,False,True,150.056,,"LINESTRING (13.1008952 49.5944644, 13.1008263 49.5944168, 13.1007532 49.5943663, 13.1005659 49.5942404, 13.1004562 49.5941667, 13.0998808 49.5937803, 13.0995641 49.5936091, 13.099396 49.5935323)",2,,
"[362492696, 152219463]",26,Jiráskova třída,primary,False,False,23.471,,"LINESTRING (13.1008952 49.5944644, 13.1010062 49.5945412, 13.1011179 49.5946184)",2,,
