osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,maxspeed,width,bridge,tunnel,junction
36851317,,,B. Němcové,residential,False,False,123.139,"LINESTRING (13.8985343 49.2623952, 13.8983659 49.2625821, 13.8979739 49.2630605, 13.897801 49.2633898)",,,,,
36851317,,,B. Němcové,residential,False,False,95.077,"LINESTRING (13.897801 49.2633898, 13.8974723 49.2642175)",,,,,
8440082,,1737,Husova,tertiary,False,False,126.00999999999999,"LINESTRING (13.897801 49.2633898, 13.8979412 49.2634144, 13.8994749 49.2636914)",,,,,
8440082,,1737,Husova,tertiary,False,True,132.543,"LINESTRING (13.897801 49.2633898, 13.8976354 49.2633604, 13.8967178 49.2632058, 13.8962071 49.2631198, 13.8960358 49.2630841)",,,,,
36851317,,,B. Němcové,residential,False,True,123.13900000000001,"LINESTRING (13.897801 49.2633898, 13.8979739 49.2630605, 13.8983659 49.2625821, 13.8985343 49.2623952)",,,,,
36851317,,,B. Němcové,residential,False,True,119.522,"LINESTRING (13.8970596 49.2652581, 13.8974723 49.2642175)",,,,,
43350872,,,Zahradní,residential,False,True,74.049,"LINESTRING (13.8970596 49.2652581, 13.8980439 49.2654339)",,,,,
36851317,,,B. Němcové,residential,False,False,119.522,"LINESTRING (13.8974723 49.2642175, 13.8970596 49.2652581)",,,,,
36851317,,,B. Němcové,residential,False,True,95.077,"LINESTRING (13.8974723 49.2642175, 13.897801 49.2633898)",,,,,
36851320,,,Chelčického,residential,False,False,116.528,"LINESTRING (13.8974723 49.2642175, 13.899019 49.2644994)",,,,,
36851320,,,Chelčického,residential,False,True,132.656,"LINESTRING (13.8974723 49.2642175, 13.8957014 49.2639213)",,,,,
536147900,,,Želivského,living_street,False,False,45.159,"LINESTRING (13.9005608 49.2647803, 13.9005346 49.2648428, 13.9003964 49.265172)",20,,,,
"[36851320, 825269289]",,,Chelčického,"['living_street', 'residential']",False,True,116.155,"LINESTRING (13.9005608 49.2647803, 13.8992158 49.2645353, 13.899019 49.2644994)",20,,,,
36851321,,,P. Bezruče,residential,True,False,116.749,"LINESTRING (13.9057523 49.2653955, 13.9041934 49.2651356)",,,,,
9624515,2,173,Radomyšlská,tertiary,False,True,67.943,"LINESTRING (13.9057523 49.2653955, 13.9059353 49.2648964, 13.9059692 49.2648011)",50,,,,
36851322,,,Žižkova,residential,True,False,68.914,"LINESTRING (13.9044082 49.2645319, 13.9041934 49.2651356)",,,,,
"[8440082, 549688150]",3,1737,Husova,tertiary,False,False,117.16100000000002,"LINESTRING (13.9044082 49.2645319, 13.9051343 49.2646558, 13.9058116 49.2647714, 13.9059692 49.2648011)",,,,,
8440082,,1737,Husova,tertiary,False,True,94.75699999999999,"LINESTRING (13.9044082 49.2645319, 13.9043097 49.2645156, 13.9032401 49.2643272, 13.9031471 49.2643107)",,,,,
8440082,,1737,Husova,tertiary,False,False,94.75699999999999,"LINESTRING (13.9031471 49.2643107, 13.9032401 49.2643272, 13.9043097 49.2645156, 13.9044082 49.2645319)",,,,,
8440082,,1737,Husova,tertiary,False,True,168.082,"LINESTRING (13.9031471 49.2643107, 13.9030406 49.2642924, 13.9009035 49.2639348)",,,,,
43350869,,,Sokolovská,residential,True,False,206.382,"LINESTRING (13.9031471 49.2643107, 13.9031506 49.2643044, 13.9031782 49.2642549, 13.9032829 49.2640545, 13.9033526 49.2639967, 13.9034239 49.2639376, 13.9034566 49.2639105, 13.9035068 49.2638939, 13.9035291 49.2638866, 13.9042451 49.2636502, 13.9044703 49.2635154, 13.9049456 49.2629721)",,,,,
36851314,2,,Lidická,residential,False,False,109.57900000000001,"LINESTRING (13.9049456 49.2629721, 13.9048825 49.2629449, 13.9041184 49.2626303, 13.9037429 49.2623853)",30,,,,
36851314,2,,Lidická,residential,False,True,152.856,"LINESTRING (13.9049456 49.2629721, 13.905226 49.2630958, 13.9064462 49.2636778, 13.9065903 49.2638164)",30,,,,
"[36851326, 976923566]",1,,Na Stráži,residential,True,False,70.407,"LINESTRING (13.9013305 49.2627926, 13.9013907 49.2627178, 13.9017798 49.2622314)",,,,,
"[976923568, 976923567]",,,Čelakovského,residential,False,False,151.46699999999998,"LINESTRING (13.9013305 49.2627926, 13.901421 49.2628432, 13.9015934 49.2629396, 13.9021602 49.2631424, 13.9025179 49.2632704, 13.9031891 49.2633654)",,,,,
"[976923568, 36851332]",,,Čelakovského,residential,False,True,152.094,"LINESTRING (13.9013305 49.2627926, 13.9012492 49.2627548, 13.9005327 49.262422, 13.9003402 49.2622781, 13.8999503 49.2618044)",,,,,
36851332,,,Čelakovského,residential,False,False,58.921,"LINESTRING (13.8994617 49.2611963, 13.899702 49.2614235, 13.8998334 49.2616624)",,,,,
"[43350875, 802128003, 709161918]",,,"['Bavorova', 'Mírová']",residential,False,False,137.607,"LINESTRING (13.8994617 49.2611963, 13.8992139 49.2613561, 13.8988696 49.2615127, 13.8985943 49.2616379, 13.898019 49.2618133, 13.8978961 49.2618778)",,,,,
43350875,,,Bavorova,residential,False,True,62.871,"LINESTRING (13.8994617 49.2611963, 13.8996175 49.2610958, 13.899926 49.2607678, 13.8999562 49.2607358)",,,,,
36851332,,,Čelakovského,residential,False,False,17.924,"LINESTRING (13.8998334 49.2616624, 13.8999503 49.2618044)",,,,,
43350873,,,Havlíčkova,residential,False,False,6.275,"LINESTRING (13.8998334 49.2616624, 13.8998134 49.2617173)",,,,,
36851332,,,Čelakovského,residential,False,True,58.921,"LINESTRING (13.8998334 49.2616624, 13.899702 49.2614235, 13.8994617 49.2611963)",,,,,
8440082,,1737,Husova,tertiary,False,False,107.141,"LINESTRING (13.8994749 49.2636914, 13.8996258 49.2637176, 13.9008297 49.2639235, 13.9009035 49.2639348)",,,,,
8440082,,1737,Husova,tertiary,False,True,126.00999999999999,"LINESTRING (13.8994749 49.2636914, 13.8979412 49.2634144, 13.897801 49.2633898)",,,,,
43350873,,,Havlíčkova,residential,False,True,208.82700000000003,"LINESTRING (13.8994749 49.2636914, 13.8994981 49.2636445, 13.8995299 49.2635783, 13.899946 49.2627405, 13.8998158 49.262176, 13.8997489 49.261886, 13.8997543 49.2618719)",,,,,
140270415,,,Zvolenská,residential,False,False,95.74300000000001,"LINESTRING (13.8994749 49.2636914, 13.8994268 49.2637734, 13.8990538 49.2644374, 13.899019 49.2644994)",,,,,
36851320,,,Chelčického,residential,False,True,116.528,"LINESTRING (13.899019 49.2644994, 13.8974723 49.2642175)",,,,,
"[36851320, 825269289]",,,Chelčického,"['residential', 'living_street']",False,False,116.155,"LINESTRING (13.899019 49.2644994, 13.8992158 49.2645353, 13.9005608 49.2647803)",20,,,,
140270415,,,Zvolenská,residential,False,True,95.74300000000001,"LINESTRING (13.899019 49.2644994, 13.8990538 49.2644374, 13.8994268 49.2637734, 13.8994749 49.2636914)",,,,,
140270426,,,Zvolenská,residential,False,False,126.592,"LINESTRING (13.899019 49.2644994, 13.8989715 49.2645591, 13.8986225 49.2649978, 13.8981657 49.2653365, 13.8980439 49.2654339)",,,,,
43350872,,,Zahradní,residential,False,False,74.049,"LINESTRING (13.8980439 49.2654339, 13.8970596 49.2652581)",,,,,
140270426,,,Zvolenská,residential,False,True,126.592,"LINESTRING (13.8980439 49.2654339, 13.8981657 49.2653365, 13.8986225 49.2649978, 13.8989715 49.2645591, 13.899019 49.2644994)",,,,,
8440082,,1737,Husova,tertiary,False,False,168.082,"LINESTRING (13.9009035 49.2639348, 13.9030406 49.2642924, 13.9031471 49.2643107)",,,,,
8440082,,1737,Husova,tertiary,False,True,107.141,"LINESTRING (13.9009035 49.2639348, 13.9008297 49.2639235, 13.8996258 49.2637176, 13.8994749 49.2636914)",,,,,
36851329,,,Želivského,living_street,True,False,97.24900000000001,"LINESTRING (13.9009035 49.2639348, 13.9008728 49.2640071, 13.9008507 49.264062, 13.9008426 49.2640819, 13.9005803 49.2647321, 13.9005608 49.2647803)",20,,,,
"[976923568, 976923567]",,,Čelakovského,residential,False,True,151.46699999999998,"LINESTRING (13.9031891 49.2633654, 13.9025179 49.2632704, 13.9021602 49.2631424, 13.9015934 49.2629396, 13.901421 49.2628432, 13.9013305 49.2627926)",,,,,
161768514,,,Hrnčířská,residential,True,False,64.506,"LINESTRING (13.9034966 49.2628211, 13.9031891 49.2633654)",,,,,
36851333,,,Pionýrská,residential,False,False,140.783,"LINESTRING (13.9034966 49.2628211, 13.9034112 49.2627918, 13.9031264 49.2626939, 13.9018522 49.2622563, 13.9017798 49.2622314)",,,,,
43350874,,,Hrnčířská,residential,False,True,51.650000000000006,"LINESTRING (13.9034966 49.2628211, 13.9037042 49.2624537, 13.9037429 49.2623853)",,,,,
202730294,,,Na Stráži,residential,False,False,19.697,"LINESTRING (13.9017798 49.2622314, 13.9019055 49.2620744)",,,,,
36851333,,,Pionýrská,residential,False,True,140.78300000000002,"LINESTRING (13.9017798 49.2622314, 13.9018522 49.2622563, 13.9031264 49.2626939, 13.9034112 49.2627918, 13.9034966 49.2628211)",,,,,
197855885,,,U Sv. Markéty,living_street,False,False,12.413,"LINESTRING (13.9030792 49.2595861, 13.9030371 49.2596943)",,,,,
"[261840857, 363006719]",,,U Sv. Markéty,living_street,False,True,79.28800000000001,"LINESTRING (13.9030792 49.2595861, 13.9031265 49.2593736, 13.9031824 49.259148, 13.9032251 49.2591038, 13.9034534 49.2589453)",,,,,
858952787,,,Palackého náměstí,living_street,True,False,57.758,"LINESTRING (13.9030792 49.2595861, 13.9036944 49.2596969, 13.9038004 49.2597731)",,,,,
135971394,,,U Sv. Markéty,residential,False,False,45.755,"LINESTRING (13.9027948 49.2602964, 13.9026775 49.2607007)",,,,,
"[446198743, 36851335]",3,,Podskalská,residential,False,True,110.577,"LINESTRING (13.9027948 49.2602964, 13.9027024 49.260263, 13.9022948 49.2601588, 13.9021641 49.2601224, 13.901913 49.2600192, 13.9017974 49.2599716, 13.9017717 49.2599594, 13.9016466 49.2598441, 13.9015561 49.2597607)",,,,,
"[858952785, 197855885]",,,U Sv. Markéty,"['residential', 'living_street']",False,True,69.22399999999999,"LINESTRING (13.9027948 49.2602964, 13.9028361 49.2601979, 13.9029037 49.2600367, 13.9030371 49.2596943)",,,,,
135971394,,,U Sv. Markéty,residential,False,True,45.755,"LINESTRING (13.9026775 49.2607007, 13.9027948 49.2602964)",,,,,
"[802128004, 135971388, 135971398]",,,Kochana z Prachové,residential,False,False,212.43099999999998,"LINESTRING (13.9026775 49.2607007, 13.9031846 49.2608667, 13.9036031 49.2611118, 13.903704 49.2611923, 13.9039035 49.2613516, 13.9039732 49.2613936, 13.9040375 49.2614976, 13.904153 49.2616844, 13.9043929 49.261936, 13.9046384 49.2620412)",,,,,
135971396,,,U Sv. Markéty,residential,False,False,50.377,"LINESTRING (13.9026775 49.2607007, 13.9023739 49.2610673, 13.9023531 49.261101)",,,,,
235134727,3,,Bavorova,residential,False,True,30.17,"LINESTRING (13.899724 49.2603742, 13.8997802 49.2604193, 13.8998462 49.2604825, 13.8999039 49.2605442, 13.8999304 49.2605734, 13.8999567 49.2605986)",,,,,
"[628605004, 876481055]",2,,Katovická,secondary,True,False,146.959,"LINESTRING (13.899724 49.2603742, 13.8995092 49.2604575, 13.8987985 49.2606939, 13.8986013 49.2607589, 13.8985423 49.260777, 13.898497 49.2607893, 13.898399 49.2608151, 13.8983483 49.2608284, 13.8980601 49.2609056, 13.8978962 49.2609364)",,7,,,
36851338,,,Spojařů,living_street,False,True,91.261,"LINESTRING (13.8971402 49.2603372, 13.8971923 49.2603373, 13.8972499 49.260343, 13.8973503 49.2603684, 13.8974302 49.2604089, 13.8975022 49.2604569, 13.8975837 49.2605337, 13.8978053 49.2608057, 13.8978647 49.2608816, 13.8978962 49.2609364)",,,,,
"[549688152, 261847685]","['2', '3']",173,Lidická,tertiary,False,True,245.055,"LINESTRING (13.9091064 49.265286, 13.9088565 49.2651417, 13.9086207 49.2650056, 13.9073232 49.2642564, 13.9069616 49.2640476, 13.9067759 49.263937, 13.9065903 49.2638164)",,,,,
"[117369129, 648803878]",,,Bezděkovská,tertiary,False,False,147.249,"LINESTRING (13.9064669 49.257308, 13.9062942 49.2573268, 13.9055575 49.2574012, 13.9054288 49.2574147, 13.9053258 49.2574314, 13.9047527 49.2575022, 13.9046747 49.2575118, 13.9044706 49.2575421)",,,,,
"[36851354, 718090821, 718090822]",3,,Na Ohradě,tertiary,False,False,154.554,"LINESTRING (13.9064669 49.257308, 13.9065126 49.2574642, 13.9066535 49.2579939, 13.9067374 49.2581537, 13.9068259 49.2582949, 13.9069345 49.2584138, 13.9071013 49.2585367, 13.9071888 49.2585758)",,,,,
161768515,,,Mlýnská,residential,False,False,165.98899999999998,"LINESTRING (13.9072142 49.2632382, 13.9069354 49.2631073, 13.9067092 49.2629892, 13.9055414 49.2624194, 13.9054991 49.2623994, 13.9053861 49.2623412)",,,,,
161768516,3,,Ellerova,tertiary,False,False,78.666,"LINESTRING (13.9072142 49.2632382, 13.9071601 49.26329, 13.9067287 49.2637027, 13.9065903 49.2638164)",,,,,
"[161768513, 549688153]",4,,Ellerova,tertiary,False,True,128.037,"LINESTRING (13.9072142 49.2632382, 13.9077596 49.2626875, 13.908186 49.2622772)",,,,,
161768515,,,Mlýnská,residential,False,True,165.989,"LINESTRING (13.9053861 49.2623412, 13.9054991 49.2623994, 13.9055414 49.2624194, 13.9067092 49.2629892, 13.9069354 49.2631073, 13.9072142 49.2632382)",,,,,
160943167,,,Bezděkovská,residential,True,False,143.284,"LINESTRING (13.9082602 49.2568336, 13.9080642 49.2569216, 13.9076292 49.2571168, 13.9074183 49.2571908, 13.9071819 49.2572317, 13.9066863 49.257287, 13.9064669 49.257308)",,,,,
117369125,,,Dukelská,residential,True,False,66.467,"LINESTRING (13.9090625 49.2571219, 13.9082602 49.2568336)",,,,,
96049205,,,Školní,residential,False,True,170.49599999999998,"LINESTRING (13.9090625 49.2571219, 13.9089392 49.2572664, 13.9086733 49.2575746, 13.9086331 49.2576349, 13.9085978 49.2576984, 13.9085709 49.2577623, 13.9085464 49.2578308, 13.9085268 49.2579008, 13.908512 49.2579739, 13.9084334 49.2584649, 13.9083455 49.2585537)",,,,,
96049205,,,Školní,residential,False,False,170.49599999999998,"LINESTRING (13.9083455 49.2585537, 13.9084334 49.2584649, 13.908512 49.2579739, 13.9085268 49.2579008, 13.9085464 49.2578308, 13.9085709 49.2577623, 13.9085978 49.2576984, 13.9086331 49.2576349, 13.9086733 49.2575746, 13.9089392 49.2572664, 13.9090625 49.2571219)",,,,,
96052730,,,Tržní,residential,False,False,104.47900000000001,"LINESTRING (13.9065985 49.2606087, 13.9065234 49.2609333, 13.9065084 49.2609895, 13.9064989 49.2610253, 13.9065181 49.2610979, 13.9065516 49.2611845, 13.9066066 49.2612641, 13.9068158 49.2614943)",,,,,
96052731,,,Tržní,residential,False,True,175.178,"LINESTRING (13.9065985 49.2606087, 13.9068494 49.2607073, 13.9074803 49.2609554, 13.9079208 49.2611286, 13.9085095 49.2613601, 13.9086696 49.2614179)",,,,,
858952789,,,Palackého náměstí,living_street,True,False,208.222,"LINESTRING (13.9065985 49.2606087, 13.9065624 49.2605652, 13.9065369 49.2603808, 13.9064895 49.2603491, 13.9064263 49.2603131, 13.9057477 49.2601783, 13.9056095 49.2601897, 13.9051227 49.2600803, 13.9049149 49.2600269, 13.9043409 49.259914, 13.9042188 49.2598352)",,,,,
96052730,,,Tržní,residential,False,True,104.479,"LINESTRING (13.9068158 49.2614943, 13.9066066 49.2612641, 13.9065516 49.2611845, 13.9065181 49.2610979, 13.9064989 49.2610253, 13.9065084 49.2609895, 13.9065234 49.2609333, 13.9065985 49.2606087)",,,,,
"[96055568, 96055569, 199973871, 197855256]",,,U Náhonu,residential,False,"[False, True]",302.7089999999999,"LINESTRING (13.9068158 49.2614943, 13.9067723 49.2616141, 13.9067496 49.2617141, 13.9067199 49.2617943, 13.90671 49.2618635, 13.9067115 49.2619335, 13.9067224 49.2619746, 13.9067409 49.2620064, 13.9067546 49.2620354, 13.9067751 49.2620623, 13.9068156 49.2621068, 13.906881 49.2621557, 13.9069473 49.2622048, 13.9069979 49.262239, 13.9071288 49.262299, 13.9072645 49.2623592, 13.9073225 49.262385, 13.907531 49.2624674, 13.9076382 49.2625255, 13.9076931 49.2625513, 13.9080224 49.2626873, 13.9081551 49.2627207, 13.9082229 49.2627123, 13.9082932 49.2626891, 13.9087932 49.2622214, 13.9087876 49.2621725, 13.9087825 49.2621286, 13.9087144 49.2620741, 13.9086075 49.262002, 13.9085208 49.2619436)",,,,yes,
197855884,,,Tržní,residential,False,False,121.93400000000001,"LINESTRING (13.9068158 49.2614943, 13.9071251 49.2616146, 13.9082816 49.2620302)",,,,,
96052731,,,Tržní,residential,False,False,175.178,"LINESTRING (13.9086696 49.2614179, 13.9085095 49.2613601, 13.9079208 49.2611286, 13.9074803 49.2609554, 13.9068494 49.2607073, 13.9065985 49.2606087)",,,,,
202730294,,,Na Stráži,residential,False,True,19.697,"LINESTRING (13.9019055 49.2620744, 13.9017798 49.2622314)",,,,,
107064697,,1726,Pod Hradem,residential,False,True,89.91399999999999,"LINESTRING (13.9000663 49.2582822, 13.9000701 49.2578828, 13.9000714 49.2577544, 13.9000737 49.2575193, 13.9000741 49.2574736)",,,,,
"[185968532, 261847692]",,,,residential,False,True,313.57800000000003,"LINESTRING (13.9000663 49.2582822, 13.8993844 49.2581794, 13.8990644 49.2582686, 13.8988035 49.2583173, 13.898176 49.2583335, 13.8975267 49.258295, 13.8971519 49.2583014, 13.8966493 49.258246, 13.8958146 49.2582041)",,,,,
"[1040218026, 1040218027, 261847707]",,1726,Pod Hradem,residential,False,False,73.502,"LINESTRING (13.9000663 49.2582822, 13.9001669 49.2583665, 13.900251 49.2584265, 13.9004914 49.2586383, 13.9005676 49.258691, 13.900636 49.2587171, 13.9007136 49.2587251, 13.9007654 49.2587238)",,,,,
107064697,,1726,Pod Hradem,residential,False,False,89.914,"LINESTRING (13.9000741 49.2574736, 13.9000737 49.2575193, 13.9000714 49.2577544, 13.9000701 49.2578828, 13.9000663 49.2582822)",,,,,
"[393823784, 107064699, 393921908, 261847687]",2,1726,Pod Hradem,tertiary,False,"[False, True]",286.135,"LINESTRING (13.9000741 49.2574736, 13.9004889 49.2575742, 13.9008059 49.2576148, 13.9009061 49.2576254, 13.9014269 49.2576561, 13.9017437 49.257736, 13.9022014 49.2578933, 13.9022705 49.257917, 13.9023775 49.2579527, 13.9025625 49.2580144, 13.9027056 49.2580535, 13.9028758 49.2580455, 13.9030662 49.2580186, 13.9031353 49.2580379, 13.9031908 49.2580534, 13.9033135 49.2581018, 13.9034815 49.258172, 13.9035157 49.2581863, 13.9037281 49.2582727)",,,,,
185956612,2,1726,Pod Hradem,tertiary,False,True,99.35600000000001,"LINESTRING (13.9000741 49.2574736, 13.8990741 49.2572159, 13.8987886 49.2571703)",,,,,
"[802128004, 135971398, 135971388]",,,Kochana z Prachové,residential,False,True,212.43099999999998,"LINESTRING (13.9046384 49.2620412, 13.9043929 49.261936, 13.904153 49.2616844, 13.9040375 49.2614976, 13.9039732 49.2613936, 13.9039035 49.2613516, 13.903704 49.2611923, 13.9036031 49.2611118, 13.9031846 49.2608667, 13.9026775 49.2607007)",,,,,
135971392,,,Velké náměstí,living_street,True,False,9.652000000000001,"LINESTRING (13.9022334 49.2611216, 13.9022451 49.261113, 13.9022796 49.2610992, 13.9023189 49.2610955, 13.9023531 49.261101)",20,,,,roundabout
"[294646757, 135971390]",,,Velké náměstí,residential,False,True,165.11300000000003,"LINESTRING (13.9022334 49.2611216, 13.902171 49.2610886, 13.9014776 49.2608207, 13.9013113 49.260777, 13.9011322 49.2607393, 13.900948 49.2607135, 13.9005293 49.2606547, 13.9001962 49.2606605, 13.9001244 49.2606618)",30,,,,
135971396,,,U Sv. Markéty,residential,False,True,50.377,"LINESTRING (13.9023531 49.261101, 13.9023739 49.2610673, 13.9026775 49.2607007)",,,,,
185968513,,,Velké náměstí,living_street,True,False,43.443,"LINESTRING (13.9023531 49.261101, 13.9023894 49.2611065, 13.9024381 49.2611458, 13.9024528 49.2611706, 13.9024846 49.2612089, 13.9025164 49.2612312, 13.9025653 49.2612544, 13.9026008 49.2612735, 13.9026497 49.2613022, 13.902668 49.2613246, 13.9026693 49.2613509, 13.902668 49.2613669, 13.9026485 49.2613996)",20,,,,roundabout
135971392,,,Velké náměstí,living_street,True,False,51.138999999999996,"LINESTRING (13.9026485 49.2613996, 13.9026057 49.26141, 13.9025751 49.26141, 13.9025372 49.2614092, 13.9024981 49.2614004, 13.9024675 49.26139, 13.9024516 49.2613685, 13.9024381 49.2613374, 13.9024235 49.261315, 13.9024002 49.2612919, 13.9023841 49.2612821, 13.9023627 49.2612722, 13.9023462 49.2612634, 13.9023199 49.2612522, 13.9022893 49.2612418, 13.9022667 49.2612338, 13.9022416 49.2612155, 13.9022241 49.2611882, 13.9022182 49.2611534, 13.9022334 49.2611216)",20,,,,roundabout
148227272,,,Velké náměstí,living_street,False,True,135.941,"LINESTRING (13.9026485 49.2613996, 13.9026804 49.2614184, 13.9028605 49.2615215, 13.9033251 49.2619763, 13.9037429 49.2623853)",20,,,,
36851354,,,Na Ohradě,tertiary,False,True,147.18900000000002,"LINESTRING (13.9088684 49.2593178, 13.9079629 49.2589213, 13.9071888 49.2585758)",,,,,
144127653,,,,residential,False,False,97.309,"LINESTRING (13.9088684 49.2593178, 13.9087525 49.2594171, 13.9082195 49.2599066, 13.9084018 49.2599976)",,,,,
144127642,,,Nábřežní,residential,False,True,198.366,"LINESTRING (13.9081444 49.2597385, 13.9067963 49.2591451, 13.9067282 49.2591171, 13.9066932 49.2590981, 13.906671 49.2590746, 13.9066627 49.2590541, 13.9066715 49.2590326, 13.906709 49.2589897, 13.9067789 49.2589249, 13.9070629 49.2586619, 13.9071888 49.2585758)",,,,,
36851354,,,Na Ohradě,tertiary,False,False,147.18900000000002,"LINESTRING (13.9071888 49.2585758, 13.9079629 49.2589213, 13.9088684 49.2593178)",,,,,
"[36851354, 718090821, 718090822]",3,,Na Ohradě,tertiary,False,True,154.55399999999997,"LINESTRING (13.9071888 49.2585758, 13.9071013 49.2585367, 13.9069345 49.2584138, 13.9068259 49.2582949, 13.9067374 49.2581537, 13.9066535 49.2579939, 13.9065126 49.2574642, 13.9064669 49.257308)",,,,,
