osmid,ref,name,highway,oneway,reversed,length,geometry,bridge,maxspeed,junction
260077629,25220,Červenohrádecká,tertiary,False,False,148.612,"LINESTRING (13.44469 50.5038573, 13.4447041 50.5037223, 13.4448235 50.5032267, 13.4448869 50.5030572, 13.4449777 50.5029282, 13.4451896 50.5027038, 13.4453202 50.5026138)",,,
260077629,25220,Červenohrádecká,tertiary,False,True,57.853,"LINESTRING (13.44469 50.5038573, 13.4449143 50.5042159, 13.445015 50.504334)",,,
36854239,,Koněvova,residential,False,True,119.87800000000001,"LINESTRING (13.4453202 50.5026138, 13.4454027 50.502677, 13.4457287 50.5029455, 13.4459613 50.503137, 13.4460309 50.5031943, 13.4461729 50.5033265, 13.4463549 50.5034672)",,,
"[213112354, 213112355]",25220,Červenohrádecká,tertiary,False,False,101.451,"LINESTRING (13.4453202 50.5026138, 13.4454569 50.5025587, 13.4461068 50.5023323, 13.4465676 50.5021637)",,,
213483023,,Dvořákova,tertiary,False,True,140.822,"LINESTRING (13.4453202 50.5026138, 13.4451621 50.5025135, 13.4447265 50.5022451, 13.4446202 50.5021783, 13.4442571 50.5019482, 13.4442233 50.501921, 13.4439534 50.5016961)",,,
260077629,25220,Červenohrádecká,tertiary,False,True,148.61200000000002,"LINESTRING (13.4453202 50.5026138, 13.4451896 50.5027038, 13.4449777 50.5029282, 13.4448869 50.5030572, 13.4448235 50.5032267, 13.4447041 50.5037223, 13.44469 50.5038573)",,,
155858283,,Alešova,tertiary,False,False,18.164,"LINESTRING (13.4492362 50.4999468, 13.4493353 50.4997961)",,,
155858283,,Alešova,tertiary,False,True,81.187,"LINESTRING (13.4492362 50.4999468, 13.4491082 50.5001595, 13.4488053 50.5006001, 13.4487898 50.5006192)",,,
25168281,,Kostelní,residential,True,False,71.632,"LINESTRING (13.4475778 50.4982614, 13.448462 50.4985755)",,,
252033131,,Chomutovská,residential,False,True,91.361,"LINESTRING (13.4475778 50.4982614, 13.4478234 50.4977822, 13.4478363 50.4974647)",,,
305631150,,Husova,residential,True,False,105.836,"LINESTRING (13.4475778 50.4982614, 13.4475046 50.4982388, 13.4462316 50.4978459)",,,
25168281,,Kostelní,residential,True,False,25.82,"LINESTRING (13.448462 50.4985755, 13.4486114 50.4986361, 13.448757 50.4987116)",,,
251871804,,,residential,False,False,14.489,"LINESTRING (13.448462 50.4985755, 13.4484686 50.4986425, 13.4484595 50.4987054)",,,
