osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,junction,lanes,tunnel,access,width
478408317,True,,Novosady,secondary,50,False,191.189,"LINESTRING (17.5875191 49.5259741, 17.588296 49.5262639, 17.5888009 49.5265182, 17.5889969 49.5266457, 17.5893843 49.5270064, 17.5894752 49.527091)",,2,,,
30605746,False,,Svat. Čecha,residential,,True,202.825,"LINESTRING (17.5798622 49.5279569, 17.5814131 49.5281038, 17.5826261 49.5282797)",,,,,
"[36916440, 1190389356]",False,,Svat. Čecha,residential,,True,87.52,"LINESTRING (17.5798622 49.5279569, 17.5798512 49.5279954, 17.5795761 49.5287217)",,,,,
30605746,False,,Svat. Čecha,residential,,False,202.825,"LINESTRING (17.5826261 49.5282797, 17.5814131 49.5281038, 17.5798622 49.5279569)",,,,,
30605746,False,,Svat. Čecha,residential,,True,53.012,"LINESTRING (17.5826261 49.5282797, 17.5828255 49.5283076, 17.5830195 49.5283088, 17.5833436 49.52825)",,,,,
36916454,False,,Mánesova,residential,,False,493.99899999999997,"LINESTRING (17.5826261 49.5282797, 17.5826033 49.5283529, 17.5825717 49.5284688, 17.5825551 49.5285288, 17.5823665 49.5291235, 17.5823573 49.5292443, 17.5821309 49.5299943, 17.5820075 49.5303633, 17.5819978 49.5304839, 17.5822049 49.5305201, 17.5826711 49.5304839, 17.5828162 49.5304434, 17.5837027 49.5300239, 17.5840453 49.5298375, 17.5842565 49.5297662, 17.5844595 49.5297289, 17.5849996 49.5296542)",,,,,
30605746,False,,Svat. Čecha,residential,,False,53.012,"LINESTRING (17.5833436 49.52825, 17.5830195 49.5283088, 17.5828255 49.5283076, 17.5826261 49.5282797)",,,,,
"[223326355, 159752990]",True,,Neffova,secondary,50,False,85.908,"LINESTRING (17.5833436 49.52825, 17.5832872 49.5281689, 17.5832502 49.5280308, 17.5832765 49.52783, 17.5833912 49.5274963)",,2,,,
776750525,True,,,secondary,50,False,14.942,"LINESTRING (17.5837659 49.5263102, 17.5837409 49.5263256, 17.5837127 49.5263386, 17.583682 49.5263488, 17.5836494 49.526356, 17.5836155 49.5263602, 17.583581 49.5263612)",roundabout,,,,
34612403,False,,Zahradní,residential,30,False,43.825,"LINESTRING (17.5860475 49.52314, 17.586633 49.5232443)",,,,,
34612400,False,,Souhradní,residential,30,True,235.186,"LINESTRING (17.5860475 49.52314, 17.5858351 49.523607, 17.5856946 49.5239158, 17.585535 49.5242668, 17.5851712 49.5250665, 17.5851248 49.5251685)",,,,,
34612403,False,,Zahradní,residential,30,True,41.003,"LINESTRING (17.5891863 49.523699, 17.5886385 49.5236014)",,,,,
36916436,False,,Zahradní,residential,30,False,160.018,"LINESTRING (17.5891863 49.523699, 17.5890701 49.5239627, 17.5888404 49.5244841, 17.5885767 49.5250826)",,,,,
36916435,False,,L. Janáčka,residential,,True,208.132,"LINESTRING (17.5885767 49.5250826, 17.5900842 49.5253592, 17.5903743 49.5247291, 17.5904613 49.5245401)",,,,,
36916436,False,,Zahradní,residential,30,False,147.293,"LINESTRING (17.5885767 49.5250826, 17.5885662 49.5251051, 17.5884072 49.52547, 17.5883736 49.5255877, 17.5883657 49.525646, 17.5883792 49.5256999, 17.5884178 49.5257545, 17.5886722 49.5259616, 17.5886846 49.5260031, 17.5886868 49.5260395, 17.5886737 49.5260747, 17.5885064 49.526299)",,,,,
36916436,False,,Zahradní,residential,30,True,160.01799999999997,"LINESTRING (17.5885767 49.5250826, 17.5888404 49.5244841, 17.5890701 49.5239627, 17.5891863 49.523699)",,,,,
78320046,True,,Perštýnská,residential,,False,55.867999999999995,"LINESTRING (17.5846261 49.5260608, 17.5845079 49.5262514, 17.5844 49.52654)",,,,,
106177656,True,,B. Vlčka,residential,,False,73.622,"LINESTRING (17.5846261 49.5260608, 17.5854375 49.5262758, 17.5854583 49.5262813, 17.5855225 49.526348)",,,,,
106177664,False,,náměstí T. G. Masaryka,residential,,True,43.448,"LINESTRING (17.5855225 49.526348, 17.5853017 49.5267115)",,,,,
106177702,True,,náměstí T. G. Masaryka,residential,,False,76.195,"LINESTRING (17.5855225 49.526348, 17.5860654 49.5265187, 17.5862577 49.5265792, 17.5864362 49.5266821)",,,,,
36916424,True,,náměstí T. G. Masaryka,residential,,False,20.659,"LINESTRING (17.5864362 49.5266821, 17.5861502 49.5266895)",,,,,
106177694,False,,28. října,residential,,False,16.826,"LINESTRING (17.5864362 49.5266821, 17.5866684 49.5266956)",,,,,
106177664,False,,náměstí T. G. Masaryka,residential,,False,43.448,"LINESTRING (17.5853017 49.5267115, 17.5855225 49.526348)",,,,,
"[165438251, 165438250, 78320043]",True,,Havlíčkova,residential,,False,20.169,"LINESTRING (17.5853017 49.5267115, 17.5851578 49.5266803, 17.5850653 49.5266645, 17.5850336 49.5266613)",,,yes,,
36916425,False,,Hvězdní,residential,,False,146.706,"LINESTRING (17.5876042 49.5270284, 17.5874742 49.5270863, 17.5873922 49.5271708, 17.5869318 49.5277356, 17.5867974 49.527897, 17.5866596 49.5281778)",,,,,
106177694,False,,28. října,residential,,True,82.86999999999999,"LINESTRING (17.5876042 49.5270284, 17.5875377 49.5269144, 17.5875057 49.5268798, 17.5874502 49.5268483, 17.5868823 49.5267033, 17.5868141 49.5267008, 17.5866684 49.5266956)",,,,,
106338301,False,,28. října,residential,,False,58.306,"LINESTRING (17.5876042 49.5270284, 17.5877212 49.5271175, 17.5878233 49.5271586, 17.588285 49.5272951)",,,,,
106177688,False,,Palackého,residential,,False,83.96,"LINESTRING (17.5866596 49.5281778, 17.5877811 49.5283784)",,,,,
321616030,False,,Palackého,residential,,True,25.818,"LINESTRING (17.5866596 49.5281778, 17.5863153 49.5281148)",,,,,
36916425,False,,Hvězdní,residential,,True,146.706,"LINESTRING (17.5866596 49.5281778, 17.5867974 49.527897, 17.5869318 49.5277356, 17.5873922 49.5271708, 17.5874742 49.5270863, 17.5876042 49.5270284)",,,,,
321616030,False,,Palackého,residential,,False,18.225,"LINESTRING (17.5860818 49.5280524, 17.5863153 49.5281148)",,,,,
36916426,False,,Losertova,residential,,True,85.412,"LINESTRING (17.5860818 49.5280524, 17.5855181 49.527911, 17.5849743 49.5277818)",,,,,
106177683,True,,Křížkovského,residential,,False,66.003,"LINESTRING (17.5860818 49.5280524, 17.586284 49.5276398, 17.5862608 49.5275834, 17.5862475 49.5275509, 17.5862203 49.5274846)",,,,,
4407940,False,,Komenského sady,secondary,50,False,69.38399999999999,"LINESTRING (17.5886978 49.5285155, 17.5886627 49.528585, 17.5885495 49.5287705, 17.5884723 49.528864, 17.5884068 49.5289355, 17.5883207 49.5289989, 17.5882321 49.5290509)",,,,,
4407940,False,,Komenského sady,secondary,50,True,60.159000000000006,"LINESTRING (17.5886978 49.5285155, 17.5888311 49.5282906, 17.5889601 49.5281274, 17.5890475 49.5280255)",,,,,
106177688,False,,Palackého,residential,,True,67.906,"LINESTRING (17.5886978 49.5285155, 17.5884513 49.5284737, 17.5877811 49.5283784)",,,,,
106177688,False,,Palackého,residential,,True,83.96,"LINESTRING (17.5877811 49.5283784, 17.5866596 49.5281778)",,,,,
36916427,True,,Stará,residential,,False,125.84400000000001,"LINESTRING (17.5877811 49.5283784, 17.5880953 49.527733, 17.588285 49.5272951)",,,,,
106177688,False,,Palackého,residential,,False,67.906,"LINESTRING (17.5877811 49.5283784, 17.5884513 49.5284737, 17.5886978 49.5285155)",,,,,
"[1190389345, 106338301]",False,,28. října,residential,,False,73.017,"LINESTRING (17.588285 49.5272951, 17.5889562 49.5274452, 17.5892415 49.527509)",,,,,
106338301,False,,28. října,residential,,True,58.306,"LINESTRING (17.588285 49.5272951, 17.5878233 49.5271586, 17.5877212 49.5271175, 17.5876042 49.5270284)",,,,,
34612403,False,,Zahradní,residential,30,False,127.659,"LINESTRING (17.5869329 49.5232977, 17.5886385 49.5236014)",,,,,
34612403,False,,Zahradní,residential,30,True,22.447000000000003,"LINESTRING (17.5869329 49.5232977, 17.5868741 49.523287, 17.586633 49.5232443)",,,,,
36916431,False,,Zahradní,residential,,False,125.50300000000001,"LINESTRING (17.5869329 49.5232977, 17.5867536 49.523758, 17.5867222 49.5238388, 17.5867617 49.5238947, 17.5868098 49.5239629, 17.5874572 49.5240715)",,,,,
36916431,False,,Zahradní,residential,,True,39.051,"LINESTRING (17.587981 49.5241594, 17.5874572 49.5240715)",,,,,
36916432,False,,Zahradní,residential,,False,52.249,"LINESTRING (17.5873117 49.5245318, 17.5874572 49.5240715)",,,,,
36916431,False,,Zahradní,residential,,False,39.051,"LINESTRING (17.5874572 49.5240715, 17.587981 49.5241594)",,,,,
36916432,False,,Zahradní,residential,,True,52.249,"LINESTRING (17.5874572 49.5240715, 17.5873117 49.5245318)",,,,,
36916431,False,,Zahradní,residential,,True,125.503,"LINESTRING (17.5874572 49.5240715, 17.5868098 49.5239629, 17.5867617 49.5238947, 17.5867222 49.5238388, 17.5867536 49.523758, 17.5869329 49.5232977)",,,,,
34612403,False,,Zahradní,residential,30,True,43.825,"LINESTRING (17.586633 49.5232443, 17.5860475 49.52314)",,,,,
34612403,False,,Zahradní,residential,30,False,22.447000000000003,"LINESTRING (17.586633 49.5232443, 17.5868741 49.523287, 17.5869329 49.5232977)",,,,,
36916435,False,,L. Janáčka,residential,,False,208.132,"LINESTRING (17.5904613 49.5245401, 17.5903743 49.5247291, 17.5900842 49.5253592, 17.5885767 49.5250826)",,,,,
36916442,False,,Bohuslávská,residential,,False,30.182,"LINESTRING (17.5851286 49.529396, 17.5849996 49.5296542)",,,,,
36916442,False,,Bohuslávská,residential,,True,55.693,"LINESTRING (17.5851286 49.529396, 17.585147 49.5293458, 17.5854019 49.5289909, 17.5854394 49.5289386)",,,,,
345232992,False,,Za Reálkou,residential,,True,115.77099999999999,"LINESTRING (17.5851286 49.529396, 17.5852597 49.5294119, 17.5853683 49.5294555, 17.5854616 49.5295185, 17.5859405 49.5299475, 17.5859879 49.5300509, 17.5860762 49.5301859)",,,,,
36916444,False,,Mlýnecká,residential,,False,34.527,"LINESTRING (17.5861217 49.530495, 17.5860762 49.5301859)",,,,,
36916445,False,,Losertova,residential,,False,73.62100000000001,"LINESTRING (17.5844159 49.5286513, 17.5845747 49.5284158, 17.5846795 49.5282251, 17.5848023 49.5280389)",,,,,
"[223326356, 159752988]",True,,Komenského sady,secondary,50,False,90.876,"LINESTRING (17.5844159 49.5286513, 17.5836892 49.528451, 17.5835712 49.5284083, 17.5834694 49.5283492, 17.5833436 49.52825)",,,,,
36916426,False,,Losertova,residential,,False,85.412,"LINESTRING (17.5849743 49.5277818, 17.5855181 49.527911, 17.5860818 49.5280524)",,,,,
36916426,False,,Losertova,residential,,True,52.263,"LINESTRING (17.5849743 49.5277818, 17.5847353 49.5276897, 17.5843033 49.5276173)",,,,,
36916445,False,,Losertova,residential,,True,31.168,"LINESTRING (17.5849743 49.5277818, 17.5848483 49.5279691, 17.5848023 49.5280389)",,,,,
36916447,True,,náměstí T. G. Masaryka,residential,,False,93.504,"LINESTRING (17.5866684 49.5266956, 17.5862203 49.5274846)",,,,,
106177694,False,,28. října,residential,,True,16.826,"LINESTRING (17.5866684 49.5266956, 17.5864362 49.5266821)",,,,,
106177694,False,,28. října,residential,,False,82.86999999999999,"LINESTRING (17.5866684 49.5266956, 17.5868141 49.5267008, 17.5868823 49.5267033, 17.5874502 49.5268483, 17.5875057 49.5268798, 17.5875377 49.5269144, 17.5876042 49.5270284)",,,,,
81254598,False,,náměstí T. G. Masaryka,residential,,False,29.182000000000002,"LINESTRING (17.5862203 49.5274846, 17.5860108 49.5274714, 17.5858238 49.5274383)",,,,,
36916442,False,,Bohuslávská,residential,,True,30.182,"LINESTRING (17.5849996 49.5296542, 17.5851286 49.529396)",,,,,
36916442,False,,Bohuslávská,residential,,False,208.444,"LINESTRING (17.5849996 49.5296542, 17.5847623 49.5301478, 17.584491 49.5311758, 17.5844055 49.5314854)",,,,,
36916454,False,,Mánesova,residential,,True,493.999,"LINESTRING (17.5849996 49.5296542, 17.5844595 49.5297289, 17.5842565 49.5297662, 17.5840453 49.5298375, 17.5837027 49.5300239, 17.5828162 49.5304434, 17.5826711 49.5304839, 17.5822049 49.5305201, 17.5819978 49.5304839, 17.5820075 49.5303633, 17.5821309 49.5299943, 17.5823573 49.5292443, 17.5823665 49.5291235, 17.5825551 49.5285288, 17.5825717 49.5284688, 17.5826033 49.5283529, 17.5826261 49.5282797)",,,,,
30625053,False,4371,Loučská,tertiary,,True,328.253,"LINESTRING (17.5913579 49.5311581, 17.5909991 49.5308666, 17.5901601 49.5304055, 17.5896629 49.5301837, 17.5893654 49.5300137, 17.5888118 49.5296064, 17.5886018 49.5294518, 17.5884198 49.5292638, 17.5882321 49.5290509)",,,,,
776750525,True,,,secondary,50,False,32.367000000000004,"LINESTRING (17.583581 49.5263612, 17.5835467 49.526359, 17.5835132 49.5263536, 17.5834812 49.5263452, 17.5834514 49.526334, 17.5834244 49.5263201, 17.5834006 49.5263038, 17.5833807 49.5262855, 17.583365 49.5262656, 17.5833538 49.5262444, 17.5833474 49.5262224, 17.5833459 49.5262001, 17.5833493 49.5261778, 17.5833575 49.526156)",roundabout,,,,
106177641,True,,Havlíčkova,residential,,False,52.503,"LINESTRING (17.5844 49.52654, 17.5840212 49.5264177, 17.583888 49.5263636, 17.5837659 49.5263102)",,,,,
81264962,True,,Perštýnská,residential,,False,65.93599999999999,"LINESTRING (17.5842754 49.5271211, 17.5842533 49.5269791, 17.5842679 49.5268806, 17.5843145 49.5267449, 17.5843939 49.5265545, 17.5844 49.52654)",,,,,
106177584,False,,Nerudova,residential,,False,55.213,"LINESTRING (17.5842754 49.5271211, 17.5842962 49.5274545, 17.5843033 49.5276173)",,,,,
106177584,False,,Nerudova,residential,,False,35.139,"LINESTRING (17.5843033 49.5276173, 17.5843816 49.5279292)",,,,,
36916426,False,,Losertova,residential,,False,52.263,"LINESTRING (17.5843033 49.5276173, 17.5847353 49.5276897, 17.5849743 49.5277818)",,,,,
106177584,False,,Nerudova,residential,,True,55.213,"LINESTRING (17.5843033 49.5276173, 17.5842962 49.5274545, 17.5842754 49.5271211)",,,,,
81254598,False,,náměstí T. G. Masaryka,residential,,True,29.182000000000002,"LINESTRING (17.5858238 49.5274383, 17.5860108 49.5274714, 17.5862203 49.5274846)",,,,,
106177631,True,,Nerudova,residential,,False,82.59700000000001,"LINESTRING (17.5858238 49.5274383, 17.5857488 49.5274251, 17.5856708 49.5274113, 17.584732 49.527216)",,,,,
106177693,True,,náměstí T. G. Masaryka,residential,,False,86.531,"LINESTRING (17.5858238 49.5274383, 17.5860567 49.5269039, 17.5861502 49.5266895)",,,,,
321616030,False,,Palackého,residential,,False,25.818,"LINESTRING (17.5863153 49.5281148, 17.5866596 49.5281778)",,,,,
321616030,False,,Palackého,residential,,True,18.225,"LINESTRING (17.5863153 49.5281148, 17.5860818 49.5280524)",,,,,
"[984873444, 106177701]",False,,Křížkovského,residential,,True,92.055,"LINESTRING (17.5863153 49.5281148, 17.58627 49.5283489, 17.5862242 49.5285726, 17.5861193 49.528568, 17.5859907 49.5288541)",,,,permit,
36916424,True,,náměstí T. G. Masaryka,residential,,False,61.29,"LINESTRING (17.5861502 49.5266895, 17.5853017 49.5267115)",,,,,
106177584,False,,Nerudova,residential,,True,35.139,"LINESTRING (17.5843816 49.5279292, 17.5843033 49.5276173)",,,,,
106177650,False,,Losertova,residential,,False,32.722,"LINESTRING (17.5843816 49.5279292, 17.5848023 49.5280389)",,,,,
106177584,False,,Nerudova,residential,,False,59.851,"LINESTRING (17.5843816 49.5279292, 17.584387 49.5279507, 17.5843381 49.528069, 17.5841238 49.5281644, 17.5840038 49.5282031, 17.5838704 49.528311)",,,,,
106177650,False,,Losertova,residential,,True,32.722,"LINESTRING (17.5848023 49.5280389, 17.5843816 49.5279292)",,,,,
36916445,False,,Losertova,residential,,False,31.168,"LINESTRING (17.5848023 49.5280389, 17.5848483 49.5279691, 17.5849743 49.5277818)",,,,,
36916445,False,,Losertova,residential,,True,73.62100000000001,"LINESTRING (17.5848023 49.5280389, 17.5846795 49.5282251, 17.5845747 49.5284158, 17.5844159 49.5286513)",,,,,
106177631,True,,Nerudova,residential,,False,34.604,"LINESTRING (17.584732 49.527216, 17.5842754 49.5271211)",,,,,
106177674,True,,Nábřeží Járy Cimrmana,residential,,False,65.408,"LINESTRING (17.584732 49.527216, 17.5850145 49.5266964, 17.5850336 49.5266613)",,,,,
165438251,True,,Havlíčkova,residential,,False,47.730000000000004,"LINESTRING (17.5850336 49.5266613, 17.5847915 49.526625, 17.5844 49.52654)",,,,,
"[1190389345, 106338301]",False,,28. října,residential,,True,73.017,"LINESTRING (17.5892415 49.527509, 17.5889562 49.5274452, 17.588285 49.5272951)",,,,,
36916436,False,,Zahradní,residential,30,True,147.29300000000003,"LINESTRING (17.5885064 49.526299, 17.5886737 49.5260747, 17.5886868 49.5260395, 17.5886846 49.5260031, 17.5886722 49.5259616, 17.5884178 49.5257545, 17.5883792 49.5256999, 17.5883657 49.525646, 17.5883736 49.5255877, 17.5884072 49.52547, 17.5885662 49.5251051, 17.5885767 49.5250826)",,,,,
34612403,False,,Zahradní,residential,30,False,41.003,"LINESTRING (17.5886385 49.5236014, 17.5891863 49.523699)",,,,,
34612403,False,,Zahradní,residential,30,True,127.659,"LINESTRING (17.5886385 49.5236014, 17.5869329 49.5232977)",,,,,
330356266,False,,J. V. Sládka,living_street,,True,180.60700000000003,"LINESTRING (17.5886385 49.5236014, 17.588457 49.5239749, 17.588142 49.5246263, 17.5880323 49.5248762, 17.5879093 49.525155)",,,,,
165438254,False,,Piaristická,secondary,50,True,8.364,"LINESTRING (17.5844231 49.5251599, 17.5843202 49.5251945)",,2,,,
215081708,False,,Seminárka,residential,,False,207.42199999999997,"LINESTRING (17.5844231 49.5251599, 17.5844869 49.5248723, 17.5844966 49.5247831, 17.5842318 49.5243736, 17.5841774 49.5241019, 17.5841114 49.5239531, 17.5839968 49.5238154, 17.5838456 49.523733, 17.5837168 49.5236637, 17.5835865 49.5235927, 17.5835427 49.5235453, 17.5835155 49.5234948)",,,,,
478408316,False,,Piaristická,secondary,50,False,52.762,"LINESTRING (17.5844231 49.5251599, 17.5845931 49.5251178, 17.5847679 49.5251034, 17.5848663 49.5251096, 17.5849632 49.5251308, 17.5851248 49.5251685)",,2,,,
159749662,False,,Mlýnecká,residential,,False,118.42,"LINESTRING (17.5865497 49.5291894, 17.5865459 49.5292168, 17.5865173 49.5293411, 17.5863305 49.5299477, 17.5862488 49.5300617, 17.5861386 49.5301468, 17.5860762 49.5301859)",,,,,
223326354,True,,Komenského sady,secondary,50,False,84.929,"LINESTRING (17.5865497 49.5291894, 17.5861623 49.5291142, 17.5858843 49.5290563, 17.5854394 49.5289386)",,,,,
215081708,False,,Seminárka,residential,,True,207.42200000000003,"LINESTRING (17.5835155 49.5234948, 17.5835427 49.5235453, 17.5835865 49.5235927, 17.5837168 49.5236637, 17.5838456 49.523733, 17.5839968 49.5238154, 17.5841114 49.5239531, 17.5841774 49.5241019, 17.5842318 49.5243736, 17.5844966 49.5247831, 17.5844869 49.5248723, 17.5844231 49.5251599)",,,,,
215236329,False,,Smetanova,residential,,True,65.95,"LINESTRING (17.590471 49.5257519, 17.5912399 49.525935, 17.5913288 49.5259562)",,,,,
"[56221130, 4407955]",False,437,Smetanova,secondary,,False,313.92799999999994,"LINESTRING (17.5913288 49.5259562, 17.5914247 49.5258412, 17.5915198 49.5257041, 17.5916725 49.525445, 17.5918643 49.5250076, 17.5923281 49.5239233, 17.5924331 49.5236399, 17.5925425 49.5233078, 17.5925598 49.5232555)",,,,,
4407955,False,437,Smetanova,secondary,,True,153.37400000000002,"LINESTRING (17.5913288 49.5259562, 17.5906438 49.5264618, 17.5898601 49.5269514)",,,,,
215236329,False,,Smetanova,residential,,False,65.95,"LINESTRING (17.5913288 49.5259562, 17.5912399 49.525935, 17.590471 49.5257519)",,,,,
36916442,False,,Bohuslávská,residential,,True,208.44400000000002,"LINESTRING (17.5844055 49.5314854, 17.584491 49.5311758, 17.5847623 49.5301478, 17.5849996 49.5296542)",,,,,
36916444,False,,Mlýnecká,residential,,True,34.527,"LINESTRING (17.5860762 49.5301859, 17.5861217 49.530495)",,,,,
159749662,False,,Mlýnecká,residential,,True,118.41999999999999,"LINESTRING (17.5860762 49.5301859, 17.5861386 49.5301468, 17.5862488 49.5300617, 17.5863305 49.5299477, 17.5865173 49.5293411, 17.5865459 49.5292168, 17.5865497 49.5291894)",,,,,
345232992,False,,Za Reálkou,residential,,False,115.771,"LINESTRING (17.5860762 49.5301859, 17.5859879 49.5300509, 17.5859405 49.5299475, 17.5854616 49.5295185, 17.5853683 49.5294555, 17.5852597 49.5294119, 17.5851286 49.529396)",,,,,
34612405,False,,Bratrská,residential,,False,99.738,"LINESTRING (17.5808096 49.525215, 17.5802936 49.5252405, 17.5794302 49.5252665)",,,,,
