osmid,ref,name,highway,oneway,reversed,length,geometry,maxspeed,junction,lanes,bridge,access
136131103,358,Zámecká,secondary,False,False,59.217999999999996,"LINESTRING (16.3139656 49.8687034, 16.313979 49.868721, 16.3140016 49.8687475, 16.3140613 49.8687966, 16.3141705 49.8688693, 16.3144026 49.8690339, 16.3144934 49.8691109)",,,,,
163291843,,Tyršova,residential,False,False,40.315,"LINESTRING (16.3139656 49.8687034, 16.3139144 49.8687224, 16.3138766 49.8687372, 16.3138489 49.8687499, 16.3138099 49.8687723, 16.3137776 49.8687946, 16.3137423 49.8688252, 16.3137037 49.868864, 16.3136072 49.8689732)",,,,,
163292135,358,Tyršova,secondary,False,True,30.326,"LINESTRING (16.3139656 49.8687034, 16.3139554 49.8686715, 16.3139567 49.8686396, 16.3139644 49.8686126, 16.3139833 49.8685789, 16.3140198 49.8685176, 16.3140293 49.8684909, 16.314028 49.8684627, 16.314017 49.8684401)",,,,,
83303793,360,Havlíčkova,secondary,False,False,93.064,"LINESTRING (16.3096401 49.8737925, 16.3095854 49.8738529, 16.3095242 49.8739183, 16.3094003 49.8740243, 16.3090712 49.8743069, 16.3088496 49.8744534)",,,,,
214831474,,Havlíčkova,residential,False,True,30.003,"LINESTRING (16.3096401 49.8737925, 16.3096751 49.8737512, 16.3097124 49.8737016, 16.3097225 49.8736881, 16.3098211 49.8735493)",,,,,
1024610713,360,Zahájská,secondary,False,True,62.784000000000006,"LINESTRING (16.3096401 49.8737925, 16.3096851 49.8738052, 16.3097771 49.873827, 16.3098689 49.8738478, 16.3103876 49.8739677, 16.3104158 49.8739726, 16.3104654 49.8739813)",,,,,
163314297,360,Zahájská,secondary,False,True,5.821,"LINESTRING (16.3149288 49.8762542, 16.3149958 49.8762838)",30,,,,
163314297,360,Zahájská,secondary,False,False,27.814999999999998,"LINESTRING (16.3149288 49.8762542, 16.3147693 49.8761839, 16.3146085 49.8761129)",30,,,,
163314297,360,Zahájská,secondary,False,False,98.09700000000001,"LINESTRING (16.3161351 49.8767729, 16.3159033 49.8766747, 16.3153986 49.8764584, 16.3149958 49.8762838)",30,,,,
58100969,360,Havlíčkova,secondary,True,False,27.471999999999998,"LINESTRING (16.3068399 49.8755354, 16.3068552 49.8755647, 16.3068551 49.8755956, 16.3068394 49.8756247, 16.3068098 49.8756491, 16.3067697 49.8756659, 16.3067232 49.8756734, 16.3066754 49.8756708, 16.3066316 49.8756584)",,roundabout,,,
83303793,360,Havlíčkova,secondary,False,True,188.10999999999999,"LINESTRING (16.3068399 49.8755354, 16.3068961 49.8755184, 16.3069597 49.8754992, 16.3070098 49.8754816, 16.3070643 49.8754555, 16.307385 49.875277, 16.3078143 49.8750426, 16.3084782 49.8746574, 16.3088496 49.8744534)",,,,,
36900945,,Rektora Stříteského,residential,True,False,137.08700000000002,"LINESTRING (16.3149191 49.8701529, 16.3148539 49.870152, 16.3148018 49.8701537, 16.3132878 49.8702955, 16.3132823 49.8702959, 16.3132274 49.8703007, 16.3130245 49.8703176)",,,,,
"[214818933, 214818934]",358,Zámecká,secondary,False,False,287.092,"LINESTRING (16.3149191 49.8701529, 16.3149196 49.8701897, 16.3149186 49.8702173, 16.3149182 49.8702283, 16.3149126 49.8702713, 16.3149016 49.8703219, 16.3147744 49.8707646, 16.3147629 49.8707948, 16.3147404 49.8708469, 16.314542 49.8711385, 16.3144827 49.871225, 16.3144671 49.8712459, 16.3142776 49.8715113, 16.3142374 49.8715633, 16.3141881 49.8716213, 16.3141274 49.8716854, 16.3140203 49.8717878, 16.3138552 49.8719395, 16.3137342 49.8720506, 16.3134071 49.872373, 16.3133696 49.8724137, 16.3133552 49.8724365, 16.3133468 49.8724608, 16.3133504 49.8724833)",30,,2,,
214818933,358,Zámecká,secondary,False,True,55.531,"LINESTRING (16.3149191 49.8701529, 16.3148977 49.8699942, 16.3148785 49.8698649, 16.3148661 49.86979, 16.3148568 49.8697499, 16.3148451 49.869713, 16.3148226 49.8696582)",,,,,
36900965,,M. Švabinského,residential,False,True,45.551,"LINESTRING (16.3149958 49.8762838, 16.3153645 49.8759501)",,,,,
163314297,360,Zahájská,secondary,False,False,5.821,"LINESTRING (16.3149958 49.8762838, 16.3149288 49.8762542)",30,,,,
163314297,360,Zahájská,secondary,False,True,98.097,"LINESTRING (16.3149958 49.8762838, 16.3153986 49.8764584, 16.3159033 49.8766747, 16.3161351 49.8767729)",30,,,,
