osmid,ref,name,highway,oneway,reversed,length,geometry,bridge,maxspeed,lanes,access,width,junction
33171546,409,Štítného,secondary,False,True,188.655,"LINESTRING (15.0789856 49.2999858, 15.0788675 49.3001631, 15.0783487 49.3006283, 15.0781964 49.3007027, 15.078049 49.3007253, 15.0778294 49.3007236, 15.0769768 49.300641)",,,,,,
"[33171549, 33171550]",,V Oboře,residential,False,False,61.075,"LINESTRING (15.0789856 49.2999858, 15.0792526 49.3002226, 15.0793415 49.3002724, 15.0793855 49.3002868, 15.0795905 49.3003475)",yes,,,,,
33169615,,Na Sušírně,residential,False,False,81.977,"LINESTRING (15.0711049 49.3015163, 15.071272 49.3015708, 15.0721264 49.3018322)",,,,,,
367783865,409,Táborská,secondary,False,True,108.551,"LINESTRING (15.0711049 49.3015163, 15.0708488 49.3014771, 15.0706615 49.3014446, 15.0703006 49.3013256, 15.0700211 49.3012476, 15.069809 49.3012275, 15.0697497 49.3012228, 15.0696924 49.3012183)",,30,,,,
1176845768,409,Táborská,secondary,False,False,122.321,"LINESTRING (15.0711049 49.3015163, 15.0723596 49.3013272, 15.0727588 49.3013244)",,30,,,,
582365046,,Na Besídce,residential,False,True,129.327,"LINESTRING (15.0727588 49.3013244, 15.0726128 49.3006929, 15.0723637 49.3005562, 15.0718854 49.3005683)",,,,,,
1176845768,409,Táborská,secondary,False,False,70.982,"LINESTRING (15.0727588 49.3013244, 15.0728124 49.3013347, 15.0733455 49.3014372, 15.0737076 49.3014773)",,30,,,,
1176845768,409,Táborská,secondary,False,True,122.321,"LINESTRING (15.0727588 49.3013244, 15.0723596 49.3013272, 15.0711049 49.3015163)",,30,,,,
33170998,639,U Kult. domu,secondary,True,False,37.552,"LINESTRING (15.0741553 49.3013355, 15.0741736 49.301673)",,50,,,,
293590572,409,Táborská,secondary,False,True,26.578,"LINESTRING (15.0741553 49.3013355, 15.0738318 49.3014479)",,50,,,,
33169622,,U Kult. domu,residential,False,False,89.188,"LINESTRING (15.0741553 49.3013355, 15.0741435 49.3012385, 15.0741222 49.3011502, 15.0737464 49.3005857)",,,,,,
309700586,409,Jungmannova,secondary,False,False,92.282,"LINESTRING (15.0741553 49.3013355, 15.0743158 49.3012813, 15.0752673 49.3010643, 15.0753459 49.3010451)",,,,,,
33170754,,Zámecká,residential,False,False,200.11400000000003,"LINESTRING (15.0788968 49.3028268, 15.0784895 49.3030918, 15.0780898 49.3032196, 15.0775057 49.3033192, 15.0772941 49.3033039, 15.0763853 49.3034083)",,,,,,
"[1176845763, 309700670]",639,nám. Čsl. armády,secondary,False,False,90.957,"LINESTRING (15.0788968 49.3028268, 15.0786184 49.3027804, 15.0784329 49.3026728, 15.0783532 49.3025398, 15.0782031 49.3022289)",,50,,,,
33169609,,Pod Vodojemem,residential,False,True,225.334,"LINESTRING (15.0696924 49.3012183, 15.0708627 49.3030956)",,,,,,
33171003,,Jírova,residential,False,False,40.965,"LINESTRING (15.0696924 49.3012183, 15.0695252 49.3008664)",,,,,,
367783865,409,Táborská,secondary,False,False,108.551,"LINESTRING (15.0696924 49.3012183, 15.0697497 49.3012228, 15.069809 49.3012275, 15.0700211 49.3012476, 15.0703006 49.3013256, 15.0706615 49.3014446, 15.0708488 49.3014771, 15.0711049 49.3015163)",,30,,,,
1176845769,409,Táborská,secondary,False,True,69.518,"LINESTRING (15.0696924 49.3012183, 15.0695042 49.3012035, 15.0690065 49.3011851, 15.0687358 49.3011859)",,50,,,,
309700598,,Příčná,residential,False,True,140.493,"LINESTRING (15.0747295 49.303595, 15.0746721 49.3035438, 15.0745815 49.3034566, 15.0744699 49.3033065, 15.0743911 49.3032045, 15.0743269 49.3030822, 15.0743054 49.3029223, 15.0742968 49.3028771, 15.0742871 49.3028268, 15.0742115 49.3024768, 15.0741475 49.3024154)",,,,,,
"[1193549073, 309700602, 1111152951]",639,Vackova,secondary,False,False,51.61299999999999,"LINESTRING (15.0747295 49.303595, 15.0746004 49.3036369, 15.0742728 49.3037336, 15.0742423 49.3037427, 15.0741511 49.3037619, 15.0741303 49.3037651, 15.0740746 49.3037738)",,50,2,,,
309700602,639,Vackova,secondary,False,True,28.401,"LINESTRING (15.0747295 49.303595, 15.0748992 49.3035201, 15.0750272 49.3034314)",,50,,,,
33169611,,Sadová,residential,False,True,33.268,"LINESTRING (15.074045 49.3027027, 15.0735862 49.3027063)",,,,,,
171795597,639,Komenského,secondary,False,False,32.799,"LINESTRING (15.074045 49.3027027, 15.0741475 49.3024154)",,50,,,,
"[1193549072, 1111152949, 171795597]",639,Komenského,secondary,False,True,111.401,"LINESTRING (15.074045 49.3027027, 15.0740326 49.3028044, 15.0740288 49.302836, 15.0740053 49.3030294, 15.0740078 49.3030787, 15.0740147 49.3032884, 15.0740113 49.303394, 15.0740029 49.3034993, 15.0739891 49.3036091, 15.0739819 49.3036599, 15.0739758 49.3037025)",,50,2,,,
33171001,409,Táborská,secondary,False,False,9.581,"LINESTRING (15.0737076 49.3014773, 15.0738318 49.3014479)",,50,,,,
