osmid,oneway,name,highway,reversed,length,geometry,maxspeed,ref,bridge
9797822,True,Plzeňská,tertiary,False,34.741,"LINESTRING (12.9979967 49.750875, 12.9980958 49.7509405, 12.9981814 49.7510124, 12.9982676 49.75113)",,,
9797823,False,Plzeňská,tertiary,False,49.653999999999996,"LINESTRING (12.9982676 49.75113, 12.9984651 49.7513841, 12.9985308 49.7514641, 12.9985959 49.7515221)",,,
9797823,False,Plzeňská,tertiary,True,49.653999999999996,"LINESTRING (12.9985959 49.7515221, 12.9985308 49.7514641, 12.9984651 49.7513841, 12.9982676 49.75113)",,,
24047951,False,Plzeňská,tertiary,False,110.16400000000002,"LINESTRING (12.9985959 49.7515221, 12.9987074 49.751595, 12.9988431 49.7516563, 12.9992364 49.7518146, 12.9994801 49.7519126, 12.999586 49.7519511, 12.9997331 49.7519904, 12.9998217 49.7520073, 12.9998524 49.7520115, 12.9999055 49.7520189)",,,
22986025,False,Smuteční vrch,residential,True,114.50500000000001,"LINESTRING (12.9999055 49.7520189, 12.9999079 49.7520874, 12.9999228 49.7521495, 13.000034 49.7524245, 13.0000532 49.7526433, 13.0000276 49.7528125, 13.0000011 49.7529823, 13.0000318 49.7530329)",,,
24047951,False,Plzeňská,tertiary,False,120.99600000000001,"LINESTRING (12.9999055 49.7520189, 13.0000858 49.7520303, 13.0002567 49.7520245, 13.0004482 49.7519985, 13.00072 49.7519323, 13.0009455 49.7517901, 13.0013323 49.7515554)",,,
24047951,False,Plzeňská,tertiary,True,110.164,"LINESTRING (12.9999055 49.7520189, 12.9998524 49.7520115, 12.9998217 49.7520073, 12.9997331 49.7519904, 12.999586 49.7519511, 12.9994801 49.7519126, 12.9992364 49.7518146, 12.9988431 49.7516563, 12.9987074 49.751595, 12.9985959 49.7515221)",,,
24047951,False,Plzeňská,tertiary,False,72.238,"LINESTRING (13.0013323 49.7515554, 13.0015889 49.7514065, 13.0017793 49.7513169, 13.0021619 49.7511973)",,,
24047951,False,Plzeňská,tertiary,True,120.99600000000001,"LINESTRING (13.0013323 49.7515554, 13.0009455 49.7517901, 13.00072 49.7519323, 13.0004482 49.7519985, 13.0002567 49.7520245, 13.0000858 49.7520303, 12.9999055 49.7520189)",,,
258668890,False,Hradební,residential,True,48.138,"LINESTRING (13.0013323 49.7515554, 13.0013799 49.7516297, 13.0014218 49.7516694, 13.001492 49.7517154, 13.0015814 49.7517158, 13.0017999 49.7516008)",,,
