osmid,ref,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,bridge,junction
9570534,224,Klášterecká,secondary,50,False,True,20.53,,"LINESTRING (13.2665707 50.3794097, 13.2664527 50.3795783)",,
"[700299098, 9570534]",224,Klášterecká,secondary,50,False,False,70.441,2,"LINESTRING (13.2665707 50.3794097, 13.2669209 50.3789567, 13.2670412 50.3788537)",,
330952757,,,living_street,20,True,False,55.33500000000001,,"LINESTRING (13.2665707 50.3794097, 13.2666924 50.3794535, 13.2668895 50.3795126, 13.2669343 50.379526, 13.2670142 50.3795261, 13.267182 50.3795704, 13.2672853 50.3795977)",,
330910215,,,residential,,False,False,7.824,,"LINESTRING (13.2745642 50.3756618, 13.2744573 50.3756444)",,
60103953,224,Rokelská,secondary,50,True,False,79.712,,"LINESTRING (13.2745642 50.3756618, 13.2743645 50.3761512, 13.2743497 50.3761821, 13.2742861 50.3763563)",,
330910182,568,Hřbitovní,secondary,50,False,False,39.993,,"LINESTRING (13.2762258 50.378983, 13.2767897 50.3789762)",,
60103955,,Věžní,residential,,False,True,135.245,,"LINESTRING (13.2762258 50.378983, 13.2761946 50.3781131, 13.2761849 50.377767)",,
304495817,568,Hřbitovní,secondary,50,False,True,48.79,,"LINESTRING (13.2762258 50.378983, 13.2758416 50.3790016, 13.2755915 50.3790229, 13.2755413 50.379026)",,
"[304490777, 79177866, 155858053]",1985,Pokutická,tertiary,"['90', '50']",False,True,305.967,,"LINESTRING (13.2746693 50.3721377, 13.2746078 50.3721363, 13.2741214 50.3721253, 13.2740242 50.3721231, 13.2738073 50.3721309, 13.2734948 50.3722189, 13.2729895 50.3723613, 13.2728555 50.3723994, 13.2724887 50.3725036, 13.272169 50.3725761, 13.2717996 50.3726156, 13.271239 50.3726072, 13.2710532 50.3726145, 13.2708885 50.3726432, 13.2707037 50.3726633, 13.2705135 50.3726662)",,
"[30766985, 330910187, 30766987, 330910188, 1241026079]",224,Rokelská,secondary,50,False,False,197.47400000000002,,"LINESTRING (13.2746693 50.3721377, 13.2748621 50.372358, 13.2749636 50.3724739, 13.2749785 50.3724892, 13.2758028 50.3733458, 13.2758181 50.3733639, 13.2758698 50.373438, 13.2759123 50.3735215, 13.2759382 50.3735945, 13.2759476 50.3736416, 13.2759496 50.3736976)",yes,
79177879,,Říční,residential,,False,True,33.58,,"LINESTRING (13.2741483 50.3746261, 13.2738071 50.3744167)",,
