osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,bridge,junction,access,tunnel
25732202,Újezd,residential,False,False,37.551,"LINESTRING (14.2142457 50.7794389, 14.2142626 50.7794858, 14.2143641 50.7797682)",,,,,,,
191416100,Zámecké nám.,residential,False,True,20.445,"LINESTRING (14.2152527 50.7790942, 14.2152088 50.7790462, 14.2151265 50.7789288)",,,,,,,
"[128091474, 1125680790]",U Plovárny,unclassified,True,False,135.815,"LINESTRING (14.2146547 50.7788715, 14.2145225 50.7787546, 14.2143208 50.7786762, 14.2139138 50.7785221, 14.2137166 50.7784941, 14.2136623 50.7784864, 14.2133777 50.7784461, 14.2129628 50.7783465)",,,,,,,
191416094,U Plovárny,residential,False,True,33.778999999999996,"LINESTRING (14.2146547 50.7788715, 14.2149725 50.7789109, 14.2151265 50.7789288)",,,,,,,
259539260,Nároží,residential,False,True,58.171,"LINESTRING (14.2146547 50.7788715, 14.2143991 50.7788559, 14.2138346 50.7788035)",,,,,,,
114661937,28. října,primary,False,True,103.013,"LINESTRING (14.2152159 50.7826539, 14.2161824 50.7833502)",2,62,50,,,,
25732183,Kaštanová,residential,False,False,92.398,"LINESTRING (14.2152159 50.7826539, 14.2154401 50.7825762, 14.2164961 50.7825295)",,,,,,,
1233424008,28. října,primary,False,False,92.06600000000002,"LINESTRING (14.2152159 50.7826539, 14.2148438 50.7824137, 14.2145182 50.7821097, 14.2143965 50.7820117)",2,62,50,,,,
190700802,Maroldova,residential,False,True,31.421,"LINESTRING (14.21573 50.7813198, 14.216172 50.7813616)",,,,,,,
"[190700808, 612291899]",Pohraniční,primary,False,False,107.10799999999999,"LINESTRING (14.21573 50.7813198, 14.21566 50.7813911, 14.2155879 50.7814462, 14.2154148 50.7815092, 14.2150741 50.7816333, 14.2148443 50.781717, 14.2146504 50.7817876, 14.2144809 50.7818495)",2,62,50,,,,
190700808,Pohraniční,primary,False,True,75.116,"LINESTRING (14.21573 50.7813198, 14.2157494 50.7812508, 14.2157576 50.7811653, 14.2157128 50.7810695, 14.2155558 50.7808845, 14.2154012 50.7806987)",2,62,50,,,,
114661936,Čsl. armády,primary,False,False,146.299,"LINESTRING (14.2182089 50.7830512, 14.2161824 50.7833502)",,62,50,,,,
190700809,Sládkova,primary,False,True,103.993,"LINESTRING (14.2182089 50.7830512, 14.2186754 50.7839387)",2,62,50,,,,
30434697,Nerudova,residential,True,False,124.671,"LINESTRING (14.2182089 50.7830512, 14.2180678 50.783174, 14.2169724 50.7838523)",,,,,,,
"[364389050, 182570449, 182570450]",Vokolkova,residential,False,True,101.791,"LINESTRING (14.2182089 50.7830512, 14.2188407 50.7829655, 14.2188867 50.7829597, 14.2189787 50.7829461, 14.2192448 50.7829096, 14.2194435 50.782883, 14.2196244 50.7828588)",,,,yes,,,
114661931,Čsl. armády,residential,False,True,111.684,"LINESTRING (14.2161824 50.7833502, 14.2146258 50.7835508)",,,,,,,
114661936,Čsl. armády,primary,False,True,146.299,"LINESTRING (14.2161824 50.7833502, 14.2182089 50.7830512)",,62,50,,,,
114661937,28. října,primary,False,False,103.013,"LINESTRING (14.2161824 50.7833502, 14.2152159 50.7826539)",2,62,50,,,,
114662044,28. října,residential,False,True,78.751,"LINESTRING (14.2161824 50.7833502, 14.2169724 50.7838523)",,,,,,,
1233424007,,primary,True,False,16.601999999999997,"LINESTRING (14.2143965 50.7820117, 14.2143196 50.7820224, 14.2142428 50.7820118, 14.2141799 50.7819818)",1,,50,,roundabout,,
