osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,lanes,access
66351092,647,17. listopadu,secondary,50,False,True,125.25,"LINESTRING (18.0180007 49.7600226, 18.017978 49.7600115, 18.017968 49.7600041, 18.01796 49.759996, 18.0179471 49.7599812, 18.0179404 49.7599697, 18.0179366 49.7599582, 18.0179217 49.7598916, 18.0178681 49.7595946, 18.0178457 49.7594954, 18.0177591 49.7591124, 18.0177327 49.7590364, 18.017712 49.7590019, 18.0176798 49.7589694, 18.0176339 49.7589419)",,,
66351095,647,Ostravská,secondary,50,False,False,155.005,"LINESTRING (18.0180007 49.7600226, 18.018013 49.7600277, 18.0180283 49.7600319, 18.0180578 49.7600376, 18.0180876 49.7600421, 18.018119 49.7600416, 18.0181487 49.7600388, 18.0182147 49.7600304, 18.018971 49.7599021, 18.0200875 49.759712)",,,
110430062,,Komenského,residential,,False,False,36.599000000000004,"LINESTRING (18.0224187 49.7525247, 18.0223534 49.7525943, 18.0222724 49.752658, 18.0221707 49.7527138, 18.0220767 49.7527645)",,,
110430076,46418,Čs. armády,tertiary,50,False,False,24.790000000000003,"LINESTRING (18.0224187 49.7525247, 18.0222879 49.7525335, 18.0221805 49.7525398, 18.022075 49.7525356)",,,
36919771,,Komenského,residential,,False,False,25.466,"LINESTRING (18.022075 49.7525356, 18.0220814 49.7526444, 18.0220767 49.7527645)",,,
110430076,46418,Čs. armády,tertiary,50,False,False,154.92999999999998,"LINESTRING (18.022075 49.7525356, 18.0212161 49.7524527, 18.0210238 49.7524476, 18.0208154 49.7524497, 18.0205358 49.7524705, 18.0203238 49.7524916, 18.0201372 49.7525222, 18.0199506 49.7525664)",,,
110430076,46418,Čs. armády,tertiary,50,False,True,24.79,"LINESTRING (18.022075 49.7525356, 18.0221805 49.7525398, 18.0222879 49.7525335, 18.0224187 49.7525247)",,,
110430040,46418,Čs. armády,tertiary,50,False,False,53.804,"LINESTRING (18.0178233 49.7536243, 18.0175288 49.7537754, 18.0172321 49.7539213)",,,
110430040,46418,Čs. armády,tertiary,50,False,True,200.429,"LINESTRING (18.0178233 49.7536243, 18.018041 49.7535077, 18.0181656 49.7534581, 18.0182767 49.7534259, 18.0184365 49.7533917, 18.018722 49.753342, 18.0189288 49.7532949, 18.0190338 49.7532652, 18.0191152 49.7532255, 18.0191789 49.7531875, 18.0192406 49.7531428, 18.0193042 49.7530857, 18.0194791 49.7528867, 18.019541 49.752812, 18.019632 49.7527307, 18.0197824 49.7526365, 18.0198594 49.7525989, 18.0199506 49.7525664)",,,
509820996,,Tovární,unclassified,,False,True,56.582,"LINESTRING (18.0178233 49.7536243, 18.0177631 49.7535733, 18.0177438 49.7535411, 18.0177258 49.7534998, 18.0177173 49.7534364, 18.0177235 49.7533729, 18.0177526 49.7532321, 18.0177864 49.7531366)",,,
110430013,46418,Čs. armády,tertiary,50,False,False,106.083,"LINESTRING (18.0172321 49.7539213, 18.0171823 49.75394, 18.0170611 49.7539828, 18.0169471 49.7540176, 18.0166453 49.7541105, 18.0164511 49.7541866, 18.015958 49.7543999)",,,
110430017,,Valová,residential,,False,True,33.862,"LINESTRING (18.0172321 49.7539213, 18.0173437 49.754056, 18.0173688 49.7540947, 18.0173739 49.7541211, 18.0173668 49.7541454, 18.0173249 49.7541972)",,,
110430040,46418,Čs. armády,tertiary,50,False,True,53.804,"LINESTRING (18.0172321 49.7539213, 18.0175288 49.7537754, 18.0178233 49.7536243)",,,
109863225,46418,Čs. armády,tertiary,50,False,False,46.515,"LINESTRING (18.0135197 49.7556494, 18.0132665 49.7557717, 18.0132438 49.7557801, 18.0129803 49.7558796)",,,
"[109863225, 109863182]",46418,Čs. armády,tertiary,50,False,True,224.04399999999998,"LINESTRING (18.0135197 49.7556494, 18.0138693 49.7554696, 18.0143277 49.7552739, 18.0143751 49.7552514, 18.0144271 49.7552237, 18.0147336 49.7550364, 18.0149386 49.7549077, 18.0151016 49.7548113, 18.0152824 49.7547163, 18.015958 49.7543999)",,,
9624798,463,Opavská,secondary,50,False,False,36.817,"LINESTRING (18.0125004 49.75532, 18.0120888 49.7554086, 18.0120142 49.7554247)",,,
