osmid,ref,highway,maxspeed,oneway,reversed,length,geometry,name,bridge,access
27235327,23,primary,90,False,True,255.663,"LINESTRING (15.2003517 49.15472, 15.19938 49.1546529, 15.198606 49.1546729, 15.1978134 49.154768, 15.1969153 49.1549861)",,,
"[27235323, 27235324, 9580725]",164,tertiary,,False,True,416.91800000000006,"LINESTRING (15.1969153 49.1549861, 15.1969612 49.1550523, 15.1973764 49.1556515, 15.1976005 49.156062, 15.1978174 49.1564026, 15.1979956 49.1566142, 15.1981763 49.1567893, 15.1982066 49.1568133, 15.1985234 49.1570645, 15.1986919 49.1572166, 15.1988002 49.1573814, 15.1991132 49.1579864, 15.1993009 49.1582009, 15.1993942 49.1583395)",Kunžatecká,yes,
27235327,23,primary,90,False,False,255.663,"LINESTRING (15.1969153 49.1549861, 15.1978134 49.154768, 15.198606 49.1546729, 15.19938 49.1546529, 15.2003517 49.15472)",,,
131552481,23H,tertiary,,False,False,144.40699999999998,"LINESTRING (15.2040161 49.1603136, 15.2051611 49.160661, 15.2055684 49.1608347, 15.2057673 49.1609195)",Studenská,,
163132374,23H,tertiary,,False,True,70.19800000000001,"LINESTRING (15.2040161 49.1603136, 15.203521 49.1601512, 15.2034421 49.1601253, 15.2031874 49.1599952)",Studenská,,
975573417,13415,tertiary,,False,True,48.596999999999994,"LINESTRING (15.2040161 49.1603136, 15.2040137 49.1603461, 15.2039973 49.160543, 15.20398 49.16075)",Popelínská,,
27235348,23H,tertiary,,False,True,253.85500000000002,"LINESTRING (15.2016995 49.158753, 15.2016168 49.1587082, 15.2015759 49.1586808, 15.20154 49.1586401, 15.2014969 49.1585825, 15.2014598 49.1585234, 15.2014442 49.1584842, 15.2012895 49.1579801, 15.2012742 49.1579533, 15.201258 49.1579357, 15.2012332 49.1579182, 15.2011732 49.1578815, 15.2011219 49.1578638, 15.2010642 49.1578551, 15.2009185 49.157845, 15.200718 49.1578458, 15.2006542 49.1578486, 15.2006135 49.1578515, 15.2005689 49.1578584, 15.2005408 49.1578676, 15.1998293 49.1582225, 15.1997721 49.1582511, 15.1997121 49.1582709, 15.1996325 49.158292, 15.1993942 49.1583395)",Brana,,
"[1231362642, 261790523, 1085750637]",,residential,,False,True,101.663,"LINESTRING (15.2016995 49.158753, 15.2017275 49.1587229, 15.2017972 49.1586589, 15.2018459 49.1586366, 15.2019213 49.1586274, 15.2019698 49.1586268, 15.2020257 49.1586471, 15.2021627 49.1587993, 15.2024032 49.1590191, 15.2024664 49.1590763, 15.2024957 49.1591165, 15.2025457 49.159185)",Náměstí,,
"[1196116714, 234001990]",,tertiary,,False,False,78.063,"LINESTRING (15.2016995 49.158753, 15.2020263 49.1589198, 15.2020931 49.1589539, 15.2025457 49.159185)",Náměstí,,
163132375,23H,tertiary,,False,False,54.207,"LINESTRING (15.2025457 49.159185, 15.2025985 49.1592298, 15.2026438 49.1592804, 15.2028947 49.1596146)",Studenská,,
"[1196116714, 234001990]",,tertiary,,False,True,78.063,"LINESTRING (15.2025457 49.159185, 15.2020931 49.1589539, 15.2020263 49.1589198, 15.2016995 49.158753)",Náměstí,,
"[1231362642, 261790523, 1085750637]",,residential,,False,False,101.66300000000001,"LINESTRING (15.2025457 49.159185, 15.2024957 49.1591165, 15.2024664 49.1590763, 15.2024032 49.1590191, 15.2021627 49.1587993, 15.2020257 49.1586471, 15.2019698 49.1586268, 15.2019213 49.1586274, 15.2018459 49.1586366, 15.2017972 49.1586589, 15.2017275 49.1587229, 15.2016995 49.158753)",Náměstí,,
234001991,,residential,,False,True,111.81899999999999,"LINESTRING (15.2025457 49.159185, 15.202525 49.1591899, 15.2024655 49.1592019, 15.2023386 49.1592274, 15.2021052 49.1592752, 15.2018298 49.1593316, 15.2014207 49.1594148, 15.2012519 49.15945, 15.2010723 49.1594689)",Náměstí,,
163132374,23H,tertiary,,False,True,14.719,"LINESTRING (15.2031874 49.1599952, 15.2030869 49.1598803)",Studenská,,
163132374,23H,tertiary,,False,False,70.19800000000001,"LINESTRING (15.2031874 49.1599952, 15.2034421 49.1601253, 15.203521 49.1601512, 15.2040161 49.1603136)",Studenská,,
"[1196925345, 1231361355, 1196925343]",,residential,,False,True,215.952,"LINESTRING (15.2031874 49.1599952, 15.2030225 49.1600867, 15.202877 49.1600998, 15.2024474 49.1601383, 15.201886 49.1601434, 15.2015464 49.1601381, 15.2014778 49.1601383, 15.2013535 49.1601302, 15.2008446 49.1600972, 15.2006265 49.160083, 15.2005387 49.1600414, 15.2004838 49.1600154, 15.2003982 49.1599749, 15.2003448 49.1599496)",Dlouhá,,
"[27235323, 27235324, 9580725]",164,tertiary,,False,False,416.91800000000006,"LINESTRING (15.1993942 49.1583395, 15.1993009 49.1582009, 15.1991132 49.1579864, 15.1988002 49.1573814, 15.1986919 49.1572166, 15.1985234 49.1570645, 15.1982066 49.1568133, 15.1981763 49.1567893, 15.1979956 49.1566142, 15.1978174 49.1564026, 15.1976005 49.156062, 15.1973764 49.1556515, 15.1969612 49.1550523, 15.1969153 49.1549861)",Kunžatecká,yes,
27235348,23H,tertiary,,False,False,253.855,"LINESTRING (15.1993942 49.1583395, 15.1996325 49.158292, 15.1997121 49.1582709, 15.1997721 49.1582511, 15.1998293 49.1582225, 15.2005408 49.1578676, 15.2005689 49.1578584, 15.2006135 49.1578515, 15.2006542 49.1578486, 15.200718 49.1578458, 15.2009185 49.157845, 15.2010642 49.1578551, 15.2011219 49.1578638, 15.2011732 49.1578815, 15.2012332 49.1579182, 15.201258 49.1579357, 15.2012742 49.1579533, 15.2012895 49.1579801, 15.2014442 49.1584842, 15.2014598 49.1585234, 15.2014969 49.1585825, 15.20154 49.1586401, 15.2015759 49.1586808, 15.2016168 49.1587082, 15.2016995 49.158753)",Brana,,
234003880,,residential,,False,False,155.082,"LINESTRING (15.1993942 49.1583395, 15.1993622 49.158392, 15.1993514 49.1585469, 15.1993157 49.1586692, 15.1991823 49.1588871, 15.1991732 49.158908, 15.1991371 49.158991, 15.1990812 49.1591196, 15.1988805 49.1595814, 15.1988873 49.1596451, 15.198909 49.1596806)",Pivovarská,,
"[27174729, 944463020, 944463021]",23H,tertiary,,False,True,67.518,"LINESTRING (15.1993942 49.1583395, 15.1991273 49.1583969, 15.1987133 49.1584437, 15.1986473 49.1584357, 15.1985994 49.1584293, 15.1985781 49.1584264, 15.198496 49.1584029)",Hradecká,yes,
234003880,,residential,,False,False,56.237,"LINESTRING (15.198909 49.1596806, 15.198966 49.159726, 15.199065 49.1597555, 15.1991779 49.1597937, 15.1992734 49.1598366, 15.1993333 49.1599003, 15.1993757 49.1599664, 15.1994673 49.1600036)",Pivovarská,,
234003880,,residential,,False,True,155.082,"LINESTRING (15.198909 49.1596806, 15.1988873 49.1596451, 15.1988805 49.1595814, 15.1990812 49.1591196, 15.1991371 49.158991, 15.1991732 49.158908, 15.1991823 49.1588871, 15.1993157 49.1586692, 15.1993514 49.1585469, 15.1993622 49.158392, 15.1993942 49.1583395)",Pivovarská,,
"[944463024, 944463025, 43557511]",,residential,,False,False,183.413,"LINESTRING (15.198909 49.1596806, 15.1987591 49.1597559, 15.1986705 49.1598004, 15.1985191 49.1598188, 15.1980154 49.1597244, 15.1970784 49.1597451, 15.1964726 49.1597336)",Příkrá,yes,
234001524,,residential,,False,True,70.774,"LINESTRING (15.1994673 49.1600036, 15.1994482 49.1600465, 15.1994176 49.1601149, 15.1991924 49.1603245, 15.1989296 49.1605254)",Obcizna,,
234003880,,residential,,False,True,56.23700000000001,"LINESTRING (15.1994673 49.1600036, 15.1993757 49.1599664, 15.1993333 49.1599003, 15.1992734 49.1598366, 15.1991779 49.1597937, 15.199065 49.1597555, 15.198966 49.159726, 15.198909 49.1596806)",Pivovarská,,
1223791358,,residential,,False,False,56.451,"LINESTRING (15.1994673 49.1600036, 15.1997126 49.1599709, 15.199934 49.1599423, 15.2000169 49.1599327, 15.2000494 49.1599282, 15.2001586 49.1599129, 15.2002284 49.1599037)",Dlouhá,,
"[981387608, 1231361356, 1231361357, 43557518]",,residential,,False,"[False, True]",168.257,"LINESTRING (15.2002284 49.1599037, 15.2002055 49.1598554, 15.2001531 49.1597449, 15.2001478 49.1597386, 15.2001198 49.1596989, 15.2000251 49.1595769, 15.1999476 49.1594708, 15.1999001 49.1593794, 15.1998858 49.1593427, 15.19988 49.1593276, 15.1999018 49.1592971, 15.1999135 49.1592923, 15.199949 49.1592778, 15.2000443 49.1592601, 15.2001025 49.1592544, 15.2001232 49.159257, 15.2001831 49.1592645, 15.2002602 49.1592759, 15.2004239 49.1593063, 15.2004882 49.1593259, 15.2005452 49.1593539, 15.2005881 49.1593916, 15.2006548 49.1594576, 15.2006684 49.1594711, 15.2007182 49.1594811, 15.2007826 49.159482, 15.2009143 49.1594809, 15.2010723 49.1594689)","['Náměstí', 'Pod Farou']",,
"[1231361355, 1223791358]",,residential,,False,False,9.988,"LINESTRING (15.2002284 49.1599037, 15.2002957 49.1599227, 15.2003448 49.1599496)",Dlouhá,,
1223791358,,residential,,False,True,56.451,"LINESTRING (15.2002284 49.1599037, 15.2001586 49.1599129, 15.2000494 49.1599282, 15.2000169 49.1599327, 15.199934 49.1599423, 15.1997126 49.1599709, 15.1994673 49.1600036)",Dlouhá,,
975573417,13415,tertiary,,False,True,37.727,"LINESTRING (15.20398 49.16075, 15.2039553 49.1610889)",Popelínská,,
27235336,,residential,,False,False,212.464,"LINESTRING (15.20398 49.16075, 15.2038021 49.1607614, 15.2034284 49.1607908, 15.2019237 49.1607982, 15.2016296 49.1607982, 15.2010617 49.1607983)",Zahradnická,,
975573417,13415,tertiary,,False,False,48.597,"LINESTRING (15.20398 49.16075, 15.2039973 49.160543, 15.2040137 49.1603461, 15.2040161 49.1603136)",Popelínská,,
27235336,,residential,,False,True,159.942,"LINESTRING (15.1988676 49.1607687, 15.1991438 49.1607871, 15.1997132 49.160824, 15.2001755 49.1608019, 15.2002477 49.1608014, 15.2003533 49.1608012, 15.2007163 49.1607997, 15.2010617 49.1607983)",Zahradnická,,
43557516,,residential,,False,False,102.265,"LINESTRING (15.1988676 49.1607687, 15.1989146 49.1610892, 15.1988657 49.1613242, 15.1988382 49.1614663, 15.1988289 49.1615146, 15.1987779 49.1616799)",Obcizna,,
234001524,,residential,,False,False,28.166,"LINESTRING (15.1988676 49.1607687, 15.1988507 49.1606618, 15.1989296 49.1605254)",Obcizna,,
234001524,,residential,,False,False,70.774,"LINESTRING (15.1989296 49.1605254, 15.1991924 49.1603245, 15.1994176 49.1601149, 15.1994482 49.1600465, 15.1994673 49.1600036)",Obcizna,,
234001524,,residential,,False,True,28.166,"LINESTRING (15.1989296 49.1605254, 15.1988507 49.1606618, 15.1988676 49.1607687)",Obcizna,,
"[670676200, 1213768397]",,residential,,False,False,129.653,"LINESTRING (15.1989296 49.1605254, 15.1987279 49.1606024, 15.198631 49.1606341, 15.1985691 49.1606784, 15.1984761 49.160743, 15.1983909 49.1608139, 15.1983561 49.1608506, 15.1983309 49.1609152, 15.1983193 49.160995, 15.1983425 49.1610748, 15.1983793 49.1611128, 15.1984393 49.1611748, 15.198509 49.1612634, 15.1985381 49.1613204, 15.198552 49.1614143, 15.1985386 49.1614735)",Obcizna,,
27235337,,residential,,False,False,190.646,"LINESTRING (15.2003448 49.1599496, 15.2004071 49.1599398, 15.2004885 49.159926, 15.2005122 49.159922, 15.2005344 49.1599185, 15.200676 49.1598975, 15.2013543 49.1598792, 15.2015376 49.1598613, 15.2017056 49.1598439, 15.2018719 49.1598267, 15.2020112 49.1598123, 15.2020939 49.1598038, 15.2022311 49.1597862, 15.2022464 49.1597842, 15.202366 49.1597541, 15.2024706 49.1597266, 15.2024874 49.1597222, 15.2026567 49.1596776, 15.2028069 49.1596381, 15.2028555 49.1596251, 15.2028947 49.1596146)",Nová,,
"[1196925345, 1231361355, 1196925343]",,residential,,False,False,215.952,"LINESTRING (15.2003448 49.1599496, 15.2003982 49.1599749, 15.2004838 49.1600154, 15.2005387 49.1600414, 15.2006265 49.160083, 15.2008446 49.1600972, 15.2013535 49.1601302, 15.2014778 49.1601383, 15.2015464 49.1601381, 15.201886 49.1601434, 15.2024474 49.1601383, 15.202877 49.1600998, 15.2030225 49.1600867, 15.2031874 49.1599952)",Dlouhá,,
"[1231361355, 1223791358]",,residential,,False,True,9.988,"LINESTRING (15.2003448 49.1599496, 15.2002957 49.1599227, 15.2002284 49.1599037)",Dlouhá,,
163132375,23H,tertiary,,False,False,32.683,"LINESTRING (15.2028947 49.1596146, 15.2030869 49.1598803)",Studenská,,
27235337,,residential,,False,True,190.646,"LINESTRING (15.2028947 49.1596146, 15.2028555 49.1596251, 15.2028069 49.1596381, 15.2026567 49.1596776, 15.2024874 49.1597222, 15.2024706 49.1597266, 15.202366 49.1597541, 15.2022464 49.1597842, 15.2022311 49.1597862, 15.2020939 49.1598038, 15.2020112 49.1598123, 15.2018719 49.1598267, 15.2017056 49.1598439, 15.2015376 49.1598613, 15.2013543 49.1598792, 15.200676 49.1598975, 15.2005344 49.1599185, 15.2005122 49.159922, 15.2004885 49.159926, 15.2004071 49.1599398, 15.2003448 49.1599496)",Nová,,
163132375,23H,tertiary,,False,True,54.20700000000001,"LINESTRING (15.2028947 49.1596146, 15.2026438 49.1592804, 15.2025985 49.1592298, 15.2025457 49.159185)",Studenská,,
163132374,23H,tertiary,,False,False,14.719,"LINESTRING (15.2030869 49.1598803, 15.2031874 49.1599952)",Studenská,,
163132375,23H,tertiary,,False,True,32.683,"LINESTRING (15.2030869 49.1598803, 15.2028947 49.1596146)",Studenská,,
27235338,40916,tertiary,,False,False,228.094,"LINESTRING (15.2030869 49.1598803, 15.203129 49.1598677, 15.203155 49.1598599, 15.2035976 49.15971, 15.2040636 49.1596605, 15.2045115 49.1596441, 15.2052417 49.1596631, 15.2055233 49.1596564, 15.205639 49.159654, 15.2058869 49.1596387, 15.2061497 49.1596146)",Jiráskova,,
27235338,40916,tertiary,,False,True,228.09400000000002,"LINESTRING (15.2061497 49.1596146, 15.2058869 49.1596387, 15.205639 49.159654, 15.2055233 49.1596564, 15.2052417 49.1596631, 15.2045115 49.1596441, 15.2040636 49.1596605, 15.2035976 49.15971, 15.203155 49.1598599, 15.203129 49.1598677, 15.2030869 49.1598803)",Jiráskova,,
